gml_id,local_id,year,raw_begin,current_use,n_dwellings,n_units,n_floors,condition,n_floors_nil_reason
ES.SDGC.BU.0090815VK4708G,0090815VK4708G,1987.0,1987-01-01T00:00:00,1_residential,2,3,,functional,other:unpopulated
ES.SDGC.BU.0090816VK4708G,0090816VK4708G,1945.0,1945-01-01T00:00:00,1_residential,9,11,,functional,other:unpopulated
ES.SDGC.BU.0090817VK4708G,0090817VK4708G,1960.0,1960-01-01T00:00:00,1_residential,9,10,,functional,other:unpopulated
ES.SDGC.BU.0090818VK4708G,0090818VK4708G,1900.0,1900-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.0090820VK4708G,0090820VK4708G,1900.0,1900-01-01T00:00:00,1_residential,24,24,,functional,other:unpopulated
ES.SDGC.BU.0090822VK4708G,0090822VK4708G,1940.0,1940-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.0090823VK4708G,0090823VK4708G,1940.0,1940-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.0091403VK4709A,0091403VK4709A,2003.0,2003-01-01T00:00:00,1_residential,4,11,,functional,other:unpopulated
ES.SDGC.BU.0091404VK4709A,0091404VK4709A,2005.0,2005-01-01T00:00:00,1_residential,7,17,,functional,other:unpopulated
ES.SDGC.BU.0091405VK4709A,0091405VK4709A,2006.0,2006-01-01T00:00:00,1_residential,6,17,,functional,other:unpopulated
ES.SDGC.BU.0091406VK4709A,0091406VK4709A,2016.0,2016-01-01T00:00:00,1_residential,9,18,,functional,other:unpopulated
ES.SDGC.BU.0091407VK4709A,0091407VK4709A,1945.0,1945-01-01T00:00:00,1_residential,29,31,,functional,other:unpopulated
ES.SDGC.BU.0091408VK4709A,0091408VK4709A,2007.0,2007-01-01T00:00:00,1_residential,4,4,,functional,other:unpopulated
ES.SDGC.BU.0091409VK4709A,0091409VK4709A,1975.0,1975-01-01T00:00:00,1_residential,3,5,,functional,other:unpopulated
ES.SDGC.BU.0091410VK4709A,0091410VK4709A,1991.0,1991-01-01T00:00:00,1_residential,5,12,,functional,other:unpopulated
ES.SDGC.BU.0091411VK4709A,0091411VK4709A,1955.0,1955-01-01T00:00:00,1_residential,8,8,,functional,other:unpopulated
ES.SDGC.BU.0091412VK4709A,0091412VK4709A,1990.0,1990-01-01T00:00:00,1_residential,6,6,,functional,other:unpopulated
ES.SDGC.BU.0091413VK4709A,0091413VK4709A,1970.0,1970-01-01T00:00:00,1_residential,11,12,,functional,other:unpopulated
ES.SDGC.BU.0091414VK4709A,0091414VK4709A,1965.0,1965-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.0091415VK4709A,0091415VK4709A,1960.0,1960-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.0091416VK4709A,0091416VK4709A,1965.0,1965-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.0091417VK4709A,0091417VK4709A,1973.0,1973-01-01T00:00:00,1_residential,12,13,,functional,other:unpopulated
ES.SDGC.BU.0091418VK4709A,0091418VK4709A,1965.0,1965-01-01T00:00:00,1_residential,17,19,,functional,other:unpopulated
ES.SDGC.BU.0091422VK4709A,0091422VK4709A,1960.0,1960-01-01T00:00:00,1_residential,3,3,,functional,other:unpopulated
ES.SDGC.BU.0190201VK4709A,0190201VK4709A,1930.0,1930-01-01T00:00:00,1_residential,17,18,,functional,other:unpopulated
ES.SDGC.BU.0190202VK4709A,0190202VK4709A,1925.0,1925-01-01T00:00:00,1_residential,8,12,,functional,other:unpopulated
ES.SDGC.BU.0190217VK4709A,0190217VK4709A,2006.0,2006-01-01T00:00:00,1_residential,16,57,,functional,other:unpopulated
ES.SDGC.BU.0190218VK4709A,0190218VK4709A,1990.0,1990-01-01T00:00:00,1_residential,5,12,,functional,other:unpopulated
ES.SDGC.BU.0190219VK4709A,0190219VK4709A,1920.0,1920-01-01T00:00:00,1_residential,5,6,,functional,other:unpopulated
ES.SDGC.BU.0190220VK4709A,0190220VK4709A,1910.0,1910-01-01T00:00:00,1_residential,11,13,,functional,other:unpopulated
ES.SDGC.BU.0190221VK4709A,0190221VK4709A,1989.0,1989-01-01T00:00:00,1_residential,7,8,,functional,other:unpopulated
ES.SDGC.BU.0190222VK4709A,0190222VK4709A,1952.0,1952-01-01T00:00:00,3_industrial,0,1,,functional,other:unpopulated
ES.SDGC.BU.0190223VK4709A,0190223VK4709A,1945.0,1945-01-01T00:00:00,4_1_office,0,1,,functional,other:unpopulated
ES.SDGC.BU.0190224VK4709A,0190224VK4709A,1945.0,1945-01-01T00:00:00,1_residential,2,3,,functional,other:unpopulated
ES.SDGC.BU.0191315VK4709A,0191315VK4709A,1973.0,1973-01-01T00:00:00,1_residential,8,9,,functional,other:unpopulated
ES.SDGC.BU.0191316VK4709A,0191316VK4709A,1928.0,1928-01-01T00:00:00,1_residential,44,44,,functional,other:unpopulated
ES.SDGC.BU.0191317VK4709A,0191317VK4709A,1925.0,1925-01-01T00:00:00,1_residential,18,18,,functional,other:unpopulated
ES.SDGC.BU.0191318VK4709A,0191318VK4709A,1920.0,1920-01-01T00:00:00,1_residential,29,30,,functional,other:unpopulated
ES.SDGC.BU.9989401VK3798H,9989401VK3798H,1945.0,1945-01-01T00:00:00,1_residential,15,15,,functional,other:unpopulated
ES.SDGC.BU.9989402VK3798H,9989402VK3798H,1930.0,1930-01-01T00:00:00,1_residential,16,16,,functional,other:unpopulated
ES.SDGC.BU.9989403VK3798H,9989403VK3798H,1925.0,1925-01-01T00:00:00,1_residential,16,16,,functional,other:unpopulated
ES.SDGC.BU.9989411VK3798H,9989411VK3798H,1991.0,1991-01-01T00:00:00,1_residential,5,5,,functional,other:unpopulated
ES.SDGC.BU.9989501VK3798H,9989501VK3798H,1970.0,1970-01-01T00:00:00,1_residential,11,11,,functional,other:unpopulated
ES.SDGC.BU.9989502VK3798H,9989502VK3798H,1991.0,1991-01-01T00:00:00,1_residential,6,8,,functional,other:unpopulated
ES.SDGC.BU.9989503VK3798H,9989503VK3798H,1950.0,1950-01-01T00:00:00,1_residential,12,13,,functional,other:unpopulated
ES.SDGC.BU.9989514VK3798H,9989514VK3798H,1930.0,1930-01-01T00:00:00,1_residential,15,15,,functional,other:unpopulated
ES.SDGC.BU.9989515VK3798H,9989515VK3798H,1960.0,1960-01-01T00:00:00,1_residential,2,3,,functional,other:unpopulated
ES.SDGC.BU.9989516VK3798H,9989516VK3798H,1965.0,1965-01-01T00:00:00,1_residential,6,7,,functional,other:unpopulated
ES.SDGC.BU.9989517VK3798H,9989517VK3798H,2001.0,2001-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.9990204VK3799B,9990204VK3799B,1960.0,1960-01-01T00:00:00,1_residential,21,24,,functional,other:unpopulated
ES.SDGC.BU.9990205VK3799B,9990205VK3799B,1992.0,1992-01-01T00:00:00,1_residential,2,3,,functional,other:unpopulated
ES.SDGC.BU.9990206VK3799B,9990206VK3799B,1940.0,1940-01-01T00:00:00,1_residential,4,4,,functional,other:unpopulated
ES.SDGC.BU.9990207VK3799B,9990207VK3799B,1991.0,1991-01-01T00:00:00,1_residential,4,4,,functional,other:unpopulated
ES.SDGC.BU.9990208VK3799B,9990208VK3799B,1970.0,1970-01-01T00:00:00,1_residential,14,14,,functional,other:unpopulated
ES.SDGC.BU.9990209VK3799B,9990209VK3799B,1960.0,1960-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.9990210VK3799B,9990210VK3799B,1920.0,1920-01-01T00:00:00,3_industrial,0,1,,functional,other:unpopulated
ES.SDGC.BU.9990211VK3799B,9990211VK3799B,1945.0,1945-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.9990212VK3799B,9990212VK3799B,1950.0,1950-01-01T00:00:00,4_3_publicServices,6,8,,functional,other:unpopulated
ES.SDGC.BU.9990213VK3799B,9990213VK3799B,1900.0,1900-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.9990214VK3799B,9990214VK3799B,1979.0,1979-01-01T00:00:00,1_residential,8,10,,functional,other:unpopulated
ES.SDGC.BU.9990215VK3799B,9990215VK3799B,1950.0,1950-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.9990216VK3799B,9990216VK3799B,1940.0,1940-01-01T00:00:00,1_residential,9,11,,functional,other:unpopulated
ES.SDGC.BU.9990226VK3799B,9990226VK3799B,1930.0,1930-01-01T00:00:00,1_residential,17,35,,functional,other:unpopulated
ES.SDGC.BU.9991208VK3799B,9991208VK3799B,1955.0,1955-01-01T00:00:00,1_residential,15,15,,functional,other:unpopulated
ES.SDGC.BU.9991209VK3799B,9991209VK3799B,1955.0,1955-01-01T00:00:00,1_residential,15,15,,functional,other:unpopulated
ES.SDGC.BU.9991210VK3799B,9991210VK3799B,1955.0,1955-01-01T00:00:00,1_residential,15,15,,functional,other:unpopulated
ES.SDGC.BU.9991211VK3799B,9991211VK3799B,1955.0,1955-01-01T00:00:00,1_residential,14,17,,functional,other:unpopulated
ES.SDGC.BU.9991212VK3799B,9991212VK3799B,1955.0,1955-01-01T00:00:00,1_residential,15,17,,functional,other:unpopulated
ES.SDGC.BU.9991507VK3799B,9991507VK3799B,1965.0,1965-01-01T00:00:00,1_residential,8,9,,functional,other:unpopulated
ES.SDGC.BU.9991508VK3799B,9991508VK3799B,1989.0,1989-01-01T00:00:00,1_residential,13,28,,functional,other:unpopulated
ES.SDGC.BU.9991509VK3799B,9991509VK3799B,2003.0,2003-01-01T00:00:00,1_residential,8,8,,functional,other:unpopulated
ES.SDGC.BU.9991510VK3799B,9991510VK3799B,1978.0,1978-01-01T00:00:00,1_residential,10,24,,functional,other:unpopulated
ES.SDGC.BU.9991511VK3799B,9991511VK3799B,1988.0,1988-01-01T00:00:00,1_residential,4,4,,functional,other:unpopulated
ES.SDGC.BU.9991512VK3799B,9991512VK3799B,1920.0,1920-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.9991513VK3799B,9991513VK3799B,1960.0,1960-01-01T00:00:00,1_residential,11,13,,functional,other:unpopulated
ES.SDGC.BU.9991514VK3799B,9991514VK3799B,1955.0,1955-01-01T00:00:00,1_residential,12,14,,functional,other:unpopulated
ES.SDGC.BU.9991515VK3799B,9991515VK3799B,1965.0,1965-01-01T00:00:00,1_residential,13,13,,functional,other:unpopulated
ES.SDGC.BU.9991516VK3799B,9991516VK3799B,1900.0,1900-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.9991517VK3799B,9991517VK3799B,1900.0,1900-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.9991518VK3799B,9991518VK3799B,1965.0,1965-01-01T00:00:00,1_residential,8,9,,functional,other:unpopulated
ES.SDGC.BU.9991519VK3799B,9991519VK3799B,1965.0,1965-01-01T00:00:00,1_residential,11,12,,functional,other:unpopulated
ES.SDGC.BU.9991520VK3799B,9991520VK3799B,1965.0,1965-01-01T00:00:00,1_residential,5,5,,functional,other:unpopulated
ES.SDGC.BU.9991521VK3799B,9991521VK3799B,1930.0,1930-01-01T00:00:00,1_residential,6,6,,functional,other:unpopulated
ES.SDGC.BU.9991522VK3799B,9991522VK3799B,1955.0,1955-01-01T00:00:00,1_residential,6,6,,functional,other:unpopulated
ES.SDGC.BU.9991523VK3799B,9991523VK3799B,2009.0,2009-01-01T00:00:00,1_residential,6,12,,functional,other:unpopulated
ES.SDGC.BU.9991528VK3799B,9991528VK3799B,1920.0,1920-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.9991529VK3799B,9991529VK3799B,2010.0,2010-01-01T00:00:00,1_residential,8,14,,functional,other:unpopulated
ES.SDGC.BU.0190203VK4709A,0190203VK4709A,2013.0,2013-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.0190208VK4709A,0190208VK4709A,1910.0,1910-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.0190209VK4709A,0190209VK4709A,1905.0,1905-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.0190210VK4709A,0190210VK4709A,1930.0,1930-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.0190211VK4709A,0190211VK4709A,1960.0,1960-01-01T00:00:00,1_residential,20,25,,functional,other:unpopulated
ES.SDGC.BU.0190215VK4709A,0190215VK4709A,2013.0,2013-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.0190216VK4709A,0190216VK4709A,1960.0,1960-01-01T00:00:00,3_industrial,4,5,,functional,other:unpopulated
ES.SDGC.BU.0190225VK4709A,0190225VK4709A,2005.0,2005-01-01T00:00:00,1_residential,24,78,,functional,other:unpopulated
ES.SDGC.BU.0190601VK4709A,0190601VK4709A,1955.0,1955-01-01T00:00:00,1_residential,6,8,,functional,other:unpopulated
ES.SDGC.BU.0190602VK4709A,0190602VK4709A,1961.0,1961-01-01T00:00:00,1_residential,24,25,,functional,other:unpopulated
ES.SDGC.BU.0190603VK4709A,0190603VK4709A,1973.0,1973-01-01T00:00:00,1_residential,38,42,,functional,other:unpopulated
ES.SDGC.BU.0190604VK4709A,0190604VK4709A,1981.0,1981-01-01T00:00:00,1_residential,52,57,,functional,other:unpopulated
ES.SDGC.BU.0190605VK4709A,0190605VK4709A,1966.0,1966-01-01T00:00:00,1_residential,23,25,,functional,other:unpopulated
ES.SDGC.BU.0190606VK4709A,0190606VK4709A,1977.0,1977-01-01T00:00:00,1_residential,18,42,,functional,other:unpopulated
ES.SDGC.BU.0190607VK4709A,0190607VK4709A,1979.0,1979-01-01T00:00:00,1_residential,24,28,,functional,other:unpopulated
ES.SDGC.BU.0190608VK4709A,0190608VK4709A,1958.0,1958-01-01T00:00:00,1_residential,4,6,,functional,other:unpopulated
ES.SDGC.BU.0190609VK4709A,0190609VK4709A,1968.0,1968-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.0190610VK4709A,0190610VK4709A,1926.0,1926-01-01T00:00:00,1_residential,5,6,,functional,other:unpopulated
ES.SDGC.BU.0190611VK4709A,0190611VK4709A,1928.0,1928-01-01T00:00:00,1_residential,8,9,,functional,other:unpopulated
ES.SDGC.BU.0190612VK4709A,0190612VK4709A,1967.0,1967-01-01T00:00:00,1_residential,4,5,,functional,other:unpopulated
ES.SDGC.BU.0190613VK4709A,0190613VK4709A,1940.0,1940-01-01T00:00:00,1_residential,23,23,,functional,other:unpopulated
ES.SDGC.BU.0190614VK4709A,0190614VK4709A,1954.0,1954-01-01T00:00:00,1_residential,7,9,,functional,other:unpopulated
ES.SDGC.BU.0190615VK4709A,0190615VK4709A,1925.0,1925-01-01T00:00:00,1_residential,12,12,,functional,other:unpopulated
ES.SDGC.BU.0190616VK4709A,0190616VK4709A,1999.0,1999-01-01T00:00:00,1_residential,15,35,,functional,other:unpopulated
ES.SDGC.BU.0190619VK4709A,0190619VK4709A,1935.0,1935-01-01T00:00:00,1_residential,9,10,,functional,other:unpopulated
ES.SDGC.BU.0190620VK4709A,0190620VK4709A,1955.0,1955-01-01T00:00:00,1_residential,7,9,,functional,other:unpopulated
ES.SDGC.BU.0190621VK4709A,0190621VK4709A,1958.0,1958-01-01T00:00:00,1_residential,6,8,,functional,other:unpopulated
ES.SDGC.BU.0191304VK4709A,0191304VK4709A,1925.0,1925-01-01T00:00:00,1_residential,29,29,,functional,other:unpopulated
ES.SDGC.BU.0191305VK4709A,0191305VK4709A,1935.0,1935-01-01T00:00:00,1_residential,39,40,,functional,other:unpopulated
ES.SDGC.BU.0191306VK4709A,0191306VK4709A,1997.0,1997-01-01T00:00:00,1_residential,9,18,,functional,other:unpopulated
ES.SDGC.BU.0191307VK4709A,0191307VK4709A,1955.0,1955-01-01T00:00:00,1_residential,7,8,,functional,other:unpopulated
ES.SDGC.BU.0191308VK4709A,0191308VK4709A,1960.0,1960-01-01T00:00:00,1_residential,3,4,,functional,other:unpopulated
ES.SDGC.BU.0191309VK4709A,0191309VK4709A,1960.0,1960-01-01T00:00:00,1_residential,16,18,,functional,other:unpopulated
ES.SDGC.BU.0191310VK4709A,0191310VK4709A,1955.0,1955-01-01T00:00:00,1_residential,6,7,,functional,other:unpopulated
ES.SDGC.BU.0191311VK4709A,0191311VK4709A,1960.0,1960-01-01T00:00:00,1_residential,6,7,,functional,other:unpopulated
ES.SDGC.BU.0191312VK4709A,0191312VK4709A,2003.0,2003-01-01T00:00:00,1_residential,5,8,,functional,other:unpopulated
ES.SDGC.BU.0191313VK4709A,0191313VK4709A,1960.0,1960-01-01T00:00:00,4_2_retail,4,6,,functional,other:unpopulated
ES.SDGC.BU.0191314VK4709A,0191314VK4709A,1962.0,1962-01-01T00:00:00,3_industrial,6,9,,functional,other:unpopulated
ES.SDGC.BU.0191505VK4709A,0191505VK4709A,1961.0,1961-01-01T00:00:00,1_residential,6,8,,functional,other:unpopulated
ES.SDGC.BU.0191507VK4709A,0191507VK4709A,1958.0,1958-01-01T00:00:00,1_residential,14,15,,functional,other:unpopulated
ES.SDGC.BU.0191508VK4709A,0191508VK4709A,1955.0,1955-01-01T00:00:00,1_residential,3,4,,functional,other:unpopulated
ES.SDGC.BU.0191509VK4709A,0191509VK4709A,1990.0,1990-01-01T00:00:00,1_residential,4,5,,functional,other:unpopulated
ES.SDGC.BU.0191510VK4709A,0191510VK4709A,2000.0,2000-01-01T00:00:00,1_residential,5,7,,functional,other:unpopulated
ES.SDGC.BU.0191511VK4709A,0191511VK4709A,1965.0,1965-01-01T00:00:00,1_residential,3,4,,functional,other:unpopulated
ES.SDGC.BU.0191512VK4709A,0191512VK4709A,1955.0,1955-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.0191513VK4709A,0191513VK4709A,1997.0,1997-01-01T00:00:00,1_residential,8,9,,functional,other:unpopulated
ES.SDGC.BU.0191514VK4709A,0191514VK4709A,1995.0,1995-01-01T00:00:00,1_residential,6,8,,functional,other:unpopulated
ES.SDGC.BU.0191515VK4709A,0191515VK4709A,1962.0,1962-01-01T00:00:00,1_residential,6,7,,functional,other:unpopulated
ES.SDGC.BU.0191516VK4709A,0191516VK4709A,1962.0,1962-01-01T00:00:00,1_residential,6,7,,functional,other:unpopulated
ES.SDGC.BU.0191527VK4709A,0191527VK4709A,1965.0,1965-01-01T00:00:00,3_industrial,0,1,,functional,other:unpopulated
ES.SDGC.BU.0191528VK4709A,0191528VK4709A,1950.0,1950-01-01T00:00:00,4_1_office,4,5,,functional,other:unpopulated
ES.SDGC.BU.0191529VK4709A,0191529VK4709A,1955.0,1955-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.0191532VK4709A,0191532VK4709A,1950.0,1950-01-01T00:00:00,1_residential,4,4,,functional,other:unpopulated
ES.SDGC.BU.0191533VK4709A,0191533VK4709A,1970.0,1970-01-01T00:00:00,1_residential,8,8,,functional,other:unpopulated
ES.SDGC.BU.0291201VK4709A,0291201VK4709A,1960.0,1960-01-01T00:00:00,1_residential,37,38,,functional,other:unpopulated
ES.SDGC.BU.0291202VK4709A,0291202VK4709A,1960.0,1960-01-01T00:00:00,1_residential,17,17,,functional,other:unpopulated
ES.SDGC.BU.0291203VK4709A,0291203VK4709A,1960.0,1960-01-01T00:00:00,1_residential,16,17,,functional,other:unpopulated
ES.SDGC.BU.0291204VK4709A,0291204VK4709A,1950.0,1950-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.0291205VK4709A,0291205VK4709A,2021.0,2021-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.0291303VK4709A,0291303VK4709A,2023.0,2023-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.0291304VK4709A,0291304VK4709A,1955.0,1955-01-01T00:00:00,1_residential,6,7,,functional,other:unpopulated
ES.SDGC.BU.0291305VK4709A,0291305VK4709A,1930.0,1930-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.0291306VK4709A,0291306VK4709A,1945.0,1945-01-01T00:00:00,1_residential,12,13,,functional,other:unpopulated
ES.SDGC.BU.0291307VK4709A,0291307VK4709A,1945.0,1945-01-01T00:00:00,1_residential,8,10,,functional,other:unpopulated
ES.SDGC.BU.0390310VK4709A,0390310VK4709A,1940.0,1940-01-01T00:00:00,4_3_publicServices,0,1,,functional,other:unpopulated
ES.SDGC.BU.0390311VK4709A,0390311VK4709A,1940.0,1940-01-01T00:00:00,4_3_publicServices,0,1,,functional,other:unpopulated
ES.SDGC.BU.0390312VK4709A,0390312VK4709A,1960.0,1960-01-01T00:00:00,1_residential,31,34,,functional,other:unpopulated
ES.SDGC.BU.0291601VK4709A,0291601VK4709A,1990.0,1990-01-01T00:00:00,1_residential,29,63,,functional,other:unpopulated
ES.SDGC.BU.0291602VK4709A,0291602VK4709A,1920.0,1920-01-01T00:00:00,1_residential,8,8,,functional,other:unpopulated
ES.SDGC.BU.0291603VK4709A,0291603VK4709A,1996.0,1996-01-01T00:00:00,1_residential,7,8,,functional,other:unpopulated
ES.SDGC.BU.0291604VK4709A,0291604VK4709A,1960.0,1960-01-01T00:00:00,1_residential,18,18,,functional,other:unpopulated
ES.SDGC.BU.0291605VK4709A,0291605VK4709A,1930.0,1930-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.0291606VK4709A,0291606VK4709A,1998.0,1998-01-01T00:00:00,1_residential,4,5,,functional,other:unpopulated
ES.SDGC.BU.0291607VK4709A,0291607VK4709A,1992.0,1992-01-01T00:00:00,1_residential,7,8,,functional,other:unpopulated
ES.SDGC.BU.0291608VK4709A,0291608VK4709A,1960.0,1960-01-01T00:00:00,1_residential,2,3,,functional,other:unpopulated
ES.SDGC.BU.0291609VK4709A,0291609VK4709A,1984.0,1984-01-01T00:00:00,3_industrial,0,1,,functional,other:unpopulated
ES.SDGC.BU.0291610VK4709A,0291610VK4709A,1988.0,1988-01-01T00:00:00,4_3_publicServices,0,1,,functional,other:unpopulated
ES.SDGC.BU.0291611VK4709A,0291611VK4709A,1997.0,1997-01-01T00:00:00,1_residential,8,12,,functional,other:unpopulated
ES.SDGC.BU.0291612VK4709A,0291612VK4709A,2009.0,2009-01-01T00:00:00,1_residential,13,25,,functional,other:unpopulated
ES.SDGC.BU.0292704VK4709A,0292704VK4709A,1930.0,1930-01-01T00:00:00,1_residential,2,3,,functional,other:unpopulated
ES.SDGC.BU.0292705VK4709A,0292705VK4709A,1930.0,1930-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.0292706VK4709A,0292706VK4709A,1989.0,1989-01-01T00:00:00,1_residential,7,11,,functional,other:unpopulated
ES.SDGC.BU.0389901VK4708G,0389901VK4708G,1960.0,1960-01-01T00:00:00,1_residential,39,42,,functional,other:unpopulated
ES.SDGC.BU.0389902VK4708G,0389902VK4708G,1982.0,1982-01-01T00:00:00,1_residential,5,7,,functional,other:unpopulated
ES.SDGC.BU.0389903VK4708G,0389903VK4708G,1920.0,1920-01-01T00:00:00,1_residential,47,48,,functional,other:unpopulated
ES.SDGC.BU.0389904VK4708G,0389904VK4708G,2003.0,2003-01-01T00:00:00,1_residential,6,19,,functional,other:unpopulated
ES.SDGC.BU.0389913VK4708G,0389913VK4708G,1920.0,1920-01-01T00:00:00,1_residential,3,3,,functional,other:unpopulated
ES.SDGC.BU.0389914VK4708G,0389914VK4708G,1920.0,1920-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.0389915VK4708G,0389915VK4708G,1925.0,1925-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.0389916VK4708G,0389916VK4708G,1981.0,1981-01-01T00:00:00,1_residential,16,20,,functional,other:unpopulated
ES.SDGC.BU.0389917VK4708G,0389917VK4708G,2003.0,2003-01-01T00:00:00,1_residential,5,11,,functional,other:unpopulated
ES.SDGC.BU.0389918VK4708G,0389918VK4708G,1955.0,1955-01-01T00:00:00,1_residential,3,5,,functional,other:unpopulated
ES.SDGC.BU.0390301VK4709A,0390301VK4709A,1960.0,1960-01-01T00:00:00,1_residential,30,32,,functional,other:unpopulated
ES.SDGC.BU.0390302VK4709A,0390302VK4709A,1950.0,1950-01-01T00:00:00,1_residential,9,11,,functional,other:unpopulated
ES.SDGC.BU.0390303VK4709A,0390303VK4709A,1970.0,1970-01-01T00:00:00,3_industrial,0,1,,functional,other:unpopulated
ES.SDGC.BU.0390304VK4709A,0390304VK4709A,1950.0,1950-01-01T00:00:00,1_residential,8,11,,functional,other:unpopulated
ES.SDGC.BU.0390305VK4709A,0390305VK4709A,1950.0,1950-01-01T00:00:00,1_residential,9,11,,functional,other:unpopulated
ES.SDGC.BU.0390306VK4709A,0390306VK4709A,1990.0,1990-01-01T00:00:00,1_residential,7,8,,functional,other:unpopulated
ES.SDGC.BU.0390307VK4709A,0390307VK4709A,1985.0,1985-01-01T00:00:00,1_residential,12,13,,functional,other:unpopulated
ES.SDGC.BU.0390308VK4709A,0390308VK4709A,1992.0,1992-01-01T00:00:00,1_residential,6,7,,functional,other:unpopulated
ES.SDGC.BU.0390309VK4709A,0390309VK4709A,1940.0,1940-01-01T00:00:00,4_3_publicServices,0,1,,functional,other:unpopulated
ES.SDGC.BU.0390315VK4709A,0390315VK4709A,1997.0,1997-01-01T00:00:00,1_residential,26,27,,functional,other:unpopulated
ES.SDGC.BU.0390316VK4709A,0390316VK4709A,1996.0,1996-01-01T00:00:00,1_residential,14,45,,functional,other:unpopulated
ES.SDGC.BU.0390317VK4709A,0390317VK4709A,1970.0,1970-01-01T00:00:00,1_residential,7,9,,functional,other:unpopulated
ES.SDGC.BU.0391403VK4709A,0391403VK4709A,1935.0,1935-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.0391404VK4709A,0391404VK4709A,1940.0,1940-01-01T00:00:00,1_residential,5,5,,functional,other:unpopulated
ES.SDGC.BU.0391405VK4709A,0391405VK4709A,1930.0,1930-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.0391406VK4709A,0391406VK4709A,1955.0,1955-01-01T00:00:00,1_residential,4,4,,functional,other:unpopulated
ES.SDGC.BU.0391408VK4709A,0391408VK4709A,1998.0,1998-01-01T00:00:00,1_residential,7,13,,functional,other:unpopulated
ES.SDGC.BU.0391409VK4709A,0391409VK4709A,2007.0,2007-01-01T00:00:00,1_residential,4,4,,functional,other:unpopulated
ES.SDGC.BU.0391410VK4709A,0391410VK4709A,1960.0,1960-01-01T00:00:00,1_residential,1,1,,functional,other:unpopulated
ES.SDGC.BU.0391411VK4709A,0391411VK4709A,1955.0,1955-01-01T00:00:00,1_residential,2,3,,functional,other:unpopulated
ES.SDGC.BU.0391412VK4709A,0391412VK4709A,1960.0,1960-01-01T00:00:00,1_residential,4,5,,functional,other:unpopulated
ES.SDGC.BU.0391413VK4709A,0391413VK4709A,1970.0,1970-01-01T00:00:00,1_residential,13,14,,functional,other:unpopulated
ES.SDGC.BU.0391414VK4709A,0391414VK4709A,1960.0,1960-01-01T00:00:00,4_2_retail,0,1,,functional,other:unpopulated
ES.SDGC.BU.0391415VK4709A,0391415VK4709A,1960.0,1960-01-01T00:00:00,1_residential,24,29,,functional,other:unpopulated
ES.SDGC.BU.0391416VK4709A,0391416VK4709A,1980.0,1980-01-01T00:00:00,1_residential,15,16,,functional,other:unpopulated
