osm_id,uprn,postcode,within,footprint_area_m2
way/396682091,000006032610,E1 3NE,strict,75.40519209504096
way/396595549,000006032613,E1 3NE,strict,141.09217645346462
way/396622958,000006032614,E1 3NE,strict,60.00583170383918
way/190348379,000006032683,E1 3NJ,strict,638.8335159977875
way/190348379,000006032684,E1 3NJ,strict,638.8335159977875
way/190348379,000006032685,E1 3NJ,strict,638.8335159977875
way/190348379,000006032686,E1 3NJ,strict,638.8335159977875
way/396619823,000006032687,E1 3NE,strict,80.99877422061327
way/396595550,000006032688,E1 3NE,strict,69.19766124758604
way/190348377,000006032689,nan,strict,702.2010701486254
way/190348377,000006032690,nan,strict,702.2010701486254
way/190348377,000006032691,nan,strict,702.2010701486254
way/190348377,000006032692,nan,strict,702.2010701486254
way/190348377,000006032693,nan,strict,702.2010701486254
way/190348377,000006032694,nan,strict,702.2010701486254
way/396469817,000006032751,E1 3NG,strict,51.213826480292454
way/396469816,000006032752,E1 3NG,strict,47.645114934826466
way/396469813,000006032753,E1 3NG,strict,52.81636031742817
way/396595551,000006032788,E1 3NE,strict,109.07525937717375
way/396595551,000006032789,E1 3NE,strict,109.07525937717375
way/396595551,000006032790,E1 3NE,strict,109.07525937717375
way/396595551,000006032791,E1 3NE,strict,109.07525937717375
way/396595551,000006032792,E1 3NE,strict,109.07525937717375
way/396595551,000006032793,E1 3NE,strict,109.07525937717375
way/396595551,000006032794,E1 3NE,strict,109.07525937717375
way/1330242236,000006032883,E1 3NE,strict,55.828628641541364
way/387107361,000006032892,nan,strict,467.31116248217944
way/1433576700,000006032939,E1 3NQ,strict,47.41991172461882
way/396595550,000006032941,E1 3NE,strict,69.19766124758604
way/298846085,000006032963,E1 4LX,strict,45.216353410134104
way/1430302476,000006032964,E1 4LX,strict,45.91086024807116
way/298846087,000006032965,E1 4LX,strict,47.29607775179708
way/1430536836,000006032966,E1 4LX,strict,47.299732292943325
way/1430536837,000006032967,E1 4LX,strict,45.2146962457156
way/1430536838,000006032968,E1 4LX,strict,49.466601211308934
way/1430536839,000006032969,E1 4LX,strict,46.01581816479492
way/1430536840,000006032970,E1 4LX,strict,48.648389551812
way/1430302477,000006032971,E1 4LX,strict,46.68716546957081
way/1430302478,000006032972,E1 4LX,strict,45.02019369183405
way/1430302479,000006032973,E1 4LX,strict,46.907236998618465
way/298846072,000006032974,E1 4LX,strict,45.79668254173028
way/1432575672,000006032975,E1 4NE,strict,40.68997392759756
way/1432575698,000006032976,E1 4NG,strict,72.7520196573719
way/396711810,000006032979,E1 4LP,strict,45.036987326696
way/1430302433,000006032980,E1 4LP,strict,46.73514666705786
way/1430302434,000006032981,E1 4LP,strict,46.07387074006145
way/1430302435,000006032982,E1 4LP,strict,46.06436300812232
way/1430302436,000006032983,E1 4LP,strict,46.381896837556376
way/1430302437,000006032984,E1 4LP,strict,47.80027706741448
way/1430302438,000006032985,E1 4LP,strict,45.50874160806478
way/1430302439,000006032986,E1 4LP,strict,46.12547023018513
way/1430302440,000006032987,E1 4LP,strict,51.74975757981785
way/298846079,000006032988,nan,strict,47.58215209614482
way/1430302465,000006032989,E1 4LR,strict,47.37323499089417
way/1430302466,000006032990,E1 4LR,strict,47.5371637870332
way/1430302467,000006032991,E1 4LR,strict,41.74720606239435
way/396585006,000006032992,E1 4LX,strict,38.72164423644773
way/396585005,000006032993,E1 4LX,strict,49.08147916792492
way/394682821,000006032994,E1 4LZ,strict,729.2665136951268
way/394682821,000006032995,E1 4LZ,strict,729.2665136951268
way/394682821,000006032996,E1 4LZ,strict,729.2665136951268
way/394682821,000006032997,E1 4LZ,strict,729.2665136951268
way/394682821,000006032998,E1 4LZ,strict,729.2665136951268
way/394682821,000006032999,E1 4LZ,strict,729.2665136951268
way/394682821,000006033000,E1 4LZ,strict,729.2665136951268
way/394682821,000006033001,E1 4LZ,strict,729.2665136951268
way/394682821,000006033002,E1 4LZ,strict,729.2665136951268
way/394682821,000006033003,E1 4LZ,strict,729.2665136951268
way/394682821,000006033004,E1 4LZ,strict,729.2665136951268
way/394682821,000006033005,E1 4LZ,strict,729.2665136951268
way/394682821,000006033006,E1 4LZ,strict,729.2665136951268
way/394682821,000006033007,E1 4LZ,strict,729.2665136951268
way/394682821,000006033008,E1 4LZ,strict,729.2665136951268
way/394682821,000006033009,E1 4LZ,strict,729.2665136951268
way/394682821,000006033010,E1 4LZ,strict,729.2665136951268
way/394682821,000006033011,E1 4LZ,strict,729.2665136951268
way/394682821,000006033012,E1 4LZ,strict,729.2665136951268
way/394682821,000006033013,E1 4LZ,strict,729.2665136951268
way/394682821,000006033014,E1 4LZ,strict,729.2665136951268
way/394682821,000006033015,E1 4LZ,strict,729.2665136951268
way/394682821,000006033016,E1 4LZ,strict,729.2665136951268
way/394682821,000006033017,E1 4LZ,strict,729.2665136951268
way/396524043,000006033018,E1 4NH,strict,235.74369794945045
way/396524043,000006033019,E1 4NH,strict,235.74369794945045
way/396524043,000006033020,E1 4NH,strict,235.74369794945045
way/396524043,000006033021,E1 4NH,strict,235.74369794945045
way/396524042,000006033022,E1 4NH,strict,235.6740084516521
way/396524042,000006033023,E1 4NH,strict,235.6740084516521
way/396524042,000006033024,E1 4NH,strict,235.6740084516521
way/396524042,000006033025,E1 4NH,strict,235.6740084516521
way/396524042,000006033026,E1 4NH,strict,235.6740084516521
way/396524042,000006033027,E1 4NH,strict,235.6740084516521
way/396524042,000006033028,E1 4NH,strict,235.6740084516521
way/396524043,000006033029,E1 4NH,strict,235.74369794945045
way/396524042,000006033030,E1 4NH,strict,235.6740084516521
way/396524042,000006033031,E1 4NH,strict,235.6740084516521
way/396524042,000006033032,E1 4NH,strict,235.6740084516521
way/396524042,000006033033,E1 4NH,strict,235.6740084516521
way/396524042,000006033034,E1 4NH,strict,235.6740084516521
way/396524044,000006033035,E1 4NH,strict,238.9167928519586
way/396524044,000006033036,E1 4NH,strict,238.9167928519586
way/396524044,000006033037,E1 4NH,strict,238.9167928519586
way/396524044,000006033038,E1 4NH,strict,238.9167928519586
way/396524044,000006033039,E1 4NH,strict,238.9167928519586
way/396524043,000006033040,E1 4NH,strict,235.74369794945045
way/396524044,000006033041,E1 4NH,strict,238.9167928519586
way/396524044,000006033042,E1 4NH,strict,238.9167928519586
way/396524044,000006033043,E1 4NH,strict,238.9167928519586
way/396524044,000006033044,E1 4NH,strict,238.9167928519586
way/396524044,000006033045,E1 4NH,strict,238.9167928519586
way/396524044,000006033046,E1 4NH,strict,238.9167928519586
way/396524044,000006033047,E1 4NH,strict,238.9167928519586
way/396524045,000006033050,E1 4NH,strict,218.3450679424137
way/396524043,000006033051,E1 4NH,strict,235.74369794945045
way/396524045,000006033052,E1 4NH,strict,218.3450679424137
way/396524045,000006033054,E1 4NH,strict,218.3450679424137
way/396524045,000006033055,E1 4NH,strict,218.3450679424137
way/396524045,000006033056,E1 4NH,strict,218.3450679424137
way/396524045,000006033057,E1 4NH,strict,218.3450679424137
way/396524045,000006033058,E1 4NH,strict,218.3450679424137
way/396524045,000006033059,E1 4NH,strict,218.3450679424137
way/396524045,000006033060,E1 4NH,strict,218.3450679424137
way/396524046,000006033061,E1 4NH,strict,370.276078199675
way/396524043,000006033062,E1 4NH,strict,235.74369794945045
way/396524046,000006033063,E1 4NH,strict,370.276078199675
way/396524046,000006033064,E1 4NH,strict,370.276078199675
way/396524046,000006033065,E1 4NH,strict,370.276078199675
way/396524046,000006033066,E1 4NH,strict,370.276078199675
way/396524046,000006033067,E1 4NH,strict,370.276078199675
way/396524046,000006033068,E1 4NH,strict,370.276078199675
way/396524046,000006033069,E1 4NH,strict,370.276078199675
way/396524046,000006033070,E1 4NH,strict,370.276078199675
way/396524046,000006033071,E1 4NH,strict,370.276078199675
way/396524046,000006033072,E1 4NH,strict,370.276078199675
way/396524043,000006033073,E1 4NH,strict,235.74369794945045
way/396524046,000006033074,E1 4NH,strict,370.276078199675
way/396524046,000006033075,E1 4NH,strict,370.276078199675
way/396524046,000006033076,E1 4NH,strict,370.276078199675
way/396524046,000006033077,E1 4NH,strict,370.276078199675
way/396524043,000006033078,E1 4NH,strict,235.74369794945045
way/396524043,000006033079,E1 4NH,strict,235.74369794945045
way/396524043,000006033080,E1 4NH,strict,235.74369794945045
way/298850488,000006033134,nan,strict,2673.3044265667527
way/288548503,000006033235,E1 4LY,strict,363.59809332044057
way/288548503,000006033236,E1 4LY,strict,363.59809332044057
way/288548503,000006033237,E1 4LY,strict,363.59809332044057
way/288548503,000006033238,E1 4LY,strict,363.59809332044057
way/288548503,000006033239,E1 4LY,strict,363.59809332044057
way/288548503,000006033240,E1 4LY,strict,363.59809332044057
way/288548503,000006033241,E1 4LY,strict,363.59809332044057
way/288548503,000006033242,E1 4LY,strict,363.59809332044057
way/288548503,000006033243,E1 4LY,strict,363.59809332044057
way/288548503,000006033244,E1 4LY,strict,363.59809332044057
way/288548503,000006033245,E1 4LY,strict,363.59809332044057
way/288548503,000006033246,E1 4LY,strict,363.59809332044057
way/288548503,000006033247,E1 4LY,strict,363.59809332044057
way/288548503,000006033248,E1 4LY,strict,363.59809332044057
way/288548503,000006033249,E1 4LY,strict,363.59809332044057
way/288548503,000006033250,E1 4LY,strict,363.59809332044057
way/288548503,000006033251,E1 4LY,strict,363.59809332044057
way/288548503,000006033252,E1 4LY,strict,363.59809332044057
way/288548503,000006033253,E1 4LY,strict,363.59809332044057
way/288548503,000006033254,E1 4LY,strict,363.59809332044057
way/394093230,000006033446,nan,strict,46.22238602481016
way/396524027,000006033447,E1 3LG,strict,97.02876187477383
way/298782432,000006033483,E1 4SP,strict,287.13070952091147
way/298782432,000006033484,E1 4SP,strict,287.13070952091147
way/298782432,000006033485,E1 4SP,strict,287.13070952091147
way/298782432,000006033486,E1 4SP,strict,287.13070952091147
way/298782432,000006033487,E1 4SP,strict,287.13070952091147
way/298782432,000006033488,E1 4SP,strict,287.13070952091147
way/298782432,000006033489,E1 4SP,strict,287.13070952091147
way/394093233,000006033491,nan,strict,47.72499955796664
way/394093233,000006033492,nan,strict,47.72499955796664
way/394682357,000006033602,E1 3LG,strict,26.274337952921314
way/394093232,000006033603,E1 4LD,strict,443.39472564076004
way/394093232,000006033604,E1 4LD,strict,443.39472564076004
way/394093232,000006033605,E1 4LD,strict,443.39472564076004
way/394093232,000006033606,E1 4LD,strict,443.39472564076004
way/394093232,000006033607,E1 4LD,strict,443.39472564076004
way/394093232,000006033608,E1 4LD,strict,443.39472564076004
way/394093232,000006033609,E1 4LD,strict,443.39472564076004
way/394093232,000006033610,E1 4LD,strict,443.39472564076004
way/394093232,000006033611,E1 4LD,strict,443.39472564076004
way/394093232,000006033612,E1 4LD,strict,443.39472564076004
way/394093232,000006033613,E1 4LD,strict,443.39472564076004
way/394093232,000006033614,E1 4LD,strict,443.39472564076004
way/394093232,000006033615,E1 4LD,strict,443.39472564076004
way/394093232,000006033616,E1 4LD,strict,443.39472564076004
way/394093232,000006033617,E1 4LD,strict,443.39472564076004
way/394093232,000006033618,E1 4LD,strict,443.39472564076004
way/394093232,000006033619,E1 4LD,strict,443.39472564076004
way/394093232,000006033620,E1 4LD,strict,443.39472564076004
way/394093232,000006033621,E1 4LD,strict,443.39472564076004
way/394093232,000006033622,E1 4LD,strict,443.39472564076004
way/394093232,000006033623,E1 4LD,strict,443.39472564076004
way/394093232,000006033624,E1 4LD,strict,443.39472564076004
way/394093232,000006033625,E1 4LD,strict,443.39472564076004
way/394093232,000006033626,E1 4LD,strict,443.39472564076004
way/394093232,000006033627,E1 4LD,strict,443.39472564076004
way/394093232,000006033628,E1 4LD,strict,443.39472564076004
way/394682359,000006033651,E1 3LG,strict,105.8586628356933
way/1430549438,000006034613,E1 4LS,strict,43.30431373209897
way/1430549439,000006034614,E1 4LS,strict,44.83239424796213
way/298846088,000006034615,E1 4LS,strict,48.9684394040337
way/1430549447,000006034616,E1 4LS,strict,47.730217431205084
way/1430549448,000006034617,E1 4LS,strict,49.80800876980906
way/298846069,000006034618,E1 4LS,strict,46.27744958735291
way/1430549449,000006034619,E1 4LS,strict,46.07739110978685
way/1430549450,000006034620,E1 4LS,strict,48.90441469096419
way/298846076,000006034621,E1 4LS,strict,45.719172881851065
way/1430549456,000006034622,E1 4LS,strict,43.12731010082133
way/1430549457,000006034623,E1 4LS,strict,50.01410734426498
way/1430549458,000006034624,E1 4LS,strict,45.60809415821176
way/1430549459,000006034625,E1 4LS,strict,41.61547699125877
way/1430549460,000006034626,E1 4LS,strict,39.971516041739726
way/298846081,000006034627,E1 4LS,strict,49.986790848289345
way/1430549467,000006034628,E1 4LS,strict,45.6760711906448
way/1430549434,000006034629,E1 4LS,strict,43.1429208784072
way/1430549468,000006034630,E1 4LS,strict,48.52019534387068
way/1430549469,000006034631,E1 4LS,strict,49.62838180457754
way/1430549470,000006034632,E1 4LS,strict,48.943629632438345
way/298846080,000006034633,E1 4LS,strict,45.7368725701951
way/1430549476,000006034634,E1 4LS,strict,41.180760278951595
way/1430549477,000006034635,E1 4LS,strict,40.263828762011556
way/1430549478,000006034636,E1 4LS,strict,44.113665783532824
way/1430549479,000006034637,E1 4LS,strict,44.49139563819166
way/1430549436,000006034638,E1 4LS,strict,45.647598167169036
way/1430549437,000006034639,E1 4LS,strict,44.23388251198451
way/1430549488,000006034641,E1 4LU,strict,51.743006950373825
way/1430549489,000006034642,E1 4LU,strict,53.30746499633084
way/1430549490,000006034643,E1 4LU,strict,50.11107106612742
way/1430549491,000006034644,E1 4LU,strict,50.700554811712934
way/1430549492,000006034645,E1 4LU,strict,49.652221355716996
way/1430302487,000006034646,E1 4LX,strict,50.34386055817306
way/298846082,000006034647,E1 4LX,strict,47.562836018760194
way/1430536816,000006034648,E1 4LX,strict,49.10729053941622
way/1430536817,000006034649,E1 4LX,strict,50.31508892253246
way/1430536818,000006034650,E1 4LX,strict,45.91357543195403
way/1430536819,000006034651,E1 4LX,strict,49.752932691012894
way/298846073,000006034652,E1 4LX,strict,55.45331503120464
way/1430536822,000006034653,E1 4LX,strict,53.81460109133374
way/1430536823,000006034654,E1 4LX,strict,56.14515386865727
way/1430536824,000006034655,E1 4LX,strict,55.292561011223604
way/1430536825,000006034656,E1 4LX,strict,52.79318231249661
way/298846086,000006034657,E1 4LX,strict,40.76817834191549
way/1430536862,000006034658,E1 4LX,strict,42.99850274200774
way/1430536863,000006034659,E1 4LX,strict,43.77398468490401
way/1430536864,000006034660,E1 4LX,strict,41.723025184935494
way/1430536865,000006034661,E1 4LX,strict,42.42794857482696
way/298846071,000006034662,E1 4LX,strict,47.51391572328003
way/1430536873,000006034663,E1 4LX,strict,48.8506647732032
way/1430536874,000006034664,E1 4LX,strict,49.59470643121108
way/1430536875,000006034665,E1 4LX,strict,50.02603873220777
way/1430536876,000006034666,E1 4LX,strict,50.02254479996135
way/298846070,000006034667,E1 4LX,strict,57.5729759317785
way/1430536882,000006034668,E1 4LX,strict,51.42873603650037
way/1430536883,000006034669,E1 4LX,strict,59.51553719693254
way/1430536884,000006034670,E1 4LX,strict,57.39674208366456
