osm_id,uprn,postcode,within,footprint_area_m2
way/395533900,000006003490,E14 7BP,strict,36.839315085122934
way/395533901,000006003695,E14 7BP,strict,41.004277362667324
way/395533903,000006003716,E14 7BP,strict,41.735178603245004
way/395533905,000006003778,E14 7BP,strict,45.56324303933274
way/395533907,000006003780,E14 7BP,strict,45.61026046630326
way/395533908,000006003781,E14 7BP,strict,56.365563947621354
way/395533910,000006003799,E14 7BP,strict,43.5880702005738
way/395533912,000006004436,E14 7BP,strict,44.82145592473479
way/395620813,000006004437,E14 7BP,strict,49.31631764460647
way/395620815,000006004783,E14 7BP,strict,44.97703097559469
way/395620818,000006004996,E14 7BP,strict,49.46421768517902
way/395620820,000006004997,E14 7BP,strict,45.82127166504145
way/395620822,000006005003,E14 7BP,strict,56.194148992335414
way/395620824,000006005031,E14 7BP,strict,45.08369476312378
way/395620827,000006005048,E14 7BP,strict,44.062407632631675
way/395620829,000006005049,E14 7BP,strict,46.72311645454704
way/395620831,000006005050,E14 7BP,strict,37.52114627894419
way/395620833,000006005051,E14 7BP,strict,36.985465851662
way/190837474,000006008504,E1 0NE,strict,330.75356890554593
way/190837474,000006008978,E1 0NE,strict,330.75356890554593
way/396622951,000006027593,nan,strict,390.7884644026703
way/396622951,000006027594,nan,strict,390.7884644026703
way/396622951,000006027595,nan,strict,390.7884644026703
way/396622951,000006027596,nan,strict,390.7884644026703
way/396622951,000006027597,nan,strict,390.7884644026703
way/396622951,000006027598,nan,strict,390.7884644026703
way/396622951,000006027599,nan,strict,390.7884644026703
way/396622951,000006027600,nan,strict,390.7884644026703
way/396622951,000006027601,nan,strict,390.7884644026703
way/396622951,000006027602,nan,strict,390.7884644026703
way/360408497,000006027631,nan,strict,33.510574197714696
way/360408500,000006027632,E1 0NQ,strict,34.06559119362198
way/360408507,000006027633,E1 0NQ,strict,34.54146368513819
way/360408509,000006027641,E1 0NT,strict,40.984487988706604
way/396595551,000006027654,E1 3NE,strict,109.07525937717375
way/154194221,000006027655,E1 3NU,strict,805.3713928772848
way/154194221,000006027656,E1 3NU,strict,805.3713928772848
way/154194221,000006027657,E1 3NU,strict,805.3713928772848
way/154194221,000006027658,E1 3NU,strict,805.3713928772848
way/154194221,000006027659,E1 3NU,strict,805.3713928772848
way/154194221,000006027660,E1 3NU,strict,805.3713928772848
way/154194221,000006027661,E1 3NU,strict,805.3713928772848
way/154194221,000006027662,E1 3NU,strict,805.3713928772848
way/154194221,000006027663,E1 3NU,strict,805.3713928772848
way/154194221,000006027664,E1 3NU,strict,805.3713928772848
way/154194221,000006027665,E1 3NU,strict,805.3713928772848
way/154194221,000006027666,E1 3NU,strict,805.3713928772848
way/154194221,000006027667,E1 3NU,strict,805.3713928772848
way/154194221,000006027668,E1 3NU,strict,805.3713928772848
way/154194221,000006027669,E1 3NU,strict,805.3713928772848
way/154194221,000006027670,E1 3NU,strict,805.3713928772848
way/154194221,000006027671,E1 3NU,strict,805.3713928772848
way/154194221,000006027672,E1 3NU,strict,805.3713928772848
way/154194221,000006027673,E1 3NU,strict,805.3713928772848
way/154194221,000006027674,E1 3NU,strict,805.3713928772848
way/154194221,000006027675,E1 3NU,strict,805.3713928772848
way/154194221,000006027676,E1 3NU,strict,805.3713928772848
way/154194221,000006027677,E1 3NU,strict,805.3713928772848
way/154194221,000006027678,E1 3NU,strict,805.3713928772848
way/154194221,000006027679,E1 3NU,strict,805.3713928772848
way/396622959,000006027680,E1 3NE,strict,69.33450287819986
way/396622961,000006027681,E1 3NE,strict,61.0829790649243
way/396619823,000006027682,E1 3NE,strict,80.99877422061327
way/396595550,000006027684,E1 3NE,strict,69.19766124758604
way/360924345,000006027790,E1 0NS,strict,79.04054789994903
way/190837476,000006028980,E1 0HJ,strict,50.35128378171072
way/396591271,000006030774,E1 3NG,strict,52.95791445337162
way/1433576723,000006030775,E1 3NG,strict,53.43248437915997
way/1433576726,000006030776,E1 3NG,strict,49.54677472935175
way/1433576727,000006030777,E1 3NG,strict,48.9676556700272
way/1433576728,000006030778,E1 3NG,strict,49.286099439054446
way/1433576729,000006030779,E1 3NG,strict,50.20519346253426
way/1433576730,000006030780,E1 3NG,strict,49.79325846167727
way/1433576731,000006030781,E1 3NG,strict,49.82485829278937
way/1433576732,000006030782,E1 3NG,strict,49.74874116194347
way/1433576733,000006030783,E1 3NG,strict,49.669121997426664
way/1433576724,000006030784,E1 3NG,strict,55.46569224345423
way/1433576725,000006030785,E1 3NG,strict,49.55768240544124
way/396619814,000006030786,E1 3NG,strict,51.41246613975476
way/396619815,000006030787,E1 3NG,strict,52.492320647192706
way/396619816,000006030788,E1 3NG,strict,50.76067860680283
way/396619817,000006030789,E1 3NG,strict,49.76834246113801
way/396469818,000006030790,E1 3NG,strict,49.47597657675037
way/396469815,000006030791,E1 3NG,strict,47.88994079201476
way/396469814,000006030792,E1 3NG,strict,51.01160310814001
way/396591273,000006030793,E1 3NG,strict,245.0637017439701
way/396591273,000006030794,E1 3NG,strict,245.0637017439701
way/396591273,000006030795,E1 3NG,strict,245.0637017439701
way/396591273,000006030796,E1 3NG,strict,245.0637017439701
way/396591273,000006030797,E1 3NG,strict,245.0637017439701
way/396591273,000006030798,E1 3NG,strict,245.0637017439701
way/396591273,000006030799,E1 3NG,strict,245.0637017439701
way/396591273,000006030800,E1 3NG,strict,245.0637017439701
way/396622952,000006030801,E1 3NG,strict,126.59769680601653
way/396622952,000006030802,E1 3NG,strict,126.59769680601653
way/396622952,000006030803,E1 3NG,strict,126.59769680601653
way/396622952,000006030804,E1 3NG,strict,126.59769680601653
way/396622953,000006030805,E1 3NG,strict,141.45693770163888
way/396622953,000006030806,E1 3NG,strict,141.45693770163888
way/396622953,000006030807,E1 3NG,strict,141.45693770163888
way/396622953,000006030808,E1 3NG,strict,141.45693770163888
way/396622954,000006030809,E1 3NG,strict,50.80414171615113
way/396622954,000006030810,E1 3NG,strict,50.80414171615113
way/396622955,000006030811,E1 3NG,strict,256.61874912711824
way/396622955,000006030812,E1 3NG,strict,256.61874912711824
way/396622955,000006030813,E1 3NG,strict,256.61874912711824
way/396622955,000006030814,E1 3NG,strict,256.61874912711824
way/396622955,000006030815,E1 3NG,strict,256.61874912711824
way/396622955,000006030816,E1 3NG,strict,256.61874912711824
way/396622955,000006030817,E1 3NG,strict,256.61874912711824
way/396622955,000006030818,E1 3NG,strict,256.61874912711824
way/396622956,000006030819,E1 3NG,strict,133.74729745513855
way/396622956,000006030820,E1 3NG,strict,133.74729745513855
way/396622956,000006030821,E1 3NG,strict,133.74729745513855
way/396622956,000006030822,E1 3NG,strict,133.74729745513855
way/396622957,000006030823,E1 3NG,strict,130.12841521832058
way/396622957,000006030824,E1 3NG,strict,130.12841521832058
way/396622957,000006030825,E1 3NG,strict,130.12841521832058
way/396622957,000006030826,E1 3NG,strict,130.12841521832058
way/396619810,000006030827,E1 3NQ,strict,46.67027211136696
way/1433131822,000006030828,E1 3NQ,strict,48.59582529096606
way/1433131823,000006030829,E1 3NQ,strict,49.74172612436892
way/1433131824,000006030830,E1 3NQ,strict,41.98925094463219
way/1433131825,000006030831,E1 3NQ,strict,51.579741199956146
way/1433131826,000006030832,E1 3NQ,strict,45.04424261499926
way/1433576702,000006030833,E1 3NQ,strict,46.23842605245592
way/1433576701,000006030834,E1 3NQ,strict,44.705330187769746
way/1433576699,000006030835,E1 3NQ,strict,48.0636807220384
way/396619806,000006030836,E1 3NQ,strict,46.83194595195082
way/396619811,000006030837,E1 3NQ,strict,52.17732331045433
way/1433576710,000006030838,E1 3NQ,strict,48.56259569783883
way/1433576711,000006030839,E1 3NQ,strict,46.17464140293473
way/1433576712,000006030840,E1 3NQ,strict,48.78343087039693
way/1433576713,000006030841,E1 3NQ,strict,46.561432666903436
way/1433576714,000006030842,E1 3NQ,strict,50.55820840619882
way/1433576715,000006030843,E1 3NQ,strict,49.68568787860939
way/1433576716,000006030844,E1 3NQ,strict,44.7876396995551
way/1433576717,000006030845,E1 3NQ,strict,54.09283907259919
way/1433576718,000006030846,E1 3NQ,strict,50.88963255794579
way/1433576719,000006030847,E1 3NQ,strict,45.11720805777532
way/396619812,000006030848,E1 3NQ,strict,53.592355019629146
way/1433576720,000006030849,E1 3NQ,strict,46.20400678787367
way/1433576721,000006030850,E1 3NQ,strict,47.30729259489364
way/1433576722,000006030851,E1 3NQ,strict,47.67877422594004
way/396619813,000006030852,E1 3NQ,strict,52.45393048239256
way/396619808,000006030853,E1 3NQ,strict,49.54835079345432
way/1433131818,000006030854,E1 3NQ,strict,48.04189564613273
way/1433131819,000006030855,E1 3NQ,strict,51.12905295548036
way/1433131820,000006030856,E1 3NQ,strict,48.05041817894089
way/1433131821,000006030857,E1 3NQ,strict,47.59054343154598
way/298850489,000006032445,nan,strict,2441.5280068664747
way/298850489,000006032446,nan,strict,2441.5280068664747
way/298850489,000006032447,nan,strict,2441.5280068664747
way/298850489,000006032448,nan,strict,2441.5280068664747
way/298850489,000006032449,nan,strict,2441.5280068664747
way/298850489,000006032450,nan,strict,2441.5280068664747
way/298850489,000006032451,nan,strict,2441.5280068664747
way/298850489,000006032452,nan,strict,2441.5280068664747
way/298850489,000006032453,nan,strict,2441.5280068664747
way/298850489,000006032454,nan,strict,2441.5280068664747
way/298850489,000006032455,nan,strict,2441.5280068664747
way/298850489,000006032456,nan,strict,2441.5280068664747
way/298850489,000006032457,nan,strict,2441.5280068664747
way/298850489,000006032458,nan,strict,2441.5280068664747
way/298850489,000006032459,nan,strict,2441.5280068664747
way/298850489,000006032460,nan,strict,2441.5280068664747
way/298850489,000006032461,nan,strict,2441.5280068664747
way/298850489,000006032462,nan,strict,2441.5280068664747
way/298850489,000006032463,nan,strict,2441.5280068664747
way/298850489,000006032464,nan,strict,2441.5280068664747
way/298850489,000006032465,nan,strict,2441.5280068664747
way/298850489,000006032466,nan,strict,2441.5280068664747
way/298850489,000006032467,nan,strict,2441.5280068664747
way/298850489,000006032468,nan,strict,2441.5280068664747
way/298850488,000006032537,nan,strict,2673.3044265667527
way/298850488,000006032538,nan,strict,2673.3044265667527
way/298850488,000006032539,nan,strict,2673.3044265667527
way/298850488,000006032540,nan,strict,2673.3044265667527
way/298850488,000006032541,nan,strict,2673.3044265667527
way/298850488,000006032542,nan,strict,2673.3044265667527
way/298850488,000006032543,nan,strict,2673.3044265667527
way/298850488,000006032544,nan,strict,2673.3044265667527
way/298850488,000006032545,nan,strict,2673.3044265667527
way/298850488,000006032546,nan,strict,2673.3044265667527
way/298850488,000006032547,nan,strict,2673.3044265667527
way/298850488,000006032548,nan,strict,2673.3044265667527
way/298850488,000006032549,nan,strict,2673.3044265667527
way/298850488,000006032550,nan,strict,2673.3044265667527
way/298850488,000006032551,nan,strict,2673.3044265667527
way/298850488,000006032552,nan,strict,2673.3044265667527
way/298850488,000006032553,nan,strict,2673.3044265667527
way/298850488,000006032554,nan,strict,2673.3044265667527
way/298850488,000006032555,nan,strict,2673.3044265667527
way/298850488,000006032556,nan,strict,2673.3044265667527
way/298850488,000006032557,nan,strict,2673.3044265667527
way/298850488,000006032558,nan,strict,2673.3044265667527
way/298850488,000006032559,nan,strict,2673.3044265667527
way/298850495,000006032580,nan,strict,1062.9024937525774
way/298850495,000006032581,nan,strict,1062.9024937525774
way/298850495,000006032582,nan,strict,1062.9024937525774
way/298850495,000006032583,nan,strict,1062.9024937525774
way/298850495,000006032584,nan,strict,1062.9024937525774
way/298850495,000006032585,nan,strict,1062.9024937525774
way/298850495,000006032586,nan,strict,1062.9024937525774
way/298850495,000006032587,nan,strict,1062.9024937525774
way/298850495,000006032588,nan,strict,1062.9024937525774
way/298850495,000006032589,nan,strict,1062.9024937525774
way/298850495,000006032590,nan,strict,1062.9024937525774
way/298850495,000006032591,nan,strict,1062.9024937525774
way/298850495,000006032592,nan,strict,1062.9024937525774
way/298850495,000006032593,nan,strict,1062.9024937525774
way/298850495,000006032594,nan,strict,1062.9024937525774
way/298850495,000006032595,nan,strict,1062.9024937525774
way/298850495,000006032596,nan,strict,1062.9024937525774
way/298850495,000006032597,nan,strict,1062.9024937525774
way/298850495,000006032598,nan,strict,1062.9024937525774
way/298850495,000006032599,nan,strict,1062.9024937525774
way/298850495,000006032600,nan,strict,1062.9024937525774
way/298850495,000006032601,nan,strict,1062.9024937525774
way/298850495,000006032602,nan,strict,1062.9024937525774
way/298850495,000006032603,nan,strict,1062.9024937525774
way/396622960,000006032604,E1 3NE,strict,38.394683482511994
way/396622962,000006032605,E1 3NE,strict,61.19730882676111
way/396622963,000006032606,E1 3NE,strict,54.262602012199494
way/396619823,000006032607,E1 3NE,strict,80.99877422061327
way/396619820,000006032608,E1 3NE,strict,100.6623149841073
way/396619822,000006032609,E1 3NE,strict,74.51623483327046
