osm_id,uprn,certificateNumber,registrationDate,currentEnergyEfficiencyBand,postcode,schemaType,http_status,cert_http_status,age_band,year_key_used,property_type,built_form,floor_area_m2
way/190348376,000006044758,0949-2821-6525-9590-8711,2010-02-21,D,E1 4QG,SAP-Schema-14.0,200,200,D,/sap_building_parts[0]/construction_age_band,2,1,59
way/190348378,000006044759,2006-3006-0205-8629-5200,2021-05-21,D,E1 4QQ,RdSAP-Schema-20.0.0,200,200,D,/sap_building_parts[0]/construction_age_band,2,3,50
way/190348378,000006044759,8807-8006-1829-8026-6693,2011-06-20,D,E1 4QQ,SAP-Schema-15.0,200,200,D,/sap_building_parts[0]/construction_age_band,2,,45
way/190348378,000006044759,8807-0016-1820-9026-6113,2009-09-29,D,E1 4QQ,SAP-Schema-13.0,200,200,D,/sap_building_parts[0]/construction_age_band,2,1,49
way/190348378,000006044760,8020-6524-7230-3493-9906,2010-04-07,B,E1 4QQ,SAP-Schema-14.2,200,200,D,/sap_building_parts[0]/construction_age_band,2,1,47
way/190348378,000006044761,2008-7093-6266-8079-7990,2011-06-20,C,E1 4QQ,SAP-Schema-15.0,200,200,D,/sap_building_parts[0]/construction_age_band,2,,58
way/190348378,000006044762,0501-2801-7987-9802-8165,2012-08-09,C,E1 4QQ,SAP-Schema-16.0,200,200,D,/sap_building_parts[0]/construction_age_band,2,4,56
way/190348378,000006044763,,,,,,404,,,,,,
way/190348378,000006044764,,,,,,404,,,,,,
way/190348378,000006044765,8405-7594-3529-5427-3663,2016-06-22,C,E1 4QQ,RdSAP-Schema-17.0,200,200,C,/sap_building_parts[0]/construction_age_band,2,4,57
way/190348378,000006044766,8691-5365-2520-0606-6283,2008-12-07,D,E1 4QQ,SAP-Schema-12.0,200,200,C,/sap_building_parts[0]/construction_age_band,2,3,69.5
way/190348378,000006044767,0310-2153-8390-2504-6365,2024-01-08,D,E1 4QQ,RdSAP-Schema-20.0.0,200,200,C,/sap_building_parts[0]/construction_age_band,2,3,49
way/190348378,000006044767,8807-6022-6479-9522-5922,2013-12-22,E,E1 4QQ,SAP-Schema-16.2,200,200,C,/sap_building_parts[0]/construction_age_band,2,3,52
way/190348378,000006044767,8301-6023-6470-9529-5022,2009-07-22,E,E1 4QQ,SAP-Schema-13.0,200,200,B,/sap_building_parts[0]/construction_age_band,2,3,49.15
way/190348378,000006044768,8270-7025-7900-2022-8292,2020-05-13,D,E1 4QQ,RdSAP-Schema-19.0,200,200,D,/sap_building_parts[0]/construction_age_band,2,4,46
way/190348378,000006044769,0350-2020-0140-2622-2545,2022-04-21,D,E1 4QQ,RdSAP-Schema-20.0.0,200,200,D,/sap_building_parts[0]/construction_age_band,2,4,59
way/190348378,000006044770,0657-2864-6967-0021-2521,2009-06-24,D,E1 4QQ,SAP-Schema-13.0,200,200,D,/sap_building_parts[0]/construction_age_band,2,1,47.9
way/190348378,000006044770,7598-6995-6272-5168-0074,2008-12-31,D,E1 4QQ,SAP-Schema-12.0,200,200,C,/sap_building_parts[0]/construction_age_band,2,1,47.6
way/190348378,000006044771,,,,,,404,,,,,,
way/190348378,000006044772,,,,,,404,,,,,,
way/190348378,000006044773,,,,,,404,,,,,,
way/190348378,000006044774,9205-3932-4209-2457-2200,2023-11-20,D,E1 4QQ,RdSAP-Schema-20.0.0,200,200,C,/sap_building_parts[0]/construction_age_band,2,4,60
way/190348378,000006044775,,,,,,404,,,,,,
way/190348378,000006044776,8031-6423-5620-1551-2992,2019-07-19,D,E1 4QQ,RdSAP-Schema-18.0,200,200,B,/sap_building_parts[0]/construction_age_band,2,4,56
way/190348378,000006044776,0458-3962-6222-5258-4014,2008-12-09,C,E1 4QQ,SAP-Schema-12.0,200,200,C,/sap_building_parts[0]/construction_age_band,2,4,61.52
way/190348378,000006044777,0346-2894-7098-9723-1551,2017-01-30,E,E1 4QQ,RdSAP-Schema-17.0,200,200,C,/sap_building_parts[0]/construction_age_band,2,4,68
way/190348378,000006044778,8271-6729-4319-3270-4922,2020-03-07,C,E1 4QQ,RdSAP-Schema-19.0,200,200,C,/sap_building_parts[0]/construction_age_band,2,5,93
way/190348378,000006044779,,,,,,404,,,,,,
way/190348378,000006044780,9390-2826-6020-2407-8121,2023-12-08,C,E1 4QQ,RdSAP-Schema-20.0.0,200,200,C,/sap_building_parts[0]/construction_age_band,2,4,58
way/190348378,000006044780,0390-2825-6020-2409-1175,2021-02-05,C,E1 4QQ,RdSAP-Schema-20.0.0,200,200,C,/sap_building_parts[0]/construction_age_band,2,3,161
way/190348378,000006044780,9475-2805-6792-0221-8351,2009-11-25,E,E1 4QQ,SAP-Schema-14.0,200,200,E,/sap_building_parts[0]/construction_age_band,2,3,135
way/190348378,000006044781,0789-3933-7202-9307-0204,2023-12-08,C,E1 4QQ,RdSAP-Schema-20.0.0,200,200,C,/sap_building_parts[0]/construction_age_band,2,3,84
way/190348378,000006044782,0677-2816-6696-9820-2565,2010-01-26,C,E1 4QQ,SAP-Schema-14.0,200,200,C,/sap_building_parts[0]/construction_age_band,2,1,54
relation/6171463,000006044783,,,,,,404,,,,,,
relation/6171463,000006044784,,,,,,404,,,,,,
relation/6171463,000006044785,,,,,,404,,,,,,
relation/6171463,000006044786,,,,,,404,,,,,,
relation/6171463,000006044787,,,,,,404,,,,,,
relation/6171463,000006044788,,,,,,404,,,,,,
relation/6171463,000006044789,,,,,,404,,,,,,
relation/6171463,000006044790,,,,,,404,,,,,,
relation/6171463,000006044791,,,,,,404,,,,,,
relation/6171463,000006044792,,,,,,404,,,,,,
relation/6171463,000006044793,,,,,,404,,,,,,
relation/6171463,000006044794,,,,,,404,,,,,,
relation/6171463,000006044795,,,,,,404,,,,,,
relation/6171463,000006044796,,,,,,404,,,,,,
relation/6171463,000006044797,,,,,,404,,,,,,
relation/6171463,000006044798,,,,,,404,,,,,,
relation/6171463,000006044799,,,,,,404,,,,,,
relation/6171463,000006044800,,,,,,404,,,,,,
relation/6171463,000006044801,,,,,,404,,,,,,
relation/6171463,000006044802,,,,,,404,,,,,,
relation/6171463,000006044803,,,,,,404,,,,,,
relation/6171463,000006044804,,,,,,404,,,,,,
relation/6171463,000006044805,,,,,,404,,,,,,
relation/6171463,000006044806,,,,,,404,,,,,,
relation/6171463,000006044807,,,,,,404,,,,,,
relation/6171463,000006044808,,,,,,404,,,,,,
way/190348376,000006044810,0310-2105-3550-2005-5061,2025-05-05,C,E1 4QG,RdSAP-Schema-20.0.0,200,200,B,/sap_building_parts[0]/construction_age_band,2,4,38
way/190348376,000006044810,2858-6036-7241-3995-3910,2015-09-29,D,E1 4QG,RdSAP-Schema-17.0,200,200,C,/sap_building_parts[0]/construction_age_band,2,3,41
way/381441241,000006044813,,,,,,404,,,,,,
way/381441241,000006044814,0390-2299-4410-2894-8105,2024-09-13,D,E1 4TD,RdSAP-Schema-20.0.0,200,200,E,/sap_building_parts[0]/construction_age_band,2,3,51
way/381441241,000006044814,9508-8098-7228-0202-8914,2012-08-11,D,E1 4TD,SAP-Schema-16.0,200,200,F,/sap_building_parts[0]/construction_age_band,2,,52
way/381441241,000006044816,8670-6321-6540-2148-4206,2020-09-08,C,E1 4TD,RdSAP-Schema-19.0,200,200,G,/sap_building_parts[0]/construction_age_band,2,4,52
way/381441241,000006044816,8492-3346-4129-2596-7913,2019-11-14,C,E1 4TD,RdSAP-Schema-19.0,200,200,G,/sap_building_parts[0]/construction_age_band,2,4,51
way/381441241,000006044816,7708-7054-6244-6711-3024,2009-04-30,C,E1 4TD,SAP-Schema-12.0,200,200,G,/sap_building_parts[0]/construction_age_band,0,4,"{'value': 46.12, 'quantity': 'sq m'}"
way/381441241,000006044819,0539-0060-1206-8842-4204,2022-06-07,B,E1 4TD,RdSAP-Schema-20.0.0,200,200,G,/sap_building_parts[0]/construction_age_band,2,4,53
way/381441241,000006044819,9177-2803-6925-0601-2525,2009-12-08,C,E1 4TD,SAP-Schema-14.0,200,200,G,/sap_building_parts[0]/construction_age_band,2,,51
way/381441241,000006044820,0040-2806-4010-2699-8095,2021-09-16,C,E1 4TD,RdSAP-Schema-20.0.0,200,200,G,/sap_building_parts[0]/construction_age_band,2,4,54
way/381441241,000006044821,8097-7526-1970-8073-3922,2013-06-27,C,E1 4TD,SAP-Schema-16.2,200,200,F,/sap_building_parts[0]/construction_age_band,2,4,51
way/381441241,000006044822,0898-9952-7229-2394-8970,2014-11-09,C,E1 4TD,SAP-Schema-16.3,200,200,G,/sap_building_parts[0]/construction_age_band,2,4,42
way/381441241,000006044823,8724-6829-5889-1219-6906,2014-11-09,C,E1 4TD,SAP-Schema-16.3,200,200,G,/sap_building_parts[0]/construction_age_band,2,4,42
way/381441241,000006044823,8528-6820-5889-1294-6092,2008-10-20,C,E1 4TD,SAP-Schema-12.0,200,200,G,/sap_building_parts[0]/construction_age_band,0,4,"{'value': 46.85, 'quantity': 'sq m'}"
way/381441241,000006044824,9598-8994-7279-1767-6914,2013-11-20,C,E1 4TD,SAP-Schema-16.2,200,200,G,/sap_building_parts[0]/construction_age_band,2,4,42
way/381441241,000006044825,,,,,,404,,,,,,
way/381441241,000006044826,0080-2643-2670-2407-1095,2023-03-07,C,E1 4TD,RdSAP-Schema-20.0.0,200,200,G,/sap_building_parts[0]/construction_age_band,2,4,39
way/381441241,000006044827,0938-9091-6211-7490-6970,2010-09-07,B,E1 4TD,SAP-Schema-14.2,200,200,G,/sap_building_parts[0]/construction_age_band,2,,42
way/381441241,000006044828,,,,,,404,,,,,,
way/381441241,000006044829,9578-8095-6283-9350-0220,2020-07-15,C,E1 4TD,RdSAP-Schema-19.0,200,200,G,/sap_building_parts[0]/construction_age_band,2,4,38
way/381441241,000006044829,8382-6029-9980-2564-5926,2012-01-24,C,E1 4TD,SAP-Schema-15.0,200,200,G,/sap_building_parts[0]/construction_age_band,2,4,38
way/381441241,000006044830,9310-2678-6590-2795-3615,2025-11-20,C,E1 4TD,RdSAP-Schema-21.0.1,200,200,G,/sap_building_parts[0]/construction_age_band,2,NR,52
way/381441241,000006044830,8909-9900-4329-7527-6753,2015-03-22,C,E1 4TD,RdSAP-Schema-17.0,200,200,G,/sap_building_parts[0]/construction_age_band,2,4,52
way/381441241,000006044830,9609-2839-7524-9922-1975,2012-12-22,D,E1 4TD,SAP-Schema-16.1,200,200,F,/sap_building_parts[0]/construction_age_band,2,3,44
way/381441241,000006044831,9654-2837-6203-0128-7795,2008-10-24,D,E1 4TD,SAP-Schema-12.0,200,200,G,/sap_building_parts[0]/construction_age_band,0,4,"{'value': 41.17, 'quantity': 'sq m'}"
way/381441241,000006044832,9888-0000-4208-4909-6200,2021-08-22,C,E1 4TD,RdSAP-Schema-20.0.0,200,200,D,/sap_building_parts[0]/construction_age_band,2,4,54
way/381441241,000006044832,8197-6125-5250-8724-3922,2013-05-29,C,E1 4TD,SAP-Schema-16.2,200,200,G,/sap_building_parts[0]/construction_age_band,2,4,52
way/381441241,000006044832,8592-6126-5250-8771-3902,2012-06-09,D,E1 4TD,SAP-Schema-16.0,200,200,F,/sap_building_parts[0]/construction_age_band,2,,43
way/381441241,000006044832,8491-6129-5250-8768-3022,2009-01-28,C,E1 4TD,SAP-Schema-12.0,200,200,G,/sap_building_parts[0]/construction_age_band,0,6,"{'value': 41.42, 'quantity': 'sq m'}"
way/381441241,000006044833,8409-4628-4000-0058-0296,2021-08-22,C,E1 4TD,RdSAP-Schema-20.0.0,200,200,D,/sap_building_parts[0]/construction_age_band,2,4,54
way/381441241,000006044833,8101-6423-6850-1588-1026,2009-07-29,C,E1 4TD,SAP-Schema-13.0,200,200,G,/sap_building_parts[0]/construction_age_band,2,6,"{'value': 41.17, 'quantity': 'sq m'}"
way/381441241,000006044834,4902-3425-8600-0460-0276,2022-06-01,B,E1 4TD,RdSAP-Schema-20.0.0,200,200,F,/sap_building_parts[0]/construction_age_band,2,3,38
way/381441241,000006044834,8903-4840-7929-4797-5673,2013-06-14,C,E1 4TD,SAP-Schema-16.2,200,200,F,/sap_building_parts[0]/construction_age_band,2,4,39
way/381441241,000006044835,,,,,,404,,,,,,
way/381441241,000006044836,8087-6829-8889-9289-5996,2014-08-20,C,E1 4TD,SAP-Schema-16.3,200,200,G,/sap_building_parts[0]/construction_age_band,2,4,42
way/381441241,000006044836,0889-2824-6898-9899-4541,2011-01-14,B,E1 4TD,SAP-Schema-14.2,200,200,G,/sap_building_parts[0]/construction_age_band,2,,41
way/381441241,000006044837,0360-2912-5320-2224-6575,2024-02-23,C,E1 4TD,RdSAP-Schema-20.0.0,200,200,G,/sap_building_parts[0]/construction_age_band,2,4,40
way/381441241,000006044837,9992-2899-6599-9197-0145,2014-06-08,C,E1 4TD,SAP-Schema-16.3,200,200,G,/sap_building_parts[0]/construction_age_band,2,4,42
way/381441241,000006044837,8102-2119-9929-6506-9623,2012-06-09,D,E1 4TD,SAP-Schema-16.0,200,200,F,/sap_building_parts[0]/construction_age_band,2,,43
way/381441241,000006044838,9878-0060-3204-8947-4204,2023-04-13,C,E1 4TD,RdSAP-Schema-20.0.0,200,200,G,/sap_building_parts[0]/construction_age_band,2,4,50
way/381441241,000006044838,9828-0900-4200-4900-6200,2020-10-14,B,E1 4TD,RdSAP-Schema-20.0.0,200,200,G,/sap_building_parts[0]/construction_age_band,2,4,52
way/381441241,000006044838,8292-1983-4929-2097-0213,2019-12-19,B,E1 4TD,RdSAP-Schema-19.0,200,200,G,/sap_building_parts[0]/construction_age_band,2,4,51
way/381441241,000006044839,9976-2806-6323-0991-5315,2009-12-17,C,E1 4TD,SAP-Schema-14.0,200,200,G,/sap_building_parts[0]/construction_age_band,2,,43
way/381441241,000006044840,,,,,,404,,,,,,
way/381441241,000006044841,0814-2803-7963-9527-3395,2013-06-27,C,E1 4TD,SAP-Schema-16.2,200,200,F,/sap_building_parts[0]/construction_age_band,2,4,42
way/381441241,000006044842,2000-9438-0422-8604-0773,2023-03-07,C,E1 4TD,RdSAP-Schema-20.0.0,200,200,G,/sap_building_parts[0]/construction_age_band,2,4,39
way/381441241,000006044843,9508-0000-4207-4409-6204,2021-03-11,C,E1 4TD,RdSAP-Schema-20.0.0,200,200,F,/sap_building_parts[0]/construction_age_band,2,4,43
way/381441241,000006044844,,,,,,404,,,,,,
way/381441241,000006044845,,,,,,404,,,,,,
way/381441241,000006044846,9900-6345-0722-7491-3453,2025-04-15,C,E1 4TD,RdSAP-Schema-20.0.0,200,200,G,/sap_building_parts[0]/construction_age_band,2,4,41
way/381441241,000006044847,0737-0060-4207-8647-4204,2023-03-07,C,E1 4TD,RdSAP-Schema-20.0.0,200,200,G,/sap_building_parts[0]/construction_age_band,2,3,39
way/381441241,000006044848,0080-2845-4630-2407-5061,2023-07-06,C,E1 4TD,RdSAP-Schema-20.0.0,200,200,F,/sap_building_parts[0]/construction_age_band,2,3,38
way/381441241,000006044849,,,,,,404,,,,,,
way/381441241,000006044850,2108-7061-6267-8685-2970,2015-03-22,C,E1 4TD,RdSAP-Schema-17.0,200,200,G,/sap_building_parts[0]/construction_age_band,2,4,52
way/381441241,000006044850,0787-2885-6636-9227-0125,2013-07-26,C,E1 4TD,SAP-Schema-16.2,200,200,F,/sap_building_parts[0]/construction_age_band,2,4,42
way/381441241,000006044850,0368-7061-6263-8789-2970,2011-07-06,C,E1 4TD,SAP-Schema-15.0,200,200,G,/sap_building_parts[0]/construction_age_band,2,,41
way/381441241,000006044851,8206-2937-8129-5126-7903,2010-01-28,C,E1 4TD,SAP-Schema-14.0,200,200,G,/sap_building_parts[0]/construction_age_band,2,,43
relation/6171463,000006044855,,,,,,404,,,,,,
way/397134758,000006045029,,,,,,404,,,,,,
way/892496585,000006045030,8105-3565-9720-1806-4213,2009-02-06,D,E14 7LS,SAP-Schema-12.0,200,200,B,/sap_building_parts[0]/construction_age_band,0,4,38.61
way/892496586,000006045031,8555-7227-3570-6420-4996,2015-03-17,D,E14 7LS,RdSAP-Schema-17.0,200,200,B,/sap_building_parts[0]/construction_age_band,0,4,80
way/892496587,000006045032,8505-7140-0529-4097-5273,2013-02-15,D,E14 7LS,SAP-Schema-16.2,200,200,A,/sap_building_parts[0]/construction_age_band,0,4,79
way/892496588,000006045033,9628-4060-7219-3615-4990,2015-01-13,E,E14 7LS,RdSAP-Schema-17.0,200,200,A,/sap_building_parts[0]/construction_age_band,0,4,80
way/892496589,000006045034,,,,,,404,,,,,,
way/892496590,000006045035,4036-8528-1600-0064-5296,2026-08-14,E,E14 7LS,RdSAP-Schema-21.0.1,200,200,A,/sap_building_parts[1]/construction_age_band,0,3,86
way/892496590,000006045035,2708-0063-6231-8900-0934,2010-09-21,F,E14 7LS,SAP-Schema-14.2,200,200,A,/sap_building_parts[0]/construction_age_band,0,3,78
way/892496599,000006045036,9133-2805-7294-9324-1601,2014-11-25,D,E14 7LS,SAP-Schema-16.3,200,200,A,/sap_building_parts[0]/construction_age_band,0,3,80
way/892496600,000006045037,,,,,,404,,,,,,
way/892496601,000006045038,9308-4960-7270-1157-0934,2013-10-11,D,E14 7LS,SAP-Schema-16.2,200,200,A,/sap_building_parts[0]/construction_age_band,0,4,79
way/892496602,000006045039,2338-6095-7228-2074-2924,2014-08-28,D,E14 7LS,SAP-Schema-16.3,200,200,B,/sap_building_parts[0]/construction_age_band,0,4,76
way/397134759,000006045040,0360-2569-7670-2776-7051,2026-04-01,D,E14 7LS,RdSAP-Schema-21.0.1,200,200,A,/sap_building_parts[0]/construction_age_band,0,2,86
way/397134759,000006045040,0858-0098-7276-3965-5954,2015-06-05,E,E14 7LS,RdSAP-Schema-17.0,200,200,A,/sap_building_parts[0]/construction_age_band,0,2,80
way/892496603,000006045041,8704-3337-4929-5326-4803,2010-08-28,D,E14 7LS,SAP-Schema-14.2,200,200,B,/sap_building_parts[0]/construction_age_band,0,4,70
way/892496604,000006045042,2038-3046-7256-1107-5910,2013-06-28,D,E14 7LS,SAP-Schema-16.2,200,200,A,/sap_building_parts[0]/construction_age_band,0,3,79
way/892496618,000006045043,0548-9915-7280-1617-6904,2013-10-10,F,E14 7LS,SAP-Schema-16.2,200,200,A,/sap_building_parts[0]/construction_age_band,0,3,90
way/892496619,000006045044,8644-7923-2540-6580-1976,2014-08-04,D,E14 7LS,SAP-Schema-16.3,200,200,B,/sap_building_parts[0]/construction_age_band,0,4,69
way/892496619,000006045044,0426-2852-7534-9924-6135,2014-07-22,D,E14 7LS,SAP-Schema-16.3,200,200,A,/sap_building_parts[0]/construction_age_band,0,4,86
way/892496620,000006045045,0518-8068-7255-2834-1920,2014-05-12,C,E14 7LS,SAP-Schema-16.3,200,200,A,/sap_building_parts[0]/construction_age_band,0,4,88
way/892496632,000006045046,2501-3039-7206-7424-3204,2024-06-24,D,E14 7LS,RdSAP-Schema-20.0.0,200,200,A,/sap_building_parts[0]/construction_age_band,0,4,59
way/892496631,000006045047,8192-1094-2129-2707-2253,2015-12-01,E,E14 7LS,RdSAP-Schema-17.0,200,200,A,/sap_building_parts[0]/construction_age_band,0,4,82
way/892496630,000006045048,8101-2734-6629-2097-6863,2016-08-18,D,E14 7LS,RdSAP-Schema-17.0,200,200,A,/sap_building_parts[0]/construction_age_band,0,4,98
way/892496629,000006045049,,,,,,404,,,,,,
way/892496628,000006045050,,,,,,404,,,,,,
way/892496584,000006045052,0037-2895-7310-9325-1581,2015-09-27,D,E14 7LS,RdSAP-Schema-17.0,200,200,A,/sap_building_parts[0]/construction_age_band,0,4,78
way/397134748,000006045053,5590-2020-0022-7493-3243,2024-12-17,D,E14 7LU,RdSAP-Schema-20.0.0,200,200,A,/sap_building_parts[0]/sap_room_in_roof/construction_age_band,0,3,115
way/892496611,000006045054,0000-2452-5610-2492-7081,2022-09-13,D,E14 7LU,RdSAP-Schema-20.0.0,200,200,C,/sap_building_parts[0]/sap_room_in_roof/construction_age_band,0,4,110
way/892496611,000006045054,8292-7029-0779-7398-6906,2012-11-11,D,E14 7LU,SAP-Schema-16.1,200,200,B,/sap_building_parts[0]/construction_age_band,0,4,104
way/892496610,000006045055,2808-6043-7207-0677-7954,2013-04-26,D,E14 7LU,SAP-Schema-16.2,200,200,A,/sap_building_parts[0]/construction_age_band,0,4,106
way/892496609,000006045056,8808-7424-5740-1776-8996,2018-04-18,D,E14 7LU,RdSAP-Schema-18.0,200,200,A,/sap_building_parts[0]/construction_age_band,0,4,110
way/892496608,000006045057,8830-6228-6100-4797-6202,2020-08-04,D,E14 7LU,RdSAP-Schema-19.0,200,200,A,/sap_building_parts[0]/sap_room_in_roof/construction_age_band,0,4,110
way/892496608,000006045057,0364-2871-6110-0201-2671,2009-09-10,D,E14 7LU,SAP-Schema-13.0,200,200,A,/sap_building_parts[0]/construction_age_band,0,4,108
way/892496607,000006045058,2598-4020-7204-7900-0290,2020-04-22,E,E14 7LU,RdSAP-Schema-19.0,200,200,A,/sap_building_parts[0]/construction_age_band,0,4,109
way/892496606,000006045059,,,,,,404,,,,,,
way/892496605,000006045060,7408-9011-6255-6851-8934,2019-06-01,D,E14 7LU,RdSAP-Schema-18.0,200,200,B,/sap_building_parts[0]/construction_age_band,0,3,108
way/892496605,000006045060,0963-2853-6135-0801-7175,2009-08-10,E,E14 7LU,SAP-Schema-13.0,200,200,A,/sap_building_parts[0]/construction_age_band,0,3,117
way/892347467,000006045061,6134-0520-3409-0479-3276,2024-11-02,D,E14 7LU,RdSAP-Schema-20.0.0,200,200,A,/sap_building_parts[0]/construction_age_band,0,4,109
way/892347466,000006045062,0900-4029-0722-4599-3263,2026-02-13,D,E14 7LU,RdSAP-Schema-21.0.1,200,200,A,/sap_building_parts[0]/construction_age_band,0,4,109
way/892347465,000006045063,,,,,,404,,,,,,
way/892347464,000006045064,,,,,,404,,,,,,
way/892347463,000006045065,,,,,,404,,,,,,
way/892347462,000006045066,,,,,,404,,,,,,
way/892347461,000006045067,7408-7011-6245-6851-8990,2019-06-01,E,E14 7LU,RdSAP-Schema-18.0,200,200,B,/sap_building_parts[0]/construction_age_band,0,3,116
way/892347461,000006045067,8109-2836-4520-7106-7313,2009-08-10,E,E14 7LU,SAP-Schema-13.0,200,200,A,/sap_building_parts[0]/construction_age_band,0,3,117
way/397131485,000006045068,2508-1059-6261-4982-9924,2012-09-28,E,E14 7LU,SAP-Schema-16.0,200,200,A,/sap_building_parts[0]/construction_age_band,0,3,120
way/422882745,000006045070,,,,,,404,,,,,,
way/422882745,000006045071,,,,,,404,,,,,,
way/442591156,000006045072,,,,,,404,,,,,,
way/397131482,000006045073,,,,,,404,,,,,,
way/1060522015,000006045074,7237-1920-1309-0286-0206,2023-10-09,C,E14 7LX,RdSAP-Schema-20.0.0,200,200,C,/sap_building_parts[0]/construction_age_band,0,4,90
way/1060522015,000006045074,8867-7029-0730-9474-7906,2013-01-05,D,E14 7LX,SAP-Schema-16.1,200,200,A,/sap_building_parts[0]/construction_age_band,0,4,85
way/1061203030,000006045075,,,,,,404,,,,,,
way/1060522016,000006045076,8503-3974-2722-1506-2703,2020-03-08,C,E14 7LX,RdSAP-Schema-19.0,200,200,B,/sap_building_parts[0]/construction_age_band,0,4,94
way/397131488,000006045078,9540-2874-6991-9399-1535,2011-11-14,E,E14 7LX,SAP-Schema-15.0,200,200,A,/sap_building_parts[0]/construction_age_band,0,3,82
way/1061203026,000006045079,0100-2875-7542-9627-3525,2013-05-01,D,E14 7LX,SAP-Schema-16.2,200,200,B,/sap_building_parts[0]/construction_age_band,0,4,96
way/1060522012,000006045080,2708-4095-6208-7490-1930,2010-08-21,E,E14 7LX,SAP-Schema-14.2,200,200,A,/sap_building_parts[0]/construction_age_band,0,4,91
way/1061203027,000006045081,0887-3063-2206-2656-4200,2026-06-12,D,E14 7LX,RdSAP-Schema-21.0.1,200,200,A,/sap_building_parts[0]/construction_age_band,0,4,83
way/1060522013,000006045082,,,,,,404,,,,,,
way/1061203028,000006045083,3037-1326-1200-0729-0206,2023-06-01,C,E14 7LX,RdSAP-Schema-20.0.0,200,200,A,/sap_building_parts[0]/construction_age_band,0,4,87
way/1061203028,000006045083,0310-2374-1210-2392-6015,2022-09-14,D,E14 7LX,RdSAP-Schema-20.0.0,200,200,A,/sap_building_parts[0]/construction_age_band,0,4,87
way/1060522014,000006045084,2040-1002-5000-8694-1001,2020-12-16,D,E14 7LX,RdSAP-Schema-20.0.0,200,200,D,/sap_building_parts[0]/construction_age_band,0,4,83
way/1060522014,000006045084,0871-2827-6523-9200-4051,2010-02-04,D,E14 7LX,SAP-Schema-14.0,200,200,A,/sap_building_parts[0]/construction_age_band,0,4,57
way/1061203029,000006045085,9187-3042-9201-5884-1204,2024-09-23,D,E14 7LX,RdSAP-Schema-20.0.0,200,200,A,/sap_building_parts[0]/construction_age_band,0,4,78
way/1061147005,000006045086,8105-0527-8729-1726-6313,2019-07-23,D,E14 7LZ,RdSAP-Schema-18.0,200,200,A,/sap_building_parts[0]/construction_age_band,0,4,83
way/1061147005,000006045086,0675-2870-6768-9570-3125,2010-06-30,E,E14 7LZ,SAP-Schema-14.2,200,200,A,/sap_building_parts[0]/construction_age_band,3,1,70
way/1061147006,000006045087,0320-2125-9060-2629-0781,2021-07-16,D,E14 7LZ,RdSAP-Schema-20.0.0,200,200,B,/sap_building_parts[0]/construction_age_band,0,3,99
way/1061147006,000006045087,0020-9674-0068-8005-0973,2021-03-18,F,E14 7LZ,RdSAP-Schema-20.0.0,200,200,B,/sap_building_parts[0]/construction_age_band,0,3,91
way/1061147006,000006045087,2228-5046-6293-7580-2940,2010-07-23,D,E14 7LZ,SAP-Schema-14.2,200,200,B,/sap_building_parts[0]/construction_age_band,0,3,98
way/1055163042,000006045088,,,,,,404,,,,,,
way/1055163043,000006045089,8702-3729-8929-7806-9323,2012-07-02,D,E14 7NA,SAP-Schema-16.0,200,200,A,/sap_building_parts[0]/construction_age_band,0,4,116
way/1055163044,000006045090,6139-8226-0000-0548-7292,2021-06-24,E,E14 7NA,RdSAP-Schema-20.0.0,200,200,B,/sap_building_parts[0]/construction_age_band,0,3,110
way/1055163044,000006045090,0710-2894-7023-9505-6775,2015-02-04,D,E14 7NA,RdSAP-Schema-17.0,200,200,A,/sap_building_parts[0]/construction_age_band,0,3,102
way/1055163044,000006045090,8174-7522-1030-0939-7992,2014-02-11,D,E14 7NA,SAP-Schema-16.3,200,200,A,/sap_building_parts[0]/construction_age_band,0,3,109
way/397131456,000006045091,0818-7986-7202-6081-1980,2019-12-10,E,E14 7NA,RdSAP-Schema-19.0,200,200,A,/sap_building_parts[0]/construction_age_band,0,3,110
way/1055232796,000006045092,0300-2842-6420-2795-3611,2025-02-12,D,E14 7NA,RdSAP-Schema-20.0.0,200,200,B,/sap_building_parts[0]/construction_age_band,0,4,114
way/1055232796,000006045092,0122-2843-7268-9594-7941,2014-06-17,E,E14 7NA,SAP-Schema-16.3,200,200,A,/sap_building_parts[0]/construction_age_band,0,4,116
way/1055232797,000006045093,2758-8079-7284-4146-2994,2016-04-27,D,E14 7NA,RdSAP-Schema-17.0,200,200,B,/sap_building_parts[1]/construction_age_band,0,4,115
way/1055232798,000006045094,,,,,,404,,,,,,
way/1055232799,000006045095,0020-9644-0039-8005-0453,2024-04-18,D,E14 7NA,RdSAP-Schema-20.0.0,200,200,A,/sap_building_parts[0]/construction_age_band,0,4,139
way/1055232799,000006045095,0318-2819-7839-9297-1501,2013-07-12,D,E14 7NA,SAP-Schema-16.2,200,200,K,/sap_building_parts[0]/sap_room_in_roof/construction_age_band,0,4,139
way/1055232800,000006045096,,,,,,404,,,,,,
way/397131459,000006045097,,,,,,404,,,,,,
way/1055232801,000006045098,0280-0200-5505-4608-6900,2025-08-27,C,E14 7NA,RdSAP-Schema-21.0.0,200,200,A,/sap_building_parts[0]/construction_age_band,0,4,122
