osm_id,cell,u_roof,total_t,engaged,timestep_used,result,ctf_severe_present,verbatim_severe_line,end_line,annual_site_eui_kwh_m2,thermal_mass_false_eui_ref,pct_delta_vs_thermal_mass_false,run_dir,elapsed_s
way/772627056,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 173794 Warning; 2 Severe Errors; Elapsed Time=00hr 00min  6.91sec,83.47777777777777,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627056,7.1
way/772627057,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 166790 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  6.73sec,95.675,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627057,6.91
way/772627058,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 157088 Warning; 2 Severe Errors; Elapsed Time=00hr 00min  6.77sec,129.46944444444443,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627058,6.97
way/772627059,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 160218 Warning; 2 Severe Errors; Elapsed Time=00hr 00min  6.62sec,111.10833333333333,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627059,6.8
way/772627060,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 160840 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  6.76sec,109.03055555555555,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627060,6.94
way/772627061,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 161533 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  6.76sec,107.22222222222221,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627061,6.94
way/772627062,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 169636 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  6.83sec,91.62777777777778,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627062,7.01
way/772627063,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 166534 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  6.63sec,96.075,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627063,6.81
way/772627064,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 161166 Warning; 2 Severe Errors; Elapsed Time=00hr 00min  6.74sec,108.21944444444443,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627064,6.93
way/772627065,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 175133 Warning; 2 Severe Errors; Elapsed Time=00hr 00min  6.97sec,78.175,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627065,7.17
way/772627066,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 167742 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  6.75sec,94.34444444444443,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627066,6.94
way/772627067,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 171520 Warning; 2 Severe Errors; Elapsed Time=00hr 00min  6.83sec,87.94166666666666,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627067,7.02
way/772627068,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 167836 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  6.91sec,94.11944444444444,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627068,7.1
way/772627069,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 173642 Warning; 5 Severe Errors; Elapsed Time=00hr 00min  7.03sec,83.94444444444444,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627069,7.22
way/772627071,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 170332 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  7.05sec,89.64722222222223,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627071,7.25
way/772627072,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 174533 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  6.91sec,80.625,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627072,7.09
way/772627073,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 169731 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  6.98sec,91.52777777777777,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627073,7.18
way/772627074,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 169779 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  6.90sec,91.17777777777778,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627074,7.09
way/772627075,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 170744 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.09sec,89.075,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627075,7.27
way/772627076,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 153489 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  6.63sec,153.61111111111111,153.212,0.26049598667932355,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627076,6.83
way/772627077,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 166790 Warning; 2 Severe Errors; Elapsed Time=00hr 00min  6.86sec,95.30277777777776,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627077,7.05
way/772627078,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 172038 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  6.96sec,86.68333333333334,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627078,7.15
way/772627079,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 165723 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  7.16sec,97.85833333333333,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627079,7.37
way/772627081,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 172606 Warning; 5 Severe Errors; Elapsed Time=00hr 00min  7.05sec,87.20277777777778,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627081,7.25
way/772627082,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 170002 Warning; 2 Severe Errors; Elapsed Time=00hr 00min  7.21sec,90.63611111111112,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627082,7.4
way/772627083,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 169139 Warning; 2 Severe Errors; Elapsed Time=00hr 00min  6.99sec,92.49166666666667,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627083,7.18
way/772627084,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 174576 Warning; 5 Severe Errors; Elapsed Time=00hr 00min  6.86sec,80.38333333333333,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627084,7.04
way/772627085,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 170163 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.08sec,89.93055555555556,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627085,7.26
way/772627086,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 174607 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  7.01sec,80.49444444444444,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627086,7.21
way/772627087,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 174658 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  7.04sec,81.54722222222222,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627087,7.23
way/772627088,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 171008 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  7.31sec,88.67777777777778,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627088,7.52
way/772627089,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 174502 Warning; 4 Severe Errors; Elapsed Time=00hr 00min  6.97sec,80.58333333333334,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627089,7.16
way/772627090,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 170992 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  6.87sec,88.575,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_772627090,7.06
way/864013124,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 170171 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.07sec,89.97222222222221,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_864013124,7.25
way/864013126,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 163247 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  6.98sec,102.40555555555557,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_864013126,7.2
way/864144721,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 155620 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  6.77sec,140.93333333333334,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_864144721,7.01
way/899599347,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 177789 Warning; 4 Severe Errors; Elapsed Time=00hr 00min  7.08sec,74.19722222222222,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_899599347,7.33
way/899656618,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 174719 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  6.98sec,80.81944444444444,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_899656618,7.23
way/900487237,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 166966 Warning; 2 Severe Errors; Elapsed Time=00hr 00min  6.72sec,95.08611111111111,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_900487237,6.96
way/900488595,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 163112 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  6.71sec,102.84722222222221,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_900488595,6.9
way/933154994,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 175644 Warning; 3 Severe Errors; Elapsed Time=00hr 00min  6.71sec,76.88611111111112,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_933154994,6.9
way/964817673,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 172994 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  6.82sec,84.76666666666667,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_964817673,7.01
way/965213412,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 174709 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  7.02sec,80.69722222222222,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_965213412,7.25
way/965390712,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 156058 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.07sec,137.2111111111111,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_965390712,7.3
way/1055839510,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 174452 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  6.95sec,86.575,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_1055839510,7.17
way/1103897140,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 166465 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  6.70sec,96.36666666666667,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_1103897140,6.9
way/1112796933,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 169163 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  6.92sec,92.45,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_1112796933,7.15
way/1113052360,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 174432 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  6.99sec,86.66111111111111,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_1113052360,7.2
way/1113052363,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 158777 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  6.91sec,116.76666666666667,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_1113052363,7.14
way/1113052364,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 165275 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.06sec,99.04166666666667,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_1113052364,7.32
way/1131271326,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 172430 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  7.04sec,85.8,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_1131271326,7.29
way/1184864928,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 161667 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  6.75sec,106.42222222222222,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_1184864928,6.97
way/1184864930,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 169707 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  6.95sec,91.45833333333333,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_1184864930,7.13
way/1232540296,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 167622 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  6.78sec,94.43333333333332,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_1232540296,7.0
way/1232540297,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 164749 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  6.75sec,99.8861111111111,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_1232540297,6.94
way/1279436022,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 157285 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  6.72sec,127.2611111111111,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_1279436022,6.9
way/1279684261,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 171432 Warning; 2 Severe Errors; Elapsed Time=00hr 00min  6.86sec,88.06388888888888,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_1279684261,7.04
way/1279684262,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 161910 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  6.76sec,105.3111111111111,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_1279684262,6.94
way/1279684265,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 171996 Warning; 2 Severe Errors; Elapsed Time=00hr 00min  6.70sec,87.01944444444443,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_1279684265,6.89
way/1279684266,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 171056 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  7.24sec,88.47222222222221,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_1279684266,7.42
way/1386674588,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 168038 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.20sec,93.82777777777777,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_1386674588,7.38
way/1386674589,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 169770 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  6.96sec,91.35833333333333,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_1386674589,7.15
way/1386674590,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 167390 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.01sec,94.65277777777777,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_1386674590,7.2
way/1386674591,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 176615 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.35sec,75.53888888888889,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_1386674591,7.54
way/1386674592,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 166193 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  7.14sec,97.04722222222222,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_1386674592,7.34
way/1386674593,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 171989 Warning; 2 Severe Errors; Elapsed Time=00hr 00min  7.27sec,86.75277777777778,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_1386674593,7.46
way/1386674594,nyc_rural,0.119,1.008403,True,4,PASS,False,,EnergyPlus Completed Successfully-- 174719 Warning; 2 Severe Errors; Elapsed Time=00hr 00min  7.06sec,80.81944444444444,,,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11n_work\runs\way_1386674594,7.24
