osm_id,cell,u_roof,total_t,engaged,timestep_used,result,any_fatal_present,ctf_severe_present,severe_count,warmup_convergence_severe_count,verbatim_severe_line,end_line,eui_false_thermal_mass,eui_true_thermal_mass,pct_delta_true_vs_false,run_dir,elapsed_s
way/270445754,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 268214 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.34sec,75.83055555555556,74.98333333333333,-1.117257042382513,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_270445754,7.58
way/772627047,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 260375 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.26sec,92.75277777777778,91.14166666666668,-1.7369949986523194,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627047,7.44
way/772627048,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 258114 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.32sec,98.29722222222222,96.43055555555554,-1.8990024585299765,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627048,7.51
way/772627049,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 258665 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.41sec,146.83333333333334,143.80833333333334,-2.060158910329175,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627049,7.59
way/772627050,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 255978 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.22sec,111.31111111111112,109.01388888888889,-2.063785186664013,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627050,7.39
way/772627051,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 255888 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.24sec,109.58055555555555,107.325,-2.058353823924552,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627051,7.43
way/772627052,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 255994 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.25sec,111.11388888888888,108.82777777777775,-2.057448563785919,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627052,7.43
way/772627053,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 257593 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.34sec,100.37777777777778,98.44166666666666,-1.92882444100067,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627053,7.51
way/772627054,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 260972 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.33sec,90.22777777777777,88.72777777777777,-1.6624592081768366,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627054,7.51
way/772627056,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 263341 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.55sec,84.73333333333333,83.47777777777777,-1.4817728822449567,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627056,7.73
way/772627057,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 258392 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.34sec,97.50277777777777,95.675,-1.8745904675080391,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627057,7.53
way/772627058,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 256898 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.28sec,132.1888888888889,129.46944444444443,-2.0572413213415284,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627058,7.45
way/772627059,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 255922 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.24sec,113.45277777777778,111.10833333333332,-2.066449575202621,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627059,7.42
way/772627060,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 256010 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.25sec,111.32777777777777,109.03055555555557,-2.0634762213683144,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627060,7.43
way/772627061,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 255896 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.29sec,109.475,107.2222222222222,-2.0578011215143133,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627061,7.47
way/772627062,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 260247 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.34sec,93.25277777777777,91.62777777777778,-1.742575437133225,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627062,7.54
way/772627063,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 258360 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.26sec,97.93055555555556,96.075,-1.894766699758898,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627063,7.44
way/772627064,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 255969 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.26sec,110.50277777777778,108.21944444444443,-2.066313064025551,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627064,7.45
way/772627065,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 266614 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.31sec,79.18055555555556,78.175,-1.2699526398877445,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627065,7.49
way/772627066,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 258808 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.28sec,96.12777777777778,94.34444444444443,-1.8551696237646778,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627066,7.46
way/772627067,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 261209 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.29sec,89.40833333333333,87.94166666666666,-1.6404138316711738,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627067,7.47
way/772627068,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 258835 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.39sec,95.86944444444444,94.11944444444444,-1.8253991249674038,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627068,7.58
way/772627069,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 263022 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.26sec,85.21111111111111,83.94444444444444,-1.486504107445559,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627069,7.44
way/772627071,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 260821 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.34sec,91.1861111111111,89.64722222222223,-1.6876351783592647,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627071,7.52
way/772627072,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 265489 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.34sec,81.7638888888889,80.625,-1.3928996093086594,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627072,7.52
way/772627073,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 260247 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.20sec,93.14722222222221,91.52777777777776,-1.7385858706349078,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627073,7.37
way/772627074,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 260367 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.25sec,92.78333333333333,91.17777777777778,-1.7304353032752517,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627074,7.43
way/772627075,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 260796 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.31sec,90.58611111111111,89.075,-1.6681487841525806,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627075,7.5
way/772627076,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 260067 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.28sec,156.94444444444443,153.61111111111111,-2.1238938053097227,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627076,7.47
way/772627077,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 258432 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.29sec,97.13055555555556,95.30277777777776,-1.8817742442874907,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627077,7.47
way/772627078,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,4,,EnergyPlus Completed Successfully-- 261764 Warning; 4 Severe Errors; Elapsed Time=00hr 00min  7.59sec,88.09444444444443,86.68333333333334,-1.6018162325786562,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627078,7.77
way/772627079,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 257721 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.31sec,99.78888888888889,97.85833333333332,-1.9346397951230534,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627079,7.49
way/772627081,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 264554 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.36sec,88.68888888888888,87.20277777777778,-1.6756452017038213,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627081,7.55
way/772627082,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 260519 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.18sec,92.21944444444445,90.63611111111112,-1.7169191843127753,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627082,7.36
way/772627083,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 259964 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.30sec,94.15833333333335,92.49166666666667,-1.7700681476236884,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627083,7.49
way/772627084,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 265585 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.26sec,81.49999999999999,80.38333333333333,-1.3701431492842457,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627084,7.44
way/772627085,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 260678 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.19sec,91.48055555555555,89.93055555555556,-1.6943491330883884,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627085,7.37
way/772627086,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 265601 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.28sec,81.625,80.49444444444444,-1.3850604049685267,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627086,7.46
way/772627087,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 264521 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.32sec,82.71666666666665,81.54722222222222,-1.4137954194371598,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627087,7.5
way/772627088,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 260988 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.24sec,90.17222222222222,88.67777777777778,-1.6573224077382738,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627088,7.41
way/772627089,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 265506 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.32sec,81.72222222222221,80.58333333333334,-1.3936097892589863,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627089,7.5
way/772627090,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 261123 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.27sec,90.06111111111112,88.575,-1.6501141200419502,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627090,7.45
way/864013124,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 260590 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.23sec,91.525,89.97222222222221,-1.6965613523931071,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_864013124,7.42
way/864013126,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 256561 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.24sec,104.50833333333334,102.40555555555557,-2.012067086622541,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_864013126,7.42
way/864144721,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 258297 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.30sec,143.89166666666665,140.93333333333334,-2.055944865929216,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_864144721,7.49
way/899599347,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 268918 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.41sec,74.98333333333333,74.19722222222222,-1.0483811217307555,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_899599347,7.59
way/899656618,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 265209 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.32sec,81.97222222222223,80.81944444444444,-1.406302948153178,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_899656618,7.5
way/900487237,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 258504 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.31sec,96.89999999999999,95.08611111111112,-1.8719183579864487,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_900487237,7.49
way/900488595,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 256429 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.31sec,104.97222222222221,102.8472222222222,-2.0243450648319796,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_900488595,7.49
way/933154994,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 266938 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.37sec,77.85833333333333,76.88611111111112,-1.2487066966356173,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_933154994,7.55
way/964817673,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 262864 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.52sec,86.08888888888889,84.76666666666667,-1.5358802271553957,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_964817673,7.72
way/965213412,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 265306 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.66sec,81.84166666666667,80.69722222222222,-1.398364049825206,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_965213412,7.91
way/965390712,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 257441 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.53sec,140.10833333333332,137.2111111111111,-2.0678443268105955,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_965390712,7.76
way/1055839510,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 265434 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.53sec,87.93055555555556,86.575,-1.541620597062074,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_1055839510,7.77
way/1103897140,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 258218 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.61sec,98.225,96.36666666666667,-1.8919148214134083,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_1103897140,7.87
way/1112796933,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 260044 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.63sec,94.11666666666666,92.45,-1.7708517797060286,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_1112796933,7.85
way/1113052360,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 265478 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.55sec,88.0138888888889,86.66111111111111,-1.5370048919046988,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_1113052360,7.79
way/1113052363,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 255988 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.41sec,119.225,116.76666666666668,-2.0619277276857324,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_1113052363,7.65
way/1113052364,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 257603 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.49sec,101.01944444444445,99.04166666666669,-1.9578189017515704,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_1113052364,7.72
way/1131271326,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 262162 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.56sec,87.15833333333333,85.8,-1.5584663925805537,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_1131271326,7.8
way/1184864928,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 255839 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.64sec,108.66388888888889,106.42222222222222,-2.0629361691249843,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_1184864928,7.86
way/1184864930,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 260303 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.57sec,93.07777777777777,91.45833333333331,-1.7398830130118288,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_1184864930,7.83
way/1232540296,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 258888 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.53sec,96.22222222222221,94.43333333333332,-1.8591224018475778,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_1232540296,7.77
way/1232540297,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 257191 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.81sec,101.90833333333333,99.8861111111111,-1.9843541308910548,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_1232540297,8.05
way/1279436022,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,1,,EnergyPlus Completed Successfully-- 256514 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  7.54sec,130.0,127.2611111111111,-2.106837606837611,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_1279436022,7.77
way/1279684261,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 261201 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.59sec,89.525,88.06388888888888,-1.6320704955164733,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_1279684261,7.84
way/1279684262,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 255926 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.53sec,107.51666666666667,105.3111111111111,-2.0513615460135446,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_1279684262,7.76
way/1279684265,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,3,,EnergyPlus Completed Successfully-- 261725 Warning; 3 Severe Errors; Elapsed Time=00hr 00min  7.81sec,88.43333333333334,87.01944444444443,-1.5988189471039265,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_1279684265,8.05
way/1279684266,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 261099 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.50sec,89.94722222222222,88.47222222222221,-1.6398505296315835,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_1279684266,7.75
way/1386674588,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 259040 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.50sec,95.575,93.82777777777775,-1.828116371668583,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_1386674588,7.76
way/1386674589,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 260319 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.52sec,92.975,91.35833333333332,-1.7388186788563316,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_1386674589,7.77
way/1386674590,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 258752 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.69sec,96.44722222222221,94.65277777777776,-1.8605454912012978,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_1386674590,7.95
way/1386674591,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 268012 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.54sec,76.425,75.53888888888889,-1.15945189546759,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_1386674591,7.77
way/1386674592,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 258067 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.42sec,98.94722222222221,97.04722222222222,-1.9202156031554336,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_1386674592,7.64
way/1386674593,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,4,,EnergyPlus Completed Successfully-- 261692 Warning; 4 Severe Errors; Elapsed Time=00hr 00min  7.75sec,88.16944444444445,86.75277777777778,-1.6067546706152978,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_1386674593,7.93
way/1386674594,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 265209 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.50sec,81.97222222222223,80.81944444444444,-1.406302948153178,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_1386674594,7.74
