Time,BATIMENT0000000240877122_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Des Heat Load [W],BATIMENT0000000240877122_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],BATIMENT0000000240877122_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],BATIMENT0000000240877122_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],BATIMENT0000000240877122_PART0_F0_WHOLE::Des Latent Heat Load [W],BATIMENT0000000240877122_PART0_F0_WHOLE::Des Latent Cool Load [W],BATIMENT0000000240877122_PART0_F0_WHOLE::Des Latent Heat Mass Flow [kg/s],BATIMENT0000000240877122_PART0_F0_WHOLE::Des Latent Cool Mass Flow [kg/s],BATIMENT0000000240877122_PART0_F0_WHOLE::Des Heat Load No DOAS [W],BATIMENT0000000240877122_PART0_F0_WHOLE::Des Sens Cool Load No DOAS [W],BATIMENT0000000240877122_PART0_F0_WHOLE::Des Latent Heat Load No DOAS [W],BATIMENT0000000240877122_PART0_F0_WHOLE::Des Latent Cool Load No DOAS [W],BATIMENT0000000240877122_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],BATIMENT0000000240877122_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],BATIMENT0000000240877122_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],BATIMENT0000000240877122_PART0_F0_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%]
00:10:00,1.919008E+03,0.000000E+00,6.272724E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999845E+01,5.213195E+01,2.701557E+01,5.171478E+01
00:20:00,1.945273E+03,0.000000E+00,6.358574E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999844E+01,5.213484E+01,2.686279E+01,5.273246E+01
00:30:00,1.973400E+03,0.000000E+00,6.450513E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999844E+01,5.213918E+01,2.671107E+01,5.373779E+01
00:40:00,2.003418E+03,0.000000E+00,6.548632E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999843E+01,5.214357E+01,2.655979E+01,5.472537E+01
00:50:00,2.035329E+03,0.000000E+00,6.652940E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999843E+01,5.214766E+01,2.640747E+01,5.569867E+01
01:00:00,2.069138E+03,0.000000E+00,6.763450E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999843E+01,5.215161E+01,2.625410E+01,5.665808E+01
01:10:00,2.081939E+03,0.000000E+00,6.805290E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999843E+01,5.215550E+01,2.609969E+01,5.760372E+01
01:20:00,2.093715E+03,0.000000E+00,6.843783E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999843E+01,5.215833E+01,2.596631E+01,5.845990E+01
01:30:00,2.104505E+03,0.000000E+00,6.879052E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999843E+01,5.216029E+01,2.584122E+01,5.926909E+01
01:40:00,2.114297E+03,0.000000E+00,6.911059E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999843E+01,5.216209E+01,2.571677E+01,6.005845E+01
01:50:00,2.123087E+03,0.000000E+00,6.939792E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999842E+01,5.216393E+01,2.559263E+01,6.083023E+01
02:00:00,2.130872E+03,0.000000E+00,6.965236E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999842E+01,5.216575E+01,2.546870E+01,6.158581E+01
