Date/Time,BATIMENT0000000013365727_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000013365727_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000013365727_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/02  09:00:00,888650.9442446089,811057.0553152985,1316832.253584316 
 01/02  10:00:00,888538.5746124701,817441.9789453242,1299620.9221880164 
 01/02  11:00:00,710923.3991228282,662227.6230160489,1016481.2730787154 
 01/02  12:00:00,377653.2641203841,351348.7161243459,520455.0124329813 
 01/02  13:00:00,158248.42403019575,136695.84090120188,186967.0290206246 
 01/02  14:00:00,381932.35126356373,340605.8651727457,482463.3253531407 
 01/02  15:00:00,615775.3655694781,565068.9758367876,827620.5999047663 
 01/02  16:00:00,821008.1250772452,764405.255416132,1133013.5352469056 
 01/02  17:00:00,971267.0913783201,912241.2347175254,1372204.3477024564 
 01/02  18:00:00,1263414.0619292324,1204841.9921556083,1797567.2563465324 
 01/02  19:00:00,1390637.0964843512,1334417.002897466,1952644.2208107808 
 01/02  20:00:00,1447443.0211204176,1392519.9785905664,2023936.582545675 
 01/02  21:00:00,1485859.120642073,1432160.4131758003,2074175.151627916 
 01/02  22:00:00,1562484.3133482079,1510139.2469891987,2166999.03944119 
 01/02  23:00:00,1649975.4246387063,1599169.1807306525,2275331.2493257658 
 01/02  24:00:00,1755448.0596086835,1706784.5889942818,2417239.415400139 
 01/03  01:00:00,1870908.2223025318,1824850.9123020603,2577811.1460085222 
 01/03  02:00:00,1972362.3647424807,1926516.3728765175,2771670.7121897205 
 01/03  03:00:00,2060626.7634928636,2016408.0950028438,2909760.316948518 
 01/03  04:00:00,2124737.9817486242,2082542.337761472,3004063.776972935 
 01/03  05:00:00,2169222.7943618125,2128843.2590550636,3072249.1358012757 
 01/03  06:00:00,2192911.446861273,2154029.497522378,3114716.644924205 
 01/03  07:00:00,2218172.963547958,2180921.215109264,3160355.6584589565 
 01/03  08:00:00,2238901.319940896,2202964.163367626,3195867.1104263575 
 01/03  09:00:00,2259189.368392231,2224263.0228126086,3225167.768949285 
 01/03  10:00:00,2240367.242937877,2206926.7121143984,3188792.0766099393 
 01/03  11:00:00,2120530.4533828534,2090511.1902371359,2956134.491114033 
 01/03  12:00:00,1889280.3017902991,1860488.0330623114,2499036.86728799 
 01/03  13:00:00,1615717.4915906417,1589065.1988540776,2016396.288300473 
 01/03  14:00:00,1422397.2673681905,1401329.3552815323,1747224.9163274975 
 01/03  15:00:00,1237333.6463468638,1215786.1606435834,1517520.6643585549 
 01/03  16:00:00,942866.5670901398,919625.2486935144,1238151.955083368 
 01/03  17:00:00,938549.4846879229,909460.0775742584,1465188.874383761 
 01/03  18:00:00,1857447.0669744243,1815321.4299911992,2801062.2158679306 
 01/03  19:00:00,2154963.442431992,2115323.5146855675,3211734.5748524675 
 01/03  20:00:00,2237775.375988159,2200388.765697722,3344371.63481667 
 01/03  21:00:00,2357888.6316336836,2320472.473776227,3510177.166391534 
 01/03  22:00:00,2499597.748524659,2463824.512619869,3709604.1599837877 
 01/03  23:00:00,2558593.577836969,2525418.764371393,3821112.544901411 
 01/03  24:00:00,2704126.9258145327,2675818.510368119,4069816.035171829 
 01/04  01:00:00,2886110.394210496,2864102.676575835,4331013.146536653 
 01/04  02:00:00,3013539.4352465374,2996404.255666176,4489113.438865898 
 01/04  03:00:00,3079859.0460603624,3065602.1789516807,4494415.282979867 
 01/04  04:00:00,3110502.150726257,3097412.610123538,4472363.601679818 
 01/04  05:00:00,3157443.294194716,3146391.1145967697,4536893.91472915 
 01/04  06:00:00,3208490.359927697,3198692.1820251257,4598545.335202785 
 01/04  07:00:00,3260558.4251992246,3252020.354016966,4661685.922881938 
 01/04  08:00:00,3268101.9579160423,3260761.7682929714,4672448.36936462 
 01/04  09:00:00,3266367.5573121523,3259539.7765344293,4661510.618943589 
 01/04  10:00:00,3217182.872311672,3211392.1740212035,4534426.8748237 
 01/04  11:00:00,2910170.7644913225,2903693.850909352,3949468.155779742 
 01/04  12:00:00,2438498.80062705,2424420.5301572094,3138845.6529607167 
 01/04  13:00:00,1848686.5742358917,1818659.4138311544,2180960.965363777 
 01/04  14:00:00,1513771.9916242338,1475037.1706236836,1688281.2183583477 
 01/04  15:00:00,1286245.157219441,1240995.3771017194,1419912.9816896983 
 01/04  16:00:00,1022371.5826957669,969034.2241007125,1181761.2965686885 
 01/04  17:00:00,854973.8663942644,804387.7410050466,1193093.0487614542 
 01/04  18:00:00,1704460.3429396825,1656688.2776759118,2442184.053713606 
 01/04  19:00:00,1858571.1142233983,1812411.5783778427,2652509.1719866283 
 01/04  20:00:00,1955467.7241448225,1911153.910529838,2788478.348248032 
 01/04  21:00:00,1968297.0842236085,1925370.9809777036,2819227.466513211 
 01/04  22:00:00,1998933.1848618619,1957445.088710743,2873805.2580111055 
 01/04  23:00:00,2001361.3227354023,1961069.8996979059,2885824.538781429 
 01/04  24:00:00,1983303.1899117278,1943149.4067402105,2863013.166503028 
 01/05  01:00:00,2048956.3489006006,2010421.4553506342,2957688.4770732084 
 01/05  02:00:00,2081057.300830366,2044427.2736588274,3013020.404657602 
 01/05  03:00:00,2076194.0209652684,2040560.1937940354,3015706.2295920122 
 01/05  04:00:00,2095283.1241281226,2060875.8017058931,3048699.3984087575 
 01/05  05:00:00,2100620.1733122165,2067121.3601473735,3058472.0647610733 
 01/05  06:00:00,2097174.903521023,2063909.8752516913,3053966.8532005157 
 01/05  07:00:00,2101428.6740663764,2068736.5112827087,3061579.6480128737 
 01/05  08:00:00,2115471.8095828835,2083690.4894268392,3083391.5526519762 
 01/05  09:00:00,2095368.1337427904,2064082.1668552519,3056753.682526606 
 01/05  10:00:00,2040321.2731097466,2008354.5058478836,2969255.2953630006 
 01/05  11:00:00,1929348.5324301203,1895196.5334248375,2765936.1037716977 
 01/05  12:00:00,1730124.3396404253,1691900.6321228337,2421468.125350032 
 01/05  13:00:00,1568652.914702188,1529269.996143879,2174556.009533056 
 01/05  14:00:00,1367457.1188379629,1326306.0250030332,1836806.6587337316 
 01/05  15:00:00,1235232.3252470517,1193147.4580418535,1661354.6954438514 
 01/05  16:00:00,1193181.1479900675,1150203.9369692262,1664379.3427673352 
 01/05  17:00:00,1073548.6781829044,1033752.4612983533,1590633.8046834215 
 01/05  18:00:00,1444366.221354973,1393409.2806225547,2176043.3117025923 
 01/05  19:00:00,1597596.4069784693,1546434.5360613582,2388903.0964756217 
 01/05  20:00:00,1687136.8518044488,1636868.7636895617,2527349.1397926193 
 01/05  21:00:00,1753621.0050662633,1704507.0431951175,2624547.5071139536 
 01/05  22:00:00,1768088.7614028892,1720487.242410474,2636646.536347454 
 01/05  23:00:00,1762200.3604488133,1715937.3103381186,2611627.3301934693 
 01/05  24:00:00,1749689.05461235,1704727.8966858315,2558337.0913401446 
 01/06  01:00:00,1746769.2756311714,1702164.754578252,2530182.4911089395 
 01/06  02:00:00,1777894.804680664,1733685.5853545335,2569074.7424815698 
 01/06  03:00:00,1818082.489516787,1774621.1601719665,2622583.507337047 
 01/06  04:00:00,1846444.9064788888,1802880.1543993102,2685588.1413287823 
 01/06  05:00:00,1852265.6651071012,1809823.3606553092,2695042.4262947515 
 01/06  06:00:00,1858698.9724691338,1817036.4754514676,2685886.503124211 
 01/06  07:00:00,1850645.6201248185,1809617.5668621035,2680742.3885907903 
 01/06  08:00:00,1856733.5077184006,1816177.5202874807,2692748.326377561 
 01/06  09:00:00,1852983.943063928,1813039.6066694716,2687929.834238683 
 01/06  10:00:00,1818159.0428526846,1778805.3552846243,2612421.541720527 
 01/06  11:00:00,1670704.5355143945,1631623.4397407768,2298916.746876104 
 01/06  12:00:00,1439320.641918375,1398331.6666018202,1842915.5487332144 
 01/06  13:00:00,1242256.2427209418,1201037.1545379462,1476232.1171990153 
 01/06  14:00:00,1064375.3358352091,1019867.6587091333,1185147.9828942094 
 01/06  15:00:00,986648.4301808664,938738.7465854862,1093070.6023145197 
 01/06  16:00:00,1012511.4707165959,963783.1947221714,1207301.8853825154 
 01/06  17:00:00,1090723.4189645927,1044161.1982466206,1469438.4059849638 
 01/06  18:00:00,1551514.4213051,1499835.803146782,2205932.3044056185 
 01/06  19:00:00,1715567.0646261817,1665363.5655814651,2465034.6312302616 
 01/06  20:00:00,1896795.6807431553,1849164.9596230926,2739009.644894041 
 01/06  21:00:00,2020821.7605718658,1975471.7121380824,2914368.0291499323 
 01/06  22:00:00,2131038.5794509156,2088636.2878762144,3120177.086917866 
 01/06  23:00:00,2253951.663128382,2214407.5422115233,3328032.681400692 
 01/06  24:00:00,2286958.4949679677,2248008.618437889,3390384.1962028644 
 01/07  01:00:00,2199857.7755509405,2160050.7093274323,3303343.6458247188 
 01/07  02:00:00,2197986.0214129607,2158187.3596669254,3311251.2642374043 
 01/07  03:00:00,2230455.316262792,2191733.1545253065,3360792.3128385143 
 01/07  04:00:00,2224173.276901728,2184321.153095855,3342817.9776256196 
 01/07  05:00:00,2235565.869852631,2194231.698130697,3333517.718158402 
 01/07  06:00:00,2258465.7806361364,2215902.7397371423,3349908.988021351 
 01/07  07:00:00,2237231.400995542,2193990.806205517,3305351.9531922457 
 01/07  08:00:00,2185211.1705295234,2140858.2925706455,3211249.559309927 
 01/07  09:00:00,2174009.914067822,2130082.597356354,3168329.4673979357 
 01/07  10:00:00,2065225.6595894368,2029143.2489726744,2989476.8998768744 
 01/07  11:00:00,1583983.5969894985,1584366.6830020258,2313564.224090744 
 01/07  12:00:00,932431.2589377972,961781.8453302498,1368414.531882957 
 01/07  13:00:00,545368.2231083931,583863.6690477063,782055.0456413198 
 01/07  14:00:00,173437.4640300863,229872.42455741286,319136.61024226784 
 01/07  15:00:00,0.0,14781.637087944182,80493.214554515 
 01/07  16:00:00,0.0,0.0,97697.7488014265 
 01/07  17:00:00,118335.54790777853,157799.28078227787,493406.97457079956 
 01/07  18:00:00,929030.7279804202,899186.6536111189,1478059.8485708158 
 01/07  19:00:00,1102093.0262910423,1065793.3195181119,1702491.9355043923 
 01/07  20:00:00,1180555.0906840074,1142668.1072792704,1788103.7574303062 
 01/07  21:00:00,1193818.5839785652,1149922.0774582173,1811136.1854408206 
 01/07  22:00:00,1200102.7290776528,1148853.3284740986,1840910.5599462297 
 01/07  23:00:00,1227752.4170774384,1172817.6634901238,1871978.2091509104 
 01/07  24:00:00,1280954.1284220146,1226666.380381411,1922960.677413508 
 01/08  01:00:00,1275931.586381062,1223750.4305579243,1887322.0491645094 
 01/08  02:00:00,1267907.6549551494,1214998.6006976163,1860823.8096949805 
 01/08  03:00:00,1278833.6203451073,1224891.3256130097,1870782.1106025246 
 01/08  04:00:00,1290571.278393049,1235904.0869170716,1881334.5125394664 
 01/08  05:00:00,1316424.547419244,1261720.871516604,1910636.7471790868 
 01/08  06:00:00,1373736.717550509,1317881.0241849201,1992187.2837216153 
 01/08  07:00:00,1434163.644385535,1379021.7425748017,2068944.3411577314 
 01/08  08:00:00,1456580.5273751516,1402849.5525867685,2089117.9974564514 
 01/08  09:00:00,1495355.5466841212,1443580.3407341256,2137276.5254002023 
 01/08  10:00:00,1539450.8407364273,1491447.6675649232,2182571.6873858324 
 01/08  11:00:00,1392446.7568553446,1351455.3748954204,1937345.2943602116 
 01/08  12:00:00,1131466.4345510835,1101362.5904722642,1500556.1604785582 
 01/08  13:00:00,965105.9065302666,941153.8165837058,1250665.2957934313 
 01/08  14:00:00,820918.9678384304,804518.4422196308,1038077.599534078 
 01/08  15:00:00,658478.5101485748,638509.0288904944,785741.3242117807 
 01/08  16:00:00,875466.6940288671,840876.8543112004,1156294.5640113468 
 01/08  17:00:00,721186.3449820023,698418.4161278441,1072781.5937596206 
 01/08  18:00:00,1132979.892624536,1078713.7561528664,1652098.186092183 
 01/08  19:00:00,1198172.2143291712,1142420.4615872449,1728654.0905932556 
 01/08  20:00:00,1260389.252056966,1205550.6342255163,1800743.647497328 
 01/08  21:00:00,1348475.7892278472,1293985.8802087922,1918815.9083811173 
 01/08  22:00:00,1429676.0717387395,1373564.9405523513,2051861.7258917263 
 01/08  23:00:00,1494795.2825980661,1437372.3764539731,2162262.882346818 
 01/08  24:00:00,1557566.0006558774,1500749.823280291,2249128.318744577 
 01/09  01:00:00,1623201.7856236757,1564930.482580034,2370598.373422247 
 01/09  02:00:00,1719895.1405152825,1661122.6467781775,2563734.7308040033 
 01/09  03:00:00,1934788.605150724,1880530.811283858,2883975.4939020313 
 01/09  04:00:00,2138519.7253367836,2089095.1150797352,3175101.7084929994 
 01/09  05:00:00,2320816.320945759,2275951.000355533,3478808.6647072444 
 01/09  06:00:00,2547475.259830148,2509039.7671640012,3842698.5071803015 
 01/09  07:00:00,2722627.079344503,2689760.4839663007,4107904.7752664555 
 01/09  08:00:00,2787886.3699368043,2758717.0033479906,4187255.0500419573 
 01/09  09:00:00,2783666.6630425835,2755767.4526019236,4098567.8634576844 
 01/09  10:00:00,2654449.829553618,2631087.230424519,3810120.2408772064 
 01/09  11:00:00,2237000.2932845373,2228461.5512663787,3131000.0694105877 
 01/09  12:00:00,1617665.0155748455,1614327.6834847445,2175200.177178225 
 01/09  13:00:00,1166327.0945530285,1157830.0636992329,1439349.3593715988 
 01/09  14:00:00,1097244.0050317983,1091203.1898794908,1345670.1118139757 
 01/09  15:00:00,1216731.8014503492,1218146.712294364,1563043.720213395 
 01/09  16:00:00,2169873.241513719,2145747.58739556,3070118.954597921 
 01/09  17:00:00,1323896.7662887126,1343984.890700166,2084315.8738121595 
 01/09  18:00:00,2104622.670068671,2071990.2106747515,3120343.3019118696 
 01/09  19:00:00,2254919.0609192536,2220364.849368122,3348403.4952662005 
 01/09  20:00:00,2369359.1817120304,2335983.087672311,3508655.6938605793 
 01/09  21:00:00,2479340.81859754,2447898.8504354428,3667790.8085004045 
 01/09  22:00:00,2513065.895269335,2484154.3406943646,3723945.645233042 
 01/09  23:00:00,2518677.4119815673,2489429.1565583264,3702760.5585494814 
 01/09  24:00:00,2576697.7075392827,2545220.6795224138,3755387.7053341893 
 01/10  01:00:00,2629880.020661382,2597520.267621037,3806299.7796407514 
 01/10  02:00:00,2671164.9510633037,2638761.0667631016,3849877.6908356426 
 01/10  03:00:00,2696664.2889312147,2666118.7616791064,3878822.0416570883 
 01/10  04:00:00,2751687.9316655677,2724688.109760366,3940528.509908971 
 01/10  05:00:00,2820334.8438095106,2796035.2166356114,4035313.020346826 
 01/10  06:00:00,2903341.003621363,2879841.5633283053,4182246.546774118 
 01/10  07:00:00,3051886.2270287666,3032126.4559435667,4418106.040664086 
 01/10  08:00:00,3042558.8889552266,3027004.839223529,4380539.761108249 
 01/10  09:00:00,3168927.966794586,3156244.9956786204,4513604.039600929 
 01/10  10:00:00,3249451.801746119,3241183.5456568794,4594333.713711597 
 01/10  11:00:00,2690805.13786773,2680300.2353962585,3679600.385775023 
 01/10  12:00:00,1932779.0819918592,1910926.6216448618,2504017.870790772 
 01/10  13:00:00,1321300.8536982336,1287903.760933442,1497838.2501879917 
 01/10  14:00:00,902032.1110172558,866251.8818112455,885354.7525638656 
 01/10  15:00:00,713994.5337157047,677756.2571757276,741318.6508052836 
 01/10  16:00:00,1000316.2200530493,967962.5370657323,1334806.6036418683 
 01/10  17:00:00,1353190.670542876,1322281.5577285178,1972517.2320294175 
 01/10  18:00:00,1895775.2404414434,1850864.0761030193,2729922.442921085 
 01/10  19:00:00,2011652.655802392,1967904.467280068,2873449.685626165 
 01/10  20:00:00,2115829.9263515966,2073841.1413602266,3018122.6045173947 
 01/10  21:00:00,2186313.9851604407,2145773.348295135,3117174.5035757893 
 01/10  22:00:00,2257166.980792775,2218055.0079579875,3213318.1652338803 
 01/10  23:00:00,2319128.872955282,2281725.627151403,3298234.9053458837 
 01/10  24:00:00,2321330.8574140845,2285166.1355117355,3310999.981225228 
 01/11  01:00:00,2451519.4365003454,2417072.410723282,3513342.440334816 
 01/11  02:00:00,2567748.0168135334,2536662.6257504686,3672004.353752191 
 01/11  03:00:00,2633407.7778195543,2604755.5172440456,3743272.179920139 
 01/11  04:00:00,2629593.2282745624,2602535.7357062,3745607.858406265 
 01/11  05:00:00,2604871.8735762504,2578295.131952883,3719930.6282536765 
 01/11  06:00:00,2730513.485816972,2706236.7257395536,3887443.8691606643 
 01/11  07:00:00,2781363.8361002477,2759038.0248103705,3955446.2177279657 
 01/11  08:00:00,2790056.727895809,2768229.182803633,3964631.779130793 
 01/11  09:00:00,2834530.2337931055,2813390.830427182,4040200.6194671397 
 01/11  10:00:00,2687297.6467034807,2668763.8391271355,3813327.1730193496 
 01/11  11:00:00,2282041.2935140464,2271284.9846100896,3134534.8046712815 
 01/11  12:00:00,1977564.5044765612,1966985.4398985782,2624406.4988914803 
 01/11  13:00:00,1876255.7118705683,1857479.1104537027,2462691.059165148 
 01/11  14:00:00,2057157.9920783644,2032221.62590953,2809448.2367688757 
 01/11  15:00:00,2194426.2675074316,2168172.060755967,3018850.4823012883 
 01/11  16:00:00,1819212.796193154,1787418.4220504924,2385007.8411879707 
 01/11  17:00:00,1464058.5133796064,1429510.6460647942,2014059.916543861 
 01/11  18:00:00,2039814.2693852454,2006483.4327927658,2913822.0319607663 
 01/11  19:00:00,2254252.573259546,2223067.0216826,3321748.838082337 
 01/11  20:00:00,2485015.6563594756,2458428.194968185,3745641.5855510617 
 01/11  21:00:00,2672758.3615112095,2649870.2320807613,4030514.4733575117 
 01/11  22:00:00,2739695.9438592545,2719879.263266244,4129709.079297333 
 01/11  23:00:00,2833134.4699691352,2816302.6425004834,4261732.685207177 
 01/11  24:00:00,3042888.2657082602,3028179.469695578,4470331.6678586295 
 01/12  01:00:00,3230988.6733781863,3218784.20551508,4701928.093045016 
 01/12  02:00:00,3271155.031286761,3260654.278040036,4824018.511826269 
 01/12  03:00:00,3400765.912289246,3392553.621300982,5028954.085796391 
 01/12  04:00:00,3498206.6826853603,3492816.691955158,5134071.452595332 
 01/12  05:00:00,3469594.406888444,3465280.427491623,5004209.986460336 
 01/12  06:00:00,3412937.705296479,3408970.6049257885,4874441.801707167 
 01/12  07:00:00,3455034.9594382746,3450326.1290612677,4993829.953157972 
 01/12  08:00:00,3475779.9276988953,3470539.057771731,5050165.159508157 
 01/12  09:00:00,3355431.7758173184,3350088.539881402,4811762.780416113 
 01/12  10:00:00,3156843.2812030455,3153143.459392749,4464631.06527346 
 01/12  11:00:00,2792748.1221673097,2793458.4732440924,3903851.680097887 
 01/12  12:00:00,2212961.2791076233,2217611.262629749,2988281.7485366496 
 01/12  13:00:00,1760540.905676711,1761315.8365151882,2287486.572062894 
 01/12  14:00:00,1496549.0086405678,1494575.571541463,1909849.9696714839 
 01/12  15:00:00,1416016.7037214932,1408634.4196048013,1834614.264647931 
 01/12  16:00:00,1270215.9084181876,1259398.7835766408,1664693.4104771311 
 01/12  17:00:00,1132603.0650265026,1122206.2998413567,1634781.9949906247 
 01/12  18:00:00,1761004.6198160578,1728601.4172907423,2518888.9457237595 
 01/12  19:00:00,1936391.169969291,1902208.0180765814,2763610.986730817 
 01/12  20:00:00,2038773.8354780264,2005006.4263783405,2907962.467908859 
 01/12  21:00:00,2114132.0565849515,2080360.9567837175,3013263.4105340377 
 01/12  22:00:00,2205391.4372389177,2172402.734574515,3141712.37826164 
 01/12  23:00:00,2276414.419602509,2244369.1013729773,3244589.5786066838 
 01/12  24:00:00,2336384.0735123,2305317.101809676,3323567.0817827526 
 01/13  01:00:00,2362377.6548107043,2331649.1378895226,3354443.9757962734 
 01/13  02:00:00,2376679.8911997788,2345971.415242282,3375380.085232752 
 01/13  03:00:00,2374811.2312659877,2344336.7178170714,3374666.750949572 
 01/13  04:00:00,2344901.781382061,2314377.054998426,3335846.892883246 
 01/13  05:00:00,2313462.385903789,2282434.538280053,3293953.5759948352 
 01/13  06:00:00,2327736.045798063,2298089.132374666,3293336.196382227 
 01/13  07:00:00,2338032.8106692843,2308960.402510856,3294232.0722415275 
 01/13  08:00:00,2286521.351143126,2255323.9413733473,3234078.838243761 
 01/13  09:00:00,2228853.378135204,2197109.0035577896,3155655.36060827 
 01/13  10:00:00,2190214.840151122,2160214.15534208,3088770.162704705 
 01/13  11:00:00,2085393.2524612707,2061605.208057339,2901237.1020798096 
 01/13  12:00:00,1847394.779556247,1828602.1114826226,2514370.566990805 
 01/13  13:00:00,1304273.6957068979,1284570.8287799428,1621254.2040708307 
 01/13  14:00:00,703802.2144945485,668097.3285959088,711677.8162136268 
 01/13  15:00:00,591892.8964263261,550459.2367385183,615590.8034561287 
 01/13  16:00:00,348727.02595364285,311554.6503419679,411607.1576743897 
 01/13  17:00:00,264634.91462002276,219332.71141726326,478128.4098677479 
 01/13  18:00:00,1447941.7507891716,1395006.1888569403,2172025.1382421525 
 01/13  19:00:00,1808491.6730798003,1757731.6161178825,2724344.5147601403 
 01/13  20:00:00,1954014.4847245384,1905703.1274113713,2850724.989689189 
 01/13  21:00:00,2104436.16281449,2057980.8051126013,3059820.4747381574 
 01/13  22:00:00,2301596.1426030924,2258459.635333458,3398511.4157572323 
 01/13  23:00:00,2420595.364357793,2382373.1834378396,3582020.4366810615 
 01/13  24:00:00,2466586.5715122246,2431601.0464720773,3640716.3240470835 
 01/14  01:00:00,2505710.641531766,2472714.7670739675,3713385.3006904866 
 01/14  02:00:00,2533396.7132677976,2501987.4065216356,3750529.7583694146 
 01/14  03:00:00,2566589.1855067406,2536586.525088426,3800110.6122608823 
 01/14  04:00:00,2609423.2179390304,2582362.544578587,3815883.4050955297 
 01/14  05:00:00,2694121.9463218367,2669104.1869910625,3873527.281069236 
 01/14  06:00:00,2808100.2829786288,2784974.712368802,4048836.7125335243 
 01/14  07:00:00,2910855.680194055,2890594.9719082476,4188946.238350803 
 01/14  08:00:00,2980880.7741466756,2962574.85562382,4253578.922346372 
 01/14  09:00:00,3036056.255138932,3019358.068485374,4307336.824217837 
 01/14  10:00:00,2995956.612854523,2984725.7450656425,4199074.022847563 
 01/14  11:00:00,2657742.232926039,2655202.5350166783,3613657.6180230454 
 01/14  12:00:00,2151302.5928869364,2158266.1586766895,2836835.9355714633 
 01/14  13:00:00,1550594.0172864664,1569126.384797506,1961676.7556518584 
 01/14  14:00:00,1147163.069827684,1166819.368817667,1391688.2250601081 
 01/14  15:00:00,962124.5517134522,977306.8993334363,1211869.225495121 
 01/14  16:00:00,985395.5159223677,995146.323541582,1351324.4681339003 
 01/14  17:00:00,1140679.1536321803,1140254.9211081364,1656072.8309851845 
 01/14  18:00:00,1507751.721768167,1474325.453164082,2161043.6893699346 
 01/14  19:00:00,1592960.051640594,1554939.520256463,2280391.480026639 
 01/14  20:00:00,1658687.021087593,1619157.8646626335,2371369.3980425303 
 01/14  21:00:00,1739411.7158531444,1699267.6667010798,2479253.1398738297 
 01/14  22:00:00,1784920.5612059846,1744359.4048025312,2538363.582345363 
 01/14  23:00:00,1807847.0165496673,1766554.049917382,2567372.7052176646 
 01/14  24:00:00,1759400.9703995683,1716764.3214963728,2507715.999133251 
 01/15  01:00:00,1712371.325231912,1668018.3108131445,2446912.905056754 
 01/15  02:00:00,1725644.3377136742,1680650.570894336,2462093.0430765483 
 01/15  03:00:00,1746262.2619022964,1701026.3559044283,2486091.929810834 
 01/15  04:00:00,1757901.4398540482,1712506.4855643078,2499613.6969838655 
 01/15  05:00:00,1770541.782523733,1724917.7617835188,2514122.4673107304 
 01/15  06:00:00,1813692.6637233733,1768342.2627732174,2569352.77370823 
 01/15  07:00:00,1871911.5468019112,1827251.8332277946,2644080.4924466047 
 01/15  08:00:00,1890485.3466856244,1846252.1452305445,2667899.7609324018 
 01/15  09:00:00,1856863.5118208707,1812931.0383421974,2628043.820706781 
 01/15  10:00:00,1965790.9589844332,1925882.1861918427,2772804.521857095 
 01/15  11:00:00,2282802.1158697694,2249501.9915049095,3176747.330958337 
 01/15  12:00:00,2464410.1641397206,2434211.239748954,3411667.070048336 
 01/15  13:00:00,2421397.182287511,2396458.153471461,3339146.176244073 
 01/15  14:00:00,2182226.0251814188,2165573.313658018,2938390.2791383914 
 01/15  15:00:00,1775514.187807931,1760596.9957078234,2292779.952250176 
 01/15  16:00:00,1338820.0685467161,1321293.3055778078,1788000.7689974525 
 01/15  17:00:00,1136013.2556511222,1110203.2162217298,1798433.243946288 
 01/15  18:00:00,2355995.4295368553,2324442.259406302,3552594.874539201 
 01/15  19:00:00,2640243.619539949,2610383.7294068146,3859351.622216787 
 01/15  20:00:00,2776655.843670411,2749277.261826311,3974553.3923434643 
 01/15  21:00:00,2895951.825518665,2868869.761293823,4163805.847421447 
 01/15  22:00:00,3013216.227987283,2986025.554936399,4362103.465674068 
 01/15  23:00:00,3136036.4717202126,3110569.9178702645,4542721.302052538 
 01/15  24:00:00,3258475.969268912,3235531.0884639807,4724604.767175363 
 01/16  01:00:00,3352124.989438776,3331681.9957262645,4856727.945942428 
 01/16  02:00:00,3444983.975967289,3428334.064687058,4936381.027526556 
