Time,BATIMENT0000000240880189_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],BATIMENT0000000240880189_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],BATIMENT0000000240880189_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],BATIMENT0000000240880189_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],BATIMENT0000000240880189_PART0_F0_DWELLING_0::Des Latent Heat Load [W],BATIMENT0000000240880189_PART0_F0_DWELLING_0::Des Latent Cool Load [W],BATIMENT0000000240880189_PART0_F0_DWELLING_0::Des Latent Heat Mass Flow [kg/s],BATIMENT0000000240880189_PART0_F0_DWELLING_0::Des Latent Cool Mass Flow [kg/s],BATIMENT0000000240880189_PART0_F0_DWELLING_0::Des Heat Load No DOAS [W],BATIMENT0000000240880189_PART0_F0_DWELLING_0::Des Sens Cool Load No DOAS [W],BATIMENT0000000240880189_PART0_F0_DWELLING_0::Des Latent Heat Load No DOAS [W],BATIMENT0000000240880189_PART0_F0_DWELLING_0::Des Latent Cool Load No DOAS [W],BATIMENT0000000240880189_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],BATIMENT0000000240880189_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],BATIMENT0000000240880189_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],BATIMENT0000000240880189_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%]
00:10:00,2.672455E+03,0.000000E+00,8.734285E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999390E+01,3.927731E+01,3.170503E+01,3.930586E+01
00:20:00,2.708499E+03,0.000000E+00,8.852064E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999385E+01,3.928363E+01,3.158534E+01,3.997296E+01
00:30:00,2.747147E+03,0.000000E+00,8.978356E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999381E+01,3.929587E+01,3.146426E+01,4.063621E+01
00:40:00,2.788439E+03,0.000000E+00,9.113286E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999376E+01,3.931392E+01,3.134192E+01,4.129022E+01
00:50:00,2.832398E+03,0.000000E+00,9.256928E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999372E+01,3.933640E+01,3.121819E+01,4.193434E+01
01:00:00,2.879046E+03,0.000000E+00,9.409358E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999369E+01,3.936191E+01,3.109326E+01,4.256815E+01
01:10:00,2.901879E+03,0.000000E+00,9.483968E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999365E+01,3.938940E+01,3.096729E+01,4.319114E+01
01:20:00,2.922879E+03,0.000000E+00,9.552590E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999364E+01,3.941626E+01,3.084812E+01,4.378415E+01
01:30:00,2.942084E+03,0.000000E+00,9.615348E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999362E+01,3.944087E+01,3.073675E+01,4.434441E+01
01:40:00,2.959474E+03,0.000000E+00,9.672174E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999361E+01,3.946305E+01,3.063000E+01,4.488007E+01
01:50:00,2.974942E+03,0.000000E+00,9.722718E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999359E+01,3.948315E+01,3.052492E+01,4.539896E+01
02:00:00,2.988633E+03,0.000000E+00,9.767457E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999358E+01,3.950141E+01,3.042010E+01,4.590529E+01
02:10:00,3.002322E+03,0.000000E+00,9.812191E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999356E+01,3.951844E+01,3.031511E+01,4.640072E+01
02:20:00,3.016195E+03,0.000000E+00,9.857526E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999354E+01,3.953653E+01,3.021448E+01,4.686822E+01
02:30:00,3.030226E+03,0.000000E+00,9.903376E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999352E+01,3.955664E+01,3.011891E+01,4.730313E+01
02:40:00,3.044428E+03,0.000000E+00,9.949784E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999350E+01,3.957861E+01,3.002655E+01,4.771052E+01
02:50:00,3.058901E+03,0.000000E+00,9.997081E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999349E+01,3.960187E+01,2.993560E+01,4.809661E+01
03:00:00,3.073496E+03,0.000000E+00,1.004477E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999347E+01,3.962587E+01,2.984515E+01,4.846551E+01
03:10:00,3.087135E+03,0.000000E+00,1.008934E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999346E+01,3.965025E+01,2.975492E+01,4.881948E+01
