building_id,class,building_tag,footprint_area_m2,levels,height_m,height_source,year_built,layout_state,storey_count,dwelling_count,gross_area_m2,conditioned_area_m2,circulation_pct,eplus_return_code,heating_kwh,eui_kwh_m2,run_seconds
way/292149914,residential,apartments,174.9,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,524.7,524.7,0.0,0.0,57885.2,110.31,841
way/292149915,residential,apartments,59.6,3.0,9.0,storeys x 3.0 m,,ruled,3,5,146.4,146.4,0.0,0.0,10394.4,58.16,366
way/292149916,residential,house,137.6,1.0,3.0,storeys x 3.0 m,,no_idf,,,,,,,,,
way/292149919,residential,house,193.5,3.0,9.0,storeys x 3.0 m,,no_idf,,,,,,,,,
way/293591506,residential,apartments,180.6,4.0,12.0,storeys x 3.0 m,,ruled,4,11,662.2,662.2,0.0,0.0,30987.1,42.9,103
way/293591511,residential,apartments,602.1,7.0,21.0,storeys x 3.0 m,,massing_box,7,0,4217.0,4217.0,0.0,0.0,326505.8,77.43,119
way/293596153,residential,apartments,66.5,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/293596159,residential,apartments,438.7,7.0,21.0,storeys x 3.0 m,,massing_box,7,0,3071.5,3071.5,0.0,0.0,92852.8,30.23,107
way/293596180,residential,apartments,190.8,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/298875931,residential,apartments,127.2,4.0,12.0,storeys x 3.0 m,,ruled,4,6,381.7,381.7,0.0,0.0,21813.4,42.86,65
way/310738147,residential,apartments,430.4,7.0,21.0,storeys x 3.0 m,,massing_box,7,0,3013.0,3013.0,0.0,0.0,239458.0,79.47,1340
way/310738149,residential,apartments,434.9,7.0,21.0,storeys x 3.0 m,,massing_box,7,0,3044.6,3044.6,0.0,0.0,241231.9,79.23,403
way/310738150,residential,apartments,232.6,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,930.6,930.6,0.0,0.0,86852.7,93.33,483
way/310738151,residential,apartments,432.3,7.0,21.0,storeys x 3.0 m,,ruled,7,26,2809.8,2809.8,0.0,0.0,251474.1,83.11,483
way/310738152,residential,apartments,435.3,6.0,18.0,storeys x 3.0 m,,massing_box,6,0,2611.4,2611.4,0.0,0.0,192724.2,73.8,257
way/310738153,residential,apartments,433.1,6.0,18.0,storeys x 3.0 m,,massing_box,6,0,2598.4,2598.4,0.0,0.0,193451.6,74.45,339
way/310738154,residential,apartments,433.8,6.0,18.0,storeys x 3.0 m,,massing_box,6,0,2602.8,2602.8,0.0,0.0,192247.7,73.86,244
way/310738155,residential,apartments,251.0,6.0,18.0,storeys x 3.0 m,,massing_box,6,0,1506.7,1506.7,0.0,0.0,128775.4,85.47,605
way/310738157,residential,apartments,180.3,5.0,15.0,storeys x 3.0 m,,massing_box,5,0,901.4,901.4,0.0,0.0,72815.2,80.78,732
way/310738158,residential,apartments,165.6,6.0,18.0,storeys x 3.0 m,,massing_box,6,0,994.3,994.3,0.0,0.0,102251.1,102.83,150
way/310738159,residential,apartments,253.1,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,759.1,759.1,0.0,0.0,67945.6,89.51,993
way/310738160,residential,apartments,194.6,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,778.5,778.5,0.0,0.0,66365.2,85.25,455
way/310771769,residential,apartments,369.5,7.0,21.0,storeys x 3.0 m,,massing_box,7,0,2586.9,2586.9,0.0,0.0,178187.9,68.88,62
way/310771771,residential,apartments,473.6,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,1895.1,1895.1,0.0,0.0,154090.1,81.31,537
way/310771773,residential,apartments,849.9,7.0,21.0,storeys x 3.0 m,,massing_box,7,0,5949.8,5949.8,0.0,0.0,333908.9,56.12,146
way/310771776,residential,apartments,145.1,4.0,12.0,storeys x 3.0 m,,ruled,4,1,145.1,145.1,0.0,0.0,70708.3,487.16,101
way/310771778,residential,apartments,289.1,6.0,18.0,storeys x 3.0 m,,massing_box,6,0,1734.7,1734.7,0.0,0.0,155623.3,89.71,742
way/310771781,residential,apartments,278.9,7.0,21.0,storeys x 3.0 m,,massing_box,7,0,1952.1,1952.1,0.0,0.0,164215.6,84.12,928
way/310771784,residential,apartments,162.8,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,487.9,487.9,0.0,0.0,85624.7,175.5,760
way/310771790,residential,apartments,271.7,5.0,15.0,storeys x 3.0 m,,massing_box,5,0,1358.8,1358.8,0.0,0.0,130027.4,95.69,112
way/310771792,residential,apartments,409.2,8.0,24.0,storeys x 3.0 m,,massing_box,8,0,3274.2,3274.2,0.0,0.0,280059.0,85.54,834
way/310771803,residential,apartments,204.8,5.0,15.0,storeys x 3.0 m,,massing_box,5,0,1023.9,1023.9,0.0,0.0,120282.5,117.48,666
way/310771805,residential,apartments,253.8,5.0,15.0,storeys x 3.0 m,,massing_box,5,0,1268.6,1268.6,0.0,0.0,113810.0,89.72,626
way/310771813,residential,apartments,203.7,5.0,15.0,storeys x 3.0 m,,massing_box,5,0,1018.2,1018.2,0.0,0.0,89526.6,87.93,815
way/310771815,residential,apartments,69.3,3.0,9.0,storeys x 3.0 m,,ruled,3,3,208.0,208.0,0.0,0.0,10025.8,48.2,126
way/310771818,residential,apartments,200.7,6.0,18.0,storeys x 3.0 m,,massing_box,6,0,1203.6,1203.6,0.0,0.0,39900.6,33.15,960
way/310771820,residential,apartments,141.0,4.0,12.0,storeys x 3.0 m,,ruled,4,12,564.1,564.1,0.0,0.0,30632.7,54.3,172
way/310771821,residential,apartments,232.2,3.0,9.0,storeys x 3.0 m,,ruled,3,1,232.2,232.2,0.0,0.0,64418.4,277.44,29
way/310774080,residential,apartments,318.2,5.0,15.0,storeys x 3.0 m,,massing_box,5,0,1590.8,1590.8,0.0,0.0,120786.6,75.93,449
way/310775064,residential,apartments,368.2,5.0,15.0,storeys x 3.0 m,,massing_box,5,0,1840.9,1840.9,0.0,0.0,132422.1,71.93,343
way/310775068,residential,apartments,326.6,5.0,15.0,storeys x 3.0 m,,massing_box,5,0,1633.2,1633.2,0.0,0.0,54072.7,33.11,36
way/310775071,residential,apartments,458.0,8.0,24.0,storeys x 3.0 m,,massing_box,8,0,3663.5,3663.5,0.0,0.0,236756.0,64.63,199
way/310775072,residential,apartments,416.7,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,1666.7,1666.7,0.0,0.0,129469.1,77.68,101
way/310775075,residential,apartments,332.4,8.0,24.0,storeys x 3.0 m,,massing_box,8,0,2659.2,2659.2,0.0,0.0,148681.3,55.91,161
way/310775076,residential,apartments,477.2,9.0,27.0,storeys x 3.0 m,,massing_box,9,0,4295.4,4295.4,0.0,0.0,248613.6,57.88,54
way/311159684,residential,apartments,178.9,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,536.6,536.6,0.0,0.0,60459.3,112.67,333
way/311159685,residential,apartments,186.2,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,558.7,558.7,0.0,0.0,29446.2,52.71,527
way/311159688,residential,apartments,541.4,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,1623.9,1623.9,0.0,0.0,77776.6,47.89,1020
way/311159689,residential,apartments,172.1,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,688.0,688.0,0.0,0.0,53683.8,78.02,129
way/311159690,residential,apartments,302.1,2.0,6.0,storeys x 3.0 m,,massing_box,2,0,604.1,604.1,0.0,0.0,76854.0,127.22,271
way/311159691,residential,apartments,151.6,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,455.4,455.4,0.0,0.0,42100.6,92.45,106
way/311159692,residential,apartments,214.4,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,857.4,857.4,0.0,0.0,84154.7,98.15,212
way/311161162,residential,apartments,218.1,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,872.3,872.3,0.0,0.0,32399.5,37.14,712
way/311161163,residential,apartments,153.6,3.0,9.0,storeys x 3.0 m,,ruled,3,12,460.8,460.8,0.0,0.0,66183.4,143.64,851
way/311161164,residential,apartments,200.9,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,803.0,803.0,0.0,0.0,31820.3,39.63,84
way/311161165,residential,apartments,184.0,2.0,6.0,storeys x 3.0 m,,ruled,2,1,184.0,184.0,0.0,0.0,43820.1,238.16,57
way/311161166,residential,apartments,52.7,3.0,9.0,storeys x 3.0 m,,ruled,3,3,158.0,158.0,0.0,0.0,12835.6,81.22,48
way/311162657,residential,apartments,93.0,2.0,6.0,storeys x 3.0 m,,ruled,2,1,93.0,93.0,0.0,0.0,27312.3,293.73,81
way/311162658,residential,apartments,251.4,7.0,21.0,storeys x 3.0 m,,massing_box,7,0,1759.4,1759.4,0.0,0.0,122517.5,69.63,102
way/311162659,residential,apartments,121.7,2.0,6.0,storeys x 3.0 m,,ruled,2,1,121.7,121.7,0.0,0.0,28076.5,230.74,64
way/311162660,residential,apartments,511.5,7.0,21.0,storeys x 3.0 m,,massing_box,7,0,3581.0,3581.0,0.0,0.0,197283.2,55.09,70
way/311162661,residential,apartments,147.1,6.0,18.0,storeys x 3.0 m,,ruled,6,19,698.9,698.9,0.0,0.0,37461.1,42.43,219
way/311162662,residential,apartments,514.8,7.0,21.0,storeys x 3.0 m,,massing_box,7,0,3603.6,3603.6,0.0,0.0,197830.4,54.9,29
way/311162663,residential,apartments,509.6,7.0,21.0,storeys x 3.0 m,,massing_box,7,0,3566.6,3566.6,0.0,0.0,209436.0,58.72,61
way/311168052,residential,apartments,236.9,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,710.4,710.4,0.0,0.0,86806.8,122.19,480
way/311431848,residential,apartments,298.0,5.0,15.0,storeys x 3.0 m,,ruled,5,1,298.0,298.0,0.0,0.0,129986.0,436.25,100
way/311431849,residential,apartments,451.5,5.0,15.0,storeys x 3.0 m,,ruled,5,1,451.5,451.5,0.0,0.0,239161.2,529.67,254
way/311431851,residential,apartments,113.0,7.0,21.0,storeys x 3.0 m,,ruled,6,6,677.8,677.8,0.0,0.0,39900.6,58.87,72
way/311431852,residential,apartments,632.6,6.0,18.0,storeys x 3.0 m,,ruled,6,34,3584.4,3584.4,0.0,0.0,330558.1,87.1,1125
way/311431853,residential,apartments,309.7,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,1238.8,1238.8,0.0,0.0,118005.8,95.26,462
way/311586300,residential,apartments,244.1,5.0,15.0,storeys x 3.0 m,,massing_box,5,0,1219.6,1219.6,0.0,0.0,125604.1,102.99,375
way/311595043,residential,apartments,266.4,7.0,21.0,storeys x 3.0 m,,massing_box,7,0,1865.5,1865.5,0.0,0.0,152277.4,81.63,256
way/311595045,residential,apartments,236.3,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,945.4,945.4,0.0,0.0,93912.3,99.34,829
way/311595048,residential,apartments,360.4,7.0,21.0,storeys x 3.0 m,,massing_box,7,0,2522.8,2522.8,0.0,0.0,205848.9,81.6,623
way/311602374,residential,apartments,106.7,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,426.9,426.9,0.0,0.0,32538.2,76.22,81
way/311968161,residential,apartments,137.3,5.0,15.0,storeys x 3.0 m,,massing_box,5,0,686.7,686.7,0.0,0.0,64129.8,93.39,309
way/311968162,residential,apartments,276.2,5.0,15.0,storeys x 3.0 m,,massing_box,5,0,1381.1,1381.1,0.0,0.0,176293.9,127.65,601
way/311968163,residential,apartments,182.8,5.0,15.0,storeys x 3.0 m,,no_idf,,,,,,,,,
way/322742247,residential,apartments,459.5,7.0,21.0,storeys x 3.0 m,,massing_box,7,0,3214.3,3214.3,0.0,0.0,226734.1,70.54,256
way/322742249,residential,apartments,112.4,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,449.7,449.7,0.0,0.0,49704.6,110.54,1025
way/322742251,residential,apartments,312.1,5.0,15.0,storeys x 3.0 m,,massing_box,5,0,1560.4,1560.4,0.0,0.0,122136.2,78.27,1186
way/322742254,residential,apartments,107.4,3.0,9.0,storeys x 3.0 m,,ruled,3,1,107.4,107.4,0.0,0.0,41500.4,386.37,393
way/322742256,residential,apartments,341.2,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,1024.1,1024.1,0.0,0.0,110219.6,107.63,494
way/322742257,residential,apartments,160.2,4.0,12.0,storeys x 3.0 m,,ruled,4,16,641.0,641.0,0.0,0.0,96716.5,150.89,1953
way/322742258,residential,apartments,575.6,5.0,15.0,storeys x 3.0 m,,massing_box,5,0,2877.4,2877.4,0.0,0.0,96075.2,33.39,1115
way/322742259,residential,apartments,355.0,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,1064.5,1064.5,0.0,0.0,135088.4,126.91,159
way/322742263,residential,apartments,162.7,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,650.9,650.9,0.0,0.0,58925.3,90.52,639
way/322742264,residential,apartments,185.5,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,741.9,741.9,0.0,0.0,76515.6,103.14,317
way/322742265,residential,apartments,375.5,7.0,21.0,storeys x 3.0 m,,massing_box,7,0,2627.4,2627.4,0.0,0.0,206995.8,78.78,2241
way/333138109,residential,apartments,152.1,2.0,6.0,storeys x 3.0 m,,ruled,2,1,152.1,152.1,0.0,0.0,33611.1,220.96,145
way/333138111,residential,apartments,519.5,5.0,15.0,storeys x 3.0 m,,massing_box,5,0,2597.7,2597.7,0.0,0.0,225559.8,86.83,369
way/333138113,residential,apartments,366.2,7.0,21.0,storeys x 3.0 m,,no_idf,,,,,,,,,
way/333138116,residential,apartments,217.9,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,653.7,653.7,0.0,0.0,93916.1,143.66,396
way/333138121,residential,apartments,96.6,5.0,15.0,storeys x 3.0 m,,massing_box,5,0,289.9,289.9,0.0,0.0,15212.0,52.47,136
way/333138124,residential,apartments,500.5,6.0,18.0,storeys x 3.0 m,,massing_box,6,0,3003.2,3003.2,0.0,0.0,205182.4,68.32,62
way/333138127,residential,apartments,334.1,5.0,15.0,storeys x 3.0 m,,massing_box,5,0,1670.6,1670.6,0.0,0.0,63214.5,37.84,440
way/333138128,residential,apartments,479.6,7.0,21.0,storeys x 3.0 m,,massing_box,7,0,3356.4,3356.4,0.0,0.0,218281.3,65.04,42
way/333138129,residential,apartments,129.2,3.0,9.0,storeys x 3.0 m,,ruled,3,4,258.3,258.3,0.0,0.0,23877.7,61.62,45
way/333138130,residential,apartments,1177.7,7.0,21.0,storeys x 3.0 m,,massing_box,7,0,8244.1,8244.1,0.0,0.0,521845.8,63.3,61
way/333138131,residential,apartments,84.5,4.0,12.0,storeys x 3.0 m,,ruled,4,7,295.6,295.6,0.0,0.0,15331.8,45.38,183
way/333138132,residential,apartments,266.9,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/333138134,residential,apartments,262.0,5.0,15.0,storeys x 3.0 m,,massing_box,5,0,1310.6,1310.6,0.0,0.0,121060.6,92.37,265
way/333138136,residential,apartments,869.9,8.0,24.0,storeys x 3.0 m,,massing_box,8,0,6958.9,6958.9,0.0,0.0,439282.0,63.12,377
way/340701289,residential,apartments,161.4,1.0,3.0,storeys x 3.0 m,,ruled,1,5,161.4,161.4,0.0,0.0,14836.9,91.94,317
way/340701292,residential,house,40.5,2.0,6.0,storeys x 3.0 m,,no_idf,,,,,,,,,
way/340701293,residential,residential,51.8,2.0,6.0,storeys x 3.0 m,,no_idf,,,,,,,,,
way/380242656,residential,apartments,1151.7,6.0,18.0,storeys x 3.0 m,,massing_box,6,0,6911.6,6911.6,0.0,0.0,418311.4,60.52,182
way/380242657,residential,apartments,1232.2,6.0,18.0,storeys x 3.0 m,,massing_box,6,0,7393.1,7393.1,0.0,0.0,427730.7,57.85,497
way/380242658,residential,apartments,142.3,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,427.0,427.0,0.0,0.0,17097.2,40.04,530
way/380242662,residential,apartments,207.8,5.0,15.0,storeys x 3.0 m,,massing_box,5,0,1038.6,1038.6,0.0,0.0,41210.9,39.68,122
way/380242663,residential,apartments,45.7,3.0,9.0,storeys x 3.0 m,,ruled,3,1,45.7,45.7,0.0,0.0,19441.0,425.21,42
way/380242664,residential,apartments,58.8,1.0,3.0,storeys x 3.0 m,,ruled,1,1,58.8,58.8,0.0,0.0,11423.7,194.43,25
way/380242665,residential,apartments,64.4,4.0,12.0,storeys x 3.0 m,,ruled,3,3,193.2,193.2,0.0,0.0,23078.7,119.45,75
way/380242666,residential,apartments,109.8,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,439.2,439.2,0.0,0.0,20905.9,47.6,77
way/380242668,residential,apartments,82.0,2.0,6.0,storeys x 3.0 m,,massing_box,2,0,164.1,164.1,0.0,0.0,29252.9,178.24,128
way/380242669,residential,apartments,416.1,7.0,21.0,storeys x 3.0 m,,massing_box,7,0,2912.4,2912.4,0.0,0.0,225755.2,77.51,394
way/380242671,residential,apartments,371.9,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,1488.6,1488.6,0.0,0.0,67161.6,45.12,235
way/380242672,residential,apartments,138.0,4.0,12.0,storeys x 3.0 m,,ruled,4,5,344.9,344.9,0.0,0.0,21791.5,39.49,53
way/388485179,residential,apartments,305.4,3.0,9.0,storeys x 3.0 m,,ruled,3,1,305.4,305.4,0.0,0.0,85460.2,279.83,156
way/388485182,residential,apartments,764.8,7.0,21.0,storeys x 3.0 m,,massing_box,7,0,5351.1,5351.1,0.0,0.0,357267.8,66.77,883
way/388485183,residential,apartments,334.6,3.0,9.0,storeys x 3.0 m,,ruled,3,4,395.4,395.4,0.0,0.0,68756.0,68.5,425
way/388485186,residential,apartments,270.8,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,811.9,811.9,0.0,0.0,37255.5,45.88,206
way/388485189,residential,apartments,140.2,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,561.3,561.3,0.0,0.0,55980.9,99.73,184
way/388485191,residential,apartments,475.8,7.0,21.0,storeys x 3.0 m,,ruled,7,38,3013.3,3013.3,0.0,0.0,276548.8,83.04,691
way/388485193,residential,apartments,266.5,2.0,6.0,storeys x 3.0 m,,massing_box,2,0,533.1,533.1,0.0,0.0,64485.6,120.96,138
way/388485194,residential,apartments,557.9,8.0,24.0,storeys x 3.0 m,,massing_box,8,0,4464.2,4464.2,0.0,0.0,275241.5,61.65,94
way/388485196,residential,apartments,291.8,7.0,21.0,storeys x 3.0 m,,massing_box,7,0,2041.8,2041.8,0.0,0.0,144463.1,70.75,143
way/388485198,residential,apartments,332.9,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,998.7,998.7,0.0,0.0,77869.3,77.97,204
way/388485200,residential,apartments,281.9,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,1128.1,1128.1,0.0,0.0,98624.1,87.43,99
way/388485201,residential,apartments,399.1,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,1197.3,1197.3,0.0,0.0,55889.7,46.68,142
way/388485203,residential,apartments,347.9,7.0,21.0,storeys x 3.0 m,,massing_box,7,0,2436.0,2436.0,0.0,0.0,158985.1,65.27,271
way/388485205,residential,apartments,121.1,3.0,9.0,storeys x 3.0 m,,ruled,3,5,302.8,302.8,0.0,0.0,45631.0,125.56,199
way/389587830,residential,apartments,1068.0,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,3203.9,3203.9,0.0,0.0,276189.7,86.2,544
way/389587831,residential,apartments,357.6,3.0,9.0,storeys x 3.0 m,,ruled,3,1,357.6,357.6,0.0,0.0,122013.1,341.25,79
way/389587832,residential,apartments,246.2,3.0,9.0,storeys x 3.0 m,,ruled,3,1,246.2,246.2,0.0,0.0,81096.7,329.41,62
way/389587833,residential,apartments,239.2,2.0,6.0,storeys x 3.0 m,,ruled,2,1,239.2,239.2,0.0,0.0,55626.2,232.51,67
way/389587834,residential,apartments,121.6,3.0,9.0,storeys x 3.0 m,,ruled,3,1,121.6,121.6,0.0,0.0,17667.5,145.34,40
way/389587835,residential,apartments,475.7,2.0,6.0,storeys x 3.0 m,,ruled,2,1,475.7,475.7,0.0,0.0,113140.4,237.83,40
way/391270217,residential,apartments,325.3,2.0,6.0,storeys x 3.0 m,,massing_box,2,0,650.1,650.1,0.0,0.0,35898.0,55.22,90
way/391270218,residential,apartments,536.9,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,1610.7,1610.7,0.0,0.0,128743.4,79.93,40
way/391270219,residential,apartments,1049.5,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,4197.9,4197.9,0.0,0.0,293400.6,69.89,70
way/391270220,residential,apartments,843.4,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,3373.7,3373.7,0.0,0.0,235925.8,69.93,40
way/391270221,residential,apartments,339.9,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,1359.6,1359.6,0.0,0.0,58275.3,42.86,298
way/391270222,residential,apartments,624.1,5.0,15.0,storeys x 3.0 m,,ruled,5,21,2496.3,2496.3,0.0,0.0,250309.0,80.22,113
way/391270224,residential,apartments,898.0,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,3592.0,3592.0,0.0,0.0,249338.9,69.41,31
way/391275429,residential,apartments,77.3,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,309.5,309.5,0.0,0.0,38323.3,123.83,491
way/391275430,residential,apartments,103.1,3.0,9.0,storeys x 3.0 m,,ruled,2,2,206.2,206.2,0.0,0.0,28396.0,137.7,567
way/391275431,residential,apartments,82.2,4.0,12.0,storeys x 3.0 m,,ruled,4,6,246.5,246.5,0.0,0.0,13132.6,39.96,335
way/391275432,residential,apartments,59.8,6.0,18.0,storeys x 3.0 m,,ruled,4,4,239.1,239.1,0.0,0.0,16889.8,70.63,235
way/391275433,residential,apartments,299.5,5.0,15.0,storeys x 3.0 m,,ruled,5,12,1198.2,1198.2,0.0,0.0,104628.5,69.86,519
way/391275434,residential,apartments,309.8,5.0,15.0,storeys x 3.0 m,,ruled,5,12,1239.3,1239.3,0.0,0.0,106833.1,68.97,587
way/391275435,residential,apartments,151.7,5.0,15.0,storeys x 3.0 m,,ruled,5,9,682.5,682.5,0.0,0.0,67114.1,88.5,216
way/391276755,residential,apartments,184.2,5.0,15.0,storeys x 3.0 m,,ruled,5,8,736.8,736.8,0.0,0.0,29005.1,31.49,835
way/391276756,residential,apartments,342.0,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,1368.5,1368.5,0.0,0.0,115506.7,84.4,2258
way/391276757,residential,apartments,54.2,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,216.7,216.7,0.0,0.0,9330.3,43.05,133
way/391276758,residential,apartments,267.8,7.0,21.0,storeys x 3.0 m,,massing_box,7,0,1874.7,1874.7,0.0,0.0,69117.4,36.87,864
way/391276759,residential,apartments,151.1,4.0,12.0,storeys x 3.0 m,,ruled,4,7,528.8,528.8,0.0,0.0,24216.1,40.07,440
way/391276760,residential,apartments,96.3,5.0,15.0,storeys x 3.0 m,,ruled,5,8,385.1,385.1,0.0,0.0,14346.3,29.8,92
way/391276761,residential,apartments,252.7,5.0,15.0,storeys x 3.0 m,,ruled,5,8,1010.9,1010.9,0.0,0.0,86985.0,68.84,156
way/391276762,residential,apartments,278.8,7.0,21.0,storeys x 3.0 m,,massing_box,7,0,1950.3,1950.3,0.0,0.0,85347.7,43.76,1370
way/391276763,residential,apartments,233.3,5.0,15.0,storeys x 3.0 m,,ruled,5,9,1050.1,1050.1,0.0,0.0,41773.2,35.8,239
way/391276764,residential,apartments,187.2,7.0,21.0,storeys x 3.0 m,,ruled,7,9,842.1,842.1,0.0,0.0,39126.7,29.87,182
way/391276765,residential,apartments,266.3,1.0,3.0,storeys x 3.0 m,,ruled,1,1,266.3,266.3,0.0,0.0,45093.0,169.31,108
way/391276766,residential,apartments,290.4,7.0,21.0,storeys x 3.0 m,,massing_box,7,0,2032.2,2032.2,0.0,0.0,88957.0,43.77,501
way/391276767,residential,apartments,156.9,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,470.5,470.5,0.0,0.0,43847.7,93.19,299
way/391276768,residential,apartments,537.9,2.0,6.0,storeys x 3.0 m,,ruled,2,1,537.9,537.9,0.0,0.0,58330.1,108.45,98
way/391276770,residential,apartments,944.0,6.0,18.0,storeys x 3.0 m,,no_idf,,,,,,,,,
way/391279228,residential,apartments,853.1,7.0,21.0,storeys x 3.0 m,,massing_box,7,0,5970.4,5970.4,0.0,0.0,194470.9,32.57,550
way/391279229,residential,apartments,801.6,8.0,24.0,storeys x 3.0 m,,massing_box,8,0,6413.0,6413.0,0.0,0.0,158661.7,24.74,292
way/391279232,residential,apartments,121.4,3.0,9.0,storeys x 3.0 m,,ruled,3,1,121.4,121.4,0.0,0.0,29749.8,244.96,64
way/391279233,residential,apartments,138.8,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,555.0,555.0,0.0,0.0,36574.5,65.89,44
way/391279234,residential,apartments,128.1,7.0,21.0,storeys x 3.0 m,,ruled,7,1,128.1,128.1,0.0,0.0,49192.5,383.96,16
way/391279235,residential,house,57.5,2.0,6.0,storeys x 3.0 m,,no_idf,,,,,,,,,
way/391279236,residential,house,55.8,1.0,3.0,storeys x 3.0 m,,no_idf,,,,,,,,,
way/391279239,residential,apartments,144.9,2.0,6.0,storeys x 3.0 m,,ruled,2,1,144.9,144.9,0.0,0.0,38735.1,267.26,115
way/391662735,residential,apartments,710.3,8.0,24.0,storeys x 3.0 m,,massing_box,8,0,5685.5,5685.5,0.0,0.0,365573.0,64.3,23
way/400445219,residential,apartments,251.5,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,754.5,754.5,0.0,0.0,95152.2,126.11,1054
way/400445221,residential,apartments,176.4,5.0,15.0,storeys x 3.0 m,,massing_box,5,0,881.8,881.8,0.0,0.0,80496.4,91.28,2263
way/400445225,residential,apartments,154.4,6.0,18.0,storeys x 3.0 m,,massing_box,6,0,925.9,925.9,0.0,0.0,35362.5,38.19,502
way/400994134,residential,apartments,116.9,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/403642583,residential,apartments,103.9,2.0,6.0,storeys x 3.0 m,,ruled,2,1,103.9,103.9,0.0,0.0,31873.5,306.64,186
way/403642584,residential,apartments,198.1,2.0,6.0,storeys x 3.0 m,,massing_box,2,0,396.3,396.3,0.0,0.0,75364.7,190.19,186
way/403642585,residential,apartments,300.3,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,901.1,901.1,0.0,0.0,43632.4,48.42,1305
way/403642586,residential,apartments,202.7,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/403642587,residential,apartments,111.5,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/403642588,residential,apartments,192.0,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/403642589,residential,apartments,205.9,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/403642590,residential,apartments,208.1,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/403642591,residential,apartments,171.0,3.0,9.0,storeys x 3.0 m,,ruled,2,2,342.0,342.0,0.0,0.0,46312.0,135.4,337
way/403642592,residential,apartments,57.7,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,115.4,115.4,0.0,0.0,18999.3,164.59,158
way/403642593,residential,apartments,86.0,4.0,12.0,storeys x 3.0 m,,ruled,4,4,343.8,343.8,0.0,0.0,16238.6,47.23,197
way/403642594,residential,apartments,93.5,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,280.8,280.8,0.0,0.0,32788.3,116.79,169
way/403642597,residential,apartments,103.0,4.0,12.0,storeys x 3.0 m,,ruled,4,7,360.4,360.4,0.0,0.0,16691.0,40.52,226
way/403855649,residential,apartments,790.3,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,2370.5,2370.5,0.0,0.0,107390.4,45.3,771
