district,building_id,stem,storeys,dwellings_total,observed_max_per_floor,morphology_route,reflex_count,hull_deficit_fraction,min_rotated_width_m,failing_dwelling_count,recorded_fallback_reason,true_fallback_reason,masked,gates_evaluated,wing_failure_detail
ES-MAD-BERRUGUETE,way/956365732,662c0d632b464209,4,15,4,l_shape_decomposition,1,0.176421,22.8356,4,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}]"
ES-MAD-BERRUGUETE,way/956615879,aae906efd037e8df,4,12,3,l_shape_decomposition,3,0.185879,15.5602,3,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}, {""candidate"": 1, ""n_wings"": 4, ""outcome"": ""ALLOCATE_FAILED""}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}, {""candidate"": 1, ""n_wings"": 4, ""outcome"": ""ALLOCATE_FAILED""}]"
ES-MAD-BERRUGUETE,way/957551186,a0027ff526682ba8,3,30,10,,0,0.0,10.3212,,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,False,"[[""DENSITY_CAP"", ""FAILED""]]",
ES-MAD-BERRUGUETE,way/965605243,39b9e0d4f9f62538,5,13,3,l_shape_decomposition,4,0.104133,12.1144,3,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}, {""candidate"": 1, ""n_wings"": 4, ""outcome"": ""ALLOCATE_FAILED""}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}, {""candidate"": 1, ""n_wings"": 4, ""outcome"": ""ALLOCATE_FAILED""}]"
ES-MAD-BERRUGUETE,way/965605244,c14ac6b214fdc195,4,12,3,l_shape_decomposition,3,0.239583,18.739,3,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}, {""candidate"": 1, ""n_wings"": 4, ""outcome"": ""ALLOCATE_FAILED""}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}, {""candidate"": 1, ""n_wings"": 4, ""outcome"": ""ALLOCATE_FAILED""}]"
ES-MAD-BERRUGUETE,way/965605253,41adb818bf17e8e6,1,18,18,,1,0.188199,17.8687,,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,False,"[[""DENSITY_CAP"", ""FAILED""]]",
ES-MAD-BERRUGUETE,way/965605255,c4f87aa3fa8118f7,4,10,3,l_shape_decomposition,3,0.089938,11.8902,3,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}, {""candidate"": 1, ""n_wings"": 4, ""outcome"": ""ALLOCATE_FAILED""}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}, {""candidate"": 1, ""n_wings"": 4, ""outcome"": ""ALLOCATE_FAILED""}]"
ES-MAD-BERRUGUETE,way/965605259,1c61496df7fcd520,5,24,5,l_shape_decomposition,4,0.211209,19.9913,5,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""WING_FAILED"", ""failed_wing_indices"": [0], ""failed_wing_reasons"": [""L_SHAPE_DECOMPOSITION_FAILED""], ""failed_wing_routes"": [""l_shape_decomposition""]}, {""candidate"": 1, ""n_wings"": 4, ""outcome"": ""COMBINE_FAILED""}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""WING_FAILED"", ""failed_wing_indices"": [0], ""failed_wing_reasons"": [""L_SHAPE_DECOMPOSITION_FAILED""], ""failed_wing_routes"": [""l_shape_decomposition""]}, {""candidate"": 1, ""n_wings"": 4, ""outcome"": ""COMBINE_FAILED""}]"
ES-MAD-BERRUGUETE,way/965718572,e6953ae69b9bc2d1,4,29,8,l_shape_decomposition,5,0.143144,25.5702,8,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""WING_FAILED"", ""failed_wing_indices"": [0], ""failed_wing_reasons"": [""L_SHAPE_DECOMPOSITION_FAILED""], ""failed_wing_routes"": [""l_shape_decomposition""]}, {""candidate"": 1, ""n_wings"": 4, ""outcome"": ""WING_FAILED"", ""failed_wing_indices"": [0], ""failed_wing_reasons"": [""L_SHAPE_DECOMPOSITION_FAILED""], ""failed_wing_routes"": [""l_shape_decomposition""]}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""WING_FAILED"", ""failed_wing_indices"": [0], ""failed_wing_reasons"": [""L_SHAPE_DECOMPOSITION_FAILED""], ""failed_wing_routes"": [""l_shape_decomposition""]}, {""candidate"": 1, ""n_wings"": 4, ""outcome"": ""WING_FAILED"", ""failed_wing_indices"": [0], ""failed_wing_reasons"": [""L_SHAPE_DECOMPOSITION_FAILED""], ""failed_wing_routes"": [""l_shape_decomposition""]}]"
ES-MAD-BERRUGUETE,way/966274052,23e6d67d205f3a64,3,14,5,l_shape_decomposition,6,0.40741,17.5425,5,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""WING_FAILED"", ""failed_wing_indices"": [0], ""failed_wing_reasons"": [""L_SHAPE_DECOMPOSITION_FAILED""], ""failed_wing_routes"": [""l_shape_decomposition""]}, {""candidate"": 1, ""n_wings"": 4, ""outcome"": ""COMBINE_FAILED""}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""WING_FAILED"", ""failed_wing_indices"": [0], ""failed_wing_reasons"": [""L_SHAPE_DECOMPOSITION_FAILED""], ""failed_wing_routes"": [""l_shape_decomposition""]}, {""candidate"": 1, ""n_wings"": 4, ""outcome"": ""COMBINE_FAILED""}]"
ES-MAD-BERRUGUETE,way/968439455,5b887f063931b1b3,8,38,5,l_shape_decomposition,6,0.366162,34.5601,5,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""WING_FAILED"", ""failed_wing_indices"": [0], ""failed_wing_reasons"": [""L_SHAPE_DECOMPOSITION_FAILED""], ""failed_wing_routes"": [""l_shape_decomposition""]}, {""candidate"": 1, ""n_wings"": 4, ""outcome"": ""COMBINE_FAILED""}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""WING_FAILED"", ""failed_wing_indices"": [0], ""failed_wing_reasons"": [""L_SHAPE_DECOMPOSITION_FAILED""], ""failed_wing_routes"": [""l_shape_decomposition""]}, {""candidate"": 1, ""n_wings"": 4, ""outcome"": ""COMBINE_FAILED""}]"
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879409_part0,1accccf0361d6708,5,29,6,l_shape_decomposition,1,0.120268,20.6492,6,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}]"
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879419_part0,ddece8a8b1d73216,8,31,4,l_shape_decomposition,1,0.070653,19.9069,4,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}]"
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879449_part0,78016113b937980a,6,69,12,,0,-0.0,22.8867,,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,False,"[[""DENSITY_CAP"", ""FAILED""]]",
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879459_part0,b98975b1ef8a396e,5,69,14,,0,0.007008,18.0098,,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,False,"[[""DENSITY_CAP"", ""FAILED""]]",
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879492_part0,551c6c1a53265fe4,5,29,6,courtyard_secondary,0,0.031897,14.8026,6,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, 1 failed""]]","[{""wing_index"": 3, ""true_reason"": ""L_SHAPE_DECOMPOSITION_FAILED"", ""route"": ""l_shape_decomposition""}]"
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879534_part0,b2d90c2cba300225,7,29,5,l_shape_decomposition,1,0.032049,12.5107,5,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}]"
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879546_part0,e28ec615b44a9747,6,69,12,,0,0.0,13.5859,,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,False,"[[""DENSITY_CAP"", ""FAILED""]]",
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879572_part0,2d3c328e75582f8a,7,34,5,l_shape_decomposition,1,0.167161,16.391,5,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}]"
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879644_part0,93b3378da9f2b790,5,69,14,,1,0.055532,18.765,,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,False,"[[""DENSITY_CAP"", ""FAILED""]]",
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879669_part0,8b07e3be0ba150ce,5,29,6,l_shape_decomposition,1,0.147857,13.3329,6,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}]"
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879789_part0,7a4a231f7d4e6847,6,26,5,l_shape_decomposition,1,0.080995,18.6495,5,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}]"
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879972_part0,197fe0f989eef556,7,29,5,l_shape_decomposition,2,0.065894,15.7035,5,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}, {""candidate"": 1, ""n_wings"": 3, ""outcome"": ""COMBINE_FAILED""}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}, {""candidate"": 1, ""n_wings"": 3, ""outcome"": ""COMBINE_FAILED""}]"
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879975_part0,70310cca6f2ddaca,7,29,5,l_shape_decomposition,2,0.056026,15.4746,5,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}, {""candidate"": 1, ""n_wings"": 3, ""outcome"": ""COMBINE_FAILED""}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}, {""candidate"": 1, ""n_wings"": 3, ""outcome"": ""COMBINE_FAILED""}]"
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879983_part0,560ea001cad65113,6,29,5,l_shape_decomposition,1,0.037614,13.5093,5,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}]"
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879986_part0,cdbea91ddb2fb704,5,29,6,l_shape_decomposition,4,0.093037,17.6242,6,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""WING_FAILED"", ""failed_wing_indices"": [0], ""failed_wing_reasons"": [""L_SHAPE_DECOMPOSITION_FAILED""], ""failed_wing_routes"": [""l_shape_decomposition""]}, {""candidate"": 1, ""n_wings"": 4, ""outcome"": ""COMBINE_FAILED""}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""WING_FAILED"", ""failed_wing_indices"": [0], ""failed_wing_reasons"": [""L_SHAPE_DECOMPOSITION_FAILED""], ""failed_wing_routes"": [""l_shape_decomposition""]}, {""candidate"": 1, ""n_wings"": 4, ""outcome"": ""COMBINE_FAILED""}]"
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879992_part0,132b99ec4969a8e2,6,29,5,courtyard_secondary,0,0.049916,19.9489,5,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, all emitted""], [""COURTYARD_COMBINE"", ""FAILED""]]",
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879995_part0,7be190fcbab6d34b,7,34,5,l_shape_decomposition,6,0.255128,24.5038,5,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""WING_FAILED"", ""failed_wing_indices"": [0], ""failed_wing_reasons"": [""L_SHAPE_DECOMPOSITION_FAILED""], ""failed_wing_routes"": [""l_shape_decomposition""]}, {""candidate"": 1, ""n_wings"": 4, ""outcome"": ""COMBINE_FAILED""}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""WING_FAILED"", ""failed_wing_indices"": [0], ""failed_wing_reasons"": [""L_SHAPE_DECOMPOSITION_FAILED""], ""failed_wing_routes"": [""l_shape_decomposition""]}, {""candidate"": 1, ""n_wings"": 4, ""outcome"": ""COMBINE_FAILED""}]"
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880001_part0,dbe8bc09714518b2,4,12,3,l_shape_decomposition,4,0.121731,14.8814,3,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}, {""candidate"": 1, ""n_wings"": 4, ""outcome"": ""ALLOCATE_FAILED""}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}, {""candidate"": 1, ""n_wings"": 4, ""outcome"": ""ALLOCATE_FAILED""}]"
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880008_part0,904e99ffe795e9a7,6,29,5,l_shape_decomposition,1,0.070853,16.736,5,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}]"
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880015_part0,95b91659d32a92bf,6,31,6,l_shape_decomposition,1,0.224971,18.7588,6,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}]"
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880044_part0,458ffd366f2239c3,8,69,9,,4,0.171548,28.473,,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,False,"[[""DENSITY_CAP"", ""FAILED""]]",
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880100_part0,256113c658d3be3d,6,69,12,,5,0.122027,16.2475,,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,False,"[[""DENSITY_CAP"", ""FAILED""]]",
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880130_part0,04793e21b677f004,6,29,5,l_shape_decomposition,1,0.080482,14.381,5,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}, {""candidate"": 1, ""n_wings"": 3, ""outcome"": ""COMBINE_FAILED""}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}, {""candidate"": 1, ""n_wings"": 3, ""outcome"": ""COMBINE_FAILED""}]"
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880186_part0,04b0c5f6ca052547,8,69,9,,2,0.164686,19.518,,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,False,"[[""DENSITY_CAP"", ""FAILED""]]",
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880192_part0,770d0700613b5698,7,29,5,l_shape_decomposition,3,0.153687,16.8484,5,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""WING_FAILED"", ""failed_wing_indices"": [0], ""failed_wing_reasons"": [""L_SHAPE_DECOMPOSITION_FAILED""], ""failed_wing_routes"": [""l_shape_decomposition""]}, {""candidate"": 1, ""n_wings"": 4, ""outcome"": ""COMBINE_FAILED""}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""WING_FAILED"", ""failed_wing_indices"": [0], ""failed_wing_reasons"": [""L_SHAPE_DECOMPOSITION_FAILED""], ""failed_wing_routes"": [""l_shape_decomposition""]}, {""candidate"": 1, ""n_wings"": 4, ""outcome"": ""COMBINE_FAILED""}]"
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880201_part0,e3910ac605997bd2,1,8,8,point_block_grid,0,0.0,7.0615,8,NARROW_FOOTPRINT_LT_8M,INSUFFICIENT_EXTERIOR_FACADE_LT_2_50M,True,"[[""MORPHOLOGY_CLASSIFY"", ""point_block_grid""], [""REGULARIZATION_AREA_DELTA"", ""PASSED""], [""GRID_LAYOUT"", ""FAILED:INSUFFICIENT_EXTERIOR_FACADE_LT_2_50M""]]",
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880205_part0,93aa0494583da195,7,69,10,,7,0.154397,24.5245,,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,False,"[[""DENSITY_CAP"", ""FAILED""]]",
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880213_part0,9957f70e1d3b52c0,7,29,5,l_shape_decomposition,1,0.079436,21.7488,5,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}]"
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880245_part0,fb30d44cdd363edf,3,8,3,l_shape_decomposition,2,0.20199,8.4741,3,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}, {""candidate"": 1, ""n_wings"": 3, ""outcome"": ""COMBINE_FAILED""}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}, {""candidate"": 1, ""n_wings"": 3, ""outcome"": ""COMBINE_FAILED""}]"
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880246_part0,ec290b6c77696dec,5,29,6,l_shape_decomposition,3,0.050429,8.8505,6,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}, {""candidate"": 1, ""n_wings"": 4, ""outcome"": ""COMBINE_FAILED""}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}, {""candidate"": 1, ""n_wings"": 4, ""outcome"": ""COMBINE_FAILED""}]"
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880254_part0,538662d1918b2e9b,7,29,5,l_shape_decomposition,1,0.068161,15.329,5,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}]"
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880340_part0,b92d6ebb4ba802bf,7,29,5,l_shape_decomposition,1,0.18035,12.0879,5,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""COMBINE_FAILED""}]"
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880346_part0,6f05447122a778f7,6,29,5,l_shape_decomposition,3,0.242653,15.0025,5,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", [{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""WING_FAILED"", ""failed_wing_indices"": [0], ""failed_wing_reasons"": [""L_SHAPE_DECOMPOSITION_FAILED""], ""failed_wing_routes"": [""l_shape_decomposition""]}]]]","[{""candidate"": 0, ""n_wings"": 2, ""outcome"": ""WING_FAILED"", ""failed_wing_indices"": [0], ""failed_wing_reasons"": [""L_SHAPE_DECOMPOSITION_FAILED""], ""failed_wing_routes"": [""l_shape_decomposition""]}]"
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880347_part0,a07ff82395860018,5,29,6,l_shape_decomposition,2,0.234289,15.5308,6,L_SHAPE_DECOMPOSITION_FAILED,L_SHAPE_DECOMPOSITION_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""l_shape_decomposition""], [""L_SHAPE_WING_CANDIDATES"", []]]",
