district,building_id,stem,storeys,dwellings_total,observed_max_per_floor,morphology_route,reflex_count,hull_deficit_fraction,min_rotated_width_m,failing_dwelling_count,recorded_fallback_reason,true_fallback_reason,masked,gates_evaluated,wing_failure_detail
ES-MAD-BERRUGUETE,relation/12707193,70c09d03c00aaeb5,4,25,7,courtyard_secondary,0,0.257334,14.3774,7,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, 1 failed""]]","[{""wing_index"": 0, ""true_reason"": ""INTERIOR_RING_COURTYARD_UNFOLD_FAILED"", ""route"": ""courtyard_secondary""}]"
ES-MAD-BERRUGUETE,relation/12707194,ef9158b002b048ed,4,21,6,courtyard_secondary,0,0.090254,15.4203,6,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, all emitted""], [""COURTYARD_COMBINE"", ""FAILED""]]",
ES-MAD-BERRUGUETE,relation/12707195,4a3cf6b3b80ba8ee,2,6,3,courtyard_secondary,0,0.271538,11.2002,3,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_ALLOCATE_WING_COUNTS"", ""RAISED""]]",
ES-MAD-BERRUGUETE,relation/12713025,77bd02d23440ce54,3,17,6,courtyard_secondary,0,0.083342,15.8809,6,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, all emitted""], [""COURTYARD_COMBINE"", ""FAILED""]]",
ES-MAD-BERRUGUETE,relation/12713026,452f921168d22895,3,8,3,courtyard_secondary,0,0.158825,19.2632,3,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_ALLOCATE_WING_COUNTS"", ""RAISED""]]",
ES-MAD-BERRUGUETE,relation/12725306,cf6d326094b66d37,3,8,3,courtyard_secondary,0,0.171044,16.3962,3,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_ALLOCATE_WING_COUNTS"", ""RAISED""]]",
ES-MAD-BERRUGUETE,relation/12743488,8646e385d56d94f9,5,15,3,courtyard_secondary,0,0.122451,13.6875,3,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_ALLOCATE_WING_COUNTS"", ""RAISED""]]",
ES-MAD-BERRUGUETE,relation/12765477,d634186e5eec2148,5,22,5,courtyard_secondary,0,0.19808,19.918,5,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, all emitted""], [""COURTYARD_COMBINE"", ""FAILED""]]",
ES-MAD-BERRUGUETE,relation/12765478,634a622529b8455a,6,34,6,courtyard_secondary,0,0.188585,19.9356,6,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, all emitted""], [""COURTYARD_COMBINE"", ""FAILED""]]",
ES-MAD-BERRUGUETE,relation/12771675,d7bef8de84c0c135,3,12,4,courtyard_secondary,0,0.095861,11.6455,4,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, all emitted""], [""COURTYARD_COMBINE"", ""FAILED""]]",
ES-MAD-BERRUGUETE,relation/12800463,b56c88c9dbd87279,5,29,6,courtyard_secondary,0,0.180294,14.443,6,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, 1 failed""]]","[{""wing_index"": 3, ""true_reason"": ""INTERIOR_RING_COURTYARD_UNFOLD_FAILED"", ""route"": ""courtyard_secondary""}]"
ES-MAD-BERRUGUETE,relation/12800464,919157f68be36042,5,39,8,courtyard_secondary,0,0.147288,17.2549,8,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, 1 failed""]]","[{""wing_index"": 2, ""true_reason"": ""INTERIOR_RING_COURTYARD_UNFOLD_FAILED"", ""route"": ""courtyard_secondary""}]"
ES-MAD-BERRUGUETE,relation/12800465,890016e14f4ecc5e,5,28,6,courtyard_secondary,0,0.130723,15.3346,6,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, 1 failed""]]","[{""wing_index"": 2, ""true_reason"": ""INTERIOR_RING_COURTYARD_UNFOLD_FAILED"", ""route"": ""courtyard_secondary""}]"
ES-MAD-BERRUGUETE,relation/12803889,cc41d0f84f68ceda,4,45,12,,0,0.032325,15.2545,,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,False,"[[""DENSITY_CAP"", ""FAILED""]]",
ES-MAD-BERRUGUETE,relation/12803902,08e084e234959ba2,4,44,11,,0,0.173969,15.5847,,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,False,"[[""DENSITY_CAP"", ""FAILED""]]",
ES-MAD-BERRUGUETE,relation/12818819,919761afea1827b3,4,31,8,courtyard_secondary,0,0.192858,21.7376,8,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, 2 failed""]]","[{""wing_index"": 2, ""true_reason"": ""L_SHAPE_DECOMPOSITION_FAILED"", ""route"": ""l_shape_decomposition""}, {""wing_index"": 3, ""true_reason"": ""L_SHAPE_DECOMPOSITION_FAILED"", ""route"": ""l_shape_decomposition""}]"
ES-MAD-BERRUGUETE,relation/12837456,f039875e129dcd1c,2,8,4,courtyard_secondary,0,0.10027,12.7336,4,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, all emitted""], [""COURTYARD_COMBINE"", ""FAILED""]]",
ES-MAD-BERRUGUETE,relation/12863111,dc4c8768bb34abb7,5,41,9,,0,0.096235,23.4604,,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,False,"[[""DENSITY_CAP"", ""FAILED""]]",
ES-MAD-BERRUGUETE,relation/12876435,1271cddbf6bd1e8a,5,18,4,courtyard_secondary,0,0.20146,14.0822,4,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, all emitted""], [""COURTYARD_COMBINE"", ""FAILED""]]",
ES-MAD-BERRUGUETE,relation/12876437,9e05613344663735,2,7,4,courtyard_secondary,0,0.130791,10.1751,4,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, all emitted""], [""COURTYARD_COMBINE"", ""FAILED""]]",
ES-MAD-BERRUGUETE,relation/12877779,d342db5179c1ac49,3,92,31,,0,0.167809,27.4349,,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,False,"[[""DENSITY_CAP"", ""FAILED""]]",
ES-MAD-BERRUGUETE,relation/12882209,5c52d86539f5f682,3,30,10,,0,0.1671,19.7336,,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,False,"[[""DENSITY_CAP"", ""FAILED""]]",
ES-MAD-BERRUGUETE,relation/12882211,04c3d8bc97b3aa32,3,7,3,courtyard_secondary,0,0.080468,13.3321,3,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_ALLOCATE_WING_COUNTS"", ""RAISED""]]",
ES-MAD-BERRUGUETE,relation/12891866,9670c5cdbba65eea,4,11,3,courtyard_secondary,0,0.041131,12.584,3,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_ALLOCATE_WING_COUNTS"", ""RAISED""]]",
ES-MAD-BERRUGUETE,relation/12931518,98286196c85678d6,4,10,3,courtyard_secondary,0,0.156477,16.4983,3,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_ALLOCATE_WING_COUNTS"", ""RAISED""]]",
ES-MAD-BERRUGUETE,relation/12993356,f734f8445bc66815,4,17,5,courtyard_secondary,0,0.06119,12.8699,5,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, all emitted""], [""COURTYARD_COMBINE"", ""FAILED""]]",
ES-MAD-BERRUGUETE,relation/13033801,869223a6b12365f5,4,28,7,courtyard_secondary,0,0.11566,17.6502,7,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, 1 failed""]]","[{""wing_index"": 2, ""true_reason"": ""L_SHAPE_DECOMPOSITION_FAILED"", ""route"": ""l_shape_decomposition""}]"
ES-MAD-BERRUGUETE,relation/13146437,910a2f05e7cee5e2,4,22,6,courtyard_secondary,0,0.096871,32.8305,6,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, 1 failed""]]","[{""wing_index"": 3, ""true_reason"": ""INTERIOR_RING_COURTYARD_UNFOLD_FAILED"", ""route"": ""courtyard_secondary""}]"
ES-MAD-BERRUGUETE,relation/13160790,6e786c27ec16ef00,3,10,4,courtyard_secondary,0,0.17496,16.4908,4,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, all emitted""], [""COURTYARD_COMBINE"", ""FAILED""]]",
ES-MAD-BERRUGUETE,relation/13160791,117eaf493c1eb230,3,35,12,,0,0.143029,26.8368,,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,False,"[[""DENSITY_CAP"", ""FAILED""]]",
ES-MAD-BERRUGUETE,relation/13263924,7a62499d5756d6be,2,13,7,courtyard_secondary,0,0.117591,14.1725,7,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, 1 failed""]]","[{""wing_index"": 2, ""true_reason"": ""L_SHAPE_DECOMPOSITION_FAILED"", ""route"": ""l_shape_decomposition""}]"
ES-MAD-BERRUGUETE,relation/13296657,66f7ad439542e6c2,5,30,6,courtyard_secondary,0,0.03865,34.2665,6,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, 1 failed""]]","[{""wing_index"": 3, ""true_reason"": ""INTERIOR_RING_COURTYARD_UNFOLD_FAILED"", ""route"": ""courtyard_secondary""}]"
ES-MAD-BERRUGUETE,relation/13430481,02fb1e2d3fc8a1d7,2,6,3,courtyard_secondary,0,0.054681,9.575,3,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_ALLOCATE_WING_COUNTS"", ""RAISED""]]",
ES-MAD-BERRUGUETE,relation/3730743,b56bda9013da5b2d,5,156,32,,0,0.296902,22.9259,,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,False,"[[""DENSITY_CAP"", ""FAILED""]]",
ES-MAD-BERRUGUETE,relation/4154505,6174aafd72973590,4,24,6,courtyard_secondary,0,0.148964,10.4068,6,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, 1 failed""]]","[{""wing_index"": 3, ""true_reason"": ""INTERIOR_RING_COURTYARD_UNFOLD_FAILED"", ""route"": ""courtyard_secondary""}]"
ES-MAD-BERRUGUETE,relation/4154506,60d23062ec196ddb,5,25,5,courtyard_secondary,0,0.104935,18.286,5,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, all emitted""], [""COURTYARD_COMBINE"", ""FAILED""]]",
ES-MAD-BERRUGUETE,relation/4154554,a1a71bd8d099124a,5,30,6,courtyard_secondary,0,0.179374,13.9515,6,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, 1 failed""]]","[{""wing_index"": 2, ""true_reason"": ""L_SHAPE_DECOMPOSITION_FAILED"", ""route"": ""l_shape_decomposition""}]"
ES-MAD-BERRUGUETE,relation/4154555,c93dc4b58c370fcb,2,14,7,courtyard_secondary,0,0.102351,18.1084,7,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, 1 failed""]]","[{""wing_index"": 3, ""true_reason"": ""L_SHAPE_DECOMPOSITION_FAILED"", ""route"": ""l_shape_decomposition""}]"
ES-MAD-BERRUGUETE,relation/4154596,a65c62f34e363ee8,4,12,3,courtyard_secondary,0,0.093952,16.1749,3,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_ALLOCATE_WING_COUNTS"", ""RAISED""]]",
ES-MAD-BERRUGUETE,relation/4164892,644f3f8ccf35816f,4,18,5,courtyard_secondary,0,0.146253,12.03,5,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, all emitted""], [""COURTYARD_COMBINE"", ""FAILED""]]",
ES-MAD-BERRUGUETE,relation/4164893,9b54407c41f6b61c,4,41,11,,0,0.141327,21.136,,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,False,"[[""DENSITY_CAP"", ""FAILED""]]",
ES-MAD-BERRUGUETE,relation/4164894,eb2ff2e756f34846,4,37,10,,0,0.058365,37.9719,,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_8,False,"[[""DENSITY_CAP"", ""FAILED""]]",
ES-MAD-BERRUGUETE,relation/4164895,d119a20fb5474205,4,24,6,courtyard_secondary,0,0.117691,20.0303,6,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, all emitted""], [""COURTYARD_COMBINE"", ""FAILED""]]",
ES-MAD-BERRUGUETE,relation/4164962,09c23b0dd8a9cc4a,3,10,4,courtyard_secondary,0,0.099893,17.2117,4,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, all emitted""], [""COURTYARD_COMBINE"", ""FAILED""]]",
ES-MAD-BERRUGUETE,relation/4164983,54513dc0adfd41dd,3,21,7,courtyard_secondary,0,0.158723,18.0654,7,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, 1 failed""]]","[{""wing_index"": 3, ""true_reason"": ""L_SHAPE_DECOMPOSITION_FAILED"", ""route"": ""l_shape_decomposition""}]"
ES-MAD-BERRUGUETE,relation/4165178,eeaf602be4cabc4d,6,17,3,courtyard_secondary,0,0.01554,31.0329,3,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_ALLOCATE_WING_COUNTS"", ""RAISED""]]",
ES-MAD-BERRUGUETE,relation/4165179,1ff2051722350d04,2,11,6,courtyard_secondary,0,0.088762,10.718,6,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, all emitted""], [""COURTYARD_COMBINE"", ""FAILED""]]",
ES-MAD-BERRUGUETE,relation/4165180,9d3693dc899b5bd8,3,16,6,courtyard_secondary,0,0.095561,14.1865,6,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, all emitted""], [""COURTYARD_COMBINE"", ""FAILED""]]",
ES-MAD-BERRUGUETE,relation/4165181,0f131d6bfc4c55dd,4,14,4,courtyard_secondary,0,0.093451,14.4126,4,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, all emitted""], [""COURTYARD_COMBINE"", ""FAILED""]]",
ES-MAD-BERRUGUETE,relation/4165182,8c7be2fdd38664fb,5,20,4,courtyard_secondary,0,0.063918,15.9262,4,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,INTERIOR_RING_COURTYARD_UNFOLD_FAILED,False,"[[""MORPHOLOGY_CLASSIFY"", ""courtyard_secondary""], [""COURTYARD_WINGS"", ""4 wings, all emitted""], [""COURTYARD_COMBINE"", ""FAILED""]]",
