building_id,archetype_id,building_type,age_band,geometry_outcome,construction_period_provenance,idf_sha256,weather_sha256,eplus_return_code,severe_errors,fatal_errors,heating_kwh,floor_area_m2,eui_kwh_m2,run_seconds,platform,energyplus_version
BATIMENT0000000013365727_part0,FR.N.MFH.07.Gen.ReEx.001.001,MFH,FR.07,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,4d9bb50fa158da631459d24897fb3abb5266c0a0ce2ac7e93b6cc522fb21e982,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,9869.818284,147.0909,67.100128,18,,
BATIMENT0000000240877101_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,5e1a53c8cb57342edeab62485bb4e310af7b76ff0050cfefb0e9ed8a81ec6ca4,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,55172.35475,887.9243,62.136327,44,hostname=wolsey.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.08.30 19:15"
BATIMENT0000000240877122_part0,FR.N.SFH.01.Gen.ReEx.001.001,SFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,a7d43ddda7266a95bb44d5a0ee6ccb4e4ae4c76e69468dda39269810dfc07d02,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,5936.752271,36.5352,162.494041,504,hostname=wolsey.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.08.30 19:15"
BATIMENT0000000240877130_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,a7ebb7e10c5b3f48336445e276496fd9693fd9eb6571a68e1ae04e3a661879dd,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,19765.787052,347.9591,56.804915,560,hostname=magic-node-06.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.08.30 19:17"
BATIMENT0000000240877151_part0,FR.N.AB.01.Gen.ReEx.001.001,AB,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,735ae2f6f1ef93ea472dca71a66e1fe574e8a4aa1f127f3543d7150dcc2a4938,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,130321.000515,1630.2966,79.936988,292,hostname=speed-32.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.08.30 19:17"
BATIMENT0000000240877159_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,46ede3a7744ef85b0048a86f2e777f871ef1cd6198643c5bca44c4cd38219c48,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,20212.651474,296.5848,68.15134,3,hostname=magic-node-10.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.08.31 13:36"
BATIMENT0000000240877169_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,cec2e98a0f615128fd80a8d54ac31de1824325c3b18854ae3427c301668aab81,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,13969.470971,267.664,52.190324,51,hostname=speed-36.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.08.30 19:18"
BATIMENT0000000240877179_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,62d6907a07adc4ec9ab1c8e71659056f35a83c53f655e5110a199dcad42ee655,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,26496.478808,383.9186,69.015877,4,hostname=magic-node-02.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.08.31 13:37"
BATIMENT0000000240877182_part0,FR.N.SFH.01.Gen.ReEx.001.001,SFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,850fe0f3aa3fd776cc0db400db5386e07e3a618bf9de545cdbbe3a33c13a6379,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,25109.716973,107.879,232.758155,238,hostname=magic-node-10.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.08.30 19:18"
BATIMENT0000000240877183_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,2ae94ba178e79c6ec11d44450cb11c8862683666ecb2676ce008ada153366f61,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,20723.370024,528.5263,39.209723,238,hostname=magic-node-09.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.08.30 19:18"
