Date/Time,Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
,9625013428.868975,55460122902.19183,55460122902.19183,9625013428.868975,9625013428.868975 
