osm_id,footprint_area_m2,levels,height_m,archetype_id,zoning_strategy,data_quality_flag,heating_eui_kwh_m2,cooling_eui_kwh_m2,lighting_eui_kwh_m2,equipment_eui_kwh_m2,total_eui_kwh_m2,fans_eui_kwh_m2,gwp_heating_kgco2_m2,gwp_cooling_kgco2_m2,gwp_lighting_kgco2_m2,gwp_equipment_kgco2_m2,gwp_total_kgco2_m2,iod,simulation_status,error_summary,centroid_lon,centroid_lat
way/74457832,1750.0505391743343,1.0,3.5,MediumOffice,single_zone,"generic_tag,no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",14.810629832484997,18.572069464003796,26.465100598399996,44.06327609260916,103.91107598749795,0.4956348809027327,2.6807239996797843,6.924187514125607,9.866930525900273,16.428023099055288,35.89986513876095,0.0,success,,-103.48883026572398,-6.898977283643516e-06
way/74457834,1766.1789659301999,1.0,3.5,MediumOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",16.816829112184017,18.91895330433236,26.465100598399996,44.06327609260917,106.26415910752554,0.5250807933503491,3.043846069305307,7.053515522547625,9.866930525900273,16.42802309905529,36.3923152168085,0.0,success,,-103.48874393047093,5.887179804458939e-08
way/74457835,288.5487570679004,1.0,3.5,QuickServiceRestaurant,single_zone,"generic_tag,no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",20.800311699405555,64.85062321521893,93.53587909499998,139.49096640683652,318.677780416461,1.9501668919182022,3.764856417592405,24.178128152083644,34.872794731230655,52.006138023528045,114.82191732443475,0.0,success,,-103.48874388440397,1.2164868561465424e-11
way/74457836,261.44285684176737,1.0,3.5,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",4.923346859468438,92.18137140427774,41.0784089227389,317.7977541501482,455.9808813366333,2.186386390101377,0.8911257815637873,34.36779633791406,15.315181041846898,118.48390108429145,169.0580042456162,0.0,success,,-103.48874388429921,-3.0637252763267914e-09
way/74457837,441.4992721399834,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",28.76822974900947,19.435231191725823,26.465100598399992,27.7647780583541,102.43333959748938,0.7680558571038949,5.207049584570714,7.245998374748755,9.866930525900273,10.351486673940043,32.67146515915979,0.0,success,,-103.48872653775882,-4.587097060928058e-06
way/103754349,864.2190717143808,1.0,3.5,MediumOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",20.002716848210756,21.510539931978652,26.4651005984,44.06327609260917,112.04163347119858,0.6074147051973349,3.620491749526147,8.019731581759737,9.866930525900274,16.42802309905529,37.93517695624145,0.0,success,,-103.48874382954773,-4.482397964020964e-08
way/103754357,829.7398188762155,1.0,3.5,MediumOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",19.88747850256403,21.211605387174973,26.4651005984,44.06327609260916,111.62746058074816,0.581192501774142,3.5996336089640892,7.9082804132896705,9.866930525900274,16.428023099055288,37.802867647209325,0.0,success,,-103.4887438914194,-7.81881810918404e-08
way/103754360,544.3660295276719,1.0,3.5,MediumOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",26.424201721999,24.62124080797781,26.465100598400003,44.06327609260916,121.57381922098597,0.7608995541521006,4.782780511681819,9.179487967956751,9.866930525900276,16.428023099055288,40.257222104594135,0.0,success,,-103.48874372263586,-8.522880614177287e-08
way/103754366,10983.116498865995,1.0,3.5,LargeOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",9.560055201708941,12.20318283350952,26.465100598399996,44.063276092609165,92.29161472622762,0.3978076354117275,1.7303699915093183,4.549688249451687,9.866930525900273,16.428023099055288,32.575011865916565,0.0,success,,-103.48872804809436,1.6871969825470435e-05
way/103754368,260.83960127986063,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",34.48882213568939,21.005655699383986,26.465100598399996,27.7647780583541,109.72435649182746,0.8726758828923022,6.242476806559779,7.831496603089932,9.866930525900273,10.351486673940043,34.29239060949003,0.0,success,,-103.48874383049986,8.708568838925814e-08
way/103754377,844.610406942336,1.0,3.5,MediumOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",20.26857473403124,21.228049552864817,26.465100598400003,44.06327609260916,112.02500097790522,0.5911548172428107,3.6686120268596545,7.914411258695484,9.866930525900276,16.428023099055288,37.877976910510704,0.0,success,,-103.4887438087921,1.291492441779825e-07
way/134588720,1520.3334092060113,1.0,3.5,MediumOffice,single_zone,"generic_tag,no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",15.25894243921172,18.88892307981991,26.4651005984,44.06327609260917,104.67624221004081,0.5108475629380537,2.761868581497321,7.042319414003098,9.866930525900274,16.42802309905529,36.09914162045598,0.0,success,,-103.48874386349384,-3.327131879847868e-08
way/257190274,902.3006778679091,1.0,3.5,MediumOffice,single_zone,"generic_tag,no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",24.108938712558885,23.27982656266469,26.46510059839999,44.06327609260916,117.91714196623272,0.7003665373541988,4.363717906973158,8.679371177705152,9.86693052590027,16.428023099055288,39.33804270963387,0.0,success,,-103.48878546502806,2.037466653287869e-05
way/363502606,614.191083921721,1.0,3.5,MediumOffice,single_zone,"generic_tag,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",22.601836190166487,22.369490897308808,26.4651005984,44.063276092609165,115.49970377848445,0.6335507073708583,4.090932350420134,8.339972552261848,9.866930525900274,16.428023099055288,38.72585852763754,0.0,success,,-103.48874388374647,4.995064779291905e-10
way/363505488,955.3235317869103,1.0,3.5,MediumOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",19.519055365103934,21.31428595726848,26.465100598399992,44.06327609260916,111.36171801338156,0.6073739176742692,3.532949021083812,7.946562604876493,9.866930525900273,16.428023099055288,37.77446525091587,0.0,success,,-103.48874388438661,1.1924271539608865e-11
way/363505653,1398.271072559986,1.0,3.5,RetailStandalone,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",15.328106022256938,25.747818098499433,58.282119999999985,48.97469052292054,148.33273464367687,0.8390252042765977,2.7743871900285058,9.599507526027347,21.729206235359992,18.25913591827942,52.362236869695266,0.0,success,,-103.48872113422426,-3.538564683785969e-05
way/388778857,1582.3923343957667,1.0,3.5,MediumOffice,single_zone,"generic_tag,no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",15.247753643334917,19.05167070443992,26.4651005984,44.063276092609165,104.827801038784,0.4910892671832684,2.75984340944362,7.1029962853949264,9.866930525900274,16.428023099055288,36.15779331979411,0.0,success,,-103.48874388440909,-5.45811919131044e-12
way/388778858,722.8628469809471,1.0,3.5,MediumOffice,single_zone,"generic_tag,no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",21.31374824965636,22.024067837925827,26.4651005984,44.06327609260916,113.86619277859134,0.6315317008854151,3.857788433187801,8.21118916387821,9.866930525900274,16.428023099055288,38.36393122202158,0.0,success,,-103.4887438837826,-5.882681802867103e-10
way/446233794,391.2355410907248,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",28.905546880580374,19.284234574892896,26.465100598399992,27.764778058354104,102.41966011222735,0.7279221131457637,5.231903985385047,7.189702608088169,9.866930525900273,10.351486673940043,32.64002379331353,0.0,success,,-103.48874388437713,-7.347772827717277e-12
way/478283783,326.79996249499203,1.0,3.5,QuickServiceRestaurant,single_zone,"generic_tag,no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",18.72035044499466,63.59488425680343,93.53587909499998,139.4909664068365,315.34208020363457,1.655824659410281,3.3883834305440335,23.70995350769551,34.872794731230655,52.00613802352803,113.97726969299822,0.0,success,,-103.48874388419935,7.764201758900004e-11
way/565214396,966.965059071619,1.0,3.5,MidriseApartment,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",15.557622151389257,7.528750270030676,3.9654911445,43.3980255,70.44988906591993,0.2433865262215799,2.815929609401455,2.806928905674997,1.478446132421646,16.179999051114002,23.2813036986121,0.05417754777262596,success,,-103.48874388439336,-9.017181074885394e-12
way/585522081,1085.1480410883835,1.0,3.5,MediumOffice,single_zone,"generic_tag,no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",20.429246831236014,20.785225959138366,26.465100598399992,44.06327609260916,111.74284948138353,0.5939690810097773,3.6976936764537185,7.749314223893639,9.866930525900273,16.428023099055288,37.74196152530292,0.0,success,,-103.48878714155855,-3.2786861014332566e-05
way/585522082,1267.9238039351055,1.0,3.5,Courthouse,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",34.403776964135524,45.17779976525171,19.67665472,28.25619005938692,127.51442150877416,0.7061436916155152,6.227083630508529,16.843548730879267,7.336007825948159,10.534698827461106,40.94133901479706,0.0,success,,-103.48872226955096,-3.685122241217503e-05
