cell_id,archetype_id,survey_fold,sensitivity_f,class,completed,completion_status,return_code,severe_count,fatal_count,heating_kwh,runtime_s,marker_psy,marker_inside_hb,marker_calchb,idf_sha256,error
uk__GB.ENG.MFH.08.Gen.ReEx.001.001__f000,GB.ENG.MFH.08.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,True,COMPLETED,0,0,0,47829.75186523618,2.382,False,False,False,3e7c794fa84365135bd65bbb74b294565a70fccfc7bf8fc2716954ddd12816eb,
uk__GB.ENG.MFH.08.Gen.ReEx.001.001__f015,GB.ENG.MFH.08.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,True,COMPLETED,0,0,0,47803.11477242353,2.343,False,False,False,b0bb4acd7e39389b21ff30a2b0ebe3c4120bcbede15bcb1946fcbcf7aabba640,
uk__GB.ENG.MFH.08.Gen.ReEx.001.001__f030,GB.ENG.MFH.08.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,True,COMPLETED,0,0,0,47779.514435373894,2.43,False,False,False,977b9316765b630b80e23ed7a29e459e525fda25e2aad22f299c54e4b2c4369f,
uk__GB.ENG.MFH.08.Gen.ReEx.001.001__f050,GB.ENG.MFH.08.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,True,COMPLETED,0,0,0,47753.40560133999,2.356,False,False,False,d03f4a22eb64d2e4a39b3c878b4cbb77575bef18fef9addea8fd7b7ffed29b22,
uk__GB.ENG.MFH.08.Gen.ReEx.001.001__f100,GB.ENG.MFH.08.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,True,COMPLETED,0,0,0,47715.26419855435,2.419,False,False,False,3e0d96c164c80c0328ee7f27d60f0fd8449d964b8d7b0dea4887dbbbbcb86e11,
uk__GB.ENG.SFH.01.Detached.SyAv.001.001__f000,GB.ENG.SFH.01.Detached.SyAv.001.001,uk,0.0,BUILD_REFUSED,,,,,,,0.03,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.01.Detached.SyAv.001.001__f015,GB.ENG.SFH.01.Detached.SyAv.001.001,uk,0.15,BUILD_REFUSED,,,,,,,0.034,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.01.Detached.SyAv.001.001__f030,GB.ENG.SFH.01.Detached.SyAv.001.001,uk,0.3,BUILD_REFUSED,,,,,,,0.032,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.01.Detached.SyAv.001.001__f050,GB.ENG.SFH.01.Detached.SyAv.001.001,uk,0.5,BUILD_REFUSED,,,,,,,0.032,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.01.Detached.SyAv.001.001__f100,GB.ENG.SFH.01.Detached.SyAv.001.001,uk,1.0,BUILD_REFUSED,,,,,,,0.036,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.01.Gen.ReEx.001.001__f000,GB.ENG.SFH.01.Gen.ReEx.001.001,uk,0.0,BUILD_REFUSED,,,,,,,0.03,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.01.Gen.ReEx.001.001__f015,GB.ENG.SFH.01.Gen.ReEx.001.001,uk,0.15,BUILD_REFUSED,,,,,,,0.032,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.01.Gen.ReEx.001.001__f030,GB.ENG.SFH.01.Gen.ReEx.001.001,uk,0.3,BUILD_REFUSED,,,,,,,0.032,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.01.Gen.ReEx.001.001__f050,GB.ENG.SFH.01.Gen.ReEx.001.001,uk,0.5,BUILD_REFUSED,,,,,,,0.048,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.01.Gen.ReEx.001.001__f100,GB.ENG.SFH.01.Gen.ReEx.001.001,uk,1.0,BUILD_REFUSED,,,,,,,0.059,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.02-03.Detached.SyAv.002.001__f000,GB.ENG.SFH.02-03.Detached.SyAv.002.001,uk,0.0,BUILD_REFUSED,,,,,,,0.036,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.02-03.Detached.SyAv.002.001__f015,GB.ENG.SFH.02-03.Detached.SyAv.002.001,uk,0.15,BUILD_REFUSED,,,,,,,0.033,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.02-03.Detached.SyAv.002.001__f030,GB.ENG.SFH.02-03.Detached.SyAv.002.001,uk,0.3,BUILD_REFUSED,,,,,,,0.036,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.02-03.Detached.SyAv.002.001__f050,GB.ENG.SFH.02-03.Detached.SyAv.002.001,uk,0.5,BUILD_REFUSED,,,,,,,0.034,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.02-03.Detached.SyAv.002.001__f100,GB.ENG.SFH.02-03.Detached.SyAv.002.001,uk,1.0,BUILD_REFUSED,,,,,,,0.036,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.02.Gen.ReEx.001.001__f000,GB.ENG.SFH.02.Gen.ReEx.001.001,uk,0.0,BUILD_REFUSED,,,,,,,0.029,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.02.Gen.ReEx.001.001__f015,GB.ENG.SFH.02.Gen.ReEx.001.001,uk,0.15,BUILD_REFUSED,,,,,,,0.032,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.02.Gen.ReEx.001.001__f030,GB.ENG.SFH.02.Gen.ReEx.001.001,uk,0.3,BUILD_REFUSED,,,,,,,0.03,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.02.Gen.ReEx.001.001__f050,GB.ENG.SFH.02.Gen.ReEx.001.001,uk,0.5,BUILD_REFUSED,,,,,,,0.031,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.02.Gen.ReEx.001.001__f100,GB.ENG.SFH.02.Gen.ReEx.001.001,uk,1.0,BUILD_REFUSED,,,,,,,0.03,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.03.Gen.ReEx.001.001__f000,GB.ENG.SFH.03.Gen.ReEx.001.001,uk,0.0,BUILD_REFUSED,,,,,,,0.027,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.03.Gen.ReEx.001.001__f015,GB.ENG.SFH.03.Gen.ReEx.001.001,uk,0.15,BUILD_REFUSED,,,,,,,0.03,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.03.Gen.ReEx.001.001__f030,GB.ENG.SFH.03.Gen.ReEx.001.001,uk,0.3,BUILD_REFUSED,,,,,,,0.032,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.03.Gen.ReEx.001.001__f050,GB.ENG.SFH.03.Gen.ReEx.001.001,uk,0.5,BUILD_REFUSED,,,,,,,0.031,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.03.Gen.ReEx.001.001__f100,GB.ENG.SFH.03.Gen.ReEx.001.001,uk,1.0,BUILD_REFUSED,,,,,,,0.035,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.04-08.Detached.SyAv.005.001__f000,GB.ENG.SFH.04-08.Detached.SyAv.005.001,uk,0.0,BUILD_REFUSED,,,,,,,0.028,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.04-08.Detached.SyAv.005.001__f015,GB.ENG.SFH.04-08.Detached.SyAv.005.001,uk,0.15,BUILD_REFUSED,,,,,,,0.038,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.04-08.Detached.SyAv.005.001__f030,GB.ENG.SFH.04-08.Detached.SyAv.005.001,uk,0.3,BUILD_REFUSED,,,,,,,0.037,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.04-08.Detached.SyAv.005.001__f050,GB.ENG.SFH.04-08.Detached.SyAv.005.001,uk,0.5,BUILD_REFUSED,,,,,,,0.032,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.04-08.Detached.SyAv.005.001__f100,GB.ENG.SFH.04-08.Detached.SyAv.005.001,uk,1.0,BUILD_REFUSED,,,,,,,0.038,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.04.Gen.ReEx.001.001__f000,GB.ENG.SFH.04.Gen.ReEx.001.001,uk,0.0,BUILD_REFUSED,,,,,,,0.035,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.04.Gen.ReEx.001.001__f015,GB.ENG.SFH.04.Gen.ReEx.001.001,uk,0.15,BUILD_REFUSED,,,,,,,0.038,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.04.Gen.ReEx.001.001__f030,GB.ENG.SFH.04.Gen.ReEx.001.001,uk,0.3,BUILD_REFUSED,,,,,,,0.038,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.04.Gen.ReEx.001.001__f050,GB.ENG.SFH.04.Gen.ReEx.001.001,uk,0.5,BUILD_REFUSED,,,,,,,0.038,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.04.Gen.ReEx.001.001__f100,GB.ENG.SFH.04.Gen.ReEx.001.001,uk,1.0,BUILD_REFUSED,,,,,,,0.032,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.05.Gen.ReEx.001.001__f000,GB.ENG.SFH.05.Gen.ReEx.001.001,uk,0.0,BUILD_REFUSED,,,,,,,0.029,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.05.Gen.ReEx.001.001__f015,GB.ENG.SFH.05.Gen.ReEx.001.001,uk,0.15,BUILD_REFUSED,,,,,,,0.031,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.05.Gen.ReEx.001.001__f030,GB.ENG.SFH.05.Gen.ReEx.001.001,uk,0.3,BUILD_REFUSED,,,,,,,0.03,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.05.Gen.ReEx.001.001__f050,GB.ENG.SFH.05.Gen.ReEx.001.001,uk,0.5,BUILD_REFUSED,,,,,,,0.031,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.05.Gen.ReEx.001.001__f100,GB.ENG.SFH.05.Gen.ReEx.001.001,uk,1.0,BUILD_REFUSED,,,,,,,0.032,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.06.Gen.ReEx.001.001__f000,GB.ENG.SFH.06.Gen.ReEx.001.001,uk,0.0,BUILD_REFUSED,,,,,,,0.027,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.06.Gen.ReEx.001.001__f015,GB.ENG.SFH.06.Gen.ReEx.001.001,uk,0.15,BUILD_REFUSED,,,,,,,0.034,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.06.Gen.ReEx.001.001__f030,GB.ENG.SFH.06.Gen.ReEx.001.001,uk,0.3,BUILD_REFUSED,,,,,,,0.032,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.06.Gen.ReEx.001.001__f050,GB.ENG.SFH.06.Gen.ReEx.001.001,uk,0.5,BUILD_REFUSED,,,,,,,0.033,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.06.Gen.ReEx.001.001__f100,GB.ENG.SFH.06.Gen.ReEx.001.001,uk,1.0,BUILD_REFUSED,,,,,,,0.032,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.07.Gen.ReEx.001.001__f000,GB.ENG.SFH.07.Gen.ReEx.001.001,uk,0.0,BUILD_REFUSED,,,,,,,0.028,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.07.Gen.ReEx.001.001__f015,GB.ENG.SFH.07.Gen.ReEx.001.001,uk,0.15,BUILD_REFUSED,,,,,,,0.032,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.07.Gen.ReEx.001.001__f030,GB.ENG.SFH.07.Gen.ReEx.001.001,uk,0.3,BUILD_REFUSED,,,,,,,0.031,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.07.Gen.ReEx.001.001__f050,GB.ENG.SFH.07.Gen.ReEx.001.001,uk,0.5,BUILD_REFUSED,,,,,,,0.033,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.07.Gen.ReEx.001.001__f100,GB.ENG.SFH.07.Gen.ReEx.001.001,uk,1.0,BUILD_REFUSED,,,,,,,0.031,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.08.Gen.ReEx.001.001__f000,GB.ENG.SFH.08.Gen.ReEx.001.001,uk,0.0,BUILD_REFUSED,,,,,,,0.027,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.08.Gen.ReEx.001.001__f015,GB.ENG.SFH.08.Gen.ReEx.001.001,uk,0.15,BUILD_REFUSED,,,,,,,0.03,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.08.Gen.ReEx.001.001__f030,GB.ENG.SFH.08.Gen.ReEx.001.001,uk,0.3,BUILD_REFUSED,,,,,,,0.03,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.08.Gen.ReEx.001.001__f050,GB.ENG.SFH.08.Gen.ReEx.001.001,uk,0.5,BUILD_REFUSED,,,,,,,0.072,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.SFH.08.Gen.ReEx.001.001__f100,GB.ENG.SFH.08.Gen.ReEx.001.001,uk,1.0,BUILD_REFUSED,,,,,,,0.03,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.01.Gen.ReEx.001.001__f000,GB.ENG.TH.01.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,True,COMPLETED,0,0,0,21253.8093818486,2.342,False,False,False,f8ceb22d19359afeb19108c2f479d8ccc1a668354cb89bd369ef8746bda69a3a,
uk__GB.ENG.TH.01.Gen.ReEx.001.001__f015,GB.ENG.TH.01.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,True,COMPLETED,0,0,0,21244.626849432843,2.296,False,False,False,09398455180e78c7029e7dea80b0f3a0080194912cd98025950e1ed0fd6c9336,
uk__GB.ENG.TH.01.Gen.ReEx.001.001__f030,GB.ENG.TH.01.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,True,COMPLETED,0,0,0,21097.39300755955,2.273,False,False,False,94459bff91537a4dc305c77a4851a370e941ade20920bd8e23e735b5e58f74dd,
uk__GB.ENG.TH.01.Gen.ReEx.001.001__f050,GB.ENG.TH.01.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,True,COMPLETED,0,0,0,21227.40870057094,2.359,False,False,False,4b7008310a2ae64f4e620a1e7fbe0d3da75fff8fb39ed030ed9a1a788aca9069,
uk__GB.ENG.TH.01.Gen.ReEx.001.001__f100,GB.ENG.TH.01.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,True,COMPLETED,0,0,0,21212.928287986757,2.335,False,False,False,64455402b7bb7eb66fee3e6ea4cc56c94b760219703e9b54ffa1e50c0988018a,
uk__GB.ENG.TH.01.Terraced.SyAv.001.001__f000,GB.ENG.TH.01.Terraced.SyAv.001.001,uk,0.0,BUILD_REFUSED,,,,,,,0.032,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.01.Terraced.SyAv.001.001__f015,GB.ENG.TH.01.Terraced.SyAv.001.001,uk,0.15,BUILD_REFUSED,,,,,,,0.033,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.01.Terraced.SyAv.001.001__f030,GB.ENG.TH.01.Terraced.SyAv.001.001,uk,0.3,BUILD_REFUSED,,,,,,,0.033,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.01.Terraced.SyAv.001.001__f050,GB.ENG.TH.01.Terraced.SyAv.001.001,uk,0.5,BUILD_REFUSED,,,,,,,0.033,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.01.Terraced.SyAv.001.001__f100,GB.ENG.TH.01.Terraced.SyAv.001.001,uk,1.0,BUILD_REFUSED,,,,,,,0.032,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.02-03.Terraced.SyAv.002.001__f000,GB.ENG.TH.02-03.Terraced.SyAv.002.001,uk,0.0,BUILD_REFUSED,,,,,,,0.033,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.02-03.Terraced.SyAv.002.001__f015,GB.ENG.TH.02-03.Terraced.SyAv.002.001,uk,0.15,BUILD_REFUSED,,,,,,,0.036,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.02-03.Terraced.SyAv.002.001__f030,GB.ENG.TH.02-03.Terraced.SyAv.002.001,uk,0.3,BUILD_REFUSED,,,,,,,0.042,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.02-03.Terraced.SyAv.002.001__f050,GB.ENG.TH.02-03.Terraced.SyAv.002.001,uk,0.5,BUILD_REFUSED,,,,,,,0.045,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.02-03.Terraced.SyAv.002.001__f100,GB.ENG.TH.02-03.Terraced.SyAv.002.001,uk,1.0,BUILD_REFUSED,,,,,,,0.055,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.02.Gen.ReEx.001.001__f000,GB.ENG.TH.02.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,True,COMPLETED,0,0,0,20759.586721353688,2.23,False,False,False,0b5f615e720149a8da1f66dea675daa54a5c7852b66fbbbc9b2a32ad34fb46af,
uk__GB.ENG.TH.02.Gen.ReEx.001.001__f015,GB.ENG.TH.02.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,True,COMPLETED,0,0,0,20758.742025717802,2.307,False,False,False,c6c8f34a5dbe46a72532eead5a140941e3d8a329819c4dd5b95c8cd1189e5d4e,
uk__GB.ENG.TH.02.Gen.ReEx.001.001__f030,GB.ENG.TH.02.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,True,COMPLETED,0,0,0,20758.01014358741,2.195,False,False,False,fccf66e1cd781d5d081c962f12fa16598f077375e8408d5cf6204a12e3485a61,
uk__GB.ENG.TH.02.Gen.ReEx.001.001__f050,GB.ENG.TH.02.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,True,COMPLETED,0,0,0,20757.20315945231,2.353,False,False,False,b3e993cb198103d8257df451f3661f7e2d0c45cf129dfee5b2c1c767eef83e84,
uk__GB.ENG.TH.02.Gen.ReEx.001.001__f100,GB.ENG.TH.02.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,True,COMPLETED,0,0,0,20756.10637860318,2.416,False,False,False,ac256b59c92136754792901193d028c86d405b453b80bc4539fd65140981ffa1,
uk__GB.ENG.TH.03.Gen.ReEx.001.001__f000,GB.ENG.TH.03.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,True,COMPLETED,0,0,0,18338.547568902453,2.417,False,False,False,95ff1569b6682766c82b0a63bb7e9992a9df0a28de4ec9861048864e93a4c9c3,
uk__GB.ENG.TH.03.Gen.ReEx.001.001__f015,GB.ENG.TH.03.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,True,COMPLETED,0,0,0,18334.719184510246,2.375,False,False,False,1f53efaa1e112df62b1e569868f123bdcc161c80b78751b0618f057982c21241,
uk__GB.ENG.TH.03.Gen.ReEx.001.001__f030,GB.ENG.TH.03.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,True,COMPLETED,0,0,0,18331.318887798127,2.252,False,False,False,4ff00be858b260776d6672e033341eaedff0a496ccd837a028c4e04d39e92480,
uk__GB.ENG.TH.03.Gen.ReEx.001.001__f050,GB.ENG.TH.03.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,True,COMPLETED,0,0,0,18327.406796027582,2.302,False,False,False,6f6c4a458255b5cf4bb5cab5cdf92173201e05933cbacb06f8ad671e86b69d16,
uk__GB.ENG.TH.03.Gen.ReEx.001.001__f100,GB.ENG.TH.03.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,True,COMPLETED,0,0,0,18320.614988500398,2.344,False,False,False,3fa24065e3fbc4706bde01ea6675f1709386af335c09abb09c5377ec3b90ea66,
uk__GB.ENG.TH.04-08.Terraced.SyAv.005.001__f000,GB.ENG.TH.04-08.Terraced.SyAv.005.001,uk,0.0,BUILD_REFUSED,,,,,,,0.029,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.04-08.Terraced.SyAv.005.001__f015,GB.ENG.TH.04-08.Terraced.SyAv.005.001,uk,0.15,BUILD_REFUSED,,,,,,,0.031,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.04-08.Terraced.SyAv.005.001__f030,GB.ENG.TH.04-08.Terraced.SyAv.005.001,uk,0.3,BUILD_REFUSED,,,,,,,0.032,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.04-08.Terraced.SyAv.005.001__f050,GB.ENG.TH.04-08.Terraced.SyAv.005.001,uk,0.5,BUILD_REFUSED,,,,,,,0.035,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.04-08.Terraced.SyAv.005.001__f100,GB.ENG.TH.04-08.Terraced.SyAv.005.001,uk,1.0,BUILD_REFUSED,,,,,,,0.033,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.04.Gen.ReEx.001.001__f000,GB.ENG.TH.04.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,True,COMPLETED,0,0,0,14990.987847616805,2.26,False,False,False,dedd63c8bc9fd3c6aac817aeb1368a118199a8b16de37237d97941f976937250,
uk__GB.ENG.TH.04.Gen.ReEx.001.001__f015,GB.ENG.TH.04.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,True,COMPLETED,0,0,0,14987.115661282329,2.178,False,False,False,35fbb3fe88d4b18f1b07b46869bb0e55c7fe335d9eddc57de9ab031766a00058,
uk__GB.ENG.TH.04.Gen.ReEx.001.001__f030,GB.ENG.TH.04.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,True,COMPLETED,0,0,0,14983.502717584151,2.267,False,False,False,1dfb24102eccad813dbe4a5468fa31237cb66cfccca5314b1c67d372e57da9af,
uk__GB.ENG.TH.04.Gen.ReEx.001.001__f050,GB.ENG.TH.04.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,True,COMPLETED,0,0,0,14979.10478030235,2.255,False,False,False,9cb65c4a13eb3337b271b79c238b4e9b7eda12fd141d243c0549a063d8df22f2,
uk__GB.ENG.TH.04.Gen.ReEx.001.001__f100,GB.ENG.TH.04.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,True,COMPLETED,0,0,0,14970.125682418253,2.18,False,False,False,6fcf021c4a02a7121c63f4c267d296d1fa72f4f4a19f46a76e964d0469d17524,
uk__GB.ENG.TH.05.Gen.ReEx.001.001__f000,GB.ENG.TH.05.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,True,COMPLETED,0,0,0,11631.060029764418,2.172,False,False,False,f21297f08c09c138c24ab171fe9ecc153dbdd6bf17476e75f6d6e4da49759eae,
uk__GB.ENG.TH.05.Gen.ReEx.001.001__f015,GB.ENG.TH.05.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,False,ENGINE_FAILED,1,29,1,None,0.907,False,True,False,d28a875a1a64a934e7f73d75668740ecaf2c357980ff4bcd09b55a8d3196b576,
uk__GB.ENG.TH.05.Gen.ReEx.001.001__f030,GB.ENG.TH.05.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,True,COMPLETED,0,0,0,11629.906577100206,2.186,False,False,False,39ed4ba1a80c73c69c56c9fd2b6bd6af80a7a09e66896b089c039e630e1c205d,
uk__GB.ENG.TH.05.Gen.ReEx.001.001__f050,GB.ENG.TH.05.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,True,COMPLETED,0,0,0,11629.41005662329,2.294,False,False,False,2c7d56886c23cd97a91c3002682ee7eb32d741281dbefc15dcb860391acf1409,
uk__GB.ENG.TH.05.Gen.ReEx.001.001__f100,GB.ENG.TH.05.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,True,COMPLETED,0,0,0,11629.236435671539,2.253,False,False,False,9b405e1f697152e82c9dff8321d75124639ccc059718d0ca4b09941a7401d413,
uk__GB.ENG.TH.06.Gen.ReEx.001.001__f000,GB.ENG.TH.06.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,True,COMPLETED,0,0,0,11371.658338594409,2.288,False,False,False,c832a276d5d4c65a33b5737199fe7d4d9eaf681ae4b42b11abfe96780084f7ee,
uk__GB.ENG.TH.06.Gen.ReEx.001.001__f015,GB.ENG.TH.06.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,True,COMPLETED,0,0,0,11368.513853679824,2.537,False,False,False,301634b31b63195d86329f73dce8518aaff61a372058864d3ad6bf58f82b942b,
uk__GB.ENG.TH.06.Gen.ReEx.001.001__f030,GB.ENG.TH.06.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,True,COMPLETED,0,0,0,11366.578542877216,2.382,False,False,False,b84e319247e62f31338c45bfc941650d4e2423dd9a6f355473e5b1896a189ade,
uk__GB.ENG.TH.06.Gen.ReEx.001.001__f050,GB.ENG.TH.06.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,True,COMPLETED,0,0,0,11365.94376907087,2.354,False,False,False,42a55f198f519adf03c84c5a10e0f55dc9250a7fb379fe2ef6e3a7c3132cd94c,
uk__GB.ENG.TH.06.Gen.ReEx.001.001__f100,GB.ENG.TH.06.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,True,COMPLETED,0,0,0,11222.9642845141,2.447,False,False,False,ed1cc871efb85d0771278a690791f5b2d431d62ba678b55222893e79f1e79179,
