cell_id,archetype_id,survey_fold,sensitivity_f,class,completed,completion_status,return_code,severe_count,fatal_count,heating_kwh,runtime_s,marker_psy,marker_inside_hb,marker_calchb,idf_sha256,error
es__ES.ME.SFH.06.Gen.ReEx.001.001__f100,ES.ME.SFH.06.Gen.ReEx.001.001,es,1.0,ATTEMPTED,True,COMPLETED,0,0,0,12616.65630050387,2.255,True,False,False,39ad65cff187f7eeaac40ff9b8cac1ed7bc9ce2378111cddb5c17fa170cf24b8,
es__ES.ME.TH.01.Gen.ReEx.001.001__f000,ES.ME.TH.01.Gen.ReEx.001.001,es,0.0,BUILD_REFUSED,,,,,,,0.022,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
es__ES.ME.TH.01.Gen.ReEx.001.001__f015,ES.ME.TH.01.Gen.ReEx.001.001,es,0.15,BUILD_REFUSED,,,,,,,0.03,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
es__ES.ME.TH.01.Gen.ReEx.001.001__f030,ES.ME.TH.01.Gen.ReEx.001.001,es,0.3,BUILD_REFUSED,,,,,,,0.03,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
es__ES.ME.TH.01.Gen.ReEx.001.001__f050,ES.ME.TH.01.Gen.ReEx.001.001,es,0.5,BUILD_REFUSED,,,,,,,0.033,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
es__ES.ME.TH.01.Gen.ReEx.001.001__f100,ES.ME.TH.01.Gen.ReEx.001.001,es,1.0,BUILD_REFUSED,,,,,,,0.037,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
es__ES.ME.TH.02.Gen.ReEx.001.001__f000,ES.ME.TH.02.Gen.ReEx.001.001,es,0.0,ATTEMPTED,True,COMPLETED,0,0,0,39373.93676262259,2.373,True,False,False,be4ec2e876d08a9016032ae162684ea224cb1c07bdedd8a4852a93254813350d,
es__ES.ME.TH.02.Gen.ReEx.001.001__f015,ES.ME.TH.02.Gen.ReEx.001.001,es,0.15,ATTEMPTED,True,COMPLETED,0,0,0,39365.9557947429,2.382,True,False,False,3575d937944e8f2a75c28e7dc05a8cc419319136e74db414197c5278617fd9e1,
es__ES.ME.TH.02.Gen.ReEx.001.001__f030,ES.ME.TH.02.Gen.ReEx.001.001,es,0.3,ATTEMPTED,True,COMPLETED,0,0,0,39358.16985253739,2.375,True,False,False,25f78580f36807aa50482c6acfb88b6d921d3a06cb4c9bcbfec85c403a5d1e86,
es__ES.ME.TH.02.Gen.ReEx.001.001__f050,ES.ME.TH.02.Gen.ReEx.001.001,es,0.5,ATTEMPTED,True,COMPLETED,0,0,0,39348.11624609386,2.156,True,False,False,c351b4ad6ccc66c30e8f7df303cb7cca914db65f03ee44ec98c495e5821e13cc,
es__ES.ME.TH.02.Gen.ReEx.001.001__f100,ES.ME.TH.02.Gen.ReEx.001.001,es,1.0,ATTEMPTED,True,COMPLETED,0,0,0,39324.489685389344,2.033,True,False,False,4b91d4590c04309443accd24d04379a70b38499beef46aedfc8b902f120ccbcb,
es__ES.ME.TH.03.Gen.ReEx.001.001__f000,ES.ME.TH.03.Gen.ReEx.001.001,es,0.0,ATTEMPTED,True,COMPLETED,0,0,0,22107.662199791183,2.079,True,False,False,af77a3ba3914fea293751db96c7386fd2fade67a624535b67e9a964e2c3052b9,
es__ES.ME.TH.03.Gen.ReEx.001.001__f015,ES.ME.TH.03.Gen.ReEx.001.001,es,0.15,ATTEMPTED,True,COMPLETED,0,0,0,22106.449364823337,2.193,True,False,False,7ba23ab97db86e66a2219ceeba197fbc93e06f1c95976a5f9f0dcb5dc5b7c735,
es__ES.ME.TH.03.Gen.ReEx.001.001__f030,ES.ME.TH.03.Gen.ReEx.001.001,es,0.3,ATTEMPTED,True,COMPLETED,0,0,0,22105.25460230558,2.366,True,False,False,a63583b613e579ec2d4f94821a37ae0e17f1776ed6ac55d2f9a82d91b94f8980,
es__ES.ME.TH.03.Gen.ReEx.001.001__f050,ES.ME.TH.03.Gen.ReEx.001.001,es,0.5,ATTEMPTED,True,COMPLETED,0,0,0,22103.77983047238,2.293,True,False,False,544cb2dc5c9ae0a16ac3a4474a72ff0a12e95aa5a4f81424d8c519239164f6a0,
es__ES.ME.TH.03.Gen.ReEx.001.001__f100,ES.ME.TH.03.Gen.ReEx.001.001,es,1.0,ATTEMPTED,True,COMPLETED,0,0,0,22100.518375945594,2.191,True,False,False,72eb68725bd11ca96310ef81fb67f06d5be9572d3f4761a7c3a720bc674bc9e3,
es__ES.ME.TH.04.Gen.ReEx.001.001__f000,ES.ME.TH.04.Gen.ReEx.001.001,es,0.0,ATTEMPTED,True,COMPLETED,0,0,0,36851.50146126719,2.094,True,False,False,c7fe3393f622a1cc7aa2812c2a766c753d0c036bba2f02b875a4d73ad73584fa,
es__ES.ME.TH.04.Gen.ReEx.001.001__f015,ES.ME.TH.04.Gen.ReEx.001.001,es,0.15,ATTEMPTED,True,COMPLETED,0,0,0,36851.38402493594,1.955,True,False,False,89204474e7ec5c9da98b20e3033f76df9a45891d8a2168e2578dc3c39871ec8d,
es__ES.ME.TH.04.Gen.ReEx.001.001__f030,ES.ME.TH.04.Gen.ReEx.001.001,es,0.3,ATTEMPTED,True,COMPLETED,0,0,0,35126.75057122328,1.968,True,False,False,e8774cb51048b77bb4fe458c85bc77fb40060513e8d0b1b28ae54eb7d748023a,
es__ES.ME.TH.04.Gen.ReEx.001.001__f050,ES.ME.TH.04.Gen.ReEx.001.001,es,0.5,ATTEMPTED,True,COMPLETED,0,0,0,36852.270980017856,2.051,True,False,False,930156d4e5f48270870c2e318f0fe231bb02fb6df471376904e708d47cea47b2,
es__ES.ME.TH.04.Gen.ReEx.001.001__f100,ES.ME.TH.04.Gen.ReEx.001.001,es,1.0,ATTEMPTED,True,COMPLETED,0,0,0,36071.03732876634,1.849,True,False,False,0cf9f126c9639974a235f220c3acac6cc90a6a0a1cec82ac64083ad3fd810a26,
es__ES.ME.TH.05.Gen.ReEx.001.001__f000,ES.ME.TH.05.Gen.ReEx.001.001,es,0.0,ATTEMPTED,True,COMPLETED,0,0,0,16966.98140411329,1.895,True,False,False,0f6c8f34adfcc27e65f60b1ef7a463a49df8ff0d0e772728663201f2035cda43,
es__ES.ME.TH.05.Gen.ReEx.001.001__f015,ES.ME.TH.05.Gen.ReEx.001.001,es,0.15,ATTEMPTED,True,COMPLETED,0,0,0,16961.636967865332,2.029,True,False,False,b864564ea3f918561cb64cea672b8e3ea77cf3568a934865a375494b4e5cfc17,
es__ES.ME.TH.05.Gen.ReEx.001.001__f030,ES.ME.TH.05.Gen.ReEx.001.001,es,0.3,ATTEMPTED,True,COMPLETED,0,0,0,16957.406494657604,2.152,True,False,False,16390ef582cef323d5dab96549c1c569e0009cc8042f3d4b5f0dcd7e1d356acb,
es__ES.ME.TH.05.Gen.ReEx.001.001__f050,ES.ME.TH.05.Gen.ReEx.001.001,es,0.5,ATTEMPTED,True,COMPLETED,0,0,0,16953.398425571242,2.278,True,False,False,3d1dcce4196f07905ba1a8bbf21d1499da048126a4ef56d6d63537ca3875626c,
es__ES.ME.TH.05.Gen.ReEx.001.001__f100,ES.ME.TH.05.Gen.ReEx.001.001,es,1.0,ATTEMPTED,True,COMPLETED,0,0,0,16952.930920950752,2.005,True,False,False,2f55f59b29e0d9d09ed7451a70afaf0a59279c07f471a036f32e37ec471b7072,
es__ES.ME.TH.06.Gen.ReEx.001.001__f000,ES.ME.TH.06.Gen.ReEx.001.001,es,0.0,ATTEMPTED,True,COMPLETED,0,0,0,8499.000660719155,2.431,True,False,False,fe3f8c157682b4a146a731885929f5a33dd58180391cee29a80f3ab3f0908b74,
es__ES.ME.TH.06.Gen.ReEx.001.001__f015,ES.ME.TH.06.Gen.ReEx.001.001,es,0.15,ATTEMPTED,True,COMPLETED,0,0,0,8495.291185693573,2.687,True,False,False,351e70a9e329914eab3bf4c9f8eb93705849f016f21b4eb3835f57e530308fe4,
es__ES.ME.TH.06.Gen.ReEx.001.001__f030,ES.ME.TH.06.Gen.ReEx.001.001,es,0.3,ATTEMPTED,True,COMPLETED,0,0,0,8492.024237721289,2.655,True,False,False,d513cd79b0b90c0ffc57f9623ae5a2125d76d2eb413fec3fdcdfcbdc24343b94,
es__ES.ME.TH.06.Gen.ReEx.001.001__f050,ES.ME.TH.06.Gen.ReEx.001.001,es,0.5,ATTEMPTED,True,COMPLETED,0,0,0,8488.343246900764,2.628,True,False,False,928aca0328c82199ce3e64df627e0a49faeb9d833098adcd857cda783ba957dc,
es__ES.ME.TH.06.Gen.ReEx.001.001__f100,ES.ME.TH.06.Gen.ReEx.001.001,es,1.0,ATTEMPTED,True,COMPLETED,0,0,0,8483.126866899876,2.628,True,False,False,04fd3de96affc5a0579ec29a8519c181d5a34013f03e20873c2c74b2a2a88e22,
uk__GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001__f000,GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001,uk,0.0,BUILD_REFUSED,,,,,,,0.024,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001__f015,GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001,uk,0.15,BUILD_REFUSED,,,,,,,0.028,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001__f030,GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001,uk,0.3,BUILD_REFUSED,,,,,,,0.026,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001__f050,GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001,uk,0.5,BUILD_REFUSED,,,,,,,0.027,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001__f100,GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001,uk,1.0,BUILD_REFUSED,,,,,,,0.029,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001__f000,GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001,uk,0.0,BUILD_REFUSED,,,,,,,0.029,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001__f015,GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001,uk,0.15,BUILD_REFUSED,,,,,,,0.034,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001__f030,GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001,uk,0.3,BUILD_REFUSED,,,,,,,0.032,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001__f050,GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001,uk,0.5,BUILD_REFUSED,,,,,,,0.032,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001__f100,GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001,uk,1.0,BUILD_REFUSED,,,,,,,0.032,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.03.Gen.ReEx.001.001__f000,GB.ENG.AB.03.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,True,COMPLETED,0,0,0,429401.8978237175,2.387,False,False,False,33e072bda2ed2af1a98737aa6b363a097553a94255b3857b42146d3e4a35a26f,
uk__GB.ENG.AB.03.Gen.ReEx.001.001__f015,GB.ENG.AB.03.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,True,COMPLETED,0,0,0,429321.8745368888,2.652,False,False,False,40e311d0c5a2fcfdce228b72b97561b9645e2e21c02dd03b96967fee5acc34a6,
uk__GB.ENG.AB.03.Gen.ReEx.001.001__f030,GB.ENG.AB.03.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,True,COMPLETED,0,0,0,429248.3754781889,2.679,False,False,False,acb8677423e8459c1242bc41436f52b580e356bc16b522e7740f1e89aa4a354d,
uk__GB.ENG.AB.03.Gen.ReEx.001.001__f050,GB.ENG.AB.03.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,True,COMPLETED,0,0,0,429161.0117617531,2.415,False,False,False,eea8193e6e9f9d28ad1528b0f8b40e1108cd4bfea96d7146556be6afc2a49652,
uk__GB.ENG.AB.03.Gen.ReEx.001.001__f100,GB.ENG.AB.03.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,True,COMPLETED,0,0,0,428997.76748940855,2.5,False,False,False,2f110c8e9102519fd3576486cae662fee9219b66cd71f84d10a6f9dce0641d4c,
uk__GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001__f000,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,uk,0.0,BUILD_REFUSED,,,,,,,0.035,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001__f015,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,uk,0.15,BUILD_REFUSED,,,,,,,0.031,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001__f030,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,uk,0.3,BUILD_REFUSED,,,,,,,0.032,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001__f050,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,uk,0.5,BUILD_REFUSED,,,,,,,0.035,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001__f100,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,uk,1.0,BUILD_REFUSED,,,,,,,0.025,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.AB.04.Gen.ReEx.001.001__f000,GB.ENG.AB.04.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,True,COMPLETED,0,0,0,433376.0253389534,2.373,False,False,False,27eb7fc0b7e5f328ad1272940f9af19774e7a439556c414f679d59d31d263578,
uk__GB.ENG.AB.04.Gen.ReEx.001.001__f015,GB.ENG.AB.04.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,True,COMPLETED,0,0,0,433272.27210212254,2.725,False,False,False,42dec64bbc7bbb9d0172f9f128677ddf5217cea2fa271d29983998d2a11eb408,
uk__GB.ENG.AB.04.Gen.ReEx.001.001__f030,GB.ENG.AB.04.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,True,COMPLETED,0,0,0,433178.79937149794,2.555,False,False,False,1c4fa5c99584bdd6b8248f3d0b4d016be1dab18bd2a0eb8f9d8bebafd62b7a52,
uk__GB.ENG.AB.04.Gen.ReEx.001.001__f050,GB.ENG.AB.04.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,True,COMPLETED,0,0,0,433068.6331768083,2.549,False,False,False,898f49a0cd3a0060b0d68bc918fa85a854f0b09e0fc89271fb2f5bafd324f344,
uk__GB.ENG.AB.04.Gen.ReEx.001.001__f100,GB.ENG.AB.04.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,True,COMPLETED,0,0,0,432845.507279459,2.292,False,False,False,fc4c223769dd86e4ed666fede9d8d5afab98032f8c9a4f5aa0725b420ff05a2c,
uk__GB.ENG.AB.07.Gen.ReEx.001.001__f000,GB.ENG.AB.07.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,True,COMPLETED,0,0,0,182803.50354318388,2.339,False,False,False,d91760b7c0ba7e2f819178e6abdb38631bba77935559f8ede9738aca4174df12,
uk__GB.ENG.AB.07.Gen.ReEx.001.001__f015,GB.ENG.AB.07.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,True,COMPLETED,0,0,0,182767.6853711971,2.348,False,False,False,5f000397ac0a2259eb6576d6774c99f6c925e9ace820796e9c017fc2db5dac81,
uk__GB.ENG.AB.07.Gen.ReEx.001.001__f030,GB.ENG.AB.07.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,True,COMPLETED,0,0,0,182753.5954516094,2.403,False,False,False,a6484fd0277d809c18130464f8c478557af27321db82fcb14ed270fe2998eae8,
uk__GB.ENG.AB.07.Gen.ReEx.001.001__f050,GB.ENG.AB.07.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,True,COMPLETED,0,0,0,182766.78132238783,2.268,False,False,False,8cd81a74a158c9f23d3d6e3de81de3b59f4697130a405c99ef8f663f30a08fe2,
uk__GB.ENG.AB.07.Gen.ReEx.001.001__f100,GB.ENG.AB.07.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,True,COMPLETED,0,0,0,182956.60373145674,2.442,False,False,False,4b06aaa56d1f60ba797a20b3001c5f0318a41b5f87ffb46e50fbcf5c8c9e3684,
uk__GB.ENG.MFH.01.Gen.ReEx.001.001__f000,GB.ENG.MFH.01.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,True,COMPLETED,0,0,0,62747.02913402085,2.69,False,False,False,16ecd43d12fad6d296b76073623dc1c292217a88047e03de004579ad9763544e,
uk__GB.ENG.MFH.01.Gen.ReEx.001.001__f015,GB.ENG.MFH.01.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,True,COMPLETED,0,0,0,62697.140327755835,2.563,False,False,False,57e09d271f1e30631d5ebb2fd6e0a0d1bed9ee4db2a789a3ab7c48eecee09dbe,
uk__GB.ENG.MFH.01.Gen.ReEx.001.001__f030,GB.ENG.MFH.01.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,True,COMPLETED,0,0,0,62657.710418901326,2.576,False,False,False,9a36c54d98ed593a443e026cfb0bd696d953109148ada953b3b3b3bb7708b2e6,
uk__GB.ENG.MFH.01.Gen.ReEx.001.001__f050,GB.ENG.MFH.01.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,True,COMPLETED,0,0,0,62621.11876424052,2.552,False,False,False,20bc6ae6518b5ffe03d143338d3f78b93fea391f6e0dbee59f4ffef132b4ee49,
uk__GB.ENG.MFH.01.Gen.ReEx.001.001__f100,GB.ENG.MFH.01.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,True,COMPLETED,0,0,0,62629.22745436963,2.581,False,False,False,fa0db848bf6160a4f4541d4632e8eff859ca940a2f5034f9107666b1ad9d1868,
uk__GB.ENG.MFH.02.Gen.ReEx.001.001__f000,GB.ENG.MFH.02.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,True,COMPLETED,0,0,0,76609.27849849149,2.441,False,False,False,c18045aa47fbf976905ae3357f5472e55326dc45830fb94a72d24477efe6ff6f,
uk__GB.ENG.MFH.02.Gen.ReEx.001.001__f015,GB.ENG.MFH.02.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,True,COMPLETED,0,0,0,76573.90139598437,2.479,False,False,False,2c0bd32b58b1a18400e85acbc6c94b4f8d230745ced698439bbf904653d638c5,
uk__GB.ENG.MFH.02.Gen.ReEx.001.001__f030,GB.ENG.MFH.02.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,True,COMPLETED,0,0,0,76547.29280803345,2.405,False,False,False,a5ddf2fa50809bfc3817c68e4d7cfa9346c9f5b5ebf80d0a200290d1c5efa9b9,
uk__GB.ENG.MFH.02.Gen.ReEx.001.001__f050,GB.ENG.MFH.02.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,True,COMPLETED,0,0,0,76524.88906116915,2.336,False,False,False,25f2eec538257f607fcee4c77ecfc3ec29470d176329f93e8b30f5fe12bc6b26,
uk__GB.ENG.MFH.02.Gen.ReEx.001.001__f100,GB.ENG.MFH.02.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,True,COMPLETED,0,0,0,76538.23876736542,2.158,False,False,False,8a6ecccdc0c2b1ed74cd401ede7d8426b8ae5db6f396b88fb9d42321390c347e,
uk__GB.ENG.MFH.03.Gen.ReEx.001.001__f000,GB.ENG.MFH.03.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,True,COMPLETED,0,0,0,72380.66926988408,2.208,False,False,False,75f9dc5e4292b1d7915897416d5236b8effd70fd256ddccc0a15dbdc90afcddb,
uk__GB.ENG.MFH.03.Gen.ReEx.001.001__f015,GB.ENG.MFH.03.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,True,COMPLETED,0,0,0,72381.88906095969,2.194,False,False,False,2fbc9275d8818c8c7cd72b543475ce2c7c96b28f01c445fc65806989ae53ccdd,
uk__GB.ENG.MFH.03.Gen.ReEx.001.001__f030,GB.ENG.MFH.03.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,True,COMPLETED,0,0,0,72386.13304371451,2.272,False,False,False,75d8e9ab9a74c02a1d4f9bae343ec4550c17beb9c3fb3a147d57dd7c2bdc6c72,
uk__GB.ENG.MFH.03.Gen.ReEx.001.001__f050,GB.ENG.MFH.03.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,True,COMPLETED,0,0,0,72396.56092178625,2.158,False,False,False,8211608e7bdd48d37aba493a68b355ea477f13dd5289f20e0c080fecb29a4cdd,
uk__GB.ENG.MFH.03.Gen.ReEx.001.001__f100,GB.ENG.MFH.03.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,True,COMPLETED,0,0,0,72448.53914038702,2.263,False,False,False,d9b0b123a9233f060cc74c9df607651243b376f5bd23dae44cacf8b18e616563,
uk__GB.ENG.MFH.04.Gen.ReEx.001.001__f000,GB.ENG.MFH.04.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,True,COMPLETED,0,0,0,72812.78319128757,2.605,False,False,False,695547e962a59fd3b1684adfec16fa42e731eaa2b4db893ecf0e7503c7451705,
uk__GB.ENG.MFH.04.Gen.ReEx.001.001__f015,GB.ENG.MFH.04.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,True,COMPLETED,0,0,0,72804.70435562935,2.524,False,False,False,541d6e932a828141f91a4bb2a9650f23b1d6f393ba7e68e337bb7952cd771d33,
uk__GB.ENG.MFH.04.Gen.ReEx.001.001__f030,GB.ENG.MFH.04.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,True,COMPLETED,0,0,0,72798.38517357229,2.565,False,False,False,d2e66620902f7657a132ba020ecd47a8bed1503c49d54b809a3f175e64e2902d,
uk__GB.ENG.MFH.04.Gen.ReEx.001.001__f050,GB.ENG.MFH.04.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,True,COMPLETED,0,0,0,72791.72538939372,2.564,False,False,False,8d30ad83aa2ca4041ce50b9a1cca4ca27b80ecadda57839410977f520eeebad6,
uk__GB.ENG.MFH.04.Gen.ReEx.001.001__f100,GB.ENG.MFH.04.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,True,COMPLETED,0,0,0,72780.83654605855,2.441,False,False,False,37767cbd7ca7ae755c1777cc26f9397064bc8da3d8b67c26751acc08313e632d,
uk__GB.ENG.MFH.05.Gen.ReEx.001.001__f000,GB.ENG.MFH.05.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,True,COMPLETED,0,0,0,64512.13149575593,2.377,False,False,False,db746516b9ac6ef6b8cec32c88d01de565726d447fc5965693848372392b1c50,
uk__GB.ENG.MFH.05.Gen.ReEx.001.001__f015,GB.ENG.MFH.05.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,True,COMPLETED,0,0,0,64496.121185484946,2.312,False,False,False,97084f35f0878c2926dbac1d9fbce3875a69a18f6fb3378f46ef42db0f32dcde,
uk__GB.ENG.MFH.05.Gen.ReEx.001.001__f030,GB.ENG.MFH.05.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,True,COMPLETED,0,0,0,64481.846435887484,2.353,False,False,False,247f7dee788e561b3f612312cc708c645f1cc241076b4f5dbf7a83f83bc6f1fa,
uk__GB.ENG.MFH.05.Gen.ReEx.001.001__f050,GB.ENG.MFH.05.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,True,COMPLETED,0,0,0,64465.1621257375,2.256,False,False,False,a9bf22b54b207b4e13f638a8d6be8086e46a00b447efd44f8b05886314d6dbd1,
uk__GB.ENG.MFH.05.Gen.ReEx.001.001__f100,GB.ENG.MFH.05.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,True,COMPLETED,0,0,0,64433.696676386535,2.301,False,False,False,a650fbe5671f4c190651dddae9035823f35cf2a8a89412e967c96ff5732f7800,
uk__GB.ENG.MFH.06.Gen.ReEx.001.001__f000,GB.ENG.MFH.06.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,True,COMPLETED,0,0,0,67014.86903993123,2.259,False,False,False,e2d3d26ff878e0b6883b22d8bed1fe062ec97423da78c3b4524ef0d47567e190,
uk__GB.ENG.MFH.06.Gen.ReEx.001.001__f015,GB.ENG.MFH.06.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,True,COMPLETED,0,0,0,66998.0267912334,2.366,False,False,False,1cc5ebedf108495f54f7a40d20a902b6f00ce88cd3fa78efa8c46d25bba3f5a1,
uk__GB.ENG.MFH.06.Gen.ReEx.001.001__f030,GB.ENG.MFH.06.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,True,COMPLETED,0,0,0,66986.75381153583,2.261,False,False,False,b9039f5515d7217b0e013a0dbdd22be74762a09fa24c8f9b0ef4ebba047e6b33,
uk__GB.ENG.MFH.06.Gen.ReEx.001.001__f050,GB.ENG.MFH.06.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,True,COMPLETED,0,0,0,66979.51534843167,2.315,False,False,False,f1c3f90f424250e148d91fce4a1375bfca85d64981c0951c9188f86c3225a28c,
uk__GB.ENG.MFH.06.Gen.ReEx.001.001__f100,GB.ENG.MFH.06.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,True,COMPLETED,0,0,0,66992.40546311485,2.391,False,False,False,61a04fd669064e5d6d473f25c1da4978073d9c68b8ab7e54f8cb4d0ff004e5cd,
uk__GB.ENG.MFH.07.Gen.ReEx.001.001__f000,GB.ENG.MFH.07.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,True,COMPLETED,0,0,0,51976.3863482263,2.33,False,False,False,e5a122f00a82110222a84027d8a8fa70366865bdf41155e050ebaede51d12e94,
uk__GB.ENG.MFH.07.Gen.ReEx.001.001__f015,GB.ENG.MFH.07.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,True,COMPLETED,0,0,0,51934.283732920674,2.318,False,False,False,480092b011174779645630d88fa8c57443f575ccbd1ff89354ef0302972cbe6e,
uk__GB.ENG.MFH.07.Gen.ReEx.001.001__f030,GB.ENG.MFH.07.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,True,COMPLETED,0,0,0,51917.645998054315,2.317,False,False,False,c8395eb60618ec6394286a9ff3b115a171eae8f5019c2398823f49b5a52f6c75,
uk__GB.ENG.MFH.07.Gen.ReEx.001.001__f050,GB.ENG.MFH.07.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,True,COMPLETED,0,0,0,51935.43178979371,2.41,False,False,False,7cf289b8daeaae938e8394166a48e2a5573b02691577ab909a8d4dbf275198fb,
uk__GB.ENG.MFH.07.Gen.ReEx.001.001__f100,GB.ENG.MFH.07.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,True,COMPLETED,0,0,0,52171.50861776733,2.375,False,False,False,b7d7f4d3833a96ec37029fadbd4a16d729ed8764f7aa8f92a335f5ddd9883849,
