cell_id,archetype_id,survey_fold,sensitivity_f,mode,replicate,idf_sha256,heating_kwh,completed,completion_status,return_code,severe_count,fatal_count,runtime_s,marker_psy,marker_inside_hb,marker_calchb,error
it__IT.MidClim.AB.01.Gen.ReEx.001.001__f050,IT.MidClim.AB.01.Gen.ReEx.001.001,it,0.5,process,1,0862a8d5aade7bacb5144130d79c51fbb265faca1b6ee14539b141d8f8e102e8,93172.14725318627,True,COMPLETED,0,0,0,2.104,False,False,False,
it__IT.MidClim.AB.01.Gen.ReEx.001.001__f050,IT.MidClim.AB.01.Gen.ReEx.001.001,it,0.5,process,2,7db45fd6667b1560aabbbd0a19ed7dc831d469c61534ab63d2618de2f4bd71dd,93172.14725318627,True,COMPLETED,0,0,0,2.048,False,False,False,
it__IT.MidClim.AB.01.Gen.ReEx.001.001__f050,IT.MidClim.AB.01.Gen.ReEx.001.001,it,0.5,process,3,f3bc053ccddbd2c25a92b9d1c786aebbc05bf6636bb8ecaf9fbb52e7664d6328,93172.14725318627,True,COMPLETED,0,0,0,2.053,False,False,False,
es__ES.ME.AB.01.Gen.ReEx.001.001__f000,ES.ME.AB.01.Gen.ReEx.001.001,es,0.0,process,1,292299fcbf5800931e03163e669ae0f8993b86c65decb426e7629e2b4f35ebe8,177928.78032852308,True,COMPLETED,0,0,0,2.105,True,False,False,
es__ES.ME.AB.01.Gen.ReEx.001.001__f000,ES.ME.AB.01.Gen.ReEx.001.001,es,0.0,process,2,4a8e066adee9edb2123df1cb599a85dc9f40e2b12bce672642b774fa36319a15,177928.78032852308,True,COMPLETED,0,0,0,2.102,True,False,False,
es__ES.ME.AB.01.Gen.ReEx.001.001__f000,ES.ME.AB.01.Gen.ReEx.001.001,es,0.0,process,3,461283c075a14ef4da145ecaf8098840591fe48504d0592cb8c97028c40d2a10,177928.78032852308,True,COMPLETED,0,0,0,2.1,True,False,False,
es__ES.ME.AB.01.Gen.ReEx.001.001__f015,ES.ME.AB.01.Gen.ReEx.001.001,es,0.15,process,1,5e8ae73507c8b3245ab4dd4baed4f082a279c4233413f7f45fa2d66849f1d729,177889.98714490884,True,COMPLETED,0,0,0,2.147,True,False,False,
es__ES.ME.AB.01.Gen.ReEx.001.001__f015,ES.ME.AB.01.Gen.ReEx.001.001,es,0.15,process,2,8873cc39e5efbf388a70ff3c1d3266b4b6c52c43bd35cfda456bf0441d531d78,177889.98714490884,True,COMPLETED,0,0,0,2.155,True,False,False,
es__ES.ME.AB.01.Gen.ReEx.001.001__f015,ES.ME.AB.01.Gen.ReEx.001.001,es,0.15,process,3,75a9659176dbf3ca7e9fee9aea807f635f516a4599c9547f99ef08440d5de427,177889.98714490884,True,COMPLETED,0,0,0,2.081,True,False,False,
es__ES.ME.AB.01.Gen.ReEx.001.001__f030,ES.ME.AB.01.Gen.ReEx.001.001,es,0.3,process,1,0bc3426f2dcfbe16ed64ffef0d3e44a38fce4a9c95952e130f2cf5ffb671df99,177853.4447974208,True,COMPLETED,0,0,0,2.003,True,False,False,
es__ES.ME.AB.01.Gen.ReEx.001.001__f030,ES.ME.AB.01.Gen.ReEx.001.001,es,0.3,process,2,837c9f9577fff96be0a3866b2567fed7476e7e00b3bdfc1489a0b945464bd108,177853.4447974208,True,COMPLETED,0,0,0,1.895,True,False,False,
es__ES.ME.AB.01.Gen.ReEx.001.001__f030,ES.ME.AB.01.Gen.ReEx.001.001,es,0.3,process,3,5a0eff6c3eaf61f1461e988ac009bb157492fe2c7fe89d30677cfa36a727badd,177853.4447974208,True,COMPLETED,0,0,0,1.954,True,False,False,
es__ES.ME.AB.01.Gen.ReEx.001.001__f050,ES.ME.AB.01.Gen.ReEx.001.001,es,0.5,process,1,492f884c9d8e7815ea6e3718b9e8e08cfb35a32f0dbb726f825f49570c534752,177808.44960956744,True,COMPLETED,0,0,0,1.786,True,False,False,
es__ES.ME.AB.01.Gen.ReEx.001.001__f050,ES.ME.AB.01.Gen.ReEx.001.001,es,0.5,process,2,e44cbf42ea478df182258f98fa5cc513f61ce2b7a0f7490d19bbd1555e5e53d6,177808.44960956744,True,COMPLETED,0,0,0,1.76,True,False,False,
es__ES.ME.AB.01.Gen.ReEx.001.001__f050,ES.ME.AB.01.Gen.ReEx.001.001,es,0.5,process,3,6c581404796abe379027c7eb2b9765fc3d45db44883c7f3502c55492bcc639b5,177808.44960956744,True,COMPLETED,0,0,0,1.752,True,False,False,
