cell_id,archetype_id,survey_fold,sensitivity_f,class,n_replicates,heating_kwh,bitwise_identical,severe_max,fatal_max,certified,reason
uk__GB.ENG.SFH.06.Gen.ReEx.001.001__f000,GB.ENG.SFH.06.Gen.ReEx.001.001,uk,0.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.06.Gen.ReEx.001.001__f015,GB.ENG.SFH.06.Gen.ReEx.001.001,uk,0.15,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.06.Gen.ReEx.001.001__f030,GB.ENG.SFH.06.Gen.ReEx.001.001,uk,0.3,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.06.Gen.ReEx.001.001__f050,GB.ENG.SFH.06.Gen.ReEx.001.001,uk,0.5,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.06.Gen.ReEx.001.001__f100,GB.ENG.SFH.06.Gen.ReEx.001.001,uk,1.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.07.Gen.ReEx.001.001__f000,GB.ENG.SFH.07.Gen.ReEx.001.001,uk,0.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.07.Gen.ReEx.001.001__f015,GB.ENG.SFH.07.Gen.ReEx.001.001,uk,0.15,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.07.Gen.ReEx.001.001__f030,GB.ENG.SFH.07.Gen.ReEx.001.001,uk,0.3,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.07.Gen.ReEx.001.001__f050,GB.ENG.SFH.07.Gen.ReEx.001.001,uk,0.5,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.07.Gen.ReEx.001.001__f100,GB.ENG.SFH.07.Gen.ReEx.001.001,uk,1.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.08.Gen.ReEx.001.001__f000,GB.ENG.SFH.08.Gen.ReEx.001.001,uk,0.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.08.Gen.ReEx.001.001__f015,GB.ENG.SFH.08.Gen.ReEx.001.001,uk,0.15,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.08.Gen.ReEx.001.001__f030,GB.ENG.SFH.08.Gen.ReEx.001.001,uk,0.3,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.08.Gen.ReEx.001.001__f050,GB.ENG.SFH.08.Gen.ReEx.001.001,uk,0.5,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.08.Gen.ReEx.001.001__f100,GB.ENG.SFH.08.Gen.ReEx.001.001,uk,1.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.TH.01.Gen.ReEx.001.001__f000,GB.ENG.TH.01.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,3,,False,0,0,False,replicates_disagree
uk__GB.ENG.TH.01.Gen.ReEx.001.001__f015,GB.ENG.TH.01.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,3,,False,1,1,False,not_all_completed
uk__GB.ENG.TH.01.Gen.ReEx.001.001__f030,GB.ENG.TH.01.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,3,21239.89829675158,True,0,0,True,certified
uk__GB.ENG.TH.01.Gen.ReEx.001.001__f050,GB.ENG.TH.01.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,3,21230.61735710802,True,0,0,True,certified
uk__GB.ENG.TH.01.Gen.ReEx.001.001__f100,GB.ENG.TH.01.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,3,21216.090534636198,True,0,0,True,certified
uk__GB.ENG.TH.01.Terraced.SyAv.001.001__f000,GB.ENG.TH.01.Terraced.SyAv.001.001,uk,0.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.TH.01.Terraced.SyAv.001.001__f015,GB.ENG.TH.01.Terraced.SyAv.001.001,uk,0.15,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.TH.01.Terraced.SyAv.001.001__f030,GB.ENG.TH.01.Terraced.SyAv.001.001,uk,0.3,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.TH.01.Terraced.SyAv.001.001__f050,GB.ENG.TH.01.Terraced.SyAv.001.001,uk,0.5,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.TH.01.Terraced.SyAv.001.001__f100,GB.ENG.TH.01.Terraced.SyAv.001.001,uk,1.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.TH.02-03.Terraced.SyAv.002.001__f000,GB.ENG.TH.02-03.Terraced.SyAv.002.001,uk,0.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.TH.02-03.Terraced.SyAv.002.001__f015,GB.ENG.TH.02-03.Terraced.SyAv.002.001,uk,0.15,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.TH.02-03.Terraced.SyAv.002.001__f030,GB.ENG.TH.02-03.Terraced.SyAv.002.001,uk,0.3,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.TH.02-03.Terraced.SyAv.002.001__f050,GB.ENG.TH.02-03.Terraced.SyAv.002.001,uk,0.5,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.TH.02-03.Terraced.SyAv.002.001__f100,GB.ENG.TH.02-03.Terraced.SyAv.002.001,uk,1.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.TH.02.Gen.ReEx.001.001__f000,GB.ENG.TH.02.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,3,,False,1,1,False,not_all_completed
uk__GB.ENG.TH.02.Gen.ReEx.001.001__f015,GB.ENG.TH.02.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,3,,False,0,0,False,replicates_disagree
uk__GB.ENG.TH.02.Gen.ReEx.001.001__f030,GB.ENG.TH.02.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,3,20761.404003384665,True,0,0,True,certified
uk__GB.ENG.TH.02.Gen.ReEx.001.001__f050,GB.ENG.TH.02.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,3,20760.629953740157,True,0,0,True,certified
uk__GB.ENG.TH.02.Gen.ReEx.001.001__f100,GB.ENG.TH.02.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,3,,False,1,1,False,not_all_completed
uk__GB.ENG.TH.03.Gen.ReEx.001.001__f000,GB.ENG.TH.03.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,3,18341.59347355943,True,0,0,True,certified
uk__GB.ENG.TH.03.Gen.ReEx.001.001__f015,GB.ENG.TH.03.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,3,18337.717784028224,True,0,0,True,certified
uk__GB.ENG.TH.03.Gen.ReEx.001.001__f030,GB.ENG.TH.03.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,3,,False,0,0,False,replicates_disagree
uk__GB.ENG.TH.03.Gen.ReEx.001.001__f050,GB.ENG.TH.03.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,3,18330.33124022362,True,0,0,True,certified
uk__GB.ENG.TH.03.Gen.ReEx.001.001__f100,GB.ENG.TH.03.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,3,18323.70803696875,True,0,0,True,certified
uk__GB.ENG.TH.04-08.Terraced.SyAv.005.001__f000,GB.ENG.TH.04-08.Terraced.SyAv.005.001,uk,0.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.TH.04-08.Terraced.SyAv.005.001__f015,GB.ENG.TH.04-08.Terraced.SyAv.005.001,uk,0.15,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.TH.04-08.Terraced.SyAv.005.001__f030,GB.ENG.TH.04-08.Terraced.SyAv.005.001,uk,0.3,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.TH.04-08.Terraced.SyAv.005.001__f050,GB.ENG.TH.04-08.Terraced.SyAv.005.001,uk,0.5,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.TH.04-08.Terraced.SyAv.005.001__f100,GB.ENG.TH.04-08.Terraced.SyAv.005.001,uk,1.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.TH.04.Gen.ReEx.001.001__f000,GB.ENG.TH.04.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,3,,False,29,1,False,not_all_completed
uk__GB.ENG.TH.04.Gen.ReEx.001.001__f015,GB.ENG.TH.04.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,3,14989.692261072774,True,0,0,True,certified
uk__GB.ENG.TH.04.Gen.ReEx.001.001__f030,GB.ENG.TH.04.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,3,14986.023955385526,True,0,0,True,certified
uk__GB.ENG.TH.04.Gen.ReEx.001.001__f050,GB.ENG.TH.04.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,3,,False,0,0,False,replicates_disagree
uk__GB.ENG.TH.04.Gen.ReEx.001.001__f100,GB.ENG.TH.04.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,3,14972.491595015654,True,0,0,True,certified
uk__GB.ENG.TH.05.Gen.ReEx.001.001__f000,GB.ENG.TH.05.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,3,11632.994774105451,True,0,0,True,certified
uk__GB.ENG.TH.05.Gen.ReEx.001.001__f015,GB.ENG.TH.05.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,3,11632.375029833287,True,0,0,True,certified
uk__GB.ENG.TH.05.Gen.ReEx.001.001__f030,GB.ENG.TH.05.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,3,11631.860114446808,True,0,0,True,certified
uk__GB.ENG.TH.05.Gen.ReEx.001.001__f050,GB.ENG.TH.05.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,3,,False,1,1,False,not_all_completed
uk__GB.ENG.TH.05.Gen.ReEx.001.001__f100,GB.ENG.TH.05.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,3,,False,0,0,False,replicates_disagree
uk__GB.ENG.TH.06.Gen.ReEx.001.001__f000,GB.ENG.TH.06.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,3,11373.503818649151,True,0,0,True,certified
uk__GB.ENG.TH.06.Gen.ReEx.001.001__f015,GB.ENG.TH.06.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,3,11370.287283318949,True,0,0,True,certified
uk__GB.ENG.TH.06.Gen.ReEx.001.001__f030,GB.ENG.TH.06.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,3,11368.319665244182,True,0,0,True,certified
uk__GB.ENG.TH.06.Gen.ReEx.001.001__f050,GB.ENG.TH.06.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,3,11367.666148401519,True,0,0,True,certified
uk__GB.ENG.TH.06.Gen.ReEx.001.001__f100,GB.ENG.TH.06.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,3,11375.90603955016,True,0,0,True,certified
uk__GB.ENG.TH.07.Gen.ReEx.001.001__f000,GB.ENG.TH.07.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,3,6704.597233074402,True,0,0,True,certified
uk__GB.ENG.TH.07.Gen.ReEx.001.001__f015,GB.ENG.TH.07.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,3,6694.603540248026,True,0,0,True,certified
uk__GB.ENG.TH.07.Gen.ReEx.001.001__f030,GB.ENG.TH.07.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,3,,False,1,1,False,not_all_completed
uk__GB.ENG.TH.07.Gen.ReEx.001.001__f050,GB.ENG.TH.07.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,3,6680.952743964731,True,0,0,True,certified
uk__GB.ENG.TH.07.Gen.ReEx.001.001__f100,GB.ENG.TH.07.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,3,6687.317234567773,True,0,0,True,certified
uk__GB.ENG.TH.08.Gen.ReEx.001.001__f000,GB.ENG.TH.08.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,3,,False,0,0,False,replicates_disagree
uk__GB.ENG.TH.08.Gen.ReEx.001.001__f015,GB.ENG.TH.08.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,3,6242.8994442783105,True,0,0,True,certified
uk__GB.ENG.TH.08.Gen.ReEx.001.001__f030,GB.ENG.TH.08.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,3,,False,0,0,False,replicates_disagree
uk__GB.ENG.TH.08.Gen.ReEx.001.001__f050,GB.ENG.TH.08.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,3,6240.215459730621,True,0,0,True,certified
uk__GB.ENG.TH.08.Gen.ReEx.001.001__f100,GB.ENG.TH.08.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,3,6241.816180207175,True,0,0,True,certified
