cell_id,archetype_id,survey_fold,sensitivity_f,class,n_replicates,heating_kwh,bitwise_identical,severe_max,fatal_max,certified,reason
it__IT.MidClim.AB.06.Gen.ReEx.001.001__f030,IT.MidClim.AB.06.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.AB.06.Gen.ReEx.001.001__f050,IT.MidClim.AB.06.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,,False,25,1,False,not_all_completed
it__IT.MidClim.AB.06.Gen.ReEx.001.001__f100,IT.MidClim.AB.06.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.AB.07.Gen.ReEx.001.001__f000,IT.MidClim.AB.07.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,220192.16708907954,True,0,0,True,certified
it__IT.MidClim.AB.07.Gen.ReEx.001.001__f015,IT.MidClim.AB.07.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,220032.323214152,True,0,0,True,certified
it__IT.MidClim.AB.07.Gen.ReEx.001.001__f030,IT.MidClim.AB.07.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,219888.00714228215,True,0,0,True,certified
it__IT.MidClim.AB.07.Gen.ReEx.001.001__f050,IT.MidClim.AB.07.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,219720.77467590664,True,0,0,True,certified
it__IT.MidClim.AB.07.Gen.ReEx.001.001__f100,IT.MidClim.AB.07.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,219438.1672075933,True,0,0,True,certified
it__IT.MidClim.AB.08.Gen.ReEx.001.001__f000,IT.MidClim.AB.08.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.AB.08.Gen.ReEx.001.001__f015,IT.MidClim.AB.08.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.AB.08.Gen.ReEx.001.001__f030,IT.MidClim.AB.08.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.AB.08.Gen.ReEx.001.001__f050,IT.MidClim.AB.08.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.AB.08.Gen.ReEx.001.001__f100,IT.MidClim.AB.08.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.MFH-AB.01-03.Gen.ReEx.001.001__f000,IT.MidClim.MFH-AB.01-03.Gen.ReEx.001.001,it,0.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
it__IT.MidClim.MFH-AB.01-03.Gen.ReEx.001.001__f015,IT.MidClim.MFH-AB.01-03.Gen.ReEx.001.001,it,0.15,BUILD_REFUSED,3,,False,0,0,False,build_refused
it__IT.MidClim.MFH-AB.01-03.Gen.ReEx.001.001__f030,IT.MidClim.MFH-AB.01-03.Gen.ReEx.001.001,it,0.3,BUILD_REFUSED,3,,False,0,0,False,build_refused
it__IT.MidClim.MFH-AB.01-03.Gen.ReEx.001.001__f050,IT.MidClim.MFH-AB.01-03.Gen.ReEx.001.001,it,0.5,BUILD_REFUSED,3,,False,0,0,False,build_refused
it__IT.MidClim.MFH-AB.01-03.Gen.ReEx.001.001__f100,IT.MidClim.MFH-AB.01-03.Gen.ReEx.001.001,it,1.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
it__IT.MidClim.MFH-AB.04-05.Gen.ReEx.001.001__f000,IT.MidClim.MFH-AB.04-05.Gen.ReEx.001.001,it,0.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
it__IT.MidClim.MFH-AB.04-05.Gen.ReEx.001.001__f015,IT.MidClim.MFH-AB.04-05.Gen.ReEx.001.001,it,0.15,BUILD_REFUSED,3,,False,0,0,False,build_refused
it__IT.MidClim.MFH-AB.04-05.Gen.ReEx.001.001__f030,IT.MidClim.MFH-AB.04-05.Gen.ReEx.001.001,it,0.3,BUILD_REFUSED,3,,False,0,0,False,build_refused
it__IT.MidClim.MFH-AB.04-05.Gen.ReEx.001.001__f050,IT.MidClim.MFH-AB.04-05.Gen.ReEx.001.001,it,0.5,BUILD_REFUSED,3,,False,0,0,False,build_refused
it__IT.MidClim.MFH-AB.04-05.Gen.ReEx.001.001__f100,IT.MidClim.MFH-AB.04-05.Gen.ReEx.001.001,it,1.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
it__IT.MidClim.MFH-AB.06.Gen.ReEx.001.001__f000,IT.MidClim.MFH-AB.06.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.MFH-AB.06.Gen.ReEx.001.001__f015,IT.MidClim.MFH-AB.06.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,,False,23,1,False,not_all_completed
it__IT.MidClim.MFH-AB.06.Gen.ReEx.001.001__f030,IT.MidClim.MFH-AB.06.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,,False,33,1,False,not_all_completed
it__IT.MidClim.MFH-AB.06.Gen.ReEx.001.001__f050,IT.MidClim.MFH-AB.06.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.MFH-AB.06.Gen.ReEx.001.001__f100,IT.MidClim.MFH-AB.06.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.MFH-AB.07.Gen.ReEx.001.001__f000,IT.MidClim.MFH-AB.07.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,,False,37,1,False,not_all_completed
it__IT.MidClim.MFH-AB.07.Gen.ReEx.001.001__f015,IT.MidClim.MFH-AB.07.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,74376.53631469917,True,0,0,True,certified
it__IT.MidClim.MFH-AB.07.Gen.ReEx.001.001__f030,IT.MidClim.MFH-AB.07.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,74317.8265534568,True,0,0,True,certified
it__IT.MidClim.MFH-AB.07.Gen.ReEx.001.001__f050,IT.MidClim.MFH-AB.07.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,74245.7792805056,True,0,0,True,certified
it__IT.MidClim.MFH-AB.07.Gen.ReEx.001.001__f100,IT.MidClim.MFH-AB.07.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.MFH-AB.08.Gen.ReEx.001.001__f000,IT.MidClim.MFH-AB.08.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.MFH-AB.08.Gen.ReEx.001.001__f015,IT.MidClim.MFH-AB.08.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,37388.111586383675,True,0,0,True,certified
it__IT.MidClim.MFH-AB.08.Gen.ReEx.001.001__f030,IT.MidClim.MFH-AB.08.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.MFH-AB.08.Gen.ReEx.001.001__f050,IT.MidClim.MFH-AB.08.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.MFH-AB.08.Gen.ReEx.001.001__f100,IT.MidClim.MFH-AB.08.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.MFH.01.Gen.ReEx.001.001__f000,IT.MidClim.MFH.01.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,86177.98858411948,True,0,0,True,certified
it__IT.MidClim.MFH.01.Gen.ReEx.001.001__f015,IT.MidClim.MFH.01.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,86121.83115238554,True,0,0,True,certified
it__IT.MidClim.MFH.01.Gen.ReEx.001.001__f030,IT.MidClim.MFH.01.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,86067.74195585471,True,0,0,True,certified
it__IT.MidClim.MFH.01.Gen.ReEx.001.001__f050,IT.MidClim.MFH.01.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,85998.75610852876,True,0,0,True,certified
it__IT.MidClim.MFH.01.Gen.ReEx.001.001__f100,IT.MidClim.MFH.01.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,,False,29,1,False,not_all_completed
it__IT.MidClim.MFH.02.Gen.ReEx.001.001__f000,IT.MidClim.MFH.02.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,115802.89401049774,True,0,0,True,certified
it__IT.MidClim.MFH.02.Gen.ReEx.001.001__f015,IT.MidClim.MFH.02.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,,False,29,1,False,not_all_completed
it__IT.MidClim.MFH.02.Gen.ReEx.001.001__f030,IT.MidClim.MFH.02.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.MFH.02.Gen.ReEx.001.001__f050,IT.MidClim.MFH.02.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,115622.78306494074,True,0,0,True,certified
it__IT.MidClim.MFH.02.Gen.ReEx.001.001__f100,IT.MidClim.MFH.02.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.MFH.03.Gen.ReEx.001.001__f000,IT.MidClim.MFH.03.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.MFH.03.Gen.ReEx.001.001__f015,IT.MidClim.MFH.03.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.MFH.03.Gen.ReEx.001.001__f030,IT.MidClim.MFH.03.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.MFH.03.Gen.ReEx.001.001__f050,IT.MidClim.MFH.03.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,,False,33,1,False,not_all_completed
it__IT.MidClim.MFH.03.Gen.ReEx.001.001__f100,IT.MidClim.MFH.03.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.MFH.04.Gen.ReEx.001.001__f000,IT.MidClim.MFH.04.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,99213.28748031145,True,0,0,True,certified
it__IT.MidClim.MFH.04.Gen.ReEx.001.001__f015,IT.MidClim.MFH.04.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,99147.09011081548,True,0,0,True,certified
it__IT.MidClim.MFH.04.Gen.ReEx.001.001__f030,IT.MidClim.MFH.04.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.MFH.04.Gen.ReEx.001.001__f050,IT.MidClim.MFH.04.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.MFH.04.Gen.ReEx.001.001__f100,IT.MidClim.MFH.04.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.MFH.05.Gen.ReEx.001.001__f000,IT.MidClim.MFH.05.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.MFH.05.Gen.ReEx.001.001__f015,IT.MidClim.MFH.05.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.MFH.05.Gen.ReEx.001.001__f030,IT.MidClim.MFH.05.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,,False,25,1,False,not_all_completed
it__IT.MidClim.MFH.05.Gen.ReEx.001.001__f050,IT.MidClim.MFH.05.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.MFH.05.Gen.ReEx.001.001__f100,IT.MidClim.MFH.05.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.MFH.06.Gen.ReEx.001.001__f000,IT.MidClim.MFH.06.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.MFH.06.Gen.ReEx.001.001__f015,IT.MidClim.MFH.06.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,,False,27,1,False,not_all_completed
it__IT.MidClim.MFH.06.Gen.ReEx.001.001__f030,IT.MidClim.MFH.06.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.MFH.06.Gen.ReEx.001.001__f050,IT.MidClim.MFH.06.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.MFH.06.Gen.ReEx.001.001__f100,IT.MidClim.MFH.06.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.MFH.07.Gen.ReEx.001.001__f000,IT.MidClim.MFH.07.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,77125.65284128417,True,0,0,True,certified
it__IT.MidClim.MFH.07.Gen.ReEx.001.001__f015,IT.MidClim.MFH.07.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.MFH.07.Gen.ReEx.001.001__f030,IT.MidClim.MFH.07.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,76995.59411939471,True,0,0,True,certified
it__IT.MidClim.MFH.07.Gen.ReEx.001.001__f050,IT.MidClim.MFH.07.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,76924.4453310833,True,0,0,True,certified
it__IT.MidClim.MFH.07.Gen.ReEx.001.001__f100,IT.MidClim.MFH.07.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,76803.8178947541,True,0,0,True,certified
it__IT.MidClim.MFH.08.Gen.ReEx.001.001__f000,IT.MidClim.MFH.08.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,,False,19,1,False,not_all_completed
it__IT.MidClim.MFH.08.Gen.ReEx.001.001__f015,IT.MidClim.MFH.08.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.MFH.08.Gen.ReEx.001.001__f030,IT.MidClim.MFH.08.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.MFH.08.Gen.ReEx.001.001__f050,IT.MidClim.MFH.08.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.MFH.08.Gen.ReEx.001.001__f100,IT.MidClim.MFH.08.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.SFH-TH.01-03.Gen.ReEx.001.001__f000,IT.MidClim.SFH-TH.01-03.Gen.ReEx.001.001,it,0.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
it__IT.MidClim.SFH-TH.01-03.Gen.ReEx.001.001__f015,IT.MidClim.SFH-TH.01-03.Gen.ReEx.001.001,it,0.15,BUILD_REFUSED,3,,False,0,0,False,build_refused
it__IT.MidClim.SFH-TH.01-03.Gen.ReEx.001.001__f030,IT.MidClim.SFH-TH.01-03.Gen.ReEx.001.001,it,0.3,BUILD_REFUSED,3,,False,0,0,False,build_refused
it__IT.MidClim.SFH-TH.01-03.Gen.ReEx.001.001__f050,IT.MidClim.SFH-TH.01-03.Gen.ReEx.001.001,it,0.5,BUILD_REFUSED,3,,False,0,0,False,build_refused
it__IT.MidClim.SFH-TH.01-03.Gen.ReEx.001.001__f100,IT.MidClim.SFH-TH.01-03.Gen.ReEx.001.001,it,1.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
it__IT.MidClim.SFH-TH.04-05.Gen.ReEx.001.001__f000,IT.MidClim.SFH-TH.04-05.Gen.ReEx.001.001,it,0.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
it__IT.MidClim.SFH-TH.04-05.Gen.ReEx.001.001__f015,IT.MidClim.SFH-TH.04-05.Gen.ReEx.001.001,it,0.15,BUILD_REFUSED,3,,False,0,0,False,build_refused
it__IT.MidClim.SFH-TH.04-05.Gen.ReEx.001.001__f030,IT.MidClim.SFH-TH.04-05.Gen.ReEx.001.001,it,0.3,BUILD_REFUSED,3,,False,0,0,False,build_refused
it__IT.MidClim.SFH-TH.04-05.Gen.ReEx.001.001__f050,IT.MidClim.SFH-TH.04-05.Gen.ReEx.001.001,it,0.5,BUILD_REFUSED,3,,False,0,0,False,build_refused
it__IT.MidClim.SFH-TH.04-05.Gen.ReEx.001.001__f100,IT.MidClim.SFH-TH.04-05.Gen.ReEx.001.001,it,1.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
it__IT.MidClim.SFH-TH.06.Gen.ReEx.001.001__f000,IT.MidClim.SFH-TH.06.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,,False,33,1,False,not_all_completed
it__IT.MidClim.SFH-TH.06.Gen.ReEx.001.001__f015,IT.MidClim.SFH-TH.06.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.SFH-TH.06.Gen.ReEx.001.001__f030,IT.MidClim.SFH-TH.06.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.SFH-TH.06.Gen.ReEx.001.001__f050,IT.MidClim.SFH-TH.06.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.SFH-TH.06.Gen.ReEx.001.001__f100,IT.MidClim.SFH-TH.06.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.SFH-TH.07.Gen.ReEx.001.001__f000,IT.MidClim.SFH-TH.07.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.SFH-TH.07.Gen.ReEx.001.001__f015,IT.MidClim.SFH-TH.07.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.SFH-TH.07.Gen.ReEx.001.001__f030,IT.MidClim.SFH-TH.07.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.SFH-TH.07.Gen.ReEx.001.001__f050,IT.MidClim.SFH-TH.07.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.SFH-TH.07.Gen.ReEx.001.001__f100,IT.MidClim.SFH-TH.07.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.SFH-TH.08.Gen.ReEx.001.001__f000,IT.MidClim.SFH-TH.08.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,8669.43885645289,True,0,0,True,certified
it__IT.MidClim.SFH-TH.08.Gen.ReEx.001.001__f015,IT.MidClim.SFH-TH.08.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,8664.964399791394,True,0,0,True,certified
it__IT.MidClim.SFH-TH.08.Gen.ReEx.001.001__f030,IT.MidClim.SFH-TH.08.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,8663.90323925477,True,0,0,True,certified
it__IT.MidClim.SFH-TH.08.Gen.ReEx.001.001__f050,IT.MidClim.SFH-TH.08.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,8668.45769314136,True,0,0,True,certified
it__IT.MidClim.SFH-TH.08.Gen.ReEx.001.001__f100,IT.MidClim.SFH-TH.08.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,8708.595818701975,True,0,0,True,certified
it__IT.MidClim.SFH.01.Gen.ReEx.001.001__f000,IT.MidClim.SFH.01.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,,False,31,1,False,not_all_completed
it__IT.MidClim.SFH.01.Gen.ReEx.001.001__f015,IT.MidClim.SFH.01.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.SFH.01.Gen.ReEx.001.001__f030,IT.MidClim.SFH.01.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.SFH.01.Gen.ReEx.001.001__f050,IT.MidClim.SFH.01.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.SFH.01.Gen.ReEx.001.001__f100,IT.MidClim.SFH.01.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.SFH.02.Gen.ReEx.001.001__f000,IT.MidClim.SFH.02.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.SFH.02.Gen.ReEx.001.001__f015,IT.MidClim.SFH.02.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.SFH.02.Gen.ReEx.001.001__f030,IT.MidClim.SFH.02.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.SFH.02.Gen.ReEx.001.001__f050,IT.MidClim.SFH.02.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.SFH.02.Gen.ReEx.001.001__f100,IT.MidClim.SFH.02.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,,False,31,1,False,not_all_completed
it__IT.MidClim.SFH.03.Gen.ReEx.001.001__f000,IT.MidClim.SFH.03.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.SFH.03.Gen.ReEx.001.001__f015,IT.MidClim.SFH.03.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.SFH.03.Gen.ReEx.001.001__f030,IT.MidClim.SFH.03.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.SFH.03.Gen.ReEx.001.001__f050,IT.MidClim.SFH.03.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.SFH.03.Gen.ReEx.001.001__f100,IT.MidClim.SFH.03.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.SFH.04.Gen.ReEx.001.001__f000,IT.MidClim.SFH.04.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,,False,33,1,False,not_all_completed
it__IT.MidClim.SFH.04.Gen.ReEx.001.001__f015,IT.MidClim.SFH.04.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.SFH.04.Gen.ReEx.001.001__f030,IT.MidClim.SFH.04.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,,False,33,1,False,not_all_completed
it__IT.MidClim.SFH.04.Gen.ReEx.001.001__f050,IT.MidClim.SFH.04.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.SFH.04.Gen.ReEx.001.001__f100,IT.MidClim.SFH.04.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,,False,33,1,False,not_all_completed
it__IT.MidClim.SFH.05.Gen.ReEx.001.001__f000,IT.MidClim.SFH.05.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.SFH.05.Gen.ReEx.001.001__f015,IT.MidClim.SFH.05.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.SFH.05.Gen.ReEx.001.001__f030,IT.MidClim.SFH.05.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.SFH.05.Gen.ReEx.001.001__f050,IT.MidClim.SFH.05.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,,False,33,1,False,not_all_completed
it__IT.MidClim.SFH.05.Gen.ReEx.001.001__f100,IT.MidClim.SFH.05.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.SFH.06.Gen.ReEx.001.001__f000,IT.MidClim.SFH.06.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.SFH.06.Gen.ReEx.001.001__f015,IT.MidClim.SFH.06.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.SFH.06.Gen.ReEx.001.001__f030,IT.MidClim.SFH.06.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.SFH.06.Gen.ReEx.001.001__f050,IT.MidClim.SFH.06.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.SFH.06.Gen.ReEx.001.001__f100,IT.MidClim.SFH.06.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.SFH.07.Gen.ReEx.001.001__f000,IT.MidClim.SFH.07.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,,False,33,1,False,not_all_completed
it__IT.MidClim.SFH.07.Gen.ReEx.001.001__f015,IT.MidClim.SFH.07.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.SFH.07.Gen.ReEx.001.001__f030,IT.MidClim.SFH.07.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.SFH.07.Gen.ReEx.001.001__f050,IT.MidClim.SFH.07.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.SFH.07.Gen.ReEx.001.001__f100,IT.MidClim.SFH.07.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,,False,33,1,False,not_all_completed
it__IT.MidClim.SFH.08.Gen.ReEx.001.001__f000,IT.MidClim.SFH.08.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,8650.204372328306,True,0,0,True,certified
it__IT.MidClim.SFH.08.Gen.ReEx.001.001__f015,IT.MidClim.SFH.08.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,8643.316776378239,True,0,0,True,certified
it__IT.MidClim.SFH.08.Gen.ReEx.001.001__f030,IT.MidClim.SFH.08.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,8639.473808427934,True,0,0,True,certified
it__IT.MidClim.SFH.08.Gen.ReEx.001.001__f050,IT.MidClim.SFH.08.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,8639.64254043158,True,0,0,True,certified
it__IT.MidClim.SFH.08.Gen.ReEx.001.001__f100,IT.MidClim.SFH.08.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,8663.062436426047,True,0,0,True,certified
it__IT.MidClim.TH.01.Gen.ReEx.001.001__f000,IT.MidClim.TH.01.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,15590.416645677797,True,0,0,True,certified
it__IT.MidClim.TH.01.Gen.ReEx.001.001__f015,IT.MidClim.TH.01.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,15584.55631829376,True,0,0,True,certified
it__IT.MidClim.TH.01.Gen.ReEx.001.001__f030,IT.MidClim.TH.01.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,15578.901594588273,True,0,0,True,certified
