Date/Time,BATIMENT0000000357175643_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000357175643_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000357175643_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/02  17:00:00,730786.0470208827,676328.0768433979,1081997.5576091958 
 01/02  18:00:00,942937.4684535201,889143.6021321199,1332197.596577017 
 01/02  19:00:00,1064315.3345711173,1010620.0024871235,1461515.5001256014 
 01/02  20:00:00,1115198.7080109816,1062741.794110035,1519102.946623128 
 01/02  21:00:00,1145973.4214403224,1094631.9175464802,1555026.0893350132 
 01/02  22:00:00,1221017.2737258575,1170721.7987167249,1638097.2493278298 
 01/02  23:00:00,1306951.190900257,1257669.79653002,1735182.5071035665 
 01/02  24:00:00,1404622.0147009024,1356447.7918580414,1853608.1203300308 
 01/03  01:00:00,1509044.0127322706,1462035.8591973763,1984452.6477715103 
 01/03  02:00:00,1579218.511285227,1540382.40339946,2140663.448163839 
 01/03  03:00:00,1653567.5930231658,1618451.394707903,2257956.7234942894 
 01/03  04:00:00,1709532.5460091003,1676285.9928239393,2337014.0811607665 
 01/03  05:00:00,1746955.0683802995,1715402.193643663,2393514.9100544406 
 01/03  06:00:00,1764862.0070735025,1734975.027746623,2428517.5778569975 
 01/03  07:00:00,1783718.8873089063,1755444.6750152146,2465110.274437894 
 01/03  08:00:00,1800326.1235494046,1773437.122583107,2495548.868719171 
 01/03  09:00:00,1818076.5885050541,1792149.2629927841,2521970.1384064076 
 01/03  10:00:00,1809520.4173181788,1783254.4904940675,2512840.513633112 
 01/03  11:00:00,1757594.4355826355,1724714.3115233397,2434037.9292754238 
 01/03  12:00:00,1667971.3421444162,1618835.2539113325,2285495.6774715297 
 01/03  13:00:00,1557079.395451799,1488923.7943966065,2110994.6188637507 
 01/03  14:00:00,1468898.5510273082,1393413.1121157366,1968161.1689034735 
 01/03  15:00:00,1401169.314983635,1334412.5808254825,1839713.4430553038 
 01/03  16:00:00,1336031.6106683954,1285269.039977152,1732953.8645755057 
 01/03  17:00:00,1343445.2331402386,1302397.5519665112,1888226.018506383 
 01/03  18:00:00,1556773.5293076767,1531258.8221498025,2302620.900122159 
 01/03  19:00:00,1787797.225603857,1767052.1655625512,2609102.6009780616 
 01/03  20:00:00,1836991.8831910845,1819361.8551411123,2691500.748904874 
 01/03  21:00:00,1921968.1792934397,1906770.5518228647,2805911.150573039 
 01/03  22:00:00,2035557.7227541471,2023033.1477782733,2957977.4506960777 
 01/03  23:00:00,2064924.468078353,2055763.1778955907,3025904.2663286645 
 01/03  24:00:00,2173893.403497087,2170001.039615903,3209874.047567266 
 01/04  01:00:00,2342319.8027946195,2341720.7011577245,3433461.7278391714 
 01/04  02:00:00,2471695.851477414,2471930.1432640227,3582044.380400149 
 01/04  03:00:00,2573736.752961461,2569479.0220198296,3635746.8672950976 
 01/04  04:00:00,2633748.2151164254,2624829.4046122273,3649547.807211944 
 01/04  05:00:00,2676216.1151541704,2667623.0595134012,3702706.431398581 
 01/04  06:00:00,2725722.1263662595,2717469.778643602,3757692.408957882 
 01/04  07:00:00,2775180.5174886608,2767223.8418522254,3811823.0263712383 
 01/04  08:00:00,2782309.5831185356,2774677.4915534416,3821697.396788962 
 01/04  09:00:00,2784033.72861631,2776170.1700863284,3819563.5509617096 
 01/04  10:00:00,2779052.113833322,2766166.3794272267,3792789.248502845 
 01/04  11:00:00,2613243.5561566497,2582536.6358257094,3534704.265104376 
 01/04  12:00:00,2361844.4041181877,2304069.856615459,3144296.790292596 
 01/04  13:00:00,2051177.9992407595,1951105.646715239,2641255.06734209 
 01/04  14:00:00,1780089.2341134436,1671660.3718261064,2263362.0336553953 
 01/04  15:00:00,1590088.1764643108,1501789.1866383296,2004598.4800849874 
 01/04  16:00:00,1472258.7279415727,1402018.9418478077,1847871.594158012 
 01/04  17:00:00,1429867.3664961718,1373730.2437288011,1882634.244854916 
 01/04  18:00:00,1512667.3201524522,1474144.7425798855,2132769.652889385 
