Date/Time,Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
,11919253023.851576,26342084375.504955,26342084375.504955,11919253023.851576,11919253023.851576 
