Time,05B28B2AF55AA3F7_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],05B28B2AF55AA3F7_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],05B28B2AF55AA3F7_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],05B28B2AF55AA3F7_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],05B28B2AF55AA3F7_F0_DWELLING_0::Des Latent Heat Load [W],05B28B2AF55AA3F7_F0_DWELLING_0::Des Latent Cool Load [W],05B28B2AF55AA3F7_F0_DWELLING_0::Des Latent Heat Mass Flow [kg/s],05B28B2AF55AA3F7_F0_DWELLING_0::Des Latent Cool Mass Flow [kg/s],05B28B2AF55AA3F7_F0_DWELLING_0::Des Heat Load No DOAS [W],05B28B2AF55AA3F7_F0_DWELLING_0::Des Sens Cool Load No DOAS [W],05B28B2AF55AA3F7_F0_DWELLING_0::Des Latent Heat Load No DOAS [W],05B28B2AF55AA3F7_F0_DWELLING_0::Des Latent Cool Load No DOAS [W],05B28B2AF55AA3F7_F0_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],05B28B2AF55AA3F7_F0_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],05B28B2AF55AA3F7_F0_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],05B28B2AF55AA3F7_F0_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],05B28B2AF55AA3F7_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],05B28B2AF55AA3F7_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],05B28B2AF55AA3F7_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],05B28B2AF55AA3F7_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],05B28B2AF55AA3F7_F1_DWELLING_0::Des Latent Heat Load [W],05B28B2AF55AA3F7_F1_DWELLING_0::Des Latent Cool Load [W],05B28B2AF55AA3F7_F1_DWELLING_0::Des Latent Heat Mass Flow [kg/s],05B28B2AF55AA3F7_F1_DWELLING_0::Des Latent Cool Mass Flow [kg/s],05B28B2AF55AA3F7_F1_DWELLING_0::Des Heat Load No DOAS [W],05B28B2AF55AA3F7_F1_DWELLING_0::Des Sens Cool Load No DOAS [W],05B28B2AF55AA3F7_F1_DWELLING_0::Des Latent Heat Load No DOAS [W],05B28B2AF55AA3F7_F1_DWELLING_0::Des Latent Cool Load No DOAS [W],05B28B2AF55AA3F7_F1_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],05B28B2AF55AA3F7_F1_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],05B28B2AF55AA3F7_F1_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],05B28B2AF55AA3F7_F1_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],05B28B2AF55AA3F7_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],05B28B2AF55AA3F7_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],05B28B2AF55AA3F7_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],05B28B2AF55AA3F7_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],05B28B2AF55AA3F7_F2_DWELLING_0::Des Latent Heat Load [W],05B28B2AF55AA3F7_F2_DWELLING_0::Des Latent Cool Load [W],05B28B2AF55AA3F7_F2_DWELLING_0::Des Latent Heat Mass Flow [kg/s],05B28B2AF55AA3F7_F2_DWELLING_0::Des Latent Cool Mass Flow [kg/s],05B28B2AF55AA3F7_F2_DWELLING_0::Des Heat Load No DOAS [W],05B28B2AF55AA3F7_F2_DWELLING_0::Des Sens Cool Load No DOAS [W],05B28B2AF55AA3F7_F2_DWELLING_0::Des Latent Heat Load No DOAS [W],05B28B2AF55AA3F7_F2_DWELLING_0::Des Latent Cool Load No DOAS [W],05B28B2AF55AA3F7_F2_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],05B28B2AF55AA3F7_F2_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],05B28B2AF55AA3F7_F2_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],05B28B2AF55AA3F7_F2_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],05B28B2AF55AA3F7_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],05B28B2AF55AA3F7_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],05B28B2AF55AA3F7_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],05B28B2AF55AA3F7_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],05B28B2AF55AA3F7_F3_DWELLING_0::Des Latent Heat Load [W],05B28B2AF55AA3F7_F3_DWELLING_0::Des Latent Cool Load [W],05B28B2AF55AA3F7_F3_DWELLING_0::Des Latent Heat Mass Flow [kg/s],05B28B2AF55AA3F7_F3_DWELLING_0::Des Latent Cool Mass Flow [kg/s],05B28B2AF55AA3F7_F3_DWELLING_0::Des Heat Load No DOAS [W],05B28B2AF55AA3F7_F3_DWELLING_0::Des Sens Cool Load No DOAS [W],05B28B2AF55AA3F7_F3_DWELLING_0::Des Latent Heat Load No DOAS [W],05B28B2AF55AA3F7_F3_DWELLING_0::Des Latent Cool Load No DOAS [W],05B28B2AF55AA3F7_F3_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],05B28B2AF55AA3F7_F3_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],05B28B2AF55AA3F7_F3_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],05B28B2AF55AA3F7_F3_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],05B28B2AF55AA3F7_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Heat Load [W],05B28B2AF55AA3F7_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],05B28B2AF55AA3F7_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],05B28B2AF55AA3F7_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],05B28B2AF55AA3F7_F0_DWELLING_1::Des Latent Heat Load [W],05B28B2AF55AA3F7_F0_DWELLING_1::Des Latent Cool Load [W],05B28B2AF55AA3F7_F0_DWELLING_1::Des Latent Heat Mass Flow [kg/s],05B28B2AF55AA3F7_F0_DWELLING_1::Des Latent Cool Mass Flow [kg/s],05B28B2AF55AA3F7_F0_DWELLING_1::Des Heat Load No DOAS [W],05B28B2AF55AA3F7_F0_DWELLING_1::Des Sens Cool Load No DOAS [W],05B28B2AF55AA3F7_F0_DWELLING_1::Des Latent Heat Load No DOAS [W],05B28B2AF55AA3F7_F0_DWELLING_1::Des Latent Cool Load No DOAS [W],05B28B2AF55AA3F7_F0_DWELLING_1:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],05B28B2AF55AA3F7_F0_DWELLING_1:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],05B28B2AF55AA3F7_F0_DWELLING_1:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],05B28B2AF55AA3F7_F0_DWELLING_1:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%]
00:05:00,2.409012E+03,0.000000E+00,7.873736E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999590E+01,3.526765E+01,2.424312E+01,5.574306E+01,3.125676E+03,0.000000E+00,1.021603E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999563E+01,3.783314E+01,2.889463E+01,3.933494E+01,3.306120E+03,0.000000E+00,1.080577E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999556E+01,3.839234E+01,2.719919E+01,4.679490E+01,6.377152E+03,0.000000E+00,2.084270E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999487E+01,4.425440E+01,2.776853E+01,4.198940E+01,3.749814E+03,0.000000E+00,1.225565E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999485E+01,4.288145E+01,2.427529E+01,5.160588E+01
00:10:00,2.401385E+03,0.000000E+00,7.848806E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999590E+01,3.526916E+01,2.418643E+01,5.608250E+01,3.115283E+03,0.000000E+00,1.018206E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999563E+01,3.783672E+01,2.887880E+01,3.953629E+01,3.295106E+03,0.000000E+00,1.076977E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999556E+01,3.839534E+01,2.714708E+01,4.706408E+01,6.349934E+03,0.000000E+00,2.075374E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999487E+01,4.425255E+01,2.775233E+01,4.220536E+01,3.731145E+03,0.000000E+00,1.219463E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999484E+01,4.287561E+01,2.426161E+01,5.186361E+01
00:15:00,2.393121E+03,0.000000E+00,7.821794E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999590E+01,3.527012E+01,2.413789E+01,5.638300E+01,3.104147E+03,0.000000E+00,1.014566E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999563E+01,3.783988E+01,2.885507E+01,3.975491E+01,3.283339E+03,0.000000E+00,1.073131E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999556E+01,3.839802E+01,2.710376E+01,4.729902E+01,6.321735E+03,0.000000E+00,2.066157E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999486E+01,4.425180E+01,2.771802E+01,4.246527E+01,3.711962E+03,0.000000E+00,1.213193E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999484E+01,4.287153E+01,2.422846E+01,5.218109E+01
00:20:00,2.384217E+03,0.000000E+00,7.792693E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999590E+01,3.527051E+01,2.409636E+01,5.664712E+01,3.092263E+03,0.000000E+00,1.010682E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999563E+01,3.784257E+01,2.882468E+01,3.998716E+01,3.270816E+03,0.000000E+00,1.069038E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999556E+01,3.840036E+01,2.706722E+01,4.750421E+01,6.292544E+03,0.000000E+00,2.056616E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999486E+01,4.425217E+01,2.766881E+01,4.276080E+01,3.692264E+03,0.000000E+00,1.206755E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999483E+01,4.286932E+01,2.417878E+01,5.254876E+01
00:25:00,2.374680E+03,0.000000E+00,7.761520E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999590E+01,3.527036E+01,2.405974E+01,5.688224E+01,3.079634E+03,0.000000E+00,1.006554E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999563E+01,3.784483E+01,2.878973E+01,4.022801E+01,3.257538E+03,0.000000E+00,1.064698E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999556E+01,3.840239E+01,2.703464E+01,4.768775E+01,6.262357E+03,0.000000E+00,2.046750E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999485E+01,4.425346E+01,2.761006E+01,4.307880E+01,3.672046E+03,0.000000E+00,1.200147E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999483E+01,4.286873E+01,2.411740E+01,5.295192E+01
00:30:00,2.364509E+03,0.000000E+00,7.728278E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999590E+01,3.526975E+01,2.402628E+01,5.709491E+01,3.066256E+03,0.000000E+00,1.002181E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999563E+01,3.784670E+01,2.875199E+01,4.047329E+01,3.243501E+03,0.000000E+00,1.060110E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999556E+01,3.840415E+01,2.700403E+01,4.785585E+01,6.231165E+03,0.000000E+00,2.036555E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999485E+01,4.425543E+01,2.754603E+01,4.340883E+01,3.651313E+03,0.000000E+00,1.193371E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999482E+01,4.286942E+01,2.404817E+01,5.337885E+01
00:35:00,2.353698E+03,0.000000E+00,7.692941E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999590E+01,3.526875E+01,2.399488E+01,5.728962E+01,3.052121E+03,0.000000E+00,9.975615E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999563E+01,3.784824E+01,2.871258E+01,4.072029E+01,3.228698E+03,0.000000E+00,1.055272E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999556E+01,3.840567E+01,2.697436E+01,4.801201E+01,6.198954E+03,0.000000E+00,2.026027E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999485E+01,4.425791E+01,2.747914E+01,4.374474E+01,3.630055E+03,0.000000E+00,1.186423E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999482E+01,4.287110E+01,2.397328E+01,5.382276E+01
00:40:00,2.342242E+03,0.000000E+00,7.655499E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999590E+01,3.526739E+01,2.396497E+01,5.746886E+01,3.037225E+03,0.000000E+00,9.926928E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999563E+01,3.784949E+01,2.867210E+01,4.096743E+01,3.213122E+03,0.000000E+00,1.050181E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999556E+01,3.840698E+01,2.694525E+01,4.815779E+01,6.165714E+03,0.000000E+00,2.015163E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999485E+01,4.426075E+01,2.741055E+01,4.408352E+01,3.608264E+03,0.000000E+00,1.179301E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999481E+01,4.287356E+01,2.389359E+01,5.428105E+01
00:45:00,2.330141E+03,0.000000E+00,7.615949E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999590E+01,3.526572E+01,2.393596E+01,5.763514E+01,3.021564E+03,0.000000E+00,9.875742E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999563E+01,3.785047E+01,2.863084E+01,4.121380E+01,3.196772E+03,0.000000E+00,1.044837E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999556E+01,3.840810E+01,2.691638E+01,4.829456E+01,6.131437E+03,0.000000E+00,2.003960E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999484E+01,4.426386E+01,2.734075E+01,4.442368E+01,3.585936E+03,0.000000E+00,1.172004E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999481E+01,4.287663E+01,2.380995E+01,5.475098E+01
00:50:00,2.317394E+03,0.000000E+00,7.574285E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999590E+01,3.526376E+01,2.390765E+01,5.778967E+01,3.005135E+03,0.000000E+00,9.822045E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999563E+01,3.785122E+01,2.858898E+01,4.145880E+01,3.179643E+03,0.000000E+00,1.039239E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999556E+01,3.840903E+01,2.688769E+01,4.842296E+01,6.096113E+03,0.000000E+00,1.992415E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999484E+01,4.426716E+01,2.726999E+01,4.476440E+01,3.563068E+03,0.000000E+00,1.164529E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999481E+01,4.288018E+01,2.372400E+01,5.522720E+01
