osm_id,footprint_area_m2,levels,height_m,archetype_id,zoning_strategy,data_quality_flag,heating_eui_kwh_m2,cooling_eui_kwh_m2,lighting_eui_kwh_m2,equipment_eui_kwh_m2,fans_eui_kwh_m2,pumps_eui_kwh_m2,dhw_gas_eui_kwh_m2,dhw_elec_eui_kwh_m2,dhw_eui_kwh_m2,cooking_eui_kwh_m2,refrigeration_eui_kwh_m2,elevators_eui_kwh_m2,total_eui_kwh_m2,gwp_heating_kgco2_m2,gwp_cooling_kgco2_m2,gwp_lighting_kgco2_m2,gwp_equipment_kgco2_m2,gwp_fans_kgco2_m2,gwp_pumps_kgco2_m2,gwp_dhw_kgco2_m2,gwp_cooking_kgco2_m2,gwp_refrigeration_kgco2_m2,gwp_elevators_kgco2_m2,gwp_total_kgco2_m2,iod,simulation_status,error_summary,centroid_lon,centroid_lat
way/37417988,2898.5510362964637,11.0,38.5,LargeOffice,perimeter_core,"no_height,no_year|GROUPMODE_MED",14.05919340730934,33.03928044189764,26.465100525964544,44.0632759720076,38.52435121701927,11.781758601768916,2.1504247168259174,0.0,2.1504247168259174,0.0,0.0,6.863057970151129,176.94644285294436,2.5447140067229905,12.317968848591812,9.866930498894309,16.42802305409165,14.362956815538862,4.392569495980301,0.38922687374549103,0.0,0.0,2.558740176895505,62.86112977046093,0.0004539117292570899,success,,-103.48874389850207,5.3214532375612515e-09
way/37417989,4168.517429379388,1.0,3.5,LargeOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|GROUPMODE_MED",7.44694089421446,14.14339950413728,26.465101186235305,44.06327707133247,5.212247969427596,0.0,2.793161636582158,0.0,2.793161636582158,0.0,0.0,6.852513938569058,106.97664220049832,1.3478963018528174,5.273055350328494,9.866930745061737,16.428023463950744,1.9432719859457517,0.0,0.5055622562213706,0.0,0.0,2.554809066688825,37.91954917004974,0.0,success,,-103.48884546542533,3.946909158242506e-05
way/37546502,6241.528482257134,33.0,115.5,TallBuilding,one_zone_per_floor,no_year|GROUPMODE_MED,0.37844152706281464,23.521665895788313,26.465100598298473,44.06327609244013,23.312380785679142,7.006958356734831,40.83783182359197,0.0,40.83783182359197,0.0,0.0,0.0,165.58565507959565,0.06849791639836945,8.769535652594966,9.866930525862424,16.428023098992266,8.691508303563182,2.6123902702247337,7.391647560070147,0.0,0.0,0.0,53.82853332770609,0.0040319427575376855,success,,-103.4886985939367,7.097085184559973e-05
way/42806788,1587.6862515231055,1.0,3.5,Courthouse,single_zone,"no_floors,no_height,no_year|GROUPMODE_MED",16.254501430080072,40.719457281439276,19.676651553669117,28.256185512453076,6.815686729149565,0.0,4.011810270875309,0.0,4.011810270875309,0.0,0.0,0.0,115.73429277766641,2.942064758844493,15.181353819324443,7.3360066454513495,10.534697132236856,2.541078851855374,0.0,0.726137659028431,0.0,0.0,0.0,39.26133886674094,0.0,success,,-103.48874388440291,-1.6210806056409716e-11
way/42806812,1569.033571864679,6.0,21.0,Courthouse,perimeter_core,"no_height,no_year|HOTDECK_NEIGHBOR_MED",32.04593247369341,62.671696692084765,19.676654719975485,28.256190059351727,52.906778300803275,1.1702025584870157,2.387958713657673,0.0,2.387958713657673,0.0,0.0,0.0,199.11541351805334,5.800313777738507,23.36576333431658,7.33600782593902,10.534698827447986,19.72512834033188,0.43628427947559706,0.43222052717203885,0.0,0.0,0.0,67.63041691242161,0.00021338914775046136,success,,-103.48874493610246,7.273409130986929e-07
way/52143469,6614.754527315943,2.0,7.0,LargeOffice,perimeter_core,"generic_tag,no_function,no_height,no_year|GROUPMODE_MED",9.57018638158269,31.67063353339032,26.465100676347543,44.06327622238842,37.55841393582559,11.016050004614483,2.2883607809868756,0.0,2.2883607809868756,0.0,0.0,6.863006062663595,169.4950275977995,1.732203735066467,11.807698958986846,9.866930554961302,16.42802314744063,14.002828350865983,4.107091891120408,0.4141933013586245,0.0,0.0,2.5587208243307424,60.917690764131,0.0011110435696258896,success,,-103.48874388430602,3.018775485925375e-10
way/55932516,1562.4128466366533,45.0,157.5,HighriseApartment,one_zone_per_floor,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT,0.14416757303099406,22.981643002123757,3.965491090698295,43.39802491119697,4.26462352498246,3.841599112753713,26.762382827006522,0.0,26.762382827006522,0.0,0.0,3.069565475642029,108.42749751743472,0.026094330718609924,8.568199997195796,1.478446112362864,16.179998831591742,1.5899710595721603,1.4322557140097414,4.84399129168818,0.0,0.0,1.1444199571526665,35.26337729429176,0.1201715120294955,success,,-103.48874388391984,-3.8095617957587057e-10
way/55932517,941.8777955328032,1.0,3.5,FullServiceRestaurant,single_zone,"generic_tag,no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",42.23616813415096,113.49868223714951,72.7340513649495,428.450920824559,30.876750103018146,0.0,60.27869624720812,0.0,60.27869624720812,212.78394673982294,0.0,0.0,960.8592156508581,7.644746432281323,42.31548670111198,27.11729090229139,159.73849990917867,11.511716987408048,0.0,10.910444020744668,38.51389435990795,0.0,0.0,297.752079312924,0.0,success,,-103.48874388437994,4.82573483314291e-12
way/55932518,2116.3210197818944,1.0,3.5,LargeOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|GROUPMODE_MED",8.38863473058445,13.832069312925737,26.4651000403548,44.06327516348661,5.361755527913658,0.0,3.5102706042069167,0.0,3.5102706042069167,0.0,0.0,6.85666056820492,108.4777659476771,1.5183428862357853,5.156982737799477,9.866930317845398,16.428022752652385,1.9990125899609934,0.0,0.6353589793614519,0.0,0.0,2.556355046322704,38.1610053101782,0.0,success,,-103.48874388438529,-1.757467576794806e-11
way/55932520,5977.458290220164,6.0,21.0,LargeOffice,perimeter_core,"no_height,no_year|GROUPMODE_MED",10.945534631032151,31.91615388579444,26.46510053343483,44.06327598444332,36.834182965797424,11.221581752626763,2.1406004918030077,0.0,2.1406004918030077,0.0,0.0,6.863057493371219,170.4494877383032,1.9811417682168193,11.899235820932969,9.86693050167944,16.428023058728034,13.732814766772321,4.183719881668331,0.3874486890163444,0.0,0.0,2.558739999138605,61.038054486152866,0.0011961962561485293,success,,-103.48871014448633,-0.00011905309532798127
way/55932522,951.0555995996692,1.0,3.5,SmallOffice,single_zone,"no_height,no_year|GROUPMODE_MED",5.254151758828001,16.309987722870417,26.465103764497762,27.764781379936096,5.434896176753663,0.0,0.0,1.8346809188932867,1.8346809188932867,0.0,0.0,0.0,83.06360172177924,0.9510014683478681,6.080820102742332,9.866931706310172,10.351487912318815,2.0262814717867146,0.0,0.6840204176291462,0.0,0.0,0.0,29.96054307913505,0.0,success,,-103.4887445485878,-1.545546988194954e-05
way/55932526,2951.699402340413,7.0,24.5,Courthouse,perimeter_core,"no_height,no_year|GROUPMODE_MED",23.484194333575346,56.81126261968435,19.67665450625936,28.25618975244978,42.6806700702398,0.8980967004167679,2.2071522882167867,0.0,2.2071522882167867,0.0,0.0,0.0,174.0142202708422,4.250639174377137,21.180829419971676,7.336007746259665,10.534698713026346,15.912548860947364,0.33483559662298273,0.3994945641672384,0.0,0.0,0.0,59.949054075372416,0.0024071905138984585,success,,-103.48874422731772,-3.3619439756249246e-07
way/55932527,989.9245477648797,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_function,no_height,no_year|GROUPMODE_MED",5.403552199450504,16.688620807915672,26.465102475384178,27.76478002751529,5.6374761967411215,0.0,0.0,1.8071240714202608,1.8071240714202608,0.0,0.0,0.0,83.76665577842702,0.9780429481005412,6.221985118573584,9.866931225692532,10.35148740809847,2.101808975478599,0.0,0.6737464532994729,0.0,0.0,0.0,30.194002129243195,0.0,success,,-103.48869259889985,-1.4754601236503898e-05
way/55932528,1365.5783189520855,1.0,3.5,MediumOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|GROUPMODE_MED",12.151019964439207,21.970408620336094,26.465101238342914,44.06327715808571,6.349108536649886,0.0,5.069031077519472,0.0,5.069031077519472,0.0,0.0,3.538935600054363,119.60688219542763,2.1993346135634964,8.191183505102666,9.866930764488911,16.42802349629478,2.3671254375021036,0.0,0.9174946250310243,0.0,0.0,1.319414281897068,41.289506723880045,0.0,success,,-103.48876563234839,-5.778719167699295e-05
way/55932530,2720.211145239571,1.0,3.5,LargeOffice,single_zone,"no_floors,no_height,no_year|GROUPMODE_MED",7.692900518548889,13.419051268764763,26.465101350435045,44.06327734471725,5.037374041219684,0.0,3.189457852558304,0.0,3.189457852558304,0.0,0.0,6.863059903150224,106.73022227939416,1.392414993857349,5.002998046431029,9.866930806279997,16.42802356587624,1.8780740890398524,0.0,0.577291871313053,0.0,0.0,2.5587408975716914,37.704474270369204,0.0,success,,-103.48874388438196,-1.1516911040454389e-11
way/55932532,6443.620764293491,6.0,21.0,LargeOffice,perimeter_core,"no_height,no_year|GROUPMODE_MED",10.111292985576073,31.120527703937608,26.46510061707896,44.06327612371187,35.57159523030774,10.889489420583159,2.1344576460270734,0.0,2.1344576460270734,0.0,0.0,6.863089686811506,167.21882941403396,1.830144030389269,11.60260410280365,9.866930532864314,16.42802311065125,13.262086706525174,4.0599065616971775,0.3863368339309003,0.0,0.0,2.55875200175456,59.994783880616296,0.0014982586937258395,success,,-103.48878846417612,-0.00015091360844770733
way/55932533,1405.38951219994,1.0,3.5,MediumOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|GROUPMODE_MED",11.558791338915645,20.42358344034339,26.465101163432628,44.06327703336285,5.890084594154703,0.0,5.003850637852158,0.0,5.003850637852158,0.0,0.0,3.538720001843182,116.94340820990455,2.0921412323437316,7.6144837668963445,9.86693073656026,16.428023449794605,2.19598845906951,0.0,0.9056969654512405,0.0,0.0,1.3193339008471898,40.422598510962885,0.0,success,,-103.4887413962593,-4.360788235528056e-05
way/55932534,1749.2534942991997,58.0,203.0,SuperTallBuilding,one_zone_per_floor,"generic_tag,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",3.231919289449467,25.135923828645804,26.465100598383202,44.06327609258119,25.435470736741244,8.009465536042752,37.341710498593066,0.0,37.341710498593066,0.0,0.0,0.0,169.68286658043672,0.5849773913903535,9.371376209186359,9.866930525894013,16.42802309904486,9.483055683837765,2.986153016871747,6.758849600245345,0.0,0.0,0.0,55.479365526470446,0.001937031674483654,success,,-103.48874388471725,2.9624262022219683e-10
