Time,BLOCK SUPERMARKET STOREY 0:ANNUALSIZINGPERIOD:Des Heat Load [W],BLOCK SUPERMARKET STOREY 0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],BLOCK SUPERMARKET STOREY 0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],BLOCK SUPERMARKET STOREY 0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],BLOCK SUPERMARKET STOREY 0::Des Latent Heat Load [W],BLOCK SUPERMARKET STOREY 0::Des Latent Cool Load [W],BLOCK SUPERMARKET STOREY 0::Des Latent Heat Mass Flow [kg/s],BLOCK SUPERMARKET STOREY 0::Des Latent Cool Mass Flow [kg/s],BLOCK SUPERMARKET STOREY 0::Des Heat Load No DOAS [W],BLOCK SUPERMARKET STOREY 0::Des Sens Cool Load No DOAS [W],BLOCK SUPERMARKET STOREY 0::Des Latent Heat Load No DOAS [W],BLOCK SUPERMARKET STOREY 0::Des Latent Cool Load No DOAS [W],BLOCK SUPERMARKET STOREY 0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],BLOCK SUPERMARKET STOREY 0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],BLOCK SUPERMARKET STOREY 0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],BLOCK SUPERMARKET STOREY 0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%]
01:50:00,9.689214E+03,4.969172E+03,3.275740E-01,4.350301E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099298E+01,3.520427E+01,2.400173E+01,3.513533E+01
02:00:00,9.772673E+03,4.842818E+03,3.303952E-01,4.239694E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099294E+01,3.524590E+01,2.400170E+01,3.507182E+01
02:10:00,9.854972E+03,4.718800E+03,3.331771E-01,4.131129E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099291E+01,3.528683E+01,2.400167E+01,3.500798E+01
02:20:00,9.936154E+03,4.596660E+03,3.359213E-01,4.024209E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099289E+01,3.532397E+01,2.400165E+01,3.494329E+01
02:30:00,1.001626E+04,4.475966E+03,3.386291E-01,3.918555E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099286E+01,3.535682E+01,2.400162E+01,3.487772E+01
02:40:00,1.009531E+04,4.356328E+03,3.413014E-01,3.813825E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099283E+01,3.538657E+01,2.400159E+01,3.481132E+01
02:50:00,1.017333E+04,4.237420E+03,3.439386E-01,3.709734E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099280E+01,3.541465E+01,2.400156E+01,3.474405E+01
03:00:00,1.025030E+04,4.118996E+03,3.465405E-01,3.606066E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099277E+01,3.544198E+01,2.400153E+01,3.467578E+01
03:10:00,1.032621E+04,4.000900E+03,3.491066E-01,3.502686E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099274E+01,3.546892E+01,2.400150E+01,3.460638E+01
03:20:00,1.040104E+04,3.883078E+03,3.516360E-01,3.399544E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099271E+01,3.549546E+01,2.400147E+01,3.453577E+01
03:30:00,1.047476E+04,3.765577E+03,3.541280E-01,3.296684E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099268E+01,3.552151E+01,2.400144E+01,3.446392E+01
03:40:00,1.054734E+04,3.648546E+03,3.565812E-01,3.194234E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099265E+01,3.554698E+01,2.400141E+01,3.439091E+01
03:50:00,1.061874E+04,3.532220E+03,3.589948E-01,3.092401E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099262E+01,3.557182E+01,2.400138E+01,3.431686E+01
04:00:00,1.068894E+04,3.416897E+03,3.613677E-01,2.991446E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099260E+01,3.559603E+01,2.400134E+01,3.424196E+01
04:10:00,1.075789E+04,3.302912E+03,3.636986E-01,2.891662E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099257E+01,3.561963E+01,2.400131E+01,3.416645E+01
04:20:00,1.082558E+04,3.190606E+03,3.659864E-01,2.793347E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099254E+01,3.627392E+01,2.400128E+01,3.457577E+01
04:30:00,1.089164E+04,3.080226E+03,3.682202E-01,2.696721E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099282E+01,3.715509E+01,2.400117E+01,3.518531E+01
04:40:00,1.095608E+04,2.972064E+03,3.704002E-01,2.602039E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099323E+01,3.718836E+01,2.400104E+01,3.519037E+01
04:50:00,1.101913E+04,2.866444E+03,3.725330E-01,2.509583E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099325E+01,3.668455E+01,2.400100E+01,3.478221E+01
05:00:00,1.108089E+04,2.763543E+03,3.746217E-01,2.419505E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099297E+01,3.614542E+01,2.400102E+01,3.430027E+01
05:10:00,1.114132E+04,2.663476E+03,3.766649E-01,2.331905E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099266E+01,3.582248E+01,2.400105E+01,3.393085E+01
05:20:00,1.120034E+04,2.566333E+03,3.786601E-01,2.246863E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099245E+01,3.572246E+01,2.400106E+01,3.370399E+01
05:30:00,1.125823E+04,2.472292E+03,3.806161E-01,2.164533E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099236E+01,3.574866E+01,2.400105E+01,3.357614E+01
05:40:00,1.131496E+04,2.381490E+03,3.825320E-01,2.085035E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099233E+01,3.581009E+01,2.400103E+01,3.349558E+01
05:50:00,1.137032E+04,2.294057E+03,3.844018E-01,2.008485E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099233E+01,3.586032E+01,2.400100E+01,3.342918E+01
06:00:00,1.142426E+04,2.210315E+03,3.862238E-01,1.935169E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099233E+01,3.589018E+01,2.400098E+01,3.336341E+01
06:10:00,1.147686E+04,2.130712E+03,3.880013E-01,1.865477E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099232E+01,3.590733E+01,2.400095E+01,3.329630E+01
06:20:00,1.152828E+04,2.055800E+03,3.897394E-01,1.799895E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099230E+01,3.592099E+01,2.400092E+01,3.322913E+01
06:30:00,1.157865E+04,1.986215E+03,3.914420E-01,1.738976E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099228E+01,3.593608E+01,2.400090E+01,3.316398E+01
06:40:00,1.162805E+04,1.922809E+03,3.931119E-01,1.683465E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099226E+01,3.595347E+01,2.400088E+01,3.310259E+01
06:50:00,1.167654E+04,1.866186E+03,3.947513E-01,1.633894E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099224E+01,3.597213E+01,2.400087E+01,3.304633E+01
07:00:00,1.172419E+04,1.817013E+03,3.963618E-01,1.590845E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099223E+01,3.599091E+01,2.400086E+01,3.299606E+01
07:10:00,1.177103E+04,1.776002E+03,3.979451E-01,1.554941E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099221E+01,3.600916E+01,2.400085E+01,3.295238E+01
07:20:00,1.181710E+04,1.743841E+03,3.995024E-01,1.526785E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099219E+01,3.602785E+01,2.400084E+01,3.291685E+01
07:30:00,1.186244E+04,1.721177E+03,4.010349E-01,1.506943E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099218E+01,3.604744E+01,2.400084E+01,3.289059E+01
07:40:00,1.190707E+04,1.708440E+03,4.025433E-01,1.495793E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099216E+01,3.606773E+01,2.400084E+01,3.287417E+01
07:50:00,1.195099E+04,1.706274E+03,4.040281E-01,1.493897E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099215E+01,3.608824E+01,2.400085E+01,3.286790E+01
08:00:00,1.199420E+04,1.715358E+03,4.054886E-01,1.501850E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099214E+01,3.610861E+01,2.400087E+01,3.287199E+01
08:10:00,1.203661E+04,1.736007E+03,4.069221E-01,1.519927E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099212E+01,3.612863E+01,2.400088E+01,3.288681E+01
08:20:00,1.207803E+04,1.768451E+03,4.083222E-01,1.548332E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099211E+01,3.646574E+01,2.400091E+01,3.316709E+01
08:30:00,1.211794E+04,1.812818E+03,4.096719E-01,1.587175E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099227E+01,3.690294E+01,2.400091E+01,3.356688E+01
08:40:00,1.215585E+04,1.869154E+03,4.109541E-01,1.636497E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099249E+01,3.690848E+01,2.400090E+01,3.367178E+01
08:50:00,1.219121E+04,1.937432E+03,4.121506E-01,1.696274E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099250E+01,3.664728E+01,2.400093E+01,3.356963E+01
09:00:00,1.222307E+04,2.017335E+03,4.132281E-01,1.766229E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099235E+01,3.637402E+01,2.400098E+01,3.343011E+01
09:10:00,1.225008E+04,2.108677E+03,4.141414E-01,1.846196E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099218E+01,3.621195E+01,2.400105E+01,3.335112E+01
09:20:00,1.227099E+04,2.211330E+03,4.148481E-01,1.936065E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099208E+01,3.616086E+01,2.400111E+01,3.335154E+01
09:30:00,1.228460E+04,2.324891E+03,4.153077E-01,2.035481E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099205E+01,3.616958E+01,2.400117E+01,3.341124E+01
09:40:00,1.228924E+04,2.448922E+03,4.154634E-01,2.144062E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099206E+01,3.619136E+01,2.400123E+01,3.350367E+01
09:50:00,1.228331E+04,2.582963E+03,4.152622E-01,2.261405E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099208E+01,3.620269E+01,2.400128E+01,3.361033E+01
10:00:00,1.226562E+04,2.726567E+03,4.146634E-01,2.387118E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099211E+01,3.619914E+01,2.400134E+01,3.372243E+01
10:10:00,1.223510E+04,2.879293E+03,4.136315E-01,2.520818E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099214E+01,3.618462E+01,2.400139E+01,3.383729E+01
10:20:00,1.219096E+04,3.040574E+03,4.121395E-01,2.662006E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099217E+01,3.616459E+01,2.400145E+01,3.395472E+01
10:30:00,1.213268E+04,3.210080E+03,4.101698E-01,2.810394E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099220E+01,3.614159E+01,2.400150E+01,3.407482E+01
10:40:00,1.206026E+04,3.387487E+03,4.077218E-01,2.965697E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099224E+01,3.611557E+01,2.400156E+01,3.419735E+01
10:50:00,1.197372E+04,3.572470E+03,4.047965E-01,3.127632E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099229E+01,3.608544E+01,2.400161E+01,3.432172E+01
11:00:00,1.187329E+04,3.764739E+03,4.014018E-01,3.295944E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099234E+01,3.605030E+01,2.400167E+01,3.444724E+01
11:10:00,1.175961E+04,3.964032E+03,3.975592E-01,3.470403E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099240E+01,3.600977E+01,2.400172E+01,3.457329E+01
11:20:00,1.163322E+04,4.170104E+03,3.932870E-01,3.650796E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099246E+01,3.853083E+01,2.400178E+01,3.662592E+01
11:30:00,1.149351E+04,4.382266E+03,3.885674E-01,3.836549E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099380E+01,4.222048E+01,2.400136E+01,3.955885E+01
11:40:00,1.134120E+04,4.600246E+03,3.834254E-01,4.027445E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099575E+01,4.227368E+01,2.400066E+01,3.983636E+01
11:50:00,1.117921E+04,4.824478E+03,3.779569E-01,4.223828E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099595E+01,3.997841E+01,2.400056E+01,3.838237E+01
12:00:00,1.100867E+04,5.054771E+03,3.721967E-01,4.425492E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099493E+01,3.749255E+01,2.400098E+01,3.674877E+01
12:10:00,1.083021E+04,5.290662E+03,3.661660E-01,4.632023E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099378E+01,3.591447E+01,2.400152E+01,3.573212E+01
12:20:00,1.064446E+04,5.531541E+03,3.598875E-01,4.842891E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099309E+01,3.529196E+01,2.400192E+01,3.538405E+01
12:30:00,1.045350E+04,5.777159E+03,3.534298E-01,5.057864E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099288E+01,3.522007E+01,2.400213E+01,3.543434E+01
12:40:00,1.025839E+04,6.026767E+03,3.468274E-01,5.276273E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099295E+01,3.531028E+01,2.400221E+01,3.561754E+01
12:50:00,1.005805E+04,6.278802E+03,3.400486E-01,5.496793E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099311E+01,3.536008E+01,2.400223E+01,3.579134E+01
13:00:00,9.853328E+03,6.532209E+03,3.331237E-01,5.718538E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099327E+01,3.532547E+01,2.400225E+01,3.591968E+01
13:10:00,9.645528E+03,6.786096E+03,3.260975E-01,5.940737E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099338E+01,3.523569E+01,2.400227E+01,3.601628E+01
13:20:00,9.435947E+03,7.039628E+03,3.190126E-01,6.162651E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099347E+01,3.512808E+01,2.400231E+01,3.610213E+01
13:30:00,9.225701E+03,7.292001E+03,3.119058E-01,6.383564E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099355E+01,3.502407E+01,2.400235E+01,3.618860E+01
13:40:00,9.015723E+03,7.542464E+03,3.048080E-01,6.602806E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099364E+01,3.492904E+01,2.400239E+01,3.627736E+01
13:50:00,8.806841E+03,7.790353E+03,2.977471E-01,6.819794E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099373E+01,3.484026E+01,2.400242E+01,3.636578E+01
14:00:00,8.599830E+03,8.035121E+03,2.907492E-01,7.034046E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099382E+01,3.475374E+01,2.400245E+01,3.645116E+01
14:10:00,8.395445E+03,8.276331E+03,2.838401E-01,7.245184E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099391E+01,3.466715E+01,2.400247E+01,3.653221E+01
14:20:00,8.194433E+03,8.513653E+03,2.770450E-01,7.452918E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099400E+01,3.518938E+01,2.400250E+01,3.710450E+01
14:30:00,7.997304E+03,8.746623E+03,2.703814E-01,7.656868E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099431E+01,3.594744E+01,2.400231E+01,3.780329E+01
14:40:00,7.804815E+03,8.975066E+03,2.638751E-01,7.856894E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099470E+01,3.591242E+01,2.400203E+01,3.779379E+01
14:50:00,7.617971E+03,9.199119E+03,2.575596E-01,8.053080E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099480E+01,3.535061E+01,2.400204E+01,3.740622E+01
15:00:00,7.437462E+03,9.418646E+03,2.514580E-01,8.245281E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099470E+01,3.472498E+01,2.400225E+01,3.706039E+01
15:10:00,7.263883E+03,9.633410E+03,2.455903E-01,8.433285E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099457E+01,3.428379E+01,2.400248E+01,3.691740E+01
15:20:00,7.097814E+03,9.843147E+03,2.399763E-01,8.616873E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099451E+01,3.405312E+01,2.400262E+01,3.693629E+01
15:30:00,6.940130E+03,1.004779E+04,2.346453E-01,8.795974E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099451E+01,3.395634E+01,2.400267E+01,3.702012E+01
