Date/Time,BATIMENT0000000240877130_PART0_F0_DWELLING_0 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877130_PART0_F0_DWELLING_1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877130_PART0_F0_DWELLING_2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/30  24:00:00,3546051.2073379336,2952469.9938753964,3590845.3090468915 
 01/31  01:00:00,3597906.993830397,2990983.634794835,3636361.7679040446 
 01/31  02:00:00,3605204.160173255,2991819.6916595646,3637784.414511092 
 01/31  03:00:00,3550452.8537486005,2939626.5082693747,3577145.7451487994 
 01/31  04:00:00,3525850.6639611856,2911393.7534803515,3548187.923266872 
 01/31  05:00:00,3525722.280505504,2908863.1036968394,3544862.2946887133 
 01/31  06:00:00,3510151.8958139275,2895141.389311362,3526774.3378839297 
 01/31  07:00:00,3540096.3458592948,2925786.130652246,3554794.8683681823 
 01/31  08:00:00,3567135.9024928897,2953763.345067611,3580883.979649704 
 01/31  09:00:00,3581052.7628565496,2966684.4122409634,3593030.8855851092 
 01/31  10:00:00,3517529.6965118656,2931395.639284141,3525629.6240511555 
 01/31  11:00:00,3222743.1806964776,2740793.301557663,3248871.1194847347 
 01/31  12:00:00,2536666.2928923727,2385748.6275105746,2802531.153923158 
 01/31  13:00:00,1904195.8391844893,2167037.044044877,2498950.0044970643 
 01/31  14:00:00,1563725.3857136816,2136602.726888436,2402734.5737775546 
 01/31  15:00:00,895085.1850363018,1954371.478605915,2324005.1022150014 
 01/31  16:00:00,840975.2663350361,1836246.0614945618,2322119.947413773 
 01/31  17:00:00,1312184.8851162079,1903111.5050627296,2448070.3117145435 
 01/31  18:00:00,2370220.8608854185,2252914.144406753,2711329.81709842 
 01/31  19:00:00,2723418.5482860133,2429243.2998420647,2918687.8635133025 
 01/31  20:00:00,2853577.7381856893,2492549.189653753,3011188.2918095086 
 01/31  21:00:00,2967704.848380804,2552435.9759942847,3094512.061414803 
 01/31  22:00:00,3039536.9162027505,2592397.417057524,3143094.7984121167 
 01/31  23:00:00,3031627.6905364892,2572612.7072329167,3115103.3887187405 
 01/31  24:00:00,3021560.213812704,2552763.767341405,3089701.19593735 
 02/01  01:00:00,3126286.617481927,2637650.2252743198,3182197.2897075205 
 02/01  02:00:00,3251916.9694842207,2747272.5352183566,3299375.192446802 
 02/01  03:00:00,3345508.8605994163,2822179.7597695063,3385488.558820353 
 02/01  04:00:00,3467961.84298872,2926485.432724875,3502488.9198689535 
 02/01  05:00:00,3570655.780368688,3015659.0409195763,3600974.63364344 
 02/01  06:00:00,3695465.971676895,3117898.9231605134,3721969.1756980782 
 02/01  07:00:00,3794156.502215856,3202551.2453211253,3817952.045864559 
 02/01  08:00:00,3814705.483055467,3222129.249144157,3836309.3792607943 
 02/01  09:00:00,3778139.4375460227,3194489.005073039,3796797.7760213464 
 02/01  10:00:00,3564852.093795183,3049781.4038325627,3578468.45951539 
 02/01  11:00:00,3113591.0660022562,2712932.947300805,3132517.4806296993 
 02/01  12:00:00,2678233.421567447,2367266.2092684847,2712004.1553929443 
 02/01  13:00:00,2198867.7798760957,2118376.7264526477,2411575.5673986846 
 02/01  14:00:00,1243426.1750055568,1862155.1062580105,2087439.5214902274 
 02/01  15:00:00,886727.1795924351,1646056.0867903102,1921652.453430083 
 02/01  16:00:00,1083607.748754667,1611877.7356145896,1933560.3164360188 
 02/01  17:00:00,1537693.546546018,1744584.1869250608,2116336.261791891 
 02/01  18:00:00,2221858.863268216,2048015.703386218,2457907.9923143224 
 02/01  19:00:00,2567767.970899142,2249492.4048994523,2689526.5267835488 
 02/01  20:00:00,2729737.6885187323,2370852.3148613893,2830282.524322573 
 02/01  21:00:00,2851090.4024383454,2459863.096522877,2934263.8807726954 
 02/01  22:00:00,2982409.929757032,2552400.180577909,3050935.32612323 
 02/01  23:00:00,3054150.1339289853,2602344.6952736136,3111323.400772357 
 02/01  24:00:00,3025819.32885127,2567457.9069803213,3072611.998901143 
 02/02  01:00:00,3067781.593438687,2594543.73854903,3106998.8741586087 
 02/02  02:00:00,3152637.3451458807,2664527.8308113883,3186228.490995206 
 02/02  03:00:00,3181531.1737213396,2681622.747193397,3209467.8977636765 
 02/02  04:00:00,3207556.9980352297,2695263.5824818555,3230622.0723814406 
 02/02  05:00:00,3233427.925121165,2714259.729639079,3253290.1313029537 
 02/02  06:00:00,3287298.7364218286,2754727.7865384957,3304428.533020667 
 02/02  07:00:00,3368747.0502530746,2817481.128006476,3383663.5823811013 
 02/02  08:00:00,3437979.8145626644,2879615.8020385373,3451920.2912026765 
 02/02  09:00:00,3429805.7476047464,2883100.6804268076,3442380.279012394 
 02/02  10:00:00,3258382.697884188,2788152.242093063,3287966.328706228 
 02/02  11:00:00,2613811.2340118513,2443874.3193866713,2880113.7434058646 
 02/02  12:00:00,1707328.3298182965,2046779.8352030371,2440137.8039292856 
 02/02  13:00:00,1026863.5494081773,1818133.7174027949,2129340.355037651 
 02/02  14:00:00,1107564.1720162537,1753486.6552720675,1943484.3574072644 
 02/02  15:00:00,1218861.4858256879,1649920.3641043082,1859147.4271513089 
 02/02  16:00:00,1363175.2481889206,1632360.8256509746,1884263.8347714008 
 02/02  17:00:00,1626662.0525251324,1716329.280493135,2023491.796613057 
 02/02  18:00:00,2099355.277730251,1941476.3530843058,2286791.9919011793 
 02/02  19:00:00,2386816.391692786,2114200.122693765,2497825.2504975237 
 02/02  20:00:00,2534536.8142367178,2216951.1560988706,2626162.10165414 
 02/02  21:00:00,2717031.038412778,2353319.892716801,2793145.1977369892 
 02/02  22:00:00,2895075.9032272752,2490616.9511751477,2959000.1070915526 
 02/02  23:00:00,2981281.053110719,2553709.7718592756,3035223.240445175 
 02/02  24:00:00,3090556.22006409,2640756.19045384,3136024.5744350464 
 02/03  01:00:00,3166741.7872910923,2697516.6206910294,3205314.1067331224 
 02/03  02:00:00,3217751.349367446,2724856.750398882,3249337.238309775 
 02/03  03:00:00,3355439.6078898655,2834636.8443587786,3382462.200238548 
 02/03  04:00:00,3440614.9091371987,2908426.741047145,3464996.253346654 
 02/03  05:00:00,3438221.4193430147,2907327.779886544,3460235.609033429 
 02/03  06:00:00,3465959.3952847207,2929094.7991653867,3485730.420725693 
 02/03  07:00:00,3598899.770614454,3040389.1719319983,3617052.2327958783 
 02/03  08:00:00,3833332.5142422635,3238520.5797498887,3850954.690889381 
 02/03  09:00:00,3944960.8058829373,3329473.7386780833,3960586.9669539453 
 02/03  10:00:00,3621912.778130347,3114051.5363149093,3698477.322256057 
 02/03  11:00:00,2531249.6087256884,2530644.483229991,3104324.682061073 
 02/03  12:00:00,1397440.2755499147,2064014.5490372302,2581727.1526846057 
 02/03  13:00:00,499738.9578522025,1845344.719096036,2269965.282898271 
 02/03  14:00:00,87787.4286521581,1849768.5150884623,2151691.309567077 
 02/03  15:00:00,0.0,1588229.0381704192,2019543.9575474276 
 02/03  16:00:00,1951.2956023037987,1430568.979766911,1942490.1102114292 
 02/03  17:00:00,663537.9183200136,1530954.4944575801,1996864.0099566786 
 02/03  18:00:00,1744322.3262261914,1883997.1429546638,2263892.16867667 
 02/03  19:00:00,2153006.3501751446,2060617.085840701,2501051.927485391 
 02/03  20:00:00,2419627.820470394,2220463.592949514,2704455.9298816454 
 02/03  21:00:00,2597579.936265451,2321384.250655039,2831227.6962980847 
 02/03  22:00:00,2715893.8604733297,2385945.2113436353,2905588.854731563 
 02/03  23:00:00,2905375.0513318176,2529837.285417262,3061471.174562372 
 02/03  24:00:00,3057784.758653831,2645061.7752123233,3186730.5790978735 
 02/04  01:00:00,3141687.5346187474,2701164.9272405575,3248180.9841920785 
 02/04  02:00:00,3147621.6560775666,2689834.3898098357,3234948.9131905613 
 02/04  03:00:00,3117622.5166110084,2650371.7678000587,3189615.731543552 
 02/04  04:00:00,3082351.896680921,2609728.381349694,3141145.1150586274 
 02/04  05:00:00,3026873.064756017,2551263.029974023,3074922.1250399183 
 02/04  06:00:00,2971768.2116619265,2495913.6544629075,3011450.853506508 
 02/04  07:00:00,2945923.3100229395,2468000.530263927,2979501.5124669634 
 02/04  08:00:00,2906235.582428335,2423330.693564374,2934127.842562017 
 02/04  09:00:00,2836858.542364701,2358922.811167918,2860092.710524626 
 02/04  10:00:00,2720242.6690654964,2271322.9775777734,2739386.804597738 
 02/04  11:00:00,2524470.3402168103,2128774.513600304,2539595.9717202876 
 02/04  12:00:00,2262830.4684520257,1954646.0298387199,2283708.0658517526 
 02/04  13:00:00,1941767.1806217604,1756650.7391057732,2006666.5681029991 
 02/04  14:00:00,1657233.7751687614,1568264.5142379752,1775525.0200497892 
 02/04  15:00:00,1425046.6652442925,1423848.0688354594,1620902.8752902234 
 02/04  16:00:00,1375741.7743757917,1394416.932413337,1626811.8931417512 
 02/04  17:00:00,1520947.4302852908,1437501.2814425968,1709836.7676753553 
 02/04  18:00:00,1844855.4312720099,1600271.258026314,1912700.3209080268 
 02/04  19:00:00,2079137.3620232015,1762909.4872614099,2112291.311261028 
 02/04  20:00:00,2211460.2212885264,1870624.8126021028,2239944.99128493 
 02/04  21:00:00,2325194.755286948,1967701.9441714063,2350106.2282394515 
 02/04  22:00:00,2432041.3781836713,2056498.5229985656,2454050.8195005828 
 02/04  23:00:00,2491519.9058852736,2102498.3427214194,2511097.7356773284 
 02/04  24:00:00,2518020.0954047265,2126645.5887864707,2535628.1841503466 
 02/05  01:00:00,2579225.914955646,2180143.2978670816,2595329.85415736 
 02/05  02:00:00,2670407.9480194924,2256106.2182951616,2685565.9210226275 
 02/05  03:00:00,2755323.5309868474,2325187.2161306115,2769638.261212258 
 02/05  04:00:00,2874251.0838175355,2423445.9011685923,2888011.3841823842 
 02/05  05:00:00,3015664.4652557285,2542396.2058037445,3029317.870288113 
 02/05  06:00:00,3125137.778973599,2632502.1233335002,3138552.4383959486 
 02/05  07:00:00,3276323.3314840165,2759501.1498552775,3289747.359130168 
 02/05  08:00:00,3373478.281113098,2838594.886087496,3386714.6562702963 
 02/05  09:00:00,3390629.065514201,2851794.453664594,3402931.2590996437 
 02/05  10:00:00,3182526.0388932554,2717135.4957417278,3221482.3651223527 
 02/05  11:00:00,2509546.5884581367,2313227.844746951,2760208.29297843 
 02/05  12:00:00,2056469.2321017624,2039144.7882795695,2373064.92760179 
 02/05  13:00:00,1779158.813447382,1891214.932791156,2147886.7564464016 
 02/05  14:00:00,1503130.1772647626,1802178.6827323553,2013005.7018087395 
 02/05  15:00:00,1237253.9844725656,1666766.8427595193,1909090.2849605875 
 02/05  16:00:00,1372758.5981817925,1640322.4646609155,1928507.163054287 
 02/05  17:00:00,1508861.9200168997,1670366.380073791,2034398.930086345 
 02/05  18:00:00,2127478.8093783334,1917517.7184133625,2292809.695869199 
 02/05  19:00:00,2371385.031995007,2041152.9601196202,2461448.2338979403 
 02/05  20:00:00,2494324.8994307555,2119998.6488393764,2568186.4755530274 
 02/05  21:00:00,2650502.313176419,2240735.1887703203,2712228.885624216 
 02/05  22:00:00,2796020.7499931683,2353788.4913430302,2847816.7284866413 
 02/05  23:00:00,2866964.6194356093,2403735.0702399164,2910834.302211267 
 02/05  24:00:00,2963610.892660439,2482428.402250519,3000696.479921893 
 02/06  01:00:00,3098390.5854898314,2600143.9714620556,3130587.4930779864 
 02/06  02:00:00,3154347.1325524943,2643059.717069642,3182449.1638641832 
 02/06  03:00:00,3157310.8088230556,2640482.111310895,3181855.2471631793 
 02/06  04:00:00,3204414.3894185256,2680723.566556645,3226255.921253143 
 02/06  05:00:00,3315238.854148019,2779242.023472902,3335430.5039815768 
 02/06  06:00:00,3424016.366002747,2877685.6878586,3443208.449318281 
 02/06  07:00:00,3509689.0633757017,2953272.8274419163,3528027.0895765624 
 02/06  08:00:00,3605644.7728572413,3037238.251464038,3623365.3632729547 
 02/06  09:00:00,3656749.696621131,3083845.46698362,3672800.5401673503 
 02/06  10:00:00,3359591.328510273,2887283.022959836,3436962.2531546005 
 02/06  11:00:00,2516759.305001009,2420862.1568829496,2979809.5594062163 
 02/06  12:00:00,1976439.4797670627,2136958.788012137,2574596.228757283 
 02/06  13:00:00,1863839.3224793423,2028514.8327179817,2335506.105968783 
 02/06  14:00:00,1629855.6642547979,1963773.5138251896,2210610.9362231945 
 02/06  15:00:00,1507501.327415953,1875891.0619105939,2155740.759819386 
 02/06  16:00:00,1825429.8565455931,1917469.7761812545,2240046.635866751 
 02/06  17:00:00,2036726.3551352804,1963908.0576574807,2337541.907552968 
 02/06  18:00:00,2452746.1006954685,2170742.2374749035,2599035.338317797 
 02/06  19:00:00,2821165.7880974673,2424966.7226022533,2902317.1774186417 
 02/06  20:00:00,3020776.5832637,2583369.9386377214,3089136.886644047 
 02/06  21:00:00,3181878.8564222837,2705658.976413954,3239418.1791105196 
 02/06  22:00:00,3331253.9612371996,2823524.0359936184,3380166.674173001 
 02/06  23:00:00,3489613.0756861833,2952380.5865020184,3531815.642027232 
 02/06  24:00:00,3625879.7631320376,3060634.6569287265,3662511.6041457863 
 02/07  01:00:00,3707270.3640352967,3116712.301407179,3738895.305396729 
 02/07  02:00:00,3827530.2978088274,3208364.733665788,3855218.9862607364 
 02/07  03:00:00,3956188.165818508,3307736.764267464,3980535.4408709714 
 02/07  04:00:00,4067532.9929816974,3395507.743487623,4088816.2591316956 
 02/07  05:00:00,4134065.838574527,3454307.919754025,4152970.913373873 
 02/07  06:00:00,4274048.846810491,3567615.099000251,4290294.592379947 
 02/07  07:00:00,4303487.49502301,3586449.2585891103,4317260.37483841 
 02/07  08:00:00,4123198.697569536,3426240.671923597,4134280.4633281175 
 02/07  09:00:00,4198162.193330118,3518674.4813909302,4209661.387389647 
 02/07  10:00:00,4111176.392503352,3562131.0781458034,4219776.183642644 
 02/07  11:00:00,3013980.508713359,3075959.196359712,3789787.565456252 
 02/07  12:00:00,1871462.0155380801,2702534.0776489982,3360333.372688288 
 02/07  13:00:00,771851.5636950011,2535683.350824765,3099470.7200542213 
 02/07  14:00:00,229493.1965126614,2549978.1188100157,2925837.6052517584 
 02/07  15:00:00,2348.570185226527,2161471.886727766,2647306.7052010125 
 02/07  16:00:00,78433.75433978709,1898188.0734725203,2453574.750494955 
 02/07  17:00:00,958943.3467595669,1939755.336769472,2435566.8402491086 
 02/07  18:00:00,2248108.4232592206,2409015.59874237,2827256.982852947 
 02/07  19:00:00,2973938.8594043558,2839576.2975287614,3361111.055498193 
 02/07  20:00:00,3315587.6754071433,3055390.718763632,3632715.675022202 
 02/07  21:00:00,3574687.9530236255,3217286.721379719,3833713.1938482383 
 02/07  22:00:00,3813306.8877306283,3373542.65545809,4024892.93986252 
 02/07  23:00:00,4051735.36428566,3535317.945041955,4224611.371949719 
 02/07  24:00:00,4303218.088111147,3716008.90874358,4444670.343672132 
 02/08  01:00:00,4527926.1855719695,3880480.8874466335,4643923.3361806115 
 02/08  02:00:00,4690432.815406886,4002776.6380549683,4786049.914431056 
 02/08  03:00:00,4806821.840868769,4093766.785025448,4889067.589118542 
 02/08  04:00:00,4969882.199551137,4220799.642579502,5041929.561948542 
 02/08  05:00:00,5160560.035681202,4370777.13638002,5224699.241150112 
 02/08  06:00:00,5305102.319535058,4487986.510554708,5361830.437919051 
 02/08  07:00:00,5384143.019922363,4553042.134539297,5434697.601505102 
 02/08  08:00:00,5487510.275905937,4634275.832973285,5533115.203299701 
 02/08  09:00:00,5542055.7880396135,4686677.516028031,5585330.500637713 
 02/08  10:00:00,4945134.570336232,4307539.900529429,5137235.860372436 
 02/08  11:00:00,3293943.6408724906,3471462.3220295087,4364601.006273474 
 02/08  12:00:00,1982642.5106888902,2972809.8949924465,3786176.6370564834 
 02/08  13:00:00,1184606.3982601091,2841101.1063788226,3491301.241723217 
 02/08  14:00:00,547452.5002295966,2823168.862221249,3294208.4987015263 
 02/08  15:00:00,170041.52965546327,2400445.980324789,2970547.862570507 
 02/08  16:00:00,278997.4326135962,2145899.0531750354,2782769.0763719617 
 02/08  17:00:00,1195675.9089812718,2219682.0190923605,2786231.4529446056 
 02/08  18:00:00,2503094.7861128235,2652322.881313426,3119905.1830533305 
 02/08  19:00:00,3072533.8715643263,2927872.9223624934,3465125.0364465653 
 02/08  20:00:00,3476397.6572652115,3190659.302361769,3797440.4456404457 
 02/08  21:00:00,3933331.870592283,3514643.756581515,4197333.094040149 
 02/08  22:00:00,4304095.912811316,3780048.881286719,4522353.394819279 
 02/08  23:00:00,4603195.372793858,3996231.0588198486,4784064.774440685 
 02/08  24:00:00,4799975.972152041,4130018.942813543,4949950.216659464 
 02/09  01:00:00,4984972.18519674,4262119.231147384,5110075.076602409 
 02/09  02:00:00,5139491.143053336,4374787.585795042,5245043.034130834 
 02/09  03:00:00,5258085.739042199,4461066.139117835,5347670.391625649 
 02/09  04:00:00,5351246.552701598,4530163.318795992,5428285.490554535 
 02/09  05:00:00,5431133.153829861,4589448.392970028,5498027.545266081 
 02/09  06:00:00,5517846.5403115675,4657812.7975547565,5576776.882703679 
 02/09  07:00:00,5596608.729869592,4723573.821997338,5649004.420240075 
 02/09  08:00:00,5617815.673036887,4744869.486598446,5664650.531626169 
 02/09  09:00:00,5591116.151076852,4732616.421475988,5634543.937103075 
 02/09  10:00:00,4988631.664679637,4329178.524160778,5145663.587219173 
 02/09  11:00:00,3535346.593706611,3537218.82781111,4344335.217751652 
 02/09  12:00:00,2438641.464686024,3004510.0794305443,3643813.7653531665 
 02/09  13:00:00,1489053.1292089333,2664302.9450725624,3152119.9512171303 
 02/09  14:00:00,1078141.0921818456,2604711.2020491245,2914207.129527387 
 02/09  15:00:00,840538.9636579582,2361127.5844186326,2731975.5417717993 
 02/09  16:00:00,691447.7395660703,2171960.569799914,2665499.4078392633 
 02/09  17:00:00,1439518.9096372188,2244874.5289966105,2725663.1661597965 
 02/09  18:00:00,2593557.9492744673,2654511.8466707566,3085642.6984259887 
 02/09  19:00:00,3064438.7572126035,2882247.0090189124,3364368.811120912 
 02/09  20:00:00,3313861.8546022614,3045296.672904232,3559361.2943524546 
 02/09  21:00:00,3640323.3441939102,3274680.78446735,3841899.6071012774 
 02/09  22:00:00,3947198.2034738674,3489279.51409232,4111996.183382719 
 02/09  23:00:00,4371937.85377345,3802748.1627849787,4506648.402119177 
 02/09  24:00:00,4587067.379927227,3938191.0739657297,4699170.934704906 
 02/10  01:00:00,4655683.097589781,3962815.7191891833,4745544.286253935 
 02/10  02:00:00,4839317.441049145,4106949.9183757943,4912844.643549505 
 02/10  03:00:00,5003232.644711132,4243034.69741112,5065630.354428783 
 02/10  04:00:00,5108375.983029971,4319617.680921953,5160738.722450959 
 02/10  05:00:00,5208438.124180862,4400142.759020149,5253134.876362387 
 02/10  06:00:00,5266426.776448113,4451576.87046094,5305748.513376175 
 02/10  07:00:00,5312266.277734841,4482435.803143108,5346294.75589253 
 02/10  08:00:00,5350039.809746909,4504174.540198658,5379880.567942945 
 02/10  09:00:00,5415952.807331102,4561320.11167697,5442593.968928779 
 02/10  10:00:00,4756932.939936621,4122913.2541233962,4951864.01202103 
 02/10  11:00:00,3105647.283093727,3237058.331373158,4111386.8107913123 
 02/10  12:00:00,1882567.7733097852,2761954.1911952402,3565975.65988106 
 02/10  13:00:00,1065348.0475232769,2605459.4605438774,3258121.355292635 
 02/10  14:00:00,590724.6234266458,2593461.296294516,3048005.21523332 
 02/10  15:00:00,224483.56172859643,2186250.5362456995,2761824.286944207 
 02/10  16:00:00,171875.4578803728,1878047.1551940707,2564111.4059388717 
 02/10  17:00:00,735642.124114212,1875398.8455584599,2544595.275432563 
 02/10  18:00:00,2099309.460495221,2363364.6121976716,2933504.191279247 
 02/10  19:00:00,3300051.4875463867,3071418.255876747,3704830.504406366 
 02/10  20:00:00,3796986.025146372,3402204.164988572,4127898.138010326 
 02/10  21:00:00,4150525.6470160303,3649186.971485119,4420475.672999791 
 02/10  22:00:00,4390429.266727681,3816955.9214149727,4610853.8962836675 
 02/10  23:00:00,4507448.335750171,3890862.077648562,4686688.841958962 
 02/10  24:00:00,4628979.295846989,3972390.601250416,4774934.348796394 
 02/11  01:00:00,4810695.98307821,4116118.503341751,4930533.540611373 
 02/11  02:00:00,4969145.811953581,4240952.262669205,5070568.872700347 
 02/11  03:00:00,5080994.031835721,4321587.475775011,5166716.3877074085 
 02/11  04:00:00,5187913.749859788,4405958.627635766,5264386.954271856 
 02/11  05:00:00,5275022.215053069,4474149.489130836,5341337.788356369 
 02/11  06:00:00,5366650.198182805,4544313.199199334,5424694.588131611 
 02/11  07:00:00,5374125.586901715,4540740.578284599,5425869.2335221935 
 02/11  08:00:00,5284660.338390622,4440071.458483841,5331080.498965366 
 02/11  09:00:00,5267453.22575861,4429879.381738812,5313283.615028824 
 02/11  10:00:00,4660330.610895863,4055891.1131037474,4887491.306197403 
 02/11  11:00:00,3094530.5660020327,3238231.4918999276,4103373.111975804 
 02/11  12:00:00,1851113.202634535,2781889.429494887,3565328.046854172 
 02/11  13:00:00,961254.6501542126,2653948.7330063973,3274309.8759394744 
 02/11  14:00:00,408294.21937548014,2636670.2262122813,3032239.733210128 
 02/11  15:00:00,27613.890447760605,2186363.0826989706,2688466.4534039227 
 02/11  16:00:00,0.0,1837038.3254481643,2456067.7612779173 
 02/11  17:00:00,480854.41919456044,1788937.7066625762,2392270.7792220884 
 02/11  18:00:00,1861720.5631826664,2228396.794540745,2726852.468055224 
 02/11  19:00:00,2766402.6548297172,2707557.1105575594,3201309.4010846894 
 02/11  20:00:00,3173603.8741661245,2976661.8635264663,3531137.2149965693 
 02/11  21:00:00,3601324.944554937,3273465.328467762,3894391.829388885 
 02/11  22:00:00,3929762.3378522885,3504574.887755373,4169403.8830220834 
 02/11  23:00:00,4197729.016014469,3686036.075327479,4393397.719510219 
 02/11  24:00:00,4412865.206481231,3831097.613008307,4576616.686158493 
 02/12  01:00:00,4639467.927237292,4005194.4607955758,4775885.314449957 
 02/12  02:00:00,4809768.782189715,4136233.287491618,4923763.252408379 
 02/12  03:00:00,4927378.3539590705,4220039.608717083,5023194.740367958 
 02/12  04:00:00,5040471.070956705,4303656.900003289,5121732.304146252 
 02/12  05:00:00,5122490.165152758,4366380.425577078,5191894.784228556 
 02/12  06:00:00,5173822.869319543,4404854.392162326,5233642.617948549 
 02/12  07:00:00,5205355.315461488,4426483.069286121,5258044.8189548515 
 02/12  08:00:00,5241163.232138364,4450995.406106291,5288183.112836666 
 02/12  09:00:00,5244603.777063229,4462270.214701953,5291027.459505957 
 02/12  10:00:00,4548819.056428823,4008615.3547889385,4793665.217608266 
 02/12  11:00:00,2953358.1713943463,3178174.540918504,4002824.9340317845 
 02/12  12:00:00,1747656.9108106282,2745620.980302932,3487346.960282224 
 02/12  13:00:00,872287.9590920322,2599494.62146393,3173441.1708260854 
 02/12  14:00:00,309071.49454166467,2555170.6502126516,2910306.881710185 
 02/12  15:00:00,2979.390233088998,2061946.075728964,2526920.7151790336 
 02/12  16:00:00,0.0,1672426.4530405556,2260090.8148154966 
 02/12  17:00:00,292066.3213869984,1622947.101397185,2190706.104111928 
 02/12  18:00:00,1606691.2659153293,2035236.204441299,2482232.49159281 
 02/12  19:00:00,2588906.338919768,2571978.096192998,3038307.8914669864 
 02/12  20:00:00,3055347.333752051,2887542.7585240453,3426279.7996332333 
 02/12  21:00:00,3504790.064345303,3212595.404632447,3810216.354992878 
 02/12  22:00:00,3945892.52173978,3536485.8539988864,4197310.412290053 
 02/12  23:00:00,4311320.215616254,3797456.8022094853,4519656.860471523 
 02/12  24:00:00,4559630.951651228,3970313.5363930035,4732084.698070831 
 02/13  01:00:00,4783533.486064959,4130475.557556406,4926815.995881932 
 02/13  02:00:00,4973557.878802819,4269417.160060309,5093288.391983857 
 02/13  03:00:00,5098022.768572619,4360312.41454726,5198505.369789209 
 02/13  04:00:00,5127088.408023883,4377223.211587619,5212477.432685124 
 02/13  05:00:00,5124348.021324759,4368288.147107814,5197294.551614231 
 02/13  06:00:00,5175227.143343448,4404070.1410794845,5237907.5570361195 
 02/13  07:00:00,5222397.277280675,4438995.65997543,5277377.805282544 
 02/13  08:00:00,5256321.653326805,4461206.058788799,5305230.788560995 
 02/13  09:00:00,5232513.077835057,4449919.733637506,5283161.855234272 
 02/13  10:00:00,4401312.45236515,3896246.6742062187,4670093.2364564575 
 02/13  11:00:00,2706790.350779727,2994109.1221281113,3790657.297381268 
 02/13  12:00:00,1441786.8975404073,2485382.4573846227,3183540.9195281104 
 02/13  13:00:00,465543.7324121779,2248345.7723315908,2766760.906845579 
 02/13  14:00:00,4971.188880673617,2083684.9734522055,2368521.6777842455 
 02/13  15:00:00,0.0,1489376.5062575524,1866156.201036381 
 02/13  16:00:00,0.0,1030545.8699601033,1525558.6779546398 
 02/13  17:00:00,0.0,967653.6982984114,1435389.7168016243 
 02/13  18:00:00,881138.994550497,1497235.2517657503,1855186.2978698765 
 02/13  19:00:00,2147345.610204039,2263029.9257751107,2693788.7574491333 
 02/13  20:00:00,2789153.411170977,2715852.614261262,3249751.2159531736 
 02/13  21:00:00,3196129.7128381394,2994797.7686579474,3579039.113465997 
 02/13  22:00:00,3527013.889502205,3225396.6251428104,3843435.5120473094 
 02/13  23:00:00,3850027.715553741,3449686.0649784873,4111593.5063598054 
 02/13  24:00:00,4083382.7485726615,3602539.948616245,4298896.46576062 
 02/14  01:00:00,4270918.883638298,3725741.2813403136,4448328.252181445 
 02/14  02:00:00,4395326.661535604,3808145.6590294437,4542401.890177959 
 02/14  03:00:00,4502763.772078201,3878709.495926261,4624398.320824966 
 02/14  04:00:00,4616741.611574427,3957033.6795159616,4718405.728836486 
 02/14  05:00:00,4695986.5742463805,4010089.961432693,4781698.613875704 
 02/14  06:00:00,4781508.992062561,4069821.7359137107,4854324.794465762 
 02/14  07:00:00,4825049.6672388995,4100033.786463643,4887948.411159674 
 02/14  08:00:00,4856484.496694107,4122431.0325590493,4910939.5952427415 
 02/14  09:00:00,4838950.937058988,4116861.4349383945,4894483.15116057 
 02/14  10:00:00,4002040.728477367,3552408.605437826,4272733.774958215 
 02/14  11:00:00,2346309.747728524,2655123.076783308,3386477.3351604543 
 02/14  12:00:00,1086237.185603435,2129872.0634208135,2743328.471599485 
 02/14  13:00:00,132887.97744587864,1820832.3530911931,2250826.7197663467 
 02/14  14:00:00,0.0,1630511.1727812185,1862183.8241190459 
 02/14  15:00:00,0.0,1123207.538209735,1452781.0115307514 
 02/14  16:00:00,0.0,732972.6339561851,1192336.9072680399 
 02/14  17:00:00,0.0,691366.7737293744,1137433.8579265117 
 02/14  18:00:00,501771.01972096023,1179422.6901209508,1467192.34521263 
 02/14  19:00:00,1666489.8313872567,1898210.3522813814,2251422.3383887913 
 02/14  20:00:00,2325132.849969545,2355610.2861999534,2825692.8791080057 
 02/14  21:00:00,2826896.44201999,2702347.2759341826,3247270.7257998534 
 02/14  22:00:00,3249357.176110197,2994460.4180471078,3599204.5784111316 
 02/14  23:00:00,3531269.5792482803,3183057.2130081556,3820336.4926743186 
 02/14  24:00:00,3613162.1982872644,3215333.2611331223,3850655.874446592 
 02/15  01:00:00,3698772.7308907104,3256745.8193378444,3892191.303640893 
 02/15  02:00:00,3848881.418346765,3356950.509831457,4007849.4530524197 
 02/15  03:00:00,3977131.051444094,3444010.965458121,4108194.151616171 
 02/15  04:00:00,4064570.1776528643,3503304.914872311,4173313.103121859 
 02/15  05:00:00,4146187.729354215,3559801.839199391,4236674.511928035 
 02/15  06:00:00,4233166.572893953,3621830.9688292257,4309328.5196602745 
 02/15  07:00:00,4324976.690481962,3689466.461900277,4389673.055505389 
 02/15  08:00:00,4421643.49208,3763465.6869452232,4477524.497814375 
