Date/Time,BATIMENT0000000240877130_PART0_F0_DWELLING_0 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877130_PART0_F0_DWELLING_1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877130_PART0_F0_DWELLING_2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/05  02:00:00,2264172.438253559,1914620.0245015563,2293208.191016227 
 01/05  03:00:00,2257381.128172741,1907533.7274928128,2282647.870126588 
 01/05  04:00:00,2271354.7375722313,1917116.772793592,2292951.086692611 
 01/05  05:00:00,2273332.6156766387,1916958.202937073,2292468.9499496324 
 01/05  06:00:00,2267581.674971641,1910746.5196229196,2285023.5969833825 
 01/05  07:00:00,2268100.6021654317,1909867.2116758004,2283826.3444686867 
 01/05  08:00:00,2275724.588499445,1914723.390896085,2289477.332094407 
 01/05  09:00:00,2255078.442348589,1897412.1179063364,2267491.356760704 
 01/05  10:00:00,2204294.940611905,1858051.7198781061,2215999.935689425 
 01/05  11:00:00,2106524.6127543547,1787732.811182059,2117512.9878497687 
 01/05  12:00:00,1935038.408491959,1662301.931576739,1945600.0583988475 
 01/05  13:00:00,1793352.1085921042,1550565.2282004186,1799848.362535482 
 01/05  14:00:00,1613739.3025596198,1415878.6009333166,1614595.7906333467 
 01/05  15:00:00,1531721.5208390364,1363453.8364831223,1534173.5110667967 
 01/05  16:00:00,1550690.8530375448,1394578.1345293089,1564815.042737641 
 01/05  17:00:00,1549872.2644513934,1411977.4286547764,1602592.4735509527 
 01/05  18:00:00,1830171.8898070543,1587227.9362310506,1842244.0268864806 
 01/05  19:00:00,1965843.3404087957,1695987.4810963422,1977099.8422048367 
 01/05  20:00:00,2059870.0560662705,1775210.9096559524,2071144.8588427822 
 01/05  21:00:00,2117544.725272243,1821509.7749658846,2128519.738282853 
 01/05  22:00:00,2104688.040695564,1804284.5863155886,2114565.0129538462 
 01/05  23:00:00,2058927.2306740847,1756943.648880622,2067320.9179783533 
 01/05  24:00:00,1984828.6245332845,1679537.8519544469,1991038.67084706 
 01/06  01:00:00,1946926.504793243,1637405.7096246255,1951930.7883213705 
 01/06  02:00:00,1968504.7640700692,1652202.6300082472,1973147.694213428 
 01/06  03:00:00,2001246.374382297,1676887.4799279044,2005587.3289072816 
 01/06  04:00:00,2063089.052391639,1736329.1496978393,2068271.7704664515 
 01/06  05:00:00,2060905.7919977359,1733700.068627438,2065746.8955583288 
 01/06  06:00:00,2036605.239752343,1705358.5254824837,2040494.422561544 
 01/06  07:00:00,2030146.0498912563,1701104.3060917007,2033951.3752592185 
 01/06  08:00:00,2032022.1445083385,1702892.2416686139,2035899.8622127443 
 01/06  09:00:00,2027102.2989383058,1700616.4420857667,2032247.3629803942 
 01/06  10:00:00,1991925.123681609,1678396.205471434,1997881.025189813 
 01/06  11:00:00,1864846.6788816354,1596197.1419646577,1865625.0222826104 
 01/06  12:00:00,1653227.117109934,1470811.8171222578,1670844.024311179 
 01/06  13:00:00,1439449.0357341454,1374005.906047215,1525627.7998087823 
 01/06  14:00:00,1203565.0108335204,1310366.5183591165,1436486.8446771675 
 01/06  15:00:00,1097678.9922985628,1271960.0812049932,1417240.2303166133 
 01/06  16:00:00,1204756.437159209,1300347.8527371003,1488787.2079844947 
 01/06  17:00:00,1492706.699023509,1403720.1324344545,1642175.8797701155 
 01/06  18:00:00,1818867.2480921173,1566315.1644369275,1864459.854374475 
 01/06  19:00:00,1986268.139548683,1703284.801060415,2024657.2247374775 
 01/06  20:00:00,2171857.94889058,1854385.3925149676,2205111.6517452947 
 01/06  21:00:00,2280087.0043845107,1936736.6733212632,2309255.3636403624 
 01/06  22:00:00,2435199.3452796,2075451.710045729,2460661.067878607 
 01/06  23:00:00,2587119.45225409,2207990.7081016875,2609744.7053732076 
 01/06  24:00:00,2643359.7975067254,2257453.9494902897,2663384.0978025016 
 01/07  01:00:00,2609669.849530307,2241539.884277109,2626712.574942326 
 01/07  02:00:00,2613556.5822654534,2247525.242766522,2628728.510626549 
 01/07  03:00:00,2646333.174681498,2274841.398402027,2660334.6300681243 
 01/07  04:00:00,2636948.999482611,2265783.472877069,2649705.7383554834 
 01/07  05:00:00,2628163.796336744,2251859.2828762233,2640089.17971827 
 01/07  06:00:00,2643176.125796308,2260237.4276833776,2654490.7235188466 
 01/07  07:00:00,2610141.634909119,2228892.0975522096,2620897.26750716 
 01/07  08:00:00,2538485.740522012,2163006.5413192734,2548789.85828261 
 01/07  09:00:00,2497216.706491076,2120710.0363327796,2507193.0126990066 
 01/07  10:00:00,2384272.5470289798,2037850.3258879292,2403748.272158549 
 01/07  11:00:00,1881855.3519700065,1760186.4315871284,2085672.107236741 
 01/07  12:00:00,1033345.7853171405,1392817.7555259217,1694240.5536626682 
 01/07  13:00:00,461945.1071374751,1177989.715868587,1399509.2385650093 
 01/07  14:00:00,2567.730296861919,1076115.294592319,1264445.4098955805 
 01/07  15:00:00,0.0,918922.7935383754,1218415.1063912692 
 01/07  16:00:00,13390.603170526447,913973.4673412343,1249705.1002534947 
 01/07  17:00:00,634622.2136179709,1085681.729145342,1352458.2293700364 
 01/07  18:00:00,1259737.7695518043,1313913.0622720409,1586988.330979423 
 01/07  19:00:00,1431220.8749360652,1413150.0501505616,1701802.6011167578 
 01/07  20:00:00,1476117.1560490122,1404012.1716755594,1698091.2392220562 
 01/07  21:00:00,1522034.7356199664,1418290.364347587,1704129.7967109168 
 01/07  22:00:00,1588564.3097451949,1465344.8270410032,1740309.278934557 
 01/07  23:00:00,1616677.209578556,1468756.8474940457,1740717.7086101645 
 01/07  24:00:00,1625187.9228623873,1449578.8517688005,1726187.3676549846 
 01/08  01:00:00,1563169.7672221123,1370996.6246536246,1644687.1271822997 
 01/08  02:00:00,1533667.8871914216,1330449.3293777183,1600715.7674267457 
 01/08  03:00:00,1541062.7586565192,1326846.4233207642,1596182.5524825165 
 01/08  04:00:00,1545336.8914775797,1322009.2154643552,1590762.993781217 
 01/08  05:00:00,1561884.644208368,1327863.3862286832,1599468.1205838283 
 01/08  06:00:00,1630007.7046300785,1381878.7491625042,1661277.0730351922 
 01/08  07:00:00,1676661.2511057602,1414519.8964170888,1703107.0656278897 
 01/08  08:00:00,1676104.300399892,1405609.5133691984,1698354.1929807987 
 01/08  09:00:00,1737629.1980362653,1441655.8205210508,1756213.1865814053 
 01/08  10:00:00,1788939.4428086497,1476520.5565000721,1805104.921668759 
 01/08  11:00:00,1610299.7720950786,1373169.4576147655,1628178.3714355968 
 01/08  12:00:00,1359696.585466216,1218151.3747435417,1404497.1565273278 
 01/08  13:00:00,1210630.2797138286,1147705.5233749081,1293884.70190452 
 01/08  14:00:00,999689.5696424141,1083829.960069541,1211683.0513399148 
 01/08  15:00:00,734677.0710016275,997080.5914500012,1136024.2546155364 
 01/08  16:00:00,1124328.0898680885,1097848.5331733022,1268877.162959456 
 01/08  17:00:00,1161897.8525900606,1117040.0474138714,1325946.2592610572 
 01/08  18:00:00,1462871.8127495737,1263766.4515081132,1505878.955653138 
 01/08  19:00:00,1494108.871516465,1279368.9725410407,1529294.8735333541 
 01/08  20:00:00,1519849.1812357332,1286707.1495439876,1549189.5651448304 
 01/08  21:00:00,1592890.9839256802,1339333.4825847126,1617577.1301552728 
 01/08  22:00:00,1707314.6970953008,1439126.2035663067,1728529.8066607944 
 01/08  23:00:00,1800898.4294120169,1522607.889647649,1819453.270163872 
 01/08  24:00:00,1856011.5486952625,1565159.6823849818,1872214.2798523477 
 01/09  01:00:00,1968972.326543896,1670262.6771090096,1983417.136818439 
 01/09  02:00:00,2136271.220265269,1830067.625659796,2148960.8202982373 
 01/09  03:00:00,2345941.9600435384,2006800.7115574363,2357724.51660491 
 01/09  04:00:00,2532992.727640198,2159724.692749032,2544643.5510334107 
 01/09  05:00:00,2758497.5328905275,2359874.12308847,2769712.3599181958 
 01/09  06:00:00,3014695.560973156,2582625.2967637177,3026087.4770747456 
 01/09  07:00:00,3186738.8340701247,2727768.0050027007,3198695.106011687 
 01/09  08:00:00,3214812.179187867,2745510.691625945,3227339.01367325 
 01/09  09:00:00,3109827.6022761986,2636191.447456531,3123333.6730890376 
 01/09  10:00:00,2907135.6147366143,2460071.2078719717,2922635.5091523514 
 01/09  11:00:00,2504002.2985718935,2205413.9678221466,2587229.363511422 
 01/09  12:00:00,1816474.4561280562,1952661.656098408,2280960.711832977 
 01/09  13:00:00,1196864.8249240783,1780896.8206509599,2049622.937997727 
 01/09  14:00:00,1105528.5850582118,1682390.8091626728,1889968.073277648 
 01/09  15:00:00,1156180.783782728,1754967.4341890495,2066612.4833270994 
 01/09  16:00:00,2607234.6442415295,2219468.833712654,2747184.6969566355 
 01/09  17:00:00,1959396.1596335622,1974508.6973239055,2384380.8027812247 
 01/09  18:00:00,2554020.44162819,2254160.6085513886,2666954.0483510615 
 01/09  19:00:00,2697617.3093266217,2364685.511397671,2791389.787622873 
 01/09  20:00:00,2789479.5361939943,2426366.2277264176,2867372.59670014 
 01/09  21:00:00,2880782.3437067145,2491086.0186334974,2944819.5619457327 
 01/09  22:00:00,2892805.517272705,2493024.199313221,2946426.511378792 
 01/09  23:00:00,2859079.203578156,2449181.956069817,2904143.1132812547 
 01/09  24:00:00,2905437.9203959727,2474965.5086128083,2943245.5916254986 
 01/10  01:00:00,2940228.4048788487,2492999.3896631454,2972652.508473072 
 01/10  02:00:00,2967197.64295487,2507145.774046139,2994986.169769457 
 01/10  03:00:00,2966479.702034601,2500466.386972426,2990303.5383055443 
 01/10  04:00:00,2970149.881751693,2492607.0143457963,2989883.569290408 
 01/10  05:00:00,3014630.032451599,2524743.271897424,3031194.030507302 
 01/10  06:00:00,3131712.5070408606,2631649.1855177884,3147407.723322395 
 01/10  07:00:00,3284436.214786921,2763868.3806296648,3298992.6702532517 
 01/10  08:00:00,3202767.270105917,2681885.984492829,3213952.7602005154 
 01/10  09:00:00,3251561.0927257575,2707140.193543083,3262970.343823173 
 01/10  10:00:00,3385595.0681108944,2850907.276019603,3408481.536977195 
 01/10  11:00:00,2965159.0692208037,2652940.6655932674,3104178.3431696096 
 01/10  12:00:00,2162609.9622368445,2302324.4446917255,2671455.24797716 
 01/10  13:00:00,1231839.4971255322,1961157.7623591383,2272578.8619524967 
 01/10  14:00:00,375995.454151892,1771577.451038686,2036701.9611136108 
 01/10  15:00:00,174056.01556017972,1801768.1475514013,2191415.5423986465 
 01/10  16:00:00,1168100.7749192782,1961549.5593687296,2329804.823837252 
 01/10  17:00:00,1893661.4434425896,1996583.2103448126,2347766.3055801247 
 01/10  18:00:00,2197261.691662503,2038746.4150731172,2432507.5249630786 
 01/10  19:00:00,2261115.0099355234,2044311.6958692882,2452736.445066198 
 01/10  20:00:00,2348205.314430925,2083818.5910622668,2505244.815819558 
 01/10  21:00:00,2408547.2565466957,2107922.080905351,2537312.2118504536 
 01/10  22:00:00,2466410.635214748,2133715.3205321576,2572111.608381519 
 01/10  23:00:00,2515751.5025378177,2157137.8150945646,2603347.193584419 
 01/10  24:00:00,2518234.2359056715,2149112.247445047,2590938.584057814 
 01/11  01:00:00,2658621.1526543833,2261481.1420870037,2719338.4273309666 
 01/11  02:00:00,2749761.978883715,2325498.9289380508,2801719.642667674 
 01/11  03:00:00,2774361.7061269446,2330335.2278507203,2818883.5025670407 
 01/11  04:00:00,2771894.2151843645,2325198.9526547547,2810354.3517000373 
 01/11  05:00:00,2748914.3949499372,2304980.9181528897,2782396.1888320376 
 01/11  06:00:00,2852081.17341999,2382781.010430301,2881736.4648561175 
 01/11  07:00:00,2895597.6293749884,2414414.2680415465,2922421.9065524726 
 01/11  08:00:00,2900910.4362294506,2415772.044770199,2925067.28234922 
 01/11  09:00:00,2975348.6543784253,2484116.129558227,2997630.4640678726 
 01/11  10:00:00,2873019.87786143,2422244.0022258647,2895453.856718244 
 01/11  11:00:00,2472758.9199192747,2127474.508875272,2505570.636531421 
 01/11  12:00:00,2163444.9651232464,1909716.0962550004,2219550.548217859 
 01/11  13:00:00,2083660.5791393372,1843907.4260916316,2128524.4320427915 
 01/11  14:00:00,2284757.5672869724,1938594.8031529032,2304635.499610712 
 01/11  15:00:00,2420290.4883289,2007240.7254370525,2435470.9682980888 
 01/11  16:00:00,2020701.7575067114,1812910.8154010994,2112778.4676707103 
 01/11  17:00:00,1886935.7761331673,1737540.1544447676,2058600.3350992359 
 01/11  18:00:00,2267187.62774447,1920046.9307297557,2292587.607724758 
 01/11  19:00:00,2581019.4880955354,2203610.7098601083,2602665.6780847996 
 01/11  20:00:00,2914985.161600909,2506306.3914281577,2934213.41189679 
 01/11  21:00:00,3102973.873619191,2664267.2082020994,3121258.288203245 
 01/11  22:00:00,3147834.5381115344,2699264.0638754484,3165469.933549554 
 01/11  23:00:00,3213065.7227733764,2750476.388216162,3230277.363812338 
 01/11  24:00:00,3293279.8422147776,2787620.4108875957,3310880.459272369 
 01/12  01:00:00,3434025.2389770104,2891408.717309276,3451925.463641399 
 01/12  02:00:00,3562510.464243508,3018832.2153706565,3579957.3390299184 
 01/12  03:00:00,3714637.6746094646,3152091.066991475,3731869.158218383 
 01/12  04:00:00,3756928.3379708277,3175010.1816713344,3774848.8153228257 
 01/12  05:00:00,3601937.9091660813,3015899.089813772,3620089.355603657 
 01/12  06:00:00,3481624.2534429915,2898944.410150247,3499578.444955971 
 01/12  07:00:00,3619878.2731838427,3035094.176140945,3637311.4476904217 
 01/12  08:00:00,3696528.2219216926,3110661.323165304,3713660.312808525 
 01/12  09:00:00,3489830.761501241,2918279.6710353685,3507038.351211159 
 01/12  10:00:00,3246024.0087967035,2710220.417287248,3263839.3920930754 
 01/12  11:00:00,2971215.9969362626,2530695.0733560543,2993668.201683603 
 01/12  12:00:00,2415350.3106105044,2145667.1249717795,2483992.88854545 
 01/12  13:00:00,1938275.3168417986,1805166.1727215848,2055394.429499092 
 01/12  14:00:00,1671005.3057008744,1630344.0635992058,1833163.0307509652 
 01/12  15:00:00,1620291.4839765169,1548891.1239630491,1752410.7646788748 
 01/12  16:00:00,1481359.808240636,1493618.7152867783,1716949.9256490823 
 01/12  17:00:00,1600382.7970617732,1546730.106428171,1827290.2690026134 
 01/12  18:00:00,2030850.4336907337,1744199.3540206628,2072140.7162785525 
 01/12  19:00:00,2167448.6559984786,1842996.651493528,2202044.216606993 
 01/12  20:00:00,2253584.906075731,1906325.1125694572,2283726.286472764 
 01/12  21:00:00,2317390.702884446,1952502.3712223917,2343674.638042057 
 01/12  22:00:00,2395292.305217621,2011544.4886217099,2418750.8213880174 
 01/12  23:00:00,2457388.7932599,2059523.9047786177,2478637.3272581394 
 01/12  24:00:00,2504830.1557595553,2093399.873375327,2524150.9733581105 
 01/13  01:00:00,2523481.643435539,2104185.839890167,2541035.5836644266 
 01/13  02:00:00,2535372.4069807287,2112460.738737607,2551568.730598367 
 01/13  03:00:00,2535486.4442028897,2111755.2069442687,2550482.2976122284 
 01/13  04:00:00,2509659.2657997143,2090499.192192976,2523572.094112845 
 01/13  05:00:00,2479666.844281175,2066129.4893307188,2492740.5587340198 
 01/13  06:00:00,2518950.919122002,2078535.6236046166,2530068.851233454 
 01/13  07:00:00,2524539.6987052686,2075898.9275517287,2534610.737979941 
 01/13  08:00:00,2438098.009435584,2021728.896711323,2448554.0125812218 
 01/13  09:00:00,2382994.1393185924,1978528.518608037,2393169.758462171 
 01/13  10:00:00,2342073.1895605293,1950465.037389285,2352743.053715066 
 01/13  11:00:00,2242432.6110670804,1886668.0374245746,2255308.802187156 
 01/13  12:00:00,2053687.761628863,1781596.023950628,2083340.0546427234 
 01/13  13:00:00,1451647.3721661791,1549445.7141817037,1753327.198605147 
 01/13  14:00:00,636619.1965326263,1415920.2859880137,1553227.0438874604 
 01/13  15:00:00,622130.2544791462,1382053.8081794945,1546129.4557462826 
 01/13  16:00:00,482409.83542206674,1247618.669685587,1506883.9937552956 
 01/13  17:00:00,910170.8406146439,1248234.4740616297,1528769.413902456 
 01/13  18:00:00,1899281.316187388,1763614.9357277523,2067281.5731997117 
 01/13  19:00:00,2247353.6933537927,2029255.0016926804,2387167.3882533214 
 01/13  20:00:00,2261413.6697687046,1992223.4891394686,2377795.8854586575 
 01/13  21:00:00,2401750.951699477,2089656.5774135194,2497951.6513738446 
 01/13  22:00:00,2664366.0124561554,2313774.7797275973,2744502.760293174 
 01/13  23:00:00,2769886.3099699356,2393006.7364864475,2837901.825523808 
 01/13  24:00:00,2780984.6201554067,2388885.6293880204,2838307.9682673467 
 01/14  01:00:00,2834591.492540636,2431841.137194604,2883019.2823704993 
 01/14  02:00:00,2852942.6384718274,2441550.7131648073,2894443.8360277656 
 01/14  03:00:00,2883985.114440833,2463659.5717177973,2919589.7094463315 
 01/14  04:00:00,2844499.2764646346,2411040.5746571207,2875956.6399451164 
 01/14  05:00:00,2840971.7569257994,2383018.249259428,2869246.079209212 
 01/14  06:00:00,2975650.5861851517,2497304.290497355,3001295.9338021353 
 01/14  07:00:00,3056345.0933645624,2559946.951741834,3080088.001057762 
 01/14  08:00:00,3084491.7957857787,2569196.238021995,3106791.4614709816 
 01/14  09:00:00,3129311.054158685,2600410.509637881,3150435.242787302 
 01/14  10:00:00,3091243.311226741,2580819.813131216,3113468.204818651 
 01/14  11:00:00,2780928.331280752,2375879.1897984194,2823147.147366251 
 01/14  12:00:00,2256397.656213429,2078043.3808685862,2446221.845248115 
 01/14  13:00:00,1492350.8814161718,1782837.6498123542,2088562.1921963198 
 01/14  14:00:00,984271.8726194233,1587029.8506340715,1819944.5455957982 
 01/14  15:00:00,886693.2157552323,1400627.5694564579,1630029.1706723005 
 01/14  16:00:00,1142049.959939224,1364580.6119159162,1602864.2709602334 
 01/14  17:00:00,1513239.8492272636,1455298.2212504537,1717017.272636422 
 01/14  18:00:00,1784434.781961714,1579063.5639691507,1884916.067033799 
 01/14  19:00:00,1853880.351788908,1615510.8780246987,1935878.4297116494 
 01/14  20:00:00,1908514.8877715634,1646426.2624343284,1976071.6497768015 
 01/14  21:00:00,1973050.7682919386,1686302.1937656137,2028972.9780801998 
 01/14  22:00:00,2007928.8876828952,1704100.577341637,2054502.681871595 
 01/14  23:00:00,2023194.1357703225,1708032.4824639836,2061912.6630430417 
 01/14  24:00:00,1983880.54951433,1672867.2559659528,2015914.58486534 
 01/15  01:00:00,1942656.7479913358,1637362.3070508088,1970134.2511720734 
 01/15  02:00:00,1949820.5430462086,1637993.4034668673,1972794.137665584 
 01/15  03:00:00,1962380.0198260462,1643378.085788014,1981930.804798024 
 01/15  04:00:00,1969064.3264154657,1645509.0800675803,1986098.7672499013 
 01/15  05:00:00,1977870.4533757842,1649449.270151181,1992477.290837239 
 01/15  06:00:00,2012217.10326926,1674083.9975873246,2024991.6659926178 
 01/15  07:00:00,2062024.6000860387,1710896.9537069562,2073312.135969403 
 01/15  08:00:00,2079321.78852466,1722869.0521737104,2089386.7135353421 
 01/15  09:00:00,2052839.3915052554,1704429.4332393778,2062286.907089179 
 01/15  10:00:00,2192221.66116655,1806660.686233056,2201427.977051293 
 01/15  11:00:00,2538417.7436104855,2046715.894776413,2545858.94439087 
 01/15  12:00:00,2695186.813061267,2169107.136974062,2702427.4607524076 
 01/15  13:00:00,2624108.366365095,2147654.172893943,2628563.10030688 
 01/15  14:00:00,2392705.74613727,2069706.6960039334,2423336.659453984 
 01/15  15:00:00,1928539.6532605458,2057690.309036522,2356319.297407124 
 01/15  16:00:00,1500448.5979033054,2000481.0131712197,2381989.595040866 
 01/15  17:00:00,1969552.0230137366,2118968.4881943874,2537925.3700703457 
 01/15  18:00:00,2887138.2974483753,2541240.6351634907,2980026.969028189 
 01/15  19:00:00,3003616.1328670653,2582246.033200876,3080909.090730743 
 01/15  20:00:00,3028345.475915974,2564116.1568213953,3093551.9182511726 
 01/15  21:00:00,3181403.519723339,2691173.623439128,3236138.0184378587 
 01/15  22:00:00,3348731.350331288,2836961.3941097483,3395156.6850066115 
 01/15  23:00:00,3475736.7018590327,2940293.630565676,3515791.345250373 
