Date/Time,BATIMENT0000000240880049_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240880049_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240880049_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240880049_PART0_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/01  01:00:00,2409917.1806144975,2102482.3723825673,2170117.6011675126,3031197.854367949 
 01/01  02:00:00,2762724.7247347436,2474366.433728787,2542861.913052953,3491802.050880268 
 01/01  03:00:00,2961887.3574830275,2690651.316290159,2757651.460827831,3735272.6885961373 
 01/01  04:00:00,3103328.729064639,2847152.8188866293,2912523.2403140436,3912576.5860648155 
 01/01  05:00:00,3201615.41739818,2959069.548628983,3022871.1244570646,4031697.849009934 
 01/01  06:00:00,3332128.4838692304,3104395.671685674,3168089.8899847865,4196264.580898565 
 01/01  07:00:00,3404433.389639979,3189674.0833920306,3253539.489185049,4293874.004654426 
 01/01  08:00:00,3487582.033264241,3284041.910278292,3348058.2373206974,4406698.1922433935 
 01/01  09:00:00,3626454.800252647,3438073.8184684496,3504830.8937606467,4591847.231127176 
 01/01  10:00:00,3445514.800839903,3302188.6238944335,3389202.7704766835,4423545.611042296 
 01/01  11:00:00,1837830.5455386166,1798812.3013884202,1952068.5024446445,2648441.9999847338 
 01/01  12:00:00,105031.24181256718,121895.11397235183,198595.03916897954,407525.0312598837 
 01/01  13:00:00,0.0,0.0,0.0,0.0 
 01/01  14:00:00,0.0,0.0,0.0,0.0 
 01/01  15:00:00,0.0,0.0,0.0,0.0 
 01/01  16:00:00,0.0,0.0,0.0,0.0 
 01/01  17:00:00,0.0,0.0,0.0,0.0 
 01/01  18:00:00,426108.2144105567,140442.41665127265,193920.04774606688,827024.2466649591 
 01/01  19:00:00,1145291.9987789073,695662.4428381599,811023.3714128546,1546976.798304 
 01/01  20:00:00,1466484.2811579735,1074240.1467856637,1168140.4778044454,1902506.8364604283 
 01/01  21:00:00,1658433.6676309425,1319603.325030337,1400224.1797979798,2114080.38187828 
 01/01  22:00:00,1788741.6880889528,1462460.514074119,1532797.478086965,2261628.5812872406 
 01/01  23:00:00,1960401.7660057968,1629350.7949073864,1700155.118010494,2466898.295491388 
 01/01  24:00:00,2074737.260313672,1751931.9640016612,1819751.621543444,2596647.0763513166 
 01/02  01:00:00,2145112.838057727,1839082.8555943777,1904422.3885616865,2658187.123443751 
 01/02  02:00:00,2183205.125840856,1893422.4323268624,1956389.4470938612,2679745.9196932516 
 01/02  03:00:00,2284946.2411169475,2011329.4146644017,2072032.4172229788,2789365.6038762787 
 01/02  04:00:00,2433460.917571164,2181251.160798842,2243520.8417363144,2965173.5116830287 
 01/02  05:00:00,2583311.4392493316,2351174.856961886,2415241.1201364836,3145723.8064670814 
 01/02  06:00:00,2709984.9224412916,2492409.0006230893,2556876.314152914,3302126.4989575753 
 01/02  07:00:00,2748059.432835044,2540430.8179220455,2603846.4922067802,3343573.990688197 
 01/02  08:00:00,2813303.0930110347,2615571.067067135,2678317.909248795,3420469.6009753263 
 01/02  09:00:00,2916369.728862547,2731729.9972549104,2796349.5363694364,3551989.9623208307 
 01/02  10:00:00,2849822.525229022,2689714.3316898355,2762096.5527588534,3475922.0921824477 
 01/02  11:00:00,2162052.4264503345,2058986.2259260714,2159944.9775745478,2666136.717177373 
 01/02  12:00:00,1031316.7050381367,952817.8643896923,1070846.021950248,1291832.51118428 
 01/02  13:00:00,330520.1713940019,245850.34273274872,359924.30659991805,418816.1244276293 
 01/02  14:00:00,1198046.553794016,1064673.180106667,1152509.670583899,1337848.1485924344 
 01/02  15:00:00,1908959.7339887265,1767388.2731836063,1854609.0281305532,2244508.982300111 
 01/02  16:00:00,2502808.0822702753,2360564.7369939205,2446921.381080801,3018051.2530503483 
 01/02  17:00:00,2908036.3213689015,2771134.4285683613,2860740.31050366,3586820.5399959637 
 01/02  18:00:00,4059355.563255826,3958591.915462444,4050723.783102636,5005539.662477489 
 01/02  19:00:00,4417828.812135066,4338973.3137286985,4433769.167146372,5424521.544468911 
 01/02  20:00:00,4540898.573461468,4475053.294560279,4571113.880295064,5573308.585846909 
 01/02  21:00:00,4629108.71709558,4574653.069443041,4671692.947295753,5682187.537382167 
 01/02  22:00:00,4787838.855747252,4745521.905016805,4844261.714954611,5872708.126711827 
 01/02  23:00:00,4978520.561611323,4949159.42188197,5050304.091426759,6106048.7690939475 
 01/02  24:00:00,5252264.083813386,5240744.879982618,5346501.384906556,6457897.111700564 
 01/03  01:00:00,5571557.914237448,5581130.034414312,5692781.794433498,6874879.016359614 
 01/03  02:00:00,5499709.368706993,5522463.238253749,5652220.926333755,6986545.17936627 
 01/03  03:00:00,5617827.751524518,5653920.590940852,5792649.615052092,7204358.469086679 
 01/03  04:00:00,5749529.480096002,5796991.547549231,5940877.12553147,7394942.771557672 
 01/03  05:00:00,5835547.924803791,5891504.668569222,6039292.634171205,7524477.606975275 
 01/03  06:00:00,5871931.073363917,5932431.759433736,6082484.190078415,7590774.923372888 
 01/03  07:00:00,5908427.388826708,5971622.262728871,6123600.660897567,7657355.542859933 
 01/03  08:00:00,5942808.146945809,6009610.712975317,6163467.002777098,7715094.478593664 
 01/03  09:00:00,5982287.232084402,6053874.712191487,6209824.357235273,7771584.146567503 
 01/03  10:00:00,5911875.532138537,5986411.591531579,6142935.218961344,7664778.771055076 
 01/03  11:00:00,5528093.009706732,5596549.5786287375,5748456.55042744,7060577.155267365 
 01/03  12:00:00,4763265.135113574,4804290.882330837,4940418.927266497,5850810.572117548 
 01/03  13:00:00,3877183.9133527065,3892387.5469786925,4018959.024491068,4570543.010901907 
 01/03  14:00:00,3258158.7765064314,3266602.1313927956,3401250.9129702747,3840425.1082543377 
 01/03  15:00:00,2565751.4843930746,2534270.915044149,2668336.9182688366,3065452.558464898 
 01/03  16:00:00,1525976.9799104412,1423554.5273559117,1562395.1500040027,2045136.1483647032 
 01/03  17:00:00,1831775.354232959,1689057.8850838486,1829800.7441169159,2720198.0832804996 
 01/03  18:00:00,4988263.713672475,4947182.944528598,5099442.538635078,6701796.038599146 
 01/03  19:00:00,5744957.924909735,5737504.511767166,5896211.02154461,7694929.987986732 
 01/03  20:00:00,5968724.129688727,5982369.216563111,6147389.202742959,8014526.095493611 
 01/03  21:00:00,6290947.272505757,6326747.98756936,6496849.8579429155,8431340.086071847 
 01/03  22:00:00,6652679.154446866,6714022.756930498,6891477.025232874,8914960.279882124 
 01/03  23:00:00,6805626.678416574,6882275.045236208,7064860.5382675985,9164036.019594718 
 01/03  24:00:00,7154917.658261299,7254502.288658544,7448142.589799967,9711779.090973338 
 01/04  01:00:00,7542877.456033488,7672291.433776625,7878624.8246023655,10261171.091295926 
 01/04  02:00:00,7786695.836135981,7937222.411814388,8150355.265660361,10564825.658826057 
 01/04  03:00:00,7849660.985504486,8010675.196932258,8220260.423300075,10495575.12599917 
 01/04  04:00:00,7866500.787644128,8028903.103558337,8231670.309407884,10395210.255351445 
 01/04  05:00:00,7962032.596831383,8129581.62386965,8331806.241057453,10515722.205362245 
 01/04  06:00:00,8088855.416774371,8270644.319229959,8477250.744865624,10676233.018074345 
 01/04  07:00:00,8210300.2030952,8404590.247322094,8614816.211168474,10830226.339646798 
 01/04  08:00:00,8222238.6529735,8421048.335120527,8631429.597831002,10844981.000603046 
 01/04  09:00:00,8214437.146970239,8417084.260420023,8627634.746360013,10821881.914801741 
 01/04  10:00:00,8052716.084014177,8256488.122357836,8463567.800204303,10513466.543193739 
 01/04  11:00:00,7153483.456773085,7329944.679272657,7518857.533491891,9081605.146048356 
 01/04  12:00:00,5728143.235567855,5828880.635355203,5981026.168072035,6960063.938336074 
 01/04  13:00:00,3970097.399652735,3948288.537638237,4042312.0272421683,4420059.99191523 
 01/04  14:00:00,3092091.000534371,3004898.721167153,3070146.119230866,3223278.2859969675 
 01/04  15:00:00,2437141.4709104,2292168.2964054695,2343496.5265229177,2486331.575547639 
 01/04  16:00:00,1658360.0837216382,1443029.3352163048,1487063.649960329,1731214.8460142498 
 01/04  17:00:00,1366680.436637292,1129098.1593899839,1199239.2918180786,1789977.4620488118 
 01/04  18:00:00,4464868.212195852,4382343.240184046,4496212.83728757,5741122.517748597 
 01/04  19:00:00,4881655.268778267,4826125.714456256,4947669.329201095,6282997.2208068725 
 01/04  20:00:00,5139164.31800798,5106561.344076611,5236010.357092176,6629988.28190306 
 01/04  21:00:00,5187389.438438393,5165859.018291777,5298226.3675080165,6711016.43058736 
 01/04  22:00:00,5269078.540713935,5256212.690605494,5391211.408990487,6834922.359138232 
 01/04  23:00:00,5289613.048378187,5286326.313296828,5423770.963896016,6872681.765420686 
 01/04  24:00:00,5260570.388643835,5261717.448516503,5399516.486903132,6834961.724433383 
 01/05  01:00:00,5409796.645640481,5420192.169131921,5561046.085661065,7039364.781100906 
 01/05  02:00:00,5478637.392285423,5494809.095397827,5637393.319110491,7145249.5686315335 
 01/05  03:00:00,5463170.629320257,5479613.626344761,5621561.473862872,7135545.6782228155 
