Date/Time,Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
,143909000846.45926,618701019418.3466,618701019418.3466,143909000846.45926,143909000846.45926 
