osm_id,footprint_area_m2,levels,height_m,archetype_id,zoning_strategy,data_quality_flag,heating_eui_kwh_m2,cooling_eui_kwh_m2,lighting_eui_kwh_m2,equipment_eui_kwh_m2,total_eui_kwh_m2,gwp_heating_kgco2_m2,gwp_cooling_kgco2_m2,gwp_lighting_kgco2_m2,gwp_equipment_kgco2_m2,gwp_total_kgco2_m2,iod,simulation_status,error_summary,cell,city,density,reconstruction_applied,archetype_mapped_to,reconstruction_basis,vent_fans_eui_recon_kwh_m2,pumps_eui_recon_kwh_m2,swh_dhw_eui_recon_kwh_m2,refrig_eui_recon_kwh_m2,cooking_other_eui_recon_kwh_m2,total_eui_reconstructed_kwh_m2
way/37417988,2898.5510362964637,11.0,38.5,LargeOffice,perimeter_core,"no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",19.790053762977173,99.32868219714483,26.465100525964544,44.06327597200719,189.64711245809374,3.5819997310988683,37.03251392619711,9.866930498894309,16.428023054091497,66.90946721028179,0.00048672135445248566,success,,austin_centre,austin,centre,True,large_office,table4_fraction_split,25.133954663120853,7.997167392811181,3.4273574540619345,1.1424524846873114,1.1424524846873114,228.49049693746235
way/37417989,4168.517429379388,1.0,3.5,LargeOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",10.167072906192804,58.5497931587056,26.465100598399992,44.063276092609165,139.24524275590755,1.8402401960208974,21.82900228377389,9.866930525900273,16.428023099055288,49.96419610475035,0.0,success,,austin_centre,austin,centre,True,large_office,table4_fraction_split,18.4541887989757,5.871787345128632,2.5164802907694135,0.8388267635898045,0.8388267635898045,167.76535271796092
way/37546502,6241.528482257134,33.0,115.5,TallBuilding,one_zone_per_floor,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT,1.2602786779001203,83.66554640126685,26.465100598298473,44.06327609244013,155.45420176990558,0.22811044069992176,31.192858333691518,9.866930525862424,16.428023098992266,57.715922399246125,0.003340645523116939,success,,austin_centre,austin,centre,True,large_office,table4_fraction_split,20.602364089987486,6.555297664996019,2.809413284998293,0.9364710949994312,0.9364710949994312,187.29421899988625
way/42806788,1587.6862515231055,1.0,3.5,Courthouse,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",16.671656448484,95.31617120922172,19.67665472,28.256190059386917,159.92067243709263,3.017569817175604,35.536537479591715,7.336007825948159,10.534698827461105,56.424813950176585,0.0,success,,austin_centre,austin,centre,True,large_office,table4_fraction_split,21.19430598563878,6.74364281361234,2.8901326344052882,0.9633775448017627,0.9633775448017627,192.67550896035257
way/42806812,1569.033571864679,6.0,21.0,Courthouse,perimeter_core,"no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",28.593836847304182,141.80405841581077,19.676654719975485,28.256190059351727,218.33074004244216,5.175484469362057,52.8685234910499,7.33600782593902,10.534698827447986,75.91471461379895,0.00046090413159637924,success,,austin_centre,austin,centre,True,large_office,table4_fraction_split,28.935399282733297,9.206717953596959,3.9457362658272674,1.3152454219424226,1.3152454219424226,263.0490843884845
way/52143469,6614.754527315943,2.0,7.0,LargeOffice,perimeter_core,"generic_tag,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",16.271304580944687,97.68979209294714,26.465100676347543,44.06327622238854,184.4894735726279,2.945106129150988,36.4214898064293,9.866930554961302,16.428023147440673,65.66154963798226,0.000224854050432251,success,,austin_centre,austin,centre,True,large_office,table4_fraction_split,24.450412160227792,7.779676596436116,3.334147112758335,1.111382370919445,1.111382370919445,222.27647418388904
way/55932516,1562.4128466366533,45.0,157.5,HighriseApartment,one_zone_per_floor,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT,0.5058425797651692,72.6138457838937,3.965491090698295,43.39802491119833,120.48320436555548,0.09155750693749562,27.07247489591752,1.478446112362864,16.17999883159225,44.82247734681013,0.11079381046711771,success,,austin_centre,austin,centre,True,mid_rise_apartment,table4_fraction_split,8.730666983011266,1.7461333966022532,40.16106812185182,1.7461333966022532,1.7461333966022532,174.61333966022534
way/55932517,941.8777955328032,1.0,3.5,FullServiceRestaurant,single_zone,"generic_tag,no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",6.7843997132761595,154.20686164106058,72.73404014249999,85.2380802155731,318.96338171240984,1.2279763481029848,57.49263581191333,27.117286718247986,31.77914297061169,117.61704184887599,0.0,success,,austin_centre,austin,centre,True,full_service_restaurant,table4_fraction_split,67.65889915111724,14.498335532382264,77.32445617270541,144.98335532382265,343.12727426638025,966.5557021588177
way/55932518,2116.3210197818944,1.0,3.5,MediumOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",10.085697832681458,55.20992967346673,26.4651005984,44.06327609260916,135.82400419715734,1.8255113077153438,20.583807660299254,9.866930525900274,16.428023099055288,48.70427259297016,0.0,success,,austin_centre,austin,centre,True,large_office,table4_fraction_split,18.000771640587118,5.72751824927772,2.45465067826188,0.81821689275396,0.81821689275396,163.64337855079197
way/55932520,5977.458290220164,6.0,21.0,LargeOffice,perimeter_core,"no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",16.943788005406063,99.71373388825393,26.46510053343483,44.06327598444489,187.1858984115397,3.0668256289784974,37.17607197808994,9.86693050167944,16.42802305872862,66.5378511674765,0.0002578973874557253,success,,austin_centre,austin,centre,True,large_office,table4_fraction_split,24.807769668999235,7.893381258317939,3.3828776821362596,1.1276258940454198,1.1276258940454198,225.52517880908397
