building_id,stem,archetype_id,building_type,age_band,geometry_outcome,idf_sha256,weather_sha256,construction_period_provenance,storey_provenance,imputation_provenance,floor_area_m2,gross_footprint_area_m2,conditioned_floor_area_m2,eui_denominator_m2,context_building_count,fallback_reason
way/701972624,44529b69c8e45c02,GB.ENG.TH.05.Gen.ReEx.001.001,TH,G,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,05c98164cf999b97c7132fe6620244536c952028a3b6121f0c6b6b725d10607c,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,96.5336,96.5336,96.5336,96.5336,18,
way/701972625,bc89a3a617dcaa96,GB.ENG.TH.05.Gen.ReEx.001.001,TH,G,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,f77c8ba57c498eb82a095c484cd0e72bdbd140bb7eff536adc62f513db9181db,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,50.5157,50.5157,50.5157,50.5157,14,
way/701972626,2f60d48651ab17c3,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,H|I,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,b7f4e52568a09a83fed4b2519ffdad3966d4d8a4a7bf6103d7771c0027e71890,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,EPC_MULTI_CERTIFICATE_BAND_INTERSECTION,,,212.6404,212.6404,212.6404,212.6404,11,
way/823489429,7106851ff28454b0,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,8225651517554996dc6fe097eac2cefd253b6454fb2a4f94a329ba81a81cb1c4,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,SAP_FLOOR_DIMENSIONS,,77.0783,77.0783,77.0783,77.0783,14,
way/823489432,8d69f94254962ede,GB.ENG.TH.05.Gen.ReEx.001.001,TH,G,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,774b581c8aaf3657624e1ba709e63dcadae119b2fe006268b03b564e1bc5b10b,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,SAP_FLOOR_DIMENSIONS,,28.6497,28.6497,28.6497,28.6497,14,
way/823489433,e624d07335750b84,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,1fa95db0a9cf97ef6ed73c04347b0417d4e813b35192ab39792ddcf672d91c6d,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,SAP_FLOOR_DIMENSIONS,,88.1813,88.1813,88.1813,88.1813,16,
way/823489434,1cc80dac672b7de8,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,7d2959d18b7aa283de500855a136334f592c00a02f8d387c8e3ff5e307e33646,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,27.6294,27.6294,27.6294,27.6294,12,
way/823489443,b6eb90407bdc2b02,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,GB.08,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,7ea26862979689a2cfc902f32b06bab75ea99a207e8963ab9d5e9c9a6d16dd83,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,EPC_OBSERVED_CONSTRUCTION_YEAR,,,5608.0493,5608.0493,5608.0493,5608.0493,3,
way/823489444,77a4af67b5578186,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,GB.08,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,8cc9192592d239549d6429bf5b4ae06fc22f1735f76f0691e3e4feb827778ab0,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,EPC_OBSERVED_CONSTRUCTION_YEAR,,,9987.8569,9987.8569,9987.8569,9987.8569,6,
way/823489445,4d22cac2b466784a,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,GB.08,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,e74323b188694da57f4faf6c8a20d7c007f2046db681c3d98e56fbe8701de40e,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,EPC_OBSERVED_CONSTRUCTION_YEAR,,,2755.001,2755.001,2755.001,2755.001,3,
way/823489446,837ec71737f28a6e,GB.ENG.TH.08.Gen.ReEx.001.001,TH,GB.08,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,0502088d6d46675214e42a56d985343f70b84be4a1bd37938f0fa827a785c553,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,EPC_OBSERVED_CONSTRUCTION_YEAR,SAP_FLOOR_DIMENSIONS,,63.8767,63.8767,63.8767,63.8767,5,
way/823489447,885efd4d2589a49c,GB.ENG.TH.08.Gen.ReEx.001.001,TH,GB.08,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,e899c86e8b5c75366a3d59ce34d0e8ece291b81cc38ed47a7bc354d5013383ae,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,EPC_OBSERVED_CONSTRUCTION_YEAR,SAP_FLOOR_DIMENSIONS,,64.47,64.47,64.47,64.47,5,
way/823489448,58b21539e0ea7af5,GB.ENG.TH.08.Gen.ReEx.001.001,TH,GB.08,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,7716b71e8c8359c4e2461a1c98d108f446ce1b5b05ea443666fd133e734b53b5,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,EPC_OBSERVED_CONSTRUCTION_YEAR,SAP_FLOOR_DIMENSIONS,,72.6693,72.6693,72.6693,72.6693,4,
way/892347461,127671ad04c56276,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A|B,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,7997039231a06371588dee16a800832bae90b6ede543e6f1700a813e83f5c232,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,EPC_MULTI_CERTIFICATE_BAND_INTERSECTION,,,33.2631,33.2631,33.2631,33.2631,12,
way/892347466,de04d7a79811e65a,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,3229e12bc37d29e791069728345787bb4f763e398ded16787ef4c51e9ca93ab0,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,31.5611,31.5611,31.5611,31.5611,8,
way/892347467,13b77420d87ef5a8,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,9c5ecea66364b68c062e78ca853632b06b6fe258c7bff1ecfc5d1fe4bc771f47,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,30.4235,30.4235,30.4235,30.4235,9,
way/892347471,b753a6bd254711dc,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,06966a1df541aba379301168e6e28ed570ad15e9da5330fc14ef17c3bff7e283,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,35.031,35.031,35.031,35.031,17,
way/892347473,c591adf7da2c3c14,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,9c418e73d4d115a426c7d0534bcd640d1b37c2e347bf7828eb91055040bf45cb,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,31.4239,31.4239,31.4239,31.4239,18,
way/892347479,ef630d818ca34b21,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,b3c725a736a086528bcfdd4d46960279e5e57d2ca491a7cf4a30643761efd297,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,42.5389,42.5389,42.5389,42.5389,14,
way/892347480,a144c222a48f9b02,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,64d396ea4e12e0f80016bcd6a696bb034cb3bd12af429242cda7b52cb58ad942,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,45.4975,45.4975,45.4975,45.4975,15,
way/892347481,d4284cf288fc51f5,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,6d3aeeb4f2e65e07dee072322a2d627ea266d18f575b48a040417c04de31abc4,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,48.5956,48.5956,48.5956,48.5956,17,
way/892347482,aa4d3ec25055003d,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,6387f2bceaf665ae6e0d6d5661c065c6084fc346c5560460885921dc3def7471,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,44.6226,44.6226,44.6226,44.6226,18,
way/892347483,4cca28fe5e54b46e,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,70742449d28358cedb490ef1c28624b34f4dbfddea6088f2a3905ae5b1f81ad8,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,46.1536,46.1536,46.1536,46.1536,21,
way/892347485,ad9290ab128082aa,GB.ENG.TH.06.Gen.ReEx.001.001,TH,I,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,0ede2e14cdfd6d249923da09def82ad2c8d324335728dd1b187eaa42d3449a3d,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,66.3194,66.3194,66.3194,66.3194,21,
way/892496546,6630a046f077239c,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A|B,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,e5d7052027ee1d9188dbe910ca2a92a8b10b8f4cf832caf36c13a65a4d639fdc,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,EPC_MULTI_CERTIFICATE_BAND_INTERSECTION,,,52.835,52.835,52.835,52.835,17,
way/892496549,384451852a977442,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,e1d30b1ec58fd01c36e3dac21537f628edff983757656f75b6c1529ea568f188,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,50.5512,50.5512,50.5512,50.5512,25,
way/892496550,ac3f19aa6d14e9a1,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,2b34e194cf359ee4233d2307a22c9c85dfcb3d0810130f04c74e8cdcf9c0cec4,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,33.9418,33.9418,33.9418,33.9418,25,
way/892496552,6b2b1c9e13b9794a,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,6fd9d2383f64260905bde8816a40626627c9a337c50374aaa6c878742ad73e9b,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,45.0775,45.0775,45.0775,45.0775,19,
way/892496574,0e05c8c2892e210f,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,4445a996fe8540ab0e04daa937b64913cc87b7654fa1cc26dcf8b39a8000d598,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,45.0553,45.0553,45.0553,45.0553,21,
way/892496575,e5b90015aa2b3530,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,38bd6d81af459138a05df8066ca999509ce8f27bbcea985774ce4b9d744e4d3b,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,40.8785,40.8785,40.8785,40.8785,17,
way/892496576,7c9a6db126f965d9,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,016854e79010b9a33f40dd06c1fcf2e5a6894fe082a98fb511b98ed0415e1e21,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,39.8114,39.8114,39.8114,39.8114,15,
way/892496577,eb0764f64473ea60,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,f7d8be4c6949d5b4c31bad2362241945e2eacf4ab3a4d4b51e1251a53f03da9e,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,40.9631,40.9631,40.9631,40.9631,17,
way/892496584,6dc104e00e8d51ec,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,77e8cd1730aaa3ba93fbb0317436282c95005fb77ef78736c4a160741c5099a8,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,48.265,48.265,48.265,48.265,14,
way/892496587,9613b1266edfff19,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,e91ad45086946e50b8cea22b51503da5ef85f1d969d76d96816dc62c17441dd1,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,45.9693,45.9693,45.9693,45.9693,14,
way/892496588,e7966035906326b3,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,8017bbf066f875ce5e33e4869bd8c382a794ee6e4dafcf958b3e16271fe899ea,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,47.6739,47.6739,47.6739,47.6739,18,
way/892496590,26b958f758616bbd,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,eb8df0868be2f62fff64d8863193f590ba9ec878fbc2dab6a49bfcd4488918c8,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,48.0603,48.0603,48.0603,48.0603,19,
way/892496599,5f45f4a2532c4fb7,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,c905597eb9eb506445842bd3ca684fd2e9b1fadaf4b79b677ae05959f3581ad4,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,49.4074,49.4074,49.4074,49.4074,22,
way/892496601,22862639e30bede9,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,23ef78290ab768d26f2b2ca3ba81e83a84791f119aed520978d616d354a8471f,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,49.9246,49.9246,49.9246,49.9246,19,
way/892496604,3721a664ff8abc52,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,e29ae9e2ea16559fb66542c8712dd97a890d4ce55d082b4ee18d88ea9e8be081,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,51.3882,51.3882,51.3882,51.3882,22,
way/892496605,1974ec79053f3fd2,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A|B,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,e0f90d0851da506ffef87834ff0fe07448adf3863e3499907777a63a44aea95c,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,EPC_MULTI_CERTIFICATE_BAND_INTERSECTION,,,33.88,33.88,33.88,33.88,13,
way/892496607,2e83e5f748814ca1,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,3e1617f818c5023832c5bfcd3cfb6cbe01dd78587330085b9ce5585f77331232,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,37.2774,37.2774,37.2774,37.2774,10,
way/892496608,3128039806d06dbf,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,4fe1755af49fe0d98fe31c21bb7deefa7a61393f136b7a49b8bd6e27e91ed0cf,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,34.833,34.833,34.833,34.833,10,
way/892496609,8ab9af2d229ba3be,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,3eeb47fb91be9b93e8339b7ae07eef7ed2cfcc4a5533ce07db7f50bdceb00713,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,33.8377,33.8377,33.8377,33.8377,10,
way/892496610,44b9de5cad9fc05b,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,a8027e81b2c5f9e8276f4ac10252a84ef9445d741f52f92f28996be4803ef150,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,35.5928,35.5928,35.5928,35.5928,10,
way/892496611,562ef94308c96b45,GB.ENG.TH.02.Gen.ReEx.001.001,TH,B|C,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,df9b845240941e82e4bf73bac262b754d373f3b9e5609015dc9a0a5453a88e51,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,EPC_MULTI_CERTIFICATE_BAND_INTERSECTION,,,34.889,34.889,34.889,34.889,14,
way/892496618,64751f7675c50d44,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,719bfd91610726efb2b79814abc4060b6cf777f5d110a84242073169956d688c,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,33.0352,33.0352,33.0352,33.0352,13,
way/892496619,b8978179034c1a5c,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A|B,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,0c5b8266a96c1aaa97d72c3e76047959b76dbebf34bf9d33f8af666681ffc997,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,EPC_MULTI_CERTIFICATE_BAND_INTERSECTION,,,32.368,32.368,32.368,32.368,13,
way/892496620,f33f07970e055440,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,6e71254361060d76f66408daed41642a0dcd35e6eb30521deece2f4d8ca65efc,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,32.2076,32.2076,32.2076,32.2076,11,
way/892496630,fa64e44ea9c7345c,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,b06b380a5beceb71fce31b162b2969cc966b5ab0b639fcdb65ddbe0d6647cc76,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,32.3275,32.3275,32.3275,32.3275,11,
way/892496631,b0d4673166bd31cf,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,da1bac9db02c9d78994fd010259b1e97425ef11d75c979e5aae6b5b5a709b0b3,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,31.308,31.308,31.308,31.308,11,
way/892496632,f69909bb9460ea41,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,eb094bf58b0c71be63714fe006af373fe39ee05d01308e2cc9f39d33aa9d0339,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,32.3039,32.3039,32.3039,32.3039,11,
way/892496633,c34480419f47a881,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,0e434bd586d79dfd4c77106ca98699383da1c17c0499525606d5fc4894b11ce4,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,51.1439,51.1439,51.1439,51.1439,12,
way/892496634,46d5add8939f5d15,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A|B,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,ef509c75da88d8518a56d8446591d9fc306f46617d87bade55dae4516d9bb5aa,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,EPC_MULTI_CERTIFICATE_BAND_INTERSECTION,,,57.8932,57.8932,57.8932,57.8932,13,
way/892496637,611f617e55080942,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,207f302f66d72d7d869cbb3b23a849fe65d5c040cc630d6cba00fa1bec4a8a4d,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,55.0832,55.0832,55.0832,55.0832,14,
way/892496646,8e6532b3f4ba4544,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,4ee96b6c273e0a5e3d16b3a2ee6be28fe46174d12a8a13dfee49554623183ade,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,41.4248,41.4248,41.4248,41.4248,12,
way/892496648,3eceb2bfa9cbf7d7,GB.ENG.TH.01.Gen.ReEx.001.001,TH,A,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,94e3195bb41c85b1ca4cf723de855be086c66efb8a6c85679652b7fd6e4ca486,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,,,,36.6241,36.6241,36.6241,36.6241,13,
way/1054662330,6e2fbb3644871ae6,GB.ENG.TH.05.Gen.ReEx.001.001,TH,GB.05,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,7e6641789a30ffab37687bfd81ff9d08c0fc2e2a040f2b3ca9e034736c18ba39,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,INFERRED_TERRACE_NEIGHBOUR_AGE,,IMPUTED_NEIGHBOUR_TOUCHING,46.7666,46.7666,46.7666,46.7666,16,
way/1054662335,4a1175230bcc6971,GB.ENG.TH.04.Gen.ReEx.001.001,TH,GB.04,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,b718eeb18a19b9342594caab9c042675cecb0fc52794700ed916392500b3d2a7,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,INFERRED_TERRACE_NEIGHBOUR_AGE,,IMPUTED_NEIGHBOUR_TOUCHING,48.9069,48.9069,48.9069,48.9069,10,
way/1054901265,e70669f91369d061,GB.ENG.TH.06.Gen.ReEx.001.001,TH,GB.06,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,adbea04ebf02e9e9ae8035b0c8825d5fe67987297161fe4571d1295c61d9eac6,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,INFERRED_TERRACE_NEIGHBOUR_AGE,,IMPUTED_NEIGHBOUR_TOUCHING,53.7267,53.7267,53.7267,53.7267,11,
way/1054901276,172f19286d596b7a,GB.ENG.TH.01.Gen.ReEx.001.001,TH,GB.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,41f24362da6bb6b7dbd1867ed5234f8297e93405ec5d955601593a141197767b,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,INFERRED_TERRACE_NEIGHBOUR_AGE,,IMPUTED_NEIGHBOUR_TOUCHING,32.5908,32.5908,32.5908,32.5908,17,
way/1054901277,30486f907f741469,GB.ENG.TH.01.Gen.ReEx.001.001,TH,GB.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,b8809d35c9e5318aa60fd47bae3636e19509eeef48e7a192fdb86fc1e5678366,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,INFERRED_TERRACE_NEIGHBOUR_PERIOD_WITHIN_STRADDLE,,IMPUTED_NEIGHBOUR_TOUCHING,53.8517,53.8517,53.8517,53.8517,18,
way/1054901280,a7a7047d9c8b96ba,GB.ENG.TH.01.Gen.ReEx.001.001,TH,GB.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,6a4e49b37897614ae252e56bd67ec0fab71c12a0992157dfbab4b1217312e3ec,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,INFERRED_TERRACE_NEIGHBOUR_PERIOD_WITHIN_STRADDLE,,IMPUTED_NEIGHBOUR_TOUCHING,39.9166,39.9166,39.9166,39.9166,16,
way/1054901282,8ebb693c919615fb,GB.ENG.TH.01.Gen.ReEx.001.001,TH,GB.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,a7ba639c4e2be0c25e082646c1166dff620b20c8be809e2538d30749c4faabdf,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,INFERRED_TERRACE_NEIGHBOUR_AGE,,IMPUTED_NEIGHBOUR_TOUCHING,38.6866,38.6866,38.6866,38.6866,12,
way/1054901284,15ede000a86d6c90,GB.ENG.TH.01.Gen.ReEx.001.001,TH,GB.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,cba855de7aa47df6eafdf280ba0046c9209621e4845a9906c94f637f42004883,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,INFERRED_TERRACE_NEIGHBOUR_AGE,,IMPUTED_NEIGHBOUR_TOUCHING,39.4812,39.4812,39.4812,39.4812,15,
way/1055004676,8d600cbc27666c59,GB.ENG.TH.01.Gen.ReEx.001.001,TH,GB.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,bcfd3206ad6e63acd3731c7d7592f5dcf1192495d14dd269c574a038ec3ab4fa,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,INFERRED_TERRACE_NEIGHBOUR_AGE,,IMPUTED_NEIGHBOUR_TOUCHING,60.7453,60.7453,60.7453,60.7453,21,
way/1055004681,740b24ca8c1d856b,GB.ENG.TH.01.Gen.ReEx.001.001,TH,GB.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,53c309161e7fd97e4de0bda7af8c3e62a3f8eaf6b6efe969b9d09dce866d7103,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,INFERRED_TERRACE_NEIGHBOUR_AGE,,IMPUTED_NEIGHBOUR_TOUCHING,36.6833,36.6833,36.6833,36.6833,15,
way/1055004685,85cf09dbb43b5b5a,GB.ENG.TH.01.Gen.ReEx.001.001,TH,GB.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,d1c209db50e526685c57e4939358e535622506ca9c4f636a85079e77450382e5,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,INFERRED_TERRACE_NEIGHBOUR_AGE,,IMPUTED_NEIGHBOUR_TOUCHING,46.2404,46.2404,46.2404,46.2404,17,
