building_id,stage,blocker,detail
way/1432575721,base_mapping,MISSING_OBSERVED_EPC_AGE_BAND,
way/1432575724,base_mapping,MISSING_OBSERVED_EPC_AGE_BAND,
way/1432575725,base_mapping,PERIOD_STRADDLE_D_GB.03_GB.04,
way/1432575726,base_mapping,MISSING_OBSERVED_EPC_AGE_BAND,
way/1432575727,base_mapping,MISSING_OBSERVED_EPC_AGE_BAND,
way/1432575738,base_mapping,MISSING_OBSERVED_EPC_AGE_BAND,
way/1432575739,base_mapping,PERIOD_STRADDLE_B_GB.01_GB.02,
way/1432575740,base_mapping,MISSING_OBSERVED_EPC_AGE_BAND,
way/1432575741,base_mapping,MISSING_OBSERVED_EPC_AGE_BAND,
way/1432575742,base_mapping,MISSING_OBSERVED_EPC_AGE_BAND,
way/1432575744,base_mapping,PERIOD_STRADDLE_B_GB.01_GB.02,
way/14325891,base_mapping,PERIOD_STRADDLE_DISJOINT_BANDS_B|C|D|E|F,
way/1433131819,base_mapping,MISSING_OBSERVED_EPC_AGE_BAND,
way/1433131820,base_mapping,PERIOD_STRADDLE_F_GB.04_GB.05,
way/1433131821,base_mapping,PERIOD_STRADDLE_F_GB.04_GB.05,
way/1433131823,base_mapping,PERIOD_STRADDLE_F_GB.04_GB.05,
way/1433131824,base_mapping,MISSING_OBSERVED_EPC_AGE_BAND,
way/1433131825,base_mapping,PERIOD_STRADDLE_K_GB.07_GB.08,
way/1433576699,base_mapping,PERIOD_STRADDLE_F_GB.04_GB.05,
way/1433576710,base_mapping,MISSING_OBSERVED_EPC_AGE_BAND,
way/1433576711,base_mapping,MISSING_OBSERVED_EPC_AGE_BAND,
way/1433576712,base_mapping,PERIOD_STRADDLE_F_GB.04_GB.05,
way/1433576713,base_mapping,MISSING_OBSERVED_EPC_AGE_BAND,
way/1433576714,base_mapping,MISSING_OBSERVED_EPC_AGE_BAND,
way/1433576715,base_mapping,PERIOD_STRADDLE_DISJOINT_BANDS_F|L,
way/1433576716,base_mapping,PERIOD_STRADDLE_DISJOINT_BANDS_E|H,
way/1433576717,base_mapping,PERIOD_STRADDLE_F_GB.04_GB.05,
way/1433576718,base_mapping,PERIOD_STRADDLE_DISJOINT_BANDS_G|I,
way/1433576719,base_mapping,PERIOD_STRADDLE_F_GB.04_GB.05,
way/1433576721,base_mapping,MISSING_OBSERVED_EPC_AGE_BAND,
way/1433576723,base_mapping,MISSING_OBSERVED_EPC_AGE_BAND,
way/1433576724,base_mapping,PERIOD_STRADDLE_DISJOINT_BANDS_E|I,
way/1433576725,base_mapping,MISSING_OBSERVED_EPC_AGE_BAND,
way/1433576726,base_mapping,PERIOD_STRADDLE_K_GB.07_GB.08,
way/1433576728,base_mapping,PERIOD_STRADDLE_C_GB.02_GB.03,
way/1433576729,base_mapping,PERIOD_STRADDLE_F_GB.04_GB.05,
way/1433576730,base_mapping,MISSING_OBSERVED_EPC_AGE_BAND,
way/1433576731,base_mapping,MISSING_OBSERVED_EPC_AGE_BAND,
way/1433576732,base_mapping,PERIOD_STRADDLE_DISJOINT_BANDS_G|K,
way/1433576733,base_mapping,PERIOD_STRADDLE_DISJOINT_BANDS_E|G,
way/1452468886,base_mapping,MISSING_OBSERVED_EPC_AGE_BAND,
way/1452468887,base_mapping,MISSING_OBSERVED_EPC_AGE_BAND,
