Date/Time,Cooling:Electricity [J](RunPeriod),Heating:Electricity [J](RunPeriod),Heating:NaturalGas [J](RunPeriod),Fans:Electricity [J](RunPeriod),Pumps:Electricity [J](RunPeriod),WaterSystems:NaturalGas [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod) 
simdays=365,285232856692.9955,308799953695.4426,52260413998.65975,152025492259.0809,353000193.1070801,241385369285.53772,200547941474.78525,1484217818373.409 
