osm_id,footprint_area_m2,levels,height_m,archetype_id,zoning_strategy,data_quality_flag,heating_eui_kwh_m2,cooling_eui_kwh_m2,lighting_eui_kwh_m2,equipment_eui_kwh_m2,total_eui_kwh_m2,fans_eui_kwh_m2,gwp_heating_kgco2_m2,gwp_cooling_kgco2_m2,gwp_lighting_kgco2_m2,gwp_equipment_kgco2_m2,gwp_total_kgco2_m2,iod,simulation_status,error_summary,centroid_lon,centroid_lat
way/244066774,808.5515806023293,3.0,10.5,MediumOffice,perimeter_core,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT|narrow_perimeter_fallback",9.99142131609342,20.77714308845279,26.46510033500017,44.06327565405957,101.29694039360595,0.7094533356532023,1.8084472582129092,4.311506516571015,5.491825900716555,9.14365845752521,20.755438133025688,0.0,success,,-121.48879523233059,-9.492459624557112e-06
way/376146181,477.08664617024374,2.0,7.0,SmallOffice,one_zone_per_floor,no_floors,15.922874617899009,16.929273055473242,26.465100598065217,27.764778058002882,87.08202632944034,0.7638888278756215,2.8820403058397206,3.5130273102873635,5.49182595530571,5.761524624372294,17.648418195805085,5.4004131724444605e-05,success,,-121.48874388438828,-5.885304863719062e-12
way/376149028,3194.259391814616,11.0,38.5,LargeOffice,perimeter_core,,10.474578973966432,13.700074047256004,26.46510017125228,44.06327538142623,94.70302857390095,0.6492345177684379,1.8958987942879242,2.842929765694188,5.491825866736903,9.14365840095052,19.374312827669534,0.0023483564309263734,success,,-121.4887438685807,2.0889457174011746e-09
way/376149029,412.6414242303697,2.0,7.0,QuickServiceRestaurant,one_zone_per_floor,"generic_tag,no_floors",6.3118809735089805,55.18998930742594,93.5358800475278,139.49096782735052,294.52871815581324,1.6621758460945788,1.1424504562051254,11.452585061162571,19.409817540422587,28.94604971578916,60.95090277357944,0.0028301878390571546,success,,-121.48874388437898,9.436711113126888e-10
way/376149058,4453.350260858884,3.0,10.5,SuperMarket,perimeter_core,no_floors|narrow_perimeter_fallback,4.225063097772395,31.355001751544776,40.77943997665392,49.97603175035429,126.33553657632538,0.620522848338095,0.7647364206968035,6.50653912346656,8.462223148435408,10.370626300579518,26.10412499317829,0.0,success,,-121.48877138859137,6.9038247413394e-05
way/379694092,220.868514073017,1.0,3.5,SmallOffice,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",25.5676555238073,15.409702714457143,26.465100598399992,27.764778058354107,95.20723689501854,0.7734899406326435,4.627745649809121,3.197698229682431,5.491825955375179,5.761524624445178,19.078794459311908,0.0,success,,-121.48874388438729,-1.7662626976980328e-12
way/388772955,3703.83970320101,4.0,14.0,LargeOffice,perimeter_core,narrow_perimeter_fallback,2.385579550680579,12.894483100211733,26.465100260665242,44.06327553029504,85.80843844185259,0.5222154411353513,0.43178989867318474,2.675759977091137,5.491825885291166,9.143658431842583,17.743034192898072,0.0,success,,-121.48873386886802,-0.00010664245353616644
way/388772956,4985.339240116698,12.0,42.0,LargeOffice,perimeter_core,narrow_perimeter_fallback,2.253548263157865,13.331822013027914,26.465101145345507,44.063277003250356,86.11374842478165,0.538651715205906,0.40789223563157356,2.7665130495674486,5.491826068872937,9.143658737498487,17.809890091570445,0.0,success,,-121.48874403518708,-6.377338124439631e-05
way/401903955,3059.3595702543735,18.0,63.0,LargeOffice,perimeter_core,no_floors,9.343638287277852,13.153155891584895,26.465099436102896,44.06327415743351,93.02516777239916,0.6072301694247888,1.6911985299972911,2.7294376853745645,5.491825714184584,9.143658146957343,19.056120076513782,0.002046480650946784,success,,-121.48868947197494,8.582094383059091e-05
way/401903957,2553.8756238239384,6.0,21.0,LargeOffice,perimeter_core,no_floors|narrow_perimeter_fallback,2.3584878842773835,13.797270782807205,26.465099918059945,44.06327495987167,86.68413354501621,0.5673074537844164,0.4268863070542064,2.8630992546818885,5.4918258141964555,9.14365831347289,17.92546968940544,0.0,success,,-121.48876381213672,3.792853169455752e-05
