building_id,stem,archetype_id,building_type,age_band,geometry_outcome,idf_sha256,weather_sha256,construction_period_provenance,floor_area_m2,gross_footprint_area_m2,conditioned_floor_area_m2,context_building_count
27410,02dd9c3e4f745e0b,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,511dd2e459a2ac0483ce5d1f1166db614719332164d2b57df7477bc1a120c699,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,IMPUTED_CENSUS_SECTION_CONSTRUCTION_PERIOD,3754.5368,3754.5368,3754.5368,11
27550,cf1704af581bc378,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,ee68caf9129aedd5039bc7e5f80c35f5bf06421d6be81d74559e24adf9b96fb2,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,IMPUTED_CENSUS_SECTION_CONSTRUCTION_PERIOD,589.2873,589.2873,589.2873,7
27610,9061cd9d580a04e9,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,7cd34072ad02631cd76a7b5fdc1469292484a8d3d0675e669baf6a884bd08347,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,IMPUTED_CENSUS_SECTION_CONSTRUCTION_PERIOD,34570.7193,34570.7193,34570.7193,22
27683,265de69480c62b06,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,648aab3dfde674ea54de4e77def028be66f754290b93768ab64aa89425819eaa,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,IMPUTED_CENSUS_SECTION_CONSTRUCTION_PERIOD,7442.7051,7442.7051,7442.7051,13
27746,0ccdeb0a111369d4,IT.MidClim.MFH.01.Gen.ReEx.001.001,MFH,IT.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,af0ff69983e5b5258cb72fddf017242526642ee6c057464bba6df67e19a8924c,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,IMPUTED_CENSUS_SECTION_CONSTRUCTION_PERIOD,136.8679,136.8679,128.6707,6
27816,0ea26e5ccd38c276,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,9eb895bdbc1adb05eadacc0e9cf5375b6f922664805e170b4eeefec658fa4998,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,IMPUTED_CENSUS_SECTION_CONSTRUCTION_PERIOD,574.6724,574.6724,574.6724,5
27931,366fc6fda9a1a946,IT.MidClim.AB.05.Gen.ReEx.001.001,AB,IT.05,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,2ab06b90c1a54f6cc12218475368818a1299645658586d8282c25459a58e522e,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,IMPUTED_CENSUS_SECTION_CONSTRUCTION_PERIOD,30520.057,30520.057,30520.057,16
27997,afea7d8c3963b646,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,19f46caa88bf334ed243e400af565bdd988159ca089505152ed5e39b7c816f03,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,IMPUTED_CENSUS_SECTION_CONSTRUCTION_PERIOD,5345.9009,5345.9009,5345.9009,8
28000,ca8e3bac05e76fe6,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,ec0c7478ab9b40e2204954773d50902257841421b6b60e4f0c59090942d98ba8,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,IMPUTED_CENSUS_SECTION_CONSTRUCTION_PERIOD,4458.1636,4458.1636,4458.1636,10
28004,f9ae5162e26a0441,IT.MidClim.AB.01.Gen.ReEx.001.001,AB,IT.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,6da3ee2e323513bdee2a8fa11142ae91386b46d58efe7e5e690ad6aa35c6de6c,ab631c6026e3f7cf5cfcff7c6a506eb84b6eeb62f1afa5703fc48ef0897e25fa,IMPUTED_CENSUS_SECTION_CONSTRUCTION_PERIOD,1144.1525,1144.1525,1144.1525,6
