archetype,proto_storeys,target_storeys,dangling_ref_count,returncode,fatal_count,severe_count,fatal_lines,severe_lines,stop_condition_triggered,stop_condition_rationale
MediumOffice,3,2,203,1,1,31,"**  Fatal  ** GetSurfaceData: Errors discovered, program terminates.","** Severe  ** AuditBranches: Branch=""SWHSYS1 DEMAND INLET BRANCH"" not found on any BranchLists.; ** Severe  ** AuditBranches: Branch=""SWHSYS1 DEMAND BYPASS BRANCH"" not found on any BranchLists.; ** Severe  ** AuditBranches: Branch=""SWHSYS1 DEMAND OUTLET BRANCH"" not found on any BranchLists.; ** Severe  ** AuditBranches: Branch=""SWH DEMAND LOAD BRANCH CORE_BOTTOM SUB CAT"" not found on any BranchLists.; ** Severe  ** AuditBranches: Branch=""SWH DEMAND LOAD BRANCH CORE_TOP SUB CAT"" not found on any BranchLists.; ** Severe  ** AuditBranches: Branch=""SWH DEMAND LOAD BRANCH PERIMETER_TOP_ZN_3 SUB CAT"" not found on any BranchLists.; ** Severe  ** AuditBranches: Branch=""SWH DEMAND LOAD BRANCH PERIMETER_TOP_ZN_2 SUB CAT"" not found on any BranchLists.; ** Severe  ** AuditBranches: Branch=""SWH DEMAND LOAD BRANCH PERIMETER_TOP_ZN_1 SUB CAT"" not found on any BranchLists.; ** Severe  ** AuditBranches: Branch=""SWH DEMAND LOAD BRANCH PERIMETER_TOP_ZN_4 SUB CAT"" not found on any BranchLists.; ** Severe  ** AuditBranches: Branch=""SWH DEMAND LOAD BRANCH PERIMETER_BOT_ZN_3 SUB CAT"" not found on any BranchLists. ... (31 total)",True,Middle band deletion causes 31 Severe & 1 Fatal error due to broken HVAC branch list topology and invalid interzone surface boundary conditions.
