building_id,stem,archetype_id,building_type,age_band,geometry_outcome,idf_sha256,weather_sha256,floor_area_m2
relation/12702624,1d78cf9122f19e7a,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,d272fc8910f812fcf0bade222ee540329335dcf0a780d32ce4b47970ae785ab8,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,986.5181
relation/12702625,19353088b38e9293,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,53acb651152c1060b95da352f5600cb46c3ac13174f7c4153c8f78457e4064ae,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,617.6097
relation/12702626,8912451f8d1d6584,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,55f62f81848bee176098529e0fe15b169d87941c90990861e58520ecd91622ec,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,922.7491
relation/12702627,17fbaa5f295509bc,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,ff38188d8398d65484ea34cb25750bcc2ea6d970b10bc285864fed95be90be8d,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,938.5762
relation/12702628,8d717b848f17f68d,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,8cb7012ecaaf6af46bc905f4aa47742c2b97b12fe49075d7fef6060f23e18b16,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,608.5964
relation/12702629,a3b8acbbaf7cf1cf,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,4a6aac429590c0998f5742673b2a0fef6909353efe5a4153be6a76eaf2e02541,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,1500.9033
relation/12702630,cfd38851e11bd9f2,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,FALLBACK_PENDING_LAYOUT,def1459019269097188236d5fb85900e38fe50c057ad0b778e8127906c519cd0,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,2385.9864
relation/12702631,c2e07c6ddc86dc8e,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,8085bddf53dca18f924e88d1bf9532f6cfdfc7a640f871f49f37d2020dc0d2ec,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,580.5272
relation/12702632,be68dcc0e83d5725,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,13399f4a026f364fa266d9a7a280923d3e6415adb0262542c5bcc39f1089ce06,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,657.408
relation/12704090,3bc130c6f2491edc,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,FALLBACK_PENDING_LAYOUT,a8d4cb268eb3cea2901f014e619af3848981e9108da0d36d364459b5e93a4e32,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,3330.281
relation/12706920,9f5c50f79a7d4f15,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,6480c14d49aca6c03d29cee9ca07d844305cc2a90582875c69907b9d4383ec49,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,452.9885
relation/12707193,70c09d03c00aaeb5,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,f3d0a5fec96ea34e8b8f52dcd853bf6f313844a93a9ff4cfbe23c58997568f3b,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,1484.7737
relation/12707194,ef9158b002b048ed,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,192d8448114a28aaad77ccebeb5db244fe6892d0fbe04a6055f84c08ab8489fe,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,1091.6777
relation/12707195,4a3cf6b3b80ba8ee,ES.ME.AB.01.Gen.ReEx.001.001,AB,ES.01,FALLBACK_PENDING_LAYOUT,8665102962630847016245e93f18a56d326eb88b67721655bc9b935064892030,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,284.6124
relation/12713025,77bd02d23440ce54,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,e136624b9c7a5e095d381a00d726f1e8a945591f00d2d8ad6f7d69c633dbaea2,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,1331.3563
relation/12713026,452f921168d22895,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,1d48162ac9b0152e2861ff5e8f5da250a8682e9dad309d24dec42c812f1995a9,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,1503.8396
relation/12720242,0ca1486e737f8809,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,101c37be1a2cbca8c3a40132dff239d741aae7a1b94847efbd4d7ecee6236234,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,299.0485
relation/12725306,cf6d326094b66d37,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,FALLBACK_PENDING_LAYOUT,f558d9bbed53df1bbaee566322a9d80396be713a1238da18ec5f69a2c4976ca7,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,919.8428
relation/12743488,8646e385d56d94f9,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,c0e16d4f59b813f363f4912cc7d8c26d5dbfc680ec1cae16726105f20a80423b,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,1017.4778
relation/12765477,d634186e5eec2148,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,FALLBACK_PENDING_LAYOUT,500f2513f4f8750f2062c51594fc6d6d612a1e86d7b3a7cc16c7e071494df4d9,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,2203.5637
relation/12765478,634a622529b8455a,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,FALLBACK_PENDING_LAYOUT,7f7eca83ff99d0fa31de08b2882e0a80fb3269b39ae012b69fb03bb36e0667d8,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,2425.947
relation/12771675,d7bef8de84c0c135,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,FALLBACK_PENDING_LAYOUT,b083ccd00d2c53a3cc1183e9d5189471f1deefecd926824690740641aa825bde,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,673.9018
relation/12771676,8b3598ac47b3f4a0,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,7e0cd7bb9ba88069c5b5f39db850fc0d53a9aff9dbbda937cb79298a008975ba,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,432.586
relation/12794755,c089a1b34d5922a4,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,FALLBACK_PENDING_LAYOUT,5860955d8268eff49474e833585a3839c1f827c15459a46493e271392c032db2,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,2259.5889
relation/12800463,b56c88c9dbd87279,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,48e9a00f09070dffa482943eed35ace98017a8f540345b4d6f5472e111f3520c,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,1366.1814
relation/12800464,919157f68be36042,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,2c85b2df0f1d7f4c19fcb4328013b86c24986cbfd225955e869b7371341ba114,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,1524.5775
relation/12800465,890016e14f4ecc5e,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,a9aa28de517f2c0cefef8348abe31c7297315c018f7eb06c34c6c571242252a6,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,1216.0988
relation/12803889,cc41d0f84f68ceda,ES.ME.AB.06.Gen.ReEx.001.001,AB,ES.06,FALLBACK_PENDING_LAYOUT,536cc42e7f22006446d26e600cea9631b4c14ac059c6b89b26636ef437b1efab,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,2240.1915
relation/12803902,08e084e234959ba2,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,d485a009ccccda2e8f65d07496fee86387dcf9a5122b0e0139111f314d00ae16,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,1306.9312
relation/12818819,919761afea1827b3,ES.ME.AB.05.Gen.ReEx.001.001,AB,ES.05,FALLBACK_PENDING_LAYOUT,d705ccddb1568418bfc1d4f11b9b89ed8cc98271130e6e59aff1bcb71c318bed,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,1944.9748
relation/12837455,a00df89085b2cd0c,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,FALLBACK_PENDING_LAYOUT,99f7db9ec9a70b10706fa26bd7a041594ffcf0d36612fa256da7e61363f43978,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,594.9414
relation/12837456,f039875e129dcd1c,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,a6e87b31b64b998e71502f4df463b599403fa594775d61f2d15179523047260e,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,440.4276
relation/12837457,c2577233c56f2d0b,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,FALLBACK_PENDING_LAYOUT,a91215c51b66cd8b8ae64f1c1db8527e2311e60f53850d4dec01b5a07dd5f4a0,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,696.124
relation/12863111,dc4c8768bb34abb7,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,FALLBACK_PENDING_LAYOUT,ea956470a33a378165451ed619eedbd792ef962f1128a320f1d26de90453888d,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,3017.9351
relation/12876435,1271cddbf6bd1e8a,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,FALLBACK_PENDING_LAYOUT,3cb95491c50e0bf0e118633a4b85b23f6870af1aec0df30c652cba392c4c1dc9,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,886.4587
relation/12876436,ee59f26430f27ad4,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,89ec4b640ddbe9f45b77d5c028f4dabe534168e9bfb93c417bfd82499537f282,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,219.7874
relation/12876437,9e05613344663735,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,cd6ea5caa0ac769546bdb5c5ec7115a8ab0f139c4b3597010e8e6803e8fd3527,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,205.1217
relation/12877779,d342db5179c1ac49,ES.ME.AB.05.Gen.ReEx.001.001,AB,ES.05,FALLBACK_PENDING_LAYOUT,67519664fc04ea1b32e3b602f82eccfe401ccff71acec84452f6dbdbffd219d6,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,3790.1006
relation/12877780,e21bec78b937acf5,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,FALLBACK_PENDING_LAYOUT,5f9214382962fce5fb050d5505c29d01bde2077e1cec937901e7b902eaf5019a,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,461.9061
relation/12882209,5c52d86539f5f682,ES.ME.AB.05.Gen.ReEx.001.001,AB,ES.05,FALLBACK_PENDING_LAYOUT,9b6f755c0ea48217e810059391573ec167f6e25f0a5733a9b335e1098890699b,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,1480.5168
relation/12882211,04c3d8bc97b3aa32,ES.ME.AB.06.Gen.ReEx.001.001,AB,ES.06,FALLBACK_PENDING_LAYOUT,e1d170af2c950e6d61c03478bc7a7aea5df5377d18fb8f5e1beb14e4f7908eea,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,498.0211
relation/12891866,9670c5cdbba65eea,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,FALLBACK_PENDING_LAYOUT,b54fc452b4a089c297ece657c476c9151b0a68d6f816b97dc56f2c050ad034b7,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,1038.7149
relation/12891867,e1e63c62f8b852ef,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,FALLBACK_PENDING_LAYOUT,70a45836655ac52948459b74cc76cd4d06dbd8f6e4aa45fa720af66e46e06898,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,177.463
relation/12891868,edea5e0e81996fc3,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,FALLBACK_PENDING_LAYOUT,e9b48453f24a3106d82dd43e4e20295531d1d16e27ca9a346ca27a510db5047e,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,213.0586
relation/12931517,0c479868a7ac0df9,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,595b6b73fdda4e840ce48c0eead6658f1a70283ae8b3971e27ff999039b7ae1d,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,387.2173
relation/12931518,98286196c85678d6,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,FALLBACK_PENDING_LAYOUT,707a5f578e387f3957ac1ebe178379dbe429dc6848a7e88d4161842825642c71,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,890.648
relation/12993356,f734f8445bc66815,ES.ME.AB.05.Gen.ReEx.001.001,AB,ES.05,FALLBACK_PENDING_LAYOUT,e5151ba769508d4f707f4dbce46d3371212c990765af52737aad8eecf413a59b,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,1341.3287
relation/13005466,bdea183b20e2e24c,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,31ae8853f2a7ade4dc8c3dfb6d339db2116bda674c8781e254cc24b5d30ffadc,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,438.9993
relation/13033800,643e9972f4f04889,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,bd87855f978bf27da2ecfa6080f2b8d3bd1d406e51cf0c6f4b403ffcdb729a8f,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,416.7253
relation/13033801,869223a6b12365f5,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,0058a568ec6a1240690345ee96624660e62c99eb90a4667ca4162672a52df74d,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,1276.3487
relation/13146436,a5d3b1ad4c1b72f3,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,FALLBACK_PENDING_LAYOUT,0fed665b755c8af1c45bb11f1565f50bf22c28be06f4b4e7cbb78f18e87349c7,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,224.433
relation/13146437,910a2f05e7cee5e2,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,FALLBACK_PENDING_LAYOUT,c56d9a5a32c61da55359db8ef96fcb70749dab4410758d5bdb86de1b165fa8c5,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,3778.1461
relation/13160790,6e786c27ec16ef00,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,2847e7441e9d96b7f594e4379c6eddac6e2507ed580cac361f4728a1a53bfa6b,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,1274.8722
relation/13160791,117eaf493c1eb230,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,fe33f6516052760291b5841a1c87ffa5591774ccdc5a64f245ee697e4d5a9ed8,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,1697.2898
relation/13263924,7a62499d5756d6be,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,a25c152604bf7e95e18af80d5b1488d65982164876e1460c6d5d2053b97400bd,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,547.4988
relation/13263925,a6ae5d2905c6afa5,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,7568e4e353be9ac1033c40f30479a6a0975b5d58cb74197d2272a97f0d928bc5,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,211.9483
relation/13263926,87b0b0e3dfa4a717,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,FALLBACK_PENDING_LAYOUT,e9ca1992b505a8676fb3a6193004aea385d3e72b4506c71e25e669ddfbcd29cf,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,926.5096
relation/13296657,66f7ad439542e6c2,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,FALLBACK_PENDING_LAYOUT,14061b56c00fd6a2fb86719845b5b2b6ac9f5e7f28e6d7b42f6eff8dcf51b613,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,5568.4571
relation/13306447,6bbac3cd74491459,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,FALLBACK_PENDING_LAYOUT,b7ad9dcbcdbec60d033fc8717dd951fa03b47a6701ac26ca7b634381f9ea387e,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,1390.8466
relation/13306448,1713fe07d5da67fa,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,FALLBACK_PENDING_LAYOUT,c128173727f091e00f0afaa6fab2d06833112ef10ecd9b43b73fefa59a848fca,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,1406.0164
relation/13307655,c77aa0929b820add,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,a70d1ebfc04f645fb7065181b1c334ed043903e6eef4b860799290d6c161630c,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,900.5731
relation/13340529,2569190f181f9d28,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,FALLBACK_PENDING_LAYOUT,b065e254cabe70f7017219edfba2a94b6917ce8522a2b3d0cb17a8f315af2751,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,816.8809
relation/13340530,9bf7e39352e8a8cd,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,e1a9bf8bfe1c6f469989ded2cbddd44547dfb50e8db147178da1f4009e1a2d9d,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,828.7543
relation/13381288,fad1a473d42a86de,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,FALLBACK_PENDING_LAYOUT,097ccf968bd44a9cccaf6523be3376bc8b3236e328dbf95f20d96eb1bc19f746,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,801.1309
relation/13430481,02fb1e2d3fc8a1d7,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,4b8ff4f55fa9417710fae368eb7491a0c592e8a105b4136cc14ce1382ef99865,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,280.7336
relation/13430482,4524352837d47fed,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,FALLBACK_PENDING_LAYOUT,ee5ea76bbc9ec6c5dfeb7da585b3a9f56a11764551706a9a6557a1c1380a8cc6,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,314.4897
relation/3730743,b56bda9013da5b2d,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,FALLBACK_PENDING_LAYOUT,977bb0e8e84fd6951b5ed7f2a159439aae78e4a0d14c456e72923dbf593dfec2,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,9343.258
relation/4154504,93508209cc1fda3f,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,43b4ae421379db3f0cb309461b848968e137ae772b6db411061130b44277bba8,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,1007.2463
relation/4154505,6174aafd72973590,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,bb41f11b2a5148e06ec84f54b29c9e77fac781bf88558e45d3a037c2e9ee72b6,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,1007.816
relation/4154506,60d23062ec196ddb,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,b105e6e3dad65979a4e2fb986ac4a76f8a3177360ec08f8e9488a95596c458d3,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,1430.1026
relation/4154554,a1a71bd8d099124a,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,8c6974736a4e3d3ef89ac8e3f5484257fd330a29b49331749e1a4c6d7f7e9906,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,1428.1343
relation/4154555,c93dc4b58c370fcb,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,1c433e4329e21c53102d51e8f48c2526058bd7c06a18ea901ecc4f700957076c,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,614.3408
relation/4154596,a65c62f34e363ee8,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,76ae29160858913984e90eb84c2db8c8230d81d7977b093662482b4ff3c41382,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,960.9672
relation/4164892,644f3f8ccf35816f,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,96b33c28ed1c61c0f2fcdebdc231ce212f9f44d0868bfc81aef093d00c17a32c,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,841.0197
relation/4164893,9b54407c41f6b61c,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,FALLBACK_PENDING_LAYOUT,bde9b371180d1e21ffff3d026a460daedb0b6b3239a02cb88661b32e7cb21825,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,2673.6257
relation/4164894,eb2ff2e756f34846,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,FALLBACK_PENDING_LAYOUT,606a0f452cb855e3828e56e5f3091f6a6fb34d12afb5118ad2d72f7d3c8f6d1f,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,4573.768
relation/4164895,d119a20fb5474205,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,FALLBACK_PENDING_LAYOUT,826c27c039edde3a75ad7c4eeb263f503a249eb5d5f6045fc942ab367ec333f6,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,1737.9926
