osm_id,footprint_area_m2,levels,height_m,archetype_id,zoning_strategy,data_quality_flag,heating_eui_kwh_m2,cooling_eui_kwh_m2,lighting_eui_kwh_m2,equipment_eui_kwh_m2,total_eui_kwh_m2,fans_eui_kwh_m2,gwp_heating_kgco2_m2,gwp_cooling_kgco2_m2,gwp_lighting_kgco2_m2,gwp_equipment_kgco2_m2,gwp_total_kgco2_m2,iod,simulation_status,error_summary,centroid_lon,centroid_lat
way/220649876,38.96459194168988,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",201.46645948770637,21.054315257593547,26.4651005984,27.764778058354104,276.750653402054,2.1503930140935723,36.465429167274856,4.6924173500903885,5.898329900566604,6.187991615421495,53.24416803335334,0.010412601990535305,success,,-79.48874388232787,-1.001331255039938e-09
way/221190748,430.0666419658976,4.0,14.0,Courthouse,one_zone_per_floor,"generic_tag,no_floors,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",76.62002237693392,27.356437403660596,19.676655149738426,28.256190676502523,151.90930560683546,0.7001580041848101,13.868224050225038,6.096983917028644,4.385375486532502,6.29751372845347,30.648097182239656,0.011466753704441373,success,,-79.48872310236221,2.177733343344618e-05
way/232050809,1524.2045743341253,7.0,24.5,LargeOffice,perimeter_core,"generic_tag,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",73.4075529224018,10.616406907738602,26.46510059837519,44.06327609256786,154.55233652108348,0.9340004124097492,13.286767078954727,2.3660998403415174,5.898329900561075,9.820470469302784,31.3716672891601,0.0028289748683421496,success,,-79.48871623716963,1.5785738080819802e-05
way/241836437,96.65106703238675,3.0,10.5,SmallOffice,one_zone_per_floor,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",128.36159068614182,11.950872048370625,26.46510040852298,27.764777859152392,194.5423410021878,1.130807198286403,23.233447914191668,2.663514755164458,5.898329858248333,6.1879915710250115,37.98328409862947,0.00020077319621334888,success,,-79.48873748527984,8.241684640804008e-06
way/241836438,240.2108551925783,5.0,17.5,MediumOffice,one_zone_per_floor,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",94.0414421111488,16.759612427164157,26.465100598023557,44.0632760919824,181.32943122831892,1.1477961842741846,17.02150102211793,3.7352483408669297,5.898329900482706,9.820470469172301,36.47554973263987,0.0014146687979965193,success,,-79.48874539843645,-1.207988788421999e-05
way/241836439,139.0903355254085,5.0,17.5,MediumOffice,one_zone_per_floor,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",148.74866235690845,17.07484505618132,26.46510059782825,44.06327609165723,236.35188410257524,1.4171787361322032,26.92350788660043,3.8055048673612433,5.898329900439178,9.82047046909983,46.44781312350068,0.002737221421610451,success,,-79.48873803161457,-3.34842877730046e-06
way/241836442,126.65120977093225,3.0,10.5,SmallOffice,one_zone_per_floor,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",147.81947169199844,15.078989779884298,26.465100598165378,27.764778058107968,217.12834012815608,1.5533823720930704,26.755324376251718,3.360684610222373,5.898329900514314,6.187991615366639,42.202330502355046,0.006428693686823226,success,,-79.48874315994617,-3.751537859470001e-06
way/241836443,147.61639128835293,5.0,17.5,MediumOffice,one_zone_per_floor,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",139.58265278662202,16.481641381368476,26.465100227758036,44.06327547550593,226.5926698712545,1.36297642959327,25.264460154378586,3.673296377948355,5.898329817960889,9.820470331776958,44.65655668206479,0.0022616226536271355,success,,-79.48875100213257,3.15813053996335e-06
way/241836444,103.9165423605067,4.0,14.0,SmallOffice,one_zone_per_floor,"generic_tag,no_floors,no_function,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",140.9573381256704,13.782816889817035,26.465100598308283,27.764778058257885,208.9700336720536,1.4114896836268687,25.51327820074634,3.0718039658673018,5.898329900546163,6.187991615400051,40.671403682559855,0.003243132302398442,success,,-79.4887365842672,-3.1643234379353752e-06
way/241836445,87.4144085014093,2.0,7.0,OpenUBEMUnknown,one_zone_per_floor,"no_floors,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",130.15004051832494,27.103212344181653,34.929754231573206,52.091092171911086,244.2740992659909,1.5307084142437357,23.557157333816814,6.040547141572453,7.784864185099183,11.609645894538167,48.99221455502662,0.001547995261507464,success,,-79.48874848330048,-1.6232051112130987e-05
