osm_id,cell,archetype,planar_k,local_centroid_x,local_centroid_y,predicted_offset,measured_offset
way/610017092,nyc_suburban,SmallOffice,1.2497003050616184,17.302100724851126,11.534733813809208,20.79453711070115,20.79458337427543
way/610017093,nyc_suburban,SmallOffice,0.8833777041304448,12.230364311999086,8.153576211654386,14.699068550199947,14.699335762990119
way/610017094,nyc_suburban,SmallOffice,1.9601448482304138,27.138205423750072,18.092136949166715,32.61606372646861,32.61584347356225
way/610017095,nyc_suburban,SmallOffice,1.0386333377314394,14.379878560693736,9.586585707558239,17.282463162080205,17.282160137534312
way/610017096,nyc_suburban,SmallOffice,1.0038516516112743,13.898326117236005,9.265550743355188,16.703709152123498,16.703751082898304
way/610017097,nyc_suburban,SmallOffice,1.003721010963894,13.89651739630143,9.264344931937263,16.701535341507377,16.701552281563817
way/610017098,nyc_suburban,SmallOffice,1.0037542249477176,13.896977241776867,9.264651500203858,16.7020880095482,16.70223145788224
way/610017099,nyc_suburban,SmallOffice,0.7574395043047714,10.486749936905722,6.991166625023791,12.60350487039374,12.603767981113442
way/610017101,nyc_suburban,SmallOffice,0.6301255586331295,8.72408835663554,5.816058910143986,10.485049303682318,10.485116316496322
way/610017103,nyc_suburban,SmallOffice,0.7163690600858629,9.918129634183222,6.612086428650837,11.920108320833833,11.919659792973503
way/610017104,nyc_suburban,SmallOffice,0.5180790820906565,7.1728048878487565,4.781869933241332,8.620638608454971,8.620446185757979
way/610017105,nyc_suburban,SmallOffice,0.5634895172351919,7.801512365345163,5.201008245244922,9.376250954072162,9.37630735684083
way/610017110,nyc_suburban,SmallOffice,0.8313018184180732,11.509373676669826,7.672915782991406,13.83254564576235,13.832719867160163
way/610017111,nyc_suburban,SmallOffice,0.6385949546550341,8.841347149240743,5.8942314284032715,10.625976827801022,10.626031808027884
way/610017112,nyc_suburban,SmallOffice,0.8968292782888618,12.41660135790929,8.277734238606193,14.922897620979247,14.922804310057519
way/610017113,nyc_suburban,SmallOffice,1.096024494316769,15.17445912407157,10.11630608215992,18.237430149449914,18.23764014639426
way/610017114,nyc_suburban,SmallOffice,0.627448460904957,8.687023942989502,5.791349291512192,10.440503417094964,10.440619931704193
way/610017115,nyc_suburban,QuickServiceRestaurant,0.7589509444715264,5.7842687281952925,5.7842687281952925,8.180191283824357,8.180197181462809
way/610017116,nyc_suburban,SmallOffice,1.0920289702011166,15.119141093776243,10.079427392943623,18.17094614991569,18.171082431859233
way/610017117,nyc_suburban,SmallOffice,0.4648249076475453,6.43550084303404,4.290333902606178,7.734509428305314,7.734602924596735
way/610017118,nyc_suburban,SmallOffice,0.5172777110818938,7.161709907928889,4.774473276285775,8.607304100082315,8.607185709914223
way/610017122,nyc_suburban,SmallOffice,0.6242948183428529,8.64336176063179,5.762241172292044,10.388028005969634,10.38811527687181
way/610017123,nyc_suburban,SmallOffice,0.9081414103269462,12.573217822509696,8.382145222518021,15.111127189712127,15.111068716047924
way/610017124,nyc_suburban,SmallOffice,0.630872571919313,8.734430754984501,5.822953843672837,10.497479320254143,10.49721103456904
way/610017125,nyc_suburban,SmallOffice,0.7961437913311692,11.022610792871312,7.348407191149778,13.247529465453734,13.247776090937167
way/610017126,nyc_suburban,SmallOffice,0.5282407163643366,7.313492715826448,4.875661815399509,8.789724332571037,8.789756976865277
way/610017127,nyc_suburban,SmallOffice,0.4458804068934118,6.1732142301270185,4.11547616059459,7.419280151029823,7.419439684346047
way/610017128,nyc_suburban,SmallOffice,0.7616017869759457,10.54437674276935,7.029584490656905,12.672763668779563,12.67285316429338
way/610017129,nyc_suburban,SmallOffice,0.7232835775548362,10.013861127754563,6.675907426069352,12.035163258028609,12.035237767798723
way/610017130,nyc_suburban,SmallOffice,0.7062256033883979,9.777693481761665,6.518462315000966,11.751325064662806,11.751343833818028
way/610017131,nyc_suburban,SmallOffice,0.647174502936478,8.960130993023313,5.973420662302026,10.768737243565456,10.768745579744545
way/610017132,nyc_suburban,SmallOffice,0.90886960783987,12.583299723191855,8.388866476388715,15.123244118983157,15.123440802649334
way/610017142,nyc_suburban,SmallOffice,1.8877929611859017,26.13649356437588,17.42432900661026,31.41215588225777,31.41212416185121
way/610017143,nyc_suburban,SmallOffice,0.750789163059987,10.39467596272792,6.929783974800077,12.492845724954325,12.49291820736302
way/610017144,nyc_suburban,SmallOffice,0.6836588316501468,9.465256524272071,6.310171016017169,11.37582257780325,11.375736726535886
way/610017145,nyc_suburban,SmallOffice,0.4392231230648226,6.0810441407957745,4.054029422943353,7.308505483640074,7.30830865443975
way/610017146,nyc_suburban,SmallOffice,0.4146388128647992,5.740674365034803,3.8271162413596085,6.899431925183857,6.899556484145105
way/610017147,nyc_suburban,SmallOffice,0.4024048356226529,5.571294949092545,3.714196632951711,6.695863203352793,6.695644639006855
way/610017148,nyc_suburban,SmallOffice,0.37838735194679335,5.2387728877033535,3.4925152584689023,6.296221422374997,6.296595031938484
way/610017149,nyc_suburban,SmallOffice,0.37145883720567135,5.142847600938155,3.428565067669892,6.180933575902721,6.180930255976188
way/610017150,nyc_suburban,SmallOffice,0.3640400200484631,5.040134076668227,3.3600893864014285,6.057487283965177,6.057680095794818
way/610017151,nyc_suburban,SmallOffice,0.3944617671402038,5.461323169036668,3.6408821062332586,6.563693569031559,6.564092785629222
way/610017152,nyc_suburban,SmallOffice,0.7847758467578639,10.865221597758143,7.243481066481803,13.058371197391748,13.058170747017545
way/610017153,nyc_suburban,SmallOffice,0.8994760348605599,12.453245702644452,8.302163801762967,14.966938642278715,14.966510146505442
way/610017154,nyc_suburban,SmallOffice,0.45986597755565733,6.3668444602687,4.244562971322779,7.651994720252929,7.651662018889027
way/610017155,nyc_suburban,SmallOffice,0.861782628514045,11.931380493494888,7.954253658607727,14.339734716724182,14.339633524495648
way/610017156,nyc_suburban,SmallOffice,0.7632388240764423,10.567041519755161,7.04469434560033,12.700003342643763,12.69986130955356
way/610017157,nyc_suburban,SmallOffice,0.46787138472239215,6.477679319167569,4.318452884458602,7.785201646538132,7.785467653820952
way/610017158,nyc_suburban,SmallOffice,0.43372330951323224,6.004899221283273,4.003266145198273,7.216990680821134,7.2166194397277525
way/610017159,nyc_suburban,SmallOffice,0.4925003843465273,6.818667818980645,4.545778550963984,8.195018819990988,8.194917035385672
way/610017160,nyc_suburban,SmallOffice,0.5441296417948509,7.53347489176964,5.022316592086579,9.054110000219334,9.053942533839642
way/610017161,nyc_suburban,SmallOffice,0.7885127098966364,10.916958466572368,7.277972315265793,13.120551176785273,13.120304223864215
way/610130112,nyc_suburban,SmallOffice,0.731960541901068,10.13399370073356,6.755995804576942,12.179544640008867,12.17940874136254
way/610130113,nyc_suburban,SmallOffice,0.9729295818343725,13.470210056812043,8.98014004585852,16.1891776881308,16.18922449811272
way/610130114,nyc_suburban,SmallOffice,0.7248548664395279,10.035615624364556,6.690410419472902,12.061308906622928,12.06108641202421
way/610130115,nyc_suburban,SmallOffice,1.595526548564607,22.09006506269021,14.726710046531473,26.54895408991657,26.549175472133758
way/610130116,nyc_suburban,SmallOffice,0.5730173017986665,7.933424544822482,5.288949693471774,9.534789660420778,9.534724539779512
way/610130117,nyc_suburban,SmallOffice,0.49003740605228646,6.784567883519513,4.523045262774193,8.15403579923393,8.154238586181187
way/610130118,nyc_suburban,SmallOffice,0.6751388862008868,9.347297877070753,6.23153192320497,11.234053930465798,11.234047576409683
way/610130119,nyc_suburban,SmallOffice,0.5510078810192898,7.62870411056486,5.085802745028852,9.168561281242123,9.1684632697958
way/610130120,nyc_suburban,SmallOffice,0.5026982151523262,6.9598567866007395,4.639904529130792,8.364706840615565,8.36433208812481
way/610130121,nyc_suburban,SmallOffice,0.3575303769272802,4.9500080665952435,3.3000053819832216,5.949169301715678,5.949183821095716
way/610130122,nyc_suburban,SmallOffice,0.34936085995599747,4.836901104892018,3.224600739192006,5.813231650786269,5.8129621098744435
way/610130125,nyc_suburban,SmallOffice,0.7552758919726293,10.45679472172064,6.971196486867988,12.567503185228368,12.567451204541944
way/610130126,nyc_suburban,SmallOffice,0.4425110857916548,6.126565986427105,4.084377316394508,7.363215931148802,7.36278089609065
way/610130127,nyc_suburban,SmallOffice,0.482041353786277,6.673862542250047,4.44924169682877,8.020984534933852,8.021329820641489
way/610130128,nyc_suburban,SmallOffice,0.26498986610041253,3.6687846946847733,2.445856466319964,4.4093304468810715,4.409256695070113
way/610130130,nyc_suburban,SmallOffice,0.5717903255007595,7.9164370569107,5.2776247038429815,9.51437324213438,9.514761231401511
way/610130131,nyc_suburban,SmallOffice,0.7376952086966414,10.213390162512471,6.8089267791087895,12.274967311360601,12.274513636245151
way/610130132,nyc_suburban,SmallOffice,0.5848007084724623,8.096565806918806,5.397710542024477,9.730861059600478,9.730947036064869
way/610130133,nyc_suburban,SmallOffice,0.6832241797491688,9.459238768038162,6.306159179968447,11.368590135714122,11.368595132466062
way/610130134,nyc_suburban,SmallOffice,0.948833489632036,13.136599664422386,8.757733108603416,15.788227891211566,15.788309069999633
way/610130135,nyc_suburban,SmallOffice,0.5648739168845361,7.820679375504254,5.213786258487488,9.399286836969631,9.399349729669911
way/610130136,nyc_suburban,SmallOffice,0.5409366973415161,7.48926857331206,4.992845718534036,9.000980620592587,9.000814940450843
way/610130137,nyc_suburban,SmallOffice,0.6114069982354657,8.464929890649476,5.643286593594167,10.173579587885996,10.173602091583192
way/610130138,nyc_suburban,SmallOffice,0.5315304299840764,7.359038806282217,4.906025864024004,8.844463914270897,8.844173169690757
way/610130139,nyc_suburban,SmallOffice,0.5293429799053636,7.328753557694581,4.8858357031692705,8.80806557808152,8.807971848938951
way/610130140,nyc_suburban,SmallOffice,0.5566035674891123,7.706176388847856,5.137450932482861,9.26167137290593,9.261415131821042
way/610130141,nyc_suburban,SmallOffice,0.7019731280563791,9.718817959679113,6.479211969352559,11.680565494751646,11.680506739864716
way/610130142,nyc_suburban,SmallOffice,1.268608629600894,17.563886478493377,11.709257648712752,21.109164429539614,21.109432540647195
way/610130143,nyc_suburban,SmallOffice,0.49095590131629113,6.79728445066291,4.531522973741078,8.169319210605432,8.169389062034996
way/610130144,nyc_suburban,MediumOffice,1.7580039476023572,43.87186751439062,29.247735875865654,52.72732510818885,52.7275218045201
way/610130145,nyc_suburban,SmallOffice,0.9777706584371209,13.537234766432496,9.024823176818783,16.269731359010024,16.269980668155778
way/610130146,nyc_suburban,SmallOffice,0.6361675898294438,8.807740284648478,5.871826848936019,10.585586401598428,10.58568363387847
way/813293017,nyc_suburban,MidriseApartment,0.32373331967336694,7.498851909593118,2.7380675668797916,7.983094259922488,7.982859910117033
way/813293018,nyc_suburban,MidriseApartment,0.32643148424840196,7.561351304454024,2.7608880690155044,8.049629586446866,8.049548651907786
way/813297299,nyc_suburban,MidriseApartment,0.3264315428638128,7.561352662202081,2.7608885647721833,8.049631031872226,8.049979373199417
way/813297300,nyc_suburban,MidriseApartment,0.3264331604029222,7.561390130344845,2.760902245573955,8.049670919540237,8.0499127849513
way/813297301,nyc_suburban,MidriseApartment,0.3264312786922352,7.561346543018732,2.760886330465162,8.049624517539357,8.049828944651505
way/813297302,nyc_suburban,MidriseApartment,0.39770780281190127,9.212372453923416,3.3637280125289393,9.807266304739503,9.80719077567491
way/813297303,nyc_suburban,MidriseApartment,0.3264377181338444,7.561495704121633,2.7609407938927673,8.049783310799809,8.049735606724568
way/813297306,nyc_suburban,MidriseApartment,0.32645155800753,7.561816286393857,2.7610578486009647,8.050124594842764,8.049947496088945
way/813297307,nyc_suburban,MidriseApartment,0.3820005104269879,8.848533910476647,3.2308790741310554,9.419932693841984,9.419832261390074
way/813297308,nyc_suburban,MidriseApartment,0.32063379676793907,7.427055582660671,2.711852461345657,7.906661646993473,7.906677162908104
way/813297310,nyc_suburban,MidriseApartment,0.3360569934060379,7.784313425870415,2.8422985783378647,8.286989605436213,8.287010416179594
way/813297311,nyc_suburban,MidriseApartment,0.32187360971429246,7.4557742010892,2.72233853556512,7.937234785481033,7.937293210928233
way/813297312,nyc_suburban,MidriseApartment,0.32063360978863237,7.4270512515336415,2.711850879914447,7.906657036181612,7.906302187475746
way/813297313,nyc_suburban,MidriseApartment,0.3382709417327863,7.835596595160894,2.8610236824276565,8.341584412658598,8.34117031645718
way/813297314,nyc_suburban,MidriseApartment,0.31351387618313764,7.262132089066132,2.651633687289054,7.73108813108544,7.730997018183326
way/813297727,nyc_suburban,MidriseApartment,0.3255277247497998,7.540416917320986,2.753244263385984,8.02734335013075,8.027393987673586
way/813304046,nyc_suburban,MidriseApartment,0.3197981886161617,7.407699830861786,2.7047850653132977,7.8860559872278095,7.8860206608386125
way/813304049,nyc_suburban,MidriseApartment,0.3268447304564975,7.570923603406249,2.7643832175552476,8.05982002169496,8.059904562408533
way/813304050,nyc_suburban,MidriseApartment,0.37155086186445146,8.606481695533756,3.1424981689982725,9.162249828383588,9.162620895592298
way/813304052,nyc_suburban,MidriseApartment,0.4562243761579428,10.567831070977562,3.8586487447087348,11.250254382891129,11.250199567114096
way/813304053,nyc_suburban,MidriseApartment,0.46024943062560597,10.661066105948647,3.8926917993561623,11.349510119832564,11.349247098956603
way/813304054,nyc_suburban,MidriseApartment,0.4164951442763402,9.647556239018293,3.522627350983127,10.270552314209553,10.270882864166925
way/813304056,nyc_suburban,MidriseApartment,0.34200694177205165,7.9221360686292135,2.8926219761951777,8.43371221865219,8.433668078653193
way/813304057,nyc_suburban,MidriseApartment,0.42058465765668945,9.742284378996223,3.557215585405067,10.371397574207757,10.37123725681907
way/813304059,nyc_suburban,MidriseApartment,0.3054282148878497,7.074838495976396,2.5832468836948466,7.531699954609762,7.531519112074039
way/813304060,nyc_suburban,MidriseApartment,0.4719339883797502,10.93172335036149,3.9915173037936893,11.63764519975253,11.637593429515071
way/813304061,nyc_suburban,MidriseApartment,0.4241490410881828,9.824848581929503,3.5873623824031116,10.459293404457258,10.459358218703649
way/813304062,nyc_suburban,MidriseApartment,0.42190205976799916,9.772800247267257,3.5683578922802313,10.40388402090227,10.404187497353046
way/813470152,nyc_suburban,MidriseApartment,0.4084879612291676,9.462080490200302,3.4549042997208916,10.073099370266288,10.07311305043341
way/813470153,nyc_suburban,MidriseApartment,0.4054479490154827,9.39166264931578,3.4291925229609115,9.998134259854892,9.998400821012165
way/813470154,nyc_suburban,MidriseApartment,0.40591132015454,9.40239602564688,3.4331116175062646,10.009560749671122,10.009736302176535
way/813470158,nyc_suburban,MidriseApartment,0.39062922368395775,9.048406580208773,3.3038588957220267,9.632712247524422,9.632817035180565
way/813470159,nyc_suburban,MidriseApartment,0.34113696820449574,7.901984287666586,2.8852639247849274,8.412259125716167,8.412362999836708
way/813470161,nyc_suburban,MidriseApartment,0.40192579576272597,9.31007665232306,3.3994028998331967,9.911279803714821,9.911078731610774
way/813470162,nyc_suburban,MidriseApartment,0.3606078900634313,8.353002303701311,3.0499448408333363,8.892401870010447,8.892164341074094
way/813470164,nyc_suburban,MidriseApartment,0.36782346201364996,8.520141433996262,3.110972613795708,9.070334098537208,9.070361312796633
way/813470165,nyc_suburban,MidriseApartment,0.3545161296386879,8.211894773157464,2.998422026743576,8.742182245633634,8.742227721324465
way/813470167,nyc_suburban,MidriseApartment,0.3909242311305156,9.055240035461996,3.3063540059634535,9.639986976784996,9.640122833119994
way/813470168,nyc_suburban,MidriseApartment,0.4230680842198367,9.799809653330607,3.578219879106259,10.432637573727124,10.432838939956179
way/813470169,nyc_suburban,MidriseApartment,0.43233996662043067,10.01458048110752,3.656639488526149,10.661277341933681,10.661108690673188
way/813470170,nyc_suburban,MidriseApartment,0.40395723747374307,9.357132298523636,3.4165844017822544,9.961374093295364,9.961420626413211
way/813470171,nyc_suburban,MidriseApartment,0.3947573848258841,9.144029944196998,3.3387740046918615,9.73451054109951,9.734561447866147
way/813470172,nyc_suburban,MidriseApartment,0.31622154181381523,7.324851563248254,2.6745345473327267,7.79785774867025,7.797628029548189
way/813470173,nyc_suburban,MidriseApartment,0.4995252498472212,11.57083823650353,4.224878325234441,12.318031269580699,12.318108042501306
way/813470174,nyc_suburban,MidriseApartment,0.3529752785018459,8.176203005311125,2.9853898355331254,8.704185662895936,8.704015357114095
way/813470176,nyc_suburban,MidriseApartment,0.34363864646821246,7.959932338376929,2.906422587487803,8.473949202620824,8.474128932615466
way/813470177,nyc_suburban,MidriseApartment,0.35779703648001204,8.287892617794167,3.0261712390311692,8.823087691507236,8.823058636867636
way/813470178,nyc_suburban,MidriseApartment,0.3126500468768642,7.242122631746611,2.6443276027339815,7.709786552417473,7.709502022182135
way/813470179,nyc_suburban,MidriseApartment,0.32051155875674214,7.424224101660774,2.7108185982442747,7.903647321602083,7.903395107785051
way/813470180,nyc_suburban,MidriseApartment,0.3203242102330298,7.419884422210363,2.709234044275603,7.8990274050431015,7.899213854673828
way/813470182,nyc_suburban,MidriseApartment,0.32750690582599845,7.58626201540251,2.769983756000428,8.076148919803622,8.076042041251231
way/813470184,nyc_suburban,MidriseApartment,0.33931905623101427,7.859874773923707,2.869888411942894,8.36743036772738,8.367787907660677
way/813470186,nyc_suburban,MidriseApartment,0.30054249432803437,6.96166727533505,2.5419244982846405,7.411220642205342,7.411024121552111
way/813470187,nyc_suburban,MidriseApartment,0.3230741940226885,7.4835841402784276,2.732492822307802,7.966840566284132,7.966801988145596
way/813470192,nyc_suburban,MidriseApartment,0.3056369079607779,7.079672593529362,2.585011965321272,7.5368462165832275,7.53699807054132
way/813470193,nyc_suburban,MidriseApartment,0.43683715177167465,10.118751795611772,3.694675724083546,10.7721755744756,10.772004685401674
way/813470195,nyc_suburban,MidriseApartment,0.4341672827791458,10.056907830297392,3.6720945399668268,10.706338002209307,10.706351875444668
way/813470196,nyc_suburban,MidriseApartment,0.43078845102763824,9.97864168531871,3.643517099615364,10.623017779292745,10.623279896938381
way/813470197,nyc_suburban,MidriseApartment,0.32024431813053383,7.418033827881772,2.7085583338639756,7.897057307601503,7.896861883584486
way/813470200,nyc_suburban,MidriseApartment,0.3072960113595957,7.118103517794402,2.599044309013872,7.577758838222184,7.577436286975167
way/813470202,nyc_suburban,MidriseApartment,0.3138312558253083,7.269483766484318,2.6543180168029017,7.738914546982898,7.739410690025529
way/813470204,nyc_suburban,MidriseApartment,0.3176500190832184,7.357940339869338,2.6866163042718147,7.83308325063992,7.832759543410057
way/813470205,nyc_suburban,MidriseApartment,0.3179497983445063,7.364884327866105,2.689151773507369,7.840475650354741,7.840491120343437
way/813470206,nyc_suburban,MidriseApartment,0.3743700356834871,8.671784108636245,3.1663421415837534,9.231769179543285,9.23172350244622
way/813470209,nyc_suburban,MidriseApartment,0.32307614191907,7.483629260708154,2.7325092972011236,7.966888600389606,7.966803330089353
way/813470210,nyc_suburban,MidriseApartment,0.3550233660704083,8.223644230669157,3.002712124605097,8.754690430613099,8.754848663186662
way/813470211,nyc_suburban,MidriseApartment,0.314905127746292,7.294358581697816,2.663400597121773,7.765395666618488,7.76505449500592
way/813470212,nyc_suburban,MidriseApartment,0.4190771489906709,9.707364945153865,3.544465397721636,10.334223199353113,10.334160929361111
way/813470214,nyc_suburban,MidriseApartment,0.31752903334986843,7.355137866220718,2.685593032670131,7.830099805764944,7.830186005715699
way/813470216,nyc_suburban,MidriseApartment,0.3107097935049879,7.197179242176859,2.6279173523636343,7.6619409195630945,7.661673123237395
way/813470217,nyc_suburban,MidriseApartment,0.30416498369133477,7.045577424920128,2.5725627428960616,7.500549334327523,7.500865040123946
way/813470218,nyc_suburban,MidriseApartment,0.31470269783101623,7.289669561864281,2.6616884879507374,7.7604038508353455,7.760481073521879
way/813470219,nyc_suburban,MidriseApartment,0.305796490436958,7.083369109406838,2.586361679965139,7.5407814369394845,7.540706638513937
way/813470220,nyc_suburban,MidriseApartment,0.4059941883182668,9.404315556476865,3.433812498810839,10.011604235225358,10.0115498933135
way/813470221,nyc_suburban,MidriseApartment,0.32971296660657107,7.637362480173226,2.788642148902173,8.130549224264708,8.130820599263236
way/813470222,nyc_suburban,MidriseApartment,0.37719171037377147,8.737144451096016,3.190207266006374,9.30135020087932,9.30167093273299
way/813470223,nyc_suburban,MidriseApartment,0.3085755075414339,7.147741345609516,2.6098660155993185,7.6093105445313505,7.609177242571302
way/813470225,nyc_suburban,MidriseApartment,0.3195447864201641,7.401830105918831,2.7026418434325925,7.879807221674849,7.879961734612204
way/813470227,nyc_suburban,MidriseApartment,0.3166636836799762,7.335093191699467,2.6782740892029198,7.8087607357257145,7.808499227536665
way/813470230,nyc_suburban,MidriseApartment,0.32756559633863924,7.5876215030920555,2.770480147874171,8.077596197133763,8.077734070701895
way/813470231,nyc_suburban,MidriseApartment,0.319341619909646,7.397124023835897,2.700923504295654,7.874797241838477,7.875015490792665
way/813470232,nyc_suburban,MidriseApartment,0.362056759331039,8.3865634338473,3.0621990689563106,8.928130227985113,8.928130721425905
way/813470233,nyc_suburban,MidriseApartment,0.3329464925999094,7.712262810464618,2.8159906240543604,8.210286283220437,8.210416120637337
way/813470236,nyc_suburban,MidriseApartment,0.38551249568710083,8.929884379439288,3.260582698539495,9.506536412604166,9.506845907745518
way/813470237,nyc_suburban,MidriseApartment,0.35934467295310335,8.323741558932836,3.039260819172525,8.86125159708621,8.861262811762483
way/813470240,nyc_suburban,MidriseApartment,0.3655135473217383,8.466635331455084,3.091435846599289,9.01337281096719,9.013472927176668
way/813470241,nyc_suburban,MidriseApartment,0.330156830411016,7.6476439950352715,2.7923962545601535,8.1414946734172,8.141586047846893
way/813470242,nyc_suburban,MidriseApartment,0.34675245953931555,8.032059677996825,2.9327585562040177,8.55073420355763,8.550369919371603
way/813470243,nyc_suburban,MidriseApartment,0.3184958725073952,7.3775334097810905,2.693770352639185,7.853941553461806,7.853954632008442
way/813470245,nyc_suburban,MidriseApartment,0.3181465769439166,7.36944244248169,2.6908160850507254,7.845328107645862,7.845015418990079
way/813470247,nyc_suburban,MidriseApartment,0.3753093625204071,8.693542365870554,3.174286768196377,9.254932487810636,9.254768947068182
way/813470249,nyc_suburban,MidriseApartment,0.3144688965196318,7.284253865351764,2.659711046183416,7.754638432840193,7.754579709092849
way/813470250,nyc_suburban,MidriseApartment,0.3210434960827472,7.436545722545893,2.715317611016321,7.916764617709118,7.916509554853044
way/813470253,nyc_suburban,MidriseApartment,0.34947979934638895,8.095234878316077,2.955825816247383,8.617988976037253,8.617962086882065
way/813470255,nyc_suburban,MidriseApartment,0.3206143530905293,7.4266051957260775,2.711688010857365,7.906182176083039,7.906265255565447
way/813470256,nyc_suburban,MidriseApartment,0.32536262177593067,7.536592526454681,2.751847857546751,8.023271997190248,8.023630690036846
way/813470257,nyc_suburban,MidriseApartment,0.3152762348985082,7.302954785449311,2.666539342488934,7.77454697479913,7.774508532958917
way/813470259,nyc_suburban,MidriseApartment,0.3089294561941551,7.1559400955344055,2.612859638026984,7.618038733093148,7.61811519834738
way/813470260,nyc_suburban,MidriseApartment,0.34675654872093514,8.032154398452006,2.932793141632476,8.550835040636581,8.550718648381986
way/813473569,nyc_suburban,MidriseApartment,0.26276718982970304,6.086652573238331,2.222429006809599,6.479701400343807,6.479567870636208
way/813473570,nyc_suburban,MidriseApartment,0.3272247370102961,7.579725949962622,2.7675972321682853,8.069190784461744,8.069284257644556
