case_id,archetype_id,n_real,footprint_area_m2,floor_area_m2,n_fatal_markers_in_end,n_severe_lines,severe_lines_verbatim,transformer_capacity_VA,total_electricity_GJ,heating_eui,cooling_eui,lighting_eui,equipment_eui,fans_eui,pumps_eui,dhw_eui,cooking_eui,refrig_eui,total_eui
A_equal_identity_highrise,HighriseApartment,3,500.0,1500.0,0,0,,47853.12265851085,1322.2136543699462,126.3003334828852,20.566229865426116,13.844665583951452,125.17099467685283,28.2899653461996,7.995860794192392,155.67495566648498,0.0,0.0,477.8430054159926
B_taller_known_medoffice,MediumOffice,6,1000.0,6000.0,0,0,,108386.16047999662,2499.9761700019767,16.71575776361585,13.205224846897938,9.284626920128945,68.71378788765782,7.038217234216708,0.016342601532735188,11.175248578034152,0.0,0.0,126.14920583208414
C_shorter_midrise,MidriseApartment,2,250.0,500.0,0,0,,,357.18817573840147,105.58049201429579,12.86564573757818,10.145431272757499,74.82154509680142,17.942604156257453,0.0,78.62219988876133,0.0,0.0,299.9779181664517
D_HIGHMULT_highrise20,HighriseApartment,20,350.0,7000.0,0,0,,602949.3454972366,13887.226965228467,133.45079560691164,107.31450178398813,29.262994825809574,263.01330785585884,66.56461505797427,26.782795632001616,709.598368658849,0.0,0.0,1335.9873794213931
E_single_storey_retail,RetailStandalone,3,800.0,2400.0,0,0,,,1213.8808009206027,66.08286363596021,13.577358673884191,21.30892728657565,70.58247296585539,31.416851204067132,0.0,11.7091479900238,0.0,0.0,214.67762175636636
F_excluded_fallback_smalloffice,SmallOffice,4,300.0,1200.0,0,5,"** Severe  ** CheckWarmupConvergence: Loads Initialization, Zone=""CORE_ZN"" did not converge after 25 warmup days. | ** Severe  ** CheckWarmupConvergence: Loads Initialization, Zone=""PERIMETER_ZN_1"" did not converge after 25 warmup days. | ** Severe  ** CheckWarmupConvergence: Loads Initialization, Zone=""PERIMETER_ZN_2"" did not converge after 25 warmup days. | ** Severe  ** CheckWarmupConvergence: Loads Initialization, Zone=""PERIMETER_ZN_3"" did not converge after 25 warmup days. | ** Severe  ** CheckWarmupConvergence: Loads Initialization, Zone=""PERIMETER_ZN_4"" did not converge after 25 warmup days.",,84.95448681492469,5.384226652059272,1.2087656462574154,2.4289746062065545,6.215853951071719,2.2719280947100695,3.0297776923087045e-11,3.2296188617601382,0.0,0.0,20.73936781209547
D_control_S1_highrise3,HighriseApartment,3,350.0,1050.0,0,0,,33497.185860957594,973.799264673514,162.6286406009987,20.135824392386724,13.844665583946318,125.17099467688878,30.907924216981165,8.889551952593479,155.67354570259818,0.0,0.0,517.2511471263933
