building_id,n_surfaces_checked,n_defective_surfaces,first_defect_kind,first_defect_angle_deg,first_defect_edge_m,defect_on_footprint_ring,has_interzone_partner
way/484767419,8,2,collinear,179.917838,1.72300261,Y,N
way/484767420,6,0,,,,,
way/502746345,10,0,,,,,
way/635993735,6,0,,,,,
way/635993738,6,0,,,,,
way/635993741,6,0,,,,,
way/656952078,30,0,,,,,
way/701972624,7,0,,,,,
way/701972625,6,0,,,,,
way/701972626,39,0,,,,,
way/823489429,13,0,,,,,
way/396940031,8,0,,,,,
way/396940032,8,0,,,,,
way/396940033,8,0,,,,,
way/397131456,7,0,,,,,
way/397131462,7,0,,,,,
way/397131466,9,0,,,,,
way/397131468,10,0,,,,,
way/397131470,134,0,,,,,
way/823489448,7,0,,,,,
way/892347461,6,0,,,,,
way/892347466,6,0,,,,,
way/892347467,6,0,,,,,
way/892347471,6,0,,,,,
way/892347473,6,0,,,,,
way/892347479,9,0,,,,,
way/892347480,9,0,,,,,
way/554859556,172,0,,,,,
way/554859557,7,0,,,,,
way/554859561,30,0,,,,,
way/554859566,8,0,,,,,
way/601403968,7,0,,,,,
way/635993716,10,0,,,,,
way/635993728,6,0,,,,,
way/635993731,6,0,,,,,
way/531931774,42,0,,,,,
way/531931777,35,0,,,,,
way/531931779,72,0,,,,,
way/531931788,6,0,,,,,
way/531931790,24,0,,,,,
way/554859553,48,0,,,,,
way/554859554,116,0,,,,,
way/554859555,102,0,,,,,
way/823489432,6,0,,,,,
way/823489433,8,0,,,,,
way/823489434,8,0,,,,,
way/823489443,118,0,,,,,
way/823489444,163,0,,,,,
way/823489445,30,0,,,,,
way/823489446,7,2,collinear,179.974242,2.39080844,Y,N
way/823489447,6,0,,,,,
way/892496599,8,0,,,,,
way/892496601,9,0,,,,,
way/892496604,8,0,,,,,
way/892496605,6,0,,,,,
way/892496607,6,0,,,,,
way/892496608,6,0,,,,,
way/892496609,6,0,,,,,
way/892496610,6,0,,,,,
way/892496574,9,2,collinear,179.933094,4.20469083,Y,N
way/892496575,9,0,,,,,
way/892496576,9,0,,,,,
way/892496577,8,0,,,,,
way/892496584,9,0,,,,,
way/892496587,9,0,,,,,
way/892496588,9,0,,,,,
way/892496590,9,0,,,,,
way/892496611,6,0,,,,,
way/892496618,7,2,collinear,179.91539,1.89955705,Y,N
way/892496619,6,0,,,,,
way/892496620,6,0,,,,,
way/892496630,9,2,collinear,179.952956,2.7071823,Y,N
way/892496631,9,0,,,,,
way/892496632,7,0,,,,,
way/892496633,10,2,collinear,179.94198,2.02756825,Y,N
way/892347481,9,0,,,,,
way/892347482,9,0,,,,,
way/892347483,9,2,collinear,179.951526,2.66763809,Y,N
way/892347485,7,2,collinear,179.974292,4.61669633,Y,N
way/892496546,7,0,,,,,
way/892496549,10,0,,,,,
way/892496550,9,0,,,,,
way/892496552,9,0,,,,,
way/892496634,9,0,,,,,
way/892496637,9,0,,,,,
way/892496646,11,0,,,,,
way/892496648,9,0,,,,,
27410,114,0,,,,,
27550,60,0,,,,,
27610,372,12,collinear,179.934062,6.97230235,Y,N
27683,386,47,collinear,179.973722,1.07119373,Y,N
28472,36,0,,,,,
28473,40,0,,,,,
28517,54,0,,,,,
28527,42,0,,,,,
28533,182,14,collinear,179.910072,4.30223198,Y,N
28583,90,0,,,,,
28589,140,14,collinear,179.953514,8.89137222,Y,N
28590,386,115,proximity,,0.00141421,N,N
28685,124,0,,,,,
28696,150,0,,,,,
28700,100,0,,,,,
28708,54,0,,,,,
28712,78,0,,,,,
28713,200,0,,,,,
28719,39,0,,,,,
28721,48,0,,,,,
29094,113,0,,,,,
29100,30,0,,,,,
29106,72,0,,,,,
29108,84,0,,,,,
29109,173,3,proximity,,0.001,N,N
29114,105,0,,,,,
29116,32,0,,,,,
29117,163,0,,,,,
27746,36,0,,,,,
27816,42,0,,,,,
27931,357,14,collinear,179.953035,3.85316753,Y,N
27997,248,0,,,,,
28000,238,20,collinear,179.946869,1.29395247,Y,N
28004,60,0,,,,,
28014,132,0,,,,,
28020,30,0,,,,,
29012,55,0,,,,,
29020,56,0,,,,,
29028,102,0,,,,,
29059,40,0,,,,,
29079,44,0,,,,,
29081,212,27,collinear,179.991468,1.75567793,Y,N
29085,40,8,collinear,179.984466,4.16673985,Y,N
29087,165,27,collinear,179.978354,9.42906676,Y,N
28593,50,0,,,,,
28613,77,0,,,,,
28621,85,10,collinear,179.902479,8.13415638,Y,N
28629,410,20,collinear,179.981381,2.54880364,Y,N
28636,84,12,collinear,179.989071,2.6542287,Y,N
28651,241,32,proximity,,0.00141421,N,N
28662,42,0,,,,,
28679,114,0,,,,,
29210,182,0,,,,,
29211,84,0,,,,,
29213,102,0,,,,,
29219,145,10,collinear,179.992138,9.01068255,Y,N
29228,45,0,,,,,
29232,112,0,,,,,
29235,112,0,,,,,
29237,18,0,,,,,
28736,24,0,,,,,
28749,186,0,,,,,
28754,272,20,collinear,179.988876,1.70550081,Y,N
28764,210,14,collinear,179.946159,1.95440528,Y,N
28781,273,14,collinear,179.982555,2.00481919,Y,N
28782,90,0,,,,,
28784,160,0,,,,,
28787,54,0,,,,,
28891,237,47,collinear,179.989682,4.33844269,Y,N
28903,45,0,,,,,
28908,144,0,,,,,
28912,98,0,,,,,
28917,30,0,,,,,
28931,188,32,collinear,179.997143,6.45231137,Y,N
28959,236,50,collinear,179.931755,5.26380091,Y,N
28960,172,0,,,,,
28025,172,0,,,,,
28026,105,0,,,,,
28033,140,0,,,,,
28036,77,0,,,,,
28050,344,112,proximity,,0.001,N,Y
28061,288,18,collinear,179.955442,2.44264201,Y,N
28074,193,14,collinear,179.948301,3.54069202,Y,N
28081,348,32,collinear,179.955442,2.44264201,Y,N
29253,215,96,proximity,,0.005,N,N
29256,160,0,,,,,
29258,156,20,collinear,179.993101,5.14937482,Y,N
29269,31,0,,,,,
29272,30,0,,,,,
29278,60,0,,,,,
29279,56,0,,,,,
29292,60,0,,,,,
28968,72,0,,,,,
28969,132,0,,,,,
28971,182,20,collinear,179.975537,0.68467876,Y,N
28980,105,0,,,,,
28989,110,0,,,,,
28997,189,0,,,,,
29006,42,0,,,,,
29010,420,20,collinear,179.986877,3.76032991,Y,N
28108,254,20,collinear,179.962875,1.64003049,Y,N
28111,535,86,collinear,179.969646,1.5984993,Y,N
28125,310,0,,,,,
28134,174,0,,,,,
28153,42,0,,,,,
28175,96,0,,,,,
28192,119,0,,,,,
28205,354,18,collinear,179.937792,3.19357308,Y,N
29299,267,102,collinear,179.98064,0.76700196,Y,N
29320,48,0,,,,,
29321,30,0,,,,,
29329,66,0,,,,,
29340,35,0,,,,,
29341,264,32,collinear,179.976344,8.94859207,Y,N
29346,59,0,,,,,
29349,296,16,collinear,179.945864,1.66901168,Y,N
28835,162,12,collinear,179.969916,1.07703157,Y,N
28843,56,14,collinear,179.970481,4.36857196,Y,N
28844,77,0,,,,,
28857,264,0,,,,,
28859,189,14,collinear,179.969656,1.29818989,Y,N
28861,80,0,,,,,
28864,132,0,,,,,
28873,181,22,collinear,179.968798,0.50502376,Y,N
28362,169,25,proximity,,0.005,N,N
28373,369,18,collinear,179.919464,4.86836728,Y,N
28380,45,0,,,,,
28388,80,0,,,,,
28392,294,12,collinear,179.962116,2.16850017,Y,N
28454,404,140,collinear,179.902133,3.84807744,Y,N
28457,530,38,collinear,179.970089,0.30276889,Y,N
28463,138,0,,,,,
29125,30,0,,,,,
29126,268,32,collinear,179.987769,0.23070544,Y,N
29146,35,0,,,,,
29151,126,0,,,,,
29171,284,71,proximity,,0.005,N,N
29180,91,0,,,,,
29198,30,0,,,,,
29201,628,221,proximity,,0.00424264,N,N
29360,126,0,,,,,
29376,422,42,collinear,179.948794,2.4939168,Y,N
29392,124,0,,,,,
29397,282,84,proximity,,0.00447214,N,N
29404,38,0,,,,,
29405,64,0,,,,,
29410,40,0,,,,,
29411,76,8,collinear,179.965615,4.37164729,Y,N
29605,98,0,,,,,
29606,204,20,collinear,179.976846,1.3391557,Y,N
29610,30,0,,,,,
29618,135,10,collinear,179.965876,7.97423978,Y,N
29620,75,0,,,,,
29629,232,94,proximity,,0.00059575,Y,N
29633,76,8,collinear,179.920036,1.53941547,Y,N
29634,18,0,,,,,
29638,100,0,,,,,
29643,65,0,,,,,
29647,140,14,collinear,179.96212,5.01243454,Y,N
29659,214,12,collinear,179.938382,6.56746717,Y,N
29661,54,0,,,,,
29665,33,0,,,,,
29680,8,0,,,,,
29684,43,0,,,,,
29523,70,0,,,,,
29530,468,152,proximity,,0.005,N,N
29559,41,0,,,,,
29582,36,0,,,,,
29587,115,0,,,,,
29589,36,0,,,,,
29600,70,0,,,,,
29603,36,0,,,,,
29719,226,25,proximity,,0.005,N,N
29726,31,0,,,,,
29727,24,0,,,,,
29735,65,0,,,,,
29737,234,32,collinear,179.997939,3.17571567,Y,N
29745,30,0,,,,,
29765,44,8,collinear,179.99776,0.78321006,Y,N
29770,136,0,,,,,
28217,736,104,collinear,179.918446,3.38901475,Y,N
28237,392,16,collinear,179.933121,3.62794708,Y,N
28273,42,0,,,,,
28287,340,0,,,,,
28304,160,0,,,,,
28308,162,12,collinear,179.962875,1.64003049,Y,N
28333,137,2,collinear,179.984381,1.36321275,Y,N
28350,1041,357,proximity,,0.00447214,N,N
29454,414,18,collinear,179.953552,10.66135545,Y,N
29466,90,0,,,,,
29484,84,0,,,,,
29485,84,0,,,,,
29490,40,0,,,,,
29497,28,0,,,,,
29502,30,0,,,,,
29513,27,0,,,,,
29685,98,0,,,,,
29688,96,0,,,,,
29694,168,12,collinear,179.969465,4.02810129,Y,N
29695,344,77,collinear,179.969609,1.38101412,Y,N
29701,126,0,,,,,
29702,168,32,collinear,179.998075,4.0818949,Y,N
29706,136,0,,,,,
29718,48,0,,,,,
29890,34,0,,,,,
29891,126,0,,,,,
29893,316,140,collinear,179.991432,4.37893138,Y,N
29896,100,10,collinear,179.969822,0.45850409,Y,N
29897,9,0,,,,,
29899,50,0,,,,,
29904,226,8,collinear,179.989573,1.6039202,Y,N
29917,40,0,,,,,
30232,108,0,,,,,
30233,104,18,collinear,179.938861,1.79804616,Y,N
30240,120,0,,,,,
30241,55,0,,,,,
30244,84,0,,,,,
30253,90,0,,,,,
30259,18,0,,,,,
30261,44,2,collinear,179.940373,4.40065177,Y,N
29821,108,0,,,,,
29822,238,0,,,,,
29836,90,0,,,,,
29855,60,0,,,,,
29858,72,0,,,,,
29871,370,0,,,,,
29884,96,0,,,,,
29885,64,0,,,,,
29928,6,0,,,,,
29944,265,18,collinear,179.983628,1.82601917,Y,N
29963,34,0,,,,,
29965,144,0,,,,,
29968,160,16,collinear,180.0,2.23544179,Y,N
29969,204,32,collinear,179.95962,0.38708268,Y,N
29997,168,0,,,,,
30000,238,20,collinear,179.982492,4.19200429,Y,N
29777,30,0,,,,,
29782,108,12,collinear,179.981602,2.37966384,Y,N
29788,123,2,collinear,179.985473,4.75593314,Y,N
29793,572,22,collinear,179.960242,4.50618464,Y,N
29803,6,0,,,,,
29807,90,0,,,,,
29813,84,0,,,,,
29816,144,12,collinear,179.911254,2.16905509,Y,N
29413,128,0,,,,,
29417,611,26,collinear,179.982445,22.44320122,Y,N
29425,347,85,collinear,179.973829,1.26217471,Y,N
29431,120,16,collinear,179.981286,1.78630904,Y,N
29437,65,0,,,,,
29439,30,0,,,,,
29443,214,54,collinear,179.973208,1.10862302,Y,N
29444,66,0,,,,,
30146,40,0,,,,,
30152,60,0,,,,,
30155,226,32,collinear,179.97208,4.91744944,Y,N
30163,94,2,collinear,179.924527,2.28089895,Y,N
30168,65,0,,,,,
30169,6,0,,,,,
30177,102,0,,,,,
30184,280,20,collinear,179.99145,14.13705061,Y,N
30030,344,32,collinear,179.995519,3.77037133,Y,N
30031,106,0,,,,,
30035,39,0,,,,,
30037,48,0,,,,,
30038,385,137,collinear,179.970276,3.4277621,Y,N
30042,156,12,collinear,179.937231,2.31918089,Y,N
30046,91,0,,,,,
30051,42,0,,,,,
30001,261,72,proximity,,0.00447214,N,N
30004,108,12,collinear,179.985243,2.27107904,Y,N
30013,368,106,collinear,179.900915,0.95078915,Y,N
30016,44,8,collinear,179.93251,2.16780995,Y,N
30018,70,0,,,,,
30023,146,0,,,,,
30025,162,0,,,,,
30026,27,0,,,,,
30127,232,32,collinear,179.943251,0.49819675,Y,N
30130,210,0,,,,,
30136,184,31,proximity,,0.005,N,N
30139,72,0,,,,,
30140,39,0,,,,,
30141,90,0,,,,,
30143,54,0,,,,,
30145,96,0,,,,,
30272,44,0,,,,,
30277,40,0,,,,,
30278,60,0,,,,,
30282,68,8,collinear,179.941877,0.63529521,Y,N
30294,6,0,,,,,
30298,120,12,collinear,179.991626,7.42849244,Y,N
30304,33,0,,,,,
30306,110,0,,,,,
30308,36,0,,,,,
30311,38,2,collinear,179.916268,2.33529441,Y,N
30319,72,0,,,,,
30320,84,0,,,,,
30323,72,0,,,,,
30330,250,44,collinear,179.983301,1.34258147,Y,N
30340,24,0,,,,,
30348,96,0,,,,,
30186,414,41,collinear,179.967666,0.97890245,Y,N
30189,130,20,collinear,179.998967,3.84663827,Y,N
30200,6,0,,,,,
30210,21,0,,,,,
30217,113,0,,,,,
30221,80,0,,,,,
30226,84,0,,,,,
30230,168,14,collinear,179.961347,1.25770943,Y,N
30056,72,0,,,,,
30070,96,0,,,,,
30072,189,0,,,,,
30079,90,10,collinear,179.968293,2.99713196,Y,N
30083,120,0,,,,,
30090,1196,26,collinear,179.928089,2.3860637,Y,N
30103,30,0,,,,,
30116,100,0,,,,,
30384,84,0,,,,,
30390,120,0,,,,,
30399,65,0,,,,,
30407,90,0,,,,,
30422,18,0,,,,,
30423,51,2,collinear,179.976034,1.53749992,Y,N
30425,16,2,collinear,179.981665,3.44047962,Y,N
30427,55,0,,,,,
30429,60,0,,,,,
30438,6,0,,,,,
30440,32,0,,,,,
30442,80,0,,,,,
30445,60,0,,,,,
30452,52,8,collinear,179.938861,1.79804616,Y,N
30477,36,0,,,,,
30478,96,0,,,,,
30354,52,0,,,,,
30356,70,0,,,,,
30357,30,0,,,,,
30358,151,20,collinear,179.995292,0.96607453,Y,N
30362,53,0,,,,,
30368,368,32,collinear,179.979477,13.32084491,Y,N
30374,40,8,collinear,179.949562,10.47802462,Y,N
30376,52,8,collinear,179.972945,2.27701559,Y,N
30485,301,14,collinear,179.962759,0.70538287,Y,N
30487,148,15,collinear,179.966944,0.30032316,Y,N
30488,27,0,,,,,
30489,30,0,,,,,
30496,147,14,collinear,179.991424,2.79206017,Y,N
30505,160,0,,,,,
30506,55,10,collinear,179.999187,3.47977384,Y,N
30508,144,0,,,,,
30718,7,0,,,,,
30719,66,2,collinear,179.96803,4.63880372,Y,N
30722,32,0,,,,,
30741,55,0,,,,,
30742,214,36,proximity,,0.005,N,N
30743,64,8,collinear,179.993735,5.12102529,Y,N
30747,168,0,,,,,
30752,256,16,collinear,179.979127,7.65057808,Y,N
30510,85,0,,,,,
30530,44,2,collinear,179.926004,2.56553406,Y,N
30532,299,32,collinear,179.998106,1.63856645,Y,N
30533,30,0,,,,,
30538,91,0,,,,,
30540,231,2,collinear,179.962039,1.64842349,Y,N
30544,302,32,collinear,179.954405,3.80494415,Y,N
30545,56,0,,,,,
30586,126,0,,,,,
30593,126,2,collinear,179.981236,1.00889345,Y,N
30594,384,39,proximity,,0.005,N,N
30596,34,0,,,,,
30597,30,0,,,,,
30611,126,0,,,,,
30620,75,0,,,,,
30622,89,10,collinear,179.961525,0.57238536,Y,N
30899,57,8,collinear,179.946007,4.49619083,Y,N
30902,55,0,,,,,
30905,50,0,,,,,
30906,60,0,,,,,
30912,65,0,,,,,
30913,108,0,,,,,
30915,147,0,,,,,
30923,90,0,,,,,
30810,174,20,collinear,179.992161,1.0214196,Y,N
30817,55,0,,,,,
30821,84,0,,,,,
30832,54,0,,,,,
30833,114,0,,,,,
30836,170,10,collinear,179.979759,1.62289864,Y,N
30847,209,22,collinear,179.989734,2.08671416,Y,N
30850,50,0,,,,,
30546,32,0,,,,,
30556,34,0,,,,,
30564,155,12,collinear,179.999628,2.68122733,Y,N
30568,37,2,collinear,179.966983,4.40192004,Y,N
30570,63,0,,,,,
30573,54,0,,,,,
30574,97,2,collinear,179.935855,0.96166522,Y,N
30575,138,0,,,,,
30925,80,0,,,,,
30930,50,0,,,,,
30931,90,0,,,,,
30932,144,12,collinear,179.901324,6.01800307,Y,N
30935,88,8,collinear,179.967278,1.48690955,Y,N
30936,70,0,,,,,
30939,114,12,collinear,179.995698,1.93701755,Y,N
30944,108,0,,,,,
30854,78,0,,,,,
30856,111,0,,,,,
30868,102,0,,,,,
30869,180,8,collinear,179.971404,4.68146825,Y,N
30872,84,0,,,,,
30885,256,39,proximity,,0.005,N,N
30886,155,0,,,,,
30893,36,0,,,,,
30665,76,8,collinear,179.957933,3.26559336,Y,N
30686,371,0,,,,,
30688,36,0,,,,,
30691,40,0,,,,,
30697,27,0,,,,,
30702,45,0,,,,,
30704,48,0,,,,,
30715,60,0,,,,,
30970,84,0,,,,,
30971,88,16,collinear,179.963935,8.69514353,Y,N
30980,75,0,,,,,
30984,70,10,collinear,179.903652,7.19346377,Y,N
30988,35,0,,,,,
30992,40,0,,,,,
31001,61,0,,,,,
31003,117,0,,,,,
31069,114,0,,,,,
31070,9,2,collinear,179.983948,5.47420314,Y,N
31074,85,0,,,,,
31075,95,0,,,,,
31077,48,0,,,,,
31078,43,0,,,,,
31083,175,4,collinear,179.955311,1.13152861,Y,N
31092,38,0,,,,,
30766,192,0,,,,,
30771,78,0,,,,,
30775,150,0,,,,,
30781,108,0,,,,,
30789,294,14,collinear,179.988532,1.79680856,Y,N
30798,116,0,,,,,
30800,66,0,,,,,
30809,360,128,proximity,,0.002,N,Y
30945,196,0,,,,,
30946,75,0,,,,,
30948,84,0,,,,,
30954,256,24,proximity,,0.001,N,N
30960,36,0,,,,,
30963,85,0,,,,,
30968,65,0,,,,,
30969,208,14,collinear,179.967204,0.08062258,Y,N
31147,30,0,,,,,
31148,36,0,,,,,
31153,30,0,,,,,
31158,124,8,collinear,179.96794,4.65986706,Y,N
31169,294,70,proximity,,0.00031575,Y,N
31182,223,0,,,,,
31184,267,4,collinear,179.918475,4.40883205,Y,N
31187,34,0,,,,,
30623,224,22,collinear,179.995564,4.91184792,Y,N
30631,27,0,,,,,
30632,84,0,,,,,
30646,256,32,collinear,179.967485,1.49543305,Y,N
30649,203,32,collinear,179.986579,1.66690282,Y,N
30651,50,0,,,,,
30660,100,0,,,,,
30661,39,0,,,,,
31123,106,0,,,,,
31124,95,0,,,,,
31126,55,0,,,,,
31136,132,0,,,,,
31137,80,0,,,,,
31141,70,0,,,,,
31142,115,2,collinear,179.956526,0.74430101,Y,N
31146,183,25,collinear,179.945498,0.83462087,Y,N
31094,65,0,,,,,
31100,85,0,,,,,
31103,72,0,,,,,
31105,170,0,,,,,
31109,30,0,,,,,
31114,210,10,collinear,179.951767,1.37845602,Y,N
31115,134,0,,,,,
31118,112,2,collinear,179.965166,1.91049732,Y,N
31188,46,0,,,,,
31192,44,2,collinear,179.9857,2.92255453,Y,N
31193,107,0,,,,,
31195,30,0,,,,,
31200,147,2,collinear,179.952066,4.02492236,Y,N
31209,70,0,,,,,
31213,35,0,,,,,
31215,65,0,,,,,
31035,72,0,,,,,
31041,33,0,,,,,
31050,106,0,,,,,
31054,51,0,,,,,
31058,60,0,,,,,
31060,84,0,,,,,
31065,723,201,collinear,179.995634,4.79561518,Y,N
31067,192,16,collinear,179.981947,3.47570151,Y,N
31346,102,0,,,,,
31347,44,0,,,,,
31348,47,0,,,,,
31351,91,14,collinear,179.91415,0.78164954,Y,N
31352,13,2,collinear,179.974358,3.90438215,Y,N
31361,36,0,,,,,
31363,58,0,,,,,
31376,73,0,,,,,
31004,60,0,,,,,
31005,108,0,,,,,
31015,155,0,,,,,
31016,96,0,,,,,
31018,114,0,,,,,
31019,203,0,,,,,
31022,50,0,,,,,
31029,117,0,,,,,
31246,112,0,,,,,
31247,188,0,,,,,
31250,55,0,,,,,
31254,48,8,collinear,179.932478,2.09990476,Y,N
31264,400,110,proximity,,0.001,N,N
31269,55,0,,,,,
31272,6,0,,,,,
31276,44,0,,,,,
31579,60,12,collinear,179.996746,1.73219514,Y,N
31585,56,0,,,,,
31588,36,0,,,,,
31592,46,0,,,,,
31596,95,0,,,,,
31597,45,0,,,,,
31598,32,2,collinear,179.990901,1.31815818,Y,N
31600,6,0,,,,,
31319,90,0,,,,,
31320,50,0,,,,,
31323,36,0,,,,,
31326,52,0,,,,,
31331,32,0,,,,,
31334,153,18,collinear,179.985541,4.89327089,Y,N
31336,64,2,collinear,179.989952,2.20139683,Y,N
31340,114,2,collinear,179.9294,5.45529843,Y,N
31410,150,0,,,,,
31414,32,0,,,,,
31415,104,0,,,,,
31418,167,30,proximity,,0.005,N,N
31421,49,0,,,,,
31428,96,0,,,,,
31429,136,0,,,,,
31430,6,0,,,,,
31528,119,0,,,,,
31529,50,0,,,,,
31534,24,0,,,,,
31535,30,0,,,,,
31536,56,0,,,,,
31538,56,0,,,,,
31539,264,0,,,,,
31540,30,0,,,,,
31377,87,0,,,,,
31378,34,0,,,,,
31384,80,0,,,,,
31386,96,0,,,,,
31393,54,0,,,,,
31401,40,0,,,,,
31404,104,0,,,,,
31408,44,0,,,,,
31500,96,0,,,,,
31502,260,0,,,,,
31506,38,0,,,,,
31507,44,0,,,,,
31512,96,0,,,,,
31518,30,0,,,,,
31519,40,0,,,,,
31525,104,0,,,,,
31461,40,0,,,,,
31462,42,2,collinear,179.991431,4.01267455,Y,N
31463,90,0,,,,,
31466,96,16,collinear,179.950502,4.66411835,Y,N
31468,333,0,,,,,
31470,84,0,,,,,
31471,45,0,,,,,
31475,31,0,,,,,
31277,389,113,collinear,179.903053,0.74215901,Y,N
31278,36,0,,,,,
31281,107,0,,,,,
31287,45,0,,,,,
31289,45,0,,,,,
31292,175,32,collinear,179.994313,3.81131487,Y,N
31293,150,0,,,,,
31294,36,0,,,,,
31431,175,0,,,,,
31432,36,0,,,,,
31435,85,10,collinear,179.977087,5.03622875,Y,N
31440,167,10,collinear,179.99667,2.05809937,Y,N
31443,78,0,,,,,
31444,34,0,,,,,
31445,60,10,collinear,179.922011,8.98454228,Y,N
31447,301,72,collinear,179.994138,2.19684433,Y,N
31297,102,0,,,,,
31299,98,0,,,,,
31301,49,0,,,,,
31302,105,0,,,,,
31304,282,22,collinear,179.988181,1.77560947,Y,N
31306,6,0,,,,,
31311,50,0,,,,,
31312,65,0,,,,,
31547,100,2,collinear,179.972495,1.73066837,Y,N
31550,45,0,,,,,
31552,60,8,collinear,179.942356,4.48612305,Y,N
31561,50,0,,,,,
31562,40,0,,,,,
31563,90,0,,,,,
31572,176,36,collinear,179.987109,2.60937943,Y,N
31578,70,0,,,,,
31218,27,0,,,,,
31222,56,0,,,,,
31223,45,0,,,,,
31225,182,0,,,,,
31229,90,0,,,,,
31234,348,38,proximity,,0.00424264,N,N
31237,166,20,collinear,179.953118,2.27729335,Y,N
31240,147,0,,,,,
31605,30,0,,,,,
31607,80,0,,,,,
31608,51,2,collinear,179.907823,2.20517233,Y,N
31610,288,0,,,,,
31611,48,0,,,,,
31615,70,0,,,,,
31620,45,0,,,,,
31628,102,12,collinear,179.985778,11.29272775,Y,N
31636,96,12,collinear,179.994664,1.56852957,Y,N
31637,66,0,,,,,
31640,12,0,,,,,
31644,100,2,collinear,179.993821,0.67290192,Y,N
31646,90,0,,,,,
31653,90,0,,,,,
31655,68,8,collinear,179.946062,3.54611055,Y,N
31658,96,0,,,,,
31761,72,0,,,,,
31762,43,2,collinear,179.938375,1.37364479,Y,N
31765,52,0,,,,,
31767,65,0,,,,,
31768,43,0,,,,,
31771,43,2,collinear,179.991159,2.39014644,Y,N
31773,48,0,,,,,
31774,75,0,,,,,
31478,60,0,,,,,
31479,70,0,,,,,
31481,55,0,,,,,
31482,54,0,,,,,
31483,98,0,,,,,
31487,6,0,,,,,
31493,56,0,,,,,
31499,184,16,collinear,179.945063,3.88187584,Y,N
31659,176,8,collinear,179.957924,3.59068935,Y,N
31661,65,0,,,,,
31663,181,30,collinear,179.990793,3.28598737,Y,N
31666,48,0,,,,,
31667,168,20,collinear,179.928725,5.07839207,Y,N
31669,153,0,,,,,
31681,6,0,,,,,
31682,30,0,,,,,
31734,90,0,,,,,
31739,28,0,,,,,
31741,80,0,,,,,
31744,60,10,collinear,179.938378,0.93603953,Y,N
31749,58,0,,,,,
31751,41,0,,,,,
31753,108,0,,,,,
31755,39,2,collinear,179.949894,5.04510624,Y,N
31686,117,0,,,,,
31701,167,12,collinear,179.9803,0.78160092,Y,N
31706,28,0,,,,,
31710,65,10,collinear,179.981287,2.3871416,Y,N
31712,24,0,,,,,
31715,40,0,,,,,
31716,206,0,,,,,
31731,66,0,,,,,
31811,132,0,,,,,
31812,64,0,,,,,
31813,184,12,collinear,179.935691,3.48992837,Y,N
31817,184,12,collinear,179.999912,2.81570773,Y,N
31818,30,0,,,,,
31821,85,10,collinear,179.956083,5.00960078,Y,N
31829,62,0,,,,,
31831,6,0,,,,,
31871,121,0,,,,,
31873,40,2,collinear,179.98282,3.50891721,Y,N
31879,41,2,collinear,179.968897,0.98615415,Y,N
31881,108,0,,,,,
31887,126,0,,,,,
31888,35,0,,,,,
31892,68,8,collinear,179.995311,3.98775438,Y,N
31899,7,0,,,,,
31957,40,0,,,,,
31962,114,0,,,,,
31965,70,0,,,,,
31966,120,0,,,,,
31967,7,2,collinear,179.974631,1.77053664,Y,N
31968,138,0,,,,,
31971,50,0,,,,,
31975,40,0,,,,,
31929,88,0,,,,,
31932,132,0,,,,,
31934,65,0,,,,,
31939,35,0,,,,,
31943,40,0,,,,,
31948,39,0,,,,,
31951,48,0,,,,,
31952,245,0,,,,,
31832,96,0,,,,,
31843,21,0,,,,,
31844,37,0,,,,,
31845,96,0,,,,,
31853,8,0,,,,,
31854,60,0,,,,,
31856,194,0,,,,,
31870,37,2,collinear,179.98462,2.75552391,Y,N
31977,120,12,collinear,179.983247,2.51342157,Y,N
31984,108,8,collinear,179.991362,1.72568827,Y,N
31989,84,8,collinear,179.991362,1.72568827,Y,N
31996,70,0,,,,,
31997,60,0,,,,,
31999,152,0,,,,,
32000,30,0,,,,,
32002,70,0,,,,,
32106,72,0,,,,,
32109,120,0,,,,,
32119,56,0,,,,,
32121,115,0,,,,,
32123,24,0,,,,,
32125,36,0,,,,,
32130,48,0,,,,,
32131,60,0,,,,,
31900,171,32,collinear,179.9856,3.32162867,Y,N
31903,56,0,,,,,
31911,188,18,proximity,,0.005,N,N
31915,203,32,collinear,179.992601,1.63924983,Y,N
31916,70,0,,,,,
31921,9,2,collinear,179.931922,1.94427364,Y,N
31923,10,0,,,,,
31926,80,0,,,,,
31778,136,0,,,,,
31780,199,22,collinear,179.991879,6.78441656,Y,N
31783,288,32,collinear,179.980198,1.18307269,Y,N
31785,13,2,collinear,179.971547,3.98497177,Y,N
31792,45,0,,,,,
31793,44,8,collinear,179.962984,0.82351988,Y,N
31801,240,0,,,,,
31802,60,0,,,,,
32004,44,0,,,,,
32006,48,0,,,,,
32008,106,0,,,,,
32010,53,4,proximity,,0.005,N,N
32013,84,0,,,,,
32015,48,0,,,,,
32017,45,0,,,,,
32020,72,0,,,,,
32045,40,0,,,,,
32046,34,0,,,,,
32050,64,0,,,,,
32052,176,20,collinear,179.991551,2.2234417,Y,N
32054,119,0,,,,,
32055,60,0,,,,,
32056,40,0,,,,,
32062,126,0,,,,,
32135,50,0,,,,,
32138,72,12,collinear,179.90172,2.81007117,Y,N
32142,104,0,,,,,
32144,42,0,,,,,
32146,42,0,,,,,
32149,84,0,,,,,
32151,66,0,,,,,
32156,6,0,,,,,
