building_id,n_surfaces_checked,n_defective_surfaces,first_defect_kind,first_defect_angle_deg,first_defect_edge_m,defect_on_footprint_ring,has_interzone_partner
way/434584674,40,0,,,,,
way/434584676,36,0,,,,,
way/434584678,7,2,collinear,179.989202,9.14966125,Y,N
way/434868514,39,2,collinear,179.941179,1.90940095,Y,N
way/434878268,53,0,,,,,
way/434878270,12,2,collinear,179.98518,5.37782112,Y,N
way/434878272,7,2,collinear,179.965667,4.65807793,Y,N
way/434878274,6,0,,,,,
way/434878276,11,2,collinear,179.908692,4.88716738,Y,N
way/434878279,24,0,,,,,
way/434878281,32,0,,,,,
way/434878283,34,4,collinear,179.999003,1.48262369,Y,N
way/434878302,40,0,,,,,
way/434899825,30,0,,,,,
way/434899826,24,0,,,,,
way/434899827,24,0,,,,,
way/434899828,12,0,,,,,
way/434899831,56,0,,,,,
way/434899833,24,0,,,,,
way/434899835,24,0,,,,,
way/435212753,18,0,,,,,
way/435212755,36,0,,,,,
way/435212756,24,0,,,,,
way/435212757,14,0,,,,,
way/435397042,42,0,,,,,
way/435397043,21,0,,,,,
way/435397045,40,0,,,,,
way/435397047,115,0,,,,,
way/434023855,36,0,,,,,
way/434023856,40,0,,,,,
way/434023857,33,0,,,,,
way/434023859,30,0,,,,,
way/434023861,24,0,,,,,
way/434023862,42,0,,,,,
way/434023863,28,0,,,,,
way/434025429,100,0,,,,,
way/435399153,42,0,,,,,
way/435399154,18,0,,,,,
way/435399155,20,0,,,,,
way/435399156,28,0,,,,,
way/435399157,90,0,,,,,
way/435447757,30,0,,,,,
way/435447761,8,2,collinear,179.980928,6.63213706,Y,N
way/435447762,10,2,collinear,179.94099,6.78792354,Y,N
way/435397049,9,0,,,,,
way/435397050,32,0,,,,,
way/435397051,28,0,,,,,
way/435398509,24,0,,,,,
way/435398510,27,0,,,,,
way/435398511,35,2,collinear,179.993081,3.96207433,Y,N
way/435398513,59,0,,,,,
way/435398515,78,0,,,,,
way/433014845,55,0,,,,,
way/433014846,36,0,,,,,
way/433014847,9,2,collinear,179.94895,2.71436217,Y,N
way/433014848,7,0,,,,,
way/433014850,30,0,,,,,
way/433014851,80,0,,,,,
way/433014852,10,2,collinear,179.993419,2.61448446,Y,N
way/434023854,30,0,,,,,
way/434026697,30,0,,,,,
way/434026700,9,2,collinear,179.911529,2.11801889,Y,N
way/434049326,72,0,,,,,
way/434049327,36,0,,,,,
way/434049328,67,0,,,,,
way/434049329,14,0,,,,,
way/434049330,15,2,collinear,179.978463,4.56908711,Y,N
way/434049331,40,0,,,,,
way/434899836,52,0,,,,,
way/434899837,24,0,,,,,
way/434899838,57,2,collinear,179.914258,0.60832886,Y,N
way/434899840,40,0,,,,,
way/434900093,50,0,,,,,
way/434900094,40,0,,,,,
way/434900095,30,0,,,,,
way/434900098,39,0,,,,,
way/434869416,33,0,,,,,
way/434877453,136,0,,,,,
way/434877455,100,0,,,,,
way/434877456,85,0,,,,,
way/434877457,24,0,,,,,
way/434878262,63,2,collinear,180.0,6.0654769,Y,N
way/434878265,12,2,collinear,179.993478,4.55810706,Y,N
way/434878266,30,0,,,,,
way/435212313,16,0,,,,,
way/435212314,24,0,,,,,
way/435212315,11,2,collinear,179.925995,3.61482074,Y,N
way/435212316,30,0,,,,,
way/435212318,21,0,,,,,
way/435212748,80,0,,,,,
way/435212750,7,0,,,,,
way/435212752,142,0,,,,,
way/434900099,24,0,,,,,
way/434900101,40,0,,,,,
way/434900117,28,0,,,,,
way/434900119,30,0,,,,,
way/435212309,115,0,,,,,
way/435212310,36,0,,,,,
way/435212311,27,0,,,,,
way/435212312,109,0,,,,,
way/435449435,18,0,,,,,
way/435449436,44,0,,,,,
way/435449437,75,0,,,,,
way/435449438,66,0,,,,,
way/435449439,39,2,collinear,179.976791,2.08729969,Y,N
way/435449440,36,0,,,,,
way/435449443,24,0,,,,,
way/435449444,46,0,,,,,
way/435447764,40,0,,,,,
way/435447773,75,0,,,,,
way/435447775,52,0,,,,,
way/435447777,36,0,,,,,
way/435447779,72,0,,,,,
way/435447780,56,0,,,,,
way/435449425,8,2,collinear,179.928994,13.05105333,Y,N
way/435449426,36,0,,,,,
way/435449445,18,0,,,,,
way/435449619,33,0,,,,,
way/435449622,90,0,,,,,
way/435449623,85,0,,,,,
way/435449627,28,0,,,,,
way/435505189,30,0,,,,,
way/435505191,32,0,,,,,
way/435505192,24,0,,,,,
way/435508457,18,0,,,,,
way/435508459,40,0,,,,,
way/435508460,36,0,,,,,
way/435508462,18,0,,,,,
way/435509259,55,0,,,,,
way/435509261,7,0,,,,,
way/435509262,10,0,,,,,
way/435509266,18,0,,,,,
way/435449427,11,2,collinear,179.966542,1.48818413,Y,N
way/435449428,9,2,collinear,179.999856,2.23149277,Y,N
way/435449429,52,0,,,,,
way/435449430,56,0,,,,,
way/435449431,28,0,,,,,
way/435449432,30,0,,,,,
way/435449433,24,0,,,,,
way/435449434,33,0,,,,,
way/435633561,115,0,,,,,
way/435633562,40,0,,,,,
way/435633563,10,0,,,,,
way/435633566,70,0,,,,,
way/435633568,36,0,,,,,
way/435633858,40,0,,,,,
way/435633859,30,0,,,,,
way/435633860,24,0,,,,,
way/435505193,55,0,,,,,
way/435505194,35,0,,,,,
way/435505196,30,0,,,,,
way/435508451,40,0,,,,,
way/435508452,54,0,,,,,
way/435508453,24,0,,,,,
way/435508454,24,0,,,,,
way/435508456,51,0,,,,,
way/435509267,24,0,,,,,
way/435509269,84,0,,,,,
way/435510855,55,0,,,,,
way/435510856,139,0,,,,,
way/435510857,50,0,,,,,
way/435510858,50,0,,,,,
way/435510859,45,0,,,,,
way/435510860,40,0,,,,,
way/435510994,7,2,collinear,179.954619,2.82862599,Y,N
way/435510995,30,0,,,,,
way/435510996,55,0,,,,,
way/435511300,60,0,,,,,
way/435511301,45,0,,,,,
way/435511302,9,0,,,,,
way/435511304,80,0,,,,,
way/435511305,91,0,,,,,
way/435510861,40,0,,,,,
way/435510862,96,0,,,,,
way/435510863,40,0,,,,,
way/435510864,40,0,,,,,
way/435510865,40,0,,,,,
way/435510866,48,0,,,,,
way/435510867,60,0,,,,,
way/435510868,10,2,collinear,179.966842,3.45990173,Y,N
way/435637791,30,0,,,,,
way/435637793,48,0,,,,,
way/435637794,45,0,,,,,
way/435638254,40,0,,,,,
way/435638255,56,0,,,,,
way/435638256,20,0,,,,,
way/435638257,35,0,,,,,
way/435638258,38,0,,,,,
way/435637297,56,0,,,,,
way/435637777,68,0,,,,,
way/435637779,72,0,,,,,
way/435637781,76,0,,,,,
way/435637782,24,6,collinear,179.932271,4.16953834,Y,N
way/435637784,10,0,,,,,
way/435637786,36,0,,,,,
way/435637788,90,0,,,,,
way/435639077,40,0,,,,,
way/435639200,35,0,,,,,
way/435639201,30,0,,,,,
way/435639202,52,0,,,,,
way/435639204,30,0,,,,,
way/435639205,14,0,,,,,
way/435639206,32,0,,,,,
way/435639207,26,0,,,,,
way/435638870,48,0,,,,,
way/435638871,12,2,collinear,179.92315,4.98735401,Y,N
way/435638872,32,0,,,,,
way/435638873,8,2,collinear,179.974238,4.18808715,Y,N
way/435638875,9,0,,,,,
way/435639062,30,0,,,,,
way/435639063,40,0,,,,,
way/435639065,50,0,,,,,
way/435639066,32,0,,,,,
way/435639067,21,0,,,,,
way/435639068,7,2,collinear,179.92955,2.08864741,Y,N
way/435639070,10,2,collinear,179.934103,1.46105784,Y,N
way/435639071,110,0,,,,,
way/435639072,11,0,,,,,
way/435639073,26,0,,,,,
way/435639074,11,2,collinear,179.980113,2.93106943,Y,N
way/435638858,60,0,,,,,
way/435638860,40,0,,,,,
way/435638862,45,0,,,,,
way/435638864,50,0,,,,,
way/435638865,72,0,,,,,
way/435638867,44,0,,,,,
way/435638868,79,0,,,,,
way/435638869,38,0,,,,,
way/435823567,30,0,,,,,
way/435823568,18,0,,,,,
way/435823569,33,0,,,,,
way/435823571,45,0,,,,,
way/435823572,55,0,,,,,
way/435823575,9,2,collinear,179.948972,3.3980796,Y,N
way/435823576,7,0,,,,,
way/435823577,36,0,,,,,
way/435639208,40,0,,,,,
way/435822216,50,0,,,,,
way/435822217,14,4,collinear,179.967519,3.5948114,Y,N
way/435822218,28,0,,,,,
way/435822219,21,0,,,,,
way/435822220,44,0,,,,,
way/435822222,24,0,,,,,
way/435822223,8,2,collinear,179.957574,0.84656778,Y,N
way/435822224,10,2,collinear,179.931367,2.52034918,Y,N
way/435822225,16,0,,,,,
way/435822228,32,0,,,,,
way/435822229,40,0,,,,,
way/435822364,60,0,,,,,
way/435822365,52,0,,,,,
way/435822366,24,0,,,,,
way/435822367,66,0,,,,,
way/435638259,50,0,,,,,
way/435638260,80,0,,,,,
way/435638261,15,2,collinear,179.960074,3.93050862,Y,N
way/435638262,10,2,collinear,179.962399,3.45401578,Y,N
way/435638263,36,0,,,,,
way/435638396,94,0,,,,,
way/435638397,96,0,,,,,
way/435638398,32,0,,,,,
way/435932082,51,0,,,,,
way/435932083,36,0,,,,,
way/435932205,30,0,,,,,
way/435932206,34,0,,,,,
way/435932207,56,0,,,,,
way/435932208,14,0,,,,,
way/435932451,64,0,,,,,
way/435932452,60,0,,,,,
way/435929951,24,0,,,,,
way/435929952,18,0,,,,,
way/435929953,210,0,,,,,
way/435929954,62,0,,,,,
way/435930648,70,0,,,,,
way/435930649,75,0,,,,,
way/435930650,70,0,,,,,
way/435932081,44,0,,,,,
way/435938302,42,0,,,,,
way/435941306,32,0,,,,,
way/435941312,32,0,,,,,
way/435941314,44,0,,,,,
way/435941317,10,0,,,,,
way/435941319,7,0,,,,,
way/435941321,12,0,,,,,
way/435941324,9,2,collinear,179.935529,4.86032118,Y,N
way/660242768,14,0,,,,,
way/671908209,208,0,,,,,
way/681360944,8,0,,,,,
way/924592308,9,0,,,,,
way/941927213,7,0,,,,,
way/941927214,30,0,,,,,
way/941927215,36,0,,,,,
way/941927216,43,0,,,,,
way/941927232,9,2,collinear,179.931611,1.93432676,Y,N
way/941927233,40,2,collinear,179.994644,1.57772906,Y,N
way/941927234,36,0,,,,,
way/941927235,29,0,,,,,
way/941927236,9,2,collinear,179.988979,5.48661872,Y,N
way/941927239,10,2,collinear,179.935343,5.51391123,Y,N
way/941927241,17,2,collinear,179.994473,5.00669841,Y,N
way/941927243,7,0,,,,,
way/435943258,85,0,,,,,
way/435943261,43,2,collinear,179.984401,3.26841185,Y,N
way/435943263,91,0,,,,,
way/435943264,50,0,,,,,
way/435943265,11,2,collinear,179.949758,3.5169801,Y,N
way/435943790,36,0,,,,,
way/435943791,20,0,,,,,
way/435943792,17,2,collinear,179.956987,2.086487,Y,N
way/435943795,18,0,,,,,
way/435943796,64,2,collinear,179.96086,5.14555702,Y,N
way/435943797,32,0,,,,,
way/435943799,10,0,,,,,
way/435943802,36,0,,,,,
way/435943803,36,0,,,,,
way/542783222,160,0,,,,,
way/618216965,90,0,,,,,
way/941927252,31,0,,,,,
way/941927253,21,0,,,,,
way/941927254,40,0,,,,,
way/941927255,11,2,collinear,179.919855,2.91080539,Y,N
way/942352867,32,0,,,,,
way/942352868,24,0,,,,,
way/942352869,46,0,,,,,
way/942352870,48,0,,,,,
way/942666499,7,2,collinear,179.988145,3.92222003,Y,N
way/942666500,9,0,,,,,
way/942666501,15,2,collinear,179.998796,3.76810098,Y,N
way/942666508,18,0,,,,,
way/942677962,46,0,,,,,
way/942968868,56,0,,,,,
way/942968869,48,0,,,,,
way/942968870,10,2,collinear,179.95034,9.57380781,Y,N
way/435823578,20,0,,,,,
way/435823582,84,0,,,,,
way/435927686,40,0,,,,,
way/435927690,24,0,,,,,
way/435927692,39,0,,,,,
way/435927693,441,0,,,,,
way/435927694,90,0,,,,,
way/435927695,36,0,,,,,
way/941927244,21,0,,,,,
way/941927245,6,0,,,,,
way/941927246,18,0,,,,,
way/941927247,7,0,,,,,
way/941927248,14,0,,,,,
way/941927249,8,2,collinear,179.932781,8.47425613,Y,N
way/941927250,7,2,collinear,179.973302,2.36983248,Y,N
way/941927251,9,2,collinear,179.969054,8.61346341,Y,N
way/941927217,36,0,,,,,
way/941927218,30,2,collinear,179.983091,0.61227526,Y,N
way/941927219,48,0,,,,,
way/941927220,15,0,,,,,
way/941927221,18,0,,,,,
way/941927229,30,0,,,,,
way/941927230,40,0,,,,,
way/941927231,16,0,,,,,
way/957551186,18,0,,,,,
way/957551187,72,0,,,,,
way/957650433,12,0,,,,,
way/957650434,27,0,,,,,
way/957650438,28,0,,,,,
way/957650440,16,0,,,,,
way/957650449,50,0,,,,,
way/957847558,18,0,,,,,
way/956615880,60,0,,,,,
way/956615885,7,0,,,,,
way/957114523,13,2,collinear,179.961436,5.03022942,Y,N
way/957452701,8,0,,,,,
way/957452702,7,2,collinear,179.953861,1.49226841,Y,N
way/957452704,28,0,,,,,
way/957480058,18,0,,,,,
way/957480063,9,2,collinear,179.909392,4.55199352,Y,N
way/942968871,30,0,,,,,
way/942968873,9,2,collinear,179.901158,4.96361582,Y,N
way/942968877,12,0,,,,,
way/942968878,16,0,,,,,
way/947890581,6,0,,,,,
way/947890582,21,0,,,,,
way/947890583,144,8,collinear,179.941839,8.40911743,Y,N
way/947921662,100,0,,,,,
way/953381380,28,0,,,,,
way/953381381,36,0,,,,,
way/955886067,35,0,,,,,
way/955886068,30,0,,,,,
way/955886073,18,0,,,,,
way/956365709,10,2,collinear,179.954265,1.44814398,Y,N
way/956365732,40,0,,,,,
way/956615879,48,0,,,,,
way/948239060,8,0,,,,,
way/948239061,14,2,collinear,179.906728,6.37048507,Y,N
way/948239064,8,0,,,,,
way/948239065,9,0,,,,,
way/948239067,24,0,,,,,
way/948239068,28,0,,,,,
way/948836434,21,0,,,,,
way/949370797,39,0,,,,,
way/952996071,64,0,,,,,
way/952996072,9,2,collinear,179.993204,1.0304795,Y,N
way/953381371,32,0,,,,,
way/953381372,28,0,,,,,
way/953381373,24,0,,,,,
way/953381375,32,0,,,,,
way/953381376,32,0,,,,,
way/953381378,24,0,,,,,
way/942352871,40,0,,,,,
way/942352872,22,0,,,,,
way/942352873,56,8,collinear,179.918949,2.52993379,Y,N
way/942352876,50,0,,,,,
way/942352877,40,0,,,,,
way/942352878,30,0,,,,,
way/942352881,26,4,collinear,179.97779,7.8345788,Y,N
way/942642640,18,0,,,,,
way/949370798,21,0,,,,,
way/949683581,18,0,,,,,
way/950132498,58,0,,,,,
way/950132500,30,0,,,,,
way/950143786,60,0,,,,,
way/951235308,36,0,,,,,
way/951986172,7,2,collinear,179.945507,0.71206882,Y,N
way/952996070,48,0,,,,,
way/965605243,70,0,,,,,
way/965605244,44,0,,,,,
way/965605245,61,0,,,,,
way/965605246,55,10,collinear,179.993146,2.9302976,Y,N
way/965605247,36,0,,,,,
way/965605248,8,0,,,,,
way/965605249,9,0,,,,,
way/965605250,7,0,,,,,
way/968439450,11,2,collinear,179.981018,4.28528669,Y,N
way/968439451,36,0,,,,,
way/968439452,36,0,,,,,
way/968439453,47,2,collinear,179.940472,2.77695805,Y,N
way/968439454,9,2,collinear,179.915795,6.64851141,Y,N
way/968439455,144,0,,,,,
way/968439456,55,0,,,,,
way/968439457,50,0,,,,,
way/997278117,14,2,collinear,179.914794,2.59356531,Y,N
way/997282489,10,0,,,,,
way/997282492,12,0,,,,,
way/997282496,37,0,,,,,
way/997282501,33,0,,,,,
way/997282502,21,0,,,,,
BATIMENT0000000013365727_part0,18,0,,,,,
BATIMENT0000000240877101_part0,36,0,,,,,
way/957847559,42,0,,,,,
way/957847560,107,0,,,,,
way/965605235,44,0,,,,,
way/965605236,44,8,collinear,179.912722,7.35643643,Y,N
way/965605237,45,0,,,,,
way/965605238,18,0,,,,,
way/965605241,36,0,,,,,
way/965605242,32,0,,,,,
way/965605251,26,2,collinear,179.962685,2.53068943,Y,N
way/965605253,13,2,collinear,179.977671,8.8811993,Y,N
way/965605254,72,0,,,,,
way/965605255,48,0,,,,,
way/965605259,75,0,,,,,
way/965605261,18,0,,,,,
way/965718572,88,0,,,,,
way/966274050,54,0,,,,,
BATIMENT0000000240877110_part0,36,0,,,,,
BATIMENT0000000240877122_part0,7,0,,,,,
BATIMENT0000000240877130_part0,24,0,,,,,
BATIMENT0000000240877151_part0,54,0,,,,,
BATIMENT0000000240877159_part0,25,0,,,,,
BATIMENT0000000240877160_part0,24,0,,,,,
BATIMENT0000000240877169_part0,28,0,,,,,
BATIMENT0000000240877179_part0,24,0,,,,,
way/968439458,24,2,collinear,179.927087,1.84303283,Y,N
way/977828100,45,0,,,,,
way/986380109,8,0,,,,,
way/987123363,7,0,,,,,
way/987123364,7,0,,,,,
way/987123365,16,2,collinear,179.902399,2.25059037,Y,N
way/987123366,8,0,,,,,
way/987123367,8,2,collinear,179.967194,1.76871705,Y,N
way/966274051,104,0,,,,,
way/966274052,57,0,,,,,
way/966274053,33,0,,,,,
way/966274059,12,0,,,,,
way/966274060,9,0,,,,,
way/966274062,7,0,,,,,
way/967387559,13,0,,,,,
way/968439449,238,0,,,,,
way/991543627,11,2,collinear,179.902496,2.79190562,Y,N
way/991543628,9,0,,,,,
way/997250229,9,2,collinear,179.940742,7.01252023,Y,N
way/997250230,11,0,,,,,
way/997278104,7,2,collinear,179.968464,5.92447888,Y,N
way/997278109,14,0,,,,,
way/997278110,31,0,,,,,
way/997278115,21,0,,,,,
way/987123378,36,0,,,,,
way/987508172,10,2,collinear,179.981059,2.94151475,Y,N
way/987508173,36,0,,,,,
way/987508175,7,0,,,,,
way/987508178,32,0,,,,,
way/991148821,78,0,,,,,
way/991148823,30,0,,,,,
way/991543626,8,2,collinear,179.907227,2.28482166,Y,N
BATIMENT0000000240877182_part0,10,0,,,,,
BATIMENT0000000240877183_part0,40,0,,,,,
BATIMENT0000000240877184_part0,48,0,,,,,
BATIMENT0000000240877518_part0,141,0,,,,,
BATIMENT0000000240877519_part0,44,0,,,,,
BATIMENT0000000240877522_part0,32,0,,,,,
BATIMENT0000000240877523_part0,46,0,,,,,
BATIMENT0000000240877524_part0,40,0,,,,,
BATIMENT0000000240879419_part0,223,0,,,,,
BATIMENT0000000240879442_part0,28,0,,,,,
BATIMENT0000000240879444_part0,32,0,,,,,
BATIMENT0000000240879449_part0,48,0,,,,,
BATIMENT0000000240879451_part0,8,2,collinear,179.917529,2.81900851,Y,N
BATIMENT0000000240879452_part0,48,0,,,,,
BATIMENT0000000240879459_part0,60,10,collinear,179.952394,8.02882538,Y,N
BATIMENT0000000240879467_part0,179,0,,,,,
BATIMENT0000000240879627_part0,26,0,,,,,
BATIMENT0000000240879632_part0,28,0,,,,,
BATIMENT0000000240879633_part0,28,0,,,,,
BATIMENT0000000240879635_part0,30,0,,,,,
BATIMENT0000000240879644_part0,55,0,,,,,
BATIMENT0000000240879650_part0,28,0,,,,,
BATIMENT0000000240879655_part0,32,0,,,,,
BATIMENT0000000240879660_part0,30,0,,,,,
BATIMENT0000000240879669_part0,40,0,,,,,
BATIMENT0000000240879681_part0,31,0,,,,,
BATIMENT0000000240879754_part0,20,2,collinear,179.9097,2.90988127,Y,N
BATIMENT0000000240879755_part0,30,0,,,,,
BATIMENT0000000240879756_part0,44,0,,,,,
BATIMENT0000000240879757_part0,40,0,,,,,
BATIMENT0000000240879758_part0,36,0,,,,,
BATIMENT0000000240879759_part0,32,0,,,,,
BATIMENT0000000240879468_part0,36,0,,,,,
BATIMENT0000000240879470_part0,36,0,,,,,
BATIMENT0000000240879473_part0,28,0,,,,,
BATIMENT0000000240879486_part0,24,0,,,,,
BATIMENT0000000240879492_part0,268,58,collinear,179.988363,1.6536753,Y,N
BATIMENT0000000240879506_part0,40,0,,,,,
BATIMENT0000000240879510_part0,40,0,,,,,
BATIMENT0000000240879511_part0,40,0,,,,,
BATIMENT0000000240879573_part0,195,0,,,,,
BATIMENT0000000240879577_part0,64,0,,,,,
BATIMENT0000000240879580_part0,48,0,,,,,
BATIMENT0000000240879598_part0,36,0,,,,,
BATIMENT0000000240879604_part0,36,0,,,,,
BATIMENT0000000240879614_part0,30,0,,,,,
BATIMENT0000000240879616_part0,32,0,,,,,
BATIMENT0000000240879618_part0,8,0,,,,,
BATIMENT0000000240877537_part0,40,0,,,,,
BATIMENT0000000240877538_part0,24,0,,,,,
BATIMENT0000000240878030_part0,168,6,collinear,179.962985,1.30384048,Y,N
BATIMENT0000000240878034_part0,27,0,,,,,
BATIMENT0000000240878035_part0,255,10,collinear,180.0,0.2,Y,N
BATIMENT0000000240879396_part0,56,0,,,,,
BATIMENT0000000240879409_part0,184,0,,,,,
BATIMENT0000000240879414_part0,28,0,,,,,
BATIMENT0000000240879897_part0,36,0,,,,,
BATIMENT0000000240879900_part0,52,0,,,,,
BATIMENT0000000240879902_part0,71,0,,,,,
BATIMENT0000000240879905_part0,56,0,,,,,
BATIMENT0000000240879934_part0,42,2,collinear,180.0,0.1,Y,N
BATIMENT0000000240879935_part0,32,0,,,,,
BATIMENT0000000240879936_part0,44,0,,,,,
BATIMENT0000000240879937_part0,68,0,,,,,
BATIMENT0000000240879760_part0,60,0,,,,,
BATIMENT0000000240879761_part0,33,0,,,,,
BATIMENT0000000240879764_part0,24,0,,,,,
BATIMENT0000000240879766_part0,24,0,,,,,
BATIMENT0000000240879767_part0,120,0,,,,,
BATIMENT0000000240879768_part0,25,0,,,,,
BATIMENT0000000240879788_part0,36,0,,,,,
BATIMENT0000000240879789_part0,174,0,,,,,
BATIMENT0000000240879957_part0,220,0,,,,,
BATIMENT0000000240879959_part0,32,0,,,,,
BATIMENT0000000240879963_part0,28,0,,,,,
BATIMENT0000000240879964_part0,28,0,,,,,
BATIMENT0000000240879965_part0,28,0,,,,,
BATIMENT0000000240879966_part0,9,0,,,,,
BATIMENT0000000240879968_part0,8,2,collinear,179.930848,6.4902416,Y,N
BATIMENT0000000240879971_part0,28,0,,,,,
BATIMENT0000000240880044_part0,152,0,,,,,
BATIMENT0000000240880046_part0,60,0,,,,,
BATIMENT0000000240880048_part0,48,0,,,,,
BATIMENT0000000240880049_part0,8,0,,,,,
BATIMENT0000000240880050_part0,9,0,,,,,
BATIMENT0000000240880053_part0,40,0,,,,,
BATIMENT0000000240880055_part0,16,0,,,,,
BATIMENT0000000240880056_part0,54,0,,,,,
BATIMENT0000000240877525_part0,92,0,,,,,
BATIMENT0000000240877526_part0,108,0,,,,,
BATIMENT0000000240877527_part0,605,0,,,,,
BATIMENT0000000240877528_part0,40,0,,,,,
BATIMENT0000000240877529_part0,28,0,,,,,
BATIMENT0000000240877530_part0,32,0,,,,,
BATIMENT0000000240877531_part0,36,0,,,,,
BATIMENT0000000240877534_part0,245,0,,,,,
BATIMENT0000000240880083_part0,8,0,,,,,
BATIMENT0000000240880086_part0,36,0,,,,,
BATIMENT0000000240880088_part0,36,0,,,,,
BATIMENT0000000240880089_part0,40,0,,,,,
BATIMENT0000000240880091_part0,44,0,,,,,
BATIMENT0000000240880092_part0,28,0,,,,,
BATIMENT0000000240880094_part0,13,0,,,,,
BATIMENT0000000240880095_part0,180,8,collinear,180.0,0.101,Y,N
BATIMENT0000000240880059_part0,44,0,,,,,
BATIMENT0000000240880060_part0,190,0,,,,,
BATIMENT0000000240880061_part0,64,0,,,,,
BATIMENT0000000240880071_part0,6,0,,,,,
BATIMENT0000000240880075_part0,32,0,,,,,
BATIMENT0000000240880079_part0,6,0,,,,,
BATIMENT0000000240880081_part0,28,0,,,,,
BATIMENT0000000240880082_part0,8,2,collinear,179.971648,2.69533078,Y,N
BATIMENT0000000240879972_part0,77,0,,,,,
BATIMENT0000000240879975_part0,77,0,,,,,
BATIMENT0000000240879976_part0,54,0,,,,,
BATIMENT0000000240879977_part0,54,0,,,,,
BATIMENT0000000240879979_part0,42,0,,,,,
BATIMENT0000000240879980_part0,76,0,,,,,
BATIMENT0000000240879981_part0,56,2,collinear,180.0,1.201,Y,N
BATIMENT0000000240879983_part0,208,0,,,,,
BATIMENT0000000240880105_part0,32,0,,,,,
BATIMENT0000000240880106_part0,48,0,,,,,
BATIMENT0000000240880107_part0,48,0,,,,,
BATIMENT0000000240880108_part0,52,0,,,,,
BATIMENT0000000240880109_part0,64,0,,,,,
BATIMENT0000000240880110_part0,56,0,,,,,
BATIMENT0000000240880111_part0,47,2,collinear,179.999139,3.13477527,Y,N
BATIMENT0000000240880112_part0,100,0,,,,,
BATIMENT0000000240879942_part0,378,2,collinear,180.0,0.1,Y,N
BATIMENT0000000240879946_part0,408,12,collinear,179.999999,0.14142136,Y,N
BATIMENT0000000240879949_part0,70,0,,,,,
BATIMENT0000000240879950_part0,48,0,,,,,
BATIMENT0000000240879953_part0,32,0,,,,,
BATIMENT0000000240879954_part0,44,0,,,,,
BATIMENT0000000240879955_part0,36,0,,,,,
BATIMENT0000000240879956_part0,40,0,,,,,
BATIMENT0000000240879518_part0,28,0,,,,,
BATIMENT0000000240879534_part0,70,0,,,,,
BATIMENT0000000240879546_part0,459,0,,,,,
BATIMENT0000000240879550_part0,44,0,,,,,
BATIMENT0000000240879556_part0,52,0,,,,,
BATIMENT0000000240879558_part0,77,0,,,,,
BATIMENT0000000240879564_part0,182,0,,,,,
BATIMENT0000000240879572_part0,232,0,,,,,
BATIMENT0000000240880001_part0,140,0,,,,,
BATIMENT0000000240880004_part0,88,0,,,,,
BATIMENT0000000240880008_part0,60,0,,,,,
BATIMENT0000000240880009_part0,181,0,,,,,
BATIMENT0000000240880010_part0,181,0,,,,,
BATIMENT0000000240880011_part0,63,0,,,,,
BATIMENT0000000240880013_part0,12,0,,,,,
BATIMENT0000000240880014_part0,28,0,,,,,
BATIMENT0000000240880024_part0,11,0,,,,,
BATIMENT0000000240880027_part0,48,0,,,,,
BATIMENT0000000240880029_part0,28,0,,,,,
BATIMENT0000000240880031_part0,24,0,,,,,
BATIMENT0000000240880034_part0,36,0,,,,,
BATIMENT0000000240880035_part0,60,0,,,,,
BATIMENT0000000240880036_part0,54,0,,,,,
BATIMENT0000000240880043_part0,276,12,collinear,179.918615,2.47119445,Y,N
BATIMENT0000000240880096_part0,64,0,,,,,
BATIMENT0000000240880097_part0,28,0,,,,,
BATIMENT0000000240880098_part0,60,0,,,,,
BATIMENT0000000240880100_part0,222,0,,,,,
BATIMENT0000000240880101_part0,42,0,,,,,
BATIMENT0000000240880102_part0,29,0,,,,,
BATIMENT0000000240880103_part0,48,0,,,,,
BATIMENT0000000240880104_part0,132,0,,,,,
BATIMENT0000000240880162_part0,72,0,,,,,
BATIMENT0000000240880163_part0,28,0,,,,,
BATIMENT0000000240880169_part0,17,0,,,,,
BATIMENT0000000240880170_part0,9,0,,,,,
BATIMENT0000000240880171_part0,60,0,,,,,
BATIMENT0000000240880172_part0,10,0,,,,,
BATIMENT0000000240880173_part0,28,0,,,,,
BATIMENT0000000240880174_part0,40,0,,,,,
BATIMENT0000000240880113_part0,40,0,,,,,
BATIMENT0000000240880114_part0,60,0,,,,,
BATIMENT0000000240880119_part0,81,0,,,,,
BATIMENT0000000240880120_part0,258,10,collinear,179.959941,1.0926779,Y,N
BATIMENT0000000240880121_part0,56,0,,,,,
BATIMENT0000000240880122_part0,70,0,,,,,
BATIMENT0000000240880124_part0,28,0,,,,,
BATIMENT0000000240880125_part0,44,0,,,,,
BATIMENT0000000240880145_part0,44,0,,,,,
BATIMENT0000000240880147_part0,48,0,,,,,
BATIMENT0000000240880149_part0,8,0,,,,,
BATIMENT0000000240880150_part0,24,0,,,,,
BATIMENT0000000240880151_part0,179,0,,,,,
BATIMENT0000000240880159_part0,21,0,,,,,
BATIMENT0000000240880160_part0,28,0,,,,,
BATIMENT0000000240880161_part0,27,0,,,,,
BATIMENT0000000240880015_part0,60,0,,,,,
BATIMENT0000000240880016_part0,70,0,,,,,
BATIMENT0000000240880017_part0,48,0,,,,,
BATIMENT0000000240880018_part0,176,0,,,,,
