building_id,district,stem,reason
relation/12582232,ES-MAD-BERRUGUETE,c0469f277749f93e,idf_changed
relation/12582233,ES-MAD-BERRUGUETE,c6e90803c98dba87,idf_changed
relation/12582234,ES-MAD-BERRUGUETE,a776387b1281ccea,idf_changed
relation/12586384,ES-MAD-BERRUGUETE,f37e1223ce23033c,idf_changed
relation/12628570,ES-MAD-BERRUGUETE,19f9bca61b89709d,new_building
relation/12628571,ES-MAD-BERRUGUETE,185b31a856fe0fac,idf_changed
relation/12628572,ES-MAD-BERRUGUETE,34c7b090ab436a53,idf_changed
relation/12638102,ES-MAD-BERRUGUETE,c618dfeb21e06f07,idf_changed
relation/12638103,ES-MAD-BERRUGUETE,81c43893177d0d80,idf_changed
relation/12700585,ES-MAD-BERRUGUETE,446f5434568f28e3,idf_changed
relation/12700645,ES-MAD-BERRUGUETE,c71e82e57d99bed1,idf_changed
relation/12702624,ES-MAD-BERRUGUETE,1d78cf9122f19e7a,idf_changed
relation/12702625,ES-MAD-BERRUGUETE,19353088b38e9293,new_building
relation/12702626,ES-MAD-BERRUGUETE,8912451f8d1d6584,idf_changed
relation/12702627,ES-MAD-BERRUGUETE,17fbaa5f295509bc,idf_changed
relation/12702628,ES-MAD-BERRUGUETE,8d717b848f17f68d,idf_changed
relation/12702630,ES-MAD-BERRUGUETE,cfd38851e11bd9f2,idf_changed
relation/12702631,ES-MAD-BERRUGUETE,c2e07c6ddc86dc8e,idf_changed
relation/12702632,ES-MAD-BERRUGUETE,be68dcc0e83d5725,idf_changed
relation/12704090,ES-MAD-BERRUGUETE,3bc130c6f2491edc,idf_changed
relation/12706920,ES-MAD-BERRUGUETE,9f5c50f79a7d4f15,idf_changed
relation/12707194,ES-MAD-BERRUGUETE,ef9158b002b048ed,idf_changed
relation/12707195,ES-MAD-BERRUGUETE,4a3cf6b3b80ba8ee,idf_changed
relation/12713025,ES-MAD-BERRUGUETE,77bd02d23440ce54,idf_changed
relation/12713026,ES-MAD-BERRUGUETE,452f921168d22895,idf_changed
relation/12720242,ES-MAD-BERRUGUETE,0ca1486e737f8809,idf_changed
relation/12725306,ES-MAD-BERRUGUETE,cf6d326094b66d37,idf_changed
relation/12743488,ES-MAD-BERRUGUETE,8646e385d56d94f9,idf_changed
relation/12765477,ES-MAD-BERRUGUETE,d634186e5eec2148,idf_changed
relation/12765478,ES-MAD-BERRUGUETE,634a622529b8455a,idf_changed
relation/12771675,ES-MAD-BERRUGUETE,d7bef8de84c0c135,idf_changed
relation/12771676,ES-MAD-BERRUGUETE,8b3598ac47b3f4a0,idf_changed
relation/12794755,ES-MAD-BERRUGUETE,c089a1b34d5922a4,idf_changed
relation/12800463,ES-MAD-BERRUGUETE,b56c88c9dbd87279,idf_changed
relation/12800464,ES-MAD-BERRUGUETE,919157f68be36042,idf_changed
relation/12800465,ES-MAD-BERRUGUETE,890016e14f4ecc5e,idf_changed
relation/12803889,ES-MAD-BERRUGUETE,cc41d0f84f68ceda,idf_changed
relation/12803902,ES-MAD-BERRUGUETE,08e084e234959ba2,idf_changed
relation/12818819,ES-MAD-BERRUGUETE,919761afea1827b3,new_building
relation/12837455,ES-MAD-BERRUGUETE,a00df89085b2cd0c,idf_changed
relation/12837457,ES-MAD-BERRUGUETE,c2577233c56f2d0b,idf_changed
relation/12863111,ES-MAD-BERRUGUETE,dc4c8768bb34abb7,idf_changed
relation/12867469,ES-MAD-BERRUGUETE,bb4d3f44d4fbe5b1,idf_changed
relation/12876435,ES-MAD-BERRUGUETE,1271cddbf6bd1e8a,idf_changed
relation/12876436,ES-MAD-BERRUGUETE,ee59f26430f27ad4,idf_changed
relation/12877779,ES-MAD-BERRUGUETE,d342db5179c1ac49,idf_changed
relation/12877780,ES-MAD-BERRUGUETE,e21bec78b937acf5,idf_changed
relation/12882209,ES-MAD-BERRUGUETE,5c52d86539f5f682,idf_changed
relation/12891866,ES-MAD-BERRUGUETE,9670c5cdbba65eea,idf_changed
relation/12891867,ES-MAD-BERRUGUETE,e1e63c62f8b852ef,idf_changed
relation/12891868,ES-MAD-BERRUGUETE,edea5e0e81996fc3,idf_changed
relation/12931517,ES-MAD-BERRUGUETE,0c479868a7ac0df9,idf_changed
relation/12931518,ES-MAD-BERRUGUETE,98286196c85678d6,idf_changed
relation/12993356,ES-MAD-BERRUGUETE,f734f8445bc66815,idf_changed
relation/13005466,ES-MAD-BERRUGUETE,bdea183b20e2e24c,idf_changed
relation/13033799,ES-MAD-BERRUGUETE,5c02f3cab5a0613d,idf_changed
relation/13033800,ES-MAD-BERRUGUETE,643e9972f4f04889,idf_changed
relation/13033801,ES-MAD-BERRUGUETE,869223a6b12365f5,idf_changed
relation/13113580,ES-MAD-BERRUGUETE,f312610a17448b69,new_building
relation/13113581,ES-MAD-BERRUGUETE,97669cf3c31f9c97,idf_changed
relation/13146436,ES-MAD-BERRUGUETE,a5d3b1ad4c1b72f3,idf_changed
relation/13146437,ES-MAD-BERRUGUETE,910a2f05e7cee5e2,idf_changed
relation/13146438,ES-MAD-BERRUGUETE,d693af1a484015d1,idf_changed
relation/13160790,ES-MAD-BERRUGUETE,6e786c27ec16ef00,idf_changed
relation/13160791,ES-MAD-BERRUGUETE,117eaf493c1eb230,idf_changed
relation/13263924,ES-MAD-BERRUGUETE,7a62499d5756d6be,idf_changed
relation/13263925,ES-MAD-BERRUGUETE,a6ae5d2905c6afa5,idf_changed
relation/13277439,ES-MAD-BERRUGUETE,eff7f975e76feac8,idf_changed
relation/13296657,ES-MAD-BERRUGUETE,66f7ad439542e6c2,idf_changed
relation/13303818,ES-MAD-BERRUGUETE,10f7ce2d005e825f,idf_changed
relation/13306447,ES-MAD-BERRUGUETE,6bbac3cd74491459,idf_changed
relation/13307655,ES-MAD-BERRUGUETE,c77aa0929b820add,idf_changed
