building_id,district,stem,geometry_outcome,has_whole_zone,census_k,census_drawn_per_floor,census_status,census_spread,census_verdict,storeys,area_m2,recoverable
way/432866211,ES-MAD-BERRUGUETE,7c2c162c88e653fc,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,2,direct,0.2655,PASS,4,187,Y
way/432866212,ES-MAD-BERRUGUETE,5bccbb1a3dd45857,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,3,103,N
way/432866213,ES-MAD-BERRUGUETE,cf2deb28bb46e752,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,3,180,N
way/432864105,ES-MAD-BERRUGUETE,41c71c9958cac011,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,2,direct,1.0,PASS,4,142,Y
way/432864406,ES-MAD-BERRUGUETE,8cbcabf9dbcc396b,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,6,6,direct,0.5424,PASS,2,121,Y
way/432864412,ES-MAD-BERRUGUETE,e60cd4dd030a4380,DWELLING_LAYOUT_EMITTED,N,2,2,direct,0.2049,PASS,2,154,N
way/432864413,ES-MAD-BERRUGUETE,21e84e8fac3fae2a,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,1,1,direct,1.0,PASS,3,165,N
way/432864414,ES-MAD-BERRUGUETE,609404ef061555bc,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,1,1,direct,1.0,PASS,4,74,N
way/432864416,ES-MAD-BERRUGUETE,a1a55dff67bc763c,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,2,direct,1.0,PASS,5,272,Y
way/432864417,ES-MAD-BERRUGUETE,5b384f42b14776bc,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,3,3,direct,0.5013,PASS,5,222,Y
way/432864418,ES-MAD-BERRUGUETE,1e4daff30ccf7381,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,3,718,N
way/432867091,ES-MAD-BERRUGUETE,8c0d5a713becb0c6,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,3,65,N
way/432867093,ES-MAD-BERRUGUETE,bd701b655d562ae5,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,4,4,direct,0.7582,PASS,3,294,Y
way/432867095,ES-MAD-BERRUGUETE,46436731ffac89b6,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,4,4,direct,0.9998,PASS,5,172,Y
way/432867096,ES-MAD-BERRUGUETE,65f13b37adb27b81,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,4,4,direct,0.9999,PASS,5,284,Y
way/432867099,ES-MAD-BERRUGUETE,7e48ebf5c7eadda3,DWELLING_LAYOUT_EMITTED,N,1,,GENERIC_NO_CENSUS,,GENERIC,3,74,N
way/433014080,ES-MAD-BERRUGUETE,04d7d6b72297ba7e,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,2,direct,0.6105,PASS,4,79,Y
way/433014081,ES-MAD-BERRUGUETE,d994787334fccedb,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,4,119,N
way/433014082,ES-MAD-BERRUGUETE,760c6d51e5e84c5a,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,2,direct,0.9999,PASS,4,95,Y
way/432864638,ES-MAD-BERRUGUETE,d6862396bb4901a9,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,2,direct,1.0,PASS,3,233,Y
way/432864641,ES-MAD-BERRUGUETE,0c3bc71903ff9a4e,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,4,4,direct,0.0937,PASS,4,216,Y
way/432864978,ES-MAD-BERRUGUETE,e74c5297f3cfebd3,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,3,3,direct,0.9838,PASS,3,189,Y
way/432864979,ES-MAD-BERRUGUETE,5316c2e5fcf979d2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,2,direct,0.9999,PASS,6,131,Y
way/432864980,ES-MAD-BERRUGUETE,b5d8d15c904ebdcd,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,1,1,direct,1.0,PASS,6,80,N
way/432864981,ES-MAD-BERRUGUETE,9e8827528e944c62,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,2,direct,1.0,PASS,6,395,Y
way/432864982,ES-MAD-BERRUGUETE,21d00bdc8eedb226,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,2,direct,0.1527,PASS,6,212,Y
way/432865814,ES-MAD-BERRUGUETE,84ebf126f05cabeb,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,4,4,direct,0.9998,PASS,3,169,Y
way/434025431,ES-MAD-BERRUGUETE,1f682d2379be25ae,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,10,10,direct,0.9998,PASS,3,245,Y
way/434025434,ES-MAD-BERRUGUETE,9e94af87398632f9,DWELLING_LAYOUT_EMITTED,N,1,,GENERIC_NO_CENSUS,,GENERIC,3,162,N
way/434025437,ES-MAD-BERRUGUETE,bf293237e6b21a12,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,1,1,direct,1.0,PASS,5,82,N
way/434025438,ES-MAD-BERRUGUETE,25d639e6ef8d3698,DWELLING_LAYOUT_EMITTED,N,1,,GENERIC_NO_CENSUS,,GENERIC,1,37,N
way/434025443,ES-MAD-BERRUGUETE,4ffd78a32cf224a2,DWELLING_LAYOUT_EMITTED,N,1,,GENERIC_NO_CENSUS,,GENERIC,1,39,N
way/434026687,ES-MAD-BERRUGUETE,d38f1978192c7912,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,3,110,N
way/434026690,ES-MAD-BERRUGUETE,70195888bf397f58,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,1,1,direct,1.0,PASS,3,116,N
way/434026694,ES-MAD-BERRUGUETE,b4941224960b936b,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,2,direct,0.9448,PASS,3,192,Y
way/434868515,ES-MAD-BERRUGUETE,2cf5fc3c4382d48f,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,2,direct,1.0,PASS,3,144,Y
way/434868516,ES-MAD-BERRUGUETE,702f5021628a9a11,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,4,4,direct,0.4411,PASS,3,166,Y
way/434868517,ES-MAD-BERRUGUETE,71844c30d3580f17,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,2,direct,0.9999,PASS,4,155,Y
way/434868518,ES-MAD-BERRUGUETE,6c19c2f17fe9a945,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,1,1,direct,1.0,PASS,5,131,N
way/434869412,ES-MAD-BERRUGUETE,fab3a8d792da15b2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,3,3,direct,1.0,PASS,6,401,Y
way/434869413,ES-MAD-BERRUGUETE,1e82647b4df2071a,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,3,3,direct,0.9999,PASS,5,158,Y
way/434869414,ES-MAD-BERRUGUETE,6fda1fc8cdb092d2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,3,3,direct,0.4722,PASS,3,128,Y
way/434869415,ES-MAD-BERRUGUETE,355ace754731337d,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,4,131,N
way/433014323,ES-MAD-BERRUGUETE,803d0afdbbbb83e9,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,3,,GENERIC_NO_CENSUS,,GENERIC,3,210,N
way/433014324,ES-MAD-BERRUGUETE,4ed1df78bed7ceab,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,,GENERIC_NO_CENSUS,,GENERIC,3,115,N
way/433014325,ES-MAD-BERRUGUETE,bc15678beb9c5ece,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,1,,GENERIC_NO_CENSUS,,GENERIC,3,145,N
way/433014326,ES-MAD-BERRUGUETE,ea7734c088249759,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,5,,GENERIC_NO_CENSUS,,GENERIC,3,321,N
way/433014327,ES-MAD-BERRUGUETE,a02240b1f5f686bf,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,,GENERIC_NO_CENSUS,,GENERIC,3,129,N
way/433014841,ES-MAD-BERRUGUETE,f6118863614d5a9a,DWELLING_LAYOUT_EMITTED,N,3,,GENERIC_NO_CENSUS,,GENERIC,3,192,N
way/433014842,ES-MAD-BERRUGUETE,98827ae3c96ac1d0,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,3,,GENERIC_NO_CENSUS,,GENERIC,3,187,N
way/433014844,ES-MAD-BERRUGUETE,6c91dbf6a0a51b47,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,,GENERIC_NO_CENSUS,,GENERIC,3,144,N
way/434878285,ES-MAD-BERRUGUETE,fffddece4488ebfc,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,3,79,N
way/434878287,ES-MAD-BERRUGUETE,0a8a4134ff9c076f,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,5,5,direct,0.3828,PASS,4,598,Y
way/434878289,ES-MAD-BERRUGUETE,8b1bec54b375e9dc,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,5,5,direct,0.4176,PASS,4,595,Y
way/434878292,ES-MAD-BERRUGUETE,27cb0d7cd641fb06,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,5,221,N
way/434878294,ES-MAD-BERRUGUETE,205e196535b7c98c,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,3,214,N
way/434878296,ES-MAD-BERRUGUETE,b71874d4a0f588e4,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,1,1,direct,1.0,PASS,5,89,N
way/434878298,ES-MAD-BERRUGUETE,0e80874547381141,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,3,3,direct,0.9998,PASS,7,182,Y
way/434878300,ES-MAD-BERRUGUETE,e0e00d8530dc4b90,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,3,3,direct,0.9999,PASS,5,261,Y
way/434049332,ES-MAD-BERRUGUETE,14e1e378008531ea,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,2,50,N
way/434049333,ES-MAD-BERRUGUETE,18acbc2350e734e4,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,1,1,direct,1.0,PASS,3,66,N
way/434584670,ES-MAD-BERRUGUETE,2136ff0054eaff50,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,4,4,direct,0.9998,PASS,4,197,Y
way/434584672,ES-MAD-BERRUGUETE,c9646de4bb5077ce,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,4,101,N
way/434584674,ES-MAD-BERRUGUETE,a932932ac405e9c2,DWELLING_LAYOUT_EMITTED,N,2,2,direct,0.9999,PASS,4,114,N
way/434584676,ES-MAD-BERRUGUETE,1490a297c20962f8,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,2,direct,0.9999,PASS,4,124,Y
way/434584678,ES-MAD-BERRUGUETE,e352d4858b5e1821,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,4,180,N
way/434868514,ES-MAD-BERRUGUETE,872f2c2e454b9c77,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,4,183,N
way/434878268,ES-MAD-BERRUGUETE,fe39776abb1de877,DWELLING_LAYOUT_EMITTED,N,1,,GENERIC_NO_CENSUS,,GENERIC,1,84,N
way/434878270,ES-MAD-BERRUGUETE,a68f8bbe3f627928,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,4,617,N
way/434878272,ES-MAD-BERRUGUETE,3f03bd702d2650af,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,4,192,N
way/434878274,ES-MAD-BERRUGUETE,6f8046a1ab198e97,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,1,90,N
way/434878276,ES-MAD-BERRUGUETE,9d974855964f9d4c,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,3,167,N
way/434878279,ES-MAD-BERRUGUETE,f2ad9879cc72a53b,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,4,4,direct,0.4999,PASS,4,194,Y
way/434878281,ES-MAD-BERRUGUETE,b47405290e80eccc,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,3,72,N
way/434878283,ES-MAD-BERRUGUETE,3b5bd948499dda26,DWELLING_LAYOUT_EMITTED,N,4,4,direct,0.7803,PASS,1,150,N
way/434878302,ES-MAD-BERRUGUETE,2c599e6c490ed0d0,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,3,3,direct,0.9998,PASS,5,133,Y
way/434899825,ES-MAD-BERRUGUETE,baaca3597d6279ce,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,3,121,N
way/434899826,ES-MAD-BERRUGUETE,221004a99d8aea6a,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,2,direct,0.278,PASS,3,114,Y
way/434899827,ES-MAD-BERRUGUETE,ddc725436dec9766,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,1,1,direct,1.0,PASS,4,105,N
way/434899828,ES-MAD-BERRUGUETE,395f7ee4fc686a8b,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,2,98,N
way/434899831,ES-MAD-BERRUGUETE,5e9260d2276a4f3a,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,12,,GENERIC_NO_CENSUS,,GENERIC,3,1082,N
way/434899833,ES-MAD-BERRUGUETE,f046a2169d412641,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,2,direct,0.2055,PASS,3,295,Y
way/434899835,ES-MAD-BERRUGUETE,654b0bed000b554a,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,2,direct,1.0,PASS,2,98,Y
way/435212753,ES-MAD-BERRUGUETE,f24490f0f5a6024c,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,1,1,direct,1.0,PASS,4,275,N
way/435212755,ES-MAD-BERRUGUETE,7036be961de23509,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,7,7,direct,0.9998,PASS,4,682,Y
way/435212756,ES-MAD-BERRUGUETE,b3a72cccb2b91f80,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,7,7,direct,0.4999,PASS,4,242,Y
way/435212757,ES-MAD-BERRUGUETE,40d5ac1a3e177e83,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,1,1,direct,1.0,PASS,4,115,N
way/435397042,ES-MAD-BERRUGUETE,043485b392e4e602,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,3,3,direct,0.5,PASS,6,222,Y
way/435397043,ES-MAD-BERRUGUETE,e006f12d7a184460,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,4,134,N
way/435397045,ES-MAD-BERRUGUETE,a369b68379f09d1c,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,2,direct,1.0,PASS,4,165,Y
way/435397047,ES-MAD-BERRUGUETE,3c06ed8318aaf37f,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,6,6,direct,0.2595,PASS,5,225,Y
way/434023855,ES-MAD-BERRUGUETE,28f3eb6accb50659,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,4,4,direct,0.9998,PASS,4,299,Y
way/434023856,ES-MAD-BERRUGUETE,96ebb34b30b25640,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,4,80,N
way/434023857,ES-MAD-BERRUGUETE,de088fbd2bd52292,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,4,122,N
way/434023859,ES-MAD-BERRUGUETE,2733059ed33ce326,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,4,156,N
way/434023861,ES-MAD-BERRUGUETE,5b06de4de9ac637f,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,5,5,direct,0.5385,PASS,3,173,Y
way/434023862,ES-MAD-BERRUGUETE,ceb1408aea13c2cd,DWELLING_LAYOUT_EMITTED,N,2,2,direct,0.9999,PASS,4,140,N
way/434023863,ES-MAD-BERRUGUETE,6bc54e64e3aed61c,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,2,direct,0.9999,PASS,4,145,Y
way/434025429,ES-MAD-BERRUGUETE,25632224f21f3a74,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,6,6,direct,0.9998,PASS,5,592,Y
way/435399153,ES-MAD-BERRUGUETE,3061c84a08023d6d,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,11,11,direct,0.9998,PASS,3,767,Y
way/435399154,ES-MAD-BERRUGUETE,ab47061994fc9a23,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,3,3,direct,0.9999,PASS,3,189,Y
way/435399155,ES-MAD-BERRUGUETE,1fd4a18f09333f21,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,6,6,direct,0.9998,PASS,2,253,Y
way/435399156,ES-MAD-BERRUGUETE,abfc022c2dfbd9a6,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,3,3,direct,0.9999,PASS,4,299,Y
way/435399157,ES-MAD-BERRUGUETE,59184e1fc0cb4c4b,DWELLING_LAYOUT_EMITTED,N,2,2,direct,0.9999,PASS,5,124,N
way/435447757,ES-MAD-BERRUGUETE,b1d3459df681d269,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,,GENERIC_NO_CENSUS,,GENERIC,3,138,N
way/435447761,ES-MAD-BERRUGUETE,c9f16c645eaf4ee2,DWELLING_LAYOUT_EMITTED,N,5,,GENERIC_NO_CENSUS,,GENERIC,3,325,N
way/435447762,ES-MAD-BERRUGUETE,e983324065af6f92,DWELLING_LAYOUT_EMITTED,N,5,,GENERIC_NO_CENSUS,,GENERIC,3,351,N
way/435397049,ES-MAD-BERRUGUETE,6bf5a53b01f3f920,FALLBACK_PENDING_LAYOUT,Y,10,10,direct,0.6664,FAIL,1,46,Y
way/435397050,ES-MAD-BERRUGUETE,59a6357438ad1934,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,2,direct,0.9999,PASS,4,275,Y
way/435397051,ES-MAD-BERRUGUETE,d12afbcdf482d76e,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,3,3,direct,0.9999,PASS,4,237,Y
way/435398509,ES-MAD-BERRUGUETE,1f214c62c5716d5d,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,2,direct,0.9999,PASS,4,305,Y
way/435398510,ES-MAD-BERRUGUETE,73f791a4ebf11f25,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,2,direct,0.9375,PASS,3,213,Y
way/435398511,ES-MAD-BERRUGUETE,f1ce453d8fa05220,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,4,102,N
way/435398513,ES-MAD-BERRUGUETE,103f09bbbb63c58a,DWELLING_LAYOUT_EMITTED,N,3,3,direct,0.2187,PASS,3,181,N
way/435398515,ES-MAD-BERRUGUETE,98690471d7ce5717,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,6,6,direct,0.2441,PASS,3,304,Y
way/433014845,ES-MAD-BERRUGUETE,3d6af873c66b7612,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,1,,GENERIC_NO_CENSUS,,GENERIC,3,103,N
way/433014846,ES-MAD-BERRUGUETE,cd5568b35e62b721,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,3,,GENERIC_NO_CENSUS,,GENERIC,3,200,N
way/433014847,ES-MAD-BERRUGUETE,d7f0bc37ca5a2505,DWELLING_LAYOUT_EMITTED,N,1,,GENERIC_NO_CENSUS,,GENERIC,3,67,N
way/433014848,ES-MAD-BERRUGUETE,07e8a7c174a806ee,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,1,53,N
way/433014850,ES-MAD-BERRUGUETE,7ef91b8ae05fc463,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,1,1,direct,1.0,PASS,3,62,N
way/433014851,ES-MAD-BERRUGUETE,91235b59709abe1b,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,2,direct,0.9999,PASS,4,129,Y
way/433014852,ES-MAD-BERRUGUETE,5a6f4da32942b32f,DWELLING_LAYOUT_EMITTED,N,1,,GENERIC_NO_CENSUS,,GENERIC,2,59,N
way/434023854,ES-MAD-BERRUGUETE,aefb72958ea35425,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,5,5,direct,0.5,PASS,3,255,Y
way/434026697,ES-MAD-BERRUGUETE,faccf1c7907eb2f6,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,3,3,direct,0.5,PASS,3,221,Y
way/434026700,ES-MAD-BERRUGUETE,c402cbe6b49292fe,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,1,39,N
way/434049326,ES-MAD-BERRUGUETE,670ef50f59d979d0,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,4,4,direct,0.1349,PASS,4,348,Y
way/434049327,ES-MAD-BERRUGUETE,d330203ed300a08f,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,4,68,N
way/434049328,ES-MAD-BERRUGUETE,5a1e2b6b82a39a98,DWELLING_LAYOUT_EMITTED,N,2,2,direct,0.9639,PASS,4,99,N
way/434049329,ES-MAD-BERRUGUETE,3004a6580b674997,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,4,108,N
way/434049330,ES-MAD-BERRUGUETE,3403b3c947577346,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,2,92,N
way/434049331,ES-MAD-BERRUGUETE,a1ae36275b729fd1,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,1,1,direct,1.0,PASS,5,147,N
way/434899836,ES-MAD-BERRUGUETE,807234c5bff80aed,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,2,direct,0.3731,PASS,4,142,Y
way/434899837,ES-MAD-BERRUGUETE,f1404d7de59b825e,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,2,direct,0.9999,PASS,4,112,Y
way/434899838,ES-MAD-BERRUGUETE,8d3967da5e077db8,DWELLING_LAYOUT_EMITTED,N,9,9,direct,0.7998,PASS,1,146,N
way/434899840,ES-MAD-BERRUGUETE,925ba6beffb7eb6a,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,3,3,direct,0.5,PASS,4,267,Y
way/434900093,ES-MAD-BERRUGUETE,ba2fa2bc6cb6d6ac,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,5,5,direct,0.1428,PASS,5,398,Y
way/434900094,ES-MAD-BERRUGUETE,c09ccb4af6e63406,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,2,direct,0.9999,PASS,5,120,Y
way/434900095,ES-MAD-BERRUGUETE,6c71eaf014332855,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,2,direct,0.9998,PASS,5,108,Y
way/434900098,ES-MAD-BERRUGUETE,85b1f469b1714e56,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,3,3,direct,0.5,PASS,3,264,Y
way/434869416,ES-MAD-BERRUGUETE,c6c8a955d05cceac,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,2,direct,1.0,PASS,3,140,Y
way/434877453,ES-MAD-BERRUGUETE,394922138a6b5928,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,10,10,direct,0.896,PASS,8,1188,Y
way/434877455,ES-MAD-BERRUGUETE,e8c179e38f331c40,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,8,8,direct,0.9999,PASS,5,1149,Y
way/434877456,ES-MAD-BERRUGUETE,e2456eb8eb8da17b,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,3,3,direct,0.5,PASS,5,1181,Y
way/434877457,ES-MAD-BERRUGUETE,a7e34596d854e820,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,4,4,direct,0.9999,PASS,4,170,Y
way/434878262,ES-MAD-BERRUGUETE,c97cf90f17fd2e19,DWELLING_LAYOUT_EMITTED,N,2,2,direct,1.0,PASS,5,151,N
way/434878265,ES-MAD-BERRUGUETE,0c37bbe52de6d071,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,5,253,N
way/434878266,ES-MAD-BERRUGUETE,3b20953540b6b675,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,2,direct,0.9999,PASS,5,129,Y
way/435212313,ES-MAD-BERRUGUETE,05e17b2bf818153b,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,1,1,direct,1.0,PASS,4,57,N
way/435212314,ES-MAD-BERRUGUETE,2bee4df4d3552d34,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,2,2,direct,1.0,PASS,4,114,Y
way/435212315,ES-MAD-BERRUGUETE,4e22f2b4cef6729f,DWELLING_LAYOUT_EMITTED,N,1,1,direct,1.0,PASS,3,87,N
way/435212316,ES-MAD-BERRUGUETE,c1f4c9566e0015be,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,1,1,direct,1.0,PASS,3,62,N
way/435212318,ES-MAD-BERRUGUETE,2830d8808983a4ab,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,Y,3,3,direct,0.5,PASS,3,88,Y
