Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly) 
 09/29  11:00:00,359848627.90725434,309358639.1727927 
 09/29  12:00:00,313849410.26316994,262860067.61435175 
 09/29  13:00:00,351952729.94539237,301237015.5586611 
 09/29  14:00:00,372805586.8898958,327629030.82759184 
 09/29  15:00:00,378741107.8285593,343958966.0587672 
 09/29  16:00:00,376624183.0383549,350796729.54278535 
 09/29  17:00:00,234770606.36046964,220655786.48503938 
 09/29  18:00:00,163519067.7030029,160279999.3847729 
 09/29  19:00:00,158268326.83349693,158268326.83349696 
 09/29  20:00:00,144908294.90600467,144908294.90600467 
 09/29  21:00:00,142894736.44454694,142894736.44454694 
 09/29  22:00:00,76638389.2223021,76638389.2223021 
 09/29  23:00:00,72378950.7428459,72378950.7428459 
 09/29  24:00:00,47850830.928650014,47850830.928650014 
 09/30  01:00:00,47850830.928650014,47850830.928650014 
 09/30  02:00:00,47850830.928650014,47850830.928650014 
 09/30  03:00:00,47850830.928650014,47850830.928650014 
 09/30  04:00:00,47850830.928650014,47850830.928650014 
 09/30  05:00:00,47850830.928650014,47850830.928650014 
 09/30  06:00:00,90410416.0342608,90410416.03426076 
 09/30  07:00:00,85727819.84084345,85265151.20674784 
 09/30  08:00:00,114169698.91154271,107453854.77902158 
 09/30  09:00:00,121230143.82601914,101554534.19128893 
 09/30  10:00:00,123387684.29165278,95095435.32864365 
 09/30  11:00:00,132537574.22851041,104359997.21841057 
 09/30  12:00:00,94654030.4144701,66820688.34014814 
 09/30  13:00:00,92073168.01674208,63064532.43993125 
 09/30  14:00:00,89914133.9479276,66014489.14245634 
 09/30  15:00:00,89838116.15999025,72121405.42647669 
 09/30  16:00:00,89939766.24395977,75185464.17550305 
 09/30  17:00:00,74489054.81501813,66051985.84300725 
 09/30  18:00:00,52184331.97384601,49902728.318660125 
 09/30  19:00:00,50308118.928650014,50308118.928650014 
 09/30  20:00:00,50308118.928650014,50308118.928650014 
 09/30  21:00:00,50308118.928650014,50308118.928650014 
 09/30  22:00:00,50308118.928650014,50308118.928650014 
 09/30  23:00:00,50308118.928650014,50308118.928650014 
 09/30  24:00:00,47850830.928650014,47850830.928650014 
 10/01  01:00:00,47850830.928650014,47850830.928650014 
 10/01  02:00:00,47850830.928650014,47850830.928650014 
 10/01  03:00:00,47850830.928650014,47850830.928650014 
 10/01  04:00:00,47850830.928650014,47850830.928650014 
 10/01  05:00:00,47850830.928650014,47850830.928650014 
 10/01  06:00:00,63802435.73714973,63802435.73714973 
 10/01  07:00:00,52297496.839113794,52113822.14037951 
 10/01  08:00:00,49757972.91009748,46742395.336495295 
 10/01  09:00:00,49510072.53416273,40014645.964970015 
 10/01  10:00:00,49430888.44780587,32011798.24677441 
 10/01  11:00:00,49398850.43713966,24813713.701616615 
 10/01  12:00:00,49380587.472725324,19903812.469785474 
 10/01  13:00:00,49376010.33973434,18520821.344109647 
 10/01  14:00:00,49392114.37155656,22189181.60628909 
 10/01  15:00:00,49413618.66655811,27360387.0854486 
 10/01  16:00:00,49431771.058731414,32272529.157061115 
 10/01  17:00:00,49457458.09750267,37780785.24702177 
 10/01  18:00:00,44012464.57110432,40517508.04417235 
 10/01  19:00:00,50308118.928650014,50308118.928650014 
 10/01  20:00:00,50308118.928650014,50308118.928650014 
 10/01  21:00:00,50308118.928650014,50308118.928650014 
 10/01  22:00:00,50308118.928650014,50308118.928650014 
 10/01  23:00:00,50308118.928650014,50308118.928650014 
 10/01  24:00:00,59101491.97393255,59101491.97393255 
 10/02  01:00:00,59101491.97393255,59101491.97393255 
 10/02  02:00:00,59101491.97393255,59101491.97393255 
 10/02  03:00:00,59101491.97393255,59101491.97393255 
 10/02  04:00:00,59101491.97393255,59101491.97393255 
 10/02  05:00:00,60139775.3689941,60139775.3689941 
 10/02  06:00:00,89766300.90594065,89766300.90594062 
 10/02  07:00:00,110468964.81701119,110005311.64724094 
 10/02  08:00:00,241846572.41276208,233536444.6854669 
 10/02  09:00:00,252266749.98641384,225862629.5353056 
 10/02  10:00:00,271769939.4281095,229209471.01636547 
 10/02  11:00:00,290519697.03117716,236329482.5753001 
 10/02  12:00:00,280145616.96102715,221271589.29659417 
 10/02  13:00:00,312602827.6404068,261131438.7812874 
 10/02  14:00:00,307553586.0287751,274799593.57016826 
 10/02  15:00:00,299384059.5994193,279451192.08096373 
 10/02  16:00:00,298788203.8656863,280108050.71902955 
 10/02  17:00:00,193833967.80368423,180439402.12531614 
 10/02  18:00:00,145458819.4615328,141586253.18262035 
 10/02  19:00:00,141575572.99703294,141575572.99703294 
 10/02  20:00:00,126244573.14595154,126244573.14595154 
 10/02  21:00:00,119503523.24591294,119503523.24591292 
 10/02  22:00:00,76638389.2223021,76638389.2223021 
 10/02  23:00:00,72378950.7428459,72378950.7428459 
 10/02  24:00:00,59101491.97393255,59101491.97393255 
 10/03  01:00:00,59101491.97393255,59101491.97393255 
 10/03  02:00:00,59101491.97393255,59101491.97393255 
 10/03  03:00:00,59101491.97393255,59101491.97393255 
 10/03  04:00:00,59101491.97393255,59101491.97393255 
 10/03  05:00:00,60139775.3689941,60139775.3689941 
 10/03  06:00:00,93772686.12081584,93772686.12081583 
 10/03  07:00:00,117528570.01878574,117073901.10408261 
 10/03  08:00:00,246932837.69374987,238615829.06427148 
 10/03  09:00:00,258127511.17757955,231822018.92805785 
 10/03  10:00:00,281403565.12835014,238521897.56467652 
 10/03  11:00:00,300828699.4575715,245930913.20060232 
 10/03  12:00:00,290655226.57195586,229121214.79157314 
 10/03  13:00:00,328583947.5735832,266730322.11319765 
 10/03  14:00:00,328809883.39267534,277316597.2810914 
 10/03  15:00:00,315863296.5918587,283529188.33847666 
 10/03  16:00:00,288922022.19554627,274645329.32082224 
 10/03  17:00:00,176376814.66116259,171722764.49904227 
 10/03  18:00:00,131714167.99253802,131009910.45628709 
 10/03  19:00:00,136886911.44619042,136886911.4461904 
 10/03  20:00:00,127497337.59990811,127497337.59990811 
 10/03  21:00:00,125305875.8260496,125305875.82604958 
 10/03  22:00:00,76638389.2223021,76638389.2223021 
 10/03  23:00:00,72378950.7428459,72378950.7428459 
 10/03  24:00:00,59101491.97393255,59101491.97393255 
 10/04  01:00:00,59101491.97393255,59101491.97393255 
 10/04  02:00:00,59101491.97393255,59101491.97393255 
 10/04  03:00:00,59101491.97393255,59101491.97393255 
 10/04  04:00:00,59101491.97393255,59101491.97393255 
 10/04  05:00:00,60139775.3689941,60139775.3689941 
 10/04  06:00:00,89807308.05222656,89807308.05222653 
 10/04  07:00:00,109594929.34083538,109468807.30339904 
 10/04  08:00:00,247348358.90012473,244706152.62443605 
 10/04  09:00:00,232278979.97523364,220616849.91267163 
 10/04  10:00:00,233475762.43495476,204620665.4675535 
 10/04  11:00:00,250422963.32335573,206297155.5132217 
 10/04  12:00:00,229062722.96420398,174683229.1501236 
 10/04  13:00:00,261602419.27502343,201668174.0441605 
 10/04  14:00:00,258280106.8195147,202400955.5335031 
 10/04  15:00:00,257638948.71457952,211358232.41527036 
 10/04  16:00:00,256039001.27190733,222631518.73500288 
 10/04  17:00:00,147536867.01914153,130821387.90447773 
 10/04  18:00:00,97776882.78756632,94938789.2959093 
 10/04  19:00:00,102370178.55264992,102370178.5526499 
 10/04  20:00:00,93752925.02107629,93752925.02107629 
 10/04  21:00:00,93671269.21910676,93671269.21910673 
 10/04  22:00:00,76638389.2223021,76638389.2223021 
 10/04  23:00:00,72378950.7428459,72378950.7428459 
 10/04  24:00:00,59101491.97393255,59101491.97393255 
 10/05  01:00:00,59101491.97393255,59101491.97393255 
 10/05  02:00:00,59101491.97393255,59101491.97393255 
 10/05  03:00:00,59101491.97393255,59101491.97393255 
 10/05  04:00:00,59101491.97393255,59101491.97393255 
 10/05  05:00:00,60139775.3689941,60139775.3689941 
 10/05  06:00:00,89766300.90594065,89766300.90594062 
 10/05  07:00:00,159887267.59026858,159418515.26989472 
 10/05  08:00:00,226078609.4852459,219012695.27430663 
 10/05  09:00:00,216319735.13278285,195577761.52157187 
 10/05  10:00:00,214131420.09747833,181600174.69394746 
 10/05  11:00:00,219943962.2288347,178680776.5460976 
 10/05  12:00:00,209871782.57046697,163725924.32448608 
 10/05  13:00:00,233694695.36801368,186711971.73171553 
 10/05  14:00:00,230583621.1564151,187287234.23575297 
 10/05  15:00:00,239886602.4955575,201734162.06795713 
 10/05  16:00:00,251517114.13285336,223077781.1775117 
 10/05  17:00:00,145479388.12735632,131846479.10062468 
 10/05  18:00:00,97421889.22673929,94576321.5505896 
 10/05  19:00:00,102156741.67718282,102156741.67718281 
 10/05  20:00:00,93554579.13452378,93554579.13452378 
 10/05  21:00:00,93524099.16937211,93524099.1693721 
 10/05  22:00:00,76638389.2223021,76638389.2223021 
 10/05  23:00:00,72378950.7428459,72378950.7428459 
 10/05  24:00:00,59101491.97393255,59101491.97393255 
 10/06  01:00:00,59101491.97393255,59101491.97393255 
 10/06  02:00:00,59101491.97393255,59101491.97393255 
 10/06  03:00:00,59101491.97393255,59101491.97393255 
 10/06  04:00:00,59101491.97393255,59101491.97393255 
 10/06  05:00:00,60139775.3689941,60139775.3689941 
 10/06  06:00:00,89766300.90594065,89766300.90594062 
 10/06  07:00:00,143771139.5415695,143443698.0959726 
 10/06  08:00:00,229847671.06810796,224584099.76670384 
 10/06  09:00:00,219423520.1978179,202053133.467882 
 10/06  10:00:00,218684025.31850946,184572655.14886606 
 10/06  11:00:00,227720036.02510387,176384030.10849437 
 10/06  12:00:00,225968073.41347554,164079395.3485822 
 10/06  13:00:00,254463278.1927575,191189221.8301887 
 10/06  14:00:00,254639030.41259176,198491640.70718318 
 10/06  15:00:00,261267832.4721418,219605477.93360117 
 10/06  16:00:00,265708770.25943235,241715166.0268445 
 10/06  17:00:00,163847293.97335044,153925647.20122266 
 10/06  18:00:00,106246058.40278646,104034332.28834355 
 10/06  19:00:00,102084231.39619885,102084231.39619885 
 10/06  20:00:00,93540131.06361246,93540131.06361246 
 10/06  21:00:00,93524099.16937211,93524099.1693721 
 10/06  22:00:00,76638389.2223021,76638389.2223021 
 10/06  23:00:00,72378950.7428459,72378950.7428459 
 10/06  24:00:00,47850830.928650014,47850830.928650014 
 10/07  01:00:00,47850830.928650014,47850830.928650014 
 10/07  02:00:00,47850830.928650014,47850830.928650014 
 10/07  03:00:00,47850830.928650014,47850830.928650014 
 10/07  04:00:00,47850830.928650014,47850830.928650014 
 10/07  05:00:00,47850830.928650014,47850830.928650014 
 10/07  06:00:00,90410416.0342608,90410416.03426076 
 10/07  07:00:00,82462933.02390265,82155431.90830608 
 10/07  08:00:00,105207862.72953363,99370219.21648897 
 10/07  09:00:00,107981975.0792024,88433038.16979453 
 10/07  10:00:00,114700928.98204517,82260992.81900644 
 10/07  11:00:00,127637240.59368214,84242914.13617486 
 10/07  12:00:00,98039989.3671405,46238877.19836697 
 10/07  13:00:00,97965769.21924181,45406859.0453502 
 10/07  14:00:00,95695226.25025019,45726142.83577744 
 10/07  15:00:00,94236058.13704279,58932064.49731978 
 10/07  16:00:00,91105200.46888295,72650880.32320398 
 10/07  17:00:00,74596827.28502813,66441317.377406515 
 10/07  18:00:00,54484936.985617846,52864783.04212946 
 10/07  19:00:00,50308118.928650014,50308118.928650014 
 10/07  20:00:00,50308118.928650014,50308118.928650014 
 10/07  21:00:00,50308118.928650014,50308118.928650014 
 10/07  22:00:00,50308118.928650014,50308118.928650014 
 10/07  23:00:00,50308118.928650014,50308118.928650014 
 10/07  24:00:00,47850830.928650014,47850830.928650014 
 10/08  01:00:00,47850830.928650014,47850830.928650014 
 10/08  02:00:00,47850830.928650014,47850830.928650014 
 10/08  03:00:00,47850830.928650014,47850830.928650014 
 10/08  04:00:00,47850830.928650014,47850830.928650014 
 10/08  05:00:00,47850830.928650014,47850830.928650014 
 10/08  06:00:00,63802435.73714973,63802435.73714973 
 10/08  07:00:00,54518324.16692308,54213898.276927784 
 10/08  08:00:00,49467922.24107484,43141017.413960114 
 10/08  09:00:00,49386450.741375625,28761218.668080524 
 10/08  10:00:00,49342638.46118272,15911914.813450426 
 10/08  11:00:00,49332912.66462508,9859860.850554235 
 10/08  12:00:00,49326797.29463549,4130838.14591186 
 10/08  13:00:00,49323429.71968046,1688312.65294766 
 10/08  14:00:00,49355738.40471822,11111345.38606157 
 10/08  15:00:00,49407123.52140999,23999069.559854597 
 10/08  16:00:00,49451292.937133506,33924654.20554285 
 10/08  17:00:00,49493558.60323701,40856423.608581126 
 10/08  18:00:00,46351423.050821476,43952083.91136789 
 10/08  19:00:00,50308118.928650014,50308118.928650014 
 10/08  20:00:00,50308118.928650014,50308118.928650014 
 10/08  21:00:00,50308118.928650014,50308118.928650014 
 10/08  22:00:00,50308118.928650014,50308118.928650014 
 10/08  23:00:00,50308118.928650014,50308118.928650014 
 10/08  24:00:00,47850830.928650014,47850830.928650014 
 10/09  01:00:00,47850830.928650014,47850830.928650014 
 10/09  02:00:00,47850830.928650014,47850830.928650014 
 10/09  03:00:00,47850830.928650014,47850830.928650014 
 10/09  04:00:00,47850830.928650014,47850830.928650014 
 10/09  05:00:00,47850830.928650014,47850830.928650014 
 10/09  06:00:00,63802435.73714973,63802435.73714973 
 10/09  07:00:00,54499520.2563403,54160999.04274512 
 10/09  08:00:00,49427369.397521324,41710459.78812593 
 10/09  09:00:00,49378353.491909,23769221.591020584 
 10/09  10:00:00,49344239.88795485,8795536.397141665 
 10/09  11:00:00,49327863.38893565,-2267519.3925342215 
 10/09  12:00:00,50200077.8058992,-9510499.893614015 
 10/09  13:00:00,52909980.90869689,-7517334.780454965 
 10/09  14:00:00,52672090.23240168,2363086.465347209 
 10/09  15:00:00,50663284.79002459,12779800.436668262 
 10/09  16:00:00,49395582.41148741,24164458.78063028 
 10/09  17:00:00,49462457.549386755,37478607.46052281 
 10/09  18:00:00,48656745.19025994,46662531.24817909 
 10/09  19:00:00,50308118.928650014,50308118.928650014 
 10/09  20:00:00,50308118.928650014,50308118.928650014 
 10/09  21:00:00,50308118.928650014,50308118.928650014 
 10/09  22:00:00,50308118.928650014,50308118.928650014 
 10/09  23:00:00,50308118.928650014,50308118.928650014 
 10/09  24:00:00,59101491.97393255,59101491.97393255 
 10/10  01:00:00,59101491.97393255,59101491.97393255 
 10/10  02:00:00,59101491.97393255,59101491.97393255 
 10/10  03:00:00,59101491.97393255,59101491.97393255 
 10/10  04:00:00,59101491.97393255,59101491.97393255 
 10/10  05:00:00,60139775.3689941,60139775.3689941 
 10/10  06:00:00,101638917.87766717,101638917.87766717 
 10/10  07:00:00,187100831.74017203,186762560.16897458 
 10/10  08:00:00,231989847.9014047,224936421.24840036 
 10/10  09:00:00,217271712.64201248,193575983.57345673 
 10/10  10:00:00,212352259.8262079,174785990.01731232 
 10/10  11:00:00,217617036.7426845,175971612.12528923 
 10/10  12:00:00,206608462.34208444,165882556.65049282 
 10/10  13:00:00,222845421.56997487,185214975.09165785 
 10/10  14:00:00,221527012.06450856,188243298.6221422 
 10/10  15:00:00,220648065.99069414,191658893.40587837 
 10/10  16:00:00,223891138.13618144,203031751.94478014 
 10/10  17:00:00,136774044.12970045,125688446.35211354 
 10/10  18:00:00,99577803.43826021,97379676.76727515 
 10/10  19:00:00,102056620.09020828,102056620.09020828 
 10/10  20:00:00,93617142.12602808,93617142.12602806 
 10/10  21:00:00,94333206.61407119,94333206.61407116 
 10/10  22:00:00,76638389.2223021,76638389.2223021 
 10/10  23:00:00,72378950.7428459,72378950.7428459 
 10/10  24:00:00,59101491.97393255,59101491.97393255 
 10/11  01:00:00,59101491.97393255,59101491.97393255 
 10/11  02:00:00,59101491.97393255,59101491.97393255 
 10/11  03:00:00,59101491.97393255,59101491.97393255 
 10/11  04:00:00,59101491.97393255,59101491.97393255 
 10/11  05:00:00,60139775.3689941,60139775.3689941 
 10/11  06:00:00,91000229.77665165,91000229.77665164 
 10/11  07:00:00,164683767.88731083,164399606.0597078 
 10/11  08:00:00,227032145.83595094,220581789.2142513 
 10/11  09:00:00,215296648.3085211,193246580.2488679 
 10/11  10:00:00,212768298.9023831,175229351.48731032 
 10/11  11:00:00,216944671.36166847,170946191.28003868 
 10/11  12:00:00,207602728.28193045,163702549.99467984 
 10/11  13:00:00,224184854.0026811,186560772.55055308 
 10/11  14:00:00,221758849.33218148,188720925.0274303 
 10/11  15:00:00,224981576.36522907,198642460.85701725 
 10/11  16:00:00,229359690.65965343,210111491.08562678 
 10/11  17:00:00,138709498.94880214,127985242.17129615 
 10/11  18:00:00,99646401.38974771,97645030.97109161 
 10/11  19:00:00,102056620.09020828,102056620.09020828 
 10/11  20:00:00,93540131.06361246,93540131.06361246 
 10/11  21:00:00,93524099.16937211,93524099.1693721 
 10/11  22:00:00,76638389.2223021,76638389.2223021 
 10/11  23:00:00,72378950.7428459,72378950.7428459 
 10/11  24:00:00,59101491.97393255,59101491.97393255 
 10/12  01:00:00,59101491.97393255,59101491.97393255 
 10/12  02:00:00,59101491.97393255,59101491.97393255 
 10/12  03:00:00,59101491.97393255,59101491.97393255 
 10/12  04:00:00,59101491.97393255,59101491.97393255 
 10/12  05:00:00,60139775.3689941,60139775.3689941 
 10/12  06:00:00,100066274.34876938,100066274.34876938 
 10/12  07:00:00,178839647.6649788,178562197.51736978 
 10/12  08:00:00,231808628.4905839,224422123.44721684 
 10/12  09:00:00,217147197.84007436,190911569.7530942 
 10/12  10:00:00,212903069.5397229,168918322.9616322 
 10/12  11:00:00,218523613.57253596,162269354.43274814 
 10/12  12:00:00,217147988.96351314,155687234.40152872 
 10/12  13:00:00,248794370.08581138,187109468.3459965 
 10/12  14:00:00,254906811.9414611,197930504.34797102 
 10/12  15:00:00,265190828.53560197,218589463.962878 
 10/12  16:00:00,274664933.0730664,243383086.13392866 
 10/12  17:00:00,168910612.01811126,155668969.33828068 
 10/12  18:00:00,108416902.63489996,106898014.68071143 
 10/12  19:00:00,102071383.93828219,102071383.93828219 
 10/12  20:00:00,93540131.06361246,93540131.06361246 
 10/12  21:00:00,93524099.16937211,93524099.1693721 
 10/12  22:00:00,76638389.2223021,76638389.2223021 
 10/12  23:00:00,72378950.7428459,72378950.7428459 
 10/12  24:00:00,59101491.97393255,59101491.97393255 
 10/13  01:00:00,59101491.97393255,59101491.97393255 
 10/13  02:00:00,59101491.97393255,59101491.97393255 
 10/13  03:00:00,59101491.97393255,59101491.97393255 
 10/13  04:00:00,59101491.97393255,59101491.97393255 
 10/13  05:00:00,60139775.3689941,60139775.3689941 
 10/13  06:00:00,89766300.90594065,89766300.90594062 
 10/13  07:00:00,114055834.01820132,113876177.13319808 
 10/13  08:00:00,233576410.4866315,229548479.5115456 
 10/13  09:00:00,225314675.31285346,213087416.773014 
 10/13  10:00:00,228188503.64716345,211255556.00897777 
 10/13  11:00:00,236472679.87646514,218172055.33926165 
 10/13  12:00:00,219659523.71630317,196957006.7365542 
 10/13  13:00:00,250798500.944146,221866400.68925565 
 10/13  14:00:00,261254040.86340564,227554983.03385586 
 10/13  15:00:00,270333007.92081654,239723161.333812 
 10/13  16:00:00,276724402.64899874,256058849.69662815 
 10/13  17:00:00,183447040.55738086,173341063.49315882 
 10/13  18:00:00,138061734.49429956,136510397.0167785 
 10/13  19:00:00,134550392.6627789,134550392.66277888 
 10/13  20:00:00,123852375.25071967,123852375.25071967 
 10/13  21:00:00,118910508.08018236,118910508.08018231 
 10/13  22:00:00,76638389.2223021,76638389.2223021 
 10/13  23:00:00,72378950.7428459,72378950.7428459 
 10/13  24:00:00,47850830.928650014,47850830.928650014 
 10/14  01:00:00,47850830.928650014,47850830.928650014 
 10/14  02:00:00,47850830.928650014,47850830.928650014 
 10/14  03:00:00,47850830.928650014,47850830.928650014 
 10/14  04:00:00,47850830.928650014,47850830.928650014 
 10/14  05:00:00,47850830.928650014,47850830.928650014 
 10/14  06:00:00,111444973.84246176,111444973.84246176 
 10/14  07:00:00,115373688.07087597,115089345.00098452 
 10/14  08:00:00,137572279.43701726,132146186.8153991 
 10/14  09:00:00,148212756.04179507,130047818.0553436 
 10/14  10:00:00,165321311.86362728,132871079.28166133 
 10/14  11:00:00,173930454.2128364,130075675.21355931 
 10/14  12:00:00,140968300.30680037,90488940.64601524 
 10/14  13:00:00,143022150.8911792,92805332.83393615 
 10/14  14:00:00,141354281.17833096,102732704.02518727 
 10/14  15:00:00,136251748.8232226,112534786.3088656 
 10/14  16:00:00,130405782.23423386,117986109.28144804 
 10/14  17:00:00,109972344.91740048,105312046.63139847 
 10/14  18:00:00,56850022.247388884,56094213.38787183 
 10/14  19:00:00,50308118.928650014,50308118.928650014 
 10/14  20:00:00,50308118.928650014,50308118.928650014 
 10/14  21:00:00,50308118.928650014,50308118.928650014 
 10/14  22:00:00,50308118.928650014,50308118.928650014 
 10/14  23:00:00,50308118.928650014,50308118.928650014 
 10/14  24:00:00,47850830.928650014,47850830.928650014 
 10/15  01:00:00,47850830.928650014,47850830.928650014 
 10/15  02:00:00,47850830.928650014,47850830.928650014 
 10/15  03:00:00,47850830.928650014,47850830.928650014 
 10/15  04:00:00,47850830.928650014,47850830.928650014 
 10/15  05:00:00,47850830.928650014,47850830.928650014 
 10/15  06:00:00,63802435.73714973,63802435.73714973 
 10/15  07:00:00,56893920.430375405,56784243.07283306 
 10/15  08:00:00,49825570.50366441,47676164.28075251 
 10/15  09:00:00,49584348.75751294,43819081.761517376 
 10/15  10:00:00,49556864.1950252,42729791.0969606 
 10/15  11:00:00,49548586.24660631,42346525.52487542 
 10/15  12:00:00,49510041.47721958,40790518.8483039 
 10/15  13:00:00,49494676.60303228,40053326.67531936 
 10/15  14:00:00,49503519.166155234,40702632.14195377 
 10/15  15:00:00,49566304.530405484,43411924.76801737 
 10/15  16:00:00,49631019.49908585,45665358.54492751 
 10/15  17:00:00,49778782.63142064,47284761.47268828 
 10/15  18:00:00,51084146.05072937,50692314.38637526 
 10/15  19:00:00,50308118.928650014,50308118.928650014 
 10/15  20:00:00,50308118.928650014,50308118.928650014 
 10/15  21:00:00,50308118.928650014,50308118.928650014 
 10/15  22:00:00,50308118.928650014,50308118.928650014 
 10/15  23:00:00,50308118.928650014,50308118.928650014 
 10/15  24:00:00,59101491.97393255,59101491.97393255 
 10/16  01:00:00,59101491.97393255,59101491.97393255 
 10/16  02:00:00,59101491.97393255,59101491.97393255 
 10/16  03:00:00,59101491.97393255,59101491.97393255 
 10/16  04:00:00,59101491.97393255,59101491.97393255 
 10/16  05:00:00,60139775.3689941,60139775.3689941 
 10/16  06:00:00,89766300.90594065,89766300.90594062 
 10/16  07:00:00,117440823.18408163,117266223.22146386 
 10/16  08:00:00,237932191.4822109,233793661.8096827 
 10/16  09:00:00,230933506.81671774,215311510.5115847 
 10/16  10:00:00,240695104.2172378,211645430.5821772 
 10/16  11:00:00,256748624.19547278,217889067.58999613 
 10/16  12:00:00,243998820.41529804,202241260.49896768 
 10/16  13:00:00,273419774.50430864,233946377.10562244 
 10/16  14:00:00,269727312.16530776,235921108.2542164 
 10/16  15:00:00,267733192.8036623,237726709.32694706 
 10/16  16:00:00,273136089.10827196,250595343.3096584 
 10/16  17:00:00,168950596.40187696,159830643.49125475 
 10/16  18:00:00,118856340.01278742,117918383.3497998 
 10/16  19:00:00,113966029.14169547,113966029.14169545 
 10/16  20:00:00,104651478.64861122,104651478.6486112 
 10/16  21:00:00,100208953.70302622,100208953.70302622 
 10/16  22:00:00,76638389.2223021,76638389.2223021 
 10/16  23:00:00,72378950.7428459,72378950.7428459 
 10/16  24:00:00,59101491.97393255,59101491.97393255 
 10/17  01:00:00,59101491.97393255,59101491.97393255 
 10/17  02:00:00,59101491.97393255,59101491.97393255 
 10/17  03:00:00,59101491.97393255,59101491.97393255 
 10/17  04:00:00,59101491.97393255,59101491.97393255 
 10/17  05:00:00,60139775.3689941,60139775.3689941 
 10/17  06:00:00,89766300.90594065,89766300.90594062 
 10/17  07:00:00,115366860.60627654,115318162.93942738 
 10/17  08:00:00,240175274.34743983,238261632.79259068 
 10/17  09:00:00,232437024.37834573,227922526.1371804 
 10/17  10:00:00,230565202.9771952,223980669.78663436 
 10/17  11:00:00,233744715.44681355,220299299.11387843 
 10/17  12:00:00,221030144.9785633,198933798.1545869 
 10/17  13:00:00,249497889.86267775,221979103.07839587 
 10/17  14:00:00,253626424.97598103,225984492.09187695 
 10/17  15:00:00,255864187.0669855,236807580.2116503 
 10/17  16:00:00,254069678.82559386,244430098.32348794 
 10/17  17:00:00,157618871.86822388,153140210.22530347 
 10/17  18:00:00,114345406.22134438,113747681.65184347 
 10/17  19:00:00,109766791.51895787,109766791.51895787 
 10/17  20:00:00,100676375.610243,100676375.61024298 
 10/17  21:00:00,103932025.3932803,103932025.39328028 
 10/17  22:00:00,76638389.2223021,76638389.2223021 
 10/17  23:00:00,72378950.7428459,72378950.7428459 
 10/17  24:00:00,59101491.97393255,59101491.97393255 
 10/18  01:00:00,59101491.97393255,59101491.97393255 
 10/18  02:00:00,59101491.97393255,59101491.97393255 
 10/18  03:00:00,59101491.97393255,59101491.97393255 
 10/18  04:00:00,59101491.97393255,59101491.97393255 
 10/18  05:00:00,60139775.3689941,60139775.3689941 
 10/18  06:00:00,89766300.90594065,89766300.90594062 
 10/18  07:00:00,129145501.67557433,129119656.6248439 
 10/18  08:00:00,237591395.66491812,236288353.27163613 
 10/18  09:00:00,224001498.1494413,219151391.07046327 
 10/18  10:00:00,219385031.19061562,207724535.9273014 
 10/18  11:00:00,220759054.46313423,198449218.65325746 
 10/18  12:00:00,219188624.15780288,193011719.4621635 
 10/18  13:00:00,224471888.9774186,203409270.6330861 
 10/18  14:00:00,221649373.00395018,204222005.4709201 
 10/18  15:00:00,221491932.3994311,207348744.29033852 
 10/18  16:00:00,224223366.72321773,215975640.78128338 
 10/18  17:00:00,158721480.23096204,155538901.638107 
 10/18  18:00:00,102714055.00798275,102357559.06309211 
 10/18  19:00:00,102056620.09020828,102056620.09020828 
 10/18  20:00:00,93540131.06361246,93540131.06361246 
 10/18  21:00:00,93524099.16937211,93524099.1693721 
 10/18  22:00:00,76638389.2223021,76638389.2223021 
 10/18  23:00:00,72378950.7428459,72378950.7428459 
 10/18  24:00:00,59101491.97393255,59101491.97393255 
 10/19  01:00:00,59101491.97393255,59101491.97393255 
 10/19  02:00:00,59101491.97393255,59101491.97393255 
 10/19  03:00:00,59101491.97393255,59101491.97393255 
 10/19  04:00:00,59101491.97393255,59101491.97393255 
 10/19  05:00:00,60139775.3689941,60139775.3689941 
 10/19  06:00:00,101838028.99755128,101838028.99755128 
 10/19  07:00:00,188294763.1009117,188128770.98741904 
 10/19  08:00:00,246334110.1263114,243419893.5279733 
 10/19  09:00:00,226363421.41666132,216414939.56876448 
 10/19  10:00:00,218773203.5547474,197875873.1595569 
 10/19  11:00:00,217443406.78508192,181772012.97088644 
 10/19  12:00:00,241444785.00763837,193801219.51143834 
 10/19  13:00:00,215569143.10656595,165072555.99846786 
 10/19  14:00:00,212371770.058417,167054180.0956506 
 10/19  15:00:00,213502822.6724539,176811001.52617323 
 10/19  16:00:00,218009488.90866143,193005050.8114165 
 10/19  17:00:00,163007700.27768195,152115050.87277502 
 10/19  18:00:00,108498127.93205135,107252516.84556346 
 10/19  19:00:00,110610573.30677164,110610573.30677164 
 10/19  20:00:00,104815649.1601195,104815649.1601195 
 10/19  21:00:00,105653732.10668232,105653732.10668232 
 10/19  22:00:00,76638389.2223021,76638389.2223021 
 10/19  23:00:00,72378950.7428459,72378950.7428459 
 10/19  24:00:00,59101491.97393255,59101491.97393255 
 10/20  01:00:00,59101491.97393255,59101491.97393255 
 10/20  02:00:00,59101491.97393255,59101491.97393255 
 10/20  03:00:00,59101491.97393255,59101491.97393255 
 10/20  04:00:00,59101491.97393255,59101491.97393255 
