Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly) 
 02/23  19:00:00,130980416.79804504,130980416.79804504 
 02/23  20:00:00,135403742.4895437,135403742.4895437 
 02/23  21:00:00,140198120.97018763,140198120.9701877 
 02/23  22:00:00,150346533.32196912,150346533.32196912 
 02/23  23:00:00,76638389.2223021,76638389.2223021 
 02/23  24:00:00,72378950.7428459,72378950.7428459 
 02/24  01:00:00,59101491.97393255,59101491.97393255 
 02/24  02:00:00,59101491.97393255,59101491.97393255 
 02/24  03:00:00,59101491.97393255,59101491.97393255 
 02/24  04:00:00,59101491.97393255,59101491.97393255 
 02/24  05:00:00,59101491.97393255,59101491.97393255 
 02/24  06:00:00,60139775.3689941,60139775.3689941 
 02/24  07:00:00,179106701.90232888,179106701.90232888 
 02/24  08:00:00,294103786.73131,292899678.2027237 
 02/24  09:00:00,264784690.43343166,249163062.89769584 
 02/24  10:00:00,232540176.42875668,199176910.79727682 
 02/24  11:00:00,216965364.6778208,171503004.66792256 
 02/24  12:00:00,214749211.1893289,163391316.983122 
 02/24  13:00:00,226837690.99725246,175600247.9850553 
 02/24  14:00:00,214726721.19396356,165996810.4482655 
 02/24  15:00:00,211239499.91330725,171178634.29310244 
 02/24  16:00:00,212102969.89231744,185019343.6309924 
 02/24  17:00:00,215813927.30665874,199923875.2684672 
 02/24  18:00:00,183325698.9204644,177553888.8263576 
 02/24  19:00:00,126020079.08036482,126020079.08036482 
 02/24  20:00:00,125599343.75597602,125599343.75597604 
 02/24  21:00:00,122575380.85810873,122575380.85810873 
 02/24  22:00:00,128567856.37478025,128567856.37478027 
 02/24  23:00:00,76638389.2223021,76638389.2223021 
 02/24  24:00:00,72378950.7428459,72378950.7428459 
 02/25  01:00:00,47850830.928650014,47850830.928650014 
 02/25  02:00:00,47850830.928650014,47850830.928650014 
 02/25  03:00:00,47850830.928650014,47850830.928650014 
 02/25  04:00:00,47850830.928650014,47850830.928650014 
 02/25  05:00:00,47850830.928650014,47850830.928650014 
 02/25  06:00:00,47850830.928650014,47850830.928650014 
 02/25  07:00:00,142110996.4528783,142110996.4528783 
 02/25  08:00:00,200049543.744554,199956462.3344862 
 02/25  09:00:00,195894311.98668864,193885664.5070011 
 02/25  10:00:00,187870496.8959887,182115855.71977022 
 02/25  11:00:00,174739720.7244119,163863362.44059575 
 02/25  12:00:00,182828143.1442245,166523292.5758609 
 02/25  13:00:00,164861491.32114172,142853214.6721874 
 02/25  14:00:00,155582891.66763517,126362877.06010756 
 02/25  15:00:00,146866241.75221938,117724249.11871761 
 02/25  16:00:00,149220463.1622931,127015276.9358871 
 02/25  17:00:00,152603412.70398232,138895851.81405753 
 02/25  18:00:00,60487087.0102958,56444701.924646586 
 02/25  19:00:00,63802435.73714973,63802435.73714973 
 02/25  20:00:00,50308118.928650014,50308118.928650014 
 02/25  21:00:00,50308118.928650014,50308118.928650014 
 02/25  22:00:00,50308118.928650014,50308118.928650014 
 02/25  23:00:00,50308118.928650014,50308118.928650014 
 02/25  24:00:00,50308118.928650014,50308118.928650014 
 02/26  01:00:00,47850830.928650014,47850830.928650014 
 02/26  02:00:00,47850830.928650014,47850830.928650014 
 02/26  03:00:00,47850830.928650014,47850830.928650014 
 02/26  04:00:00,47850830.928650014,47850830.928650014 
 02/26  05:00:00,47850830.928650014,47850830.928650014 
 02/26  06:00:00,47850830.928650014,47850830.928650014 
 02/26  07:00:00,63802435.73714973,63802435.73714973 
 02/26  08:00:00,50004266.24500105,49857885.45175324 
 02/26  09:00:00,49792655.02892172,47560164.776699305 
 02/26  10:00:00,49602306.14415675,44529281.441035345 
 02/26  11:00:00,49559503.1553983,42558837.69696441 
 02/26  12:00:00,49508720.28795716,40217531.79247177 
 02/26  13:00:00,49468375.419905744,35916755.89548165 
 02/26  14:00:00,49448091.4118054,32798676.054632947 
 02/26  15:00:00,49460818.04576829,34988100.91449011 
 02/26  16:00:00,49513805.96527206,40886803.24430563 
 02/26  17:00:00,49657415.52222215,45544266.04491458 
 02/26  18:00:00,52251414.22541082,51005586.06807056 
 02/26  19:00:00,55711844.92865002,55711844.92865002 
 02/26  20:00:00,50308118.928650014,50308118.928650014 
 02/26  21:00:00,50308118.928650014,50308118.928650014 
 02/26  22:00:00,50308118.928650014,50308118.928650014 
 02/26  23:00:00,50308118.928650014,50308118.928650014 
 02/26  24:00:00,50308118.928650014,50308118.928650014 
 02/27  01:00:00,68120259.06609502,68120259.06609501 
 02/27  02:00:00,72989136.28326058,72989136.28326057 
 02/27  03:00:00,75827886.45577878,75827886.45577878 
 02/27  04:00:00,79046360.60908964,79046360.60908964 
 02/27  05:00:00,82958963.60791345,82958963.60791343 
 02/27  06:00:00,227524962.76636127,227524962.76636127 
 02/27  07:00:00,468387125.6294027,468387125.6294027 
 02/27  08:00:00,544043145.0305067,543247516.4319358 
 02/27  09:00:00,491065805.9577799,483894525.6542452 
 02/27  10:00:00,420189184.3294653,403605790.48821336 
 02/27  11:00:00,377185075.1251328,351962104.6579411 
 02/27  12:00:00,351234087.417787,318518163.11589736 
 02/27  13:00:00,367351067.8001404,328956162.53884304 
 02/27  14:00:00,305522368.7075166,261582913.68901765 
 02/27  15:00:00,288555280.1513739,245110692.37081367 
 02/27  16:00:00,294763116.9218073,262430693.26523694 
 02/27  17:00:00,304967389.13202006,285845770.664189 
 02/27  18:00:00,345177973.6603282,339478240.4907457 
 02/27  19:00:00,367055949.81780416,367055949.8178041 
 02/27  20:00:00,345325736.73662513,345325736.7366251 
 02/27  21:00:00,328542482.6486626,328542482.6486626 
 02/27  22:00:00,328127513.72179437,328127513.7217943 
 02/27  23:00:00,76638389.2223021,76638389.2223021 
 02/27  24:00:00,72378950.7428459,72378950.7428459 
 02/28  01:00:00,76359934.51782681,76359934.51782678 
 02/28  02:00:00,83665913.83259217,83665913.83259217 
 02/28  03:00:00,82343237.13371658,82343237.13371657 
 02/28  04:00:00,82848523.54951002,82848523.54951 
 02/28  05:00:00,82689800.92745514,82689800.92745511 
 02/28  06:00:00,241622875.51308325,241622875.51308328 
 02/28  07:00:00,453066079.35680586,453066079.35680586 
 02/28  08:00:00,521928430.75186604,520268819.3785994 
 02/28  09:00:00,432620463.3445202,414028964.9843545 
 02/28  10:00:00,351528274.67536247,314026288.0684034 
 02/28  11:00:00,311697191.5544128,261200415.13447112 
 02/28  12:00:00,290876254.21342826,235265895.05547735 
 02/28  13:00:00,318788909.0028446,265043516.58496302 
 02/28  14:00:00,278259175.1280415,230912299.8589823 
 02/28  15:00:00,259624573.09641853,222029050.745308 
 02/28  16:00:00,263116188.59456107,236470022.82525802 
 02/28  17:00:00,273018274.57670754,256803650.16297495 
 02/28  18:00:00,279987115.9980008,274023620.8263128 
 02/28  19:00:00,282322001.2731761,282322001.2731761 
 02/28  20:00:00,270079579.3314514,270079579.3314513 
 02/28  21:00:00,271389294.4024953,271389294.4024953 
 02/28  22:00:00,271512149.2739844,271512149.27398443 
 02/28  23:00:00,76638389.2223021,76638389.2223021 
 02/28  24:00:00,72378950.7428459,72378950.7428459 
 03/01  01:00:00,59101491.97393255,59101491.97393255 
 03/01  02:00:00,59101491.97393255,59101491.97393255 
 03/01  03:00:00,59101491.97393255,59101491.97393255 
 03/01  04:00:00,59101491.97393255,59101491.97393255 
 03/01  05:00:00,59101491.97393255,59101491.97393255 
 03/01  06:00:00,108396047.87567589,108396047.87567586 
 03/01  07:00:00,319486656.1689545,319486656.16895443 
 03/01  08:00:00,419654789.11630374,418798898.6314765 
 03/01  09:00:00,385837278.8114153,378167177.8572867 
 03/01  10:00:00,336702685.04095554,318691830.5490953 
 03/01  11:00:00,304990493.8343955,278006399.25269073 
 03/01  12:00:00,293245737.32977676,260476308.88867688 
 03/01  13:00:00,314218816.8424835,275079048.0627756 
 03/01  14:00:00,273826492.4027951,228674008.02188125 
 03/01  15:00:00,263858615.28271812,219671599.27994257 
 03/01  16:00:00,274501098.7734355,240005911.04637942 
 03/01  17:00:00,286661173.26010615,267017677.20681772 
 03/01  18:00:00,303345039.06209576,297450702.19135875 
 03/01  19:00:00,321418257.52203465,321418257.52203465 
 03/01  20:00:00,300421118.1992543,300421118.1992543 
 03/01  21:00:00,286886688.3394066,286886688.3394066 
 03/01  22:00:00,290643099.40578413,290643099.40578413 
 03/01  23:00:00,76638389.2223021,76638389.2223021 
 03/01  24:00:00,72378950.7428459,72378950.7428459 
 03/02  01:00:00,59101491.97393255,59101491.97393255 
 03/02  02:00:00,59101491.97393255,59101491.97393255 
 03/02  03:00:00,62142481.929199144,62142481.929199144 
 03/02  04:00:00,67069789.35391881,67069789.353918806 
 03/02  05:00:00,70454333.14120463,70454333.14120463 
 03/02  06:00:00,179190426.9756948,179190426.97569484 
 03/02  07:00:00,414668437.15735054,414668437.1573506 
 03/02  08:00:00,493339302.89850247,491461421.723012 
 03/02  09:00:00,434916845.5264748,417197863.6784738 
 03/02  10:00:00,355050436.01796174,320218407.9725412 
 03/02  11:00:00,308507087.44468045,259774921.93097904 
 03/02  12:00:00,289852132.5487451,232008689.89650333 
 03/02  13:00:00,310753794.7697135,248660480.42204088 
 03/02  14:00:00,270498787.7470817,210088232.98804855 
 03/02  15:00:00,253262640.39935297,204176105.0260126 
 03/02  16:00:00,254478629.57827267,221380425.41472423 
 03/02  17:00:00,260403703.1743108,242240911.48312446 
 03/02  18:00:00,251212503.88950974,245248859.5040287 
 03/02  19:00:00,263774999.61478132,263774999.6147813 
 03/02  20:00:00,255603737.72345987,255603737.7234598 
 03/02  21:00:00,257560421.588577,257560421.5885769 
 03/02  22:00:00,261841862.7843139,261841862.7843138 
 03/02  23:00:00,76638389.2223021,76638389.2223021 
 03/02  24:00:00,72378950.7428459,72378950.7428459 
 03/03  01:00:00,59101491.97393255,59101491.97393255 
 03/03  02:00:00,59101491.97393255,59101491.97393255 
 03/03  03:00:00,59101491.97393255,59101491.97393255 
 03/03  04:00:00,59101491.97393255,59101491.97393255 
 03/03  05:00:00,59101491.97393255,59101491.97393255 
 03/03  06:00:00,127968270.47404948,127968270.47404948 
 03/03  07:00:00,355683385.7344598,355683385.7344598 
 03/03  08:00:00,445162045.45004016,443258847.1793641 
 03/03  09:00:00,378949946.6101563,358127538.59543365 
 03/03  10:00:00,305915453.2977684,263853079.55445352 
 03/03  11:00:00,269554408.0828178,211287695.60995728 
 03/03  12:00:00,253274559.9514376,185083257.7364828 
 03/03  13:00:00,279833223.0979447,209255506.95378754 
 03/03  14:00:00,232817221.32715103,168895236.4174288 
 03/03  15:00:00,223911152.18798244,170691157.80983573 
 03/03  16:00:00,224361200.28366342,183736314.25235572 
 03/03  17:00:00,228015161.19974715,203854774.83074343 
 03/03  18:00:00,206311729.5673489,198484497.89401108 
 03/03  19:00:00,170430847.98317438,170430847.98317438 
 03/03  20:00:00,176715692.27922404,176715692.27922404 
 03/03  21:00:00,186589471.2482423,186589471.24824232 
 03/03  22:00:00,197339489.3456363,197339489.3456363 
 03/03  23:00:00,76638389.2223021,76638389.2223021 
 03/03  24:00:00,72378950.7428459,72378950.7428459 
 03/04  01:00:00,47850830.928650014,47850830.928650014 
 03/04  02:00:00,47850830.928650014,47850830.928650014 
 03/04  03:00:00,47850830.928650014,47850830.928650014 
 03/04  04:00:00,47850830.928650014,47850830.928650014 
 03/04  05:00:00,47850830.928650014,47850830.928650014 
 03/04  06:00:00,47850830.928650014,47850830.928650014 
 03/04  07:00:00,240885761.7047642,240885761.7047641 
 03/04  08:00:00,313819916.2504493,312964441.78514206 
 03/04  09:00:00,277474106.29893106,269827183.30526286 
 03/04  10:00:00,255634839.89647454,239696819.0965258 
 03/04  11:00:00,233170864.64128003,210110722.78400323 
 03/04  12:00:00,216658344.37299693,185122060.86823967 
 03/04  13:00:00,182639331.10788953,139702566.67920226 
 03/04  14:00:00,167309351.70152318,119777590.3244589 
 03/04  15:00:00,155132960.11029822,117083732.77336422 
 03/04  16:00:00,156292487.81029564,131066724.86923131 
 03/04  17:00:00,156801362.49255112,141341984.1687155 
 03/04  18:00:00,57926770.02593772,52393179.58721126 
 03/04  19:00:00,63802415.65919882,63802415.65919882 
 03/04  20:00:00,50308118.928650014,50308118.928650014 
 03/04  21:00:00,50308118.928650014,50308118.928650014 
 03/04  22:00:00,50308118.928650014,50308118.928650014 
 03/04  23:00:00,50308118.928650014,50308118.928650014 
 03/04  24:00:00,50308118.928650014,50308118.928650014 
 03/05  01:00:00,47850830.928650014,47850830.928650014 
 03/05  02:00:00,47850830.928650014,47850830.928650014 
 03/05  03:00:00,47850830.928650014,47850830.928650014 
 03/05  04:00:00,47850830.928650014,47850830.928650014 
 03/05  05:00:00,47850830.928650014,47850830.928650014 
 03/05  06:00:00,47850830.928650014,47850830.928650014 
 03/05  07:00:00,61507591.73714973,61507591.73714972 
 03/05  08:00:00,50012259.6043555,49975914.748153634 
 03/05  09:00:00,49892843.20184415,48633044.57914074 
 03/05  10:00:00,49678252.527425125,45459706.88431142 
 03/05  11:00:00,49489777.03108181,37774736.385836415 
 03/05  12:00:00,49411774.98275056,26541807.562845457 
 03/05  13:00:00,49383416.55076342,19966736.897408836 
 03/05  14:00:00,49390663.55228263,19769332.11610889 
 03/05  15:00:00,49399059.66828864,23924076.01131218 
 03/05  16:00:00,49434714.18754909,31877026.026267268 
 03/05  17:00:00,49484724.93969789,39272989.95909778 
 03/05  18:00:00,49564828.77575112,44507508.54320324 
 03/05  19:00:00,55711829.90471039,55711829.90471039 
 03/05  20:00:00,50308118.928650014,50308118.928650014 
 03/05  21:00:00,50308118.928650014,50308118.928650014 
 03/05  22:00:00,50308118.928650014,50308118.928650014 
 03/05  23:00:00,50308118.928650014,50308118.928650014 
 03/05  24:00:00,50308118.928650014,50308118.928650014 
 03/06  01:00:00,59101491.97393255,59101491.97393255 
 03/06  02:00:00,59101491.97393255,59101491.97393255 
 03/06  03:00:00,59101491.97393255,59101491.97393255 
 03/06  04:00:00,59101491.97393255,59101491.97393255 
 03/06  05:00:00,59101491.97393255,59101491.97393255 
 03/06  06:00:00,60139775.3689941,60139775.3689941 
 03/06  07:00:00,353288527.1597583,353288527.1597583 
 03/06  08:00:00,487810982.0960712,486842911.4200906 
 03/06  09:00:00,422316316.6005441,414650606.7560596 
 03/06  10:00:00,359435885.22144145,345547149.009958 
 03/06  11:00:00,329679066.30940825,311550072.6823564 
 03/06  12:00:00,313414873.87585527,291242034.20976675 
 03/06  13:00:00,338039039.25789213,311275900.9970427 
 03/06  14:00:00,299544084.47442085,270528921.81700736 
 03/06  15:00:00,280002903.29284495,252308431.51554853 
 03/06  16:00:00,294806306.96740276,272884001.75123477 
 03/06  17:00:00,319192578.53213054,307061532.889373 
 03/06  18:00:00,319072298.80284405,314237035.2120532 
 03/06  19:00:00,314147430.22760975,314147430.22760975 
 03/06  20:00:00,287775889.23755974,287775889.23755974 
 03/06  21:00:00,281742115.1941508,281742115.1941508 
 03/06  22:00:00,281996032.50507045,281996032.5050704 
 03/06  23:00:00,76638389.2223021,76638389.2223021 
 03/06  24:00:00,72378950.7428459,72378950.7428459 
 03/07  01:00:00,59101491.97393255,59101491.97393255 
 03/07  02:00:00,59101491.97393255,59101491.97393255 
 03/07  03:00:00,59101491.97393255,59101491.97393255 
 03/07  04:00:00,59101491.97393255,59101491.97393255 
 03/07  05:00:00,59101491.97393255,59101491.97393255 
 03/07  06:00:00,142200394.61715704,142200394.617157 
 03/07  07:00:00,357341257.12105376,357226728.99131626 
 03/07  08:00:00,435094713.4122347,429922863.41196185 
 03/07  09:00:00,370557143.3855382,348770116.7355509 
 03/07  10:00:00,304324797.1243722,269477553.55823207 
 03/07  11:00:00,272992920.21902907,229954407.61586288 
 03/07  12:00:00,257574551.9480161,203649450.4082369 
 03/07  13:00:00,281664394.3172516,217794067.1134233 
 03/07  14:00:00,236629048.508912,171945353.64886585 
 03/07  15:00:00,224487221.9892447,170620154.9053135 
 03/07  16:00:00,225552005.21742773,184003904.0048551 
 03/07  17:00:00,231413939.5364045,205603978.19073606 
 03/07  18:00:00,208615139.62748012,199442078.5265339 
 03/07  19:00:00,185373614.16318733,185373614.16318735 
 03/07  20:00:00,194720315.28194654,194720315.2819465 
 03/07  21:00:00,200136931.45080334,200136931.45080328 
 03/07  22:00:00,209154033.19032088,209154033.19032088 
 03/07  23:00:00,76638389.2223021,76638389.2223021 
 03/07  24:00:00,72378950.7428459,72378950.7428459 
 03/08  01:00:00,59101491.97393255,59101491.97393255 
 03/08  02:00:00,59101491.97393255,59101491.97393255 
 03/08  03:00:00,59101491.97393255,59101491.97393255 
 03/08  04:00:00,59101491.97393255,59101491.97393255 
 03/08  05:00:00,59101491.97393255,59101491.97393255 
 03/08  06:00:00,116521577.03830482,116521577.03830482 
 03/08  07:00:00,298187963.66457504,297983565.49228454 
 03/08  08:00:00,384345383.9620539,379344439.5205203 
 03/08  09:00:00,345853396.8127483,327311832.70450056 
 03/08  10:00:00,288643053.5488952,255728805.72851813 
 03/08  11:00:00,261791032.29568368,214984830.21808773 
 03/08  12:00:00,246757525.39584553,189995102.29368508 
 03/08  13:00:00,274421823.6424358,213377515.31743246 
 03/08  14:00:00,235199351.29317114,176825239.68237206 
 03/08  15:00:00,225372777.73031998,176117664.80242062 
 03/08  16:00:00,225412354.2111536,188488723.1768698 
 03/08  17:00:00,229731660.15243298,206584595.6654542 
 03/08  18:00:00,206266905.75472885,196663287.38404137 
 03/08  19:00:00,183074815.22920457,183074815.2292046 
 03/08  20:00:00,189089287.75774148,189089287.7577415 
 03/08  21:00:00,202385963.18927416,202385963.18927413 
 03/08  22:00:00,217685228.48093143,217685228.48093134 
 03/08  23:00:00,76638389.2223021,76638389.2223021 
 03/08  24:00:00,72378950.7428459,72378950.7428459 
 03/09  01:00:00,59101491.97393255,59101491.97393255 
 03/09  02:00:00,59101491.97393255,59101491.97393255 
 03/09  03:00:00,59101491.97393255,59101491.97393255 
 03/09  04:00:00,59101491.97393255,59101491.97393255 
 03/09  05:00:00,59101491.97393255,59101491.97393255 
 03/09  06:00:00,89126044.65430704,89126044.65430704 
 03/09  07:00:00,284774681.138105,284621745.7498281 
 03/09  08:00:00,366056939.13440263,360307352.16465473 
 03/09  09:00:00,321304716.7067844,297908323.7494747 
 03/09  10:00:00,261977784.75196254,219144944.47106865 
 03/09  11:00:00,236667959.32301584,178352711.28969836 
 03/09  12:00:00,228376222.08247653,159605364.82556176 
 03/09  13:00:00,260904678.31267408,187466802.45058545 
 03/09  14:00:00,219442443.33012265,151979641.05607048 
 03/09  15:00:00,214286785.5425529,157021401.68650308 
 03/09  16:00:00,215413471.0183633,171052078.99840462 
 03/09  17:00:00,218831661.11521804,192096390.6019082 
 03/09  18:00:00,187859929.36316553,179197851.9734939 
 03/09  19:00:00,139685772.6505854,139685772.65058538 
 03/09  20:00:00,135429479.64850497,135429479.648505 
 03/09  21:00:00,143983802.30992606,143983802.3099261 
 03/09  22:00:00,156889893.802362,156889893.802362 
 03/09  23:00:00,76638389.2223021,76638389.2223021 
 03/09  24:00:00,72378950.7428459,72378950.7428459 
 03/10  01:00:00,59101491.97393255,59101491.97393255 
 03/10  02:00:00,59101491.97393255,59101491.97393255 
 03/10  03:00:00,59101491.97393255,59101491.97393255 
 03/10  04:00:00,59101491.97393255,59101491.97393255 
 03/10  05:00:00,59101491.97393255,59101491.97393255 
 03/10  06:00:00,60139775.3689941,60139775.3689941 
 03/10  07:00:00,171492628.10147083,171355569.47117716 
 03/10  08:00:00,282952619.03306943,276951789.1762383 
 03/10  09:00:00,265638556.55191457,240816537.66144702 
 03/10  10:00:00,229196432.46399334,184452955.96127087 
 03/10  11:00:00,215577834.84156266,156123839.70055 
 03/10  12:00:00,214890166.68608835,146530565.99773735 
 03/10  13:00:00,215106454.3581221,144158647.65541425 
 03/10  14:00:00,219328243.1294277,151717593.38168603 
 03/10  15:00:00,218743015.9237619,160061401.1623795 
 03/10  16:00:00,221714602.7347718,177401373.95202175 
 03/10  17:00:00,223299577.12950075,197114599.44137996 
 03/10  18:00:00,151828756.4501941,143337773.79890275 
 03/10  19:00:00,113106908.1608718,113106908.1608718 
 03/10  20:00:00,110648961.24579003,110648961.24579005 
 03/10  21:00:00,106878373.49538827,106878373.49538828 
 03/10  22:00:00,109966932.36259408,109966932.36259408 
 03/10  23:00:00,76638389.2223021,76638389.2223021 
 03/10  24:00:00,72378950.7428459,72378950.7428459 
 03/11  01:00:00,47850830.928650014,47850830.928650014 
 03/11  02:00:00,47850830.928650014,47850830.928650014 
 03/11  03:00:00,47850830.928650014,47850830.928650014 
 03/11  04:00:00,47850830.928650014,47850830.928650014 
 03/11  05:00:00,47850830.928650014,47850830.928650014 
 03/11  06:00:00,47850830.928650014,47850830.928650014 
 03/11  07:00:00,100668495.1363692,100502202.96751425 
 03/11  08:00:00,140285961.92145982,134207724.41167578 
 03/11  09:00:00,133834034.46898594,109492653.37234503 
 03/11  10:00:00,120680676.9894347,77041397.07254474 
 03/11  11:00:00,112387594.04063451,53704274.251236886 
 03/11  12:00:00,113744111.50521854,45474305.40703025 
 03/11  13:00:00,83270171.85287124,11752189.972206326 
 03/11  14:00:00,82514626.81988697,14145326.291689565 
 03/11  15:00:00,84474480.51958364,25742493.053649575 
 03/11  16:00:00,83583964.54817149,38971082.97872363 
 03/11  17:00:00,79485265.06999567,52501473.564558 
 03/11  18:00:00,57882397.3934923,48785311.12334888 
 03/11  19:00:00,61449508.542579204,61047194.370458215 
 03/11  20:00:00,50308118.928650014,50308118.928650014 
 03/11  21:00:00,50308118.928650014,50308118.928650014 
 03/11  22:00:00,50308118.928650014,50308118.928650014 
 03/11  23:00:00,50308118.928650014,50308118.928650014 
 03/11  24:00:00,50308118.928650014,50308118.928650014 
 03/12  01:00:00,47850830.928650014,47850830.928650014 
 03/12  02:00:00,47850830.928650014,47850830.928650014 
 03/12  03:00:00,47850830.928650014,47850830.928650014 
 03/12  04:00:00,47850830.928650014,47850830.928650014 
 03/12  05:00:00,47850830.928650014,47850830.928650014 
 03/12  06:00:00,63802435.73714973,63802435.73714973 
 03/12  07:00:00,56845885.33663965,56540163.15859942 
 03/12  08:00:00,49502989.42943812,42920065.63872493 
 03/12  09:00:00,49353907.89133404,25468803.074548952 
 03/12  10:00:00,49285177.811628036,8579161.901768928 
 03/12  11:00:00,49248833.17067799,-184449.8842444882 
 03/12  12:00:00,49254742.21122837,-4563327.598087307 
 03/12  13:00:00,49267963.3691525,-3973957.6975450497 
 03/12  14:00:00,49354004.71728103,9126742.815665634 
 03/12  15:00:00,49412947.489512146,23563252.443192847 
 03/12  16:00:00,49434979.77936704,29850735.564448725 
 03/12  17:00:00,49456464.1861306,35330907.93602074 
 03/12  18:00:00,41423206.33558893,33922498.48429321 
 03/12  19:00:00,48858536.407087825,48280082.00460876 
 03/12  20:00:00,50308118.928650014,50308118.928650014 
 03/12  21:00:00,50308118.928650014,50308118.928650014 
 03/12  22:00:00,50308118.928650014,50308118.928650014 
 03/12  23:00:00,50308118.928650014,50308118.928650014 
 03/12  24:00:00,59101491.97393255,59101491.97393255 
 03/13  01:00:00,59101491.97393255,59101491.97393255 
 03/13  02:00:00,59101491.97393255,59101491.97393255 
 03/13  03:00:00,59101491.97393255,59101491.97393255 
 03/13  04:00:00,59101491.97393255,59101491.97393255 
 03/13  05:00:00,91347973.19922404,91347973.19922403 
 03/13  06:00:00,291451830.2199485,291451830.2199485 
 03/13  07:00:00,392031284.9268491,391801270.1138594 
 03/13  08:00:00,342425748.0266901,335552662.7870227 
 03/13  09:00:00,282153103.03496414,256672263.2414369 
 03/13  10:00:00,244018749.2832363,199409602.16440308 
 03/13  11:00:00,229131085.8912733,169276099.72863176 
 03/13  12:00:00,249409309.38079122,180691082.72464487 
 03/13  13:00:00,217609369.8142923,146052119.5302245 
 03/13  14:00:00,213509066.67402062,145063491.80820078 
 03/13  15:00:00,217693835.14127767,157847842.40932432 
 03/13  16:00:00,225762611.00321865,180686539.213066 
 03/13  17:00:00,150137966.03515792,123303863.83174673 
 03/13  18:00:00,100857608.7931067,90775233.16631567 
 03/13  19:00:00,116270922.19566663,115669498.51230916 
 03/13  20:00:00,115080350.10864428,115080350.10864429 
 03/13  21:00:00,124012141.05895069,124012141.0589507 
 03/13  22:00:00,76638389.2223021,76638389.2223021 
 03/13  23:00:00,72378950.7428459,72378950.7428459 
 03/13  24:00:00,59101491.97393255,59101491.97393255 
 03/14  01:00:00,59101491.97393255,59101491.97393255 
 03/14  02:00:00,59101491.97393255,59101491.97393255 
 03/14  03:00:00,59101491.97393255,59101491.97393255 
 03/14  04:00:00,59101491.97393255,59101491.97393255 
 03/14  05:00:00,60139775.3689941,60139775.3689941 
 03/14  06:00:00,172513862.8949182,172513862.89491817 
 03/14  07:00:00,291908736.7349571,291655416.1066464 
 03/14  08:00:00,278163467.3747104,271016714.401957 
 03/14  09:00:00,239732412.10813075,213359927.56459954 
 03/14  10:00:00,218620622.0584787,173189126.4051052 
 03/14  11:00:00,213764634.9242007,155165015.84555292 
 03/14  12:00:00,215706333.50370318,151048138.92958435 
 03/14  13:00:00,246445016.0863781,181524210.71898952 
 03/14  14:00:00,250243498.93421635,188567878.3897812 
 03/14  15:00:00,258747513.97058323,204854569.45825875 
 03/14  16:00:00,268616779.7002685,226437692.1356458 
 03/14  17:00:00,178125871.99289566,152112578.39058325 
 03/14  18:00:00,121238231.7303775,111260631.72350973 
 03/14  19:00:00,113468164.27405044,112815753.3882814 
 03/14  20:00:00,100842430.35721987,100842430.35721986 
 03/14  21:00:00,107007346.39733414,107007346.39733413 
 03/14  22:00:00,76638389.2223021,76638389.2223021 
 03/14  23:00:00,72378950.7428459,72378950.7428459 
 03/14  24:00:00,59101491.97393255,59101491.97393255 
 03/15  01:00:00,59101491.97393255,59101491.97393255 
 03/15  02:00:00,59101491.97393255,59101491.97393255 
 03/15  03:00:00,59101491.97393255,59101491.97393255 
 03/15  04:00:00,59101491.97393255,59101491.97393255 
 03/15  05:00:00,60139775.3689941,60139775.3689941 
 03/15  06:00:00,89766300.90594065,89766300.90594062 
 03/15  07:00:00,138082636.0518157,137612415.83551282 
 03/15  08:00:00,225834610.29765767,220228627.99430135 
 03/15  09:00:00,217396582.75865442,203475822.65212002 
 03/15  10:00:00,218402996.66913697,197573967.90108785 
 03/15  11:00:00,222268349.0883872,191988358.8843509 
 03/15  12:00:00,207847322.56025538,169553978.7566248 
 03/15  13:00:00,226090404.69077867,180950681.03857613 
 03/15  14:00:00,230252301.18133375,179472978.22589746 
 03/15  15:00:00,238670844.4060017,194050649.52599484 
 03/15  16:00:00,245685825.32245892,211010093.5336423 
 03/15  17:00:00,159980534.85275307,136871760.83190426 
 03/15  18:00:00,110499180.31525367,100250363.41242857 
 03/15  19:00:00,115660187.43434155,114831247.43284191 
 03/15  20:00:00,107674883.85057367,107674883.85057367 
 03/15  21:00:00,103001362.52133404,103001362.521334 
 03/15  22:00:00,76638389.2223021,76638389.2223021 
 03/15  23:00:00,72378950.7428459,72378950.7428459 
 03/15  24:00:00,59101491.97393255,59101491.97393255 
 03/16  01:00:00,59101491.97393255,59101491.97393255 
 03/16  02:00:00,59101491.97393255,59101491.97393255 
 03/16  03:00:00,59101491.97393255,59101491.97393255 
 03/16  04:00:00,59101491.97393255,59101491.97393255 
 03/16  05:00:00,60139775.3689941,60139775.3689941 
 03/16  06:00:00,96323298.86407834,96323298.86407831 
 03/16  07:00:00,131223279.57320192,131182686.9269214 
 03/16  08:00:00,245450617.51695755,243926623.36100695 
 03/16  09:00:00,238175902.12217587,232278199.7592793 
 03/16  10:00:00,237292966.7144158,222565382.24186635 
 03/16  11:00:00,240063309.3383455,217597171.90186903 
 03/16  12:00:00,237995073.89028296,208218210.7049489 
 03/16  13:00:00,255941571.16459808,222130147.9706413 
