neighbourhood_id,building_id,catastro_local_id,year_built,n_dwellings,n_building_units,condition,overlap_area_m2,join_predicate,provenance_year_built,provenance_dwellings,reason,levels,provenance_levels
ES-MAD-BERRUGUETE,way/100704656,0691142VK4709B,1959.0,12.0,14.0,functional,312.9078,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/100704671,0691122VK4709B,2000.0,60.0,138.0,functional,2164.9681,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/100704677,0691127VK4709B,1940.0,14.0,16.0,functional,220.9659,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/100704682,0691146VK4709B,2003.0,10.0,12.0,functional,0.2238,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/100704705,0691123VK4709B,2001.0,46.0,112.0,functional,1445.6586,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/100704712,0691144VK4709B,2001.0,3.0,3.0,functional,80.3114,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/100704723,0691143VK4709B,1955.0,32.0,32.0,functional,304.4262,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/100704738,0691151VK4709B,2002.0,13.0,16.0,functional,170.4012,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/100704741,0691146VK4709B,2003.0,10.0,12.0,functional,361.4351,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/133979799,0491602VK4709A,1965.0,21.0,22.0,functional,305.4676,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/195286070,0691124VK4709B,2000.0,66.0,168.0,functional,2101.5881,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,9,CATASTRO_BUILDINGPART_OBSERVED
ES-MAD-BERRUGUETE,way/195286075,0489402VK4708G,1987.0,2.0,2.0,functional,75.2279,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/198082036,0291202VK4709A,1960.0,17.0,17.0,functional,203.2959,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/198082054,0587305VK4708G,1965.0,32.0,35.0,functional,483.2888,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/198082056,0389807VK4708G,1930.0,7.0,11.0,functional,283.3698,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/224012143,0493105VK4709C,1970.0,14.0,15.0,functional,244.1792,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/232618736,0488619VK4708H,1955.0,18.0,23.0,functional,330.8886,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/277649994,0491606VK4709A,1998.0,20.0,40.0,functional,188.6117,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/277649996,0491607VK4709A,1965.0,16.0,20.0,functional,0.1955,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/286376565,0491814VK4709A,1930.0,3.0,3.0,functional,69.2977,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/286376566,0491815VK4709A,2001.0,8.0,8.0,functional,80.5177,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/286376568,0491824VK4709A,2005.0,8.0,16.0,functional,102.7679,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/286376569,0491818VK4709A,1965.0,1.0,1.0,functional,111.2296,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/286376571,0491819VK4709A,1998.0,5.0,6.0,functional,90.964,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/286376572,0491820VK4709A,1935.0,1.0,1.0,functional,75.5349,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/286376573,0491821VK4709A,1945.0,1.0,1.0,functional,71.7196,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/286376574,0491822VK4709A,1995.0,6.0,9.0,functional,128.6983,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/286376575,0491823VK4709A,1990.0,1.0,1.0,functional,142.9001,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/286417117,0491801VK4709A,1960.0,32.0,33.0,functional,528.8086,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/286564856,0491812VK4709A,1930.0,4.0,4.0,functional,89.9699,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/286685213,0492812VK4709A,1994.0,5.0,5.0,functional,119.2401,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/286685214,0492811VK4709A,1945.0,3.0,3.0,functional,90.8435,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/286685215,0492810VK4709A,1999.0,4.0,4.0,functional,63.2702,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/286685216,0492809VK4709A,1940.0,3.0,3.0,functional,67.547,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/286685217,0492808VK4709A,1990.0,8.0,12.0,functional,132.036,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/286685218,0492803VK4709A,1940.0,2.0,2.0,functional,84.59,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/286685219,0492804VK4709A,1995.0,3.0,3.0,functional,83.3905,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/286685222,0492801VK4709A,1965.0,22.0,25.0,functional,484.8808,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/286754285,0491811VK4709A,1955.0,3.0,3.0,functional,82.8522,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/286754286,0491810VK4709A,1935.0,1.0,1.0,functional,88.4747,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/286754288,0491802VK4709A,2002.0,3.0,3.0,functional,57.6941,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/286754289,0491803VK4709A,1960.0,1.0,1.0,functional,65.6538,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/286754290,0491805VK4709A,1995.0,6.0,7.0,functional,94.1327,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/286754292,0491807VK4709A,2021.0,7.0,12.0,functional,88.6785,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/286783497,0492807VK4709A,1960.0,3.0,3.0,functional,77.8747,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/287225519,0592308VK4709B,1993.0,16.0,32.0,functional,392.1104,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/287225521,0592307VK4709B,1936.0,2.0,2.0,functional,79.7039,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,3,CATASTRO_BUILDINGPART_OBSERVED
ES-MAD-BERRUGUETE,way/287225523,0592306VK4709B,1936.0,2.0,2.0,functional,72.8047,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/287225524,0592801VK4709B,1948.0,3.0,4.0,functional,97.6341,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/287356953,0592806VK4709B,1993.0,46.0,296.0,functional,1056.8347,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/287496586,0593113VK4709D,1965.0,12.0,12.0,functional,168.4416,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/287496588,0593112VK4709D,1988.0,3.0,5.0,functional,112.4047,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,5,CATASTRO_BUILDINGPART_OBSERVED
ES-MAD-BERRUGUETE,way/287496591,0593123VK4709D,2010.0,14.0,28.0,functional,222.5304,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,4,CATASTRO_BUILDINGPART_OBSERVED
ES-MAD-BERRUGUETE,way/287496598,0592501VK4709D,1965.0,8.0,11.0,functional,203.3685,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,3,CATASTRO_BUILDINGPART_OBSERVED
ES-MAD-BERRUGUETE,way/287696580,0492405VK4709C,1989.0,6.0,10.0,functional,135.6666,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/287696581,0492404VK4709C,1965.0,7.0,8.0,functional,97.983,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/287696583,0492402VK4709C,1955.0,9.0,11.0,functional,355.2401,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/287696584,0492401VK4709C,1993.0,11.0,12.0,functional,150.4846,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/287696585,0592301VK4709B,1943.0,1.0,1.0,functional,61.605,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/287696586,0592302VK4709B,1940.0,1.0,1.0,functional,44.9313,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/287696587,0592303VK4709B,1971.0,3.0,3.0,functional,62.4453,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/287696588,0592304VK4709B,1924.0,1.0,1.0,functional,73.745,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/287696589,0592305VK4709B,1935.0,1.0,1.0,functional,60.7688,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/287696590,0593120VK4709D,2007.0,3.0,7.0,functional,63.9833,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/287696591,0593119VK4709D,1920.0,2.0,2.0,functional,59.0248,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/287696594,0593116VK4709D,1946.0,2.0,2.0,functional,43.1769,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/287696595,0593115VK4709D,1936.0,1.0,1.0,functional,44.1474,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/287696596,0593114VK4709D,1960.0,1.0,1.0,functional,52.2565,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/287938551,0491809VK4709A,2010.0,7.0,7.0,functional,84.8292,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/287938553,0491808VK4709A,2010.0,6.0,6.0,functional,75.2427,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/287938556,0491804VK4709A,2014.0,7.0,7.0,functional,80.6268,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/287939446,0492813VK4709A,1970.0,11.0,12.0,functional,175.9369,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/287939447,0492828VK4709A,2008.0,9.0,18.0,functional,121.3129,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/287939448,0492816VK4709A,1979.0,10.0,11.0,functional,146.4321,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/287939449,0492817VK4709A,1920.0,1.0,1.0,functional,55.1444,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,1,CATASTRO_BUILDINGPART_OBSERVED
ES-MAD-BERRUGUETE,way/287939450,0492818VK4709A,1920.0,1.0,1.0,functional,57.4574,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,1,CATASTRO_BUILDINGPART_OBSERVED
ES-MAD-BERRUGUETE,way/287939451,0492819VK4709A,1920.0,1.0,1.0,functional,38.6007,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,1,CATASTRO_BUILDINGPART_OBSERVED
ES-MAD-BERRUGUETE,way/287939452,0492820VK4709A,1920.0,1.0,1.0,functional,53.8001,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,1,CATASTRO_BUILDINGPART_OBSERVED
ES-MAD-BERRUGUETE,way/287939453,0492821VK4709A,1920.0,1.0,1.0,functional,39.3228,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,1,CATASTRO_BUILDINGPART_OBSERVED
ES-MAD-BERRUGUETE,way/287939454,0492822VK4709A,1920.0,2.0,2.0,functional,83.1828,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,1,CATASTRO_BUILDINGPART_OBSERVED
ES-MAD-BERRUGUETE,way/287939455,0492827VK4709A,2011.0,8.0,19.0,functional,233.872,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,5,CATASTRO_BUILDINGPART_OBSERVED
ES-MAD-BERRUGUETE,way/287943062,0593317VK4709D,1988.0,10.0,15.0,functional,184.4657,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/287943064,0593316VK4709D,1991.0,10.0,16.0,functional,182.4976,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/287943067,0693107VK4709D,1961.0,7.0,8.0,functional,276.1509,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/287943069,0693108VK4709D,1991.0,1.0,1.0,functional,50.4018,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,4,CATASTRO_BUILDINGPART_OBSERVED
ES-MAD-BERRUGUETE,way/288276172,0592802VK4709B,1999.0,4.0,4.0,functional,58.7153,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/288276173,0592803VK4709B,1995.0,13.0,17.0,functional,443.0169,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/288276174,0592804VK4709B,1968.0,21.0,22.0,functional,476.7555,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/288276175,0592510VK4709D,1976.0,4.0,5.0,functional,0.0551,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/288276176,0592510VK4709D,1976.0,4.0,5.0,functional,175.3588,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/288276177,0592509VK4709D,1957.0,4.0,4.0,functional,111.4974,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/288276178,0592508VK4709D,1960.0,3.0,4.0,functional,157.665,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,4,CATASTRO_BUILDINGPART_OBSERVED
ES-MAD-BERRUGUETE,way/288276179,0592507VK4709D,1940.0,3.0,4.0,functional,99.0485,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/288447771,0592506VK4709D,1950.0,3.0,4.0,functional,41.182,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/288447773,0592503VK4709D,1950.0,7.0,8.0,functional,170.4729,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,4,CATASTRO_BUILDINGPART_OBSERVED
ES-MAD-BERRUGUETE,way/288450068,0693106VK4709D,1980.0,10.0,11.0,functional,154.8346,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,6,CATASTRO_BUILDINGPART_OBSERVED
ES-MAD-BERRUGUETE,way/288450069,0693105VK4709D,1999.0,9.0,11.0,functional,134.905,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,5,CATASTRO_BUILDINGPART_OBSERVED
ES-MAD-BERRUGUETE,way/288461982,0692901VK4709B,1979.0,16.0,19.0,functional,278.8454,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/288461983,0692902VK4709B,2002.0,8.0,26.0,functional,154.5336,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/288461988,0692408VK4709D,1965.0,1.0,1.0,functional,231.8198,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/288461989,0692409VK4709D,1964.0,9.0,10.0,functional,264.0414,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/288461992,0692410VK4709D,1925.0,8.0,8.0,functional,142.5792,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
ES-MAD-BERRUGUETE,way/288461994,0692411VK4709D,1939.0,1.0,1.0,functional,100.0576,LARGEST_OVERLAP_INTERSECTS_EPSG3035,CATASTRO_INSPIRE_BU_OBSERVED,CATASTRO_INSPIRE_BU_OBSERVED,,,
