neighbourhood_id,building_id,building_type,archetype_id,year_built,observed_dwellings,observed_storeys,units_per_floor,allocated_dwellings,footprint_area_m2,is_convex,has_courtyard,layout_status,layout_reason
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240877524_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1906.0,3,4,1,3,110.851,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240877527_part0,AB,FR.N.AB.01.Gen.ReEx.001.001,1860.0,15,5,3,15,276.073,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240877538_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1914.0,3,4,1,3,96.684,True,False,DWELLING_LAYOUT_EMITTED,
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240878030_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1720.0,7,3,3,7,156.883,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240878034_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1880.0,3,3,1,3,60.493,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879409_part0,AB,FR.N.AB.01.Gen.ReEx.001.001,1830.0,24,5,5,24,370.23,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879419_part0,AB,FR.N.AB.08.Gen.ReEx.001.001,2002.0,34,8,5,34,354.414,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879449_part0,AB,FR.N.AB.07.Gen.ReEx.001.001,1999.0,28,6,5,28,544.206,True,False,DWELLING_LAYOUT_EMITTED,
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879451_part0,SFH,FR.N.SFH.01.Gen.ReEx.001.001,1805.0,1,1,1,1,69.111,True,False,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879459_part0,AB,FR.N.AB.07.Gen.ReEx.001.001,1999.0,18,5,4,18,402.309,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879467_part0,AB,FR.N.AB.01.Gen.ReEx.001.001,1810.0,18,5,4,18,324.415,True,False,FALLBACK_PENDING_LAYOUT,PARTITION_AUDIT_FAILED
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879470_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1800.0,3,4,1,3,97.948,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879486_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1900.0,5,4,2,5,77.315,True,False,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879492_part0,AB,FR.N.AB.01.Gen.ReEx.001.001,1800.0,15,5,3,15,239.868,False,True,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT;COURTYARD_HOLE
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879510_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1840.0,4,2,2,4,134.876,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879511_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1780.0,4,4,1,4,136.794,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879534_part0,AB,FR.N.AB.01.Gen.ReEx.001.001,1800.0,16,7,3,16,180.997,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879546_part0,AB,FR.N.AB.07.Gen.ReEx.001.001,1990.0,16,6,3,16,376.064,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879558_part0,AB,FR.N.AB.01.Gen.ReEx.001.001,1800.0,26,7,4,26,263.26,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879564_part0,AB,FR.N.AB.01.Gen.ReEx.001.001,1870.0,17,8,3,17,131.255,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879572_part0,AB,FR.N.AB.06.Gen.ReEx.001.001,1984.0,22,7,4,22,351.601,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879577_part0,MFH,FR.N.MFH.07.Gen.ReEx.001.001,1990.0,10,4,3,10,408.409,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879604_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1870.0,8,4,2,8,133.424,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879614_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1840.0,8,3,3,8,158.455,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879618_part0,TH,FR.N.TH.01.Gen.ReEx.001.001,1900.0,1,2,1,1,57.676,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879627_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1840.0,3,3,1,3,107.461,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879632_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1870.0,6,4,2,6,173.962,True,False,DWELLING_LAYOUT_EMITTED,
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879635_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1810.0,7,3,3,7,127.339,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879644_part0,AB,FR.N.AB.07.Gen.ReEx.001.001,1992.0,19,5,4,19,373.447,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879650_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1670.0,7,4,2,7,131.583,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879660_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1850.0,4,3,2,4,104.062,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879669_part0,AB,FR.N.AB.01.Gen.ReEx.001.001,1840.0,25,5,5,25,159.136,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879681_part0,MFH,FR.N.MFH.03.Gen.ReEx.001.001,1950.0,8,4,2,8,143.382,True,False,DWELLING_LAYOUT_EMITTED,
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879754_part0,TH,FR.N.TH.01.Gen.ReEx.001.001,1880.0,1,4,1,1,155.926,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879755_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1875.0,5,3,2,5,58.672,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879756_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1880.0,10,4,3,10,93.912,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879758_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1850.0,5,4,2,5,102.887,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879759_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1840.0,5,4,2,5,67.226,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879761_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1880.0,3,3,1,3,66.095,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879768_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1860.0,8,3,3,8,89.401,True,False,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879789_part0,AB,FR.N.AB.05.Gen.ReEx.001.001,1981.0,17,6,3,17,329.104,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879897_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1820.0,10,4,3,10,229.485,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879902_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1870.0,6,3,2,6,277.71,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879934_part0,SFH,FR.N.SFH.01.Gen.ReEx.001.001,1840.0,1,3,1,1,94.318,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879957_part0,AB,FR.N.AB.01.Gen.ReEx.001.001,1820.0,36,6,6,36,329.649,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879959_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1850.0,8,4,2,8,84.081,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879966_part0,TH,FR.N.TH.01.Gen.ReEx.001.001,1850.0,1,2,1,1,51.362,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879968_part0,SFH,FR.N.SFH.01.Gen.ReEx.001.001,1805.0,1,1,1,1,159.521,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879972_part0,AB,FR.N.AB.01.Gen.ReEx.001.001,1840.0,23,7,4,23,244.778,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879975_part0,AB,FR.N.AB.01.Gen.ReEx.001.001,1850.0,18,7,3,18,245.958,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879977_part0,AB,FR.N.AB.01.Gen.ReEx.001.001,1820.0,16,6,3,16,166.464,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879979_part0,AB,FR.N.AB.01.Gen.ReEx.001.001,1800.0,15,7,3,15,166.567,True,False,FALLBACK_PENDING_LAYOUT,PARTITION_AUDIT_FAILED
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879981_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1900.0,4,4,1,4,71.613,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879983_part0,AB,FR.N.AB.01.Gen.ReEx.001.001,1860.0,15,6,3,15,316.559,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879984_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1890.0,2,2,1,2,88.483,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879985_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1910.0,3,3,1,3,93.124,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879986_part0,AB,FR.N.AB.01.Gen.ReEx.001.001,1830.0,15,5,3,15,364.159,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879992_part0,AB,FR.N.AB.01.Gen.ReEx.001.001,1810.0,26,6,5,26,374.104,False,True,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT;COURTYARD_HOLE
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879995_part0,AB,FR.N.AB.06.Gen.ReEx.001.001,1985.0,19,7,3,19,470.498,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240879996_part0,AB,FR.N.AB.06.Gen.ReEx.001.001,1985.0,25,6,5,25,1290.186,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880001_part0,MFH,FR.N.MFH.06.Gen.ReEx.001.001,1985.0,6,4,2,6,198.698,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880008_part0,AB,FR.N.AB.01.Gen.ReEx.001.001,1800.0,24,6,4,24,339.88,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880009_part0,AB,FR.N.AB.01.Gen.ReEx.001.001,1840.0,22,7,4,22,277.008,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880010_part0,AB,FR.N.AB.01.Gen.ReEx.001.001,1800.0,24,7,4,24,342.07,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880013_part0,MFH,FR.N.MFH.03.Gen.ReEx.001.001,1959.0,2,2,1,2,93.836,True,False,DWELLING_LAYOUT_EMITTED,
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880015_part0,AB,FR.N.AB.08.Gen.ReEx.001.001,2001.0,25,6,5,25,581.726,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880018_part0,AB,FR.N.AB.01.Gen.ReEx.001.001,1750.0,21,7,3,21,207.83,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880020_part0,AB,FR.N.AB.01.Gen.ReEx.001.001,1821.0,16,6,3,16,186.347,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880021_part0,AB,FR.N.AB.01.Gen.ReEx.001.001,1850.0,33,7,5,33,315.814,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880024_part0,TH,FR.N.TH.08.Gen.ReEx.001.001,2005.0,1,2,1,1,96.716,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880027_part0,MFH,FR.N.MFH.02.Gen.ReEx.001.001,1935.0,2,3,1,2,108.966,True,False,DWELLING_LAYOUT_EMITTED,
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880035_part0,AB,FR.N.AB.01.Gen.ReEx.001.001,1830.0,24,6,4,24,228.304,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880036_part0,AB,FR.N.AB.01.Gen.ReEx.001.001,1810.0,27,6,5,27,321.5,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880044_part0,AB,FR.N.AB.07.Gen.ReEx.001.001,1991.0,40,8,5,40,646.097,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880046_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1800.0,3,4,1,3,219.698,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880049_part0,TH,FR.N.TH.01.Gen.ReEx.001.001,1860.0,1,4,1,1,58.992,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880050_part0,TH,FR.N.TH.01.Gen.ReEx.001.001,1720.0,1,4,1,1,76.84,True,False,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880053_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1760.0,9,4,3,9,99.475,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880055_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1760.0,2,2,1,2,38.395,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880071_part0,SFH,FR.N.SFH.01.Gen.ReEx.001.001,1840.0,1,2,1,1,27.7,True,False,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880079_part0,TH,FR.N.TH.06.Gen.ReEx.001.001,1985.0,1,2,1,1,56.875,True,False,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880082_part0,TH,FR.N.TH.01.Gen.ReEx.001.001,1900.0,1,3,1,1,142.309,True,False,DWELLING_LAYOUT_EMITTED,
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880083_part0,TH,FR.N.TH.02.Gen.ReEx.001.001,1920.0,1,2,1,1,97.562,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880094_part0,TH,FR.N.TH.03.Gen.ReEx.001.001,1950.0,1,2,1,1,56.127,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880095_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1800.0,10,4,3,10,250.996,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880096_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1820.0,6,4,2,6,133.002,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880097_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1870.0,8,4,2,8,132.389,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880100_part0,AB,FR.N.AB.07.Gen.ReEx.001.001,1992.0,28,6,5,28,482.15,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880101_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1900.0,9,3,3,9,248.146,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880102_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1850.0,7,3,3,7,145.835,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880108_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1900.0,6,4,2,6,131.993,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880109_part0,MFH,FR.N.MFH.07.Gen.ReEx.001.001,1999.0,8,4,2,8,167.786,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880110_part0,MFH,FR.N.MFH.02.Gen.ReEx.001.001,1948.0,9,4,3,9,200.875,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880111_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1850.0,6,3,2,6,316.288,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880112_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1860.0,12,4,3,12,277.224,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880113_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1800.0,5,4,2,5,84.978,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
FR-LYO-HAUTCOEURPENTES,BATIMENT0000000240880119_part0,MFH,FR.N.MFH.01.Gen.ReEx.001.001,1850.0,7,3,3,7,211.882,False,False,REFUSED_BY_LAYOUT_CONTRACT,NON_CONVEX_FOOTPRINT
