building_id,building_type,year_built,native_layout_status,native_layout_reason,centroid_translated_layout_status,centroid_translated_layout_reason,status_changed_under_translation,exterior_vertex_count,exceeds_energyplus_idd_vertex_budget_approx_120,geometry_simplified_for_energyplus,geometry_original_vertex_count,geometry_simplified_vertex_count,geometry_simplification_delta_area_m2,geometry_simplification_hausdorff_m
BATIMENT0000000240880100_part0,AB,1992.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,43,False,False,43,43,0.0,0.0
BATIMENT0000000240880101_part0,MFH,1900.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,17,False,False,17,17,0.0,0.0
BATIMENT0000000240880102_part0,MFH,1850.0,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,False,7,False,False,7,7,0.0,0.0
BATIMENT0000000240880108_part0,MFH,1900.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,11,False,False,11,11,0.0,0.0
BATIMENT0000000240880109_part0,MFH,1999.0,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,False,8,False,False,8,8,0.0,0.0
BATIMENT0000000240880110_part0,MFH,1948.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,12,False,False,12,12,0.0,0.0
BATIMENT0000000240880111_part0,MFH,1850.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,14,False,False,14,14,0.0,0.0
BATIMENT0000000240880112_part0,MFH,1860.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,23,False,False,23,23,0.0,0.0
BATIMENT0000000240880113_part0,MFH,1800.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,8,False,False,8,8,0.0,0.0
BATIMENT0000000240880119_part0,MFH,1850.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,25,False,False,25,25,0.0,0.0
BATIMENT0000000240880122_part0,AB,1870.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,9,False,False,9,9,0.0,0.0
BATIMENT0000000240880127_part0,AB,1954.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,9,False,False,9,9,0.0,0.0
BATIMENT0000000240880130_part0,AB,1850.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,9,False,False,9,9,0.0,0.0
BATIMENT0000000240880149_part0,TH,1900.0,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,False,6,False,False,6,6,0.0,0.0
BATIMENT0000000240880150_part0,MFH,1880.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,13,False,False,13,13,0.0,0.0
BATIMENT0000000240880151_part0,AB,1880.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,5,False,False,5,5,0.0,0.0
BATIMENT0000000240880159_part0,MFH,2010.0,DWELLING_LAYOUT_EMITTED,,DWELLING_LAYOUT_EMITTED,,False,5,False,False,5,5,0.0,0.0
BATIMENT0000000240880161_part0,MFH,1900.0,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,False,5,False,False,5,5,0.0,0.0
BATIMENT0000000240880162_part0,MFH,1987.0,DWELLING_LAYOUT_EMITTED,,DWELLING_LAYOUT_EMITTED,,False,4,False,False,4,4,0.0,0.0
BATIMENT0000000240880169_part0,TH,1840.0,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,False,15,False,False,15,15,0.0,0.0
BATIMENT0000000240880170_part0,TH,1880.0,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,False,7,False,False,7,7,0.0,0.0
BATIMENT0000000240880171_part0,MFH,1840.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,13,False,False,13,13,0.0,0.0
BATIMENT0000000240880172_part0,TH,1940.0,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,False,8,False,False,8,8,0.0,0.0
BATIMENT0000000240880173_part0,MFH,1900.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,6,False,False,6,6,0.0,0.0
BATIMENT0000000240880177_part0,MFH,1860.0,DWELLING_LAYOUT_EMITTED,,DWELLING_LAYOUT_EMITTED,,False,5,False,False,5,5,0.0,0.0
BATIMENT0000000240880179_part0,MFH,1850.0,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,False,9,False,False,9,9,0.0,0.0
BATIMENT0000000240880186_part0,AB,1992.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,12,False,False,12,12,0.0,0.0
BATIMENT0000000240880188_part0,MFH,1800.0,DWELLING_LAYOUT_EMITTED,,DWELLING_LAYOUT_EMITTED,,False,4,False,False,4,4,0.0,0.0
BATIMENT0000000240880189_part0,MFH,2004.0,DWELLING_LAYOUT_EMITTED,,DWELLING_LAYOUT_EMITTED,,False,4,False,False,4,4,0.0,0.0
BATIMENT0000000240880192_part0,AB,1800.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,15,False,False,15,15,0.0,0.0
BATIMENT0000000240880193_part0,AB,1870.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,8,False,False,8,8,0.0,0.0
BATIMENT0000000240880199_part0,MFH,1994.0,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,False,5,False,False,5,5,0.0,0.0
BATIMENT0000000240880200_part0,MFH,1850.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,15,False,False,15,15,0.0,0.0
BATIMENT0000000240880201_part0,MFH,1994.0,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,False,7,False,False,7,7,0.0,0.0
BATIMENT0000000240880205_part0,AB,1993.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,39,False,False,39,39,0.0,0.0
BATIMENT0000000240880209_part0,MFH,1850.0,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,False,7,False,False,7,7,0.0,0.0
BATIMENT0000000240880212_part0,MFH,1890.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,10,False,False,10,10,0.0,0.0
BATIMENT0000000240880213_part0,AB,1800.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,12,False,False,12,12,0.0,0.0
BATIMENT0000000240880214_part0,TH,1890.0,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,False,10,False,False,10,10,0.0,0.0
BATIMENT0000000240880215_part0,MFH,1800.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,6,False,False,6,6,0.0,0.0
BATIMENT0000000240880216_part0,MFH,1840.0,DWELLING_LAYOUT_EMITTED,,DWELLING_LAYOUT_EMITTED,,False,5,False,False,5,5,0.0,0.0
BATIMENT0000000240880218_part0,TH,1840.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,5,False,False,5,5,0.0,0.0
BATIMENT0000000240880225_part0,MFH,1820.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,10,False,False,10,10,0.0,0.0
BATIMENT0000000240880226_part0,TH,1820.0,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,False,13,False,False,13,13,0.0,0.0
BATIMENT0000000240880227_part0,MFH,1860.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,15,False,False,15,15,0.0,0.0
BATIMENT0000000240880228_part0,MFH,1800.0,FALLBACK_PENDING_LAYOUT,COURTYARD_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,COURTYARD_TOPOLOGY_UNSUPPORTED,False,43,False,False,43,43,0.0,0.0
BATIMENT0000000240880229_part0,MFH,1900.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,6,False,False,6,6,0.0,0.0
BATIMENT0000000240880233_part0,MFH,1800.0,DWELLING_LAYOUT_EMITTED,,DWELLING_LAYOUT_EMITTED,,False,8,False,False,8,8,0.0,0.0
BATIMENT0000000240880238_part0,AB,1840.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,7,False,False,7,7,0.0,0.0
BATIMENT0000000240880239_part0,MFH,1800.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,25,False,False,25,25,0.0,0.0
BATIMENT0000000240880245_part0,MFH,1920.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,25,False,False,25,25,0.0,0.0
BATIMENT0000000240880246_part0,AB,1880.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,16,False,False,16,16,0.0,0.0
BATIMENT0000000240880247_part0,MFH,1750.0,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,False,7,False,False,7,7,0.0,0.0
BATIMENT0000000240880248_part0,MFH,1906.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,11,False,False,11,11,0.0,0.0
BATIMENT0000000240880250_part0,MFH,1750.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,10,False,False,10,10,0.0,0.0
BATIMENT0000000240880254_part0,AB,1840.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,10,False,False,10,10,0.0,0.0
BATIMENT0000000240880262_part0,AB,1900.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,11,False,False,11,11,0.0,0.0
BATIMENT0000000240880263_part0,MFH,1850.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,12,False,False,12,12,0.0,0.0
BATIMENT0000000240880271_part0,AB,1850.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,8,False,False,8,8,0.0,0.0
BATIMENT0000000240880340_part0,AB,1750.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,10,False,False,10,10,0.0,0.0
BATIMENT0000000240880341_part0,AB,1750.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,6,False,False,6,6,0.0,0.0
BATIMENT0000000240880344_part0,AB,1800.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,9,False,False,9,9,0.0,0.0
BATIMENT0000000240880346_part0,AB,1850.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,24,False,False,24,24,0.0,0.0
BATIMENT0000000240880347_part0,AB,1914.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,15,False,False,15,15,0.0,0.0
BATIMENT0000000240880349_part0,MFH,1850.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,12,False,False,12,12,0.0,0.0
BATIMENT0000000240880356_part0,AB,1810.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,6,False,False,6,6,0.0,0.0
BATIMENT0000000240880359_part0,AB,1987.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,14,False,False,14,14,0.0,0.0
BATIMENT0000000240880362_part0,MFH,1700.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,13,False,False,13,13,0.0,0.0
BATIMENT0000000240880366_part0,MFH,1700.0,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,False,8,False,False,8,8,0.0,0.0
BATIMENT0000000240880367_part0,AB,1825.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,30,False,False,30,30,0.0,0.0
BATIMENT0000000240880370_part0,AB,1850.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,12,False,False,12,12,0.0,0.0
BATIMENT0000000240880372_part0,AB,1830.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,14,False,False,14,14,0.0,0.0
BATIMENT0000000240880374_part0,AB,1912.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,13,False,False,13,13,0.0,0.0
BATIMENT0000000240880377_part0,AB,1750.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,25,False,False,25,25,0.0,0.0
BATIMENT0000000240880380_part0,AB,1780.0,FALLBACK_PENDING_LAYOUT,COURTYARD_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,COURTYARD_TOPOLOGY_UNSUPPORTED,False,31,False,False,31,31,0.0,0.0
BATIMENT0000000240880382_part0,MFH,1750.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,10,False,False,10,10,0.0,0.0
BATIMENT0000000240880383_part0,AB,1820.0,FALLBACK_PENDING_LAYOUT,COURTYARD_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,COURTYARD_TOPOLOGY_UNSUPPORTED,False,10,False,False,10,10,0.0,0.0
BATIMENT0000000240880384_part0,AB,1810.0,FALLBACK_PENDING_LAYOUT,COURTYARD_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,COURTYARD_TOPOLOGY_UNSUPPORTED,False,43,False,False,43,43,0.0,0.0
BATIMENT0000000240880388_part0,AB,1880.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,9,False,False,9,9,0.0,0.0
BATIMENT0000000240880393_part0,AB,1880.0,DWELLING_LAYOUT_EMITTED,,DWELLING_LAYOUT_EMITTED,,False,5,False,False,5,5,0.0,0.0
BATIMENT0000000240880395_part0,AB,1875.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,6,False,False,6,6,0.0,0.0
BATIMENT0000000240880400_part0,AB,1780.0,FALLBACK_PENDING_LAYOUT,COURTYARD_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,COURTYARD_TOPOLOGY_UNSUPPORTED,False,7,False,False,7,7,0.0,0.0
BATIMENT0000000240880404_part0,AB,1800.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,9,False,False,9,9,0.0,0.0
BATIMENT0000000240880408_part0,AB,1860.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,14,False,False,14,14,0.0,0.0
BATIMENT0000000240880410_part0,AB,1875.0,FALLBACK_PENDING_LAYOUT,COURTYARD_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,COURTYARD_TOPOLOGY_UNSUPPORTED,False,6,False,False,6,6,0.0,0.0
BATIMENT0000000240880479_part0,AB,1820.0,FALLBACK_PENDING_LAYOUT,COURTYARD_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,COURTYARD_TOPOLOGY_UNSUPPORTED,False,12,False,False,12,12,0.0,0.0
BATIMENT0000000240880566_part0,MFH,1750.0,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,False,13,False,False,13,13,0.0,0.0
BATIMENT0000000240880567_part0,MFH,1850.0,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,False,11,False,False,11,11,0.0,0.0
BATIMENT0000000240880569_part0,AB,1800.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,12,False,False,12,12,0.0,0.0
BATIMENT0000000240880570_part0,AB,1780.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,26,False,False,26,26,0.0,0.0
BATIMENT0000000240880572_part0,MFH,1820.0,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,False,6,False,False,6,6,0.0,0.0
BATIMENT0000000240880573_part0,MFH,1850.0,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,False,12,False,False,12,12,0.0,0.0
BATIMENT0000000240880615_part0,MFH,1780.0,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,False,4,False,False,4,4,0.0,0.0
BATIMENT0000000240880624_part0,AB,1890.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,9,False,False,9,9,0.0,0.0
BATIMENT0000000240880639_part0,MFH,1800.0,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,False,9,False,False,9,9,0.0,0.0
BATIMENT0000000240880640_part0,MFH,1770.0,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,False,8,False,False,8,8,0.0,0.0
BATIMENT0000000240881070_part0,MFH,1810.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,14,False,False,14,14,0.0,0.0
BATIMENT0000000240881079_part0,MFH,1800.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,11,False,False,11,11,0.0,0.0
BATIMENT0000000240881080_part0,MFH,1850.0,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,False,10,False,False,10,10,0.0,0.0
BATIMENT0000000240881081_part0,MFH,1740.0,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,False,6,False,False,6,6,0.0,0.0
BATIMENT0000000240881082_part0,MFH,1740.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,13,False,False,13,13,0.0,0.0
BATIMENT0000000240881087_part0,MFH,1800.0,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,FALLBACK_PENDING_LAYOUT,NON_CONVEX_TOPOLOGY_UNSUPPORTED,False,9,False,False,9,9,0.0,0.0
BATIMENT0000000240881088_part0,MFH,1856.0,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,False,7,False,False,7,7,0.0,0.0
BATIMENT0000000240881089_part0,MFH,1840.0,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,False,5,False,False,5,5,0.0,0.0
BATIMENT0000000240881090_part0,MFH,1740.0,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,FALLBACK_PENDING_LAYOUT,NARROW_FOOTPRINT_LT_8M,False,8,False,False,8,8,0.0,0.0
BATIMENT0000000240881095_part0,AB,1800.0,DWELLING_LAYOUT_EMITTED,,DWELLING_LAYOUT_EMITTED,,False,6,False,False,6,6,0.0,0.0
