Time,6C5C4A7F558C79FB_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],6C5C4A7F558C79FB_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],6C5C4A7F558C79FB_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],6C5C4A7F558C79FB_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],6C5C4A7F558C79FB_F0_DWELLING_0::Des Latent Heat Load [W],6C5C4A7F558C79FB_F0_DWELLING_0::Des Latent Cool Load [W],6C5C4A7F558C79FB_F0_DWELLING_0::Des Latent Heat Mass Flow [kg/s],6C5C4A7F558C79FB_F0_DWELLING_0::Des Latent Cool Mass Flow [kg/s],6C5C4A7F558C79FB_F0_DWELLING_0::Des Heat Load No DOAS [W],6C5C4A7F558C79FB_F0_DWELLING_0::Des Sens Cool Load No DOAS [W],6C5C4A7F558C79FB_F0_DWELLING_0::Des Latent Heat Load No DOAS [W],6C5C4A7F558C79FB_F0_DWELLING_0::Des Latent Cool Load No DOAS [W],6C5C4A7F558C79FB_F0_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],6C5C4A7F558C79FB_F0_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],6C5C4A7F558C79FB_F0_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],6C5C4A7F558C79FB_F0_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],6C5C4A7F558C79FB_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],6C5C4A7F558C79FB_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],6C5C4A7F558C79FB_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],6C5C4A7F558C79FB_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],6C5C4A7F558C79FB_F1_DWELLING_0::Des Latent Heat Load [W],6C5C4A7F558C79FB_F1_DWELLING_0::Des Latent Cool Load [W],6C5C4A7F558C79FB_F1_DWELLING_0::Des Latent Heat Mass Flow [kg/s],6C5C4A7F558C79FB_F1_DWELLING_0::Des Latent Cool Mass Flow [kg/s],6C5C4A7F558C79FB_F1_DWELLING_0::Des Heat Load No DOAS [W],6C5C4A7F558C79FB_F1_DWELLING_0::Des Sens Cool Load No DOAS [W],6C5C4A7F558C79FB_F1_DWELLING_0::Des Latent Heat Load No DOAS [W],6C5C4A7F558C79FB_F1_DWELLING_0::Des Latent Cool Load No DOAS [W],6C5C4A7F558C79FB_F1_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],6C5C4A7F558C79FB_F1_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],6C5C4A7F558C79FB_F1_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],6C5C4A7F558C79FB_F1_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],6C5C4A7F558C79FB_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],6C5C4A7F558C79FB_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],6C5C4A7F558C79FB_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],6C5C4A7F558C79FB_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],6C5C4A7F558C79FB_F2_DWELLING_0::Des Latent Heat Load [W],6C5C4A7F558C79FB_F2_DWELLING_0::Des Latent Cool Load [W],6C5C4A7F558C79FB_F2_DWELLING_0::Des Latent Heat Mass Flow [kg/s],6C5C4A7F558C79FB_F2_DWELLING_0::Des Latent Cool Mass Flow [kg/s],6C5C4A7F558C79FB_F2_DWELLING_0::Des Heat Load No DOAS [W],6C5C4A7F558C79FB_F2_DWELLING_0::Des Sens Cool Load No DOAS [W],6C5C4A7F558C79FB_F2_DWELLING_0::Des Latent Heat Load No DOAS [W],6C5C4A7F558C79FB_F2_DWELLING_0::Des Latent Cool Load No DOAS [W],6C5C4A7F558C79FB_F2_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],6C5C4A7F558C79FB_F2_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],6C5C4A7F558C79FB_F2_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],6C5C4A7F558C79FB_F2_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],6C5C4A7F558C79FB_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],6C5C4A7F558C79FB_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],6C5C4A7F558C79FB_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],6C5C4A7F558C79FB_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],6C5C4A7F558C79FB_F3_DWELLING_0::Des Latent Heat Load [W],6C5C4A7F558C79FB_F3_DWELLING_0::Des Latent Cool Load [W],6C5C4A7F558C79FB_F3_DWELLING_0::Des Latent Heat Mass Flow [kg/s],6C5C4A7F558C79FB_F3_DWELLING_0::Des Latent Cool Mass Flow [kg/s],6C5C4A7F558C79FB_F3_DWELLING_0::Des Heat Load No DOAS [W],6C5C4A7F558C79FB_F3_DWELLING_0::Des Sens Cool Load No DOAS [W],6C5C4A7F558C79FB_F3_DWELLING_0::Des Latent Heat Load No DOAS [W],6C5C4A7F558C79FB_F3_DWELLING_0::Des Latent Cool Load No DOAS [W],6C5C4A7F558C79FB_F3_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],6C5C4A7F558C79FB_F3_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],6C5C4A7F558C79FB_F3_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],6C5C4A7F558C79FB_F3_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],6C5C4A7F558C79FB_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Heat Load [W],6C5C4A7F558C79FB_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],6C5C4A7F558C79FB_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],6C5C4A7F558C79FB_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],6C5C4A7F558C79FB_F0_DWELLING_1::Des Latent Heat Load [W],6C5C4A7F558C79FB_F0_DWELLING_1::Des Latent Cool Load [W],6C5C4A7F558C79FB_F0_DWELLING_1::Des Latent Heat Mass Flow [kg/s],6C5C4A7F558C79FB_F0_DWELLING_1::Des Latent Cool Mass Flow [kg/s],6C5C4A7F558C79FB_F0_DWELLING_1::Des Heat Load No DOAS [W],6C5C4A7F558C79FB_F0_DWELLING_1::Des Sens Cool Load No DOAS [W],6C5C4A7F558C79FB_F0_DWELLING_1::Des Latent Heat Load No DOAS [W],6C5C4A7F558C79FB_F0_DWELLING_1::Des Latent Cool Load No DOAS [W],6C5C4A7F558C79FB_F0_DWELLING_1:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],6C5C4A7F558C79FB_F0_DWELLING_1:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],6C5C4A7F558C79FB_F0_DWELLING_1:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],6C5C4A7F558C79FB_F0_DWELLING_1:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%]
05:25:00,2.517936E+03,0.000000E+00,8.229642E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999556E+01,3.948795E+01,2.431547E+01,6.248155E+01,2.569413E+03,0.000000E+00,8.397932E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999571E+01,3.967566E+01,2.790265E+01,4.172585E+01,2.662391E+03,0.000000E+00,8.701813E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999567E+01,4.000728E+01,2.814805E+01,4.113262E+01,4.772865E+03,0.000000E+00,1.559943E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999510E+01,4.498123E+01,2.596628E+01,4.675991E+01,4.048818E+03,0.000000E+00,1.323295E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999503E+01,4.362400E+01,2.178396E+01,6.015098E+01
05:30:00,2.517684E+03,0.000000E+00,8.228822E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999557E+01,3.952661E+01,2.430337E+01,6.243724E+01,2.569354E+03,0.000000E+00,8.397742E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999572E+01,3.971461E+01,2.788882E+01,4.172179E+01,2.662323E+03,0.000000E+00,8.701594E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999568E+01,4.004549E+01,2.813371E+01,4.112979E+01,4.771338E+03,0.000000E+00,1.559444E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999511E+01,4.500581E+01,2.594467E+01,4.677729E+01,4.046955E+03,0.000000E+00,1.322687E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999504E+01,4.365056E+01,2.176459E+01,6.016723E+01
05:35:00,2.517511E+03,0.000000E+00,8.228260E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999558E+01,3.956554E+01,2.429107E+01,6.239864E+01,2.569369E+03,0.000000E+00,8.397795E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999573E+01,3.975381E+01,2.787505E+01,4.173105E+01,2.662331E+03,0.000000E+00,8.701622E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999569E+01,4.008394E+01,2.811940E+01,4.114018E+01,4.769918E+03,0.000000E+00,1.558981E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999513E+01,4.503042E+01,2.592302E+01,4.680986E+01,4.045194E+03,0.000000E+00,1.322111E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999505E+01,4.367722E+01,2.174473E+01,6.020439E+01
05:40:00,2.517418E+03,0.000000E+00,8.227957E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999559E+01,3.960471E+01,2.427975E+01,6.236101E+01,2.569460E+03,0.000000E+00,8.398093E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999574E+01,3.979323E+01,2.786209E+01,4.175097E+01,2.662414E+03,0.000000E+00,8.701897E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999570E+01,4.012259E+01,2.810607E+01,4.116070E+01,4.768607E+03,0.000000E+00,1.558553E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999514E+01,4.505507E+01,2.590264E+01,4.685302E+01,4.043534E+03,0.000000E+00,1.321569E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999506E+01,4.370394E+01,2.172505E+01,6.025884E+01
05:45:00,2.517404E+03,0.000000E+00,8.227914E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999560E+01,3.964408E+01,2.426997E+01,6.232204E+01,2.569625E+03,0.000000E+00,8.398637E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999575E+01,3.983282E+01,2.785035E+01,4.177989E+01,2.662574E+03,0.000000E+00,8.702423E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999571E+01,4.016140E+01,2.809419E+01,4.118953E+01,4.767405E+03,0.000000E+00,1.558161E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999515E+01,4.507973E+01,2.588412E+01,4.690442E+01,4.041975E+03,0.000000E+00,1.321061E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999508E+01,4.373073E+01,2.170593E+01,6.032824E+01
05:50:00,2.517470E+03,0.000000E+00,8.228133E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999561E+01,3.968362E+01,2.426167E+01,6.228168E+01,2.569867E+03,0.000000E+00,8.399429E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999576E+01,3.987257E+01,2.783965E+01,4.181758E+01,2.662811E+03,0.000000E+00,8.703199E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999572E+01,4.020035E+01,2.808352E+01,4.122661E+01,4.766314E+03,0.000000E+00,1.557805E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999516E+01,4.510442E+01,2.586706E+01,4.696442E+01,4.040519E+03,0.000000E+00,1.320585E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999509E+01,4.375758E+01,2.168737E+01,6.041172E+01
05:55:00,2.517616E+03,0.000000E+00,8.228613E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999562E+01,3.972331E+01,2.425451E+01,6.224100E+01,2.570185E+03,0.000000E+00,8.400471E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999577E+01,3.991245E+01,2.782965E+01,4.186425E+01,2.663125E+03,0.000000E+00,8.704229E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999573E+01,4.023943E+01,2.807363E+01,4.127239E+01,4.765335E+03,0.000000E+00,1.557486E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999518E+01,4.512914E+01,2.585088E+01,4.703399E+01,4.039167E+03,0.000000E+00,1.320144E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999510E+01,4.378447E+01,2.166922E+01,6.050898E+01
06:00:00,2.517843E+03,0.000000E+00,8.229358E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999563E+01,3.976312E+01,2.424813E+01,6.220113E+01,2.570579E+03,0.000000E+00,8.401763E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999578E+01,3.995244E+01,2.782009E+01,4.191996E+01,2.663517E+03,0.000000E+00,8.705513E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999574E+01,4.027860E+01,2.806418E+01,4.132707E+01,4.764469E+03,0.000000E+00,1.557203E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999519E+01,4.515387E+01,2.583516E+01,4.711366E+01,4.037917E+03,0.000000E+00,1.319736E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999511E+01,4.381141E+01,2.165137E+01,6.061971E+01
06:05:00,2.518695E+03,0.000000E+00,8.232146E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999564E+01,3.980305E+01,2.424231E+01,6.216271E+01,2.571561E+03,0.000000E+00,8.404974E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999579E+01,3.999252E+01,2.781082E+01,4.198454E+01,2.664501E+03,0.000000E+00,8.708731E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999575E+01,4.031786E+01,2.805502E+01,4.139051E+01,4.764791E+03,0.000000E+00,1.557309E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999520E+01,4.517862E+01,2.581970E+01,4.720335E+01,4.037867E+03,0.000000E+00,1.319720E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999513E+01,4.383840E+01,2.163373E+01,6.074343E+01
06:10:00,2.520217E+03,0.000000E+00,8.237124E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999564E+01,3.984308E+01,2.424353E+01,6.210841E+01,2.573164E+03,0.000000E+00,8.410216E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999579E+01,4.003256E+01,2.780798E+01,4.204175E+01,2.666117E+03,0.000000E+00,8.714016E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999575E+01,4.035703E+01,2.805233E+01,4.144660E+01,4.766450E+03,0.000000E+00,1.557852E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999520E+01,4.520382E+01,2.581532E+01,4.727151E+01,4.039180E+03,0.000000E+00,1.320150E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999512E+01,4.386621E+01,2.162796E+01,6.083517E+01
06:15:00,2.522404E+03,0.000000E+00,8.244275E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999564E+01,3.988330E+01,2.425452E+01,6.203198E+01,2.575386E+03,0.000000E+00,8.417481E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999579E+01,4.007251E+01,2.781361E+01,4.208557E+01,2.668364E+03,0.000000E+00,8.721361E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999575E+01,4.039609E+01,2.805804E+01,4.148971E+01,4.769439E+03,0.000000E+00,1.558829E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999520E+01,4.522992E+01,2.582542E+01,4.730742E+01,4.041850E+03,0.000000E+00,1.321023E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999512E+01,4.389553E+01,2.163891E+01,6.087527E+01
06:20:00,2.525259E+03,0.000000E+00,8.253608E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999564E+01,3.992370E+01,2.427420E+01,6.193820E+01,2.578230E+03,0.000000E+00,8.426779E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999578E+01,4.011237E+01,2.782601E+01,4.211944E+01,2.671244E+03,0.000000E+00,8.730779E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999575E+01,4.043503E+01,2.807027E+01,4.152363E+01,4.773772E+03,0.000000E+00,1.560246E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999520E+01,4.525695E+01,2.584638E+01,4.732035E+01,4.045885E+03,0.000000E+00,1.322342E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999511E+01,4.392641E+01,2.166432E+01,6.087109E+01
06:25:00,2.528784E+03,0.000000E+00,8.265130E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999563E+01,3.996420E+01,2.430143E+01,6.183051E+01,2.581699E+03,0.000000E+00,8.438118E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999578E+01,4.015208E+01,2.784340E+01,4.214715E+01,2.674762E+03,0.000000E+00,8.742277E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999575E+01,4.047382E+01,2.808649E+01,4.155393E+01,4.779458E+03,0.000000E+00,1.562105E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999520E+01,4.528471E+01,2.587354E+01,4.732272E+01,4.051292E+03,0.000000E+00,1.324110E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999511E+01,4.395860E+01,2.169989E+01,6.083790E+01
06:30:00,2.532980E+03,0.000000E+00,8.278846E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999563E+01,4.000471E+01,2.433392E+01,6.171632E+01,2.585795E+03,0.000000E+00,8.451507E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999578E+01,4.019159E+01,2.786378E+01,4.217310E+01,2.678919E+03,0.000000E+00,8.755867E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999574E+01,4.051240E+01,2.810496E+01,4.158430E+01,4.786509E+03,0.000000E+00,1.564409E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999519E+01,4.531300E+01,2.590393E+01,4.732233E+01,4.058080E+03,0.000000E+00,1.326328E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999511E+01,4.399177E+01,2.174220E+01,6.078776E+01
06:35:00,2.537849E+03,0.000000E+00,8.294762E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999563E+01,4.004514E+01,2.436816E+01,6.160758E+01,2.590520E+03,0.000000E+00,8.466953E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999578E+01,4.023086E+01,2.788487E+01,4.220244E+01,2.683719E+03,0.000000E+00,8.771556E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999574E+01,4.055074E+01,2.812484E+01,4.161635E+01,4.794933E+03,0.000000E+00,1.567163E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999519E+01,4.534163E+01,2.593630E+01,4.732218E+01,4.066253E+03,0.000000E+00,1.329000E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999510E+01,4.402563E+01,2.178941E+01,6.072693E+01
