cell,city,mode,heating_eui,heating_eui,cooling_eui,cooling_eui,lighting_eui,lighting_eui,equipment_eui,equipment_eui,fans_eui,fans_eui,pumps_eui,pumps_eui,dhw_eui,dhw_eui,cooking_eui,cooking_eui,refrig_eui,refrig_eui,total_eui,total_eui,phaseE_total_eui,phaseE_total_eui
,,,mean,median,mean,median,mean,median,mean,median,mean,median,mean,median,mean,median,mean,median,mean,median,mean,median,mean,median
austin_centre,AUS,auto,22.01547266480573,14.476641168909358,41.84984887387963,27.89908230959554,32.07754531131353,26.46510059839941,89.11056747732843,44.06327609238765,22.816506210396874,12.907364335404695,1.5747921524996271,0.0,15.76901669135273,5.071648328731802,46.55877590870602,0.0,13.511827986955435,0.0,285.284353277238,135.571185995184,255.21515916553187,135.5711859951771
austin_centre,AUS,building,20.174271166925685,13.214143631926802,45.00855138682637,30.21830001350217,32.10081219489444,26.465100803613325,89.12837398969735,44.06327488989756,14.974331215674201,10.492807678553502,0.04736810125115969,0.0,15.760536488144654,5.059994328426401,46.55877590870602,0.0,13.511827986955435,0.0,277.2648484390753,124.47115390382422,255.21515916553187,135.5711859951771
austin_centre,AUS,fast_zone,21.444070242006315,13.845097491329971,48.1077884308294,32.118425044148026,32.11676008807573,26.465100598397797,89.17186982794607,44.06327608624874,32.556812405121086,32.763013527934405,1.6881837674435363,0.0,15.770167085480693,5.087455335478832,46.55877590870602,0.0,13.511827986955435,0.0,300.9262557425643,158.6951567080597,255.21515916553187,135.5711859951771
austin_centre,AUS,floor,20.367679860359804,13.448647357959077,47.10014879236683,30.814897733973112,32.10271336553131,26.465100598400017,89.14917916322067,44.06327609257039,24.24516934843066,15.345318207265567,1.3059230197729743,0.0,15.771094041666135,5.059994328159497,46.55877590870602,0.0,13.511827986955435,0.0,290.11251148700984,141.25536299653777,255.21515916553187,135.5711859951771
austin_rural,AUS,auto,21.798611767325777,17.533051074359456,28.885859124860303,23.161296258359037,30.61425153295955,26.465100598402135,62.13181418302158,43.39802549999508,10.912062522525112,9.081900599801228,0.0,0.0,11.002194889306573,5.178189666753049,25.420037015975378,0.0,7.817048876688708,0.0,198.581879912663,117.84944928818008,182.02078988819866,117.84944928817772
austin_rural,AUS,building,22.033039204312704,17.47444192617806,35.271466219535434,28.892116622649223,30.60724015818841,26.46510075243156,62.12014041009326,43.39801646871408,13.388618788452085,11.31269171728272,0.0,0.0,10.997888221055417,5.173154832423989,25.420037015975378,0.0,7.768821743255146,0.0,207.60725176086785,125.50943741071532,182.02078988819866,117.84944928817772
austin_rural,AUS,fast_zone,23.92315431970133,18.761481381066037,36.51105551363666,30.087084826322474,30.56482775447846,26.465100598398536,62.02958557496552,40.03917492921508,25.730156795708908,15.873369871377172,0.09900666277526349,0.0,10.992939687117095,5.173154831875505,25.420037015975378,0.0,7.765233758751201,0.0,223.0359970831098,134.32134960179008,182.02078988819866,117.84944928817772
austin_rural,AUS,floor,22.031185012388995,17.474441815172263,35.27606220946472,28.892118629766397,30.61425153295955,26.465100598402135,62.13181418302158,43.39802549999508,13.3902503150433,11.312692586252748,0.0,0.0,10.997882602839391,5.173154831875505,25.420037015975378,0.0,7.7688217431757485,0.0,207.63030461486866,125.50943391857297,182.02078988819866,117.84944928817772
austin_suburban,AUS,auto,22.72587612530022,16.559258853316823,37.461209198059684,29.45253725321089,29.182172382705247,26.465100598293866,55.058958141281046,27.76477805835057,19.615650013109455,12.359401762896638,0.048755357893268805,0.0,11.442333371739737,4.3581372587264,17.824130537308566,0.0,5.522164382193679,0.0,198.88124950959093,119.92816769249664,186.57655259289578,119.92816769250012
