cell,city,mode,heating_eui,heating_eui,cooling_eui,cooling_eui,lighting_eui,lighting_eui,equipment_eui,equipment_eui,fans_eui,fans_eui,pumps_eui,pumps_eui,dhw_eui,dhw_eui,cooking_eui,cooking_eui,refrig_eui,refrig_eui,total_eui,total_eui,phaseE_total_eui,phaseE_total_eui
austin_suburban,AUS,building,21.72135805587758,15.546275867480478,41.91900336313858,32.42651612156437,29.166265409994182,26.465100650441425,55.03217358560725,27.7647783119208,15.436368989780407,12.388933501989252,0.0,0.0,11.429050958233324,4.354451889695778,17.824130537308566,0.0,5.522164382193679,0.0,198.05051528213355,123.6204422716818,186.57655259289578,119.92816769250012
austin_suburban,AUS,fast_zone,23.566481759203317,17.682827286873408,44.84264067067046,36.19836394334719,29.580258323787127,26.465100598266027,55.45876889274147,27.764778058350483,24.60279971867999,16.201613301642958,0.06654871959540029,0.0,11.442607817333796,4.358732568560202,17.824130537308566,0.0,5.522164382193679,0.0,212.90640082151378,136.89319499318947,186.57655259289578,119.92816769250012
austin_suburban,AUS,floor,22.64285490771088,16.80348213569906,44.15320572661889,35.30707435098717,29.16626551533443,26.465100598293866,55.03217388748325,27.76477805835057,22.385272917367097,15.011342079603844,0.04480329663594205,0.0,11.44643503395763,4.358732568560202,17.824130537308566,0.0,5.522164382193679,0.0,208.21730620461037,129.8930534296713,186.57655259289578,119.92816769250012
austin_urban,AUS,auto,15.264065427622748,13.27960463575466,33.238525282068515,30.333424613837792,27.366418928368102,26.46510059826037,39.86835906697989,27.764778058360605,21.706740851594684,13.29270722749672,0.5765399629999988,0.0,6.884791373003778,3.846144255244196,5.918936756040981,0.0,1.9388699941828664,0.0,152.76324764286156,120.95596492221355,149.2200705578655,120.95596492220402
austin_urban,AUS,building,14.240459240810077,12.602088909613842,34.97422731152787,31.965491258656016,27.335441928842435,26.465100600733088,39.81678365979882,27.76477833860444,13.422835944858551,12.02348602350134,0.0,0.0,6.874188155095902,3.836217899824584,5.918936756040981,0.0,1.925760310089458,0.0,144.5086333070641,119.1930656793484,149.2200705578655,120.95596492220402
austin_urban,AUS,fast_zone,15.813151646267778,14.100092233698245,38.52133749032751,35.20746992614269,27.56614681359779,26.46510059823859,40.1404402155543,27.764778058360605,25.4233182128271,16.50142078753705,0.5877769261754181,0.0,6.881837315837377,3.837154299911072,5.918936756040981,0.0,1.9120456574722005,0.0,162.76499103410046,133.5677314382076,149.2200705578655,120.95596492220402
austin_urban,AUS,floor,14.89733947410491,13.527178904565602,37.924579799346574,34.700233837675015,27.370293878488088,26.46510059826329,39.874810695468604,27.7647780583606,23.316182418073925,15.707257253620687,0.5495909875685374,0.0,6.885604317928414,3.8460200884192,5.918936756040981,0.0,1.916217985380498,0.0,158.65355631240055,131.69371621079765,149.2200705578655,120.95596492220402
la_centre,LA,auto,9.61110804528023,8.28184149399963,21.433989097791155,20.892766962931933,31.415348863039167,26.46510059838492,57.92227517673343,44.06327609232993,21.772678486450985,16.626465190612798,2.1919192994743715,0.0,8.87579076799194,3.228611936472839,6.714492083393417,0.0,2.2133047467088196,0.0,162.1509065668635,143.0832280996281,157.2252111476782,143.0832280996065
la_centre,LA,building,7.179999038638313,5.447200429859691,20.660895099223673,19.293572738322787,31.173999416016148,26.465100614805024,57.60174743233314,44.06327583441579,10.6134465672974,8.760220109563077,0.14994684569837646,0.0,8.85097445816301,3.2373015822277313,6.734411805526885,0.0,2.203511362873825,0.0,145.16893202577077,104.95607695710885,157.34798673651338,143.1210652524005
la_centre,LA,fast_zone,9.086510883173828,7.54231515338455,24.536905279385568,23.940271247832438,31.593906587816466,26.465100598381458,58.10604643602449,44.06327609226706,25.392523652931608,22.87200437061677,2.2544948096163,0.0,8.845070706021557,3.230542833928966,6.734411805526885,0.0,2.203511362873825,0.0,168.75338152337054,146.4100641889195,157.34798673651338,143.1210652524005
la_centre,LA,floor,8.176374163306969,6.699241426853661,23.766775627723714,22.19296390001014,31.429123690079162,26.465100598400877,58.08289060387885,44.06327609253567,22.719610367032356,17.548403383684335,1.8988524325929212,0.0,8.890661938546934,3.251292288554676,6.76434252466256,0.0,2.2133047467088196,0.0,163.9419360945323,141.43535524694283,157.9673585116264,143.15890240519454
la_rural,LA,auto,27.054943787569893,25.585894122494697,24.21311563208104,26.53484914557864,21.97985770557401,26.465100598292526,29.080741566106344,27.764778058352025,20.842609233860564,15.467774443212312,0.08536513657410007,0.0,9.505659334673254,5.838866056457837,0.0,0.0,0.0,0.0,132.7622923964392,130.72164863331272,132.71979132211402,130.7216486333099
la_rural,LA,building,26.681150921080054,24.777685618119207,24.79039000019668,26.14235448775726,35.90395655183318,26.46510054067528,62.31089482324982,27.764778058365977,14.28628230512941,14.921416599084596,0.0,0.0,10.751744914306636,5.934612532666671,0.0,0.0,0.0,0.0,174.72441951579577,130.69909411986268,128.07170695692406,130.0357540886563
la_rural,LA,fast_zone,26.95737481042717,25.77426262677681,27.704098785623046,27.802611326839177,22.346167509028273,26.465100598322692,29.461258455776818,27.764778058352462,22.036798915959594,18.541276355530293,0.06719865701947278,0.0,9.639820982999039,5.895969135975077,0.0,0.0,0.0,0.0,138.2127181168334,144.98860397826388,135.0569686277046,132.94929273218102
la_rural,LA,floor,25.815758352146315,25.684390469176027,26.945818860197296,26.993620649440416,21.983749902744226,26.46510059831899,29.081920783899363,27.764778058352025,20.93626342745897,18.2859033138974,0.05555557924409148,0.0,9.468323439327426,5.834941536898826,0.0,0.0,0.0,0.0,134.28739034501768,140.47338622781362,132.69872875928064,130.7216486333099
la_suburban,LA,auto,20.38757319661803,15.4788664028648,4.770645230707662,4.035302771643984,4.96430842799364,3.9654911444582814,42.92723172963524,43.39802549947991,7.055023468870719,5.861788571690754,0.026886129154710097,0.0,34.77074615475814,33.766077931939144,0.008322353406025825,0.0,0.0,0.0,114.91073669114415,106.63291074533969,114.9069579283446,106.6329107453458
la_suburban,LA,building,19.13096101511433,13.705709243149894,6.471111826364115,5.560412665118808,4.966636601135267,3.965491144501166,42.924899226753496,43.39802550000015,8.651368878499037,7.6635477229538305,0.0,0.0,34.73903359029271,33.76204535480631,0.008322353406025825,0.0,0.0,0.0,116.89233349156497,108.01771789124956,114.9069579283446,106.6329107453458
la_suburban,LA,fast_zone,22.393145086934606,17.455014863134654,6.964666348819118,6.01825513159671,5.017970617388495,3.965491144457172,43.53965900730322,43.39802549945173,10.226171967985373,8.68083705043453,0.027391899079856542,0.0,34.73226114695333,33.74788722049006,0.008322353406025825,0.0,0.0,0.0,122.90958842787002,113.87502622200792,114.9069579283446,106.6329107453458
la_suburban,LA,floor,21.85308113250169,16.637076324376963,6.8563243823987134,5.916028589873603,4.968865714718874,3.9654911444582814,42.93477161527269,43.39802549947991,9.669863738715327,8.305748085184943,0.016166717848183094,0.0,34.73984394021187,33.76250722067486,0.008322353406025825,0.0,0.0,0.0,121.04723959507338,112.11239980242934,114.9069579283446,106.6329107453458
la_urban,LA,auto,12.61297711431725,9.281859161831772,10.325032693391911,6.261503035160337,11.958927543089507,3.96549114623209,46.167930326514416,43.3980255000014,11.601345103611804,7.273879812242823,0.5288097403270112,0.0,26.21023527964785,31.589950552251068,2.5851013255487656,0.0,0.9945263704273881,0.0,122.98488549687592,103.90988666507072,121.07103054180926,103.90988666507565
la_urban,LA,building,10.101335922135602,6.732092316600186,10.93524066832338,7.695205630426864,12.127704378405383,3.9654911852141543,46.39586652902709,43.398025525612,8.72805118566061,7.81187980554687,0.04838734856649195,0.0,26.195298199889613,31.58977207359333,2.580918313695127,0.0,0.9722641789148562,0.0,118.08506672461814,101.44454867701936,120.89489765364658,103.86178762231997
la_urban,LA,fast_zone,13.169149186983308,10.046258296659875,12.6189428732531,8.53401124097565,11.98451029179475,3.965491144872278,46.200835959139,43.39802549999038,14.228048902605707,9.238975598977236,0.5775998661518174,0.0,26.196231343512174,31.58865508567927,2.5851013255487656,0.0,0.9716083273093501,0.0,128.53202807629796,110.41411991612222,121.07103054180926,103.90988666507565
la_urban,LA,floor,12.117058146388679,8.645800799461082,12.245419687743691,8.40663842856323,11.913537995363756,3.96549114623209,46.112238409533695,43.39802549999956,13.095262956398445,8.75236310592685,0.47520957135741526,0.0,26.20297235231267,31.58880710523937,2.5851013255487656,0.0,0.9716083273093501,0.0,125.71840877195646,108.0142201558455,121.07103054180926,103.90988666507565
nyc_centre,NYC,auto,48.84979325345072,47.79131885368836,15.210294378450609,13.789483621506742,27.57422394838827,26.46510059834668,55.131366363547116,44.06327609243585,28.772163635797394,31.93179300760734,3.058170635380072,0.0,11.949479069153153,4.801895531626901,6.458299347092384,0.0,1.920388650504123,0.0,198.92417928176386,180.1169201560634,194.64635434690746,180.11692015605516
nyc_centre,NYC,building,43.67728434459708,36.74543356836105,12.483379299427167,10.49148107205856,27.63568684248614,26.465100621589684,55.63577825663923,44.06327603112483,9.655281675055555,8.311085477342415,0.005190124606075355,0.0,12.01336547627213,4.788335445920806,6.994230740476713,0.0,2.1265976282495442,0.0,170.22679438780963,138.57677265140086,195.566032771642,180.11972883428382
nyc_centre,NYC,fast_zone,44.797935752155816,41.925463433387264,17.837366776356028,16.31000598629481,27.54705795240962,26.465100598287588,54.503106282730116,44.06327609231149,37.88701684422691,38.51291288071913,3.6184605829647403,0.0,11.827384524895448,4.779170748574942,5.504607308296508,0.0,1.664085245771463,0.0,205.18702126980662,186.14698094457438,193.02022472113217,180.11130052151094
nyc_centre,NYC,floor,39.629567557632605,33.157073907082044,16.54460980956754,15.231202397364605,27.649314474737196,26.465100598384495,55.66027827205903,44.063276092460825,32.02687436091495,33.80445744486761,2.7593116708010625,0.0,12.02571729493224,4.8069128943043165,6.994230740476713,0.0,2.1265976282495442,0.0,195.41650180937089,171.54052326847523,195.566032771642,180.11972883428382
nyc_rural,NYC,auto,90.17288186737606,66.04991102248275,15.002918068764693,12.976734655374436,26.950255068099274,26.465100598398173,57.25514475222636,27.764778058356946,16.01427485036663,15.739202615262082,0.0,0.0,16.888566182307514,7.410864348121893,23.29098315314989,0.0,8.141586765861925,0.0,253.71661070815236,159.64759007883708,236.55266109305325,159.6475900788284
nyc_rural,NYC,building,87.9138702875753,64.5696061943556,18.970178154019905,16.467422502677543,26.95025478083732,26.465100598412675,57.255144290542184,27.76477820009552,19.004667978420798,18.453719933525683,0.0,0.0,16.86352534090587,7.391415386029002,23.29098315314989,0.0,8.122219211968444,0.0,258.37084319741973,163.94130449467892,236.55266109305325,159.6475900788284
nyc_rural,NYC,fast_zone,91.82972639925929,66.16810150692218,19.10991151482025,16.497218602722064,27.022260811616732,26.46510059839771,57.31057866712834,27.76477805835589,21.514332578663655,19.50240831248582,0.07313040047997543,0.0,16.85301777244049,7.39141539267465,23.29098315314989,0.0,8.122219209873426,0.0,265.1261605074321,166.40460126655668,236.55266109305325,159.6475900788284
nyc_rural,NYC,floor,87.91386966029629,64.56960553262395,18.970178150245896,16.46742228832858,26.950255068099274,26.465100598398173,57.25514475222636,27.764778058356946,19.004667932436913,18.45371936140141,0.0,0.0,16.86352533974103,7.39141539267465,23.29098315314989,0.0,8.122219209873426,0.0,258.3708432660691,163.94130616010779,236.55266109305325,159.6475900788284
nyc_suburban,NYC,auto,95.5513609740764,98.6856080940771,13.877978438997006,4.6504990696940345,13.738716597615557,3.9654911445009513,72.5171167027644,43.39802550000029,12.06742168631716,6.841608588854916,0.0,0.0,47.05307718950356,43.253573446577406,0.4457770008136122,0.0,0.11991814318261428,0.0,255.37136673327032,205.54506685319456,255.10487600086415,205.54506685319905
nyc_suburban,NYC,building,92.20013057011201,94.4948771049812,16.9739157999561,7.0200758454348735,13.738716595311368,3.9654911840259177,72.51711665177244,43.3980254999995,14.910531603261415,8.869036085611564,0.0,0.0,46.99609638513852,43.184053244892525,0.4457770008136122,0.0,0.11991814318261428,0.0,257.90220274954805,205.37458299347855,255.10487600086415,205.54506685319905
nyc_suburban,NYC,fast_zone,92.4647619951406,94.65456873694215,16.992168424933357,7.020075971569308,13.73729729404705,3.965491144500952,72.51927390206313,43.39802550000029,15.365297979515796,8.935347947006914,0.005559667928635278,0.0,46.99145954226968,43.18405324588853,0.4457770008136122,0.0,0.11991814318261428,0.0,258.6415139498945,205.57934711184583,255.10487600086415,205.54506685319905
nyc_suburban,NYC,floor,92.20013064298969,94.49487699591953,16.97391670921768,7.020075971569308,13.738716597615557,3.9654911445009513,72.5171167027644,43.39802550000029,14.910530674778627,8.869036044121396,0.0,0.0,46.996096387159604,43.18405324588853,0.4457770008136122,0.0,0.11991814318261428,0.0,257.9022028585218,205.37458313946516,255.10487600086415,205.54506685319905
nyc_urban,NYC,auto,62.2379030913171,54.63233145779445,15.466126366156143,13.474927778755458,26.479386331369327,26.46510059812955,32.61116504688576,27.76477805834793,21.133529237848638,16.14512607500692,0.2594523298842376,0.0,14.572047374226777,4.467654239695654,0.12436513903764909,0.0,0.008734253670410336,0.0,172.89270917039605,144.71573030866895,172.84022901836607,144.715730308687
nyc_urban,NYC,building,56.97201219394417,47.97470420314804,17.314266678439342,15.016533624844502,26.47636256273394,26.46510059841096,32.600612954352776,27.76477813632778,15.789091881973889,15.334669943613662,0.0020729432619027706,0.0,14.530014226084969,4.455681547385915,0.12436513903764909,0.0,0.008734253670410336,0.0,163.81753283349903,137.80837683159214,172.84022901836607,144.715730308687
nyc_urban,NYC,fast_zone,59.77081685885461,52.6640884821802,18.991552883532645,17.085624957462976,26.499095062613797,26.465100598124373,32.63861556152377,27.764778058347822,24.85479301270718,18.634474769910156,0.25646327706955885,0.0,14.544436484591147,4.456324415917246,0.12436513903764909,0.0,0.008734253670410336,0.0,177.68887253360074,149.22780559092635,172.84022901836607,144.715730308687
nyc_urban,NYC,floor,59.06142836972816,52.39410747488459,18.84914817678741,16.946702719578198,26.485815623925262,26.465100598132008,32.61635187702035,27.76477805834793,24.072653364276107,18.599810941271247,0.21810595602713853,0.0,14.550567272367525,4.456906546327333,0.12436513903764909,0.0,0.008734253670410336,0.0,175.98717003284003,148.5553770325473,172.84022901836607,144.715730308687
