cell,city,mode,platform,build_date,osm_id,archetype_id,floor_area_m2,status,has_fatal,zoning_strategy,num_zones,phaseE_total_eui,heating_eui,cooling_eui,lighting_eui,equipment_eui,fans_eui,pumps_eui,dhw_eui,cooking_eui,refrig_eui,total_eui
la_urban,LA,auto,Windows-local,2026-06-29,way/244066774,MediumOffice,2425.654741806988,success,False,perimeter_core,3,134.02003143766694,6.393557722431345,16.66986361272728,26.46510033500989,44.06327565408182,36.07420231661071,0.0,4.35403179602939,0.0,0.0,134.02003143689043
la_urban,LA,auto,Windows-local,2026-06-29,way/376146181,SmallOffice,954.1732923404876,success,False,one_zone_per_floor,2,83.83250807998317,4.395779072015558,15.241557921127852,26.46510059807621,27.764778058007632,8.023320545334528,0.0,1.9419718854371173,0.0,0.0,83.8325080799989
la_urban,LA,auto,Windows-local,2026-06-29,way/376149028,LargeOffice,35136.853309960774,success,False,perimeter_core,55,148.10734194167748,8.406248598657239,23.977526723857924,26.4651001712652,44.06327538142296,33.60126088623564,9.275809613340812,2.3181205654963017,0.0,0.0,148.10734194027606
la_urban,LA,auto,Windows-local,2026-06-29,way/376149029,QuickServiceRestaurant,825.2828484607394,success,False,one_zone_per_floor,2,1325.745926230333,5.813588363532653,64.2753575709573,93.53588004759696,562.9448758103077,43.59108521343816,0.0,80.14926410814923,708.3397423546872,190.5500407445837,1749.199834213253
la_urban,LA,auto,Windows-local,2026-06-29,way/376149058,SuperMarket,13360.050782576653,success,False,perimeter_core,3,311.3521309447566,3.3197046952196856,27.929934575139907,40.77943997663781,113.05854526141334,7.6372134459995955,0.0,2.677461423290864,63.08251351103459,115.94983156706374,374.4346444557995
la_urban,LA,auto,Windows-local,2026-06-29,way/379694092,SmallOffice,220.868514073017,success,False,single_zone,1,87.63359804658583,6.898240713135049,13.907960699397991,26.465100598398685,27.764778058362097,8.248394696009155,0.0,4.349123281289544,0.0,0.0,87.63359804659252
la_urban,LA,auto,Windows-local,2026-06-29,way/388772955,LargeOffice,14815.35881280404,success,False,perimeter_core,4,126.26391209499266,1.8521233001339412,18.379242626079275,26.4651002606566,44.06327553029763,26.88547474141435,6.1785718157606455,2.440123861806201,0.0,0.0,126.26391213614866
la_urban,LA,auto,Windows-local,2026-06-29,way/388772956,LargeOffice,59824.07088140038,success,False,perimeter_core,12,131.59525715284798,1.9806751087661685,20.345474339857013,26.46510114534955,44.06327700325701,29.32016185281921,7.139754740266585,2.2808129775879102,0.0,0.0,131.59525716790344
la_urban,LA,auto,Windows-local,2026-06-29,way/401903955,LargeOffice,55068.472264578726,success,False,perimeter_core,126,142.3334147419414,7.546074036224003,22.247546902795897,26.46509943608874,44.0632741574276,31.12151597541821,8.601567249167019,2.28831465551494,0.0,0.0,142.3333924126364
la_urban,LA,auto,Windows-local,2026-06-29,way/401903957,LargeOffice,15323.25374294363,success,False,perimeter_core,6,129.993668293795,1.90549252068746,19.54269087772316,26.46509991806511,44.0632749598738,29.01864113031462,6.5685869885745545,2.429881900260991,0.0,0.0,129.99366829549967
la_urban,LA,auto,Windows-local,2026-06-29,way/401904727,RetailStandalone,18351.74898175209,success,False,perimeter_core,9,145.86957971947487,2.2867771264795027,23.25999287003117,58.28211903133236,48.97468970891477,10.395898565318042,0.0,2.6701024174196477,0.0,0.0,145.86957971949548
la_urban,LA,auto,Windows-local,2026-06-29,way/401904729,MediumOffice,6959.245016741895,success,False,perimeter_core,22,143.5412056175341,11.248158825758525,18.237213168852165,26.46510074678714,44.06327633969068,39.97124422716976,0.0,3.556212309809339,0.0,0.0,143.5412056180676
la_urban,LA,auto,Windows-local,2026-06-29,way/401904731,MediumOffice,2004.3481777135044,success,False,perimeter_core,3,148.58661608971582,10.004588972263424,18.9148985999954,26.4651007050713,44.06327627024694,44.51103125543428,0.0,4.6277202871703045,0.0,0.0,148.58661609018165
la_urban,LA,auto,Windows-local,2026-06-29,way/401904732,LargeOffice,11742.514239650574,success,False,perimeter_core,5,132.09178642080516,2.4181133841981186,19.89367096104962,26.46510058732097,44.06327607419361,29.943164718858235,6.797786419459411,2.510674274926896,0.0,0.0,132.09178642000688
la_urban,LA,auto,Windows-local,2026-06-29,way/401904735,MidriseApartment,5551.362295469598,success,False,one_zone_per_floor,3,89.6852180739437,0.8490220814705596,5.039342848151421,3.965491197726866,43.39802608252744,5.083235206135808,0.0,31.35010065794528,0.0,0.0,89.68521807395737
la_urban,LA,auto,Windows-local,2026-06-29,way/401906095,OpenUBEMUnknown,626.6864976694133,success,False,one_zone_per_floor,2,548.3725212799994,0.1913521693910899,62.42047603751445,38.80447690682116,342.1283401532356,96.97815011073465,0.0184325171252448,7.831293388113674,0.0,0.0,548.3725212829358
la_urban,LA,auto,Windows-local,2026-06-29,way/401907375,MediumOffice,2918.301304634466,success,False,perimeter_core,20,168.61516260286373,18.403755766447983,21.95770344032451,26.465099739247865,44.063274662108654,53.60128711304775,0.0,4.12404188157554,0.0,0.0,168.61516260275232
la_urban,LA,auto,Windows-local,2026-06-29,way/401907376,RetailStandalone,2872.390067980149,success,False,perimeter_core,15,173.26512658039653,17.34596890286224,28.67591971305069,58.28211847597932,48.97468924230437,17.13353686690953,0.0,2.852893379293619,0.0,0.0,173.26512658039977
la_urban,LA,auto,Windows-local,2026-06-29,way/401907377,RetailStandalone,2668.009025326182,success,False,perimeter_core,3,153.0435841070541,6.6275574191749165,24.02591760197212,58.2821206770851,48.97469109186424,12.269980010007124,0.0,2.8633173069771947,0.0,0.0,153.04358410708068
la_urban,LA,auto,Windows-local,2026-06-29,way/401907378,RetailStandalone,2555.254819569629,success,False,perimeter_core,15,170.51975962230543,17.226583769659403,27.32397531958487,58.28211999960536,48.97469052256808,15.830836049706797,0.0,2.881553961171825,0.0,0.0,170.51975962229633
la_urban,LA,auto,Windows-local,2026-06-29,way/401907379,SmallOffice,594.509810084349,success,False,one_zone_per_floor,3,90.41190459326832,6.282433258282574,17.60237149089361,26.465100598177603,27.76477805812671,9.924467502021963,0.0,2.372753685735681,0.0,0.0,90.41190459323816
la_urban,LA,auto,Windows-local,2026-06-29,way/401907380,MediumOffice,1057.827280729014,success,False,one_zone_per_floor,3,150.47434573381764,10.07505831157414,19.062052090426704,26.46510165364587,44.06327784955855,44.76755315865587,0.0,6.041302670704251,0.0,0.0,150.4743457345654
la_urban,LA,auto,Windows-local,2026-06-29,way/401907381,RetailStandalone,5666.6621220595625,success,False,perimeter_core,60,176.73722951449503,16.178677848915996,28.43471098641712,61.45847834281992,51.64379670555979,16.481848517360323,0.0,2.5397171134539733,0.0,0.0,176.73722951452712
