Date/Time,BATIMENT0000000240879419_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879419_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879419_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879419_PART0_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879419_PART0_F4_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879419_PART0_F5_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879419_PART0_F6_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879419_PART0_F7_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 03/14  11:00:00,6372313.9568338,5511467.418596664,5430234.854907106,5384513.895863796,5333869.722147694,5321232.10515997,5583585.935407869,10127458.906914013 
 03/14  12:00:00,6384413.380989066,5557874.900437711,5476168.538629063,5421631.438344461,5359885.654453899,5340347.567487537,5591151.439911925,10161724.077030353 
 03/14  13:00:00,5201442.87852782,4456250.177795811,4308007.956373706,4129286.9755957774,3932108.4108506595,3847863.9845383093,4014202.4958851635,8216018.533455519 
 03/14  14:00:00,4866767.137455985,4150939.959289998,4038832.95924876,3757361.071910081,3521720.1443599593,3392298.282209784,3509863.2003835235,7606364.78699428 
 03/14  15:00:00,4736608.365149534,4033293.5254554236,3964098.6169692716,3724105.148082774,3475765.7655434627,3254122.450716648,3312595.094827257,7459102.888259635 
 03/14  16:00:00,4575515.904275191,3887869.087891586,3832409.134780554,3690418.706091499,3394498.011895243,3099373.7092527095,2999398.8926975494,6991692.448453556 
 03/14  17:00:00,4498015.389450105,3826292.8691852954,3792547.9775093524,3736453.8024809356,3615110.5019012988,3194410.848869453,2812495.075073547,6425232.522306817 
 03/14  18:00:00,4815705.591774153,4137396.13963335,4106103.2510745516,4065188.8733822214,3996322.514902975,3906829.6990398467,3700257.9117933987,7041825.027996797 
 03/14  19:00:00,5298355.293886521,4604926.844327868,4569556.393062495,4535108.71610198,4477934.482675331,4418245.881546891,4545942.33291797,8981456.056935005 
 03/14  20:00:00,6502864.363771547,5811215.129752291,5783500.337231103,5766891.307522416,5731364.397887379,5709508.0373137,5902222.995621466,11201191.39100055 
 03/14  21:00:00,7318927.469139925,6636987.190315444,6615488.423452888,6610323.81343077,6588857.064550404,6589433.71763139,6823396.00322365,12663406.00868868 
 03/14  22:00:00,7688510.763732597,7015200.901951149,6998048.52811136,7001484.276142838,6991118.8159074355,7007497.0700947475,7269210.393898533,13321522.049771462 
 03/14  23:00:00,8516034.888277052,7851281.736258877,7837282.670860756,7846634.917431037,7844200.461392848,7870196.54666562,8152969.731228665,14404365.210868208 
 03/14  24:00:00,9041439.112939196,8385897.40851151,8373774.818272798,8386566.557157799,8389150.163576676,8420081.103104599,8714306.937192366,14987324.026319519 
 03/15  01:00:00,9458000.881367315,8812228.266615214,8802962.679020848,8820650.353817523,8829792.776093211,8869044.573885715,9177893.501500465,15558017.508122522 
 03/15  02:00:00,10053651.930323606,9418361.047632406,9413571.004798809,9438383.036956076,9456274.904509017,9509014.994482774,9843798.114417503,16597617.246512074 
 03/15  03:00:00,10552819.91634977,9927451.133858094,9926769.410188803,9957976.936301332,9983706.787887491,10048758.287034558,10407546.129086865,17499031.82615662 
 03/15  04:00:00,11532630.622336414,10917832.918952107,10919990.002168845,10955139.920773247,10985974.200142028,11058023.750247091,11434264.417109316,18833679.584108304 
 03/15  05:00:00,12685192.93368718,12083370.791654635,12089292.310652668,12129143.922011703,12165608.537363414,12245906.444861175,12644117.373895418,20494686.90435361 
 03/15  06:00:00,13464667.78803917,12875116.733393505,12884289.550291274,12928030.368512202,12969178.071720231,13056196.476634659,13472510.118276633,21644506.963740997 
 03/15  07:00:00,13932152.43138079,13352405.952307964,13361641.304391813,13404489.795648962,13445229.200743778,13528977.024687737,13945962.929535631,22055385.49917155 
 03/15  08:00:00,14215831.11179352,13645565.953808703,13652598.249666426,13690524.904561657,13726410.290023545,13797558.241521299,14200663.877819458,22122290.87900399 
 03/15  09:00:00,13291810.861312434,12728742.546931244,12726102.815802393,12744761.479734505,12759253.709968824,12762652.799911939,13083686.206323512,20545853.0194612 
 03/15  10:00:00,11040257.5616277,10482553.860475026,10472885.734661624,10439120.49917179,10300954.022939455,10137322.35930239,10247340.685844885,16773646.667302018 
 03/15  11:00:00,8911951.909635233,8376326.440320854,8370680.620092175,8040710.476990457,7726617.686738752,7450808.720575951,7474476.125852779,13320419.041518282 
 03/15  12:00:00,7485448.003446566,6961410.862523692,6807997.879413923,6339323.312976141,5803263.1760419505,5643832.661965748,5765480.190165606,11327132.82055789 
 03/15  13:00:00,6488364.348461438,5964882.863439186,5638458.365690828,5083111.797848315,4464402.762459262,4385959.078944565,4580196.092823015,10014006.70594151 
 03/15  14:00:00,5468652.87252185,4953605.154545555,4768061.659441512,3959520.126211448,3243404.187073946,3038197.0478054862,3090194.3268455216,8165141.365369418 
 03/15  15:00:00,4617001.82054138,4096796.217937925,4043569.3823410952,3331327.897626429,2583403.077553835,2043027.6606203085,1862373.614481086,6150166.032289608 
 03/15  16:00:00,4155305.0617031087,3631435.6015540315,3597057.412100051,3230562.4903804273,2547425.722197932,1901271.0808434668,1355870.9018950555,5310482.18453012 
 03/15  17:00:00,4061646.474936124,3523247.8216738855,3497012.2753686216,3309524.7181843505,3007153.164470653,2304165.256488617,1561396.7011094557,5276560.656021821 
 03/15  18:00:00,4383529.7367254775,3817872.4997475483,3782656.9613595554,3610772.6832105285,3383690.0030109566,3159934.941029889,2750459.207237419,6189667.343143798 
 03/15  19:00:00,5510797.993590854,4917896.701686151,4883998.374834366,4741528.257580448,4551060.871447887,4389761.0816307925,4429754.211734107,9522464.22574034 
 03/15  20:00:00,7775634.276527394,7174346.366780479,7149824.380609389,7040093.78446337,6888019.80481389,6781003.77046933,6905851.850678374,12946791.678866772 
 03/15  21:00:00,9764795.777611706,9167408.892690467,9148460.769645559,9058983.885912504,8931275.406311043,8848681.073407773,9021593.763953466,15700830.610003013 
 03/15  22:00:00,11079805.852247166,10487824.663975952,10474870.098513994,10405362.700570855,10301845.16287884,10245537.630485501,10466415.40976931,17709668.804202683 
 03/15  23:00:00,12091997.541247047,11507378.85372236,11499851.88329803,11448088.96748766,11366333.8825585,11333368.793716894,11596105.647323823,19283516.29273315 
 03/15  24:00:00,12712064.459687334,12134100.939344032,12130882.406560183,12094299.722379496,12031553.904035954,12018960.19327237,12316712.221039666,20307190.660548147 
 03/16  01:00:00,12605588.172371147,12031386.985342806,12029995.171807257,12004665.662204267,11956908.93585088,11959223.591295132,12279418.154910346,20271058.009178523 
 03/16  02:00:00,12511994.418252543,11937004.850366997,11935619.155607693,11919993.474892477,11886085.131442096,11903155.5711223,12244183.225584622,20240744.619336907 
 03/16  03:00:00,13268711.944597386,12696493.444789572,12698093.418146236,12695858.006181229,12679769.11001226,12722945.347979907,13111824.23698528,21791439.690557614 
 03/16  04:00:00,14208041.824769333,13644208.857358482,13650749.913565058,13660826.05455843,13659992.679911714,13723765.286321728,14151628.924137512,23400146.8734252 
 03/16  05:00:00,15000007.659892581,14443023.110088214,14449769.778124161,14463953.856231676,14469019.125291307,14534457.494800048,14969307.838510672,24218689.724728 
 03/16  06:00:00,15699436.869606268,15148664.69757158,15155857.635528475,15175207.002137486,15187706.092790142,15260684.010884736,15712328.483696967,25198673.816509474 
 03/16  07:00:00,16325117.48282063,15781963.538122665,15790810.791575609,15815593.234935224,15835294.90470922,15915808.804499816,16384067.273061348,26081758.287640184 
 03/16  08:00:00,16720238.507585289,16186250.058858778,16194147.064775623,16217726.660657113,16236563.488085246,16306865.873731036,16765841.944391988,26393409.902082354 
 03/16  09:00:00,15289138.57624603,14762330.445002466,14759369.942243628,14761355.7579701,14754869.013369637,14717574.369587934,15036799.219043743,23709357.286340486 
 03/16  10:00:00,12112311.996269815,11590608.965320675,11584763.422590714,11523581.714531098,11292901.393453736,11031643.853854062,11056281.296581531,18073073.67344476 
 03/16  11:00:00,9188909.78301332,8681375.670390794,8675805.86124244,8270354.507328576,7880939.206906066,7548691.33363588,7533295.388436035,13535217.435400523 
 03/16  12:00:00,6827396.313049387,6336047.530621316,6167657.1498816805,5612737.965917396,4989983.660581065,4817728.237451954,4932349.45573739,10305325.26511417 
 03/16  13:00:00,4657085.626189513,4172100.226682154,3830188.6555062844,3244108.552361926,2575507.5903729186,2515074.7490534536,2714453.7162266583,7375513.5664903065 
 03/16  14:00:00,2913273.6563001205,2437508.5373365376,2274554.8018076136,1585613.6397320428,961674.7060236959,801728.0356616626,871451.0366825096,4756177.18263392 
 03/16  15:00:00,1629297.6285089913,1149886.6848757402,1106880.1224831026,557985.6759861577,71352.66433288052,4122.40102479409,2309.8842496401626,2851017.0107940705 
 03/16  16:00:00,797797.481443081,299608.6812651891,267003.10268056055,29522.565339447465,0.0,0.0,0.0,1443612.731567255 
 03/16  17:00:00,482358.53857496695,2252.921777812299,0.0,0.0,0.0,0.0,0.0,652588.120562266 
 03/16  18:00:00,642332.7385690296,82300.83290212497,50396.9475654565,0.0,0.0,0.0,0.0,934600.9603348619 
 03/16  19:00:00,1476384.8537810498,878350.5698901572,829606.60715751,645689.5363890915,388155.48738557263,227874.59255674624,211602.39999967162,3124514.784786644 
 03/16  20:00:00,2675487.4661110197,2055908.3983024084,2016739.674082707,1884996.306612081,1674803.8218652508,1485533.0071327481,1505928.4405956075,5204524.153868743 
 03/16  21:00:00,3591831.543108128,2964318.211271518,2929699.2381899823,2818693.332927118,2637127.5281207664,2486528.0532772536,2552509.2848466183,6574822.861709798 
 03/16  22:00:00,4213897.976021294,3580313.602020403,3547984.1665052255,3453166.98173545,3295099.1145166596,3165608.011244718,3255809.9652900184,7336209.358499456 
 03/16  23:00:00,4600392.472374687,3962410.3520955136,3931921.071977896,3851301.387343413,3714376.613291717,3603813.206596222,3713669.815616403,7785136.685682621 
 03/16  24:00:00,4830614.355382172,4189195.8738354705,4159611.8717192383,4090084.7096660146,3970459.6857181233,3874228.9333319617,3997321.4083114704,7967837.596989292 
 03/17  01:00:00,5127071.255855996,4483062.70899445,4454569.464768312,4395784.784111599,4292978.476647489,4211170.175814629,4346092.400434753,8259976.640833447 
 03/17  02:00:00,5504992.149841054,4860181.059816569,4834692.663261086,4788272.368097882,4703274.471564751,4640797.539580267,4798173.670991335,8887016.968139239 
 03/17  03:00:00,5788274.34142629,5143604.426920307,5121026.868760167,5085697.44345331,5016634.232602067,4972023.825879118,5150932.348013332,9402613.02658608 
 03/17  04:00:00,6044009.816100673,5399904.121462707,5379435.166239048,5353113.241265859,5297429.20030147,5266846.699889426,5461609.995678492,9804550.3400694 
 03/17  05:00:00,6237623.212742593,5594729.769402207,5576199.198276849,5557717.749340221,5513685.385944534,5495491.620581891,5704236.592572544,10127008.774079977 
 03/17  06:00:00,6357128.021594071,5715563.403733614,5698448.097922534,5686369.891686633,5652152.240262004,5643766.81833305,5862744.644950518,10305813.874276897 
 03/17  07:00:00,6475217.015063444,5835188.1648204215,5819279.398441141,5812767.549005696,5787174.745615694,5787222.056267478,6014278.720670924,10468650.269184465 
 03/17  08:00:00,6485008.640804878,5848377.549953771,5833780.285404698,5831874.991552722,5813507.705013932,5819771.843972554,6053176.965109756,10547632.686701067 
 03/17  09:00:00,6131147.549633237,5507482.70267171,5493665.467050955,5490265.493630351,5471041.420321234,5443241.8850363875,5632987.262330673,10025626.997748582 
 03/17  10:00:00,5273007.308093084,4677074.767087385,4671851.289113477,4648258.214979889,4525648.416032843,4389329.269497042,4450375.387357138,8432460.082442213 
 03/17  11:00:00,4125645.4390671803,3559418.3711600727,3561136.944274173,3354178.7597976048,3143355.612185711,2967475.0317261005,2999285.2204890195,6570877.804920712 
 03/17  12:00:00,3133405.971390856,2587239.6346915835,2496372.689310985,2182375.743857658,1839774.3924056645,1753658.691599904,1858845.6703208764,5181444.110117142 
 03/17  13:00:00,2272295.348104721,1734127.0258496953,1521403.7684401325,1163672.679527782,758486.6210464941,742465.8819857344,904323.8493087032,4009899.3115360066 
 03/17  14:00:00,1520363.6983677687,990420.233985837,881966.4054223336,416543.8716063072,77404.35705067067,48170.84234821669,91683.67893382092,2730958.0079149688 
 03/17  15:00:00,893272.2288970633,363340.27461150836,336606.33378257335,27009.621600742685,0.0,0.0,0.0,1667852.9128132362 
 03/17  16:00:00,465980.6707668293,9728.874136309603,5335.744261895889,0.0,0.0,0.0,0.0,845703.8036618993 
 03/17  17:00:00,368179.7800415632,0.0,0.0,0.0,0.0,0.0,0.0,470362.9545602744 
 03/17  18:00:00,795646.0288146656,168775.521171969,139369.72550338833,52450.26286292123,0.0,0.0,0.0,1049220.6464884891 
 03/17  19:00:00,1481077.975039548,826157.3873081943,783795.0018839008,645914.4648268732,418643.1488849834,236477.46443922515,215383.02725694375,2693407.307541652 
 03/17  20:00:00,2100851.1550152237,1429838.0698595953,1390481.0995219015,1279002.1615772392,1101206.90480973,954823.5477329639,977044.6467514179,3825791.8622928 
 03/17  21:00:00,2667082.5646375683,1991030.3043079535,1954696.0511409126,1860092.4361777143,1705423.0036351916,1581435.6290524243,1633452.4515375495,4729492.246493183 
 03/17  22:00:00,3283267.717448345,2603971.1291349498,2571229.0489537297,2492848.3739611288,2360345.132538542,2259704.395554727,2344356.8786956863,5770073.382105757 
 03/17  23:00:00,3906757.6906083003,3225557.712218038,3195773.097428194,3131139.787278054,3017925.177366092,2937240.680539943,3050787.071262219,6748097.330197186 
 03/17  24:00:00,4540917.052460058,3859237.3400283568,3831249.1016063434,3777596.028338864,3680659.749887092,3614686.413783531,3749104.7326313443,7599800.174023428 
 03/18  01:00:00,5140149.032986304,4459838.06278148,4434401.387983282,4391827.391691025,4310919.160763675,4261287.210674808,4419433.203683511,8499302.086045671 
 03/18  02:00:00,5567470.539151587,4890229.156654995,4868343.542664466,4837474.928370103,4772938.409590972,4742363.727153354,4928135.976638028,9305186.449921908 
 03/18  03:00:00,6081201.337772105,5407951.874353548,5390134.243562829,5370866.957517786,5322182.7019144865,5311087.097558374,5526946.040884869,10274928.169146642 
 03/18  04:00:00,6739194.050206066,6071237.163690483,6057201.124192289,6048050.958715935,6013321.748265353,6019037.756846985,6263045.206705918,11387990.982062327 
 03/18  05:00:00,7449642.982625296,6787891.806055003,6777050.5908396635,6776301.437884945,6753441.347792475,6772428.432110398,7040411.985794764,12496949.682610251 
 03/18  06:00:00,8056871.611861356,7402432.30829192,7395114.482293769,7402647.590750603,7391233.425820457,7424015.887049228,7716777.330455055,13531932.949121838 
 03/18  07:00:00,8552339.571702749,7904678.910220891,7899930.057459589,7913874.455055885,7911715.7250637505,7954723.584496917,8266670.699488055,14330235.328688592 
 03/18  08:00:00,9073781.241421655,8433482.092051193,8428363.901380064,8442958.060002716,8443586.257480247,8483971.15442172,8797744.319287244,14933588.149626238 
 03/18  09:00:00,8321982.329530282,7695872.9250262,7686565.417819616,7690701.40320833,7680140.944933141,7653974.409475801,7888334.964672815,13810535.87082703 
 03/18  10:00:00,6409182.510346023,5806130.344526726,5801239.420948515,5767642.018532265,5604157.402204729,5426103.481333692,5472124.080176291,10568471.211952059 
 03/18  11:00:00,4589833.953978102,4013571.08707563,4010327.921401159,3726630.026012339,3451249.153158238,3224653.5124225663,3231234.280672332,7494298.290919886 
 03/18  12:00:00,3143862.157367851,2583751.6705456683,2458489.4294018657,2029865.7312951228,1565807.643972276,1434970.151242739,1514982.014977571,5257139.989894259 
 03/18  13:00:00,2049231.141891543,1491508.4331818451,1220736.4703479894,770882.245633853,270646.21085649705,238225.54001343087,345313.51247796847,3734677.127822428 
 03/18  14:00:00,1346799.5834772068,797483.4659699933,654468.5293825198,99604.73189051556,0.0,0.0,0.0,2324785.6299854117 
 03/18  15:00:00,927471.4320609695,378743.0488043873,326694.927242375,0.0,0.0,0.0,0.0,1236183.3710537702 
 03/18  16:00:00,741633.7464821467,183854.41695369082,141507.85176636418,0.0,0.0,0.0,0.0,607631.9356734166 
 03/18  17:00:00,640537.0729310584,68393.85345878836,33608.15915950807,0.0,0.0,0.0,0.0,412357.5114136707 
 03/18  18:00:00,917341.4759638517,314759.71073512046,274310.92810574337,99364.45955063682,0.0,0.0,0.0,1217011.3680130395 
 03/18  19:00:00,1744406.6950828475,1105527.9176751706,1061183.1015162694,899253.1838184486,592196.3192997646,344249.5137765276,297514.07411503606,3520402.804177412 
 03/18  20:00:00,2703052.2548138397,2044568.2198553174,2005556.3732518177,1872075.056080407,1630010.5744287372,1433525.7223708003,1444385.1335315676,5229864.070625577 
 03/18  21:00:00,3513443.815005585,2848929.4854044537,2812620.6673583454,2696990.5043445383,2482023.756994429,2307597.913415311,2348292.4493720727,6336257.91049902 
 03/18  22:00:00,4216528.863978104,3548305.8938268456,3514169.5755569153,3414401.3462824747,3224809.5712599866,3071164.0190198873,3138169.3908261745,7247478.411954697 
 03/18  23:00:00,4863957.175996524,4194273.577265147,4163182.5563112656,4079138.647222164,3914417.4681059998,3784018.5682573705,3881493.451471324,8200268.013023431 
 03/18  24:00:00,4940301.476492148,4271039.290173864,4241946.303080252,4170706.1402024794,4027192.651181639,3916382.3310380606,4035740.1111459597,8349116.065900259 
 03/19  01:00:00,5105671.633954774,4436594.5955409175,4410336.331439676,4353185.564205365,4232764.137363279,4144911.245774539,4289405.988303147,8699778.488356765 
 03/19  02:00:00,5282242.030435877,4615135.787581703,4592334.586190834,4548003.388471372,4447622.485714528,4382070.250976862,4554327.630324069,9158855.972422453 
 03/19  03:00:00,5459185.998051055,4793762.475048885,4773392.276301049,4740072.874023536,4657878.825460549,4610871.358832866,4803615.747861643,9461351.472229747 
 03/19  04:00:00,5842936.08450628,5180041.151368391,5161950.703381907,5138047.818985064,5071457.7564823,5040206.503591049,5251911.013070249,10027387.972850364 
 03/19  05:00:00,6129538.753560013,5469874.205035041,5454033.867865027,5438695.657088107,5386260.536420477,5369679.544612996,5599263.409909454,10487583.712483462 
 03/19  06:00:00,6241691.714716176,5584695.5712722065,5569564.516170611,5559666.5493491925,5517470.52330362,5509454.774305464,5747250.766418665,10567731.376774281 
 03/19  07:00:00,6378453.915943474,5724504.12774882,5710870.2419029055,5707366.424341875,5676155.166701079,5679001.501750083,5926862.060144023,10780030.234465856 
 03/19  08:00:00,6521594.978989501,5871350.821041237,5858733.995597845,5859695.736478808,5836721.515084967,5846519.493521569,6103302.826997123,11033159.168800492 
 03/19  09:00:00,6344849.302701975,5699942.158450872,5681013.477136528,5672165.505015606,5641483.798621719,5623231.386574552,5845107.194147694,10505973.196715489 
 03/19  10:00:00,5761205.719627825,5125251.519808959,5096786.446851129,5060963.8141967915,4985207.344385228,4893619.467521549,5024650.001950167,9253020.047197089 
 03/19  11:00:00,4987172.419918771,4363194.530034007,4328664.664695156,4194760.295280669,4047450.6809594515,3874664.9982626904,3923679.188244324,7727515.975332327 
 03/19  12:00:00,4389203.062974313,3766652.9182614814,3715315.7615177045,3607649.913199133,3477273.4613312995,3347741.7351413984,3435585.2222489426,7320827.61390967 
 03/19  13:00:00,3630428.56403468,3018150.9615605213,2921760.724463611,2775895.1710432917,2608020.7811645176,2493185.87382143,2587522.1430720678,6373965.737424165 
 03/19  14:00:00,2441543.0880567874,1842499.2370097928,1751356.1263926388,1454081.757843151,1185155.0867443325,1021115.4937875749,1049542.48841643,4312283.115673959 
 03/19  15:00:00,1595839.376152927,986747.1671347333,934334.1883542394,699388.774902845,444900.8373302117,209392.17182793946,195117.07127818954,3156891.1005448755 
 03/19  16:00:00,1245806.3716875624,627800.5252467818,579923.999436872,434046.2190727151,184583.46202670946,0.0,0.0,2577246.94943671 
 03/19  17:00:00,1254915.7353600254,625915.503656643,584528.8965603191,497537.15426975687,356493.1308720232,36216.38645589701,0.0,2224846.3135571717 
 03/19  18:00:00,2719090.9997652173,2049770.0173558348,2008803.709775119,1940668.8255378106,1845306.1386225922,1708750.049703021,1551682.1117356801,4844633.313104494 
 03/19  19:00:00,4109256.640645401,3432235.1081610196,3392031.035450244,3333865.7425843207,3251774.137750216,3138130.8941394035,3184095.91449746,6724168.351359054 
 03/19  20:00:00,5145677.041859675,4469602.941742246,4432728.757362807,4385485.065292134,4317040.256539497,4224015.075799914,4300489.354266818,8077673.441997791 
 03/19  21:00:00,5945647.189960644,5270711.495289763,5236585.871133473,5198833.061258221,5142502.769794968,5067753.274097238,5173407.957670096,9198362.286389051 
 03/19  22:00:00,6613179.5935517335,5942192.1877914695,5911650.240936673,5883342.6173492465,5838750.381887121,5782238.591902625,5917902.559696903,10267617.44384729 
 03/19  23:00:00,6778935.851092358,6118497.722209143,6098162.385771933,6087067.954781472,6061909.623205548,6039052.565684554,6225770.655267552,11111748.539051674 
 03/19  24:00:00,7124234.921286302,6468580.774711858,6451938.747789656,6449729.32003922,6435702.851654753,6430558.423089117,6645124.484050708,11808191.407102488 
 03/20  01:00:00,7513960.346329516,6863934.060169056,6852067.568484788,6859466.903597711,6856972.666388544,6871206.727628952,7119489.482226224,12680038.89659851 
 03/20  02:00:00,7934190.219538629,7290415.546346445,7282481.948572878,7297679.551627686,7304669.187979512,7334341.422749863,7609723.136121449,13474311.95043287 
 03/20  03:00:00,8526399.713235756,7889384.074312022,7885878.3106215745,7909281.596863133,7926113.757256752,7972531.5895980345,8279410.376742805,14574842.564555729 
 03/20  04:00:00,9196623.526340198,8567265.675839815,8568031.599424183,8598876.779826432,8624572.452580601,8686085.524297012,9022789.301696498,15752700.137877796 
 03/20  05:00:00,9864499.86339112,9242089.601084732,9244934.343043119,9279507.932399392,9310058.61159683,9378529.163223298,9732452.986967959,16666889.033348614 
 03/20  06:00:00,10442478.821763512,9827336.75917219,9831615.419203963,9868718.479213325,9902749.548179585,9975701.64934948,10341413.103831397,17418895.200454436 
 03/20  07:00:00,10849331.623971865,10241515.553000392,10247474.908691633,10287280.485823259,10324858.394632008,10402919.27208985,10780929.922711097,17990434.385664377 
 03/20  08:00:00,10909906.019070925,10308902.85694607,10314481.580495443,10353389.523965102,10390593.683601733,10465788.473758174,10844033.823891193,18048554.355990984 
 03/20  09:00:00,10263438.67535427,9667662.736897273,9663895.169932375,9685277.344951423,9703599.52347998,9734792.647277754,10063090.391055133,16866111.017216846 
 03/20  10:00:00,9028426.558387876,8438424.455077268,8421492.8828853,8412923.367105756,8387572.56059196,8340015.115576182,8569010.812051274,14505442.72945743 
 03/20  11:00:00,7818214.4728055075,7237340.263546893,7214851.409465798,7143950.363934891,7070108.139673103,6963439.696069199,7122203.360664973,12332943.879401593 
 03/20  12:00:00,6860665.938619199,6281068.782263292,6238073.770650319,6150137.744132625,6049516.344087719,5937530.220798188,6078514.956368651,10898068.915799653 
 03/20  13:00:00,6012103.595566619,5428812.287397965,5352884.616176461,5241868.59248101,5114143.651835082,4991347.780575848,5109214.6262476565,9574127.935667176 
 03/20  14:00:00,5039240.48171759,4450722.673584335,4375490.176861966,4170208.3525648834,3982659.471319427,3808913.78406047,3865610.418235691,7900310.847152293 
 03/20  15:00:00,4358853.644408646,3755305.757016427,3699664.321253216,3533868.3958072797,3352567.7851147256,3128017.312208936,3145609.8929079687,6926485.621022329 
 03/20  16:00:00,3821177.8218594417,3209070.8500280776,3154072.8758048764,3038938.9394082334,2832300.0022420106,2559222.1074373205,2476553.8979492355,5972457.678640154 
 03/20  17:00:00,3358561.4406602606,2746024.2332770433,2702552.5763326124,2634243.583233384,2522036.309826133,2151779.0011537815,1822105.982071173,4862313.196991242 
 03/20  18:00:00,3250387.4797710273,2639188.659387699,2613300.2908911556,2577444.5868225796,2521135.102295809,2406457.134991611,2163380.6764323325,4862643.56329728 
 03/20  19:00:00,3714384.1811228422,3087992.1838819226,3063885.1515431283,3040353.6300973766,3000334.923585568,2928275.182538448,3013217.58508026,6888915.12813464 
 03/20  20:00:00,5738220.3563589435,5102803.188936782,5087218.915068306,5084238.716508734,5068293.833549562,5045491.470668899,5207867.034229328,10010291.726458604 
 03/20  21:00:00,8138960.014164038,7507396.248808281,7496429.972704806,7501704.217794436,7495482.463837786,7489419.8231062135,7695696.0260262145,13309853.727346048 
 03/20  22:00:00,9065765.345013745,8439196.188323531,8430864.189809632,8441423.857024599,8441867.493651282,8446836.916583069,8680172.174428893,14596221.455770196 
 03/20  23:00:00,9349667.328006757,8726242.925111743,8719578.655754225,8734641.491060914,8741180.406014526,8756798.899098497,9010513.213165682,15051604.121084873 
 03/20  24:00:00,9868327.284261229,9247724.943074698,9242448.818335965,9261964.834280845,9274737.074892962,9301977.202382771,9580144.247669077,15881736.695152972 
 03/21  01:00:00,10516447.238352008,9899888.927267155,9896957.748081172,9922278.7539853,9942729.645100586,9984931.415043931,10294574.687167084,17035598.897645243 
 03/21  02:00:00,11447269.580489716,10833137.317788387,10829686.675619824,10856667.20762193,10880371.229928602,10929512.328681508,11260663.98425703,18319942.808078546 
 03/21  03:00:00,12278934.899950214,11669294.644052526,11664538.933741098,11691081.580629464,11715407.195327977,11765583.469029319,12106817.773744598,19303860.92931672 
 03/21  04:00:00,12851341.791759081,12251090.224579131,12248771.25216444,12278372.701290565,12306365.198272908,12362132.670658354,12717837.089571552,20101158.766824514 
 03/21  05:00:00,13441386.136379493,12851903.889848294,12853444.766587034,12888175.8094965,12922058.780623354,12988305.836526738,13366822.263449205,21123921.20309776 
 03/21  06:00:00,13810602.564916175,13230962.833966753,13235894.969756704,13275074.552593637,13314097.855702296,13389626.866550801,13788321.774908906,21835344.741952855 
 03/21  07:00:00,14032510.266318968,13460495.938071553,13466931.872415503,13508205.463596474,13549963.695960747,13630366.101487748,14040986.106619578,22227007.47013969 
 03/21  08:00:00,14186646.826556876,13618802.322975524,13620812.009843811,13654867.369884828,13689242.733446268,13753748.532571686,14150812.761101209,22268776.99422332 
 03/21  09:00:00,12672521.182985937,12100016.73982992,12083470.353220813,12086586.633392325,12085860.707247183,12028085.873189732,12263901.35591086,19706615.556785505 
 03/21  10:00:00,9877516.31716118,9294367.67603798,9262761.81487394,9196003.547565835,8981707.515963368,8715609.951214606,8698867.648219973,14801525.762342665 
 03/21  11:00:00,7419391.114622783,6826759.285268526,6774851.735493416,6409986.868561759,6053454.1974672815,5712854.787316298,5639936.4351947475,10706878.669257483 
 03/21  12:00:00,5143768.6853324585,4546076.34336593,4345653.731845666,3825402.475365441,3241173.416155923,2997460.8124252353,2994733.2182419254,7327472.036103156 
 03/21  13:00:00,3074387.1415304868,2473840.963359757,2111202.7310290723,1540523.8737181472,883802.9607347416,738717.4930143723,786589.6851074592,4389567.767217813 
 03/21  14:00:00,1437582.9131880426,844721.6011293407,630730.2924013784,116650.4133283248,0.0,0.0,0.0,1673269.7271492365 
 03/21  15:00:00,369548.7144748913,19306.030106206894,0.0,0.0,0.0,0.0,0.0,144978.61633290304 
 03/21  16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/21  17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/21  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/21  19:00:00,313265.5597541656,0.0,0.0,0.0,0.0,0.0,0.0,892978.9654749272 
 03/21  20:00:00,1883159.8538545542,968738.4483948816,824922.3495710583,580175.6770250184,346779.37492152274,188001.62286263367,175753.29175736115,3251560.506712648 
