Date/Time,BATIMENT0000000240879934_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879934_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879934_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/14  01:00:00,4926324.389976968,5196243.614646738,8733818.273631494 
 01/14  02:00:00,4970619.142322958,5253409.529735798,8795295.952698769 
 01/14  03:00:00,5022461.175392936,5317925.101928441,8894781.903343884 
 01/14  04:00:00,5114560.323652914,5398246.216682968,8826925.424935857 
 01/14  05:00:00,5305401.030529868,5580283.730908808,8873241.663646517 
 01/14  06:00:00,5493967.722116806,5801934.066806185,9284354.857317178 
 01/14  07:00:00,5668943.069690266,5991123.25277618,9557320.773625435 
 01/14  08:00:00,5836205.349694401,6166436.630447724,9687821.337872766 
 01/14  09:00:00,5981336.021722466,6327948.024653454,9854265.659726003 
 01/14  10:00:00,5971636.91666171,6296366.7245936105,9758755.864245798 
 01/14  11:00:00,5511213.657042217,5728247.664033274,8831756.653321188 
 01/14  12:00:00,4857769.695040672,4949807.03610477,7439828.522278865 
 01/14  13:00:00,4167435.916052657,4094186.4575570747,5735281.715949637 
 01/14  14:00:00,3578322.871797056,3313060.69213914,4606192.392451385 
 01/14  15:00:00,3219491.0925127063,2945300.2782324646,4273934.928067756 
 01/14  16:00:00,3147747.9316400625,3017419.1311455015,4433693.651072705 
 01/14  17:00:00,3297996.6178227616,3262857.7376252445,4970314.7094437 
 01/14  18:00:00,3544023.426708256,3576804.5958336666,5561428.8217677 
 01/14  19:00:00,3630249.617129933,3680335.0342356567,5731539.175376916 
 01/14  20:00:00,3700830.5874847905,3763300.756357498,5871233.013533106 
 01/14  21:00:00,3812813.7543398384,3889223.924487821,6057805.591771933 
 01/14  22:00:00,3882691.2863911153,3968296.4212301,6157549.809666625 
 01/14  23:00:00,3912737.389325431,4002802.9831776796,6196680.669572167 
 01/14  24:00:00,3813824.462808864,3901754.432375063,6054992.669392349 
 01/15  01:00:00,3711915.7970138392,3793315.330990362,5907154.663803836 
 01/15  02:00:00,3724433.7314285217,3806707.400151796,5920876.915978348 
 01/15  03:00:00,3755704.5081045595,3839818.43742493,5957408.200193577 
 01/15  04:00:00,3773553.538154359,3859149.576125768,5976041.237902635 
 01/15  05:00:00,3794543.560832251,3881378.688721369,6001137.7979070395 
 01/15  06:00:00,3867626.9328296403,3960205.395543626,6110063.969124041 
 01/15  07:00:00,3979050.2397725186,4080435.7866233396,6272386.6094312705 
 01/15  08:00:00,4026253.0743944226,4132507.8297516583,6332231.435006779 
 01/15  09:00:00,3952827.5103936903,4057556.0198464636,6243402.007108181 
 01/15  10:00:00,4335634.112474922,4443905.948950458,6724220.913379805 
 01/15  11:00:00,5362824.8489463655,5481990.025722949,7915431.960441693 
 01/15  12:00:00,5728186.509706142,5874270.2830283,8444571.97258201 
 01/15  13:00:00,5405944.975415101,5561715.187698824,8205038.273512011 
 01/15  14:00:00,4656550.389596611,4752744.629334876,7435110.317018516 
 01/15  15:00:00,4247018.429151709,4159071.3484714217,6697320.334889807 
 01/15  16:00:00,4137250.0116003184,4077865.1565463813,6204165.559221734 
 01/15  17:00:00,4314610.968369368,4428498.515177121,6914565.08216981 
 01/15  18:00:00,4916552.4390539145,5188081.943482466,8910108.566183152 
 01/15  19:00:00,5418002.474731355,5723128.933815409,9345734.313516568 
 01/15  20:00:00,5710122.283604687,6022179.410219197,9499606.624266185 
 01/15  21:00:00,5894097.798727931,6250261.257039693,9941049.279627044 
 01/15  22:00:00,6060277.668939939,6463432.14009274,10415080.570289051 
 01/15  23:00:00,6258486.47876434,6696321.004284574,10809443.552058158 
 01/15  24:00:00,6455401.731566657,6925682.20994877,11201132.980261197 
 01/16  01:00:00,6618077.721713532,7112145.774990164,11480931.511818565 
 01/16  02:00:00,6846437.8286395185,7344612.718274099,11607455.395128567 
 01/16  03:00:00,7011206.5274459785,7506252.629396139,11615016.106408741 
 01/16  04:00:00,7107006.360446084,7603647.234780415,11642854.366987169 
 01/16  05:00:00,7006386.44158321,7485362.015682412,11332078.84387047 
 01/16  06:00:00,6716715.927556013,7162827.024959257,10772961.868494134 
 01/16  07:00:00,6413337.337411463,6830314.403239641,10259996.471816901 
 01/16  08:00:00,6205235.542811695,6595025.3481714325,9863114.398114242 
