building_id,district,group,k,storeys,area_m2,spread,verdict,checks_failing,in_ceiling82_population,affected
way/432566224,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,4,4,393,0.1699,PASS,,True,True
way/432566226,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,3,5,199,0.4891,PASS,,True,True
way/432566227,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,2,5,216,0.1566,PASS,,True,True
way/432566510,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,3,4,106,0.8849,PASS,,True,False
way/432566513,ES-MAD-BERRUGUETE,L_SHAPE,2,5,180,0.9999,PASS,,True,False
way/432566514,ES-MAD-BERRUGUETE,TRAPEZOID,3,4,203,0.9998,PASS,,True,False
way/432566515,ES-MAD-BERRUGUETE,TRAPEZOID,2,3,137,0.9999,PASS,,True,False
way/432567161,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,2,6,200,0.2079,PASS,,True,True
way/432567165,ES-MAD-BERRUGUETE,L_SHAPE,2,5,131,1.0,PASS,,True,False
way/432864101,ES-MAD-BERRUGUETE,TRAPEZOID,2,6,345,1.0,PASS,,True,False
way/432864102,ES-MAD-BERRUGUETE,SQUARE,2,4,421,1.0,PASS,,True,False
way/432864104,ES-MAD-BERRUGUETE,TRAPEZOID,8,3,284,0.9996,PASS,,True,False
way/432864105,ES-MAD-BERRUGUETE,L_SHAPE,2,4,142,1.0,PASS,,True,False
way/432864406,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,6,2,121,0.5424,PASS,,True,False
way/432864412,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,2,2,154,0.2049,PASS,,True,True
way/432864416,ES-MAD-BERRUGUETE,L_SHAPE,2,5,272,1.0,PASS,,True,False
way/432864417,ES-MAD-BERRUGUETE,TRAPEZOID,3,5,222,0.5013,PASS,,True,False
way/432864638,ES-MAD-BERRUGUETE,SQUARE,2,3,233,1.0,PASS,,True,False
way/432864641,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,4,4,216,0.0937,PASS,,True,True
way/432864978,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,3,3,189,0.9838,PASS,,True,False
way/432864979,ES-MAD-BERRUGUETE,TRAPEZOID,2,6,131,0.9999,PASS,,True,False
way/432864981,ES-MAD-BERRUGUETE,L_SHAPE,2,6,395,1.0,PASS,,True,False
way/432864982,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,2,6,212,0.1527,PASS,,True,True
way/432865814,ES-MAD-BERRUGUETE,L_SHAPE,4,3,169,0.9998,PASS,,True,False
way/432866211,ES-MAD-BERRUGUETE,L_SHAPE,2,4,187,0.2655,PASS,,True,True
way/432867093,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,4,3,294,0.7582,PASS,,True,False
way/432867095,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,4,5,172,0.9998,PASS,,True,False
way/432867096,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,4,5,284,0.9999,PASS,,True,False
way/433014080,ES-MAD-BERRUGUETE,SLIVER,2,4,79,0.6105,PASS,,True,False
way/433014082,ES-MAD-BERRUGUETE,SQUARE,2,4,95,0.9999,PASS,,True,False
way/433014851,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,2,4,129,0.9999,PASS,,True,False
way/434023854,ES-MAD-BERRUGUETE,L_SHAPE,5,3,255,0.5,PASS,,True,False
way/434023855,ES-MAD-BERRUGUETE,L_SHAPE,4,4,299,0.9998,PASS,,True,False
way/434023861,ES-MAD-BERRUGUETE,L_SHAPE,5,3,173,0.5385,PASS,,True,False
way/434023862,ES-MAD-BERRUGUETE,TRAPEZOID,2,4,140,0.9999,PASS,,True,False
way/434023863,ES-MAD-BERRUGUETE,TRAPEZOID,2,4,145,0.9999,PASS,,True,False
way/434025429,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,6,5,592,0.9998,PASS,,True,False
way/434025431,ES-MAD-BERRUGUETE,L_SHAPE,10,3,245,0.9998,PASS,,True,False
way/434026694,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,2,3,192,0.9448,PASS,,True,False
way/434026697,ES-MAD-BERRUGUETE,TRAPEZOID,3,3,221,0.5,PASS,,True,False
way/434049326,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,4,4,348,0.1349,PASS,,True,True
way/434049328,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,2,4,99,0.9639,PASS,,True,False
way/434584670,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,4,4,197,0.9998,PASS,,True,False
way/434584674,ES-MAD-BERRUGUETE,SLIVER,2,4,114,0.9999,PASS,,True,False
way/434584676,ES-MAD-BERRUGUETE,TRIANGLE,2,4,124,0.9999,PASS,,True,False
way/434868515,ES-MAD-BERRUGUETE,L_SHAPE,2,3,144,1.0,PASS,,True,False
way/434868516,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,4,3,166,0.4411,PASS,,True,True
way/434868517,ES-MAD-BERRUGUETE,TRAPEZOID,2,4,155,0.9999,PASS,,True,False
way/434869412,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,3,6,401,1.0,PASS,,True,False
way/434869413,ES-MAD-BERRUGUETE,L_SHAPE,3,5,158,0.9999,PASS,,True,False
way/434869414,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,3,3,128,0.4722,PASS,,True,True
way/434869416,ES-MAD-BERRUGUETE,L_SHAPE,2,3,140,1.0,PASS,,True,False
way/434877453,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,10,8,1188,0.896,PASS,,True,False
way/434877455,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,8,5,1149,0.9999,PASS,,True,False
way/434877456,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,3,5,1181,0.5,PASS,,True,False
way/434877457,ES-MAD-BERRUGUETE,RECTANGLE,4,4,170,0.9999,PASS,,True,False
way/434878262,ES-MAD-BERRUGUETE,TRAPEZOID,2,5,151,1.0,PASS,,True,False
way/434878266,ES-MAD-BERRUGUETE,TRAPEZOID,2,5,129,0.9999,PASS,,True,False
way/434878279,ES-MAD-BERRUGUETE,RECTANGLE,4,4,194,0.4999,PASS,,True,True
way/434878283,ES-MAD-BERRUGUETE,SLIVER,4,1,150,0.7803,PASS,,True,False
way/434878287,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,5,4,598,0.3828,PASS,,True,True
way/434878289,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,5,4,595,0.4176,PASS,,True,True
way/434878298,ES-MAD-BERRUGUETE,TRAPEZOID,3,7,182,0.9998,PASS,,True,False
way/434878300,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,3,5,261,0.9999,PASS,,True,False
way/434878302,ES-MAD-BERRUGUETE,TRAPEZOID,3,5,133,0.9998,PASS,,True,False
way/434899826,ES-MAD-BERRUGUETE,SLIVER,2,3,114,0.278,PASS,,True,True
way/434899833,ES-MAD-BERRUGUETE,TRAPEZOID,2,3,295,0.2055,PASS,,True,True
way/434899835,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,2,2,98,1.0,PASS,,True,False
way/434899836,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,2,4,142,0.3731,PASS,,True,True
way/434899837,ES-MAD-BERRUGUETE,TRAPEZOID,2,4,112,0.9999,PASS,,True,False
way/434899838,ES-MAD-BERRUGUETE,TRAPEZOID,9,1,146,0.7998,PASS,,True,False
way/434899840,ES-MAD-BERRUGUETE,RECTANGLE,3,4,267,0.5,PASS,,True,False
way/434900093,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,5,5,398,0.1428,PASS,,True,True
way/434900094,ES-MAD-BERRUGUETE,L_SHAPE,2,5,120,0.9999,PASS,,True,False
way/434900095,ES-MAD-BERRUGUETE,SLIVER,2,5,108,0.9998,PASS,,True,False
way/434900098,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,3,3,264,0.5,PASS,,True,False
way/434900099,ES-MAD-BERRUGUETE,L_SHAPE,2,3,157,0.9999,PASS,,True,False
way/434900101,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,4,4,276,0.9604,PASS,,True,False
way/434900117,ES-MAD-BERRUGUETE,TRAPEZOID,2,2,80,1.0,PASS,,True,False
way/435212309,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,5,5,491,0.8954,PASS,,True,False
way/435212310,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,4,3,198,0.3678,PASS,,True,True
way/435212311,ES-MAD-BERRUGUETE,L_SHAPE,3,3,250,0.5001,PASS,,True,False
way/435212312,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,3,5,156,1.0,PASS,,True,False
way/435212314,ES-MAD-BERRUGUETE,SQUARE,2,4,114,1.0,PASS,,True,False
way/435212318,ES-MAD-BERRUGUETE,SLIVER,3,3,88,0.5,PASS,,True,False
way/435212748,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,6,4,388,0.1665,PASS,,True,True
way/435212752,ES-MAD-BERRUGUETE,TRAPEZOID,4,5,156,0.9998,PASS,,True,False
way/435212755,ES-MAD-BERRUGUETE,L_SHAPE,7,4,682,0.9998,PASS,,True,False
way/435212756,ES-MAD-BERRUGUETE,CORRIDOR_RECTANGLE,7,4,242,0.4999,PASS,,True,True
way/435397042,ES-MAD-BERRUGUETE,TRAPEZOID,3,6,222,0.5,PASS,,True,False
way/435397045,ES-MAD-BERRUGUETE,TRAPEZOID,2,4,165,1.0,PASS,,True,False
way/435397047,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,6,5,225,0.2595,PASS,,True,True
way/435397049,ES-MAD-BERRUGUETE,SLIVER,10,1,46,0.6664,FAIL,C6;C10,True,False
way/435397050,ES-MAD-BERRUGUETE,L_SHAPE,2,4,275,0.9999,PASS,,True,False
way/435397051,ES-MAD-BERRUGUETE,SQUARE,3,4,237,0.9999,PASS,,True,False
way/435398509,ES-MAD-BERRUGUETE,TRAPEZOID,2,4,305,0.9999,PASS,,True,False
way/435398510,ES-MAD-BERRUGUETE,L_SHAPE,2,3,213,0.9375,PASS,,True,False
way/435398513,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,3,3,181,0.2187,PASS,,True,True
way/435398515,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,6,3,304,0.2441,PASS,,True,True
way/435399153,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,11,3,767,0.9998,PASS,,True,False
way/435399154,ES-MAD-BERRUGUETE,RECTANGLE,3,3,189,0.9999,PASS,,True,False
way/435399155,ES-MAD-BERRUGUETE,SLAB,6,2,253,0.9998,PASS,,True,False
way/435399156,ES-MAD-BERRUGUETE,SLAB,3,4,299,0.9999,PASS,,True,False
way/435399157,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,2,5,124,0.9999,PASS,,True,False
way/435449426,ES-MAD-BERRUGUETE,L_SHAPE,3,4,264,0.9999,PASS,,True,False
way/435449429,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,7,4,216,0.8295,PASS,,True,False
way/435449430,ES-MAD-BERRUGUETE,TRAPEZOID,3,4,206,0.9999,PASS,,True,False
way/435449431,ES-MAD-BERRUGUETE,TRAPEZOID,2,4,104,1.0,PASS,,True,False
way/435449432,ES-MAD-BERRUGUETE,L_SHAPE,3,3,145,0.9999,PASS,,True,False
way/435449435,ES-MAD-BERRUGUETE,TRIANGLE,2,3,267,1.0,PASS,,True,False
way/435449436,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,2,4,380,0.0912,PASS,,True,True
way/435449437,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,3,5,343,0.4931,PASS,,True,True
way/435449438,ES-MAD-BERRUGUETE,L_SHAPE,2,5,153,0.3054,PASS,,True,True
way/435449444,ES-MAD-BERRUGUETE,SQUARE,2,4,101,0.9999,PASS,,True,False
way/435449445,ES-MAD-BERRUGUETE,SQUARE,2,3,100,0.9998,PASS,,True,False
way/435449619,ES-MAD-BERRUGUETE,L_SHAPE,4,3,334,0.9999,PASS,,True,False
way/435449622,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,3,5,229,0.1927,PASS,,True,True
way/435449623,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,3,5,199,0.2056,PASS,,True,True
way/435449627,ES-MAD-BERRUGUETE,TRIANGLE,3,4,218,1.0,PASS,,True,False
way/435505189,ES-MAD-BERRUGUETE,SLIVER,3,5,181,0.9998,PASS,,True,False
way/435505191,ES-MAD-BERRUGUETE,L_SHAPE,2,4,133,1.0,PASS,,True,False
way/435505192,ES-MAD-BERRUGUETE,SQUARE,3,4,284,0.5,PASS,,True,False
way/435505193,ES-MAD-BERRUGUETE,CORRIDOR_RECTANGLE,2,5,291,0.2602,PASS,,True,True
way/435505194,ES-MAD-BERRUGUETE,SQUARE,2,5,156,0.9999,PASS,,True,False
way/435508452,ES-MAD-BERRUGUETE,SLIVER,2,4,75,1.0,PASS,,True,False
way/435508453,ES-MAD-BERRUGUETE,SQUARE,2,4,101,0.9999,PASS,,True,False
way/435508457,ES-MAD-BERRUGUETE,SQUARE,2,3,114,0.9999,PASS,,True,False
way/435508459,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,2,4,179,0.9999,PASS,,True,False
way/435509259,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,3,5,136,0.5036,PASS,,True,False
way/435509266,ES-MAD-BERRUGUETE,SQUARE,3,3,125,0.5068,PASS,,True,False
way/435509267,ES-MAD-BERRUGUETE,SQUARE,2,4,144,0.9999,PASS,,True,False
way/435509269,ES-MAD-BERRUGUETE,SLIVER,4,3,69,0.9998,PASS,,True,False
way/435510855,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,4,5,259,0.9999,PASS,,True,False
way/435510856,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,4,5,255,0.9998,PASS,,True,False
way/435510857,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,4,5,255,0.9997,PASS,,True,False
way/435510858,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,4,5,251,0.4479,PASS,,True,True
way/435510859,ES-MAD-BERRUGUETE,L_SHAPE,3,5,254,0.5943,PASS,,True,False
way/435510860,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,4,4,254,0.9998,PASS,,True,False
way/435510861,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,4,4,254,0.9742,PASS,,True,False
way/435510862,ES-MAD-BERRUGUETE,L_SHAPE,4,4,236,0.8935,PASS,,True,False
way/435510863,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,4,4,225,0.9686,PASS,,True,False
way/435510864,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,4,4,222,0.9998,PASS,,True,False
way/435510865,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,4,4,224,0.9998,PASS,,True,False
way/435510866,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,4,4,247,0.9999,PASS,,True,False
way/435510867,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,4,6,470,1.0,PASS,,True,False
way/435510996,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,2,5,239,0.8713,PASS,,True,False
way/435511300,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,4,5,395,0.9999,PASS,,True,False
way/435511301,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,2,5,267,0.9999,PASS,,True,False
way/435511304,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,4,4,305,0.4846,PASS,,True,True
way/435511305,ES-MAD-BERRUGUETE,TRAPEZOID,2,5,136,0.9999,PASS,,True,False
way/435633561,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,5,5,605,0.6607,PASS,,True,False
way/435633562,ES-MAD-BERRUGUETE,L_SHAPE,3,5,213,0.9998,PASS,,True,False
way/435633566,ES-MAD-BERRUGUETE,L_SHAPE,2,7,291,0.9999,PASS,,True,False
way/435633568,ES-MAD-BERRUGUETE,L_SHAPE,6,4,263,0.8028,PASS,,True,False
way/435633860,ES-MAD-BERRUGUETE,SQUARE,6,4,313,0.9997,PASS,,True,False
way/435637779,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,3,4,212,0.5,PASS,,True,False
way/435637781,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,7,4,439,0.9999,PASS,,True,False
way/435637782,ES-MAD-BERRUGUETE,TRAPEZOID,9,3,135,0.6665,PASS,,True,False
way/435637791,ES-MAD-BERRUGUETE,SLAB,2,5,363,1.0,PASS,,True,False
way/435637793,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,2,2,173,0.225,PASS,,True,True
way/435637794,ES-MAD-BERRUGUETE,L_SHAPE,3,5,278,0.9999,PASS,,True,False
way/435638254,ES-MAD-BERRUGUETE,L_SHAPE,4,5,246,0.9999,PASS,,True,False
way/435638255,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,4,4,255,0.9248,PASS,,True,False
way/435638256,ES-MAD-BERRUGUETE,SLIVER,2,2,90,1.0,PASS,,True,False
way/435638257,ES-MAD-BERRUGUETE,SQUARE,2,5,187,1.0,PASS,,True,False
way/435638258,ES-MAD-BERRUGUETE,SQUARE,2,4,118,0.5798,PASS,,True,False
way/435638259,ES-MAD-BERRUGUETE,L_SHAPE,3,5,273,0.1259,PASS,,True,True
way/435638260,ES-MAD-BERRUGUETE,RECTANGLE,4,3,188,0.9998,PASS,,True,False
way/435638396,ES-MAD-BERRUGUETE,TRIANGLE,4,4,251,0.5,PASS,,True,False
way/435638858,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,4,5,310,0.9999,PASS,,True,False
way/435638862,ES-MAD-BERRUGUETE,SLIVER,2,4,104,0.9999,PASS,,True,False
way/435638864,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,2,5,188,0.9999,PASS,,True,False
way/435638870,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,5,4,285,0.4999,PASS,,True,True
way/435639062,ES-MAD-BERRUGUETE,RECTANGLE,2,5,148,0.9999,PASS,,True,False
way/435639063,ES-MAD-BERRUGUETE,L_SHAPE,3,5,300,0.9999,PASS,,True,False
way/435639065,ES-MAD-BERRUGUETE,L_SHAPE,4,5,289,0.9998,PASS,,True,False
way/435639066,ES-MAD-BERRUGUETE,L_SHAPE,4,4,307,0.9999,PASS,,True,False
way/435639071,ES-MAD-BERRUGUETE,SQUARE,2,4,145,1.0,PASS,,True,False
way/435639073,ES-MAD-BERRUGUETE,SLIVER,2,2,55,1.0,PASS,,True,False
way/435639077,ES-MAD-BERRUGUETE,L_SHAPE,4,5,417,1.0,PASS,,True,False
way/435639200,ES-MAD-BERRUGUETE,SLAB,12,5,447,0.9997,PASS,,True,False
way/435639201,ES-MAD-BERRUGUETE,SQUARE,2,5,125,0.9999,PASS,,True,False
way/435639202,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,4,4,188,0.9998,PASS,,True,False
way/435639204,ES-MAD-BERRUGUETE,SLAB,2,5,416,1.0,PASS,,True,False
way/435639205,ES-MAD-BERRUGUETE,SLIVER,4,2,76,0.5,PASS,,True,False
way/435639206,ES-MAD-BERRUGUETE,L_SHAPE,4,4,263,0.9998,PASS,,True,False
way/435639207,ES-MAD-BERRUGUETE,SQUARE,2,2,132,0.9999,PASS,,True,False
way/435639208,ES-MAD-BERRUGUETE,L_SHAPE,3,5,239,0.9999,PASS,,True,False
way/435822216,ES-MAD-BERRUGUETE,CORRIDOR_RECTANGLE,4,5,255,0.9999,PASS,,True,False
way/435822217,ES-MAD-BERRUGUETE,SLIVER,10,2,52,0.7496,FAIL,C6;C10,True,False
way/435822218,ES-MAD-BERRUGUETE,RECTANGLE,2,4,119,0.4615,PASS,,True,True
way/435822220,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,2,4,86,0.848,PASS,,True,False
way/435822222,ES-MAD-BERRUGUETE,SQUARE,2,4,112,1.0,PASS,,True,False
way/435822228,ES-MAD-BERRUGUETE,SQUARE,2,4,167,1.0,PASS,,True,False
way/435822229,ES-MAD-BERRUGUETE,CORRIDOR_RECTANGLE,2,5,260,1.0,PASS,,True,False
way/435822364,ES-MAD-BERRUGUETE,SQUARE,6,5,470,0.9998,PASS,,True,False
way/435822365,ES-MAD-BERRUGUETE,CORRIDOR_RECTANGLE,2,4,149,0.2855,PASS,,True,True
way/435822366,ES-MAD-BERRUGUETE,CORRIDOR_RECTANGLE,2,4,168,1.0,PASS,,True,False
way/435822367,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,5,6,375,0.7208,PASS,,True,False
way/435823567,ES-MAD-BERRUGUETE,TRAPEZOID,3,5,287,0.5,PASS,,True,False
way/435823568,ES-MAD-BERRUGUETE,SQUARE,3,3,125,0.9998,PASS,,True,False
way/435823569,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,6,3,265,0.9926,PASS,,True,False
way/435823571,ES-MAD-BERRUGUETE,SQUARE,2,5,308,1.0,PASS,,True,False
way/435823572,ES-MAD-BERRUGUETE,SQUARE,2,3,133,0.9999,PASS,,True,False
way/435823577,ES-MAD-BERRUGUETE,L_SHAPE,4,4,234,0.5,PASS,,True,False
way/435823578,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,7,2,336,0.9208,PASS,,True,False
way/435823582,ES-MAD-BERRUGUETE,L_SHAPE,2,5,162,1.0,PASS,,True,False
way/435927686,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,5,4,349,0.5,PASS,,True,False
way/435927690,ES-MAD-BERRUGUETE,CORRIDOR_RECTANGLE,3,4,289,0.9999,PASS,,True,False
way/435927692,ES-MAD-BERRUGUETE,SQUARE,2,3,148,0.6867,PASS,,True,False
way/435927693,ES-MAD-BERRUGUETE,CORRIDOR_RECTANGLE,8,6,429,0.7822,PASS,,True,False
way/435927694,ES-MAD-BERRUGUETE,SQUARE,5,5,222,0.9998,PASS,,True,False
way/435927695,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,6,3,519,0.9999,PASS,,True,False
way/435929953,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,5,5,395,0.3531,PASS,,True,True
way/435929954,ES-MAD-BERRUGUETE,TRIANGLE,2,4,174,1.0,PASS,,True,False
way/435930648,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,5,5,355,0.5516,PASS,,True,False
way/435930649,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,5,5,375,0.5701,PASS,,True,False
way/435930650,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,5,5,387,0.4511,PASS,,True,True
way/435932081,ES-MAD-BERRUGUETE,RECTANGLE,3,4,238,1.0,PASS,,True,False
way/435932082,ES-MAD-BERRUGUETE,SQUARE,3,3,93,0.5001,PASS,,True,False
way/435932083,ES-MAD-BERRUGUETE,SLIVER,4,2,140,0.2581,PASS,,True,True
way/435932207,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,3,4,208,0.9797,PASS,,True,False
way/435932451,ES-MAD-BERRUGUETE,RECTANGLE,4,4,238,0.8959,PASS,,True,False
way/435932452,ES-MAD-BERRUGUETE,SQUARE,2,4,164,1.0,PASS,,True,False
way/435938302,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,6,3,259,0.9999,PASS,,True,False
way/435941306,ES-MAD-BERRUGUETE,TRAPEZOID,2,4,222,1.0,PASS,,True,False
way/435941312,ES-MAD-BERRUGUETE,TRAPEZOID,2,4,183,0.9999,PASS,,True,False
way/435941314,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,2,4,150,1.0,PASS,,True,False
way/435943258,ES-MAD-BERRUGUETE,SLAB,4,5,371,0.9999,PASS,,True,False
way/542783222,ES-MAD-BERRUGUETE,TRIANGLE,2,8,214,1.0,PASS,,True,False
way/660242768,ES-MAD-BERRUGUETE,SLIVER,4,2,190,0.9999,PASS,,True,False
way/671908209,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,8,8,480,0.7587,PASS,,True,False
way/941927214,ES-MAD-BERRUGUETE,TRAPEZOID,3,5,159,0.9999,PASS,,True,False
way/941927218,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,2,2,136,0.8412,PASS,,True,False
way/941927229,ES-MAD-BERRUGUETE,TRIANGLE,3,5,249,0.143,PASS,,True,True
way/941927234,ES-MAD-BERRUGUETE,TRAPEZOID,2,3,387,1.0,PASS,,True,False
way/941927253,ES-MAD-BERRUGUETE,SLIVER,2,3,104,1.0,PASS,,True,False
way/941927254,ES-MAD-BERRUGUETE,CORRIDOR_RECTANGLE,3,5,226,0.9999,PASS,,True,False
way/942352867,ES-MAD-BERRUGUETE,L_SHAPE,2,4,191,1.0,PASS,,True,False
way/942352868,ES-MAD-BERRUGUETE,CORRIDOR_RECTANGLE,3,4,229,0.2546,PASS,,True,True
way/942352869,ES-MAD-BERRUGUETE,TRAPEZOID,2,3,131,0.9999,PASS,,True,False
way/942352870,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,2,4,164,0.9937,PASS,,True,False
way/942352871,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,2,4,166,1.0,PASS,,True,False
way/942352872,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,4,2,623,0.9675,PASS,,True,False
way/942352873,ES-MAD-BERRUGUETE,L_SHAPE,2,4,600,1.0,FAIL,C11,True,False
way/942352876,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,5,5,455,0.5,PASS,,True,False
way/942352877,ES-MAD-BERRUGUETE,L_SHAPE,3,5,362,0.9998,PASS,,True,False
way/942642640,ES-MAD-BERRUGUETE,SQUARE,2,3,113,0.9999,PASS,,True,False
way/942666508,ES-MAD-BERRUGUETE,L_SHAPE,3,2,123,0.5492,PASS,,True,False
way/942677962,ES-MAD-BERRUGUETE,SQUARE,2,4,85,0.9999,PASS,,True,False
way/942968868,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,2,4,197,0.9009,PASS,,True,False
way/942968869,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,4,4,292,0.9999,PASS,,True,False
way/942968871,ES-MAD-BERRUGUETE,L_SHAPE,4,3,254,0.9997,PASS,,True,False
way/942968877,ES-MAD-BERRUGUETE,SLIVER,8,2,115,0.9996,PASS,,True,False
way/947921662,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,3,4,223,0.9999,PASS,,True,False
way/948239068,ES-MAD-BERRUGUETE,TRAPEZOID,2,4,107,0.9999,PASS,,True,False
way/948836434,ES-MAD-BERRUGUETE,TRAPEZOID,3,3,138,0.5,PASS,,True,False
way/949370797,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,2,3,340,0.2472,PASS,,True,True
way/949370798,ES-MAD-BERRUGUETE,SQUARE,2,3,144,1.0,PASS,,True,False
way/950132498,ES-MAD-BERRUGUETE,L_SHAPE,2,4,148,0.9997,PASS,,True,False
way/950143786,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,2,4,249,0.1709,PASS,,True,True
way/952996070,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,4,4,147,0.9998,PASS,,True,False
way/952996071,ES-MAD-BERRUGUETE,TRAPEZOID,2,4,109,0.9998,PASS,,True,False
way/953381371,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,4,2,248,0.9998,PASS,,True,False
way/953381372,ES-MAD-BERRUGUETE,TRAPEZOID,2,4,110,1.0,PASS,,True,False
way/953381373,ES-MAD-BERRUGUETE,TRAPEZOID,2,4,112,1.0,PASS,,True,False
way/953381375,ES-MAD-BERRUGUETE,SQUARE,2,4,172,0.9998,PASS,,True,False
way/953381376,ES-MAD-BERRUGUETE,TRIANGLE,2,4,164,1.0,PASS,,True,False
