osm_id,footprint_area_m2,levels,height_m,archetype_id,zoning_strategy,data_quality_flag,heating_eui_kwh_m2,cooling_eui_kwh_m2,lighting_eui_kwh_m2,equipment_eui_kwh_m2,fans_eui_kwh_m2,pumps_eui_kwh_m2,dhw_gas_eui_kwh_m2,dhw_elec_eui_kwh_m2,dhw_eui_kwh_m2,cooking_eui_kwh_m2,refrigeration_eui_kwh_m2,elevators_eui_kwh_m2,total_eui_kwh_m2,gwp_heating_kgco2_m2,gwp_cooling_kgco2_m2,gwp_lighting_kgco2_m2,gwp_equipment_kgco2_m2,gwp_fans_kgco2_m2,gwp_pumps_kgco2_m2,gwp_dhw_kgco2_m2,gwp_cooking_kgco2_m2,gwp_refrigeration_kgco2_m2,gwp_elevators_kgco2_m2,gwp_total_kgco2_m2,iod,simulation_status,error_summary,floor_area_m2,floor_area_provenance,centroid_lon,centroid_lat
way/74457832,1750.0505391743343,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",6.185824916054955,14.000517521746746,26.465109506616553,27.764787404045226,4.9467955506402,0.0,0.0,1.5535975482845554,1.5535975482845554,0.0,0.0,0.0,80.91663244738824,1.1196343098059467,5.2197849465977955,9.866933847132836,10.351490158275373,1.8443038915540844,0.0,0.5792246667318343,0.0,0.0,0.0,28.981371820097873,0.0,success,,1750.05,eio_simulated,-103.48883026572398,-6.898977283643516e-06
way/74457834,1766.1789659301999,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",6.983127727351407,14.267810666559486,26.465085709798366,27.764762438586544,5.304164004551921,0.0,0.0,1.5504289249912508,1.5504289249912508,0.0,0.0,0.0,82.33537947183898,1.2639461186506047,5.31943931519204,9.866924975012704,10.351480850453344,1.9775408574890834,0.0,0.5780433152466381,0.0,0.0,0.0,29.357375432044414,0.0,success,,1766.18,eio_simulated,-103.48874393047093,5.887179804458939e-08
way/74457835,288.5487570679004,1.0,3.5,QuickServiceRestaurant,single_zone,"generic_tag,no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",127.11258696924935,133.91726213266384,93.53548341481653,562.9422947448144,45.6713489528753,0.0,82.35411100994239,0.0,82.35411100994239,475.43381306490016,0.0,0.0,1520.966900289262,23.007378241434132,49.92810500639679,34.87264721057922,209.88064986511964,17.02755768740259,0.0,14.906094092799572,86.05352016474693,0.0,0.0,435.67595226847885,0.0,success,,288.55,eio_simulated,-103.48874388440397,1.2164868561465424e-11
way/74457836,200.0,1.0,3.5,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",,,,,,,,,,,,,,,,,,,,,,,,,,not_simulated,,,,-103.4887438843872,0.0
way/74457837,441.4992721399834,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",11.101286905702372,19.66917264312787,26.465057513603448,27.764732857701656,8.301450784495128,0.0,0.0,2.6920409974609725,2.6920409974609725,0.0,0.0,0.0,95.99374170209146,2.009332929932129,7.333218298192077,9.866914462681747,10.351469821871193,3.0950132930817493,0.0,1.0036682610013794,0.0,0.0,0.0,33.659617066760276,0.0,success,,441.5,eio_simulated,-103.48872653775882,-4.587097060928058e-06
way/103754349,864.2190717143808,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",8.078421902161026,16.615403221399475,26.46507124109782,27.764747259341032,6.303939173447595,0.0,0.0,1.9472017030517097,1.9472017030517097,0.0,0.0,0.0,87.17478450049865,1.4621943642911455,6.194687552227924,9.866919580676019,10.351475191205598,2.35028503415812,0.0,0.7259713165453628,0.0,0.0,0.0,30.951533039104167,0.0,success,,864.22,eio_simulated,-103.48874382954773,-4.482397964020964e-08
way/103754357,829.7398188762155,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",8.008462676663516,16.382401693124333,26.46509235822708,27.764769413513655,5.925912102390775,0.0,0.0,1.9795637027932513,1.9795637027932513,0.0,0.0,0.0,86.52620194671263,1.4495317444760965,6.107818058444159,9.866927453733085,10.351483450901469,2.209345957310148,0.0,0.7380367761850023,0.0,0.0,0.0,30.72314344104996,0.0,success,,829.74,eio_simulated,-103.4887438914194,-7.81881810918404e-08
way/103754360,544.3660295276719,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",10.46972098759393,19.35835504769619,26.46490799534265,27.764575996732574,7.889218367706068,0.0,0.0,2.404832623431181,2.404832623431181,0.0,0.0,0.0,94.35161101850258,1.8950194987545015,7.217336795722475,9.86685871808761,10.351411339709813,2.9413215055951176,0.0,0.8965889373286005,0.0,0.0,0.0,33.16853679519812,0.0,success,,544.37,eio_simulated,-103.48874372263586,-8.522880614177287e-08
way/103754366,10983.116498865995,1.0,3.5,LargeOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",7.534074001617037,12.957396462687672,26.465091975050257,44.06326173509437,4.932030049081405,0.0,2.4096461998878134,0.0,2.4096461998878134,0.0,0.0,6.868999449064897,105.23049987248346,1.3636673942926836,4.830880208390919,9.866927310874036,16.428017746171765,1.838798899138922,0.0,0.4361459621796942,0.0,0.0,2.5609553265959675,37.32539284764399,0.0,success,,10983.12,eio_simulated,-103.48872804809436,1.6871969825470435e-05
way/103754368,260.83960127986063,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",12.988314360073632,21.313602253397427,26.465062401888,27.764737986045507,9.375232271798557,0.0,0.0,3.7467168083889852,3.7467168083889852,0.0,0.0,0.0,101.65366608159209,2.3508848991733275,7.946307700929656,9.866916285171099,10.351471733861374,3.4953490974301125,0.0,1.3968809342380486,0.0,0.0,0.0,35.40781065080362,0.0,success,,260.84,eio_simulated,-103.48874383049986,8.708568838925814e-08
