osm_id,idf_path,work_dir,sql_path,status,n_warnings,n_severe,wall_clock_s,ep_version,epw_path,error_summary,csv_path
way/74457836,C:\Users\o_iseri\AppData\Local\Temp\ubem_validation\open48_refleet3\austin_rural\step3\idfs\way_74457836.idf,C:\Users\o_iseri\AppData\Local\Temp\ubem_validation\open48_refleet3\austin_rural\sim_out\way_74457836,C:\Users\o_iseri\AppData\Local\Temp\ubem_validation\open48_refleet3\austin_rural\sim_out\way_74457836\eplusout.sql,failed,16,1,0.0,23.1.0,C:\Users\o_iseri\AppData\Local\Temp\ubem_validation\open48_refleet3\austin_rural\weather\weather\USA_TX_Horseshoe.Bay.Resort.AP.720639_TMYx.2011-2025.epw,"** Severe  ** CalcHeatBalanceInsideSurf: The temperature of 125375.69 C for zone=""WAY/74457836_F0_WHOLE"", for surface=""BLOCK WAY/74457836_WHOLE STOREY 0 WALL 0001""",
way/762123141,C:\Users\o_iseri\AppData\Local\Temp\ubem_validation\open48_refleet3\austin_rural\step3\idfs\way_762123141.idf,C:\Users\o_iseri\AppData\Local\Temp\ubem_validation\open48_refleet3\austin_rural\sim_out\way_762123141,C:\Users\o_iseri\AppData\Local\Temp\ubem_validation\open48_refleet3\austin_rural\sim_out\way_762123141\eplusout.sql,failed,16,1,0.0,23.1.0,C:\Users\o_iseri\AppData\Local\Temp\ubem_validation\open48_refleet3\austin_rural\weather\weather\USA_TX_Horseshoe.Bay.Resort.AP.720639_TMYx.2011-2025.epw,"** Severe  ** CalcHeatBalanceInsideSurf: The temperature of -16739.43 C for zone=""WAY/762123141_F0_WHOLE"", for surface=""BLOCK WAY/762123141_WHOLE STOREY 0 ROOF 0001""",
way/1313606713,C:\Users\o_iseri\AppData\Local\Temp\ubem_validation\open48_refleet3\austin_rural\step3\idfs\way_1313606713.idf,C:\Users\o_iseri\AppData\Local\Temp\ubem_validation\open48_refleet3\austin_rural\sim_out\way_1313606713,C:\Users\o_iseri\AppData\Local\Temp\ubem_validation\open48_refleet3\austin_rural\sim_out\way_1313606713\eplusout.sql,failed,16,1,0.0,23.1.0,C:\Users\o_iseri\AppData\Local\Temp\ubem_validation\open48_refleet3\austin_rural\weather\weather\USA_TX_Horseshoe.Bay.Resort.AP.720639_TMYx.2011-2025.epw,"** Severe  ** CalcHeatBalanceInsideSurf: The temperature of 185419.28 C for zone=""WAY/1313606713_F0_WHOLE"", for surface=""BLOCK WAY/1313606713_WHOLE STOREY 0 WALL 0001""",
way/1313606714,C:\Users\o_iseri\AppData\Local\Temp\ubem_validation\open48_refleet3\austin_rural\step3\idfs\way_1313606714.idf,C:\Users\o_iseri\AppData\Local\Temp\ubem_validation\open48_refleet3\austin_rural\sim_out\way_1313606714,C:\Users\o_iseri\AppData\Local\Temp\ubem_validation\open48_refleet3\austin_rural\sim_out\way_1313606714\eplusout.sql,failed,16,1,0.0,23.1.0,C:\Users\o_iseri\AppData\Local\Temp\ubem_validation\open48_refleet3\austin_rural\weather\weather\USA_TX_Horseshoe.Bay.Resort.AP.720639_TMYx.2011-2025.epw,"** Severe  ** CalcHeatBalanceInsideSurf: The temperature of 6876402.56 C for zone=""WAY/1313606714_F0_WHOLE"", for surface=""BLOCK WAY/1313606714_WHOLE STOREY 0 WALL 0001""",
