building_id,archetype_id,building_type,age_band,geometry_outcome,construction_period_provenance,idf_sha256,weather_sha256,eplus_return_code,severe_errors,fatal_errors,heating_kwh,floor_area_m2,eui_kwh_m2,run_seconds,platform,energyplus_version,eui_source,idf_sha256_matches_ceiling82
BATIMENT0000000013365727_part0,FR.N.MFH.07.Gen.ReEx.001.001,MFH,FR.07,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,345bb503d90a7232c27748c48eca99561c5a41463435a56f0a88f5ed2f379685,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,9940.602161,147.1456,67.556231,18,,,ceiling82_carry,True
BATIMENT0000000240877101_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,8afb49bd32139613f29f7c8122d8c45381a4b3e579b8bac53ce656948eb4c826,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,59421.804757,887.9506,66.92017,45,,,ceiling82_carry,True
BATIMENT0000000240877110_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,3b6fea6a5ef8cfed369332f1416ea1e4d1c5bcd78f9e78f447d79fabf0ea73ec,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,36326.86005,590.3746,61.531882,334,,,ceiling82_carry,True
BATIMENT0000000240877122_part0,FR.N.SFH.01.Gen.ReEx.001.001,SFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,cd832ed7664224d9fcb7c1e3c552ab4426c25abdaa6ceb8614dba5063a9cc9ba,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,6435.088557,36.5326,176.146471,477,,,ceiling82_carry,True
BATIMENT0000000240877130_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,be17f2322525a6aef43c6dcb8647ca3512f7d4163fbf7653ca17b4e1629a3904,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,21223.017052,347.957,60.993218,386,,,ceiling82_carry,True
BATIMENT0000000240877151_part0,FR.N.AB.01.Gen.ReEx.001.001,AB,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,3b39ab39c9c97539fa385c7df60da71919e132f25d04bf217b8181fa1680d2a2,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,156160.630947,1630.1815,95.793402,1492,hostname=magic-node-07.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.07 12:29",delta_2026-09-07,False
BATIMENT0000000240877159_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,e0fb6f9eb3b4eecaae3d0209d5778a83bc15e981a4e78cf018e5de26b4772f3d,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,17699.221975,296.6128,59.671133,94,,,ceiling82_carry,True
BATIMENT0000000240877160_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,0b90b2ab55d8765df9ce15c000a050534e392fcef5fbddd7c1f597517c7a1025,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,38241.005355,517.3903,73.91133,430,,,ceiling82_carry,True
BATIMENT0000000240877169_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,80052c8468dea731573f829da7c08200e86f675aaf5e6a62b3f5873e50ab639b,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,16619.728414,267.6714,62.090042,48,,,ceiling82_carry,True
BATIMENT0000000240877179_part0,FR.N.MFH.01.Gen.ReEx.001.001,MFH,FR.01,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,,5bf2646cd579967676660b79607a218bdc4dd246250693aa2d59f53dc754afc4,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,22778.996679,383.8958,59.336405,156,,,ceiling82_carry,True
