building_id,stem,archetype_id,building_type,age_band,geometry_outcome,idf_sha256,weather_sha256,construction_period_provenance,storey_provenance,floor_area_m2,gross_footprint_area_m2,conditioned_floor_area_m2,eui_denominator_m2,context_building_count,fallback_reason
relation/12582232,c0469f277749f93e,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,9f0bb674bf61889cca24c75e1ad930bea8db37231c16d584eb247fbc1e77072c,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,,1089.2109,1089.2109,1089.2109,1089.2109,9,
relation/12582233,c6e90803c98dba87,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,DWELLING_LAYOUT_EMITTED,171b7d1830b88ff2f18c8bddb552fd777e7a2c1b9ac26ca12b50a925f0be7356,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,,1445.3732,1445.3732,1445.3732,1445.3732,11,
relation/12582234,a776387b1281ccea,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,5eb4d2c9f0da664c0119eee86c84f90afcdc27b105457ecaa69eafe965833784,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,,1696.2127,1696.2127,1696.2127,1696.2127,15,near_duplicate_vertex_tolerated_box
relation/12586384,f37e1223ce23033c,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,b7d361f5dd2e0c4b1fc8f75b28bf38b7709ca7839cf96bae600094c467b12965,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,,2208.1458,2208.1458,2208.1458,2208.1458,9,
relation/12628570,19f9bca61b89709d,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,DWELLING_LAYOUT_EMITTED,eeb4d1b0feee585fbabee82f8ae3d49839943d18d6466b0d8c61693c04b2844b,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,,1732.2151,1732.2151,1732.2151,1732.2151,11,
relation/12628571,185b31a856fe0fac,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,f267831f2f79c9592773696e1a541f511826e4b84d004e023769f77ad83e79d3,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,,1785.3522,1785.3522,1785.3522,1785.3522,5,
relation/12628572,34c7b090ab436a53,ES.ME.AB.05.Gen.ReEx.001.001,AB,ES.05,FALLBACK_PENDING_LAYOUT,c32c29cddca34f2cc637d1739ceaedfd6b46c5851e5057bffc7fed4ea45190fb,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,,3644.9371,3644.9371,3644.9371,3644.9371,17,
relation/12638102,c618dfeb21e06f07,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,3ace180bb7682437b37303a2d12a55ab2f3b582b17b51be3e49b66afc764f520,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,,293.3479,293.3479,293.3479,293.3479,6,
relation/12638103,81c43893177d0d80,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,bc6bdb13407164e9459145c546171e4da21e08cca0d40b6ba058d25dd4d1d77b,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,,1959.5458,1959.5458,1959.5458,1959.5458,6,
relation/12700585,446f5434568f28e3,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,DWELLING_LAYOUT_EMITTED,41d84500c09af9eea57456d06b978e29bb3e8430ffd3326e64a6ef38c36052be,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,,2740.6898,2740.6898,2740.6898,2740.6898,13,
relation/12700645,c71e82e57d99bed1,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,07dc5330d12e63d17c36177b5f2fb1d2d07032c321afca4193f8fbf25c3c1f78,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,,1954.7715,1954.7715,1954.7715,1954.7715,8,
relation/12702624,1d78cf9122f19e7a,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,2aa00c7b940becc7c36cf5f50d1f955593296e96dd1c0ba0e8a3712466a9102d,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,,986.5181,986.5181,986.5181,986.5181,8,
relation/12702625,19353088b38e9293,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,15809e260246a8d0b767ec7a1ed4fe366297606cf4ffda64a6ba80caf7e31b7a,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,,617.5492,617.5492,617.5492,617.5492,7,
relation/12702626,8912451f8d1d6584,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,FALLBACK_PENDING_LAYOUT,5e2948c7ff53085f34b3bc9e450b27c0ff06808528f6225be789a48c255fe99f,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,,922.7491,922.7491,922.7491,922.7491,14,
relation/12702627,17fbaa5f295509bc,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,e18de4c46caf521c6b2a566907007854826c2ffce4ef3213260e1bd0eb2f647c,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,,938.589,938.589,938.589,938.589,15,
relation/12702628,8d717b848f17f68d,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,b4a82f082d63159fb97450941ebb61476764f16623c338de394e597412b7fb7a,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,,608.7233,608.7233,608.7233,608.7233,20,
relation/12702629,a3b8acbbaf7cf1cf,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,eefedf5fb3af955c74f7dd56fccfe25ae5e256c877cc2a73a4ca07c84da1ba21,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,,1500.8914,1500.8914,1500.8914,1500.8914,12,
relation/12702630,cfd38851e11bd9f2,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,DWELLING_LAYOUT_EMITTED,6cb524ba900e0c64164ac470971d4fdc07cf48092531b947d6f03ff246bb50f5,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,,2385.3653,2385.3653,2385.3653,2385.3653,11,
relation/12702631,c2e07c6ddc86dc8e,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,acf0a6005ed5ba0dd77611539924e131850dc9ece22057a817d34690471e21bb,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,,580.4803,580.4803,580.4803,580.4803,16,
relation/12702632,be68dcc0e83d5725,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,bc4e90c57a98b4b8177675ff14fb0e53c348f689bd69c47a0da05753cf9022bb,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,,218.9139,218.9139,218.9139,218.9139,14,
relation/12704090,3bc130c6f2491edc,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,DWELLING_LAYOUT_EMITTED,c9ea905612ade19a1003dd4832f2c6997b503ac3b694716f31786e540663283d,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,,3330.0421,3330.0421,3330.0421,3330.0421,14,
relation/12706920,9f5c50f79a7d4f15,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,9dde8bc1708554bc6a2fa4635b7b5e8eef93b5752a70c8a6790cf22ffc2ccf15,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,,452.9726,452.9726,452.9726,452.9726,10,
relation/12707194,ef9158b002b048ed,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,24f4ac19e57a6bac9bb7aa45db1d22936542a784782654e146bd02eb7b118376,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,,1091.6861,1091.6861,1091.6861,1091.6861,16,
relation/12707195,4a3cf6b3b80ba8ee,ES.ME.AB.01.Gen.ReEx.001.001,AB,ES.01,FALLBACK_PENDING_LAYOUT,d205c8e22c7efb4e0368fb5b8bdf535eb21c2b42f90d5d0b74be390f57ceab1c,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,,284.6124,284.6124,284.6124,284.6124,16,
relation/12713025,77bd02d23440ce54,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED,326903c4ff114ea0d616352ac102f89381f99f8140a8be0405ba04817047714e,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,,,1331.3258,1331.3258,1331.3258,1331.3258,17,
