Time,BATIMENT0000000240880159_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],BATIMENT0000000240880159_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],BATIMENT0000000240880159_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],BATIMENT0000000240880159_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],BATIMENT0000000240880159_PART0_F0_DWELLING_0::Des Latent Heat Load [W],BATIMENT0000000240880159_PART0_F0_DWELLING_0::Des Latent Cool Load [W],BATIMENT0000000240880159_PART0_F0_DWELLING_0::Des Latent Heat Mass Flow [kg/s],BATIMENT0000000240880159_PART0_F0_DWELLING_0::Des Latent Cool Mass Flow [kg/s],BATIMENT0000000240880159_PART0_F0_DWELLING_0::Des Heat Load No DOAS [W],BATIMENT0000000240880159_PART0_F0_DWELLING_0::Des Sens Cool Load No DOAS [W],BATIMENT0000000240880159_PART0_F0_DWELLING_0::Des Latent Heat Load No DOAS [W],BATIMENT0000000240880159_PART0_F0_DWELLING_0::Des Latent Cool Load No DOAS [W],BATIMENT0000000240880159_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],BATIMENT0000000240880159_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],BATIMENT0000000240880159_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],BATIMENT0000000240880159_PART0_F0_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%]
00:10:00,2.555290E+03,0.000000E+00,8.351659E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999501E+01,3.731043E+01,3.259808E+01,3.709334E+01
00:20:00,2.591595E+03,0.000000E+00,8.470299E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999497E+01,3.732076E+01,3.250876E+01,3.762559E+01
00:30:00,2.630178E+03,0.000000E+00,8.596384E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999493E+01,3.733502E+01,3.241789E+01,3.815670E+01
00:40:00,2.671071E+03,0.000000E+00,8.730019E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999489E+01,3.735351E+01,3.232570E+01,3.868185E+01
00:50:00,2.714296E+03,0.000000E+00,8.871275E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999486E+01,3.737544E+01,3.223238E+01,3.919946E+01
01:00:00,2.759875E+03,0.000000E+00,9.020222E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999482E+01,3.739992E+01,3.213804E+01,3.970902E+01
01:10:00,2.782439E+03,0.000000E+00,9.093955E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999479E+01,3.742623E+01,3.204259E+01,4.021034E+01
01:20:00,2.803164E+03,0.000000E+00,9.161684E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999478E+01,3.745219E+01,3.195161E+01,4.069065E+01
01:30:00,2.822152E+03,0.000000E+00,9.223733E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999476E+01,3.747652E+01,3.186659E+01,4.114629E+01
01:40:00,2.839384E+03,0.000000E+00,9.280046E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999475E+01,3.749905E+01,3.178565E+01,4.158157E+01
