building_id,district,n_floors,dwellings_total,n_groups,n_transitions,n_dwelling_count_changes,engine_status,geometry_outcome
way/51781397,GB-LDN-STDUNSTANS,17,69,17.0,16.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/51781407,GB-LDN-STDUNSTANS,17,69,17.0,16.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
way/190348384,GB-LDN-STDUNSTANS,10,17,10.0,9.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/190837474,GB-LDN-STDUNSTANS,4,17,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/195649308,GB-LDN-STDUNSTANS,4,69,,,1,REFUSED_K_GT_12,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
way/298782430,GB-LDN-STDUNSTANS,4,69,,,1,REFUSED_K_GT_12,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
way/298782432,GB-LDN-STDUNSTANS,3,69,,,0,REFUSED_K_GT_12,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
way/298850491,GB-LDN-STDUNSTANS,4,17,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/298850492,GB-LDN-STDUNSTANS,4,17,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/298850494,GB-LDN-STDUNSTANS,4,17,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/328227197,GB-LDN-STDUNSTANS,3,17,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/328227198,GB-LDN-STDUNSTANS,3,17,,,1,FALLBACK,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
way/328227199,GB-LDN-STDUNSTANS,3,17,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
way/381441241,GB-LDN-STDUNSTANS,3,17,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/381466697,GB-LDN-STDUNSTANS,4,17,,,1,FALLBACK,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
way/384337387,GB-LDN-STDUNSTANS,2,17,,,1,FALLBACK,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
way/387107361,GB-LDN-STDUNSTANS,4,17,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/388460383,GB-LDN-STDUNSTANS,4,17,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/388460386,GB-LDN-STDUNSTANS,3,17,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/388460387,GB-LDN-STDUNSTANS,3,17,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/388460388,GB-LDN-STDUNSTANS,2,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
way/393505346,GB-LDN-STDUNSTANS,3,17,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/393510994,GB-LDN-STDUNSTANS,3,17,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/393604893,GB-LDN-STDUNSTANS,3,69,,,0,REFUSED_K_GT_12,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
way/394093228,GB-LDN-STDUNSTANS,3,7,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
way/394093232,GB-LDN-STDUNSTANS,5,17,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/394093233,GB-LDN-STDUNSTANS,3,7,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/394093240,GB-LDN-STDUNSTANS,3,17,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
way/394682356,GB-LDN-STDUNSTANS,4,17,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
way/394902414,GB-LDN-STDUNSTANS,3,17,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/395533898,GB-LDN-STDUNSTANS,4,17,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/395632068,GB-LDN-STDUNSTANS,3,17,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/395632424,GB-LDN-STDUNSTANS,3,17,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/395878238,GB-LDN-STDUNSTANS,3,17,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/396524027,GB-LDN-STDUNSTANS,4,17,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
way/396595549,GB-LDN-STDUNSTANS,3,17,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/396595551,GB-LDN-STDUNSTANS,3,17,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/396619819,GB-LDN-STDUNSTANS,2,17,2.0,1.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
way/396622952,GB-LDN-STDUNSTANS,2,69,,,1,REFUSED_K_GT_12,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
way/396929140,GB-LDN-STDUNSTANS,3,69,,,0,REFUSED_K_GT_12,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
way/397131470,GB-LDN-STDUNSTANS,3,17,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
way/398158944,GB-LDN-STDUNSTANS,3,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
way/398158947,GB-LDN-STDUNSTANS,3,17,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/398158948,GB-LDN-STDUNSTANS,2,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
way/398158951,GB-LDN-STDUNSTANS,2,69,,,1,REFUSED_K_GT_12,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
way/398158956,GB-LDN-STDUNSTANS,2,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
way/398158958,GB-LDN-STDUNSTANS,3,69,,,0,REFUSED_K_GT_12,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
way/398158959,GB-LDN-STDUNSTANS,2,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
way/398158963,GB-LDN-STDUNSTANS,3,17,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
way/398158965,GB-LDN-STDUNSTANS,3,17,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/398158967,GB-LDN-STDUNSTANS,3,17,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/398158969,GB-LDN-STDUNSTANS,3,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
way/409624877,GB-LDN-STDUNSTANS,4,69,,,1,REFUSED_K_GT_12,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
way/409624878,GB-LDN-STDUNSTANS,4,69,,,1,REFUSED_K_GT_12,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
way/419435179,GB-LDN-STDUNSTANS,3,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
way/419435181,GB-LDN-STDUNSTANS,3,17,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/419435184,GB-LDN-STDUNSTANS,2,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
way/419435188,GB-LDN-STDUNSTANS,2,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
way/442591154,GB-LDN-STDUNSTANS,4,69,,,1,REFUSED_K_GT_12,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
way/554859553,GB-LDN-STDUNSTANS,6,17,,,1,FALLBACK,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
way/554859554,GB-LDN-STDUNSTANS,7,17,7.0,6.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
way/554859555,GB-LDN-STDUNSTANS,7,17,7.0,6.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
way/554859556,GB-LDN-STDUNSTANS,10,17,10.0,9.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
way/554859561,GB-LDN-STDUNSTANS,3,17,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/656952078,GB-LDN-STDUNSTANS,3,17,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/701972626,GB-LDN-STDUNSTANS,3,17,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/952012484,GB-LDN-STDUNSTANS,2,17,2.0,1.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
way/952012485,GB-LDN-STDUNSTANS,2,69,,,1,REFUSED_K_GT_12,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
way/952012486,GB-LDN-STDUNSTANS,2,17,2.0,1.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/1054785374,GB-LDN-STDUNSTANS,3,17,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/1054785381,GB-LDN-STDUNSTANS,3,17,,,1,FALLBACK,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
way/1054785382,GB-LDN-STDUNSTANS,3,17,,,1,FALLBACK,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
way/1057093131,GB-LDN-STDUNSTANS,3,17,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/1057093136,GB-LDN-STDUNSTANS,3,17,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/1057529442,GB-LDN-STDUNSTANS,3,17,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/1057529443,GB-LDN-STDUNSTANS,3,17,,,1,FALLBACK,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
way/1057823423,GB-LDN-STDUNSTANS,3,17,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/1058252118,GB-LDN-STDUNSTANS,3,17,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
way/1058252123,GB-LDN-STDUNSTANS,3,17,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
32166,IT-BOL-GALVANI2,4,5,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
32167,IT-BOL-GALVANI2,4,5,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
32151,IT-BOL-GALVANI2,6,16,6.0,5.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
31069,IT-BOL-GALVANI2,6,16,6.0,5.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
31077,IT-BOL-GALVANI2,6,16,6.0,5.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
32471,IT-BOL-GALVANI2,4,5,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
32475,IT-BOL-GALVANI2,3,5,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
31153,IT-BOL-GALVANI2,3,5,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
32479,IT-BOL-GALVANI2,3,5,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
32486,IT-BOL-GALVANI2,5,16,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
32526,IT-BOL-GALVANI2,6,16,6.0,5.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
32527,IT-BOL-GALVANI2,6,16,6.0,5.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
32218,IT-BOL-GALVANI2,6,16,6.0,5.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
32582,IT-BOL-GALVANI2,4,5,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
32245,IT-BOL-GALVANI2,5,30,5.0,4.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
32247,IT-BOL-GALVANI2,5,16,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
32251,IT-BOL-GALVANI2,5,30,5.0,4.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
32289,IT-BOL-GALVANI2,6,30,6.0,5.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
32293,IT-BOL-GALVANI2,4,20,4.0,3.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
29685,IT-BOL-GALVANI2,7,40,7.0,6.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
29688,IT-BOL-GALVANI2,5,16,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
29816,IT-BOL-GALVANI2,6,16,,,1,FALLBACK,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
30935,IT-BOL-GALVANI2,4,5,,,1,FALLBACK,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
30936,IT-BOL-GALVANI2,5,16,,,1,FALLBACK,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
33617,IT-BOL-GALVANI2,7,16,7.0,6.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
29618,IT-BOL-GALVANI2,5,16,,,1,FALLBACK,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
32446,IT-BOL-GALVANI2,4,5,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
31142,IT-BOL-GALVANI2,5,16,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
32209,IT-BOL-GALVANI2,7,30,7.0,6.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
30186,IT-BOL-GALVANI2,7,16,7.0,6.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
31193,IT-BOL-GALVANI2,5,16,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
30697,IT-BOL-GALVANI2,3,5,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
30899,IT-BOL-GALVANI2,4,5,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
30905,IT-BOL-GALVANI2,5,16,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
32422,IT-BOL-GALVANI2,1,1,1.0,0.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
30810,IT-BOL-GALVANI2,5,16,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
32758,IT-BOL-GALVANI2,5,16,,,1,FALLBACK,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
30540,IT-BOL-GALVANI2,5,16,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
30240,IT-BOL-GALVANI2,5,16,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
30241,IT-BOL-GALVANI2,5,16,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
31640,IT-BOL-GALVANI2,1,1,1.0,0.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
31269,IT-BOL-GALVANI2,5,16,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
30155,IT-BOL-GALVANI2,6,16,6.0,5.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
30661,IT-BOL-GALVANI2,4,5,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
28061,IT-BOL-GALVANI2,9,16,,,1,FALLBACK,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
29100,IT-BOL-GALVANI2,5,16,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
32859,IT-BOL-GALVANI2,5,30,5.0,4.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
32347,IT-BOL-GALVANI2,6,16,6.0,5.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
31103,IT-BOL-GALVANI2,4,5,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
31109,IT-BOL-GALVANI2,4,5,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
31223,IT-BOL-GALVANI2,3,5,,,1,FALLBACK,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
31240,IT-BOL-GALVANI2,7,16,,,1,FALLBACK,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
29702,IT-BOL-GALVANI2,5,16,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
30817,IT-BOL-GALVANI2,5,16,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
93387,IT-BOL-GALVANI2,5,16,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
93388,IT-BOL-GALVANI2,4,5,,,1,FALLBACK,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
92930,IT-BOL-GALVANI2,1,1,1.0,0.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
92937,IT-BOL-GALVANI2,9,16,9.0,8.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
92938,IT-BOL-GALVANI2,1,1,1.0,0.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
95507,IT-BOL-GALVANI2,6,16,6.0,5.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
30168,IT-BOL-GALVANI2,5,16,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
30423,IT-BOL-GALVANI2,4,5,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
30427,IT-BOL-GALVANI2,5,16,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
31361,IT-BOL-GALVANI2,4,5,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
32668,IT-BOL-GALVANI2,5,16,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
30422,IT-BOL-GALVANI2,3,5,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
31785,IT-BOL-GALVANI2,1,1,1.0,0.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
30477,IT-BOL-GALVANI2,3,5,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
31792,IT-BOL-GALVANI2,5,16,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
33191,IT-BOL-GALVANI2,7,16,7.0,6.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
30574,IT-BOL-GALVANI2,5,16,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
32776,IT-BOL-GALVANI2,5,16,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
32790,IT-BOL-GALVANI2,6,16,,,1,FALLBACK,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
30798,IT-BOL-GALVANI2,5,16,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
29583,IT-BOL-GALVANI2,6,16,6.0,5.0,1,EMITTED,
30992,IT-BOL-GALVANI2,5,16,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
32031,IT-BOL-GALVANI2,4,5,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
33261,IT-BOL-GALVANI2,8,16,8.0,7.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
30741,IT-BOL-GALVANI2,5,16,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
33266,IT-BOL-GALVANI2,2,1,1.0,0.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
29896,IT-BOL-GALVANI2,5,16,,,1,FALLBACK,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
29904,IT-BOL-GALVANI2,6,16,6.0,5.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
32408,IT-BOL-GALVANI2,5,30,5.0,4.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
29235,IT-BOL-GALVANI2,6,16,6.0,5.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
28192,IT-BOL-GALVANI2,7,16,7.0,6.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
28980,IT-BOL-GALVANI2,7,16,7.0,6.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
28989,IT-BOL-GALVANI2,7,16,7.0,6.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
28844,IT-BOL-GALVANI2,7,16,7.0,6.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
28781,IT-BOL-GALVANI2,7,16,,,1,FALLBACK,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
28782,IT-BOL-GALVANI2,6,16,,,1,FALLBACK,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
28784,IT-BOL-GALVANI2,8,16,8.0,7.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
29292,IT-BOL-GALVANI2,4,10,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
28613,IT-BOL-GALVANI2,7,16,7.0,6.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
29437,IT-BOL-GALVANI2,5,16,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
28454,IT-BOL-GALVANI2,7,16,7.0,6.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
29329,IT-BOL-GALVANI2,4,5,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
29341,IT-BOL-GALVANI2,8,16,8.0,7.0,0,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
28026,IT-BOL-GALVANI2,7,16,7.0,6.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
28308,IT-BOL-GALVANI2,6,16,,,1,FALLBACK,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
29299,IT-BOL-GALVANI2,5,16,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
28736,IT-BOL-GALVANI2,4,5,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
28749,IT-BOL-GALVANI2,6,16,6.0,5.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
28033,IT-BOL-GALVANI2,7,16,7.0,6.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
29454,IT-BOL-GALVANI2,9,16,,,1,FALLBACK,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT
28362,IT-BOL-GALVANI2,5,16,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
29559,IT-BOL-GALVANI2,3,5,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
29513,IT-BOL-GALVANI2,3,5,3.0,2.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
28835,IT-BOL-GALVANI2,5,16,5.0,4.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT
29279,IT-BOL-GALVANI2,4,5,4.0,3.0,1,EMITTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED
