building_id,class,building_tag,footprint_area_m2,levels,height_m,height_source,year_built,eui_kwh_m2,eui_status,geometry_outcome
32853,residential,Edificio generico,134.1,,9.0,assumed 9.0 m,,82.21,simulated,dwelling layout (imputed)
30140,residential,Edificio generico,46.4,,9.0,assumed 9.0 m,,68.99,simulated,dwelling layout (imputed)
31712,residential,Edificio generico,124.7,,9.0,assumed 9.0 m,,50.76,simulated,dwelling layout (imputed)
33303,residential,Edificio generico,74.6,,9.0,assumed 9.0 m,,176.83,simulated,dwelling layout (imputed)
32755,residential,Edificio generico,281.3,,9.0,assumed 9.0 m,,50.22,simulated,geometry-limited massing box
32605,residential,Edificio generico,30.8,,9.0,assumed 9.0 m,,74.8,simulated,geometry-limited massing box
31334,residential,Edificio generico,908.4,,9.0,assumed 9.0 m,,,not simulated,
32930,residential,Edificio generico,150.5,,9.0,assumed 9.0 m,,70.91,simulated,dwelling layout (imputed)
32937,residential,Edificio generico,246.5,,9.0,assumed 9.0 m,,49.24,simulated,geometry-limited massing box
32938,residential,Edificio generico,196.4,,9.0,assumed 9.0 m,,58.27,simulated,geometry-limited massing box
31481,residential,Edificio generico,208.5,,9.0,assumed 9.0 m,,56.63,simulated,geometry-limited massing box
31482,residential,Edificio generico,180.6,,9.0,assumed 9.0 m,,33.46,simulated,geometry-limited massing box
33231,residential,Edificio generico,25.8,,9.0,assumed 9.0 m,,147.11,simulated,dwelling layout (imputed)
33390,residential,Edificio generico,351.5,,9.0,assumed 9.0 m,,56.51,simulated,geometry-limited massing box
31483,residential,Edificio generico,88.9,,9.0,assumed 9.0 m,,47.47,simulated,geometry-limited massing box
32864,residential,Edificio generico,252.4,,9.0,assumed 9.0 m,,54.33,simulated,geometry-limited massing box
30037,residential,Edificio generico,83.5,,9.0,assumed 9.0 m,,67.63,simulated,geometry-limited massing box
32950,residential,Edificio generico,242.0,,9.0,assumed 9.0 m,,58.51,simulated,geometry-limited massing box
32724,residential,Edificio generico,88.4,,9.0,assumed 9.0 m,,52.75,simulated,geometry-limited massing box
32625,residential,Edificio generico,174.9,,9.0,assumed 9.0 m,,48.87,simulated,dwelling layout (imputed)
31853,residential,Edificio generico,197.4,,9.0,assumed 9.0 m,,101.27,simulated,dwelling layout (imputed)
31854,residential,Edificio generico,138.4,,9.0,assumed 9.0 m,,53.62,simulated,geometry-limited massing box
33119,residential,Edificio generico,284.4,,9.0,assumed 9.0 m,,70.1,simulated,dwelling layout (imputed)
31871,residential,Edificio generico,131.6,,9.0,assumed 9.0 m,,54.46,simulated,geometry-limited massing box
31793,residential,Edificio generico,91.6,,9.0,assumed 9.0 m,,49.89,simulated,dwelling layout (imputed)
31802,residential,Edificio generico,225.3,,9.0,assumed 9.0 m,,56.92,simulated,geometry-limited massing box
28589,residential,Edificio generico,2048.4,,9.0,assumed 9.0 m,,47.14,simulated,geometry-limited massing box
29010,residential,Edificio generico,4686.3,,9.0,assumed 9.0 m,,38.11,simulated,dwelling layout (imputed)
31749,residential,Edificio generico,152.2,,9.0,assumed 9.0 m,,80.78,simulated,dwelling layout (imputed)
31774,residential,Edificio generico,490.0,,9.0,assumed 9.0 m,,50.77,simulated,geometry-limited massing box
32062,residential,Edificio generico,323.8,,9.0,assumed 9.0 m,,,not simulated,
32065,residential,Edificio generico,121.8,,9.0,assumed 9.0 m,,50.76,simulated,dwelling layout (imputed)
31751,residential,Edificio generico,166.2,,9.0,assumed 9.0 m,,,not simulated,
31755,residential,Edificio generico,130.5,,9.0,assumed 9.0 m,,47.28,simulated,dwelling layout (imputed)
31761,residential,Edificio generico,167.0,,9.0,assumed 9.0 m,,62.07,simulated,geometry-limited massing box
30623,residential,Edificio generico,1005.4,,9.0,assumed 9.0 m,,50.4,simulated,geometry-limited massing box
32119,residential,Edificio generico,198.8,,9.0,assumed 9.0 m,,27.74,simulated,dwelling layout (imputed)
31943,residential,Edificio generico,218.0,,9.0,assumed 9.0 m,,56.96,simulated,geometry-limited massing box
33329,residential,Edificio generico,200.7,,9.0,assumed 9.0 m,,62.5,simulated,geometry-limited massing box
30948,residential,Edificio generico,235.9,,9.0,assumed 9.0 m,,44.64,simulated,geometry-limited massing box
30963,residential,Edificio generico,494.8,,9.0,assumed 9.0 m,,49.04,simulated,geometry-limited massing box
32300,residential,Edificio generico,65.8,,9.0,assumed 9.0 m,,92.26,simulated,dwelling layout (imputed)
32309,residential,Edificio generico,46.9,,9.0,assumed 9.0 m,,,not simulated,
32531,residential,Edificio generico,169.5,,9.0,assumed 9.0 m,,47.31,simulated,geometry-limited massing box
33446,residential,Edificio generico,299.4,,9.0,assumed 9.0 m,,64.42,simulated,dwelling layout (imputed)
32279,residential,Edificio generico,148.8,,9.0,assumed 9.0 m,,59.47,simulated,geometry-limited massing box
32243,residential,Edificio generico,121.6,,9.0,assumed 9.0 m,,74.7,simulated,dwelling layout (imputed)
32282,residential,Edificio generico,41.9,,9.0,assumed 9.0 m,,85.24,simulated,dwelling layout (imputed)
32284,residential,Edificio generico,90.4,,9.0,assumed 9.0 m,,,not simulated,
29659,residential,Edificio generico,711.1,,9.0,assumed 9.0 m,,45.06,simulated,geometry-limited massing box
31050,residential,Edificio generico,139.6,,9.0,assumed 9.0 m,,67.24,simulated,dwelling layout (imputed)
31054,residential,Edificio generico,390.7,,9.0,assumed 9.0 m,,43.79,simulated,dwelling layout (imputed)
29777,residential,Edificio generico,94.8,,9.0,assumed 9.0 m,,54.98,simulated,dwelling layout (imputed)
31058,residential,Edificio generico,216.2,,9.0,assumed 9.0 m,,52.13,simulated,geometry-limited massing box
31065,residential,Edificio generico,4562.0,,9.0,assumed 9.0 m,,,not simulated,
29801,residential,Edificio generico,641.8,,9.0,assumed 9.0 m,,46.47,simulated,geometry-limited massing box
32360,residential,Edificio generico,417.6,,9.0,assumed 9.0 m,,58.9,simulated,dwelling layout (imputed)
31126,residential,Edificio generico,132.7,,9.0,assumed 9.0 m,,39.44,simulated,geometry-limited massing box
29871,residential,Edificio generico,1693.7,,9.0,assumed 9.0 m,,,not simulated,
30090,residential,Edificio generico,5393.0,,9.0,assumed 9.0 m,,33.26,simulated,dwelling layout (imputed)
30925,residential,Edificio generico,194.8,,9.0,assumed 9.0 m,,49.52,simulated,geometry-limited massing box
81068,residential,,20.5,,9.0,assumed 9.0 m,,122.8,simulated,dwelling layout (imputed)
33193,residential,Edificio generico,126.1,,9.0,assumed 9.0 m,,57.86,simulated,dwelling layout (imputed)
28891,residential,Edificio generico,592.2,,9.0,assumed 9.0 m,,44.54,simulated,geometry-limited massing box
29201,residential,Edificio generico,917.3,,9.0,assumed 9.0 m,,40.96,simulated,geometry-limited massing box
28590,residential,Edificio generico,915.1,,9.0,assumed 9.0 m,,43.17,simulated,geometry-limited massing box
28125,residential,Edificio generico,725.7,,9.0,assumed 9.0 m,,,not simulated,
28134,residential,Edificio generico,649.9,,9.0,assumed 9.0 m,,46.75,simulated,geometry-limited massing box
28205,residential,Edificio generico,681.7,,9.0,assumed 9.0 m,,40.03,simulated,dwelling layout (imputed)
29397,residential,Edificio generico,356.6,,9.0,assumed 9.0 m,,50.63,simulated,geometry-limited massing box
28679,residential,Edificio generico,57.9,,9.0,assumed 9.0 m,,,not simulated,
28004,residential,Edificio generico,190.7,,9.0,assumed 9.0 m,,55.28,simulated,dwelling layout (imputed)
28111,residential,Edificio generico,1281.0,,9.0,assumed 9.0 m,,36.61,simulated,geometry-limited massing box
28583,residential,Edificio generico,498.2,,9.0,assumed 9.0 m,,51.82,simulated,geometry-limited massing box
91523,residential,,1734.9,,9.0,assumed 9.0 m,,61.27,simulated,geometry-limited massing box
95376,residential,Edificio generico,30.6,,9.0,assumed 9.0 m,,36.36,simulated,geometry-limited massing box
81108,residential,,38.3,,9.0,assumed 9.0 m,,129.8,simulated,dwelling layout (imputed)
81117,residential,,40.4,,9.0,assumed 9.0 m,,,not simulated,
87517,residential,,23.0,,9.0,assumed 9.0 m,,,not simulated,
92780,residential,Edificio generico,20.5,,9.0,assumed 9.0 m,,,not simulated,
92974,residential,Edificio generico,177.5,,9.0,assumed 9.0 m,,,not simulated,
92798,residential,Edificio generico,29.2,,9.0,assumed 9.0 m,,,not simulated,
92800,residential,Edificio generico,22.4,,9.0,assumed 9.0 m,,239.61,simulated,dwelling layout (imputed)
92801,residential,Edificio generico,26.2,,9.0,assumed 9.0 m,,36.37,simulated,geometry-limited massing box
92802,residential,Edificio generico,22.1,,9.0,assumed 9.0 m,,98.57,simulated,dwelling layout (imputed)
31646,residential,Edificio generico,518.0,,9.0,assumed 9.0 m,,41.87,simulated,geometry-limited massing box
31312,residential,Edificio generico,728.8,,9.0,assumed 9.0 m,,47.13,simulated,geometry-limited massing box
32649,residential,Edificio generico,194.8,,9.0,assumed 9.0 m,,49.61,simulated,geometry-limited massing box
31506,residential,Edificio generico,28.5,,9.0,assumed 9.0 m,,,not simulated,
30354,residential,Edificio generico,230.5,,9.0,assumed 9.0 m,,,not simulated,
32833,residential,Edificio generico,299.1,,9.0,assumed 9.0 m,,,not simulated,
30221,residential,Edificio generico,258.0,,9.0,assumed 9.0 m,,51.89,simulated,geometry-limited massing box
30358,residential,Edificio generico,312.5,,9.0,assumed 9.0 m,,57.32,simulated,geometry-limited massing box
31393,residential,Edificio generico,215.4,,9.0,assumed 9.0 m,,70.53,simulated,dwelling layout (imputed)
31811,residential,Edificio generico,159.7,,9.0,assumed 9.0 m,,44.42,simulated,geometry-limited massing box
31818,residential,Edificio generico,136.9,,9.0,assumed 9.0 m,,43.83,simulated,dwelling layout (imputed)
31739,residential,Edificio generico,103.9,,9.0,assumed 9.0 m,,,not simulated,
31741,residential,Edificio generico,399.3,,9.0,assumed 9.0 m,,,not simulated,
30556,residential,Edificio generico,59.2,,9.0,assumed 9.0 m,,,not simulated,
32974,residential,Edificio generico,229.7,,9.0,assumed 9.0 m,,58.12,simulated,geometry-limited massing box
29788,residential,Edificio generico,245.0,,9.0,assumed 9.0 m,,50.33,simulated,geometry-limited massing box
31019,residential,Edificio generico,1154.5,,9.0,assumed 9.0 m,,48.01,simulated,geometry-limited massing box
30452,residential,Edificio generico,81.0,,9.0,assumed 9.0 m,,92.47,simulated,dwelling layout (imputed)
31158,residential,Edificio generico,346.4,,9.0,assumed 9.0 m,,,not simulated,
31967,residential,Edificio generico,24.3,,9.0,assumed 9.0 m,,193.33,simulated,dwelling layout (imputed)
31999,residential,Edificio generico,1309.0,,9.0,assumed 9.0 m,,,not simulated,
30407,residential,Edificio generico,195.5,,9.0,assumed 9.0 m,,67.16,simulated,geometry-limited massing box
30429,residential,Edificio generico,209.2,,9.0,assumed 9.0 m,,63.6,simulated,geometry-limited massing box
32804,residential,Edificio generico,180.8,,9.0,assumed 9.0 m,,60.87,simulated,dwelling layout (imputed)
32135,residential,Edificio generico,89.9,,9.0,assumed 9.0 m,,65.47,simulated,geometry-limited massing box
29899,residential,Edificio generico,129.5,,9.0,assumed 9.0 m,,54.51,simulated,dwelling layout (imputed)
31001,residential,Edificio generico,220.2,,9.0,assumed 9.0 m,,66.31,simulated,dwelling layout (imputed)
33500,residential,Edificio generico,315.2,,9.0,assumed 9.0 m,,95.77,simulated,dwelling layout (imputed)
93386,residential,Edificio generico,55.9,,9.0,assumed 9.0 m,,,not simulated,
93412,residential,Edificio generico,46.5,,9.0,assumed 9.0 m,,72.55,simulated,dwelling layout (imputed)
93415,residential,Edificio generico,29.3,,9.0,assumed 9.0 m,,85.63,simulated,dwelling layout (imputed)
93406,residential,Edificio generico,133.1,,9.0,assumed 9.0 m,,45.38,simulated,dwelling layout (imputed)
93410,residential,Edificio generico,25.6,,9.0,assumed 9.0 m,,108.62,simulated,dwelling layout (imputed)
32827,residential,Edificio generico,405.9,,9.0,assumed 9.0 m,,52.11,simulated,geometry-limited massing box
31984,residential,Edificio generico,228.4,,9.0,assumed 9.0 m,,,not simulated,
30308,residential,Edificio generico,95.7,,9.0,assumed 9.0 m,,55.63,simulated,dwelling layout (imputed)
30261,residential,Edificio generico,133.8,,9.0,assumed 9.0 m,,,not simulated,
30244,residential,Edificio generico,208.0,,9.0,assumed 9.0 m,,59.06,simulated,geometry-limited massing box
31744,residential,Edificio generico,184.4,,9.0,assumed 9.0 m,,,not simulated,
30200,residential,Edificio generico,38.7,,9.0,assumed 9.0 m,,234.42,simulated,dwelling layout (imputed)
30070,residential,Edificio generico,261.9,,9.0,assumed 9.0 m,,47.07,simulated,geometry-limited massing box
31443,residential,Edificio generico,116.0,,9.0,assumed 9.0 m,,56.94,simulated,geometry-limited massing box
31445,residential,Edificio generico,85.1,,9.0,assumed 9.0 m,,53.44,simulated,geometry-limited massing box
33044,residential,Edificio generico,171.6,,9.0,assumed 9.0 m,,63.68,simulated,geometry-limited massing box
30593,residential,Edificio generico,190.7,,9.0,assumed 9.0 m,,47.71,simulated,geometry-limited massing box
31278,residential,Edificio generico,270.8,,9.0,assumed 9.0 m,,,not simulated,
31294,residential,Edificio generico,235.8,,9.0,assumed 9.0 m,,59.44,simulated,dwelling layout (imputed)
30704,residential,Edificio generico,172.9,,9.0,assumed 9.0 m,,,not simulated,
30715,residential,Edificio generico,168.5,,9.0,assumed 9.0 m,,58.31,simulated,geometry-limited massing box
30719,residential,Edificio generico,571.8,,9.0,assumed 9.0 m,,40.83,simulated,dwelling layout (imputed)
30083,residential,Edificio generico,104.8,,9.0,assumed 9.0 m,,,not simulated,
30376,residential,Edificio generico,114.6,,9.0,assumed 9.0 m,,83.37,simulated,dwelling layout (imputed)
31572,residential,Edificio generico,315.7,,9.0,assumed 9.0 m,,50.98,simulated,geometry-limited massing box
92941,residential,Edificio generico,95.7,,9.0,assumed 9.0 m,,,not simulated,
31351,residential,Edificio generico,171.6,,9.0,assumed 9.0 m,,42.0,simulated,geometry-limited massing box
31352,residential,Edificio generico,203.3,,9.0,assumed 9.0 m,,160.88,simulated,dwelling layout (imputed)
93003,residential,Edificio generico,50.5,,9.0,assumed 9.0 m,,95.68,simulated,dwelling layout (imputed)
94279,residential,Edificio generico,82.1,,9.0,assumed 9.0 m,,55.25,simulated,dwelling layout (imputed)
95593,residential,Edificio generico,41.8,,9.0,assumed 9.0 m,,,not simulated,
31462,residential,Edificio generico,123.2,,9.0,assumed 9.0 m,,72.34,simulated,dwelling layout (imputed)
31468,residential,Edificio generico,558.5,,9.0,assumed 9.0 m,,46.98,simulated,geometry-limited massing box
32802,residential,Edificio generico,235.8,,9.0,assumed 9.0 m,,69.33,simulated,geometry-limited massing box
92916,residential,Edificio generico,45.5,,9.0,assumed 9.0 m,,55.17,simulated,geometry-limited massing box
30177,residential,Edificio generico,42.5,,9.0,assumed 9.0 m,,,not simulated,
31536,residential,Edificio generico,278.4,,9.0,assumed 9.0 m,,44.88,simulated,dwelling layout (imputed)
31538,residential,Edificio generico,168.8,,9.0,assumed 9.0 m,,,not simulated,
93241,residential,Edificio generico,23.4,,9.0,assumed 9.0 m,,72.8,simulated,dwelling layout (imputed)
30056,residential,Edificio generico,509.0,,9.0,assumed 9.0 m,,51.15,simulated,dwelling layout (imputed)
30146,residential,Edificio generico,128.1,,9.0,assumed 9.0 m,,77.44,simulated,dwelling layout (imputed)
31429,residential,Edificio generico,333.5,,9.0,assumed 9.0 m,,49.98,simulated,geometry-limited massing box
31682,residential,Edificio generico,219.1,,9.0,assumed 9.0 m,,69.6,simulated,dwelling layout (imputed)
30152,residential,Edificio generico,119.9,,9.0,assumed 9.0 m,,67.27,simulated,geometry-limited massing box
30116,residential,Edificio generico,118.8,,9.0,assumed 9.0 m,,52.23,simulated,geometry-limited massing box
31431,residential,Edificio generico,605.8,,9.0,assumed 9.0 m,,54.98,simulated,geometry-limited massing box
31432,residential,Edificio generico,136.2,,9.0,assumed 9.0 m,,42.96,simulated,dwelling layout (imputed)
32904,residential,Edificio generico,95.3,,9.0,assumed 9.0 m,,75.47,simulated,dwelling layout (imputed)
31916,residential,Edificio generico,276.1,,9.0,assumed 9.0 m,,46.95,simulated,geometry-limited massing box
31547,residential,Edificio generico,432.5,,9.0,assumed 9.0 m,,53.59,simulated,dwelling layout (imputed)
31247,residential,Edificio generico,667.2,,9.0,assumed 9.0 m,,47.53,simulated,geometry-limited massing box
31254,residential,Edificio generico,120.4,,9.0,assumed 9.0 m,,87.49,simulated,dwelling layout (imputed)
32997,residential,Edificio generico,83.9,,9.0,assumed 9.0 m,,72.86,simulated,dwelling layout (imputed)
30384,residential,Edificio generico,170.4,,9.0,assumed 9.0 m,,33.5,simulated,geometry-limited massing box
31518,residential,Edificio generico,221.8,,9.0,assumed 9.0 m,,,not simulated,
30031,residential,Edificio generico,107.8,,9.0,assumed 9.0 m,,60.47,simulated,dwelling layout (imputed)
31404,residential,Edificio generico,518.5,,9.0,assumed 9.0 m,,,not simulated,
31929,residential,Edificio generico,165.1,,9.0,assumed 9.0 m,,,not simulated,
30362,residential,Edificio generico,124.2,,9.0,assumed 9.0 m,,55.33,simulated,dwelling layout (imputed)
94302,residential,Edificio generico,60.0,,9.0,assumed 9.0 m,,124.05,simulated,dwelling layout (imputed)
92820,residential,Edificio generico,31.2,,9.0,assumed 9.0 m,,36.28,simulated,geometry-limited massing box
30789,residential,Edificio generico,505.0,,9.0,assumed 9.0 m,,47.63,simulated,geometry-limited massing box
31780,residential,Edificio generico,659.8,,9.0,assumed 9.0 m,,51.02,simulated,geometry-limited massing box
31783,residential,Edificio generico,341.5,,9.0,assumed 9.0 m,,43.94,simulated,geometry-limited massing box
29582,residential,Edificio generico,64.8,,9.0,assumed 9.0 m,,69.44,simulated,dwelling layout (imputed)
30970,residential,Edificio generico,337.1,,9.0,assumed 9.0 m,,55.07,simulated,geometry-limited massing box
30980,residential,Edificio generico,218.5,,9.0,assumed 9.0 m,,49.2,simulated,geometry-limited massing box
30984,residential,Edificio generico,124.0,,9.0,assumed 9.0 m,,54.99,simulated,geometry-limited massing box
31003,residential,Edificio generico,71.3,,9.0,assumed 9.0 m,,36.56,simulated,dwelling layout (imputed)
31004,residential,Edificio generico,228.5,,9.0,assumed 9.0 m,,61.36,simulated,geometry-limited massing box
31005,residential,Edificio generico,101.6,,9.0,assumed 9.0 m,,49.03,simulated,geometry-limited massing box
30568,residential,Edificio generico,270.6,,9.0,assumed 9.0 m,,64.09,simulated,dwelling layout (imputed)
30570,residential,Edificio generico,213.4,,9.0,assumed 9.0 m,,48.89,simulated,geometry-limited massing box
33241,residential,Edificio generico,26.2,,9.0,assumed 9.0 m,,96.78,simulated,dwelling layout (imputed)
31957,residential,Edificio generico,132.9,,9.0,assumed 9.0 m,,53.07,simulated,geometry-limited massing box
31962,residential,Edificio generico,305.9,,9.0,assumed 9.0 m,,48.67,simulated,geometry-limited massing box
30969,residential,Edificio generico,613.7,,9.0,assumed 9.0 m,,55.21,simulated,geometry-limited massing box
33066,residential,Edificio generico,188.8,,9.0,assumed 9.0 m,,63.84,simulated,geometry-limited massing box
33359,residential,Edificio generico,416.6,,9.0,assumed 9.0 m,,50.82,simulated,geometry-limited massing box
33298,residential,Edificio generico,200.5,,9.0,assumed 9.0 m,,73.13,simulated,dwelling layout (imputed)
32078,residential,Edificio generico,304.0,,9.0,assumed 9.0 m,,48.29,simulated,dwelling layout (imputed)
32080,residential,Edificio generico,194.5,,9.0,assumed 9.0 m,,,not simulated,
32091,residential,Edificio generico,185.3,,9.0,assumed 9.0 m,,63.93,simulated,dwelling layout (imputed)
32095,residential,Edificio generico,130.0,,9.0,assumed 9.0 m,,55.14,simulated,geometry-limited massing box
30510,residential,Edificio generico,311.7,,9.0,assumed 9.0 m,,57.37,simulated,geometry-limited massing box
33413,residential,Edificio generico,470.1,,9.0,assumed 9.0 m,,52.77,simulated,dwelling layout (imputed)
32022,residential,Edificio generico,127.6,,9.0,assumed 9.0 m,,,not simulated,
31934,residential,Edificio generico,164.9,,9.0,assumed 9.0 m,,58.0,simulated,geometry-limited massing box
33047,residential,Edificio generico,108.8,,9.0,assumed 9.0 m,,56.3,simulated,geometry-limited massing box
33123,residential,Edificio generico,190.7,,9.0,assumed 9.0 m,,84.72,simulated,dwelling layout (imputed)
30688,residential,Edificio generico,41.6,,9.0,assumed 9.0 m,,65.33,simulated,dwelling layout (imputed)
31887,residential,Edificio generico,102.4,,9.0,assumed 9.0 m,,55.0,simulated,geometry-limited massing box
31873,residential,Edificio generico,118.6,,9.0,assumed 9.0 m,,24.51,simulated,dwelling layout (imputed)
31881,residential,Edificio generico,511.6,,9.0,assumed 9.0 m,,43.15,simulated,geometry-limited massing box
31888,residential,Edificio generico,21.1,,9.0,assumed 9.0 m,,,not simulated,
30532,residential,Edificio generico,973.7,,9.0,assumed 9.0 m,,45.91,simulated,geometry-limited massing box
30533,residential,Edificio generico,171.8,,9.0,assumed 9.0 m,,79.73,simulated,dwelling layout (imputed)
33251,residential,Edificio generico,230.4,,9.0,assumed 9.0 m,,56.19,simulated,geometry-limited massing box
33255,residential,Edificio generico,333.1,,9.0,assumed 9.0 m,,40.53,simulated,dwelling layout (imputed)
33260,residential,Edificio generico,361.7,,9.0,assumed 9.0 m,,45.49,simulated,geometry-limited massing box
33184,residential,Edificio generico,399.1,,9.0,assumed 9.0 m,,52.16,simulated,geometry-limited massing box
33186,residential,Edificio generico,213.6,,9.0,assumed 9.0 m,,,not simulated,
30742,residential,Edificio generico,617.8,,9.0,assumed 9.0 m,,43.17,simulated,geometry-limited massing box
30743,residential,Edificio generico,443.0,,9.0,assumed 9.0 m,,34.2,simulated,dwelling layout (imputed)
30747,residential,Edificio generico,926.3,,9.0,assumed 9.0 m,,48.05,simulated,dwelling layout (imputed)
30752,residential,Edificio generico,895.5,,9.0,assumed 9.0 m,,,not simulated,
30766,residential,Edificio generico,998.5,,9.0,assumed 9.0 m,,48.29,simulated,dwelling layout (imputed)
33196,residential,Edificio generico,544.8,,9.0,assumed 9.0 m,,65.03,simulated,dwelling layout (imputed)
32524,residential,Edificio generico,257.5,,9.0,assumed 9.0 m,,52.73,simulated,geometry-limited massing box
29647,residential,Edificio generico,900.6,,9.0,assumed 9.0 m,,43.95,simulated,geometry-limited massing box
29589,residential,Edificio generico,80.2,,9.0,assumed 9.0 m,,75.4,simulated,dwelling layout (imputed)
29726,residential,Edificio generico,69.2,,9.0,assumed 9.0 m,,54.13,simulated,dwelling layout (imputed)
29727,residential,Edificio generico,37.5,,9.0,assumed 9.0 m,,,not simulated,
30945,residential,Edificio generico,335.2,,9.0,assumed 9.0 m,,46.56,simulated,geometry-limited massing box
29638,residential,Edificio generico,456.4,,9.0,assumed 9.0 m,,60.24,simulated,dwelling layout (imputed)
32409,residential,Edificio generico,69.5,,9.0,assumed 9.0 m,,61.94,simulated,dwelling layout (imputed)
32411,residential,Edificio generico,58.8,,9.0,assumed 9.0 m,,58.66,simulated,geometry-limited massing box
32437,residential,Edificio generico,118.7,,9.0,assumed 9.0 m,,,not simulated,
29855,residential,Edificio generico,171.0,,9.0,assumed 9.0 m,,41.02,simulated,geometry-limited massing box
29858,residential,Edificio generico,179.3,,9.0,assumed 9.0 m,,55.24,simulated,geometry-limited massing box
31195,residential,Edificio generico,23.7,,9.0,assumed 9.0 m,,89.07,simulated,geometry-limited massing box
32388,residential,Edificio generico,979.4,,9.0,assumed 9.0 m,,,not simulated,
32401,residential,Edificio generico,40.3,,9.0,assumed 9.0 m,,106.95,simulated,dwelling layout (imputed)
32552,residential,Edificio generico,101.0,,9.0,assumed 9.0 m,,70.1,simulated,geometry-limited massing box
32444,residential,Edificio generico,351.4,,9.0,assumed 9.0 m,,62.36,simulated,dwelling layout (imputed)
32372,residential,Edificio generico,226.8,,9.0,assumed 9.0 m,,60.42,simulated,geometry-limited massing box
32377,residential,Edificio generico,28.0,,9.0,assumed 9.0 m,,88.9,simulated,dwelling layout (imputed)
32521,residential,Edificio generico,121.9,,9.0,assumed 9.0 m,,167.5,simulated,dwelling layout (imputed)
32374,residential,Edificio generico,173.2,,9.0,assumed 9.0 m,,,not simulated,
29944,residential,Edificio generico,585.2,,9.0,assumed 9.0 m,,46.78,simulated,geometry-limited massing box
32138,residential,Edificio generico,108.8,,9.0,assumed 9.0 m,,71.37,simulated,geometry-limited massing box
32163,residential,Edificio generico,115.7,,9.0,assumed 9.0 m,,85.39,simulated,dwelling layout (imputed)
32165,residential,Edificio generico,636.0,,9.0,assumed 9.0 m,,54.72,simulated,dwelling layout (imputed)
32171,residential,Edificio generico,864.0,,9.0,assumed 9.0 m,,47.28,simulated,dwelling layout (imputed)
32173,residential,Edificio generico,146.0,,9.0,assumed 9.0 m,,52.46,simulated,geometry-limited massing box
32146,residential,Edificio generico,125.8,,9.0,assumed 9.0 m,,62.84,simulated,dwelling layout (imputed)
32149,residential,Edificio generico,104.2,,9.0,assumed 9.0 m,,55.89,simulated,geometry-limited massing box
32263,residential,Edificio generico,87.9,,9.0,assumed 9.0 m,,71.06,simulated,dwelling layout (imputed)
32266,residential,Edificio generico,794.9,,9.0,assumed 9.0 m,,46.73,simulated,geometry-limited massing box
32272,residential,Edificio generico,73.3,,9.0,assumed 9.0 m,,89.69,simulated,dwelling layout (imputed)
32220,residential,Edificio generico,60.4,,9.0,assumed 9.0 m,,,not simulated,
31070,residential,Edificio generico,490.5,,9.0,assumed 9.0 m,,135.55,simulated,dwelling layout (imputed)
32466,residential,Edificio generico,24.8,,9.0,assumed 9.0 m,,109.58,simulated,dwelling layout (imputed)
32468,residential,Edificio generico,243.2,,9.0,assumed 9.0 m,,58.56,simulated,dwelling layout (imputed)
32473,residential,Edificio generico,3025.5,,9.0,assumed 9.0 m,,51.2,simulated,geometry-limited massing box
31147,residential,Edificio generico,41.1,,9.0,assumed 9.0 m,,76.58,simulated,dwelling layout (imputed)
31016,residential,Edificio generico,21.4,,9.0,assumed 9.0 m,,,not simulated,
32483,residential,Edificio generico,20.3,,9.0,assumed 9.0 m,,132.62,simulated,dwelling layout (imputed)
29893,residential,Edificio generico,780.9,,9.0,assumed 9.0 m,,42.39,simulated,geometry-limited massing box
30226,residential,Edificio generico,234.9,,9.0,assumed 9.0 m,,45.85,simulated,geometry-limited massing box
30930,residential,Edificio generico,142.7,,9.0,assumed 9.0 m,,52.45,simulated,geometry-limited massing box
32568,residential,Edificio generico,220.9,,9.0,assumed 9.0 m,,62.92,simulated,geometry-limited massing box
32578,residential,Edificio generico,206.1,,9.0,assumed 9.0 m,,52.09,simulated,geometry-limited massing box
32584,residential,Edificio generico,218.4,,9.0,assumed 9.0 m,,39.12,simulated,geometry-limited massing box
29803,residential,Edificio generico,26.1,,9.0,assumed 9.0 m,,264.6,simulated,dwelling layout (imputed)
32258,residential,Edificio generico,49.7,,9.0,assumed 9.0 m,,107.79,simulated,dwelling layout (imputed)
32259,residential,Edificio generico,286.4,,9.0,assumed 9.0 m,,35.4,simulated,geometry-limited massing box
32487,residential,Edificio generico,80.6,,9.0,assumed 9.0 m,,60.29,simulated,dwelling layout (imputed)
30885,residential,Edificio generico,1165.4,,9.0,assumed 9.0 m,,44.02,simulated,geometry-limited massing box
31078,residential,Edificio generico,110.1,,9.0,assumed 9.0 m,,,not simulated,
29813,residential,Edificio generico,235.1,,9.0,assumed 9.0 m,,41.38,simulated,geometry-limited massing box
31015,residential,Edificio generico,358.2,,9.0,assumed 9.0 m,,46.1,simulated,geometry-limited massing box
31094,residential,Edificio generico,124.3,,9.0,assumed 9.0 m,,67.8,simulated,dwelling layout (imputed)
30939,residential,Edificio generico,177.0,,9.0,assumed 9.0 m,,47.4,simulated,geometry-limited massing box
32339,residential,Edificio generico,1320.8,,9.0,assumed 9.0 m,,48.24,simulated,geometry-limited massing box
29620,residential,Edificio generico,187.4,,9.0,assumed 9.0 m,,51.93,simulated,geometry-limited massing box
