pba_code,pba_label,sqft,eui_kwh_m2,finalwt
18,Lodging,55000,164.78557219963633,332.94
25,Retail other than mall,19000,232.73502421263157,621.37
2,Office,1500000,150.2989263468,14.9
18,Lodging,3050,53.04572371475409,1421.48
26,Service,1800,458.20770259999995,2934.43
17,Nursing,52000,402.11401000499995,99.04
14,Education,108000,295.16745033499996,8.84
14,Education,138000,159.7296929347826,99.04
2,Office,110000,155.41635386536362,117.32
14,Education,230000,133.08471824008694,9.17
5,Nonrefrigerated warehouse,300000,221.97500717009999,8.84
8,Outpatient health care,75000,357.7213366584,127.33
14,Education,138000,164.01508915304345,99.04
24,Enclosed mall,1500000,144.82007649599998,14.9
14,Education,34000,110.3515478285294,303.46
91,Other,170000,326.42030954223526,914.63
7,Public order and safety,160000,164.906823168,69.5
14,Education,600000,125.37845925194999,8.84
18,Lodging,42000,389.6305462821428,13.94
8,Outpatient health care,4550,692.6918053648351,1218.03
26,Service,5400,49.59249153333333,2990.63
2,Office,230000,221.52761270099998,14.9
12,Religious worship,265000,120.92926727954716,14.9
26,Service,4000,101.3971977225,6659.94
2,Office,230000,340.2836345367391,58.26
2,Office,700000,85.12123032077143,58.26
4,Laboratory,315000,894.1679546548571,5.89
2,Office,9500,254.96625009789472,1779.2
2,Office,52000,159.9749007628846,224.76
23,Strip shopping mall,280000,546.38894706075,73.84
14,Education,110000,201.2413621099091,9.96
26,Service,26500,262.32987138452825,623.52
14,Education,78000,210.0355545726923,332.94
16,Inpatient health care,82000,246.73664155609757,110.28
25,Retail other than mall,18000,172.44285827,3207.89
8,Outpatient health care,190000,308.1875040189474,14.9
5,Nonrefrigerated warehouse,250000,193.35716185607998,14.9
2,Office,600000,421.82550242354995,14.9
5,Nonrefrigerated warehouse,255000,18.054708245294115,44.87
5,Nonrefrigerated warehouse,166000,100.82202664879517,69.36
8,Outpatient health care,300000,421.6115213262,9.21
16,Inpatient health care,370000,889.395836926135,17.13
2,Office,20000,182.89397988899998,1489.41
